#<Embryo name> <Cleavage cycle> <Temporal class> <Genes>
dm6 14A 4 even-skipped knirps hunchback

#Data without background

#<Nucleus number> <A-P coordinate> <D-V coordinate> <Fluorescence intensity: channel 1 - eve, channel 2 - kni, channel 3 - hb>
0 2.63 42.84 0.00 64.61 44.38
1 2.75 45.48 0.00 72.82 61.51
2 2.81 48.29 0.00 73.18 68.04
3 3.07 51.13 0.00 71.84 61.99
4 3.75 53.29 0.00 66.48 69.58
5 3.80 39.63 0.18 60.06 61.77
6 4.06 44.33 1.22 72.87 82.50
7 4.02 37.03 0.00 49.39 48.94
8 4.32 41.76 2.73 68.03 86.93
9 4.05 47.37 1.08 78.87 94.62
10 4.50 51.16 0.00 77.59 99.11
11 4.92 35.38 0.00 37.66 47.95
12 5.11 54.12 0.00 72.29 105.34
13 5.17 38.34 0.70 49.59 75.76
14 5.28 49.07 1.03 73.13 100.39
15 5.32 46.05 2.52 79.99 116.48
16 5.29 56.60 0.00 64.93 83.41
17 5.61 43.34 3.18 66.56 104.51
18 5.93 40.69 3.99 53.63 98.57
19 5.99 52.14 0.00 66.11 111.92
20 6.17 35.51 1.66 33.99 88.21
21 6.54 57.81 0.00 64.52 106.04
22 6.53 47.97 3.21 75.66 131.27
23 6.55 60.39 0.00 58.79 77.79
24 6.63 54.95 0.00 65.58 124.41
25 6.60 38.17 1.40 39.37 97.28
26 6.82 45.37 2.49 67.43 127.13
27 7.14 50.54 2.03 67.86 127.19
28 7.17 42.96 3.09 55.81 117.04
29 7.20 33.28 0.08 19.51 84.74
30 7.65 40.63 3.04 40.56 117.47
31 7.61 35.70 1.12 25.95 108.19
32 7.71 52.81 0.99 67.20 141.90
33 7.89 58.90 0.00 63.09 133.42
34 8.00 56.01 0.00 61.69 139.40
35 7.96 61.25 0.00 60.24 92.74
36 7.94 48.21 2.55 56.74 140.37
37 8.07 38.35 1.95 30.53 114.39
38 8.23 45.47 2.22 53.77 132.59
39 8.20 31.21 0.00 9.35 86.38
40 8.77 33.57 0.31 15.37 110.18
41 8.82 43.31 2.55 45.75 134.22
42 8.93 50.20 1.52 48.20 143.80
43 8.84 63.11 0.00 52.99 95.25
44 8.94 53.43 3.14 61.99 170.46
45 9.01 36.24 2.27 19.25 124.06
46 9.29 40.75 3.01 27.39 139.79
47 9.29 47.30 1.41 49.86 158.10
48 9.33 58.06 0.00 57.36 159.63
49 9.40 29.58 0.03 7.02 96.34
50 9.57 55.55 0.98 58.40 169.00
51 9.65 60.47 0.00 61.31 158.93
52 9.65 38.59 2.15 16.91 131.29
53 9.61 65.58 0.00 44.16 74.86
54 9.81 31.96 0.52 9.46 117.73
55 10.01 51.98 1.84 48.75 174.68
56 10.19 45.13 1.80 30.39 149.54
57 10.32 42.62 3.50 28.81 140.59
58 10.15 62.85 0.00 62.16 153.82
59 10.19 34.27 0.97 8.19 126.97
60 10.45 36.59 2.18 12.96 133.61
61 10.53 47.98 1.13 34.03 158.36
62 10.50 68.04 0.00 35.42 67.16
63 10.86 50.10 1.37 33.03 171.33
64 10.57 30.34 0.00 4.98 115.16
65 10.77 56.73 0.06 50.07 182.36
66 10.94 54.22 0.63 46.56 180.18
67 10.97 65.10 0.00 57.26 143.90
68 10.88 39.11 1.00 11.54 136.77
69 11.19 59.32 0.00 54.00 162.88
70 11.25 41.06 1.89 16.18 141.85
71 11.02 34.49 3.33 12.21 133.87
72 11.15 28.00 0.00 2.37 104.31
73 11.21 30.78 0.55 6.49 117.08
74 11.57 32.82 2.50 6.65 134.27
75 11.57 46.36 0.42 21.52 172.60
76 11.44 61.88 0.00 57.60 174.27
77 11.68 52.10 0.65 39.84 196.26
78 11.73 43.85 0.89 14.52 153.88
79 11.69 28.89 0.00 2.07 113.19
80 11.50 38.47 1.78 9.02 147.50
81 11.92 36.96 2.24 8.41 149.95
82 11.85 67.27 0.00 47.33 129.23
83 11.99 25.26 0.00 0.55 95.80
84 12.13 49.33 1.43 22.69 183.70
85 12.10 55.94 0.22 40.19 184.32
86 12.42 35.01 2.41 7.54 152.87
87 12.40 30.88 0.65 3.76 121.61
88 12.44 64.44 0.00 57.51 186.92
89 12.58 39.49 1.83 7.79 155.39
90 12.42 70.41 0.00 36.51 85.41
91 12.53 42.01 2.26 10.79 165.44
92 12.61 27.49 0.00 1.28 122.61
93 12.75 58.22 0.00 41.67 197.90
94 12.85 53.67 0.00 24.07 194.80
95 12.68 60.94 0.00 50.61 208.22
96 12.73 47.06 0.00 12.25 181.53
97 13.01 51.14 0.00 19.36 206.26
98 13.12 33.44 1.00 4.10 142.94
99 13.14 67.46 0.00 55.81 172.51
100 13.45 43.77 0.00 10.41 176.99
101 13.46 23.41 0.00 0.02 108.47
102 13.53 45.74 1.27 11.26 185.52
103 13.48 36.91 2.94 5.47 154.85
104 13.65 29.47 0.12 2.99 134.26
105 13.50 55.82 0.21 26.49 216.35
106 13.68 62.62 0.63 49.93 203.61
107 13.63 48.79 0.00 11.73 188.53
108 13.74 26.33 0.00 1.39 133.16
109 13.68 40.88 1.64 7.66 190.38
110 13.86 70.79 0.00 49.39 140.48
111 14.02 31.82 0.96 3.91 143.86
112 14.05 60.01 0.00 40.61 222.14
113 14.29 38.90 0.01 5.10 165.46
114 14.10 51.81 0.00 14.54 203.78
115 14.28 64.84 0.00 47.13 191.94
116 14.45 57.43 0.00 28.82 217.24
117 14.36 34.58 0.00 2.90 158.08
118 14.56 67.45 0.00 43.00 187.21
119 14.59 54.36 0.47 13.60 218.11
120 14.65 46.59 1.30 6.11 200.37
121 14.60 42.93 0.81 4.75 190.21
122 14.82 24.96 0.22 1.23 135.66
123 14.80 49.35 0.00 9.08 208.92
124 14.91 28.31 1.25 1.10 140.40
125 15.00 36.78 1.53 2.54 182.69
126 14.96 71.74 0.00 41.83 123.03
127 14.92 22.38 0.00 0.00 119.84
128 15.28 40.96 0.00 3.80 188.55
129 15.35 62.58 0.00 39.11 200.72
130 15.43 30.81 0.96 3.03 159.29
131 15.37 33.22 1.25 1.18 168.25
132 15.33 51.91 0.00 8.37 209.39
133 15.24 72.98 0.00 35.86 101.98
134 15.53 68.87 0.00 43.57 176.82
135 15.39 60.07 0.00 25.22 217.06
136 15.62 45.64 3.38 5.92 207.40
137 15.65 38.78 1.51 1.93 193.06
138 15.75 43.57 1.43 4.06 201.69
139 15.96 55.79 0.00 10.29 225.40
140 15.96 57.94 0.00 14.53 212.94
141 15.71 23.18 0.00 2.95 118.91
142 15.58 27.82 0.07 1.59 154.01
143 15.89 65.25 0.00 40.96 194.70
144 16.00 47.82 0.00 3.99 217.90
145 16.02 53.61 0.00 10.81 223.30
146 16.03 74.98 0.00 33.14 82.16
147 16.10 50.17 0.00 6.20 223.73
148 16.09 35.46 0.11 1.20 188.22
149 16.13 26.19 0.00 0.51 151.95
150 16.37 70.83 0.00 39.76 170.93
151 16.53 29.34 0.25 0.95 164.91
152 16.51 41.88 0.00 1.71 199.90
153 16.78 33.56 0.00 1.25 193.07
154 16.88 37.34 1.02 2.91 204.37
155 16.93 22.42 0.00 1.46 137.62
156 16.74 39.73 0.00 1.78 204.42
157 16.72 60.07 0.00 13.00 208.81
158 16.98 45.98 0.00 2.68 210.50
159 16.98 62.57 0.00 16.67 203.79
160 17.00 68.07 0.00 30.73 184.13
161 17.19 72.41 0.00 35.52 156.39
162 16.93 24.57 0.00 0.29 158.82
163 17.11 43.91 2.12 3.04 216.21
164 17.15 52.58 0.00 7.71 232.72
165 17.22 31.58 0.45 1.35 179.93
166 17.27 48.14 0.35 4.84 216.49
167 17.37 54.97 0.00 6.35 226.05
168 17.26 65.32 0.00 24.00 203.10
169 17.33 57.47 0.00 8.10 225.39
170 17.33 77.52 0.00 27.97 71.49
171 17.39 50.47 0.00 3.55 215.80
172 17.37 25.72 0.00 2.85 142.60
173 17.59 28.08 0.00 1.19 175.86
174 17.66 74.86 0.00 35.61 131.57
175 17.83 35.84 2.32 0.31 204.81
176 17.91 41.48 0.13 3.08 213.68
177 17.82 19.73 0.00 0.40 146.63
178 18.03 60.13 0.00 6.52 214.87
179 18.11 38.73 0.00 1.22 206.67
180 18.32 69.16 0.00 25.14 182.87
181 18.19 33.47 0.43 2.87 210.05
182 18.47 45.89 0.00 2.34 222.40
183 18.36 63.28 0.00 10.17 217.39
184 18.48 30.93 0.69 0.02 189.73
185 18.38 43.73 0.00 2.31 222.57
186 18.36 52.78 0.00 4.83 223.05
187 18.31 24.68 0.19 1.80 165.27
188 18.50 66.28 0.00 16.70 196.43
189 18.48 22.45 0.00 1.24 152.61
190 18.50 48.02 0.00 3.77 219.93
191 18.55 50.37 0.21 3.41 225.66
192 18.60 57.21 0.00 3.65 220.09
193 18.59 72.00 0.00 26.21 168.86
194 18.69 18.08 0.00 0.08 129.10
195 18.73 54.82 0.00 4.32 214.77
196 18.68 26.05 0.00 2.81 147.45
197 18.93 28.31 1.27 1.42 194.12
198 18.92 76.28 0.00 28.77 122.33
199 19.12 37.27 0.00 1.64 217.22
200 19.23 35.02 1.11 0.60 216.02
201 19.20 40.05 0.04 0.61 221.37
202 19.18 59.49 0.00 4.24 219.90
203 19.44 61.96 0.00 4.63 215.89
204 19.52 42.34 0.00 1.21 222.50
205 19.62 20.75 0.00 0.81 153.83
206 19.69 73.74 0.00 25.85 176.37
207 19.66 44.59 0.00 0.88 225.01
208 19.66 51.46 0.07 2.23 231.62
209 19.80 32.88 0.18 0.00 209.22
210 19.66 49.09 0.00 1.31 232.46
211 19.76 64.38 0.00 6.73 216.65
212 19.66 67.20 0.00 11.61 204.46
213 19.94 46.71 0.00 0.00 213.77
214 19.73 23.92 0.00 0.49 182.82
215 19.61 30.37 0.00 1.02 189.04
216 19.81 55.89 0.00 1.39 227.71
217 19.85 70.45 0.00 15.10 184.82
218 20.04 53.42 0.00 2.48 229.35
219 20.00 27.04 0.43 0.86 188.88
220 19.95 78.44 0.00 21.20 103.02
221 20.18 18.16 0.00 0.49 142.89
222 20.24 58.08 0.00 1.49 217.35
223 20.23 37.93 0.00 3.10 211.31
224 20.45 60.58 0.00 1.56 223.70
225 20.45 40.70 0.00 1.75 224.84
226 20.27 30.88 0.00 0.00 194.48
227 20.62 35.18 0.92 2.21 223.47
228 20.72 75.43 0.00 21.70 151.52
229 20.75 68.11 0.00 8.21 197.96
230 20.87 80.24 0.00 16.25 85.98
231 20.89 29.68 0.00 1.87 200.59
232 20.90 62.87 0.00 1.53 220.09
233 20.82 44.47 0.00 1.36 226.69
234 20.78 48.62 0.00 1.62 234.48
235 21.03 22.08 0.79 1.70 175.15
236 20.90 51.05 0.00 1.47 227.36
237 21.04 65.44 0.00 2.00 209.04
238 20.93 25.08 1.13 0.96 190.42
239 20.96 55.32 0.00 0.40 225.24
240 21.08 72.32 0.31 13.67 182.45
241 21.24 32.64 0.06 1.59 214.26
242 21.40 37.60 0.00 0.00 217.52
243 21.61 42.56 0.00 1.22 227.95
244 21.43 57.27 0.00 0.91 224.72
245 21.55 27.58 0.27 1.43 191.86
246 21.44 53.12 0.00 0.00 222.96
247 21.50 59.46 0.00 0.64 226.84
248 21.61 19.71 0.00 1.31 164.96
249 21.50 40.01 0.00 0.00 232.34
250 21.69 47.04 0.00 0.00 225.34
251 21.59 77.39 0.00 17.87 148.16
252 21.68 69.43 0.00 6.05 203.57
253 21.92 35.46 0.00 0.36 210.33
254 21.92 49.42 0.00 1.52 224.17
255 22.10 61.46 0.00 0.24 222.75
256 22.01 16.89 0.00 1.80 157.80
257 22.01 44.87 0.00 0.00 233.05
258 22.11 66.49 0.00 3.68 217.20
259 22.18 63.80 0.00 1.20 220.09
260 22.36 51.34 0.00 0.00 226.71
261 22.17 55.14 0.00 0.18 218.03
262 22.26 24.15 0.00 1.95 193.18
263 22.39 29.71 0.33 0.21 213.00
264 22.19 80.51 0.00 14.37 106.71
265 22.49 31.81 0.00 1.75 219.27
266 22.42 74.33 0.00 9.20 167.62
267 22.43 71.19 1.03 7.02 196.23
268 22.67 34.05 0.00 0.00 212.78
269 22.57 38.12 0.06 0.42 228.05
270 22.61 57.42 0.00 0.00 229.79
271 22.65 41.15 0.00 0.60 228.28
272 22.95 22.38 0.99 1.69 181.77
273 22.91 27.28 0.40 0.47 202.06
274 22.86 59.45 0.00 0.82 224.89
275 22.98 53.35 0.00 0.00 229.60
276 22.90 78.11 4.47 11.32 152.22
277 23.16 43.66 0.00 2.16 225.00
278 23.08 46.05 0.00 0.67 234.68
279 23.06 82.11 2.36 8.28 83.92
280 23.08 19.66 0.00 2.90 166.64
281 23.05 48.54 0.00 0.00 222.06
282 23.01 68.11 4.28 1.37 220.03
283 23.36 16.60 0.00 1.99 157.84
284 23.28 65.31 0.00 0.02 216.50
285 23.38 62.92 0.00 0.12 216.62
286 23.40 55.48 0.00 0.00 227.88
287 23.66 35.36 0.00 0.26 220.40
288 23.52 39.55 0.00 0.28 212.99
289 23.69 25.71 0.00 2.20 199.03
290 23.68 60.59 0.00 0.00 213.55
291 23.58 71.22 2.87 2.09 204.12
292 23.78 37.19 0.00 0.07 231.88
293 23.70 29.86 0.27 0.00 218.52
294 23.63 51.36 0.00 0.00 231.87
295 23.84 76.04 9.29 7.49 179.71
296 23.89 32.86 0.00 0.00 216.69
297 23.91 41.69 0.00 1.20 232.18
298 23.93 73.48 5.37 2.82 194.22
299 23.89 57.70 0.00 1.35 206.47
300 24.17 68.94 1.61 2.41 208.50
301 24.36 78.62 18.03 3.76 153.78
302 24.23 45.95 0.00 0.00 223.87
303 24.14 48.49 0.00 0.62 235.14
304 24.34 23.38 1.15 0.87 183.38
305 24.37 66.60 1.96 0.48 214.00
306 24.36 13.83 0.00 0.39 132.25
307 24.40 19.78 0.00 0.00 169.48
308 24.44 81.66 23.06 1.83 133.60
309 24.46 55.14 0.00 0.00 230.49
310 24.61 43.42 0.00 0.87 231.60
311 24.64 52.87 0.66 0.00 221.54
312 24.49 62.14 0.32 0.00 213.15
313 24.66 64.31 5.33 0.39 209.88
314 24.77 28.68 0.96 0.00 216.72
315 24.55 16.10 0.00 1.74 164.35
316 24.83 31.47 0.00 0.47 233.69
317 24.73 38.36 0.00 0.90 228.28
318 24.73 59.43 0.00 0.00 232.56
319 24.83 50.37 0.00 0.00 233.80
320 24.96 71.37 8.86 1.68 205.22
321 25.01 17.36 0.14 1.43 162.83
322 25.06 26.29 0.33 0.00 205.43
323 24.91 34.90 0.00 0.00 216.96
324 25.14 40.47 0.00 0.00 235.09
325 25.11 57.39 0.00 0.00 220.92
326 25.14 74.33 14.69 0.18 198.27
327 25.36 22.06 3.46 1.08 196.30
328 25.27 47.78 0.00 0.00 236.39
329 25.59 83.21 58.17 0.00 117.43
330 25.45 45.08 0.00 0.00 227.19
331 25.35 68.66 7.26 1.73 212.43
332 25.41 61.09 1.18 0.03 222.90
333 25.59 55.43 0.40 0.00 232.25
334 25.78 76.51 37.75 0.00 176.99
335 25.66 37.08 0.00 0.00 228.85
336 25.55 66.21 4.51 0.46 222.51
337 25.72 14.80 1.75 1.08 157.20
338 25.70 79.75 56.03 0.00 159.20
339 25.82 53.21 0.00 0.00 228.84
340 25.95 19.46 1.30 0.00 171.98
341 26.08 24.73 1.00 0.29 211.51
342 25.94 51.08 0.00 0.00 229.25
343 25.89 63.96 2.15 1.19 201.12
344 25.97 30.05 2.11 0.84 224.00
345 25.92 42.24 0.00 0.00 231.12
346 25.99 32.48 2.09 0.30 226.36
347 26.01 59.13 2.92 0.00 227.10
348 26.25 27.45 2.21 0.25 213.78
349 26.11 34.81 0.00 0.00 231.70
350 26.19 70.40 22.99 0.53 217.70
351 26.33 39.56 0.49 0.00 226.32
352 26.40 49.00 0.00 0.00 225.73
353 26.31 61.80 3.96 0.00 218.82
354 26.30 73.04 34.41 0.00 204.82
355 26.46 46.54 0.38 0.00 239.48
356 26.49 57.06 3.15 0.00 222.02
357 26.53 67.83 17.65 0.00 222.16
358 26.65 17.12 2.03 1.75 164.95
359 26.71 22.57 3.29 0.00 200.15
360 26.69 43.98 0.09 0.00 226.25
361 26.69 54.52 1.18 0.00 227.72
362 26.93 13.65 1.54 1.40 153.19
363 26.84 65.68 14.99 0.00 213.33
364 26.95 77.74 92.45 0.00 180.88
