#<Embryo name> <Cleavage cycle> <Temporal class> <Genes>
dm3 14A 7 even-skipped knirps hunchback
365 27.95 42.96 4.97 32.41 197.22
366 28.03 64.44 33.69 111.74 163.28
367 28.17 55.64 9.12 125.14 160.17
368 27.97 27.10 4.28 15.28 170.22
369 28.02 50.64 7.49 102.59 174.94
370 28.29 76.75 201.32 14.73 93.55
371 28.29 13.05 3.35 22.70 88.67
372 28.28 68.72 185.09 40.79 121.76
373 28.35 16.04 7.45 27.39 132.31
374 28.35 32.98 4.07 20.54 190.08
375 28.45 53.16 11.40 107.55 169.81
376 28.39 45.72 6.88 70.66 174.26
377 28.63 39.41 8.76 47.19 185.67
378 28.58 61.68 40.40 108.87 164.35
379 28.58 71.58 206.83 23.27 105.29
380 28.55 84.50 89.61 6.34 86.70
381 28.61 23.27 7.39 28.76 164.69
382 28.68 19.94 9.94 39.92 153.34
383 28.74 35.74 9.38 51.53 190.26
384 28.72 66.10 134.60 53.93 132.63
385 28.80 58.95 35.45 119.13 165.76
386 28.94 79.44 160.92 7.16 95.24
387 28.95 29.19 7.84 44.54 169.80
388 28.97 41.53 10.55 91.38 195.28
389 28.97 48.57 11.71 119.78 172.94
390 28.93 26.27 8.79 48.10 167.46
391 29.18 14.48 18.15 25.75 136.52
392 29.20 43.77 12.31 98.99 189.35
393 29.08 63.61 136.63 67.75 147.65
394 29.23 73.82 193.05 8.63 114.26
395 29.17 31.89 8.05 81.97 183.84
396 29.21 51.39 18.38 116.69 176.42
397 29.25 56.56 26.13 118.57 153.18
398 29.51 81.91 99.91 1.81 94.31
399 29.47 46.23 17.11 109.81 190.46
400 29.40 17.24 22.52 23.42 145.47
401 29.55 54.09 31.17 122.77 175.08
402 29.50 69.61 218.10 11.16 126.59
403 29.38 87.29 18.04 1.89 56.51
404 29.61 37.30 21.46 76.57 200.79
405 29.63 11.17 42.06 1.88 79.25
406 29.67 66.74 221.20 14.24 137.35
407 29.68 76.48 158.06 5.18 107.48
408 29.65 21.66 23.16 39.46 155.95
409 29.76 34.52 16.59 95.62 183.78
410 29.80 61.02 202.38 28.95 152.70
411 29.69 18.87 39.06 17.48 145.65
412 29.78 85.85 34.99 2.30 114.65
413 29.93 39.58 32.79 85.65 187.89
414 29.83 24.70 24.57 55.89 166.29
415 29.79 58.53 142.16 64.39 170.17
416 30.16 84.44 32.11 0.84 116.56
417 30.01 27.81 29.19 38.81 172.25
418 29.99 49.90 42.65 107.27 188.04
419 30.10 30.98 25.06 57.71 177.48
420 30.15 63.73 224.12 16.56 141.25
421 30.28 71.70 148.22 5.81 110.07
422 30.26 42.09 45.45 91.72 201.92
423 30.27 47.61 38.63 90.62 187.65
424 30.19 14.16 94.19 1.78 117.84
425 30.21 55.99 130.50 49.72 176.57
426 30.37 44.41 41.71 87.10 193.49
427 30.29 52.41 96.47 59.82 191.60
428 30.50 78.76 57.79 1.83 102.66
429 30.65 16.50 117.47 4.16 149.86
430 30.65 88.24 11.09 0.37 80.34
431 30.63 19.55 151.26 3.56 149.50
432 30.64 33.67 61.79 75.05 190.29
433 30.65 36.52 84.92 54.12 190.91
434 30.79 74.45 77.57 0.90 102.93
435 30.75 23.41 123.38 4.90 166.16
436 30.80 68.73 131.71 3.17 127.83
437 30.80 58.11 220.08 17.56 155.72
438 30.86 65.89 190.52 8.23 124.92
439 31.19 12.61 140.58 1.62 112.41
440 30.89 82.04 29.73 0.32 105.13
441 30.89 25.95 156.93 5.77 168.73
442 31.01 60.79 214.13 8.05 152.35
443 31.35 10.36 102.59 0.75 77.25
444 31.01 28.84 164.56 7.23 179.39
445 31.11 54.94 215.64 17.18 156.01
446 31.01 50.15 213.42 20.15 176.28
447 30.92 39.25 122.70 34.03 192.36
448 31.11 45.80 169.93 21.20 195.13
449 31.22 31.72 175.61 13.26 179.13
450 31.27 52.46 224.80 15.14 160.84
451 31.33 41.55 191.53 19.28 196.89
452 31.43 48.09 230.83 15.07 167.25
453 31.41 63.25 162.05 2.42 146.75
454 31.52 84.89 12.92 0.00 93.13
455 31.71 43.70 219.40 11.73 178.63
456 31.60 34.52 211.17 16.04 163.93
457 31.56 71.59 59.50 2.09 131.33
458 31.66 76.74 27.67 0.00 111.28
459 31.67 21.77 170.75 1.35 142.66
460 31.80 37.01 215.32 10.04 172.03
461 31.82 79.49 19.87 1.09 97.29
462 31.82 17.96 137.49 1.10 122.43
463 31.65 20.00 172.34 0.91 131.40
464 31.98 24.34 193.12 0.06 137.43
465 32.07 56.43 199.91 3.92 164.48
466 32.07 27.11 189.36 2.81 161.36
467 32.07 39.46 206.28 8.40 169.54
468 32.04 58.77 183.27 0.56 143.11
469 31.94 65.97 100.35 0.61 140.30
470 32.13 29.92 200.71 2.48 155.36
471 32.20 87.74 11.95 0.00 96.84
472 32.18 15.22 95.56 0.00 115.30
473 32.13 68.84 57.91 0.67 140.53
474 32.23 74.03 30.92 0.00 121.28
475 32.26 82.04 9.23 0.00 101.87
476 32.21 45.92 213.12 4.67 180.77
477 32.29 61.27 143.48 1.35 160.96
478 32.22 50.87 187.98 5.95 167.48
479 32.32 53.75 182.94 2.42 175.71
480 32.52 32.65 209.70 3.58 176.50
481 32.60 42.02 196.89 4.76 175.99
482 32.68 48.12 190.12 1.85 170.23
483 32.81 63.63 53.50 1.58 156.50
484 32.80 11.95 75.40 0.00 114.73
485 32.93 35.20 181.68 3.59 188.59
486 32.88 71.56 18.61 0.00 129.03
487 32.92 84.99 13.15 0.00 95.81
488 32.89 19.87 106.56 0.00 136.38
489 33.03 76.62 10.61 0.00 100.84
490 33.10 22.47 104.07 0.00 142.07
491 33.03 66.55 29.96 0.00 136.74
492 33.03 89.68 19.45 0.00 72.93
493 33.15 17.29 68.23 0.00 128.34
494 33.22 37.60 174.12 5.21 172.20
495 33.12 44.92 129.80 0.00 170.56
496 33.25 79.08 8.35 0.00 81.08
497 33.32 57.31 82.05 2.37 183.49
498 33.31 25.19 123.83 0.00 151.43
499 33.25 59.64 68.57 1.11 159.07
500 33.39 27.81 112.51 0.03 169.26
501 33.36 55.12 80.87 0.00 176.40
502 33.37 50.10 97.32 1.72 178.93
503 33.39 30.54 170.23 1.13 168.73
504 33.43 40.18 139.79 1.10 171.08
505 33.52 52.53 96.35 1.68 185.17
506 33.55 69.32 13.22 0.00 155.83
507 33.64 14.59 48.44 0.00 130.30
508 33.58 81.53 12.22 0.00 101.24
509 33.69 74.08 10.37 0.00 121.04
510 33.87 61.64 30.42 0.00 148.24
511 33.86 86.70 41.18 0.00 102.31
512 33.86 42.77 98.32 0.00 180.14
513 34.00 9.45 30.16 0.00 71.46
514 33.97 32.99 97.18 0.00 191.97
515 33.97 47.53 74.37 1.12 186.58
516 34.01 64.33 20.32 0.00 145.43
517 34.10 20.12 49.66 0.00 134.60
518 34.35 12.11 52.10 0.00 126.24
519 34.21 67.00 12.72 0.00 145.20
520 34.26 35.82 69.13 0.00 179.61
521 34.35 45.31 60.79 0.00 168.03
522 34.39 71.44 9.09 0.00 123.72
523 34.52 88.95 154.50 0.88 84.39
524 34.37 58.81 35.25 0.00 170.00
525 34.49 76.65 11.24 0.00 93.74
526 34.41 16.86 40.69 0.00 141.21
527 34.41 23.08 53.74 0.00 150.10
528 34.49 54.33 37.16 0.00 175.24
529 34.42 83.54 50.63 0.00 99.04
530 34.60 38.41 61.85 0.70 173.74
531 34.59 26.46 51.46 0.00 158.72
532 34.61 29.30 51.95 0.00 160.89
533 34.48 49.93 36.93 0.00 181.46
534 34.69 56.44 29.35 0.15 178.85
535 34.71 79.39 22.64 0.00 103.18
536 34.83 40.70 57.91 0.41 180.46
537 34.91 52.18 25.65 0.00 185.87
538 35.05 69.06 10.77 0.00 135.80
539 35.04 92.04 111.00 0.00 53.52
540 35.04 73.63 12.52 0.00 105.27
541 35.02 62.87 14.26 0.00 136.63
542 35.18 31.61 47.26 0.00 174.82
543 35.27 34.09 39.52 0.00 175.27
544 35.19 43.18 33.75 0.00 178.11
545 35.24 60.36 12.64 0.00 156.25
546 35.30 19.50 34.01 0.00 146.26
547 35.32 8.38 12.60 0.00 76.78
548 35.38 48.08 18.86 2.13 177.63
549 35.27 65.50 11.26 0.00 145.88
550 35.30 86.13 158.77 0.00 78.92
551 35.49 24.64 25.33 0.00 156.44
552 35.33 84.72 171.78 0.00 79.89
553 35.60 36.78 27.30 0.00 185.31
554 35.57 10.80 15.70 0.00 119.24
555 35.68 58.17 14.20 0.00 164.86
556 35.59 16.51 21.26 0.00 135.23
557 35.60 45.81 23.82 0.00 168.68
558 35.68 81.19 147.15 0.00 93.71
559 35.36 87.23 145.78 0.00 86.22
560 35.60 13.67 15.41 0.00 121.72
561 35.87 21.95 16.91 0.00 140.41
562 35.62 77.32 73.53 0.00 124.34
563 35.53 83.18 169.35 0.17 103.29
564 35.76 53.82 13.94 0.00 169.44
565 35.84 50.59 12.34 0.00 170.48
566 35.87 70.77 19.98 0.00 120.63
567 35.99 27.23 20.66 0.00 158.68
568 36.04 89.99 140.38 0.00 110.12
569 35.98 29.63 20.37 0.00 168.35
570 36.05 39.27 20.13 0.00 173.38
571 36.01 56.16 11.63 0.00 172.84
572 36.07 61.77 10.64 0.00 154.58
573 36.09 74.27 101.65 0.00 111.45
574 36.31 41.68 20.78 0.06 182.76
575 36.11 67.46 13.10 0.00 136.94
576 35.96 84.44 194.27 0.00 97.46
577 36.35 64.27 14.41 0.00 149.92
578 36.51 32.04 15.62 0.00 167.17
579 36.62 44.13 11.59 0.00 174.64
580 36.53 78.81 191.76 0.00 113.50
581 36.60 34.40 12.93 0.00 161.98
582 36.65 11.97 9.78 0.00 122.48
583 36.64 15.70 10.59 0.00 138.00
584 36.73 59.48 15.32 0.00 150.94
585 36.57 83.51 183.71 0.00 110.04
586 36.63 18.99 11.71 0.00 142.17
587 36.81 46.66 17.33 0.00 167.05
588 36.83 49.08 12.70 0.00 170.72
589 36.91 87.34 119.60 0.00 101.90
590 36.70 24.55 10.46 0.00 147.16
591 36.76 71.37 154.08 0.00 123.77
592 36.71 85.47 175.95 0.31 132.09
593 36.77 51.90 11.80 0.00 161.98
594 37.07 36.95 13.50 0.32 180.20
595 37.07 76.08 210.98 0.00 127.47
596 37.20 9.41 9.31 0.00 109.04
597 36.93 54.54 15.63 0.00 162.49
598 37.25 81.22 174.27 0.00 108.08
599 37.12 57.34 17.43 0.00 162.28
600 37.15 68.63 76.20 0.00 148.89
601 37.16 61.52 16.36 0.00 153.43
602 37.11 66.08 37.09 0.00 151.64
603 37.08 20.77 13.10 0.00 153.63
604 37.25 29.76 14.19 0.00 167.96
605 37.25 91.68 72.52 0.00 81.03
606 37.34 27.24 11.93 0.00 166.04
607 37.36 39.06 15.30 0.00 172.96
608 37.31 22.40 8.64 0.00 135.64
609 37.32 13.78 11.62 0.00 144.12
610 37.60 73.16 196.26 0.00 130.70
611 37.50 41.50 15.74 0.00 172.40
612 37.49 63.51 42.71 0.00 169.03
613 37.65 18.01 12.44 0.00 137.95
614 37.85 31.78 12.71 0.00 164.51
615 38.00 89.60 74.43 0.00 109.38
616 37.93 6.91 15.68 0.00 86.88
617 37.76 49.76 20.37 0.00 139.62
618 37.79 52.63 41.15 0.00 165.55
619 37.76 44.32 20.25 0.35 186.03
620 37.90 84.18 125.25 0.00 113.05
621 37.81 34.66 14.29 0.00 175.33
622 37.89 24.86 11.88 0.00 153.56
623 37.88 46.97 23.33 0.00 176.27
624 37.85 16.10 14.27 0.00 137.26
625 37.96 55.50 60.31 0.00 177.86
626 38.08 70.40 205.79 0.00 134.88
627 38.07 78.48 156.08 0.00 126.67
