#<Embryo name> <Cleavage cycle> <Temporal class> <Genes>
fa2 14A 6 even-skipped knirps hunchback

#Data without background

#<Nucleus number> <A-P coordinate> <D-V coordinate> <Fluorescence intensity: channel 1 - eve, channel 2 - kni, channel 3 - hb>
607 36.12 21.86 21.57 0.00 145.83
608 36.22 29.12 24.42 0.00 156.31
609 36.21 70.20 84.12 0.00 131.67
610 35.99 90.91 94.83 0.94 65.32
611 36.28 92.19 85.81 0.73 78.91
612 36.19 39.05 25.34 0.00 166.68
613 36.16 72.62 121.34 0.00 118.17
614 36.23 7.53 14.23 0.38 101.95
615 36.33 16.35 15.31 0.00 125.21
616 36.48 83.77 129.96 0.87 98.53
617 36.39 35.06 25.97 0.00 172.88
618 36.41 41.54 15.06 0.00 149.94
619 36.43 63.41 49.87 0.00 150.93
620 36.41 10.64 14.51 1.75 111.67
621 36.53 44.04 18.11 0.32 162.88
622 36.59 50.85 20.77 0.00 160.02
623 36.62 60.71 42.74 0.00 148.08
624 36.76 24.09 15.13 0.00 142.04
625 36.64 48.43 19.89 0.00 153.39
626 36.76 65.94 84.41 0.00 147.83
627 36.77 79.19 154.40 0.00 108.15
628 36.73 53.34 15.96 0.00 155.04
629 36.92 32.79 16.88 0.00 151.18
630 37.03 86.50 112.76 1.19 90.08
631 36.98 19.91 14.61 0.00 138.64
632 36.91 46.04 23.86 0.00 164.73
633 37.08 76.58 152.75 0.00 121.79
634 37.06 27.09 16.81 0.00 157.55
635 36.90 55.86 33.54 0.00 161.86
636 37.17 37.40 14.92 0.00 149.72
637 37.02 58.24 51.60 0.00 181.21
638 37.11 13.97 21.32 0.27 140.20
639 37.21 74.01 174.54 0.00 118.00
640 37.16 30.20 17.04 0.00 151.12
641 37.22 89.79 86.16 0.91 88.84
642 37.26 68.46 130.18 0.00 139.04
643 37.35 40.08 13.87 0.55 162.05
644 37.44 81.74 131.57 0.00 109.37
645 37.39 8.11 14.96 0.00 101.90
646 37.37 71.26 167.50 0.00 139.20
647 37.38 93.49 60.12 0.99 66.87
648 37.44 17.42 18.07 0.00 128.39
649 37.45 34.89 16.58 0.00 163.63
650 37.47 62.12 79.61 0.00 112.40
651 37.65 11.38 20.65 1.01 120.86
652 37.76 22.46 16.30 0.00 137.66
653 37.60 42.87 21.88 0.00 165.64
654 37.64 47.72 35.45 0.00 180.62
655 37.83 64.60 151.91 0.00 146.61
656 37.78 52.25 55.62 2.82 179.90
657 37.86 25.31 16.75 0.00 125.86
658 37.89 50.01 44.69 0.00 170.71
659 37.64 88.36 95.41 0.89 59.57
660 37.97 54.75 66.93 0.00 164.92
661 38.06 84.52 109.04 0.85 94.12
662 38.11 59.71 112.76 0.00 152.88
663 38.08 31.30 18.91 0.00 156.45
664 38.03 45.46 37.41 0.00 170.99
665 38.02 78.93 140.60 0.00 114.11
666 38.06 28.24 18.83 0.00 153.99
667 38.09 57.20 138.94 1.00 163.97
668 38.28 15.16 32.36 0.00 136.08
669 38.23 66.94 159.64 0.00 132.55
670 38.20 20.09 25.98 0.00 151.72
671 38.48 91.70 57.20 1.73 83.12
672 38.31 38.40 33.98 0.00 153.74
673 38.39 76.00 149.33 0.00 117.70
674 38.48 33.75 16.32 0.00 145.12
675 38.40 36.29 32.30 0.00 154.22
676 38.41 69.71 172.00 1.70 143.47
677 38.47 90.06 68.87 1.00 74.15
678 38.44 40.77 37.55 0.00 163.67
679 38.43 72.92 168.62 0.00 126.43
680 38.55 87.48 89.43 1.46 88.58
681 38.65 62.48 175.67 0.34 141.07
682 38.65 9.53 39.86 1.61 134.29
683 38.72 94.10 37.25 0.82 63.34
684 38.68 17.81 42.01 0.00 125.28
685 38.69 43.59 67.65 0.00 183.04
686 38.81 23.99 41.68 0.00 160.18
687 38.75 81.40 133.86 0.88 100.43
688 38.78 48.02 82.20 0.00 178.10
689 38.86 52.83 155.95 1.80 175.44
690 38.96 12.78 59.64 0.90 149.11
691 39.05 26.23 48.61 0.00 153.55
692 39.08 29.10 42.89 0.00 159.80
693 39.09 50.52 137.35 1.00 177.63
694 39.13 65.04 180.55 0.51 159.24
695 39.26 21.24 54.20 0.00 142.12
696 39.20 55.26 177.26 1.03 175.77
697 39.25 31.84 58.90 0.00 170.93
698 39.15 45.70 116.76 0.00 184.03
699 39.27 78.45 108.64 0.00 115.01
700 39.30 57.72 197.69 0.00 163.81
701 39.38 60.27 183.75 0.00 167.97
702 39.37 67.57 167.28 0.94 160.13
703 39.35 84.02 91.65 1.16 98.97
704 39.48 37.17 84.21 0.00 180.85
705 39.42 41.80 114.39 0.00 172.43
706 39.54 34.72 84.97 0.00 169.93
707 39.65 39.33 126.39 0.76 173.72
708 39.58 70.10 154.85 0.93 142.72
709 39.55 72.39 159.60 0.00 140.07
710 39.54 75.30 125.96 0.00 127.63
711 39.64 15.50 71.71 0.15 152.53
712 39.69 89.97 38.15 1.98 78.56
713 39.85 7.40 75.38 1.14 135.09
714 39.93 18.47 92.29 0.00 160.57
715 39.94 10.71 89.55 2.14 144.64
716 39.87 87.24 50.30 1.49 93.10
717 39.98 23.26 109.98 0.00 170.10
718 39.99 43.72 169.44 0.02 166.51
719 40.02 63.04 174.12 0.49 165.37
720 40.01 92.79 24.47 2.10 68.35
721 39.99 80.88 76.32 0.00 99.31
722 40.11 27.41 107.40 0.00 175.58
723 40.00 49.20 174.64 0.69 173.55
724 40.12 46.85 193.55 2.62 179.36
725 39.99 53.03 194.60 1.43 173.51
726 40.15 30.18 115.26 0.00 171.64
727 40.45 65.51 131.12 0.00 168.04
728 40.47 13.45 111.89 0.28 155.09
729 40.38 32.83 125.82 0.79 179.51
730 40.31 55.60 192.68 0.14 186.21
731 40.60 25.25 140.10 0.49 167.58
732 40.40 77.36 67.05 0.00 113.93
733 40.54 57.93 177.15 0.00 177.83
734 40.51 60.40 187.71 1.18 172.02
735 40.50 68.77 138.99 0.24 153.16
736 40.63 35.85 140.97 0.00 170.65
737 40.57 40.86 169.94 2.20 189.50
738 40.52 84.59 37.67 0.00 84.95
739 40.66 20.50 116.40 0.39 173.10
740 40.68 51.20 207.20 1.44 190.71
741 40.58 73.95 93.39 0.00 134.06
742 40.71 71.18 99.20 0.38 127.99
743 40.90 16.55 99.87 1.71 162.83
744 40.92 38.40 188.53 1.69 164.81
745 40.96 45.14 203.90 1.25 187.17
746 41.04 91.26 24.80 2.62 61.52
747 41.07 5.87 76.56 1.52 120.08
748 41.08 82.01 34.61 0.00 95.77
749 40.98 89.65 25.82 2.64 67.23
750 41.22 94.27 14.80 1.40 48.03
751 41.11 8.73 88.46 2.08 162.07
752 41.02 49.02 199.03 1.56 185.70
753 41.17 28.80 123.13 0.00 178.47
754 41.19 22.64 134.26 0.00 180.92
755 41.26 42.82 176.16 1.10 174.54
756 41.11 53.55 193.84 1.49 187.58
757 41.23 79.23 44.86 0.00 115.22
758 41.33 87.02 24.60 0.90 70.03
759 41.18 62.29 135.84 0.23 169.07
760 41.34 67.34 89.78 0.54 155.40
761 41.47 31.17 157.74 0.00 183.34
762 41.47 11.56 92.32 2.42 155.70
763 41.51 33.75 159.06 0.00 175.75
764 41.54 46.99 193.76 1.80 177.73
765 41.56 56.08 170.00 0.86 179.91
766 41.49 76.12 43.61 0.00 120.60
767 41.69 19.03 114.15 0.48 171.12
768 41.78 26.73 143.42 0.00 176.66
769 41.60 58.99 158.16 0.63 180.69
770 41.64 72.88 55.88 0.00 139.19
771 41.62 64.70 92.92 0.00 134.59
772 41.84 69.78 70.89 0.00 138.94
773 41.82 14.38 100.27 1.66 155.95
774 41.76 40.55 185.75 0.00 174.42
775 41.84 36.45 172.51 0.87 189.09
776 41.87 84.55 21.48 0.37 72.82
777 41.93 24.27 150.42 0.00 171.81
778 41.85 51.38 178.46 4.31 168.25
779 42.14 48.96 167.69 0.30 193.29
780 42.16 44.33 169.68 1.02 182.19
781 42.09 53.81 159.17 1.80 188.76
782 42.04 89.06 28.27 2.07 66.66
783 42.33 21.55 119.86 0.00 171.63
784 42.24 61.55 91.85 0.00 174.56
785 42.38 16.76 93.26 0.06 169.67
786 42.31 38.59 154.22 0.00 196.47
787 42.39 81.25 20.79 0.00 72.34
788 42.45 92.27 24.08 2.96 46.25
789 42.35 8.22 64.23 3.52 136.57
790 42.35 29.32 138.31 0.31 182.51
791 42.37 78.07 25.88 0.00 96.32
792 42.47 66.80 50.07 0.00 143.38
793 42.37 90.26 23.85 1.37 57.46
794 42.59 57.10 95.60 0.00 161.06
795 42.72 63.73 47.75 0.00 145.57
796 42.54 74.58 35.88 0.96 104.61
797 42.70 31.87 134.75 0.31 199.45
798 42.63 34.33 133.14 0.00 193.42
799 42.78 71.67 35.68 0.00 115.81
800 42.70 11.34 64.18 1.38 151.19
801 42.64 41.85 131.04 0.00 159.43
802 42.70 59.40 68.25 0.00 165.81
803 42.88 94.68 25.13 2.68 28.56
804 42.69 46.59 145.52 1.30 164.49
805 42.93 86.87 35.63 1.63 50.37
806 42.93 25.38 116.28 0.67 176.37
807 43.03 19.20 90.08 0.04 166.82
808 42.97 50.35 113.62 0.28 180.18
809 43.08 54.90 74.50 0.80 187.09
810 43.17 6.22 50.56 3.00 118.67
811 43.00 52.55 111.07 0.73 192.44
812 43.03 69.19 39.96 0.00 111.09
813 43.15 13.94 70.99 1.13 167.83
814 43.15 27.55 116.84 0.00 185.83
815 43.07 36.59 132.89 0.00 190.72
816 43.10 83.75 32.71 0.00 61.36
817 43.27 23.13 96.13 0.22 172.59
818 43.25 39.93 121.46 0.24 180.08
819 43.26 43.89 121.57 0.00 188.99
820 43.42 76.88 36.66 1.61 87.08
821 43.53 89.63 47.58 2.08 37.89
822 43.50 65.69 41.15 0.00 130.73
823 43.56 79.51 34.86 0.00 65.92
824 43.60 30.08 94.65 0.42 188.05
825 43.55 48.48 88.79 0.25 186.60
826 43.58 61.52 41.63 0.00 132.65
827 43.66 16.38 58.12 0.88 157.66
828 43.67 74.48 33.69 0.00 80.45
829 43.76 10.07 45.58 2.90 135.42
830 43.74 33.43 101.08 0.00 194.21
831 43.74 46.18 89.93 0.00 172.10
832 43.77 58.93 31.73 0.00 130.34
833 43.94 21.00 65.91 0.32 161.21
834 43.97 41.50 77.08 0.00 141.93
835 43.86 56.48 44.68 1.48 146.14
836 43.98 38.13 68.09 0.00 166.96
837 44.02 67.49 29.54 0.00 102.50
838 44.04 72.22 43.86 0.00 85.16
839 44.07 91.96 61.12 1.68 25.80
840 44.07 51.26 62.43 0.12 158.52
841 44.06 63.75 32.13 0.00 118.19
842 44.16 69.94 37.94 0.80 94.25
843 44.12 93.48 63.64 1.04 29.02
844 44.17 95.43 44.38 1.81 13.36
845 44.08 53.67 49.99 0.00 143.24
846 44.24 81.63 71.88 0.42 48.89
847 44.26 35.62 68.03 0.00 177.28
848 44.19 25.11 61.24 0.38 161.72
849 44.33 84.56 89.73 2.23 37.43
850 44.20 4.10 17.11 1.76 78.92
851 44.24 27.80 71.75 0.09 177.24
852 44.30 86.99 102.72 2.55 33.91
853 44.33 13.09 35.46 0.08 125.24
854 44.42 18.58 45.10 0.00 150.99
855 44.48 6.92 19.01 1.21 106.16
856 44.45 31.66 66.98 0.00 167.80
857 44.49 44.28 49.92 0.00 154.38
858 44.63 48.96 38.93 0.00 148.69
859 44.73 22.65 38.89 0.00 155.95
860 44.63 77.40 61.70 0.07 53.80
861 44.72 60.38 27.06 0.00 103.38
862 44.92 89.97 101.72 2.53 26.21
863 44.94 15.93 25.86 0.00 120.67
864 44.89 46.69 39.59 0.90 149.55
865 44.87 57.86 33.05 0.00 117.26
866 44.97 9.65 17.47 2.29 105.41
867 44.91 55.47 33.63 0.00 124.45
868 44.88 74.55 80.49 0.76 57.31
869 44.90 42.18 42.64 0.00 160.83
870 45.11 29.49 39.18 0.00 148.63
871 44.98 62.69 42.04 0.00 109.39
872 45.03 65.36 46.28 0.44 82.94
873 44.80 88.20 103.90 1.37 33.31
874 45.09 33.95 35.89 0.00 153.08
875 45.27 79.76 108.54 0.09 37.73
876 45.06 38.00 34.10 0.00 146.32
877 45.13 67.80 55.11 0.08 72.56
878 45.17 53.12 31.84 0.98 125.92
879 45.28 26.68 33.64 0.38 149.84
880 45.40 20.09 24.87 0.03 124.28
881 45.47 40.25 28.23 0.00 138.97
882 45.35 50.70 32.57 2.49 126.31
883 45.38 72.05 90.09 0.14 52.31
884 45.42 82.84 126.03 1.17 29.98
885 45.36 93.38 98.70 3.96 19.84
886 45.53 4.44 11.85 2.17 74.50
887 45.48 12.12 12.23 1.38 99.70
888 45.54 69.81 90.07 0.64 56.17
889 45.56 91.67 107.30 4.31 17.80
890 45.61 24.24 21.79 0.00 126.93
891 45.73 86.40 141.21 4.14 23.20
892 45.63 31.79 27.08 0.00 125.77
893 45.71 45.08 35.08 0.00 119.90
894 45.83 36.08 24.78 0.00 119.31
895 45.72 48.16 32.09 0.00 111.17
896 45.76 76.35 142.39 0.81 40.28
897 45.85 59.20 69.94 1.25 82.02
898 46.11 7.15 6.17 1.76 53.88
899 46.04 17.60 17.09 0.00 101.58
900 46.09 14.78 13.53 0.65 87.98
901 45.94 42.74 28.27 0.00 105.22
902 46.01 56.75 72.32 2.91 81.36
903 45.97 61.82 76.09 0.76 73.18
904 46.12 64.50 99.83 3.44 48.62
905 46.17 21.95 19.86 0.40 109.66
906 46.16 54.33 62.43 0.00 85.23
907 46.33 27.44 22.07 0.00 108.78
908 46.24 51.64 49.65 0.00 100.30
909 46.20 66.94 128.58 0.64 45.16
910 46.34 73.82 169.11 3.53 40.87
911 46.46 89.27 115.54 4.84 17.01
912 46.46 9.82 15.34 3.08 66.89
913 46.34 33.86 23.42 0.00 110.62
914 46.35 38.48 25.83 0.00 96.00
915 46.40 29.83 23.39 1.59 105.49
916 46.62 78.53 162.52 2.73 25.04
917 46.51 94.11 111.87 4.33 12.25
918 46.57 84.18 148.45 3.92 21.79
919 46.66 81.30 148.89 1.92 23.40
920 46.60 49.40 66.07 2.00 91.88
921 46.64 69.15 174.02 0.40 40.34
922 46.75 71.55 168.68 1.01 34.29
923 46.77 24.99 25.50 0.00 86.75
924 46.64 46.65 65.70 0.00 84.65
925 46.81 12.54 18.87 0.98 75.69
926 46.76 41.16 43.11 0.00 92.55
927 46.66 92.30 109.09 5.43 14.97
928 46.91 19.59 25.12 1.22 76.05
929 46.87 43.97 56.56 0.00 79.97
930 46.90 59.66 126.93 0.89 54.29
931 46.98 31.71 25.75 0.34 82.28
932 47.08 75.94 186.78 2.01 26.32
933 47.16 57.43 147.48 2.90 52.84
934 47.06 61.93 167.48 0.60 51.52
935 47.07 36.24 42.69 0.00 71.09
936 47.11 52.67 116.53 0.56 66.66
937 47.27 64.19 196.55 2.31 38.50
938 47.19 16.74 25.52 0.66 67.99
939 47.26 55.12 134.09 3.22 50.95
940 46.98 91.28 112.03 2.40 14.03
941 47.33 22.39 30.68 0.00 75.81
942 47.36 66.37 181.12 2.94 35.19
943 47.49 86.85 90.28 4.39 15.63
944 47.64 4.97 24.08 2.33 34.40
945 47.38 7.37 24.41 3.94 52.17
946 47.58 14.42 33.75 0.97 55.19
947 47.52 26.84 43.25 0.00 73.37
948 47.46 39.03 83.69 0.00 65.55
949 47.57 29.21 41.13 0.00 69.56
950 47.58 33.69 44.43 0.00 59.16
951 47.60 48.34 169.05 3.54 59.00
952 47.64 45.63 146.44 4.71 61.17
953 47.74 50.70 152.74 1.52 48.33
954 47.56 91.21 93.61 4.79 12.42
955 47.68 73.68 162.53 3.32 24.60
956 47.79 83.08 131.72 3.90 19.05
957 47.73 10.47 34.01 3.59 44.47
958 47.77 68.84 184.74 1.52 24.73
959 48.04 80.05 128.86 2.73 16.50
960 47.97 93.72 76.54 4.23 8.96
961 48.06 41.09 135.76 1.84 49.31
962 47.98 43.27 135.28 2.30 54.04
963 47.99 71.30 183.62 2.31 23.73
964 48.08 20.20 57.56 0.00 53.60
965 48.04 24.16 56.85 2.65 54.29
966 48.18 77.29 136.33 3.17 18.41
967 48.29 17.76 68.89 0.79 44.66
968 48.07 60.09 197.45 2.98 34.23
969 48.14 36.52 130.39 0.80 49.41
970 48.19 31.23 72.47 0.47 51.69
971 48.23 62.60 207.67 3.62 30.55
972 48.20 53.03 203.72 3.41 44.73
973 48.38 57.53 198.18 5.83 36.92
974 48.40 89.72 50.70 4.97 10.27
975 48.53 8.40 62.10 4.36 31.21
976 48.45 55.31 207.00 4.88 39.98
977 48.60 12.60 69.52 3.32 31.71
978 48.63 85.05 81.71 4.22 13.73
979 48.61 38.67 185.08 5.23 38.16
980 48.52 66.81 160.96 4.31 23.06
981 48.54 47.03 197.36 3.30 40.21
982 48.61 26.20 95.27 0.00 49.60
983 48.73 34.32 147.52 0.49 41.22
984 48.75 64.60 168.77 4.01 23.35
985 48.69 49.49 197.76 3.91 34.69
986 48.75 74.32 118.57 2.70 18.37
987 48.94 15.32 89.83 4.05 30.24
988 48.86 21.84 97.07 0.12 37.86
989 48.80 28.77 109.40 1.93 35.71
990 48.89 5.66 76.90 5.32 21.47
991 48.86 3.46 66.28 3.68 15.89
992 48.96 44.89 200.33 3.77 32.66
993 48.92 69.25 136.64 3.93 20.24
994 48.82 87.70 49.36 5.76 12.35
995 49.14 82.12 74.96 3.01 11.51
996 49.21 32.11 155.26 2.39 37.02
997 49.17 51.97 193.04 3.05 26.70
998 49.20 71.68 113.17 3.57 17.16
999 49.30 42.64 191.92 4.64 29.75
1000 49.19 59.34 184.17 4.10 24.90
1001 49.15 94.88 28.89 5.38 4.96
1002 49.29 92.60 37.17 6.19 8.76
1003 49.24 24.20 126.65 4.18 31.88
1004 49.29 61.78 170.47 4.43 20.69
1005 49.38 40.21 145.55 0.00 27.53
1006 49.45 76.51 70.43 3.46 11.68
1007 49.52 79.18 56.39 4.84 10.38
1008 49.47 18.75 110.48 2.56 30.50
1009 49.51 10.22 84.15 4.14 23.08
1010 49.35 86.87 47.18 6.39 9.97
1011 49.48 54.35 200.74 4.56 26.34
1012 49.56 56.80 169.67 5.59 24.16
1013 49.49 36.61 167.18 2.32 26.52
1014 49.64 30.32 128.67 1.54 22.17
1015 49.56 47.64 188.87 4.65 22.66
1016 49.72 88.94 33.32 9.43 9.61
1017 49.69 26.90 154.18 2.62 25.94
1018 49.66 66.54 98.02 3.67 14.80
1019 49.74 49.98 189.32 3.68 22.34
1020 49.91 12.79 97.39 4.95 18.53
1021 49.99 7.38 71.10 4.86 15.00
1022 49.98 63.80 88.46 3.52 14.46
1023 49.75 83.67 39.55 3.60 8.67
1024 50.11 16.65 120.89 4.35 17.21
1025 49.99 33.87 153.62 2.31 23.45
1026 50.00 73.69 58.70 3.84 11.64
1027 49.89 90.51 25.95 5.10 7.74
1028 50.05 20.66 130.52 2.32 26.22
1029 49.98 84.68 35.11 6.00 9.83
1030 50.01 69.36 69.52 4.26 10.95
1031 50.28 3.94 61.19 4.96 8.59
1032 50.19 45.72 153.94 7.29 17.68
1033 50.09 95.40 14.39 6.52 4.24
1034 50.23 22.90 133.05 3.05 23.33
1035 50.35 38.35 116.71 3.55 18.14
1036 50.32 58.72 123.65 7.61 16.75
1037 50.40 28.70 114.01 2.34 17.97
1038 50.34 52.84 145.38 7.17 22.63
1039 50.36 61.15 108.40 6.42 17.35
1040 50.45 40.95 131.96 4.94 18.79
1041 50.50 43.52 133.20 4.28 18.11
1042 50.45 81.48 29.31 4.51 8.62
1043 50.24 85.85 28.64 9.32 7.87
1044 50.47 25.11 124.57 3.63 22.49
1045 50.51 55.12 107.98 4.21 16.61
1046 50.57 71.68 42.80 5.75 10.45
1047 50.69 14.64 83.60 2.57 13.37
1048 50.71 31.60 124.34 1.16 15.97
1049 50.65 48.00 110.58 3.33 15.99
1050 50.58 86.95 25.01 9.01 7.20
1051 50.66 35.78 111.23 2.01 17.70
1052 50.67 67.36 47.60 6.98 11.71
1053 50.65 76.14 29.85 4.66 8.35
1054 50.74 50.72 129.90 5.28 15.90
1055 50.78 10.45 63.75 4.57 9.14
1056 50.92 78.74 24.98 6.77 8.63
1057 50.63 88.27 22.43 11.18 7.33
1058 50.85 92.56 15.26 10.06 5.13
1059 50.98 65.17 47.56 8.05 11.72
1060 50.89 90.23 18.42 10.59 6.32
1061 51.16 19.77 80.79 2.74 12.66
1062 51.12 57.19 62.73 5.29 13.27
1063 51.07 83.48 24.84 10.11 6.64
1064 51.24 69.66 31.97 8.96 9.18
1065 50.83 95.50 13.30 8.66 0.87
1066 51.14 96.32 5.81 9.72 2.56
1067 51.31 6.48 42.98 6.43 5.47
1068 51.17 8.08 40.45 6.30 8.69
1069 51.21 62.62 50.42 7.62 12.68
1070 51.06 84.76 22.58 11.43 7.14
1071 51.39 17.38 65.94 3.14 10.90
1072 51.25 26.76 85.60 5.38 13.91
1073 51.19 73.86 23.51 5.91 8.54
1074 51.33 59.88 48.72 6.98 11.19
1075 51.38 22.05 73.39 4.02 11.97
1076 51.33 33.66 73.82 4.63 11.94
1077 51.50 13.03 51.64 5.80 9.79
1078 51.46 45.12 61.53 4.81 13.40
1079 51.51 29.22 77.47 3.11 10.44
1080 51.45 39.39 63.85 3.68 13.89
1081 51.44 52.74 69.21 6.24 12.50
1082 51.56 4.54 28.71 7.28 2.18
1083 51.60 36.35 54.58 4.41 11.55
1084 51.47 42.21 63.21 6.99 12.37
1085 51.51 89.47 17.72 10.16 4.92
1086 51.59 24.33 68.41 3.28 9.90
1087 51.44 87.18 20.27 13.49 7.34
1088 51.64 80.98 25.31 13.44 7.85
1089 51.58 49.59 59.98 8.65 13.40
1090 51.61 55.07 54.37 9.28 12.88
1091 51.53 95.20 8.32 10.81 1.86
1092 51.73 47.33 58.67 7.27 13.31
1093 51.58 85.50 19.83 10.17 4.57
1094 51.79 71.97 29.00 14.05 8.48
1095 51.74 76.34 27.64 13.63 7.30
1096 51.76 67.26 26.40 11.56 7.35
1097 51.82 10.03 34.07 5.68 6.72
1098 51.99 15.27 36.63 4.83 6.39
1099 52.04 92.06 18.33 14.01 3.59
1100 52.04 31.11 50.27 4.52 9.50
1101 52.15 11.23 31.61 6.54 4.58
1102 52.04 64.46 28.58 11.67 8.74
1103 52.16 93.75 16.49 16.14 3.17
1104 52.17 57.33 33.04 7.65 9.36
1105 52.32 78.61 39.57 17.92 6.71
1106 51.96 86.90 23.99 8.10 5.41
1107 52.33 51.43 47.54 7.49 9.21
1108 52.26 83.19 25.74 17.40 5.59
1109 52.25 27.16 35.72 4.87 8.87
1110 52.34 62.11 31.07 15.45 9.92
1111 52.53 8.03 23.56 8.14 3.27
1112 52.36 43.11 32.60 8.50 9.60
1113 52.13 9.00 26.09 7.09 3.65
1114 52.33 19.10 32.04 3.49 6.31
1115 52.37 38.12 33.76 7.25 9.31
1116 52.36 59.64 37.57 14.49 10.04
1117 52.45 33.25 37.18 4.10 8.84
1118 52.49 74.02 34.94 20.74 6.76
1119 52.40 69.61 34.53 21.94 7.27
1120 52.51 49.03 37.89 9.75 8.73
1121 52.36 89.12 24.87 13.90 4.94
1122 52.54 95.08 15.01 14.11 2.12
1123 52.45 21.96 35.84 6.55 7.32
1124 52.56 53.65 44.52 14.51 9.56
1125 52.71 3.24 11.13 8.58 1.19
1126 52.51 24.86 32.26 7.27 7.04
1127 52.55 40.66 40.56 12.32 8.99
1128 52.61 46.00 35.44 11.30 7.76
1129 52.66 85.57 42.50 20.94 5.48
1130 52.63 35.49 31.03 11.82 9.13
1131 52.86 5.14 15.18 7.91 0.86
1132 52.64 6.55 22.29 9.36 2.12
1133 52.58 13.07 20.90 7.79 4.41
1134 52.81 17.00 21.74 8.53 4.17
1135 52.79 67.20 43.57 23.53 5.76
1136 52.69 87.60 28.39 17.47 5.13
1137 52.91 28.96 26.49 11.33 6.89
1138 52.92 55.60 39.28 18.85 9.02
1139 53.01 76.26 43.50 24.99 5.50
1140 53.03 80.92 48.28 22.66 5.80
1141 53.11 71.70 70.60 30.24 6.10
1142 53.03 65.04 46.32 25.05 6.90
1143 53.00 13.88 17.75 9.72 4.59
1144 53.14 31.25 30.86 12.20 6.79
1145 53.20 10.63 22.17 12.00 3.49
1146 53.37 91.69 55.14 21.98 3.92
1147 53.28 26.51 19.64 10.49 4.59
1148 53.28 43.95 45.06 20.14 7.72
1149 53.22 57.88 41.32 20.39 7.88
1150 53.38 63.02 51.65 26.56 7.42
1151 53.32 50.94 66.72 23.49 8.24
1152 53.37 19.41 17.68 11.05 3.66
1153 53.37 60.48 54.54 30.92 7.77
1154 53.44 21.41 24.23 13.67 3.97
1155 53.45 23.95 18.75 14.55 4.41
1156 53.42 38.33 37.68 19.64 5.58
1157 53.42 47.95 39.20 21.79 7.39
1158 53.58 83.86 80.77 27.63 4.52
1159 53.69 94.69 44.97 21.37 2.60
1160 53.53 41.38 45.92 22.74 7.00
1161 53.47 69.20 63.73 27.52 5.06
1162 53.61 15.33 16.99 12.25 2.80
1163 53.63 33.43 34.83 16.67 5.39
1164 53.73 78.45 83.35 28.57 4.47
1165 53.85 7.41 12.17 15.97 0.67
1166 53.69 35.71 42.57 19.66 4.74
1167 53.70 74.04 76.55 29.68 4.71
1168 53.83 87.23 89.41 21.95 3.54
1169 53.73 54.09 53.21 32.22 8.86
1170 53.94 12.62 18.26 17.20 2.04
1171 53.96 45.61 55.71 28.95 5.51
1172 53.97 66.37 85.66 36.23 6.57
1173 54.06 17.72 20.18 17.21 1.53
1174 53.95 29.23 42.50 23.63 5.07
1175 54.16 5.12 15.31 14.66 0.00
1176 54.13 52.20 76.38 34.57 7.39
1177 54.13 56.07 83.72 30.23 6.27
1178 54.05 58.60 101.84 41.35 7.53
1179 54.24 10.03 18.89 18.49 1.67
1180 54.17 49.75 97.20 38.77 6.25
1181 54.26 81.33 95.09 29.00 4.37
1182 54.31 61.77 126.84 44.86 5.89
1183 54.38 26.92 51.38 25.10 2.56
1184 54.28 31.52 60.39 24.61 3.58
1185 54.44 64.26 112.96 37.76 5.12
1186 54.39 70.93 135.69 42.73 4.73
1187 54.41 24.70 42.74 28.50 2.29
1188 54.40 22.30 35.83 24.17 3.57
1189 54.54 76.20 133.09 35.38 4.23
1190 54.40 39.19 75.46 33.74 4.77
1191 54.44 43.51 91.35 30.16 5.03
1192 54.18 88.81 104.61 29.85 3.44
1193 54.50 68.46 139.87 42.52 4.90
1194 54.60 90.38 92.97 30.38 3.55
1195 54.63 20.04 43.83 27.03 1.46
1196 54.64 47.50 130.22 40.52 6.44
1197 54.59 36.73 80.63 34.03 4.47
1198 54.71 41.49 103.15 36.84 5.24
1199 54.81 73.27 159.08 47.30 4.39
1200 54.76 13.99 25.55 20.92 1.18
1201 54.85 93.34 88.06 30.78 2.70
1202 54.85 84.50 115.93 28.16 3.49
1203 55.01 16.01 37.61 26.55 0.55
1204 54.83 34.25 89.87 39.08 4.09
1205 54.96 54.03 130.37 42.57 4.62
1206 54.88 59.93 151.21 48.00 5.42
1207 54.98 57.61 139.62 48.45 6.21
1208 55.04 79.30 154.83 38.40 4.42
1209 55.05 29.00 99.43 41.86 2.50
1210 55.19 11.69 31.57 24.72 0.15
1211 55.21 8.70 28.86 23.23 0.18
1212 55.15 51.77 177.63 54.58 5.28
1213 55.22 66.24 161.82 50.13 4.80
1214 55.30 3.34 21.03 22.30 0.00
1215 55.23 49.57 172.58 57.58 6.07
1216 55.05 86.17 112.81 31.73 3.10
1217 55.25 45.20 160.86 48.30 4.91
1218 55.46 6.30 35.80 29.45 0.00
1219 55.30 87.72 119.11 35.65 3.91
1220 55.41 31.86 116.69 43.37 2.38
1221 55.51 18.11 72.18 39.99 0.35
1222 55.46 62.85 171.19 57.57 4.96
1223 55.66 82.43 136.90 43.48 3.77
1224 55.49 21.83 87.45 39.58 1.08
1225 55.48 24.13 88.01 42.50 0.88
1226 55.59 39.74 141.01 48.74 3.75
