#<Embryo name> <Cleavage cycle> <Temporal class> <Genes>
fa2 14A 6 even-skipped knirps hunchback

#Data without background

#<Nucleus number> <A-P coordinate> <D-V coordinate> <Fluorescence intensity: channel 1 - eve, channel 2 - kni, channel 3 - hb>
1227 55.62 26.46 110.93 49.75 1.85
1228 55.67 55.89 172.48 60.56 5.13
1229 55.58 68.80 170.15 56.99 4.25
1230 55.65 71.46 196.40 57.96 5.05
1231 55.70 36.92 142.61 52.31 2.79
1232 55.79 74.90 168.70 45.43 3.46
1233 55.81 42.72 174.20 54.88 3.36
1234 55.92 77.68 161.28 44.71 4.11
1235 55.82 91.05 120.05 39.25 3.18
1236 56.00 34.17 156.67 53.86 1.87
1237 55.89 47.40 161.52 55.79 4.40
1238 56.01 13.82 55.53 39.81 0.00
1239 55.99 29.95 128.78 54.34 1.75
1240 56.04 60.69 165.29 56.65 4.47
1241 56.20 19.77 105.30 53.37 0.00
1242 56.06 58.42 185.04 65.02 4.64
1243 56.18 64.92 175.88 69.40 4.23
1244 56.11 93.21 107.09 38.62 1.74
1245 56.18 52.27 191.98 68.76 4.64
1246 56.33 85.50 120.23 41.79 3.23
1247 56.34 49.77 183.00 67.76 4.37
1248 56.52 80.40 128.22 45.01 3.06
1249 56.21 90.18 118.82 32.26 3.68
1250 56.46 8.54 52.57 35.96 0.00
1251 56.45 11.10 53.07 41.51 0.00
1252 56.21 88.91 126.67 47.97 2.95
1253 56.47 16.04 82.32 54.23 0.00
1254 56.48 67.36 164.29 64.83 3.84
1255 56.50 95.78 54.39 35.00 0.66
1256 56.47 23.24 127.45 61.71 0.53
1257 56.55 27.55 131.97 65.44 0.67
1258 56.39 44.91 168.60 64.91 3.37
1259 56.55 54.45 183.52 70.39 5.34
1260 56.63 70.15 173.52 70.62 4.37
1261 56.62 62.79 165.43 73.15 4.08
1262 56.69 38.67 147.14 77.64 3.68
1263 56.78 72.86 170.32 58.14 3.42
1264 56.84 5.44 63.50 42.26 0.00
1265 56.81 25.33 131.25 80.07 0.15
1266 56.78 41.21 139.27 75.35 2.79
1267 56.88 88.13 104.60 37.74 3.19
1268 56.86 32.24 125.93 84.71 1.31
1269 56.85 36.14 140.32 77.84 2.21
1270 56.95 75.88 158.25 62.62 3.34
1271 57.07 21.47 124.84 79.63 0.00
1272 57.07 57.67 179.71 79.65 4.30
1273 56.99 47.24 147.31 85.15 3.94
1274 57.09 17.90 92.99 71.01 0.49
1275 57.00 29.75 122.63 91.98 1.53
1276 57.14 82.76 104.37 52.26 3.67
1277 57.22 60.09 160.32 88.54 3.74
1278 57.31 78.55 123.75 62.74 3.74
1279 57.17 13.83 65.77 58.07 0.00
1280 57.30 51.55 168.94 94.11 3.96
1281 57.35 89.89 72.26 42.62 1.68
1282 57.18 92.68 87.45 41.00 1.61
1283 57.34 43.19 112.75 102.50 3.91
1284 57.32 94.23 73.11 43.42 1.42
1285 57.33 65.53 138.94 83.37 4.08
1286 57.48 55.61 159.95 96.00 4.22
1287 57.40 49.29 151.23 94.20 4.19
1288 57.44 68.58 131.93 91.66 3.99
1289 57.50 34.58 98.14 106.55 1.77
1290 57.51 45.39 126.46 111.71 4.61
1291 57.65 7.72 66.52 55.09 0.00
1292 57.60 85.60 85.19 52.24 3.61
1293 57.60 62.44 137.34 93.43 4.39
1294 57.67 11.23 56.87 65.71 0.00
1295 57.70 19.73 86.56 91.47 0.00
1296 57.65 23.91 87.19 108.64 0.48
1297 57.72 53.48 129.30 104.97 4.49
1298 57.75 16.09 69.34 85.97 0.00
1299 57.76 28.20 83.31 113.11 0.43
1300 57.70 39.73 77.17 116.47 3.16
1301 57.75 71.30 114.39 80.88 3.05
1302 57.72 95.95 30.11 35.94 0.22
1303 57.86 74.38 126.76 86.88 3.15
1304 57.94 26.09 66.77 123.67 0.12
1305 57.96 37.45 70.82 116.83 2.05
1306 58.09 32.65 46.87 134.34 1.18
1307 58.14 4.61 50.43 55.32 0.00
1308 58.14 30.52 45.77 124.19 1.36
1309 57.91 90.64 76.08 52.48 1.92
1310 58.19 76.81 91.55 90.54 3.47
1311 58.19 22.10 53.24 131.88 0.00
1312 58.18 41.84 55.75 134.76 2.94
1313 58.30 47.79 71.57 130.38 4.42
1314 58.17 57.28 136.61 123.95 4.80
1315 58.22 67.15 83.29 111.30 3.62
1316 58.31 13.55 57.08 87.53 0.00
1317 58.33 79.86 73.34 82.38 3.54
1318 58.36 59.65 89.69 116.95 3.76
1319 58.29 64.50 88.81 117.75 4.87
1320 58.34 82.38 65.67 74.19 2.90
1321 58.29 92.80 60.92 58.10 1.42
1322 58.14 94.94 43.62 42.86 0.54
1323 58.25 50.17 76.17 148.66 3.38
1324 58.48 69.52 62.20 109.29 3.23
1325 58.43 45.33 48.21 134.95 2.43
1326 58.71 88.84 52.89 66.24 2.70
1327 58.67 18.74 29.49 119.01 0.00
1328 58.61 35.43 31.64 140.75 1.12
1329 58.56 52.24 71.82 133.96 3.64
1330 58.59 61.88 66.99 131.55 3.97
1331 58.66 9.04 42.59 81.61 0.00
1332 58.70 24.06 34.53 145.57 0.14
1333 58.66 55.06 79.53 140.76 4.67
1334 58.65 72.99 74.17 109.11 3.83
1335 58.66 83.97 49.07 68.08 2.91
1336 58.63 86.26 44.29 72.11 2.17
1337 58.50 87.75 72.53 61.32 2.66
1338 58.91 29.05 26.74 156.65 0.84
1339 58.78 39.02 36.35 145.26 2.59
1340 58.93 16.54 29.58 125.04 0.00
1341 59.03 43.02 25.43 155.41 2.45
1342 59.06 21.05 22.15 141.09 0.00
1343 58.97 26.70 23.74 159.58 1.09
1344 59.15 11.50 33.34 98.53 0.00
1345 59.15 75.36 47.13 117.63 3.81
1346 59.08 95.11 27.67 54.70 0.31
1347 59.16 66.37 40.46 133.13 3.41
1348 59.08 91.09 38.63 63.10 2.41
1349 59.34 4.21 29.05 78.24 0.00
1350 59.13 57.73 55.94 156.76 4.89
1351 59.30 78.01 43.85 108.27 3.46
1352 59.20 50.02 32.89 153.00 3.43
1353 59.35 71.29 41.25 130.30 3.19
1354 59.07 85.25 46.09 69.12 2.39
1355 59.52 7.03 23.18 83.11 0.00
1356 59.27 33.07 19.15 165.12 1.44
1357 59.35 64.07 33.63 139.49 2.98
1358 59.48 14.23 21.02 133.21 0.00
1359 59.50 40.82 21.76 181.62 3.12
1360 59.49 80.65 37.86 107.27 2.92
1361 59.48 45.20 23.28 170.56 2.39
1362 59.53 47.47 30.04 167.96 3.85
1363 59.45 53.33 45.04 165.45 4.09
1364 59.60 68.66 31.63 134.23 4.11
1365 59.30 93.86 30.88 56.19 0.75
1366 59.63 30.95 18.82 173.43 1.38
1367 59.63 36.09 19.82 180.89 2.04
1368 59.72 59.58 30.97 160.84 3.33
1369 59.64 61.69 32.14 157.24 4.27
1370 59.73 24.94 8.66 174.02 0.00
1371 59.76 55.91 35.95 164.78 4.07
1372 59.87 83.81 25.23 99.39 2.88
1373 59.96 23.02 11.67 183.32 0.00
1374 59.91 38.46 20.76 194.26 2.40
1375 59.96 86.84 26.74 96.11 2.92
1376 60.03 9.75 13.88 109.78 0.00
1377 60.05 18.25 9.37 169.39 0.00
1378 59.92 27.72 14.62 185.68 0.55
1379 59.99 73.64 34.09 139.84 3.83
1380 60.01 89.77 22.68 89.59 2.30
1381 60.12 92.58 24.47 80.52 1.14
1382 60.23 51.45 25.76 182.25 4.26
1383 60.13 20.49 16.00 197.89 0.93
1384 60.26 16.01 8.85 154.68 0.00
1385 60.24 49.09 30.64 192.65 4.56
1386 60.39 95.03 11.11 71.09 0.16
1387 60.24 43.20 30.63 189.74 3.30
1388 60.26 66.63 20.49 160.41 3.62
1389 60.43 76.34 23.04 131.54 3.56
1390 60.40 12.62 8.24 138.71 0.00
1391 60.29 33.50 18.77 186.46 1.22
1392 60.40 63.30 24.10 168.53 3.94
1393 60.53 29.32 21.22 200.65 0.42
1394 60.42 70.46 24.47 149.94 3.61
1395 60.61 5.46 9.75 116.08 0.00
1396 60.51 53.78 25.83 184.85 4.61
1397 60.64 79.44 22.28 131.87 3.28
1398 60.58 45.91 29.57 179.29 4.01
1399 60.73 58.33 21.07 184.59 4.18
1400 60.66 26.26 17.53 187.28 0.16
1401 60.72 40.56 41.20 198.10 2.46
1402 60.73 36.02 27.43 202.08 1.42
1403 60.92 31.44 25.89 206.70 0.61
1404 60.88 60.70 27.86 183.32 4.33
1405 60.86 56.15 25.41 196.36 4.26
1406 60.97 22.15 11.21 181.58 0.00
1407 60.99 65.09 19.49 172.91 4.57
1408 61.09 68.48 16.10 167.20 3.56
1409 61.02 72.80 20.94 166.94 3.23
1410 61.08 82.22 18.28 126.48 3.37
1411 61.01 38.39 52.62 210.49 2.06
1412 61.23 7.99 6.18 136.19 0.00
1413 61.13 85.15 18.43 126.79 2.82
1414 61.19 10.56 5.22 148.18 0.00
1415 61.36 14.28 8.02 160.36 0.00
1416 61.21 19.29 11.95 184.65 0.00
1417 61.11 88.85 13.01 93.09 3.42
1418 61.19 91.25 16.06 98.51 2.17
1419 61.28 49.76 40.23 203.68 4.09
1420 61.42 47.45 55.48 196.18 4.13
1421 61.42 16.90 13.02 177.92 0.00
1422 61.42 24.63 31.66 199.08 0.00
1423 61.38 33.83 37.80 204.88 1.14
1424 61.32 42.37 53.05 193.90 3.16
1425 61.37 87.47 16.43 97.24 2.63
1426 61.58 51.81 48.42 183.05 3.96
1427 61.56 62.50 20.23 191.94 4.39
1428 61.63 74.81 21.61 159.91 3.30
1429 61.53 44.80 55.78 203.62 3.34
1430 61.57 70.79 23.49 174.70 3.67
1431 61.71 77.35 24.43 151.92 3.72
1432 61.72 27.49 37.17 191.44 0.05
1433 61.58 54.07 42.32 200.65 4.36
1434 61.60 93.88 10.40 97.86 0.39
1435 61.70 29.66 45.63 213.25 1.15
1436 61.86 66.83 24.06 176.84 3.20
1437 61.94 21.12 28.38 183.77 0.00
1438 61.87 36.25 72.49 214.14 1.94
1439 61.92 56.42 40.39 195.97 4.27
1440 62.00 58.74 53.96 199.35 4.72
1441 62.05 38.61 100.50 212.09 2.24
1442 62.09 79.90 24.99 143.30 3.64
1443 62.23 12.17 19.88 171.03 0.00
1444 62.09 64.62 28.13 195.26 4.16
1445 62.15 32.01 71.80 208.93 1.44
1446 62.17 83.54 22.72 142.38 3.17
1447 62.37 60.88 34.21 199.06 4.37
1448 62.32 89.77 16.42 117.80 1.86
1449 62.45 6.35 8.64 130.64 0.00
1450 62.45 18.14 29.06 184.95 0.00
1451 62.37 85.85 19.63 118.77 3.32
1452 62.40 9.39 16.11 160.12 0.00
1453 62.46 23.36 54.13 196.31 0.00
1454 62.45 25.70 61.09 208.00 0.00
1455 62.32 42.77 88.68 210.03 2.84
1456 62.36 49.35 78.15 205.72 3.86
1457 62.53 92.41 12.14 109.48 0.95
1458 62.57 40.57 105.41 199.30 2.78
1459 62.45 69.50 29.92 176.35 3.37
1460 62.51 72.56 38.55 181.19 3.77
1461 62.59 15.54 33.15 175.03 0.00
1462 62.54 34.14 111.11 219.16 2.00
1463 62.66 47.23 102.44 205.34 3.49
1464 62.67 44.95 108.72 208.92 3.19
1465 62.64 54.10 95.96 203.04 4.33
1466 62.95 82.12 30.57 119.99 2.14
1467 62.77 75.74 46.50 174.24 3.39
1468 62.77 51.49 108.50 210.83 4.12
1469 62.72 29.70 76.20 201.57 0.77
1470 62.84 63.11 50.64 201.79 4.12
1471 62.99 20.15 59.55 199.22 0.00
1472 63.03 67.70 49.08 197.69 3.84
1473 63.02 36.51 97.08 207.99 1.57
1474 62.97 56.64 117.21 210.92 4.81
1475 63.24 59.46 68.58 195.98 3.92
1476 63.13 78.91 50.81 156.19 3.71
1477 63.16 27.56 80.70 197.35 0.21
1478 63.23 65.29 68.53 191.76 4.49
1479 63.35 87.72 37.69 147.67 2.57
1480 63.44 7.77 28.49 155.74 0.00
1481 63.40 13.73 53.05 180.54 0.00
1482 63.36 32.19 90.14 206.70 1.41
1483 63.34 42.42 117.74 214.24 2.74
1484 63.49 10.94 38.29 165.81 0.00
1485 63.43 38.98 124.28 206.58 1.87
1486 63.34 85.12 40.60 140.14 3.22
1487 63.50 22.34 73.02 195.14 0.00
1488 63.49 24.90 81.87 204.88 0.00
1489 63.54 70.60 63.75 184.32 3.56
1490 63.49 49.28 131.41 194.22 4.16
1491 63.54 52.64 139.52 219.66 3.91
1492 63.49 83.67 49.28 141.71 4.53
1493 63.66 17.15 62.11 183.48 0.00
1494 63.59 61.93 92.05 211.32 4.68
1495 63.62 73.52 69.42 177.30 3.28
1496 63.58 90.91 28.32 127.43 2.10
1497 63.61 34.45 107.51 210.84 1.25
1498 63.67 46.53 122.70 209.47 3.94
1499 63.77 30.27 105.03 205.82 0.39
1500 63.80 54.75 150.04 210.79 3.85
1501 63.99 44.27 110.21 196.00 3.09
1502 63.86 57.55 158.27 208.02 4.24
1503 63.92 76.92 75.12 169.02 3.32
1504 63.85 93.57 16.50 93.33 0.09
1505 64.09 5.26 30.25 125.88 0.00
1506 64.05 19.51 66.57 186.88 0.00
1507 64.18 41.14 105.47 202.91 2.40
1508 64.06 66.99 104.43 189.94 4.16
1509 64.28 28.34 80.78 197.73 0.00
1510 64.33 64.21 105.36 187.76 3.82
1511 64.23 36.59 111.75 191.13 1.76
1512 64.37 80.05 78.11 149.36 3.42
1513 64.45 26.16 86.76 195.81 0.00
1514 64.42 82.84 75.40 150.83 3.36
1515 64.38 15.31 53.25 176.31 0.00
1516 64.43 51.73 131.68 216.89 3.02
1517 64.53 9.54 47.97 161.32 0.00
1518 64.49 49.61 112.68 210.75 3.33
1519 64.54 61.18 132.87 204.84 3.65
1520 64.56 69.59 105.45 188.71 3.82
1521 64.54 85.96 88.00 147.25 3.00
1522 64.57 23.71 74.67 196.12 0.00
1523 64.74 12.83 52.53 155.17 0.00
1524 64.52 38.79 105.86 202.15 2.20
1525 64.56 33.47 98.54 198.37 1.34
1526 64.65 47.34 105.57 202.84 3.64
1527 64.60 59.02 141.95 202.63 4.08
1528 64.69 21.58 66.98 180.30 0.00
1529 64.75 72.09 97.47 170.80 2.65
1530 64.65 55.84 162.76 206.91 4.75
1531 64.76 74.85 92.71 178.63 3.64
1532 64.74 88.63 65.12 128.25 2.42
1533 64.84 91.27 53.41 132.13 1.33
1534 64.83 31.27 67.20 183.42 0.41
1535 65.14 6.89 45.20 149.21 0.00
1536 65.03 17.28 78.08 187.94 0.00
1537 65.02 53.55 160.11 207.84 3.86
1538 65.11 42.93 70.54 191.80 2.02
1539 65.05 45.22 92.66 193.82 2.58
1540 65.08 77.99 90.57 172.01 3.93
1541 65.23 35.38 64.01 181.92 0.62
1542 65.09 67.53 111.39 182.46 3.67
1543 65.22 19.46 62.81 176.74 0.00
1544 65.43 62.78 132.89 193.80 3.88
1545 65.36 40.49 65.61 177.23 1.95
1546 65.40 28.54 50.26 174.02 0.28
1547 65.47 57.55 126.87 201.56 3.98
1548 65.53 65.28 122.83 182.85 3.86
1549 65.57 38.04 53.39 171.13 1.36
1550 65.46 51.26 112.16 205.33 3.47
1551 65.50 25.47 40.40 170.10 0.00
1552 65.56 48.84 80.55 188.92 3.19
1553 65.73 10.12 43.85 153.43 0.00
1554 65.65 60.28 144.08 196.34 2.99
1555 65.67 82.72 101.23 150.88 3.39
1556 65.73 15.57 56.03 157.89 0.00
1557 65.74 23.02 39.77 171.20 0.00
1558 65.67 55.21 129.42 199.35 4.25
1559 65.76 70.42 127.39 184.21 3.44
1560 65.80 76.23 100.45 184.51 3.96
1561 65.75 33.30 43.17 144.60 0.91
1562 65.90 30.91 30.53 156.54 0.11
1563 66.04 87.60 86.77 135.08 2.27
1564 65.81 92.39 58.25 125.20 0.60
1565 65.93 46.66 60.20 184.66 2.43
1566 66.00 21.04 39.77 159.58 0.00
1567 65.98 73.46 116.62 173.09 2.49
1568 66.08 13.04 37.91 155.92 0.00
1569 66.29 26.87 27.84 152.66 0.00
1570 66.03 90.56 63.02 140.74 1.49
1571 66.24 44.32 39.67 164.31 1.69
1572 66.18 68.11 95.96 184.42 3.64
1573 66.23 53.29 88.31 191.48 3.86
1574 66.32 79.01 102.00 159.35 3.59
1575 66.27 41.81 40.50 152.80 1.75
1576 66.40 18.68 33.57 141.89 0.00
1577 66.36 36.37 32.51 149.30 0.53
1578 66.51 56.51 73.13 188.93 3.22
1579 66.59 58.84 77.92 180.43 2.83
1580 66.55 63.65 92.15 178.68 3.22
1581 66.63 24.52 22.95 138.26 0.00
1582 66.57 29.23 24.79 145.48 0.00
1583 66.59 39.50 34.11 145.40 1.45
1584 66.45 50.92 59.15 187.66 3.43
1585 66.62 7.65 32.32 127.86 0.00
1586 66.78 34.41 30.69 149.14 0.41
1587 66.68 48.60 41.29 163.61 2.20
1588 66.64 61.28 83.92 176.21 3.52
1589 66.76 66.11 85.25 177.82 2.83
1590 66.85 84.63 102.53 142.22 2.80
1591 66.89 15.85 28.77 144.07 0.00
1592 66.86 71.38 104.94 184.49 3.13
1593 67.00 10.52 28.80 140.11 0.00
1594 66.73 90.54 85.39 148.67 0.89
1595 67.00 31.88 29.16 121.06 0.09
1596 66.96 76.63 93.66 170.37 3.78
1597 67.02 46.35 36.01 143.80 2.52
1598 66.99 80.93 86.89 133.84 2.51
1599 67.12 20.87 32.87 136.93 0.00
1600 67.20 54.88 43.51 163.64 3.42
1601 67.37 13.36 19.38 129.35 0.00
1602 67.22 43.08 27.86 131.89 1.65
1603 67.24 74.20 92.83 167.95 2.84
1604 67.31 91.83 59.84 118.80 1.13
1605 67.39 38.03 27.93 117.51 1.12
1606 67.34 68.96 60.91 164.84 2.80
1607 67.46 22.85 22.55 120.61 0.00
1608 67.29 52.77 37.96 150.20 2.56
1609 67.48 17.65 21.36 143.53 0.00
1610 67.44 82.03 78.16 144.26 2.93
1611 67.49 50.65 31.75 148.09 2.57
1612 67.45 27.45 22.28 110.96 0.00
1613 67.68 29.85 35.81 110.78 0.00
1614 67.61 57.22 42.43 154.07 3.03
1615 67.62 59.66 52.38 160.03 2.41
1616 67.56 87.33 78.16 129.91 2.44
1617 67.68 40.81 32.72 110.81 1.11
1618 67.72 64.43 40.92 156.92 2.86
1619 67.84 33.52 40.91 110.03 0.00
1620 67.82 79.22 64.33 139.68 2.75
1621 67.76 62.01 39.73 152.75 3.01
1622 67.83 25.48 26.81 91.92 0.00
1623 67.87 45.22 33.98 117.99 2.16
1624 67.80 48.37 30.21 127.72 2.00
1625 67.97 35.97 37.61 99.27 0.39
1626 67.89 66.69 44.18 148.84 3.78
1627 68.13 8.83 17.35 116.59 0.00
1628 68.06 19.58 25.68 117.35 0.00
1629 67.97 72.14 65.42 162.89 2.66
1630 67.81 83.42 85.79 147.53 3.12
1631 68.14 89.70 75.23 127.15 1.31
1632 68.23 76.74 60.98 152.54 2.76
1633 68.18 84.35 73.60 132.36 2.29
1634 68.34 14.91 19.26 102.98 0.00
1635 68.29 54.98 33.97 125.85 2.47
1636 68.38 52.52 30.77 129.31 2.82
1637 68.47 31.73 70.91 82.49 0.39
1638 68.35 42.84 53.16 97.16 1.87
1639 68.55 11.87 10.94 91.62 0.00
1640 68.45 70.00 41.03 145.18 3.03
1641 68.62 82.11 52.75 133.46 3.59
1642 68.58 23.61 43.17 90.66 0.00
1643 68.54 28.00 50.13 82.55 0.00
1644 68.57 38.47 49.46 90.73 0.70
1645 68.60 50.08 30.37 111.59 2.03
1646 68.70 47.19 55.40 105.39 1.93
1647 68.61 57.97 37.06 126.09 2.30
1648 68.71 74.70 48.21 149.00 3.13
1649 68.86 17.06 20.27 92.04 0.00
1650 68.77 21.48 42.47 85.22 0.00
1651 68.75 60.12 34.64 117.14 3.10
1652 68.77 68.01 37.50 149.05 2.60
1653 68.82 86.49 69.93 143.38 2.27
1654 68.85 40.60 56.39 85.75 0.55
1655 68.84 91.92 47.13 107.55 0.08
1656 68.86 62.55 29.11 116.74 2.74
1657 68.98 65.24 29.88 117.41 2.72
1658 68.95 25.85 67.99 69.82 0.00
1659 69.19 78.94 37.38 131.19 2.72
1660 69.09 29.85 73.24 65.53 0.00
1661 69.13 34.32 87.43 69.20 0.65
1662 69.04 44.95 78.71 84.85 1.49
1663 69.02 72.50 33.70 146.25 2.50
1664 69.28 36.74 79.32 63.14 0.76
1665 69.31 19.22 32.18 74.33 0.00
1666 69.27 88.91 57.91 129.43 1.70
1667 69.36 56.32 66.36 101.00 2.67
1668 69.35 54.07 65.41 90.41 1.96
1669 69.34 9.30 13.63 74.66 0.00
1670 69.46 42.69 95.00 63.34 1.61
1671 69.45 51.70 69.34 87.00 2.08
1672 69.56 48.90 79.55 79.38 1.48
1673 69.57 14.44 29.96 73.43 0.00
1674 69.66 24.03 85.72 61.04 0.00
1675 69.81 27.44 76.47 53.77 0.00
1676 69.74 32.42 90.50 51.91 0.48
1677 69.77 70.82 22.45 121.64 1.94
1678 69.81 84.71 46.91 124.06 2.48
1679 69.91 76.30 26.74 124.60 2.39
1680 69.92 12.02 27.91 62.67 0.00
1681 69.84 81.37 41.17 132.49 3.03
1682 69.88 39.02 96.64 53.94 1.34
1683 69.94 58.53 58.85 84.70 2.70
1684 69.87 61.05 50.89 87.42 2.92
1685 69.96 90.65 28.81 108.90 0.61
1686 70.01 46.69 109.24 60.50 1.98
1687 69.90 63.63 49.26 97.06 2.66
1688 69.89 67.64 29.63 111.49 2.26
1689 69.98 21.24 66.93 60.39 0.00
1690 70.10 73.80 26.25 128.06 2.15
1691 70.35 16.74 51.67 57.27 0.00
1692 70.25 30.10 83.19 42.82 0.00
1693 70.27 87.33 39.51 121.21 1.60
1694 70.33 35.69 93.52 42.64 0.41
1695 70.33 44.52 132.08 56.28 1.98
1696 70.37 41.66 130.11 51.14 1.29
1697 70.46 53.54 126.52 63.74 2.41
1698 70.57 65.61 45.55 87.15 2.12
1699 70.42 50.94 117.15 63.28 2.00
1700 70.53 19.04 64.26 52.34 0.00
1701 70.47 55.89 107.95 72.34 2.71
1702 70.67 78.48 23.39 103.61 2.74
1703 70.70 22.79 78.56 49.51 0.00
1704 70.62 25.60 75.56 40.17 0.00
1705 70.70 48.73 132.35 60.55 2.59
1706 70.74 69.38 32.38 104.16 1.88
1707 70.76 32.22 96.27 40.20 0.50
1708 70.88 14.52 48.50 50.54 0.00
1709 70.95 59.74 102.89 62.29 2.31
1710 70.89 62.57 71.53 69.90 2.40
1711 71.13 37.80 113.96 36.63 1.44
1712 71.06 40.02 123.87 37.40 1.44
1713 70.98 80.57 26.63 104.01 2.68
1714 71.06 89.26 23.26 102.45 0.64
1715 71.12 28.62 74.94 32.82 0.15
1716 71.01 72.11 34.31 101.87 2.22
1717 71.18 84.32 24.40 108.11 1.92
1718 71.01 82.09 20.88 102.19 2.83
1719 71.21 12.23 44.11 45.91 0.00
1720 71.34 34.19 94.39 31.91 1.00
1721 71.21 46.38 135.24 41.75 1.75
1722 71.28 75.16 29.17 95.30 2.15
1723 71.33 43.36 131.92 34.95 2.00
1724 71.35 20.66 64.98 35.71 0.00
1725 71.35 52.13 135.65 44.41 2.05
1726 71.39 57.18 138.38 55.38 2.58
1727 71.45 67.45 55.66 82.13 1.80
1728 71.71 17.76 57.18 37.10 0.00
1729 71.78 26.46 60.39 27.11 0.00
1730 71.65 54.83 130.29 44.87 3.03
1731 71.77 64.51 78.47 58.64 2.45
1732 71.69 23.89 65.06 29.57 0.00
1733 71.73 31.27 66.04 25.97 1.08
1734 71.69 49.81 130.52 41.34 2.40
1735 71.88 70.21 63.96 72.28 1.80
1736 71.77 86.54 20.85 94.61 1.13
1737 71.96 15.51 55.99 31.09 0.00
1738 71.95 36.33 86.75 26.40 1.61
1739 71.94 61.79 126.00 52.80 2.48
1740 72.05 79.61 24.72 90.85 2.25
1741 72.06 77.23 31.11 87.62 2.58
1742 72.17 41.09 101.66 33.17 1.70
1743 72.13 90.62 12.94 70.44 0.37
1744 72.19 59.19 128.43 46.75 2.95
1745 72.17 72.89 66.06 73.80 2.23
1746 72.28 48.04 135.66 35.40 2.66
1747 72.19 82.29 24.29 82.17 2.01
1748 72.30 45.76 134.68 30.77 2.77
1749 72.15 88.82 14.05 91.13 0.48
1750 72.36 21.73 59.95 28.66 0.00
1751 72.31 28.86 49.74 24.38 2.14
1752 72.50 12.92 52.81 28.84 0.00
1753 72.50 19.33 52.43 25.62 0.00
1754 72.32 52.90 142.13 33.23 2.33
1755 72.50 38.80 76.00 25.40 3.03
1756 72.48 43.37 111.53 27.04 2.48
1757 72.60 56.97 131.79 32.36 2.74
1758 72.48 66.91 101.55 59.00 2.30
1759 72.61 33.92 51.75 22.31 2.79
1760 72.50 75.64 43.31 67.94 2.39
1761 72.97 84.38 28.16 75.09 1.40
1762 72.76 50.31 110.25 27.66 3.14
1763 72.75 24.44 37.25 20.09 0.36
1764 72.78 86.58 15.34 71.91 0.80
1765 72.86 31.21 38.93 18.65 3.58
1766 73.00 54.89 100.35 29.07 2.32
1767 73.01 63.34 118.09 41.71 2.34
1768 72.92 69.42 94.49 65.23 2.13
1769 73.04 61.03 114.27 34.77 2.22
1770 72.88 88.20 14.35 79.02 0.64
1771 73.04 36.78 55.36 24.68 3.26
1772 73.11 74.49 78.58 58.38 2.49
1773 73.21 16.58 39.79 22.52 0.00
1774 73.07 26.67 26.54 14.61 1.43
1775 73.35 65.47 122.78 41.29 2.23
1776 73.45 71.68 94.44 45.88 1.61
1777 73.22 78.77 50.38 61.06 1.73
1778 73.40 28.99 24.39 17.41 4.95
1779 73.30 40.67 61.04 20.14 3.94
1780 73.40 47.75 86.51 22.33 3.84
1781 73.32 52.45 96.41 25.11 3.60
1782 73.47 45.49 84.01 20.55 3.82
1783 73.33 80.56 41.30 59.46 1.36
1784 73.62 59.19 98.73 26.20 2.71
1785 73.55 13.91 37.41 16.60 0.00
1786 73.55 22.13 27.96 15.63 1.91
1787 73.69 43.10 60.02 16.22 3.43
1788 73.66 77.27 71.36 46.81 2.63
1789 73.68 19.35 27.25 18.48 1.12
1790 73.73 32.82 29.00 16.21 5.94
1791 73.79 68.24 115.27 40.34 2.33
1792 73.78 35.61 30.50 20.24 4.75
1793 73.86 50.16 68.64 21.29 5.31
1794 73.92 57.05 89.07 23.84 3.44
1795 73.86 24.52 20.06 12.52 4.35
1796 73.94 38.54 37.85 19.67 6.49
1797 73.75 81.53 47.62 60.50 1.05
1798 74.38 30.24 17.25 10.90 7.27
1799 74.22 54.85 66.66 15.54 2.80
1800 74.19 61.93 103.85 24.37 3.22
1801 74.19 75.47 85.74 41.47 2.40
1802 74.10 85.09 43.78 62.15 0.89
1803 74.27 86.46 30.31 60.83 0.40
1804 74.31 27.51 18.22 13.80 6.47
1805 74.37 40.99 37.21 18.99 7.25
1806 74.36 52.56 55.18 17.54 5.47
1807 74.23 83.05 54.39 59.23 1.50
1808 74.51 64.25 108.31 24.04 2.73
1809 74.55 88.37 24.46 48.19 0.18
1810 74.50 15.96 24.22 15.39 0.85
1811 74.45 66.54 135.61 27.18 2.06
1812 74.53 80.27 77.30 51.83 2.38
1813 74.63 73.20 114.18 36.55 2.63
1814 74.38 78.40 88.38 47.23 2.41
1815 74.52 45.14 41.53 17.92 6.71
1816 74.68 70.60 113.36 32.04 1.71
1817 74.65 20.78 11.40 14.29 3.05
1818 74.52 48.35 48.70 16.51 6.77
1819 74.77 18.20 15.00 13.49 3.29
1820 74.68 34.76 24.41 14.51 9.24
1821 74.72 22.84 14.74 14.59 5.42
1822 74.96 37.31 29.85 13.93 10.15
1823 74.89 58.54 57.29 16.85 3.99
1824 74.92 32.50 21.88 12.94 11.57
1825 75.00 43.28 33.87 15.79 9.32
1826 74.97 24.53 10.95 12.53 5.55
1827 75.07 51.12 33.68 15.69 8.66
1828 75.12 60.79 60.75 21.20 3.89
1829 75.04 77.13 101.43 33.82 2.75
