#<Embryo name> <Cleavage cycle> <Temporal class> <Genes>
dm14 14A 8 even-skipped knirps hunchback
365 28.39 81.74 68.75 0.37 64.28
366 28.65 66.05 210.66 12.74 98.92
367 28.55 16.23 2.21 3.63 108.65
368 28.76 25.97 1.18 7.46 133.87
369 28.55 21.86 0.00 5.11 128.65
370 29.02 14.00 0.72 4.16 103.86
371 28.75 43.33 3.86 67.16 154.02
372 28.88 46.24 5.37 85.69 155.46
373 28.84 76.47 128.19 2.82 108.25
374 28.69 58.90 114.05 50.50 128.09
375 28.93 85.53 34.89 0.00 70.80
376 28.89 73.19 142.25 4.33 108.27
377 29.06 70.28 150.31 4.36 107.72
378 29.08 52.58 19.99 122.16 138.74
379 28.99 55.09 37.21 118.64 138.34
380 29.14 63.57 218.95 15.31 102.69
381 29.17 79.87 68.19 0.89 90.32
382 29.19 32.71 2.33 19.43 141.46
383 29.07 18.37 2.38 7.02 120.37
384 29.28 23.86 1.88 9.92 132.89
385 29.44 38.10 5.93 50.67 164.15
386 29.34 60.77 219.38 16.93 113.69
387 29.19 40.54 5.59 67.08 157.24
388 29.39 35.66 2.41 26.22 145.35
389 29.55 28.20 2.78 15.43 140.96
390 29.53 49.06 13.09 115.07 145.55
391 29.71 67.81 168.42 4.42 105.54
392 29.55 82.59 24.83 0.00 85.20
393 29.55 21.07 3.09 13.36 125.50
394 29.78 55.93 223.11 23.96 124.27
395 29.80 58.15 230.40 18.77 118.39
396 29.71 44.89 10.17 99.40 157.61
397 29.76 11.49 2.33 10.66 80.28
398 29.80 16.42 2.97 13.24 104.10
399 30.01 74.60 75.57 3.58 103.92
400 30.00 77.99 50.92 1.36 115.77
401 30.03 30.60 3.86 39.30 139.23
402 29.97 42.68 10.70 90.59 165.73
403 30.02 53.26 151.86 54.30 138.52
404 30.10 87.83 1.45 0.00 28.67
405 30.03 51.10 43.47 115.32 152.62
406 30.29 65.08 188.63 4.27 112.28
407 30.15 71.87 84.64 1.56 112.38
408 30.21 46.85 22.24 106.26 149.18
409 30.34 25.80 4.85 32.87 125.25
410 30.45 14.25 5.67 33.49 100.54
411 30.33 33.29 5.11 61.30 139.94
412 30.36 39.66 10.46 116.10 164.13
413 30.44 62.46 209.79 5.21 117.06
414 30.41 85.40 9.96 0.00 86.82
415 30.58 22.91 6.66 50.20 114.75
416 30.50 69.45 48.86 2.72 74.55
417 30.76 82.30 17.53 0.00 111.66
418 30.67 35.95 5.07 94.89 131.07
419 30.64 59.78 206.40 5.50 115.43
420 30.66 20.00 6.96 42.34 106.86
421 30.64 48.96 40.58 95.94 154.41
422 30.81 28.31 6.68 66.66 132.24
423 31.00 53.82 212.80 20.25 112.60
424 31.00 17.60 8.13 43.56 97.59
425 30.92 41.67 26.03 111.62 155.51
426 30.92 44.65 39.41 99.70 154.76
427 31.16 79.10 18.25 0.00 103.86
428 31.04 56.23 226.93 11.28 148.65
429 31.05 67.29 82.44 1.40 117.24
430 31.17 38.09 15.91 108.75 150.18
431 31.06 51.20 214.91 28.46 116.83
432 31.25 11.95 13.20 33.86 84.06
433 31.30 73.40 41.82 0.00 103.30
434 31.18 31.11 9.66 93.09 130.98
435 31.23 47.01 138.60 46.48 161.28
436 31.33 76.22 21.51 0.00 89.90
437 31.45 87.11 3.72 0.00 59.82
438 31.46 70.58 23.26 0.00 82.46
439 31.52 24.23 14.30 63.28 123.89
440 31.43 33.90 17.71 111.89 148.31
441 31.63 63.60 82.91 1.92 113.04
442 31.66 58.21 198.83 4.42 132.35
443 31.71 26.77 30.23 59.54 123.28
444 31.69 60.88 132.03 2.61 126.60
445 31.72 15.32 24.85 43.96 104.26
446 31.59 21.73 21.54 53.82 114.64
447 31.70 40.09 42.34 82.85 154.41
448 31.80 42.64 173.33 49.01 153.15
449 31.87 49.16 222.34 18.65 130.95
450 31.82 20.12 32.28 55.28 114.30
451 31.89 36.45 40.71 80.41 157.28
452 31.99 84.18 8.09 0.00 86.06
453 31.95 29.34 24.72 58.32 133.28
454 32.10 44.76 222.45 22.26 164.72
455 32.18 65.91 43.14 0.00 126.47
456 32.04 10.33 32.52 12.10 51.48
457 32.08 54.31 199.47 5.10 114.41
458 32.10 82.44 12.54 0.00 113.57
459 32.39 68.69 19.67 0.00 111.93
460 32.28 80.61 12.34 0.00 117.04
461 32.23 18.33 62.22 43.40 99.65
462 32.18 31.98 32.41 88.04 141.59
463 32.37 46.74 227.91 12.61 124.28
464 32.34 51.99 213.09 8.67 135.93
465 32.48 56.33 150.47 2.73 144.26
466 32.53 38.77 214.80 24.03 131.35
467 32.47 74.50 11.75 0.00 96.76
468 32.55 77.65 11.46 0.00 107.00
469 32.40 12.85 59.82 13.56 95.59
470 32.41 34.48 119.83 32.66 147.38
471 32.46 22.74 110.14 17.83 116.44
472 32.65 71.54 10.13 0.00 97.68
473 32.77 25.27 179.37 13.49 118.18
474 32.73 41.11 236.67 14.20 149.56
475 32.77 59.01 64.60 2.09 127.33
476 32.88 61.53 52.80 1.02 120.99
477 32.89 86.12 18.90 0.00 97.96
478 32.74 16.00 128.51 11.27 88.39
479 33.20 20.78 155.54 10.26 108.95
480 32.98 27.84 185.29 12.15 120.11
481 33.08 36.86 227.65 12.20 135.36
482 33.05 50.07 201.47 7.26 137.04
483 33.06 63.90 25.99 0.00 106.75
484 33.11 30.19 190.04 19.31 138.29
485 33.19 43.41 225.22 9.00 149.97
486 33.28 47.74 195.39 7.72 113.10
487 33.44 10.70 113.70 1.95 61.18
488 33.32 32.50 217.39 14.85 125.91
489 33.28 54.25 94.91 2.93 136.47
490 33.37 66.82 12.18 0.11 110.27
491 33.51 82.56 23.00 0.00 111.73
492 33.69 17.38 153.30 3.72 79.81
493 33.61 75.37 9.11 0.00 95.10
494 33.61 79.61 14.32 0.00 106.21
495 33.68 34.65 218.23 8.83 126.66
496 33.64 56.92 65.95 0.24 133.71
497 33.75 13.89 144.63 1.71 85.85
498 33.72 45.51 147.42 6.13 139.34
499 33.86 69.74 8.96 0.00 102.00
500 33.83 51.86 91.73 2.06 140.35
501 33.81 72.70 8.47 0.00 90.74
502 33.98 23.75 178.44 3.41 103.92
503 33.74 41.15 201.00 7.72 134.25
504 34.14 87.40 133.80 0.00 82.99
505 33.90 59.59 25.64 0.00 131.20
506 34.03 39.07 175.59 5.38 151.79
507 34.15 26.54 177.64 2.06 116.67
508 34.29 62.15 15.21 0.00 112.07
509 34.12 64.83 14.91 0.00 122.11
510 34.20 19.45 151.29 2.08 94.00
511 34.37 29.17 175.73 3.90 123.52
512 34.16 49.13 101.12 2.74 141.43
513 34.34 36.70 175.72 6.26 125.38
514 34.34 77.17 20.61 0.00 113.54
515 34.49 31.52 181.12 4.72 113.85
516 34.41 43.46 137.05 1.92 140.58
517 34.39 54.59 28.80 0.00 128.64
518 34.58 8.99 64.00 0.00 41.32
519 34.54 67.35 7.14 0.00 105.42
520 34.73 83.49 145.65 0.00 88.29
521 34.68 47.01 62.31 1.01 129.72
522 34.65 80.37 69.76 0.00 105.24
523 34.87 41.08 134.59 4.85 147.24
524 34.76 57.26 16.17 0.16 111.40
525 34.90 11.86 84.52 0.00 69.32
526 34.84 33.96 136.93 3.02 112.95
527 35.06 21.62 132.72 2.61 104.55
528 34.91 71.71 10.88 0.00 99.16
529 34.91 74.46 21.96 0.00 89.79
530 34.93 52.16 34.80 0.09 150.24
531 35.01 59.96 10.21 0.00 125.01
532 35.04 14.50 107.89 0.00 89.97
533 35.06 17.38 109.46 1.59 103.92
534 35.15 89.51 69.74 0.00 37.71
535 35.19 49.73 31.19 0.00 150.14
536 35.29 45.02 37.23 4.31 146.49
537 35.23 63.97 7.31 0.00 126.32
538 35.27 25.16 107.62 0.88 125.19
539 35.28 38.85 85.67 2.88 137.50
540 35.35 77.14 122.34 0.00 106.49
541 35.51 69.13 12.69 0.00 121.36
542 35.43 27.71 101.92 0.00 126.85
543 35.36 36.06 68.50 0.82 123.47
544 35.56 54.12 11.84 0.26 137.75
545 35.76 79.33 176.54 0.00 104.86
546 35.69 86.71 126.25 0.00 87.15
547 35.80 30.26 64.42 0.74 125.72
548 35.70 42.66 50.97 0.00 149.44
549 35.69 66.29 11.52 0.00 111.11
550 35.70 32.62 75.63 0.04 136.34
551 35.77 56.55 9.42 0.00 123.50
552 35.93 61.61 7.34 0.00 125.31
553 35.99 19.80 81.05 0.00 102.69
554 35.91 10.24 32.04 0.00 50.52
555 35.91 47.26 18.79 0.00 146.50
556 36.00 58.97 7.79 0.00 118.47
557 35.93 81.12 178.74 1.88 117.86
558 36.13 51.86 16.28 1.30 144.46
559 36.03 71.57 52.90 0.00 120.21
560 36.15 74.20 138.85 0.00 105.55
561 36.09 83.02 139.85 0.00 95.88
562 36.10 12.92 44.59 0.00 76.76
563 36.25 16.38 41.96 0.00 106.34
564 36.32 40.11 26.92 0.51 137.72
565 36.22 37.50 44.74 0.00 134.88
566 36.39 34.86 42.99 0.00 129.63
567 36.31 90.55 33.70 0.00 31.67
568 36.35 25.68 47.75 0.00 131.98
569 36.44 49.29 12.06 0.00 136.62
570 36.45 22.94 50.11 0.00 106.00
571 36.50 64.06 13.77 0.00 124.43
572 36.50 44.89 15.75 0.00 128.72
573 36.72 28.40 35.01 0.00 142.54
574 36.69 76.78 191.23 0.00 84.02
575 36.73 54.85 10.11 0.00 129.52
576 36.70 66.95 52.35 0.00 141.93
577 36.88 42.20 14.30 0.00 142.17
578 36.87 32.52 28.23 0.00 126.64
579 37.04 69.29 173.11 0.00 130.83
580 36.96 57.30 8.19 0.00 132.66
581 37.03 85.22 134.16 0.00 109.49
582 37.16 88.38 75.64 0.00 88.19
583 36.98 79.94 169.48 0.00 108.24
584 37.07 59.77 14.19 0.00 130.12
585 37.17 72.04 191.78 0.72 113.92
586 37.12 18.98 24.60 0.00 107.51
587 37.31 46.94 8.69 0.00 134.26
588 37.27 50.91 8.26 0.00 129.48
589 37.35 11.53 17.98 0.00 77.39
590 37.31 62.02 24.30 0.00 138.73
591 37.24 14.06 22.37 0.00 98.94
592 37.41 30.54 13.47 0.00 123.72
593 37.33 53.04 8.97 0.00 127.74
594 37.40 21.31 16.61 0.00 110.04
595 37.19 37.56 11.81 0.00 122.69
596 37.46 90.91 32.69 0.00 43.08
597 37.46 25.90 25.29 0.00 126.15
598 37.64 39.68 8.27 0.00 136.96
599 37.59 34.83 12.15 0.00 141.93
600 37.42 81.03 161.88 0.00 131.05
601 37.65 44.18 8.70 0.00 130.41
602 37.63 64.31 131.96 0.63 121.09
603 37.76 74.63 181.32 0.00 120.39
604 37.86 16.43 14.40 0.00 104.26
605 37.92 23.61 12.16 0.00 114.56
606 37.92 49.16 12.25 0.00 132.57
607 37.85 83.00 107.82 0.00 109.32
608 37.95 66.90 205.67 1.39 123.07
609 37.98 77.56 151.62 0.00 128.97
610 37.97 28.26 11.25 0.00 118.76
611 37.97 54.94 17.61 0.00 126.53
612 38.15 41.80 10.84 0.00 138.61
613 37.97 57.59 24.91 0.00 131.69
614 38.25 32.50 7.77 0.00 123.67
615 38.28 36.82 9.24 0.00 131.10
616 38.13 59.89 67.48 0.00 141.12
617 38.38 13.71 12.06 0.00 96.05
618 38.50 69.42 173.15 0.00 117.05
619 38.39 9.76 7.32 0.00 70.39
620 38.41 52.21 30.36 0.00 132.16
621 38.47 71.89 169.05 0.00 119.98
622 38.60 89.52 66.13 0.00 94.18
623 38.47 85.99 59.28 0.00 107.69
624 38.48 19.21 11.13 0.00 105.47
625 38.56 45.49 11.12 0.00 132.44
626 38.67 61.77 185.69 0.00 125.81
627 38.73 79.94 122.87 0.00 130.28
