#<Embryo name> <Cleavage cycle> <Temporal class> <Genes>
dm14 14A 8 even-skipped knirps hunchback

#Data without background

#<Nucleus number> <A-P coordinate> <D-V coordinate> <Fluorescence intensity: channel 1 - eve, channel 2 - kni, channel 3 - hb>
0 2.29 46.46 0.00 188.43 29.75
1 3.06 48.76 2.82 191.66 41.71
2 3.12 42.65 0.25 183.49 32.92
3 3.75 51.16 0.00 166.14 31.99
4 3.74 45.90 1.08 174.35 40.03
5 4.53 53.74 0.00 175.63 46.11
6 4.81 43.54 0.73 157.87 34.86
7 4.92 38.72 2.09 179.21 39.97
8 4.87 48.54 0.00 164.62 44.08
9 5.46 56.06 0.00 169.60 52.91
10 5.41 46.35 0.52 157.52 49.59
11 5.53 50.58 0.00 160.59 51.58
12 5.65 41.37 0.14 139.20 46.68
13 5.43 40.00 1.47 158.75 50.22
14 6.02 59.67 0.00 106.93 24.69
15 6.17 44.16 0.53 142.97 50.65
16 5.99 54.04 0.00 173.42 53.78
17 6.28 52.62 0.91 175.35 71.48
18 6.22 34.82 0.34 104.96 43.08
19 6.67 57.82 0.00 168.44 59.17
20 6.49 38.70 0.00 105.21 39.86
21 6.78 47.44 0.12 154.65 57.18
22 6.68 32.57 1.05 95.24 51.28
23 6.93 36.19 1.13 97.98 55.62
24 6.84 41.64 0.00 127.81 49.37
25 7.08 55.43 0.58 191.07 77.71
26 7.14 50.78 0.32 161.34 64.32
27 7.50 44.15 0.00 126.63 55.01
28 7.40 33.05 0.00 75.75 32.72
29 7.66 59.93 0.00 153.35 67.70
30 7.59 37.33 0.00 79.29 40.05
31 7.78 62.33 0.00 97.55 29.79
32 7.82 39.61 0.00 103.25 53.98
33 7.63 34.60 0.39 56.12 54.90
34 8.48 32.25 0.00 50.80 56.48
35 8.34 48.69 0.00 145.90 75.16
36 8.17 46.24 0.00 140.55 64.80
37 8.30 41.96 0.47 89.67 59.93
38 8.42 57.16 0.00 172.89 88.46
39 8.32 34.87 0.04 57.29 47.50
40 8.48 53.20 0.00 175.76 75.27
41 8.80 50.88 0.95 165.70 88.60
42 8.60 37.12 0.74 67.88 67.35
43 9.12 63.53 0.00 115.23 49.53
44 9.09 43.98 0.00 95.10 69.96
45 8.92 29.25 0.32 34.97 48.67
46 9.08 60.61 0.17 153.19 79.36
47 9.37 39.93 0.00 67.79 77.60
48 9.43 35.62 0.00 39.87 73.13
49 9.49 46.50 0.00 114.02 87.35
50 9.67 54.84 0.93 181.91 102.81
51 9.82 33.24 0.83 27.14 68.62
52 9.67 41.86 1.12 61.20 88.02
53 9.89 66.16 0.00 84.53 34.04
54 9.56 30.96 1.11 26.30 62.47
55 9.87 49.16 1.18 139.15 99.80
56 9.67 58.64 0.17 182.30 113.93
57 10.07 52.15 0.87 173.05 105.28
58 10.16 38.05 0.00 38.34 84.71
59 10.11 57.39 0.10 182.51 105.43
60 10.12 30.13 0.00 19.22 62.13
61 10.47 43.59 0.00 64.62 92.91
62 10.52 60.97 0.00 166.25 101.77
63 10.82 63.87 0.00 119.94 78.07
64 10.73 35.33 0.35 24.42 81.14
65 10.74 46.70 0.50 99.88 107.83
66 11.04 31.92 0.00 16.11 68.48
67 11.07 40.51 0.00 35.61 91.21
68 11.11 55.46 0.84 176.84 109.09
69 11.18 49.36 1.86 119.31 126.22
70 11.42 26.20 0.05 11.23 52.44
71 11.34 29.12 0.00 11.22 63.44
72 11.55 58.61 0.00 182.24 121.62
73 11.31 52.19 1.02 163.69 123.08
74 11.69 44.89 0.00 52.53 116.55
75 11.75 66.33 0.00 93.59 73.82
76 11.68 37.69 0.91 24.84 97.46
77 11.86 33.94 0.80 16.00 86.45
78 12.03 42.59 0.00 31.27 108.29
79 12.12 61.52 1.18 154.19 113.42
80 12.22 47.45 0.00 69.41 126.00
81 12.35 53.60 1.79 167.54 127.24
82 12.42 30.62 0.00 10.31 77.31
83 12.45 50.15 1.76 115.47 149.90
84 12.42 24.74 0.00 5.43 33.74
85 12.57 40.12 0.00 17.93 109.66
86 12.66 64.26 0.53 123.11 112.26
87 12.77 70.45 0.00 55.87 37.00
88 12.63 56.85 1.26 183.63 133.78
89 12.71 27.92 0.18 7.27 62.49
90 12.79 35.58 0.00 11.02 94.96
91 12.99 67.50 0.00 84.16 79.76
92 13.18 45.51 0.00 35.63 125.83
93 13.20 59.59 0.58 173.72 117.03
94 13.28 32.78 0.00 7.51 78.40
95 13.40 37.85 0.00 11.80 105.54
96 13.47 25.83 0.87 4.94 67.87
97 13.57 42.94 0.00 18.78 121.21
98 13.47 54.72 0.25 171.93 145.30
99 13.63 51.67 0.25 111.39 151.27
100 13.72 62.54 1.27 160.82 126.51
101 13.73 48.45 0.00 59.08 138.03
102 13.53 68.71 0.00 65.51 51.82
103 13.85 29.93 0.00 5.08 89.93
104 14.18 65.52 0.00 115.60 118.66
105 13.95 71.96 0.00 58.79 39.16
106 14.13 40.31 0.00 13.25 117.97
107 14.25 57.28 1.61 167.90 148.07
108 14.16 35.25 0.05 9.77 95.10
109 14.52 27.51 0.39 4.34 85.73
110 14.54 69.92 0.00 77.33 80.17
111 14.64 60.41 1.24 175.74 141.97
112 14.67 45.77 0.00 21.82 139.41
113 14.70 32.34 0.13 6.89 91.50
114 14.61 72.99 0.00 51.70 28.34
115 14.78 24.92 1.34 5.28 81.48
116 14.72 54.19 0.07 120.90 153.63
117 14.98 37.71 0.00 9.07 107.49
118 14.98 51.12 1.33 77.57 160.18
119 15.13 67.66 0.00 92.89 104.90
120 15.11 42.77 0.00 12.43 133.40
121 15.31 48.43 0.00 42.49 152.73
122 15.09 29.32 0.00 4.78 95.52
123 15.38 63.27 0.00 155.62 132.74
124 15.54 22.51 0.00 3.12 77.23
125 15.59 35.06 0.00 4.30 96.96
126 15.27 73.90 0.00 53.39 28.64
127 15.71 40.11 0.50 7.01 121.06
128 15.86 56.16 2.37 136.32 159.75
129 15.73 58.67 3.03 158.81 165.80
130 15.87 71.64 0.00 86.63 86.21
131 15.78 29.72 0.00 2.89 87.62
132 15.94 65.63 0.00 129.92 127.26
133 15.92 74.58 0.00 56.96 27.75
134 16.07 25.74 0.25 3.36 84.83
135 16.15 44.95 0.12 11.68 150.82
136 16.14 53.39 0.00 64.09 170.03
137 16.21 32.42 0.00 4.14 101.59
138 16.41 60.98 1.48 165.72 158.14
139 16.55 68.74 0.05 111.76 109.26
140 16.50 50.54 0.00 27.92 156.90
141 16.65 37.69 0.00 3.97 115.30
142 16.73 42.29 0.00 6.64 130.13
143 16.74 47.59 0.20 16.33 165.43
144 17.04 27.46 0.00 3.12 91.95
145 17.07 63.47 1.48 165.48 126.72
146 16.92 22.85 0.00 1.39 85.85
147 17.04 73.04 0.00 82.85 54.85
148 17.22 29.97 0.47 3.95 94.61
149 17.15 35.04 0.00 2.72 100.63
150 17.21 58.30 0.00 111.48 165.54
151 17.37 55.62 0.05 70.67 178.51
152 17.65 40.07 0.00 4.38 131.99
153 17.69 45.49 0.00 9.80 131.83
154 17.78 32.29 0.49 1.39 106.88
155 17.72 52.56 0.00 28.54 160.32
156 17.86 66.42 0.00 147.54 123.10
157 18.00 69.53 0.00 131.24 105.80
158 17.93 25.18 0.00 1.82 97.64
159 17.99 49.54 0.00 15.89 161.23
160 18.08 19.88 0.00 0.80 77.50
161 18.08 60.89 0.21 159.66 153.55
162 17.88 75.17 0.00 96.92 57.46
163 18.25 43.08 0.00 5.66 115.58
164 18.38 37.53 0.00 2.53 107.76
165 18.32 71.83 0.00 107.79 83.64
166 18.30 22.41 0.51 1.53 97.48
167 18.61 77.81 0.00 100.88 43.11
168 18.60 63.71 1.69 162.25 134.96
169 18.58 34.48 0.00 2.56 111.88
170 18.66 28.16 0.00 2.93 108.51
171 18.76 47.25 0.00 9.63 158.26
172 18.69 58.27 0.99 85.50 168.21
173 18.79 54.82 0.00 32.48 147.90
174 18.64 74.68 0.00 102.90 51.51
175 19.13 30.69 0.96 1.42 106.50
176 19.09 51.53 0.00 14.17 153.03
177 19.19 40.60 0.00 2.78 136.16
178 19.43 66.97 0.00 150.36 88.05
179 19.41 23.80 0.46 1.00 105.68
180 19.53 26.10 0.61 2.49 106.71
181 19.37 69.63 0.97 140.96 118.36
182 19.49 20.11 0.74 1.96 75.88
183 19.82 45.67 0.00 3.60 130.53
184 19.71 61.46 1.26 130.68 133.81
185 19.68 43.20 0.00 3.96 130.47
186 19.74 72.95 0.00 119.09 80.45
187 19.56 80.19 0.00 64.90 18.55
188 19.62 75.74 0.00 128.40 84.17
189 19.80 35.77 0.31 2.97 125.95
190 19.98 33.00 0.11 2.22 100.59
191 20.09 38.36 0.00 1.72 129.58
192 20.07 48.40 0.00 6.57 149.40
193 19.95 56.25 0.88 31.03 174.17
194 19.91 64.04 1.18 156.83 111.95
195 20.06 59.15 0.00 73.75 166.66
196 19.89 70.70 0.00 138.51 79.82
197 20.25 78.40 0.00 120.08 60.62
198 20.30 53.51 0.00 14.54 172.65
199 20.42 22.17 0.38 0.76 98.97
200 20.38 28.32 0.00 1.00 109.98
201 20.43 50.91 0.00 11.90 154.03
202 20.90 68.92 0.85 146.31 87.32
203 20.88 30.76 0.00 0.59 123.87
204 20.85 40.72 0.19 1.20 132.28
205 21.02 74.19 0.00 135.22 96.86
206 20.82 19.55 0.24 0.00 80.68
207 21.35 71.46 0.32 136.72 98.77
208 20.72 25.41 0.43 4.75 101.21
209 21.02 43.78 0.00 3.22 123.62
210 21.10 65.50 0.72 164.32 129.99
211 20.91 67.06 0.61 170.96 99.92
212 21.19 62.91 1.72 130.05 130.21
213 21.15 36.34 0.35 0.43 121.92
214 21.17 57.59 0.00 26.89 172.62
215 21.32 46.77 0.64 5.07 141.39
216 21.39 60.34 0.00 54.32 137.02
217 21.33 26.50 1.96 2.08 107.71
218 21.52 33.54 0.62 1.45 117.07
219 21.59 54.90 0.00 13.10 148.54
220 21.62 49.41 0.00 4.89 151.06
221 21.74 17.76 0.46 1.10 96.00
222 21.70 23.04 0.16 0.05 99.33
223 21.77 52.19 0.00 8.23 152.41
224 21.54 20.50 0.13 0.00 73.87
225 21.84 78.06 0.00 132.36 79.03
226 21.99 38.77 0.00 1.09 132.13
227 22.03 28.40 0.00 0.00 110.09
228 22.26 41.72 0.00 1.64 145.95
229 22.31 31.18 0.87 1.30 125.21
230 22.31 44.76 0.00 4.17 149.08
231 22.27 67.56 2.55 150.80 102.02
232 22.16 75.69 0.70 138.62 82.40
233 22.15 80.35 0.00 97.96 35.11
234 22.45 64.71 1.18 139.96 121.44
235 22.40 57.04 0.00 17.10 141.13
236 22.41 73.64 0.07 130.57 87.76
237 22.54 35.74 0.56 0.82 141.73
238 22.54 62.08 2.10 83.44 141.88
239 22.52 70.06 2.73 156.94 98.93
240 22.81 19.51 0.29 0.87 99.79
241 22.79 47.42 0.00 3.13 156.21
242 22.86 59.54 0.00 35.15 115.39
243 22.87 21.89 1.91 0.00 102.63
244 22.86 25.27 0.86 0.27 106.11
245 23.06 16.04 0.07 0.29 79.92
246 23.06 54.37 0.00 9.10 157.48
247 22.96 51.41 0.00 6.14 165.22
248 22.84 78.17 2.05 136.44 94.02
249 23.35 33.40 0.29 1.83 140.90
250 23.37 81.20 0.00 98.78 48.60
251 23.49 27.78 0.95 3.04 127.11
252 23.32 38.18 0.05 2.76 144.67
253 23.36 71.50 1.12 132.70 92.16
254 23.29 72.82 2.66 125.89 83.40
255 23.37 75.29 2.44 119.20 87.35
256 23.25 83.64 0.00 76.92 22.05
257 23.57 41.00 0.97 3.54 163.18
258 23.45 78.97 0.42 127.77 65.28
259 23.62 30.44 1.40 1.02 133.12
260 23.77 49.63 0.00 7.67 146.85
261 23.62 68.90 3.25 159.14 105.79
262 23.59 44.00 1.02 2.97 167.83
263 23.71 66.26 3.75 147.19 117.60
264 23.61 57.11 0.24 25.15 134.25
265 23.75 63.53 1.44 108.93 112.94
266 23.95 60.97 2.12 71.45 113.40
267 24.18 20.19 0.62 1.32 115.70
268 24.14 17.41 0.47 0.00 94.94
269 24.26 35.74 0.60 1.74 152.94
270 24.10 23.47 2.11 0.00 117.49
271 24.13 47.04 0.82 6.08 147.38
272 24.18 52.66 0.18 12.24 157.31
273 24.43 26.14 0.68 1.28 119.72
274 24.39 14.50 0.00 0.30 56.25
275 24.26 82.62 0.00 80.35 35.55
276 24.54 72.84 5.01 131.13 90.13
277 24.65 38.81 1.31 2.38 163.55
278 24.63 55.50 0.00 25.68 144.65
279 24.62 58.46 0.07 51.42 116.05
280 24.72 32.22 0.00 2.06 151.83
281 24.61 70.24 7.19 147.30 93.27
282 24.89 41.85 0.82 3.84 155.23
283 24.71 80.00 1.81 106.71 67.87
284 25.01 44.50 1.65 7.10 168.01
285 24.89 64.72 3.69 130.65 120.46
286 24.91 67.74 3.43 131.78 103.41
287 25.10 29.18 0.48 1.20 137.29
288 25.20 84.83 4.98 54.09 33.45
289 25.13 50.11 0.26 11.68 147.68
290 25.13 61.67 2.33 107.92 101.90
291 25.07 78.60 3.77 115.52 83.30
292 25.28 17.03 0.00 0.15 94.86
293 25.33 47.17 1.48 7.51 170.54
294 25.37 24.37 1.39 0.00 122.66
295 25.34 53.11 0.81 22.84 156.41
296 25.53 81.71 12.02 72.46 79.17
297 25.53 34.32 0.79 1.36 154.37
298 25.39 19.71 2.83 0.29 118.13
299 25.56 77.65 19.45 98.19 103.28
300 25.66 21.35 0.00 0.00 113.86
301 25.80 36.82 1.41 2.32 163.21
302 25.77 59.39 3.24 119.15 119.69
303 25.64 74.21 16.96 104.26 106.55
304 25.84 56.68 1.31 96.77 136.08
305 25.65 71.01 18.36 120.69 99.67
306 26.06 14.52 0.00 1.24 86.48
307 25.93 26.83 0.80 2.81 143.64
308 25.93 39.79 0.95 4.40 160.69
309 25.89 63.55 6.62 126.17 95.40
310 26.01 68.24 23.89 108.60 118.48
311 26.19 31.77 0.57 2.53 150.83
312 26.22 65.80 14.43 120.45 106.70
313 26.39 42.42 0.00 6.77 165.35
314 26.37 45.19 1.86 9.95 147.49
315 26.30 51.23 0.15 27.80 147.53
316 26.35 48.34 2.91 15.63 158.40
317 26.41 54.11 2.05 67.09 133.20
318 26.47 23.55 0.42 1.11 128.36
319 26.45 17.94 0.54 0.89 108.99
320 26.55 61.24 5.43 127.54 117.62
321 26.38 84.02 29.55 14.36 53.11
322 26.75 29.16 0.56 3.33 141.88
323 26.55 72.83 110.97 30.19 89.48
324 26.63 75.65 114.49 30.88 97.89
325 26.60 85.96 9.53 1.67 14.63
326 26.58 77.54 68.95 33.10 102.00
327 26.82 81.40 84.97 14.26 84.94
328 26.95 34.64 1.98 3.76 154.64
329 26.77 70.02 162.82 39.32 108.49
330 26.98 20.76 0.98 1.06 133.95
331 26.95 58.52 3.98 125.99 128.45
332 27.10 37.51 1.24 6.52 160.50
333 27.08 63.13 18.42 118.16 116.31
334 27.15 56.13 5.45 128.80 144.40
335 27.14 67.03 131.82 51.05 123.04
336 27.17 39.97 2.13 10.38 158.91
337 27.18 26.02 0.33 0.56 129.84
338 27.41 13.04 0.15 0.83 81.53
339 27.32 49.55 2.15 45.99 148.99
340 27.35 15.90 0.32 2.12 97.95
341 27.53 84.08 52.61 3.01 69.40
342 27.52 46.48 3.13 30.54 153.53
343 27.39 52.40 3.14 76.82 117.09
344 27.59 43.76 0.87 19.26 157.59
345 27.53 31.81 2.08 4.69 137.35
346 27.71 64.60 146.59 38.20 108.65
347 27.75 71.59 198.88 13.69 103.38
348 27.64 74.74 181.29 12.71 99.79
349 27.85 78.34 136.34 5.12 91.27
350 27.86 18.46 0.96 1.30 125.20
351 27.84 23.58 1.29 3.79 135.82
352 27.75 60.03 14.43 104.12 124.57
353 27.99 27.99 2.00 5.28 151.62
354 28.00 54.42 10.31 130.09 137.73
355 28.09 68.54 202.97 13.58 93.88
356 28.11 40.89 3.73 20.86 152.97
357 28.20 57.24 27.80 116.13 124.24
358 28.22 34.33 1.36 10.21 147.85
359 28.26 37.28 1.45 16.17 147.47
360 28.24 20.65 2.52 2.97 130.82
361 28.25 61.95 60.75 64.71 139.53
362 28.37 51.06 10.77 126.34 156.61
363 28.59 30.38 2.11 6.83 144.60
364 28.37 48.45 5.96 87.44 147.51
