#<Embryo name> <Cleavage cycle> <Temporal class> <Genes>
dm10 14A 5 even-skipped knirps hunchback

#Data without background

#<Nucleus number> <A-P coordinate> <D-V coordinate> <Fluorescence intensity: channel 1 - eve, channel 2 - kni, channel 3 - hb>
0 1.89 44.66 0.00 144.24 53.80
1 3.06 43.56 0.34 144.15 64.06
2 3.21 46.60 0.10 141.33 66.95
3 3.89 41.59 1.76 143.64 68.29
4 3.96 48.99 0.00 144.28 62.93
5 4.03 52.40 0.00 139.33 49.21
6 4.40 44.66 1.25 146.55 70.40
7 4.69 37.74 2.28 134.29 73.02
8 4.80 39.95 2.15 141.92 72.85
9 4.52 36.37 0.00 145.44 69.01
10 4.94 55.13 0.00 126.16 48.90
11 5.22 47.78 1.18 146.78 84.34
12 5.43 50.27 0.34 133.31 73.62
13 5.40 53.01 0.00 149.51 76.71
14 5.72 41.88 2.81 136.25 82.16
15 5.66 45.22 2.10 144.94 82.64
16 6.06 37.45 2.61 123.14 75.39
17 6.28 56.26 0.00 134.79 65.12
18 6.72 43.75 2.33 144.56 91.16
19 6.65 53.91 0.00 146.76 94.79
20 6.76 47.37 0.12 140.88 94.38
21 6.72 51.59 0.12 139.01 95.00
22 6.44 33.60 0.73 122.04 84.62
23 6.87 39.90 2.30 140.35 92.87
24 6.87 34.80 2.79 112.64 81.56
25 7.37 58.28 0.00 131.03 81.22
26 7.15 50.14 2.60 136.88 94.41
27 7.57 55.35 0.00 129.89 92.88
28 7.44 36.90 2.86 115.63 94.94
29 7.59 49.32 0.51 140.06 83.86
30 7.97 42.33 2.40 132.19 98.37
31 7.91 45.22 2.10 135.48 106.63
32 8.06 33.79 3.59 94.32 91.15
33 7.98 39.58 3.91 116.37 100.12
34 8.35 47.71 0.84 135.41 104.51
35 8.24 53.19 0.71 140.03 107.39
36 8.66 50.75 1.40 146.26 122.27
37 8.21 36.91 3.46 117.43 106.36
38 8.61 56.83 0.00 141.58 129.66
39 8.76 59.14 0.00 138.06 118.60
40 8.70 31.88 1.46 68.90 112.56
41 8.74 39.53 2.33 120.07 113.97
42 9.10 36.27 3.66 103.66 115.32
43 9.22 54.81 0.56 146.13 139.88
44 8.76 60.95 0.00 127.28 104.49
45 9.14 44.78 0.26 126.06 114.27
46 9.47 41.77 2.84 114.34 108.86
47 9.39 61.43 0.00 123.76 110.59
48 9.64 34.12 1.94 71.61 117.25
49 9.36 31.69 0.43 61.80 108.83
50 9.88 30.08 0.20 37.04 113.77
51 9.64 39.01 3.20 109.47 111.33
52 9.54 47.42 0.90 136.37 134.19
53 9.98 52.50 0.64 141.12 139.34
54 10.06 57.48 0.00 138.07 152.22
55 10.20 59.83 0.00 136.74 151.77
56 10.40 50.16 0.85 138.58 148.17
57 10.47 32.45 1.55 42.17 111.91
58 10.56 43.38 2.07 121.28 133.87
59 10.38 63.77 0.00 121.00 126.65
60 10.39 37.44 2.16 87.63 134.65
61 10.66 46.11 1.50 124.47 141.27
62 10.80 55.23 0.00 137.75 160.24
63 10.88 40.57 2.03 98.69 130.63
64 10.82 35.21 1.99 61.69 131.41
65 11.11 61.70 0.00 135.20 166.16
66 11.17 66.45 0.00 112.80 112.28
67 11.40 48.05 0.00 138.64 163.27
68 11.57 30.24 1.23 18.39 120.51
69 11.52 52.99 0.00 138.44 161.68
70 11.34 27.66 0.00 12.39 133.17
71 11.62 59.04 0.00 130.69 164.52
72 11.68 50.49 0.00 136.37 162.67
73 11.69 32.47 1.22 30.37 140.59
74 11.80 44.62 1.64 116.59 167.41
75 11.80 64.15 0.00 118.69 156.87
76 11.78 37.81 0.84 68.76 144.11
77 11.99 56.50 0.00 129.38 175.27
78 12.08 42.07 1.64 91.74 162.46
79 12.09 69.13 0.00 93.16 90.35
80 12.03 28.18 0.00 10.29 140.49
81 12.33 35.18 0.71 32.94 139.37
82 12.39 26.35 0.00 4.88 111.91
83 12.55 39.86 0.28 68.28 158.49
84 12.56 66.34 0.00 116.40 164.11
85 12.58 46.66 0.45 118.59 176.68
86 12.55 62.00 0.00 128.31 181.04
87 12.93 54.47 0.00 138.48 184.04
88 12.85 49.47 0.00 125.56 173.86
89 12.93 52.10 0.00 138.82 188.23
90 13.08 59.52 0.00 124.06 176.71
91 13.08 29.66 0.17 8.31 141.52
92 13.08 37.51 1.50 36.25 156.13
93 13.19 43.59 0.00 85.45 169.64
94 13.29 57.11 0.00 140.00 196.31
95 13.28 33.03 0.37 15.03 142.94
96 13.34 68.45 0.00 104.96 143.68
97 13.58 64.05 0.00 112.91 178.40
98 13.69 71.12 0.00 91.22 98.22
99 13.46 41.09 0.13 53.57 179.57
100 13.84 35.43 0.00 18.64 169.87
101 13.62 27.36 0.00 2.63 137.19
102 13.85 45.49 0.70 94.28 198.53
103 13.97 47.94 1.65 119.31 196.96
104 14.08 61.23 0.00 131.75 205.56
105 14.11 66.20 0.00 123.57 180.76
106 14.21 38.57 0.00 30.16 174.00
107 14.15 50.49 0.00 131.04 218.70
108 14.23 31.83 0.00 6.74 150.89
109 14.44 52.98 0.04 129.29 205.34
110 14.43 55.52 0.00 134.16 206.83
111 14.10 41.30 0.00 55.73 192.42
112 14.61 29.42 0.44 3.88 150.57
113 14.65 58.26 0.00 131.87 203.43
114 14.68 25.78 0.00 0.36 136.25
115 14.64 69.38 0.00 107.78 153.32
116 14.80 43.27 0.00 52.04 183.76
117 14.84 34.37 0.00 9.35 156.78
118 15.04 63.00 0.00 118.69 177.56
119 14.93 40.67 0.00 34.76 176.13
120 15.09 36.90 0.00 18.24 180.09
121 15.10 45.91 0.00 84.43 201.22
122 15.05 73.96 0.00 82.80 84.23
123 15.35 71.75 0.00 107.83 142.88
124 15.13 23.09 0.00 0.00 127.17
125 15.30 48.47 0.00 108.00 204.31
126 15.43 50.83 0.29 116.81 216.56
127 15.36 60.47 0.00 133.59 191.09
128 15.58 65.09 0.00 118.49 178.45
129 15.51 32.46 0.00 5.48 164.40
130 15.73 67.73 0.00 112.49 172.15
131 15.74 54.41 0.00 128.97 217.88
132 15.96 27.33 0.00 0.66 158.66
133 15.98 38.33 0.00 12.74 183.49
134 15.97 56.63 0.00 136.67 212.78
135 15.97 29.73 0.00 2.00 158.00
136 15.90 25.01 0.00 0.00 136.38
137 15.96 41.25 0.00 21.24 191.35
138 16.10 44.40 0.00 47.20 212.28
139 16.22 35.47 0.00 6.18 182.53
140 16.31 52.23 0.00 120.38 226.97
141 16.37 58.91 0.00 132.33 209.61
142 16.35 22.52 0.00 0.00 115.85
143 16.41 47.12 1.07 75.66 220.05
144 16.59 69.87 0.00 109.37 182.99
145 16.63 61.52 0.00 125.09 197.36
146 16.76 49.79 0.70 91.22 222.36
147 16.77 63.87 0.05 116.38 196.06
148 16.70 32.34 0.00 1.42 163.23
149 16.73 72.88 0.00 90.44 126.81
150 16.58 25.40 0.00 0.59 133.91
151 16.98 42.53 0.00 23.38 208.68
152 17.00 39.58 0.32 8.43 198.16
153 17.02 66.71 0.00 115.69 184.78
154 17.21 53.60 1.50 110.07 214.03
155 17.29 29.97 0.00 0.10 163.08
156 17.26 56.89 0.00 119.25 212.01
157 17.42 44.97 0.64 31.36 216.20
158 17.40 21.08 0.00 0.00 109.38
159 17.45 34.67 0.00 3.71 176.64
160 17.42 37.06 0.00 6.09 205.33
161 17.44 24.34 0.00 0.00 140.95
162 17.54 27.27 0.00 0.00 159.12
163 17.67 71.30 0.25 105.85 164.46
164 17.61 47.73 0.87 47.92 222.11
165 17.78 59.55 0.12 131.93 212.79
166 17.74 75.77 0.00 93.01 128.23
167 18.02 50.62 0.21 78.74 222.41
168 17.98 62.13 0.02 130.66 198.37
169 18.06 68.13 0.00 109.45 175.06
170 17.99 41.12 0.00 9.11 206.83
171 18.15 54.98 0.00 113.45 211.57
172 18.02 64.75 0.00 116.97 179.97
173 18.14 32.67 0.00 0.19 177.74
174 18.41 73.50 0.00 97.36 159.93
175 18.45 38.66 0.00 5.92 205.53
176 18.13 69.58 0.83 115.72 177.46
177 18.52 43.47 0.00 14.54 220.48
178 18.50 52.72 0.57 85.20 214.09
179 18.54 22.89 0.00 0.00 146.00
180 18.58 29.61 0.00 0.00 186.99
181 18.58 57.21 0.00 117.94 209.53
182 18.62 46.05 0.00 22.98 222.02
183 18.84 36.42 0.00 1.50 182.86
184 18.76 25.75 0.00 0.00 153.39
185 18.89 48.56 0.46 39.37 231.83
186 18.90 78.26 0.00 75.17 99.44
187 18.98 65.92 1.47 116.14 183.98
188 19.26 34.24 0.00 0.22 201.49
189 19.14 70.77 0.16 105.71 185.63
190 19.26 20.91 0.00 0.00 140.15
191 19.20 61.36 1.73 125.72 212.77
192 19.24 41.01 0.00 4.21 215.05
193 19.41 59.04 0.38 123.99 207.92
194 19.33 75.75 0.46 92.28 159.34
195 19.40 31.82 0.00 0.00 161.09
196 19.51 28.07 0.00 0.00 156.67
197 19.57 63.55 1.45 121.45 199.32
198 19.55 51.57 0.01 51.33 207.45
199 19.71 53.91 1.41 75.44 207.12
200 19.54 68.14 1.16 114.19 192.34
201 19.77 56.25 0.64 102.21 219.80
202 19.92 38.76 0.00 1.46 203.46
203 19.78 43.57 0.17 7.33 227.25
204 19.78 46.16 0.38 14.68 208.88
205 19.90 73.23 0.16 91.30 168.44
206 19.90 23.67 0.69 0.00 154.84
207 19.94 49.61 0.92 29.80 218.18
208 20.09 25.85 0.00 0.00 172.89
209 20.27 36.29 0.00 0.00 194.70
210 20.38 19.86 0.00 0.00 147.16
211 20.41 78.23 0.02 84.45 147.92
212 20.37 30.57 0.00 0.00 174.23
213 20.30 65.43 2.19 108.38 195.83
214 20.40 80.52 0.00 66.91 86.10
215 20.63 40.91 1.82 5.83 209.41
216 20.61 70.73 2.50 101.94 180.04
217 20.51 61.26 2.90 117.67 210.70
218 20.68 33.56 0.00 0.00 191.63
219 20.69 47.97 0.72 16.27 217.31
220 20.68 58.11 3.36 107.00 212.00
221 20.60 26.68 0.00 0.00 165.15
222 20.80 75.53 1.87 83.01 167.19
223 20.90 45.53 0.89 10.27 215.23
224 20.79 52.39 0.00 41.67 203.63
225 20.90 67.73 2.60 109.29 191.10
226 21.04 22.69 0.23 0.00 161.16
227 20.98 55.51 3.28 77.59 214.18
228 21.20 28.48 0.00 0.00 176.51
229 20.95 43.18 0.29 5.46 220.18
230 21.26 50.24 0.00 21.93 219.04
231 21.32 37.96 0.00 0.00 200.57
232 21.39 73.13 3.50 95.60 184.27
233 21.40 64.53 3.16 107.32 196.66
234 21.32 24.82 0.45 0.00 180.86
235 21.59 35.55 0.00 0.00 202.55
236 21.48 82.03 0.00 59.85 84.33
237 21.56 59.36 2.45 96.90 210.14
238 21.65 30.95 0.00 0.00 182.99
239 21.73 62.19 3.13 111.82 205.19
240 21.81 19.79 0.00 0.00 152.57
241 21.73 26.05 0.65 0.00 171.10
242 21.83 53.13 1.83 40.70 217.81
243 21.94 39.84 0.48 0.84 206.80
244 21.92 47.11 0.00 7.18 219.19
245 21.83 77.17 7.78 83.71 177.65
246 21.93 79.77 4.63 70.42 136.03
247 22.01 42.16 0.94 1.96 215.36
248 22.00 44.55 0.00 3.72 198.34
249 22.11 70.62 5.52 93.14 189.56
250 22.11 33.27 0.00 0.00 189.44
251 22.06 67.68 6.51 101.57 183.75
252 22.18 55.23 3.45 50.07 224.04
253 22.43 57.52 3.48 73.22 204.57
254 22.34 22.49 2.59 0.00 154.40
255 22.46 48.83 1.44 7.76 217.24
256 22.26 75.18 6.30 84.10 183.21
257 22.51 51.14 3.54 18.51 209.06
258 22.62 17.66 0.00 0.00 145.77
259 22.53 28.22 0.77 0.00 179.13
260 22.61 60.10 6.37 95.89 208.18
261 22.56 24.59 0.00 0.00 180.16
262 22.70 64.73 6.54 108.63 203.93
263 22.70 74.06 5.14 78.55 177.20
264 22.81 36.45 0.16 0.57 202.95
265 23.15 38.65 2.49 0.00 210.57
266 23.00 31.06 0.00 0.00 186.60
267 23.03 62.39 6.60 96.12 198.10
268 23.06 25.79 0.21 0.00 166.99
269 23.24 53.19 2.25 19.50 211.72
270 23.12 77.79 7.47 63.44 162.31
271 23.11 41.14 2.74 0.34 213.42
272 23.18 43.62 1.72 2.93 215.63
273 23.18 45.93 1.56 1.60 227.00
274 23.34 69.29 10.94 96.44 183.83
275 23.30 71.99 11.31 85.45 179.00
276 23.26 33.82 0.32 0.00 193.99
277 23.20 66.98 9.93 98.20 190.62
278 23.39 20.81 0.00 0.00 145.39
279 23.36 55.55 5.32 34.61 209.13
280 23.52 49.70 3.84 10.23 230.38
281 23.81 47.64 6.78 7.17 233.01
282 23.86 79.99 14.50 52.03 161.07
283 23.71 28.38 1.44 0.00 184.98
284 23.81 57.59 5.76 48.41 209.38
285 23.71 60.14 8.57 72.66 201.30
286 23.87 24.02 2.00 0.00 164.12
287 23.83 74.89 17.04 76.19 186.71
288 23.86 17.85 1.02 0.00 140.13
289 24.01 65.25 14.11 94.19 194.19
290 24.06 36.36 0.86 0.00 202.36
291 24.16 51.18 6.14 6.94 221.74
292 24.10 40.49 1.63 0.05 215.71
293 24.14 62.71 9.27 80.50 190.53
294 24.34 82.86 21.10 51.41 145.92
295 24.27 31.39 0.00 0.00 191.84
296 24.18 44.55 2.49 4.01 197.30
297 24.42 54.37 8.01 24.30 216.32
298 24.45 70.28 22.02 85.62 200.80
299 24.48 33.84 2.61 0.00 206.60
300 24.56 26.36 4.78 0.00 187.74
301 24.71 38.38 3.09 0.64 201.39
302 24.73 67.71 22.32 81.37 208.89
303 24.78 72.45 27.73 67.38 181.96
304 24.73 77.56 26.84 61.43 184.87
305 24.86 41.86 3.88 0.90 204.85
306 24.75 15.92 1.21 0.00 130.12
307 24.77 21.79 3.33 0.00 165.91
308 24.89 19.28 4.12 0.00 157.64
309 24.80 58.59 10.59 46.43 216.95
310 24.93 29.37 1.24 0.00 180.57
311 24.80 47.27 5.17 3.23 203.49
312 25.00 60.79 15.80 64.64 205.50
313 25.05 56.24 11.72 28.25 210.43
314 25.05 52.21 10.65 11.46 225.13
315 25.11 74.80 35.14 57.79 195.69
316 25.22 24.40 2.93 0.00 170.67
317 25.19 85.29 22.15 25.49 80.86
318 25.16 44.01 5.26 0.50 210.13
319 25.28 49.77 9.23 4.84 211.58
320 25.20 65.04 25.03 84.82 215.59
321 25.05 80.46 30.76 44.14 168.35
322 25.09 27.11 0.00 0.00 166.47
323 25.25 35.98 3.25 0.00 204.43
324 25.48 62.71 24.79 71.51 200.95
325 25.55 33.04 4.08 0.00 198.21
326 25.67 39.87 7.13 0.00 211.71
327 25.81 45.65 8.08 1.80 225.93
328 25.72 54.02 14.23 12.64 221.52
329 25.71 69.72 43.17 67.21 202.88
330 25.94 82.87 48.40 27.36 153.34
331 25.85 13.88 4.30 0.00 109.54
332 25.68 80.92 37.16 41.79 169.91
333 25.90 16.89 6.41 0.00 145.11
334 26.04 30.84 4.49 0.00 190.79
335 25.80 78.48 46.41 40.77 178.22
336 26.02 47.86 12.39 3.34 220.81
337 26.12 66.65 45.29 63.99 206.65
338 26.05 28.01 4.86 0.00 183.50
339 26.23 37.47 7.22 0.00 213.14
340 25.93 58.46 20.38 34.90 216.29
341 26.10 42.39 7.67 0.32 221.99
342 26.19 72.63 56.25 50.04 198.83
343 26.19 19.52 6.31 0.00 166.79
344 26.18 22.36 6.64 0.00 171.91
345 26.29 75.74 59.30 39.27 174.45
346 26.37 50.89 17.16 8.41 226.94
347 26.40 61.04 36.32 49.85 209.00
348 26.40 25.69 5.56 0.00 174.53
349 26.38 56.16 22.28 22.82 205.02
350 26.40 35.09 4.96 0.00 205.56
351 26.47 63.83 46.81 55.58 211.24
352 26.41 85.33 50.35 11.38 104.76
353 26.68 52.97 22.89 11.66 224.11
354 26.52 78.26 59.92 33.02 188.57
355 26.90 32.88 11.60 0.00 201.46
356 26.72 39.42 6.05 1.86 206.25
357 26.88 44.31 14.32 2.32 226.75
358 27.01 69.86 82.57 44.66 201.10
359 27.01 80.18 67.73 19.67 157.71
360 27.01 15.69 11.48 0.00 134.63
361 27.00 58.83 39.82 28.52 218.01
362 27.18 12.94 11.00 0.00 113.04
363 27.04 46.54 14.87 1.54 219.61
364 27.14 49.26 19.86 6.49 223.07
