#<Embryo name> <Cleavage cycle> <Temporal class> <Genes>
kw13 14A 3 even-skipped knirps giant
167 15.27 47.99 20.89 93.05 24.11
168 15.64 58.70 21.59 93.56 36.11
169 15.52 32.21 18.72 28.28 20.88
170 15.75 67.26 19.84 85.16 36.32
171 15.62 40.12 20.81 40.59 23.00
172 15.77 33.26 21.64 30.02 22.19
173 15.92 55.97 21.43 97.34 34.48
174 15.86 71.63 17.71 80.78 40.58
175 15.63 30.89 18.44 27.59 17.52
176 16.02 49.26 22.26 90.08 29.75
177 15.71 53.04 20.83 96.66 34.49
178 15.62 26.91 17.00 24.57 20.57
179 15.92 63.75 21.20 86.74 44.09
180 16.30 23.41 13.36 19.88 22.26
181 16.32 63.08 21.24 85.52 39.93
182 16.04 27.48 15.95 23.90 20.41
183 16.15 37.29 20.44 32.14 27.51
184 16.64 51.21 22.83 94.15 36.81
185 16.22 53.75 21.59 94.15 31.71
186 16.32 69.82 18.75 82.82 45.52
187 16.52 31.17 18.91 24.25 30.15
188 16.48 46.66 21.58 80.46 30.74
189 16.47 40.99 20.85 44.07 30.03
190 16.53 44.40 21.72 63.30 27.67
191 16.80 25.74 17.38 21.33 29.91
192 16.89 59.20 22.51 95.08 42.71
193 16.51 61.79 22.67 92.80 44.40
194 16.56 32.46 21.08 27.75 29.17
195 16.92 65.55 21.33 83.02 45.84
196 16.69 67.64 23.42 86.55 52.90
197 16.99 70.66 20.75 77.96 43.71
198 17.00 72.92 19.52 75.44 43.07
199 16.78 39.13 19.00 34.41 24.85
200 17.03 68.66 22.96 86.76 53.64
201 17.34 75.63 14.04 66.45 26.18
202 17.23 61.60 21.74 93.60 43.53
203 17.26 43.00 23.12 49.45 49.22
204 17.32 55.78 23.39 93.44 42.86
205 17.03 33.84 24.42 32.00 33.33
206 17.28 53.24 23.53 98.43 42.70
207 17.50 49.37 23.58 87.85 44.51
208 16.98 63.17 19.78 80.44 25.00
209 17.47 37.18 21.40 31.96 41.24
210 17.44 47.24 23.42 73.50 42.99
211 17.65 33.19 21.65 28.22 37.97
212 17.64 28.67 19.92 22.70 35.30
213 17.55 41.24 24.29 39.25 47.85
214 17.35 64.31 21.00 78.89 32.16
215 17.66 44.96 24.90 56.18 46.09
216 17.93 21.85 14.74 17.67 32.41
217 17.79 39.33 22.47 34.45 47.47
218 17.50 31.16 21.73 26.37 35.94
219 17.67 24.23 17.54 20.75 36.98
220 17.65 67.28 21.02 75.80 36.07
221 18.01 57.74 22.62 96.58 49.92
222 17.69 71.94 19.88 74.03 47.27
223 17.83 69.80 24.54 79.03 57.67
224 18.36 35.44 20.98 30.47 48.59
225 18.35 63.19 24.10 88.96 54.01
226 18.14 51.65 24.09 90.77 55.23
227 18.47 60.23 23.59 92.86 54.39
228 18.24 66.23 22.27 85.03 59.95
229 18.45 54.10 24.69 94.69 52.64
230 18.11 72.73 23.31 76.38 58.06
231 18.57 75.01 20.43 69.54 51.77
232 18.72 26.63 20.05 23.11 47.65
233 18.57 68.81 24.52 78.23 50.29
234 18.33 24.61 17.47 25.33 38.47
235 18.56 65.25 22.94 89.69 48.31
236 18.78 47.04 24.82 59.88 59.64
237 18.86 42.60 23.27 36.58 65.82
238 18.47 71.87 23.07 80.66 51.76
239 18.63 49.41 23.89 75.85 53.45
240 18.76 73.36 23.77 71.74 46.11
241 18.98 37.92 23.61 30.97 60.36
242 18.96 44.78 24.53 44.32 67.93
243 18.97 56.40 23.97 93.49 57.23
244 18.94 30.52 20.90 25.47 51.40
245 19.00 33.71 20.89 28.11 53.76
246 19.22 40.49 22.92 34.82 67.40
247 19.08 76.72 17.73 62.27 35.49
248 19.49 23.15 19.40 20.65 55.61
249 19.14 67.04 25.30 78.74 58.70
250 18.98 70.94 23.71 76.86 56.86
251 19.27 24.39 21.09 22.51 56.19
252 19.54 21.26 16.98 19.03 50.90
253 19.55 61.26 22.93 89.36 61.43
254 19.49 64.55 26.18 83.52 60.95
255 19.85 28.70 20.89 24.50 59.61
256 19.56 70.20 25.00 76.96 61.18
257 19.88 73.28 24.23 70.00 60.61
258 19.79 52.64 26.57 90.66 61.35
259 20.04 32.41 22.18 25.86 68.97
260 20.07 50.54 26.20 72.79 73.00
261 20.11 35.62 23.39 28.04 82.56
262 20.08 46.15 25.30 43.35 82.51
263 20.12 48.43 27.65 57.99 81.70
264 19.98 76.09 23.51 63.22 56.54
265 20.18 43.48 25.23 36.80 84.08
266 20.36 25.95 20.61 22.89 64.48
267 20.42 39.67 24.37 32.99 85.79
268 20.14 55.42 27.23 88.40 56.94
269 20.21 37.61 22.49 29.89 85.00
270 20.50 59.50 27.27 90.01 67.24
271 20.48 62.91 24.60 83.36 65.16
272 20.74 41.90 24.91 36.27 93.76
273 20.52 66.93 23.67 75.48 48.11
274 20.74 68.42 28.68 78.83 69.54
275 21.03 56.38 28.80 88.04 75.62
276 21.04 23.36 20.21 21.98 69.68
277 20.95 30.90 23.64 24.30 79.50
278 21.14 51.95 29.80 72.33 88.01
279 20.97 78.51 23.21 52.15 43.87
280 20.79 65.28 26.67 78.02 58.02
281 21.12 74.15 25.93 63.37 64.50
282 21.29 33.93 23.99 28.07 93.87
283 20.95 37.43 23.58 27.48 92.00
284 21.44 20.69 18.75 19.82 73.04
285 21.25 28.49 21.74 24.01 79.18
286 21.13 45.02 25.78 38.86 100.22
287 21.36 47.38 26.88 44.03 92.26
288 21.26 70.93 27.67 67.84 63.88
289 21.41 49.55 29.01 52.02 88.20
290 21.23 54.04 29.60 77.55 78.33
291 21.49 76.67 28.07 52.89 67.60
292 21.42 58.28 29.54 88.31 76.43
293 21.63 60.68 27.19 79.54 73.98
294 21.45 65.81 28.17 79.56 62.87
295 21.77 36.43 24.42 29.27 105.86
296 21.70 63.09 27.03 78.91 71.63
297 21.69 39.01 25.79 29.99 104.63
298 21.43 41.54 26.93 34.34 111.48
299 22.01 26.24 23.07 25.53 87.05
300 22.18 43.41 28.77 35.72 114.38
301 22.06 68.41 30.50 74.36 71.35
302 22.15 41.05 27.24 33.86 119.51
303 22.20 31.74 24.32 28.91 101.24
304 22.28 45.64 31.28 37.57 111.38
305 22.09 58.04 26.76 81.45 62.12
306 22.49 72.96 29.92 60.66 69.95
307 22.44 74.86 30.55 57.90 75.67
308 22.44 79.56 28.52 45.89 56.25
309 22.24 22.46 21.65 22.24 82.09
310 22.27 51.57 29.70 58.87 99.18
311 22.31 54.35 30.21 69.60 92.30
312 22.16 77.36 29.46 54.92 62.04
313 22.70 56.51 31.90 75.10 89.76
314 22.62 23.94 23.42 20.87 87.83
315 22.70 19.22 21.04 18.57 91.42
316 22.65 28.95 23.57 25.14 94.40
317 22.84 47.58 30.02 40.50 111.63
318 22.73 34.26 25.62 29.27 104.61
319 22.85 49.76 31.34 44.87 106.69
320 22.77 66.28 30.20 73.16 74.64
321 22.88 61.53 32.35 73.45 81.43
322 22.80 64.05 31.46 69.39 83.53
323 23.05 70.28 32.63 63.11 77.43
324 22.93 59.08 33.15 73.48 86.58
325 22.94 36.90 27.21 30.05 121.32
326 23.07 39.41 28.43 33.48 132.51
327 23.19 52.70 30.31 51.18 108.35
328 23.16 77.28 37.73 46.66 78.84
329 23.18 20.93 21.51 20.37 91.71
330 23.45 26.26 23.80 24.33 97.69
331 23.33 42.07 28.20 34.74 127.42
332 23.49 31.10 26.30 25.57 111.29
333 23.50 45.09 29.45 37.33 129.94
334 23.68 54.78 36.07 56.29 106.63
335 23.76 21.97 22.73 20.69 91.49
336 23.75 67.88 35.97 63.51 84.05
337 23.92 51.16 34.14 43.37 122.23
338 23.75 74.54 37.70 54.67 83.46
339 23.93 17.46 19.85 18.93 85.89
340 23.87 79.69 39.92 40.08 76.17
341 24.07 33.26 27.16 25.85 123.82
342 23.94 58.03 34.21 60.91 96.16
343 24.12 35.37 28.02 29.89 125.59
344 24.10 60.50 35.38 66.82 96.16
345 24.06 62.98 35.96 70.88 90.51
346 24.19 37.50 28.73 33.61 134.66
347 24.07 65.35 38.06 67.73 91.98
348 24.22 24.09 24.32 23.87 102.55
349 24.20 28.69 25.18 25.05 103.17
350 24.21 71.72 37.53 56.63 80.81
351 24.18 49.27 34.13 41.40 127.14
352 24.06 47.27 32.42 38.30 130.66
353 24.34 43.88 30.48 37.11 139.13
354 24.31 39.52 29.00 31.52 149.08
355 24.47 41.42 32.51 32.59 146.21
356 24.49 56.41 35.39 58.32 108.51
357 24.67 20.01 23.50 19.39 98.70
358 24.53 53.36 36.00 47.99 121.96
359 24.52 76.53 40.82 42.75 83.18
360 24.86 69.04 40.55 55.88 91.69
361 24.91 31.35 26.02 26.90 114.42
362 25.05 46.01 34.08 34.36 143.18
363 25.11 81.29 46.52 33.00 76.05
364 25.14 15.37 20.99 16.05 88.27
365 25.08 51.76 37.03 41.20 129.40
366 25.10 59.64 38.51 58.63 106.76
367 25.34 25.69 26.88 24.57 106.70
368 25.30 66.56 43.77 57.51 103.31
369 25.03 74.16 42.86 45.70 90.20
370 25.26 48.12 35.60 37.44 139.36
371 25.33 61.98 44.30 60.56 109.73
372 25.43 27.84 26.46 25.38 112.36
373 25.34 54.90 41.80 43.18 132.08
374 25.45 64.26 42.91 56.84 108.68
375 25.34 78.89 52.00 39.58 93.80
376 25.40 17.90 24.88 18.95 107.59
377 25.48 23.06 25.99 23.38 104.01
378 25.47 34.23 30.46 27.97 129.87
379 25.37 42.74 34.00 33.18 148.04
380 25.59 36.34 33.36 29.45 144.05
381 25.50 38.34 31.89 29.27 144.74
382 25.49 57.77 41.35 50.15 116.82
383 25.61 50.08 40.05 37.94 132.82
384 25.61 40.50 33.76 31.37 150.19
385 25.81 44.60 37.42 34.60 158.08
386 25.85 72.11 47.49 45.72 96.92
387 25.94 30.19 28.26 25.53 122.10
388 25.68 74.19 45.80 40.71 90.34
389 26.09 69.68 42.64 48.03 94.84
390 26.35 32.76 29.16 28.54 128.22
391 26.20 52.08 39.69 40.05 136.31
392 26.26 59.97 47.39 48.94 125.12
393 26.23 76.59 52.34 39.43 91.29
394 26.38 19.70 27.29 21.92 107.51
395 26.37 56.23 41.24 42.08 131.14
396 26.35 46.98 37.81 35.64 160.65
397 26.43 54.07 45.74 42.25 136.26
398 26.59 82.09 62.73 32.83 86.98
399 26.61 42.61 35.82 32.52 155.36
400 26.59 66.82 52.83 48.81 115.36
401 26.55 79.65 61.24 34.16 103.36
402 26.71 16.88 26.02 18.94 100.43
403 26.52 61.83 53.41 50.85 135.98
404 26.71 22.33 31.07 22.98 108.44
405 26.67 49.27 44.41 38.13 155.74
406 26.69 25.82 30.66 24.08 114.87
407 26.84 28.48 31.76 26.24 120.06
408 26.77 37.68 36.38 30.61 144.36
409 26.71 40.19 34.91 31.75 157.42
410 26.80 63.83 54.12 50.16 124.92
411 26.90 35.29 33.68 29.00 140.30
412 26.78 58.24 48.52 43.83 137.48
413 27.00 74.33 59.96 39.29 103.99
414 26.89 44.74 38.44 34.09 168.83
415 27.18 31.24 32.02 27.77 136.19
416 27.29 71.34 61.11 42.01 116.22
417 27.38 68.86 63.46 45.26 123.61
418 27.47 50.85 47.42 36.50 157.00
419 27.42 52.95 49.65 38.56 155.91
420 27.48 46.56 41.27 35.69 164.77
421 27.63 55.10 56.32 40.32 159.48
422 27.62 24.50 33.15 23.16 121.31
423 27.67 77.10 65.18 35.83 105.88
424 27.66 65.32 68.62 45.05 129.58
425 27.86 33.24 35.99 28.10 143.29
426 27.68 48.62 49.66 38.40 174.36
427 27.67 57.14 55.85 39.62 150.94
428 27.76 39.19 40.00 33.83 161.20
429 27.72 41.58 39.89 31.41 160.57
430 27.78 59.44 67.61 42.35 151.88
431 27.65 61.71 63.67 43.51 134.82
432 27.88 15.54 31.47 18.46 108.84
433 27.77 20.17 32.93 21.74 113.41
434 28.08 80.15 75.53 31.52 105.62
435 27.96 83.04 75.37 29.65 96.26
436 27.98 13.02 30.51 15.56 95.38
437 27.88 43.99 42.74 33.14 161.08
438 28.12 27.78 32.48 25.37 130.35
439 28.16 37.36 39.91 33.29 151.32
440 28.13 30.31 36.20 26.60 135.66
441 28.25 35.35 39.52 29.99 152.22
442 28.24 67.44 78.92 40.99 140.20
443 28.34 22.56 33.82 23.19 123.69
444 28.23 72.68 79.12 36.14 118.22
445 28.51 18.58 37.19 22.46 106.08
446 28.49 63.72 81.05 41.64 145.07
447 28.51 75.19 81.05 34.77 116.16
448 28.51 52.00 61.54 39.70 171.04
449 28.66 47.55 50.97 38.49 173.75
450 28.71 70.02 88.83 41.56 127.56
451 28.73 45.52 52.01 35.08 181.54
452 28.88 26.02 37.03 24.68 129.96
453 28.79 40.56 48.49 34.97 173.85
454 28.88 49.56 59.64 36.39 166.79
455 28.72 54.07 64.30 35.01 166.35
456 28.77 42.85 49.18 32.52 164.07
457 28.93 56.33 80.55 39.64 169.87
458 28.88 58.26 83.33 40.76 164.61
459 28.89 60.20 92.37 43.18 164.32
460 28.86 61.96 85.36 41.95 150.22
461 29.08 78.42 85.18 35.95 109.62
462 29.09 65.85 91.99 39.18 149.16
463 29.35 32.03 43.39 28.05 144.68
464 29.30 14.18 46.72 18.52 106.78
465 29.18 33.96 43.74 27.83 152.09
466 29.17 83.43 87.94 30.55 92.01
467 29.24 29.73 39.61 27.60 138.55
468 29.42 21.06 44.13 24.24 120.17
469 29.48 39.07 53.55 34.44 173.73
470 29.57 23.93 39.63 23.22 130.33
471 29.51 37.14 47.24 31.67 165.16
472 29.43 72.57 101.49 38.62 128.73
473 29.50 51.30 74.46 36.79 194.44
474 29.62 68.22 103.52 39.73 139.99
475 29.80 80.76 88.79 29.95 110.81
476 29.87 16.70 50.45 21.35 114.83
477 29.80 76.04 92.54 35.74 118.24
478 29.76 44.56 67.08 33.36 183.85
479 29.93 27.92 43.53 26.28 137.70
480 29.82 18.74 52.88 22.38 122.39
481 29.84 42.35 62.68 32.59 183.61
482 29.76 47.02 69.58 37.68 186.31
483 29.91 53.27 91.16 37.16 189.75
484 29.84 55.14 97.09 38.26 184.97
485 30.04 35.28 51.16 27.87 164.71
486 29.97 64.50 111.79 41.00 164.68
487 29.94 62.47 123.41 41.88 169.48
488 30.06 57.88 113.95 38.00 176.68
489 30.05 60.08 120.28 37.05 174.21
490 30.25 70.52 111.13 38.05 157.77
491 30.48 85.21 90.64 28.36 90.14
492 30.48 40.74 67.15 30.91 174.30
493 30.45 48.51 84.93 35.16 187.54
494 30.47 25.82 48.84 24.67 141.09
495 30.44 50.39 84.96 37.20 195.95
496 30.52 30.39 48.25 28.24 151.41
497 30.54 66.81 125.23 38.64 162.30
498 30.52 73.52 106.21 37.32 129.33
499 30.64 32.97 52.37 29.33 158.13
500 30.38 19.59 48.56 24.13 109.51
501 30.44 78.53 91.81 33.82 113.23
502 30.75 83.00 94.13 32.11 107.07
503 30.67 14.04 70.67 20.22 117.74
504 30.74 11.86 61.45 16.65 99.25
505 30.82 46.03 92.01 36.10 195.65
506 30.77 56.25 131.36 37.12 192.27
507 30.96 38.83 73.93 32.65 182.13
508 30.85 36.90 66.28 33.56 172.81
509 30.86 43.88 86.34 36.51 190.74
510 30.95 52.35 110.77 36.44 198.01
511 30.87 22.68 53.40 26.26 125.49
512 30.99 61.59 156.52 41.01 179.81
513 31.04 77.60 87.29 34.58 118.48
514 31.35 54.32 137.19 37.97 192.27
515 31.24 69.16 119.14 37.07 149.64
516 31.44 86.32 74.44 30.61 75.95
517 31.22 59.65 155.04 37.18 186.01
518 31.32 63.39 151.33 37.16 177.56
519 31.30 65.22 145.37 39.10 180.08
520 31.41 28.03 54.21 26.02 144.92
521 31.40 19.99 67.75 24.33 124.85
522 31.35 34.91 67.91 32.01 175.18
523 31.53 75.64 94.03 35.80 118.64
524 31.51 16.82 80.44 22.73 116.10
525 31.44 80.43 86.90 33.26 111.10
526 31.55 42.29 90.33 34.43 188.34
527 31.54 57.90 156.95 39.32 192.47
528 31.66 25.13 64.50 24.25 135.22
529 31.57 47.88 100.69 35.22 197.28
530 31.53 87.65 69.21 22.84 55.26
531 31.61 50.31 116.41 38.44 201.62
532 31.70 72.78 100.44 35.40 131.01
533 31.93 10.73 81.58 15.86 98.94
534 31.80 30.86 61.66 30.05 165.75
535 31.90 40.17 96.34 33.40 183.78
536 31.99 67.38 140.78 39.37 153.54
537 32.12 33.09 73.98 29.36 175.53
538 32.00 44.82 117.54 35.26 197.07
539 32.02 37.24 97.03 33.03 191.08
540 32.05 56.08 159.35 38.95 198.91
541 32.14 13.92 88.54 20.88 115.18
542 32.09 22.43 74.47 24.91 135.36
543 32.18 70.66 118.08 36.44 147.90
544 31.96 12.51 80.35 17.40 104.45
545 32.14 52.43 143.53 37.70 205.56
546 32.21 83.13 75.45 31.22 94.23
547 32.15 60.99 164.69 40.25 178.23
548 32.46 78.81 84.49 33.90 114.16
549 32.57 65.36 144.54 40.52 175.07
550 32.59 35.35 92.46 32.61 189.86
551 32.67 46.35 128.64 35.51 200.36
552 32.59 63.27 160.82 37.84 187.75
553 32.61 18.70 92.26 23.94 124.51
554 32.79 26.54 88.95 27.10 153.83
555 32.74 28.93 76.26 28.16 155.55
556 32.75 48.43 126.32 38.51 204.41
557 32.75 58.03 166.31 42.39 181.62
558 32.67 42.62 111.32 34.71 196.74
559 32.75 86.84 70.75 26.44 72.98
560 32.72 50.53 139.52 36.49 202.76
561 32.79 74.78 98.58 36.70 125.20
562 32.91 38.28 116.50 35.66 191.94
563 33.01 53.63 169.27 39.24 205.02
564 33.16 16.24 100.53 22.54 130.92
565 33.09 23.99 95.73 25.56 142.59
566 33.16 31.21 91.10 30.39 170.97
567 33.12 40.43 120.27 34.92 197.72
568 33.28 11.95 109.36 18.05 116.18
569 33.33 21.19 106.19 27.62 139.82
570 33.17 55.38 172.58 36.95 194.20
571 33.20 59.81 173.27 38.14 185.87
572 33.29 67.42 136.05 37.68 152.62
573 33.39 72.31 99.89 37.27 126.55
574 33.26 69.77 117.33 37.53 149.62
575 33.43 77.24 86.83 35.97 115.18
576 33.38 9.47 92.50 16.65 94.86
577 33.33 61.76 155.12 39.44 192.43
578 33.45 84.42 74.65 33.59 80.30
579 33.44 81.31 70.66 32.59 94.03
580 33.43 33.77 109.21 31.04 189.73
581 33.47 44.01 137.21 35.17 192.51
582 33.76 36.36 126.17 35.10 199.85
583 33.77 64.24 152.90 39.92 180.60
584 33.79 52.26 155.00 34.87 217.09
585 34.02 14.25 110.17 20.45 117.36
586 33.60 18.17 110.00 25.06 130.41
587 33.82 46.06 141.78 36.53 210.69
588 33.87 50.18 146.83 36.83 210.69
589 33.87 56.99 185.08 37.75 200.73
590 34.00 28.23 116.79 29.70 167.40
591 33.98 41.68 139.61 35.35 200.45
592 34.06 48.01 135.78 36.94 208.53
593 34.11 18.84 117.51 24.34 124.05
594 34.15 25.90 124.65 27.56 155.84
595 34.09 38.85 134.22 35.17 201.67
596 34.16 88.66 60.54 24.25 43.87
597 34.20 74.61 86.67 35.56 116.87
598 34.10 17.35 77.53 26.07 121.30
599 34.36 32.13 111.88 29.27 177.34
600 34.34 58.82 169.07 38.14 183.43
601 34.35 65.96 135.41 40.59 162.73
602 34.51 79.68 71.89 32.08 91.31
603 34.47 86.44 74.89 28.30 57.19
604 34.50 23.48 121.83 27.21 143.91
605 34.53 30.12 131.74 29.56 179.92
606 34.43 60.83 160.37 37.85 187.08
607 34.45 69.10 114.54 39.47 144.62
608 34.51 62.71 140.54 40.98 178.05
609 34.60 55.50 173.17 39.80 209.65
610 34.69 53.62 164.33 37.68 210.43
611 34.72 10.09 109.76 17.20 107.24
612 34.43 90.21 50.10 22.90 30.03
613 34.69 21.03 118.10 24.11 135.65
614 34.67 34.14 129.70 31.67 187.66
615 34.69 43.18 137.94 37.11 202.84
616 34.70 71.65 95.36 37.81 117.11
617 34.81 77.13 75.59 36.32 91.88
618 34.66 82.42 73.51 30.46 73.96
619 34.70 84.38 75.16 30.49 64.36
620 34.86 45.20 146.03 36.39 206.84
621 34.98 51.53 140.90 36.20 214.56
622 35.07 35.77 126.38 29.57 188.92
623 34.97 40.27 140.92 37.94 203.69
624 35.06 67.39 113.06 40.15 145.63
625 35.22 12.28 113.66 19.51 112.86
626 35.26 15.22 106.18 22.41 116.53
627 35.07 37.79 145.14 35.38 199.07
