#<Embryo name> <Cleavage cycle> <Temporal class> <Genes>
kw12 14A 7 even-skipped knirps giant

#Quantitative data
#<Nucleus number> <A-P coordinate> <D-V coordinate> <Fluorescence intensity: channel 1 - eve, channel 2 - kni, channel 3 - gt>
0 2.24 47.93 9.47 129.04 5.19
1 2.66 53.67 9.94 141.52 4.83
2 3.49 45.46 12.42 175.24 7.87
3 3.39 50.79 13.32 173.34 8.10
4 3.40 56.15 8.03 131.42 5.05
5 3.54 48.17 14.28 186.02 9.07
6 4.24 54.25 13.33 178.70 9.14
7 4.23 43.57 15.12 165.53 8.66
8 4.26 48.30 15.30 162.30 10.51
9 4.64 57.07 11.43 164.77 7.60
10 4.65 51.89 13.87 163.10 9.53
11 4.64 42.53 15.98 175.25 9.70
12 5.06 46.48 16.72 165.25 10.30
13 5.21 49.42 17.58 170.31 10.82
14 5.05 38.65 12.63 157.51 11.55
15 5.20 59.35 8.70 126.04 5.90
16 5.45 40.96 15.91 181.45 12.15
17 5.50 44.23 16.98 178.88 11.29
18 5.65 54.86 15.88 165.38 9.26
19 5.94 57.80 15.23 186.73 9.58
20 5.99 51.98 16.88 169.60 11.30
21 6.17 38.63 15.73 171.30 13.30
22 6.36 48.27 16.68 151.28 11.55
23 6.13 42.15 19.31 184.89 13.51
24 6.38 60.43 11.87 144.18 7.20
25 6.47 45.57 16.42 152.70 14.34
26 6.46 56.64 17.83 190.17 9.66
27 6.66 42.91 17.74 169.14 15.78
28 6.90 40.22 18.49 177.43 14.04
29 7.22 50.77 18.32 160.32 12.79
30 7.12 56.01 13.93 159.71 9.62
31 7.13 53.62 18.71 179.52 11.88
32 7.25 58.71 16.19 178.74 10.16
33 7.33 35.50 14.39 115.24 9.72
34 7.02 46.25 17.25 133.36 14.79
35 7.42 37.67 15.56 136.90 13.62
36 7.45 61.80 11.03 150.62 6.85
37 7.47 44.08 17.99 149.76 19.97
38 7.20 63.78 5.81 86.59 2.37
39 7.83 48.23 17.32 139.04 14.69
40 7.85 41.69 20.16 163.63 16.07
41 7.62 64.51 6.00 74.43 2.76
42 8.10 45.97 19.25 160.41 18.87
43 8.24 39.62 18.69 139.16 18.78
44 8.40 52.96 17.50 173.80 13.18
45 8.43 55.22 19.95 181.01 13.10
46 8.20 60.38 15.82 170.69 10.92
47 8.56 57.65 18.42 176.99 11.70
48 8.53 63.33 12.43 134.87 7.91
49 8.66 50.73 19.82 165.45 15.97
50 8.55 35.63 17.68 97.99 13.54
51 8.88 37.62 17.54 116.34 18.83
52 8.80 59.71 16.93 164.43 10.25
53 9.22 33.61 14.39 72.06 8.88
54 9.24 41.84 19.62 132.18 17.35
55 9.37 61.60 16.82 162.66 10.53
56 9.51 46.86 19.87 135.21 19.84
57 9.43 44.40 19.44 138.24 17.84
58 9.58 49.09 19.61 146.65 16.40
59 9.51 39.53 20.75 120.40 16.95
60 9.80 52.36 19.21 171.00 14.66
61 9.81 56.98 18.28 178.36 12.36
62 9.80 54.64 19.48 177.64 14.59
63 9.72 35.93 17.43 74.00 12.06
64 10.04 63.78 13.44 148.13 9.21
65 10.12 59.45 19.11 174.51 13.27
66 10.36 65.99 11.13 115.25 6.72
67 10.20 38.04 20.62 77.89 13.28
68 10.27 33.07 15.88 55.28 9.34
69 10.24 36.64 17.20 68.82 13.47
70 10.50 68.15 6.85 80.16 3.61
71 10.55 42.92 20.98 110.18 17.95
72 10.42 31.66 12.75 46.31 9.10
73 10.63 34.44 17.04 54.99 10.10
74 10.85 50.07 20.12 151.22 14.98
75 10.91 61.54 17.16 158.37 12.03
76 10.68 38.96 18.82 75.20 14.92
77 10.99 45.05 20.54 107.14 22.05
78 10.86 40.78 21.16 93.04 14.93
79 10.90 30.20 11.39 34.48 8.68
80 11.01 47.36 21.37 131.35 17.49
81 10.80 58.06 20.25 171.55 12.78
82 11.09 55.54 19.69 167.30 13.86
83 11.10 52.66 21.06 160.06 15.25
84 10.94 37.19 18.17 62.33 12.67
85 11.08 35.49 19.70 53.00 11.58
86 11.42 63.79 17.57 154.01 11.53
87 11.39 37.85 19.07 61.00 11.54
88 11.47 57.89 17.31 167.28 13.12
89 11.37 36.61 18.25 56.75 10.81
90 11.73 33.24 17.43 43.26 10.46
91 11.62 67.15 12.14 124.37 8.33
92 11.84 39.53 19.46 59.54 12.89
93 11.99 59.73 20.81 172.60 14.49
94 11.73 35.21 16.55 49.55 11.63
95 11.94 42.82 20.61 76.69 14.87
96 12.25 48.43 20.73 112.24 14.18
97 12.17 51.07 21.43 149.70 15.12
98 12.26 54.16 22.04 164.60 15.85
99 12.03 29.01 10.28 28.64 7.90
100 12.03 32.29 12.11 37.00 10.47
101 12.43 45.75 20.44 91.50 14.72
102 12.42 65.24 15.84 151.53 11.19
103 12.57 56.70 21.89 169.19 14.80
104 12.64 62.74 19.58 156.39 12.98
105 12.29 37.03 18.78 48.09 13.44
106 12.61 68.95 12.11 104.04 9.50
107 12.31 41.03 22.14 62.21 14.93
108 12.63 31.82 15.37 32.81 11.19
109 12.53 34.15 20.00 38.50 13.00
110 12.63 27.52 8.90 30.20 7.30
111 13.31 27.95 12.60 31.07 9.18
112 12.76 30.15 16.18 33.42 10.12
113 12.88 41.52 20.42 60.41 14.34
114 13.23 60.95 20.46 168.22 15.95
115 13.08 70.95 8.42 70.93 8.04
116 12.97 32.74 17.45 33.78 11.02
117 13.30 67.07 16.75 130.84 12.07
118 13.02 37.05 18.24 43.25 13.51
119 13.24 38.70 18.83 46.40 14.64
120 13.29 52.47 22.96 147.37 16.23
121 13.29 58.54 22.28 172.84 16.73
122 13.02 35.11 18.13 41.89 12.51
123 13.33 43.78 21.18 66.28 14.87
124 13.41 49.97 21.57 118.27 16.17
125 13.59 47.54 22.32 89.47 14.56
126 13.23 29.46 14.05 34.32 10.41
127 13.25 31.10 15.47 32.27 9.67
128 13.67 54.97 20.72 156.74 16.97
129 13.37 36.00 21.08 40.33 13.50
130 13.79 64.36 18.74 146.58 13.62
131 13.74 25.97 10.22 25.86 7.22
132 13.73 30.13 14.44 32.56 12.24
133 13.60 31.95 14.34 33.34 10.76
134 13.96 40.80 20.69 47.02 13.99
135 14.07 69.26 14.35 111.68 14.77
136 14.26 45.58 21.82 61.82 15.67
137 14.23 71.96 9.89 84.51 9.35
138 13.94 36.21 19.47 38.74 12.33
139 13.96 28.81 16.33 29.96 9.00
140 13.99 31.37 16.05 33.14 11.52
141 14.17 38.05 22.50 42.07 14.84
142 14.56 56.85 22.07 159.04 17.27
143 14.51 59.49 21.93 165.41 17.96
144 14.18 26.82 12.00 29.08 9.54
145 14.65 61.83 21.33 160.04 16.54
146 14.61 43.18 21.65 48.15 15.98
147 14.58 52.80 21.55 133.91 17.13
148 14.70 32.14 17.09 33.70 15.19
149 14.74 50.42 22.16 97.99 17.29
150 14.62 29.15 14.25 30.98 12.42
151 14.80 30.72 17.45 32.52 13.36
152 14.84 66.98 17.60 131.10 18.41
153 14.60 27.37 13.71 29.21 11.92
154 14.77 36.72 19.82 39.67 15.10
155 14.98 48.02 23.21 65.27 16.54
156 14.99 64.09 20.22 160.49 17.51
157 15.01 41.17 23.01 43.79 15.91
158 15.31 54.70 22.66 139.37 19.58
159 15.13 65.27 18.43 135.95 15.69
160 14.95 38.39 17.88 41.60 15.20
161 15.10 39.47 20.11 40.00 16.52
162 14.98 74.19 7.91 62.25 7.36
163 15.28 69.66 15.82 112.47 16.75
164 15.14 34.22 20.65 35.71 14.69
165 15.52 72.31 13.18 103.38 12.60
166 15.58 27.99 15.76 30.72 15.31
