#<Embryo name> <Cleavage cycle> <Temporal class> <Genes>
kw2 14A 8 even-skipped knirps giant

#Quantitative data
#<Nucleus number> <A-P coordinate> <D-V coordinate> <Fluorescence intensity: channel 1 - eve, channel 2 - kni, channel 3 - gt>
0 2.22 44.13 15.04 109.83 12.19
1 2.24 47.37 11.60 84.36 9.55
2 2.63 49.54 14.50 87.06 11.30
3 2.95 50.74 13.96 94.30 12.04
4 3.50 41.84 18.77 128.14 14.84
5 3.23 53.10 12.99 88.44 10.26
6 3.58 45.30 18.30 124.84 15.88
7 3.81 56.26 10.98 73.63 7.30
8 3.66 48.36 19.50 124.26 14.15
9 3.89 54.09 14.98 91.44 9.30
10 4.32 51.99 18.52 113.36 13.51
11 4.40 38.13 18.97 127.52 21.85
12 4.95 46.64 19.83 137.28 20.33
13 4.87 43.18 21.77 139.62 20.19
14 5.07 40.22 20.27 138.17 35.14
15 5.23 57.59 13.77 82.83 10.04
16 5.25 54.81 17.67 92.44 12.70
17 5.22 49.54 20.01 130.64 18.66
18 4.85 60.05 8.91 59.43 7.52
19 5.46 33.91 14.94 94.60 27.78
20 5.47 36.20 18.54 125.79 34.92
21 5.42 61.12 9.56 56.47 8.63
22 5.72 52.23 20.98 127.27 14.55
23 6.38 38.01 20.73 125.30 50.28
24 5.97 41.07 23.36 139.38 59.60
25 6.38 44.44 21.37 137.47 43.39
26 6.57 58.27 17.06 98.06 12.15
27 6.57 31.82 15.31 92.28 29.53
28 6.45 62.25 9.88 62.07 7.27
29 6.62 47.39 21.71 129.89 38.20
30 6.80 53.84 19.92 119.63 14.12
31 6.73 41.16 20.51 123.00 55.13
32 7.24 50.34 22.54 120.55 26.98
33 6.89 34.81 20.56 111.07 55.21
34 7.05 61.33 12.26 66.52 10.64
35 7.63 45.70 20.50 123.37 50.84
36 7.37 39.30 22.61 107.07 89.39
37 7.78 42.67 22.91 117.29 67.20
38 7.45 30.26 15.00 69.54 36.64
39 7.86 32.94 21.79 94.48 51.27
40 7.89 55.76 20.53 111.69 13.57
41 7.72 64.21 11.03 51.71 8.74
42 7.60 59.99 17.75 79.12 12.72
43 7.82 38.30 20.74 96.23 69.44
44 7.94 62.53 12.74 67.72 12.28
45 7.79 28.72 13.56 54.89 24.89
46 8.05 31.41 17.23 74.73 32.93
47 8.14 29.89 13.23 62.31 26.94
48 8.20 39.92 22.92 117.73 89.93
49 8.48 48.08 22.03 125.58 48.78
50 8.25 35.45 20.46 93.44 64.30
51 8.32 58.38 20.31 105.05 13.67
52 8.36 53.46 21.31 128.36 17.25
53 8.19 60.70 15.19 75.86 14.97
54 8.41 51.31 22.61 133.74 27.00
55 8.46 63.34 11.85 65.30 11.70
56 8.89 28.28 12.84 48.22 22.19
57 9.00 45.22 22.01 125.45 62.10
58 8.89 37.68 20.57 86.14 90.73
59 9.15 50.20 23.87 130.66 34.12
60 9.22 64.90 14.86 58.89 12.56
61 8.93 40.53 22.17 112.70 81.83
62 9.01 61.34 19.57 82.29 12.52
63 9.25 42.63 24.39 109.11 108.74
64 9.07 58.53 20.36 95.62 13.49
65 9.36 30.52 17.22 58.19 36.76
66 9.28 33.54 21.84 77.52 58.09
67 9.42 56.35 22.39 124.88 15.24
68 9.69 35.55 21.22 73.64 71.73
69 9.77 52.82 22.54 126.86 25.32
70 9.72 68.06 9.73 43.30 9.15
71 9.71 62.14 18.63 75.51 12.83
72 9.93 27.07 13.39 39.94 24.12
73 10.19 47.09 23.63 116.02 49.98
74 10.17 59.44 20.32 96.78 15.43
75 10.14 40.38 23.26 77.57 87.82
76 10.36 28.30 15.56 42.28 24.23
77 10.56 32.25 19.72 56.74 47.40
78 10.45 44.10 22.41 101.15 72.15
79 10.60 64.64 18.80 69.12 17.18
80 10.55 49.92 23.19 127.15 38.73
81 10.31 55.27 22.17 136.94 18.16
82 10.60 37.53 21.38 62.50 67.19
83 10.25 70.15 5.86 30.86 9.50
84 10.81 30.09 18.17 45.46 29.95
85 10.52 67.34 11.75 48.90 16.54
86 11.09 57.30 24.42 125.50 16.54
87 11.09 34.45 20.94 49.79 40.58
88 10.94 54.35 23.93 138.82 19.18
89 10.83 61.89 19.33 80.48 15.27
90 10.75 69.92 9.79 40.71 15.57
91 11.49 39.28 23.10 52.88 50.99
92 11.33 62.81 20.56 81.29 17.40
93 11.44 69.81 10.24 45.42 17.10
94 11.75 51.60 24.04 118.27 21.68
95 11.74 60.38 23.73 113.95 17.55
96 11.71 67.13 16.22 64.75 27.33
97 11.76 45.30 24.30 85.13 37.90
98 11.74 48.24 23.56 100.23 30.32
99 11.60 68.36 14.33 57.07 24.75
100 11.56 42.58 22.46 72.20 58.51
101 11.69 29.18 20.29 37.16 22.47
102 11.80 40.63 22.23 55.64 38.48
103 12.12 64.95 22.66 81.99 52.51
104 11.87 25.34 14.46 29.37 16.91
105 12.14 54.87 25.22 126.76 18.04
106 11.95 32.21 20.44 40.69 25.19
107 12.26 30.26 19.24 37.76 19.62
108 12.70 57.42 25.27 125.51 18.97
109 12.56 27.58 17.32 34.61 17.76
110 12.54 42.47 23.11 55.20 24.40
111 12.93 70.16 14.94 53.74 29.37
112 12.83 39.24 26.26 42.81 25.22
113 13.02 49.56 24.47 97.01 18.82
114 12.56 34.10 18.82 40.82 20.27
115 13.18 62.67 22.75 90.51 32.76
116 12.84 32.98 18.98 36.16 20.23
117 13.04 46.92 27.04 71.58 20.32
118 13.07 67.88 19.86 72.07 37.18
119 12.90 36.69 23.98 41.46 23.24
120 13.18 44.65 23.64 51.56 18.76
121 13.23 31.05 19.40 34.93 18.81
122 13.28 52.19 25.02 117.80 20.02
123 13.28 35.13 21.20 37.67 20.72
124 13.34 59.88 24.75 124.17 21.23
125 13.36 25.92 15.68 31.02 18.54
126 13.17 38.16 22.11 41.53 22.42
127 13.82 65.57 23.42 86.62 36.81
128 13.64 29.10 20.00 33.11 17.48
129 13.83 55.31 26.59 122.22 22.21
130 13.48 37.61 20.50 37.75 25.00
131 13.86 74.50 8.05 37.55 15.39
132 13.73 32.74 19.88 36.36 19.00
133 13.83 37.00 20.36 36.91 20.27
134 13.94 72.38 14.47 50.89 31.01
135 13.95 38.67 24.70 36.23 21.80
136 14.04 42.37 21.38 43.72 20.30
137 14.05 41.18 20.75 42.85 18.45
138 14.40 47.23 24.12 58.01 19.84
139 14.28 68.31 19.64 71.02 48.49
140 14.34 23.14 15.02 30.63 17.11
141 14.35 44.54 22.69 45.99 20.60
142 14.07 26.70 18.50 28.00 17.50
143 14.43 34.67 23.12 36.20 21.32
144 14.52 49.87 25.24 80.19 21.03
145 14.56 57.65 27.48 125.20 25.67
146 14.27 27.80 18.39 32.12 17.55
147 14.68 52.61 25.81 112.02 22.25
148 14.63 29.77 20.03 32.48 19.96
149 14.65 60.87 25.36 115.37 22.95
150 14.62 69.54 22.80 62.80 46.42
151 14.93 32.36 21.26 33.03 19.66
152 14.41 40.40 18.30 41.30 18.96
153 14.45 63.37 23.62 94.71 48.79
154 14.67 25.48 16.03 33.74 17.41
155 14.47 38.09 28.81 33.97 18.90
156 14.59 71.98 16.23 57.49 30.00
157 14.60 36.24 24.81 32.39 20.00
158 14.62 39.40 19.82 35.45 19.59
159 14.77 75.91 7.42 37.10 9.51
160 14.65 42.95 21.00 41.87 21.87
161 14.94 64.39 23.00 81.17 47.90
162 15.31 41.22 22.39 36.32 22.83
163 15.40 55.07 25.70 120.54 24.74
164 15.37 67.11 23.40 81.39 57.41
165 14.94 37.78 20.27 39.60 18.67
166 15.16 22.70 15.96 27.04 17.26
