#<Embryo name> <Cleavage cycle> <Temporal class> <Genes>
kw3 14A 4 even-skipped knirps giant
167 19.06 57.18 21.95 30.84 84.12
168 19.20 33.77 20.26 19.33 42.79
169 19.30 51.43 22.97 25.93 84.71
170 19.17 67.91 21.78 50.04 59.68
171 19.30 23.45 14.41 14.21 44.55
172 19.40 43.27 20.68 24.69 60.43
173 19.54 73.42 17.48 53.44 45.85
174 19.45 46.39 21.97 25.32 74.60
175 19.54 38.28 21.45 23.90 55.40
176 19.52 78.16 13.19 48.16 28.28
177 19.72 31.45 17.45 19.41 48.37
178 19.67 49.19 23.38 28.94 89.88
179 19.72 54.71 22.86 31.49 102.28
180 19.87 59.11 22.15 30.54 96.95
181 19.96 26.32 16.42 15.82 54.82
182 19.97 63.95 21.43 38.69 84.01
183 20.04 76.08 16.46 51.48 43.63
184 20.16 36.25 19.94 22.06 62.82
185 20.29 28.97 17.19 17.94 54.87
186 20.26 61.27 22.70 33.73 92.86
187 20.35 68.97 21.46 50.41 64.61
188 20.28 79.92 12.32 44.41 25.80
189 20.47 44.68 21.91 27.80 95.01
190 20.49 52.77 24.60 29.66 121.47
191 20.53 66.18 22.19 41.37 81.02
192 20.54 71.36 20.31 53.17 57.01
193 20.57 22.10 14.35 13.78 62.69
194 20.58 56.76 23.08 29.30 123.33
195 20.56 47.44 23.97 28.73 109.81
196 20.67 33.65 19.76 20.81 67.81
197 20.83 42.08 23.87 25.39 93.46
198 20.90 39.18 22.23 23.93 82.26
199 21.01 50.31 24.74 29.96 122.53
200 21.19 25.15 16.54 15.37 80.55
201 21.24 74.66 19.56 47.19 54.94
202 21.11 73.27 20.27 54.84 55.20
203 21.38 31.04 19.38 19.66 80.32
204 21.39 54.80 23.58 29.90 134.02
205 21.31 77.32 17.32 46.54 46.40
206 21.32 58.84 24.23 28.98 134.38
207 21.26 62.84 23.46 32.45 105.08
208 21.40 36.33 20.70 23.53 92.44
209 21.60 79.97 15.29 46.29 45.12
210 21.77 28.01 18.34 17.75 96.46
211 21.72 45.04 23.46 28.48 122.10
212 21.72 66.77 23.95 40.19 93.48
213 21.79 47.80 23.40 28.25 136.08
214 21.88 60.89 24.58 31.31 118.74
215 21.88 68.94 22.02 45.13 83.29
216 21.93 52.34 22.64 29.16 143.32
217 21.89 71.47 22.07 45.90 66.13
218 21.97 64.57 22.85 35.05 113.47
219 22.04 22.79 16.04 15.04 92.60
220 22.02 33.51 20.48 23.40 91.97
221 22.06 41.98 23.33 25.71 129.38
222 22.26 56.71 23.01 30.24 140.67
223 22.35 39.76 23.09 25.72 130.83
224 22.42 37.42 22.68 24.32 125.26
225 22.40 75.19 21.94 47.57 65.46
226 22.51 50.18 25.15 29.01 157.73
227 22.86 81.30 17.61 39.20 49.07
228 22.66 78.08 20.99 45.58 60.00
229 22.73 30.06 20.96 19.42 116.43
230 22.76 58.82 25.38 31.62 138.07
231 22.82 25.24 16.27 15.91 108.08
232 22.89 20.42 14.21 12.76 101.52
233 22.88 54.12 24.44 30.62 163.08
234 22.82 44.17 24.96 28.50 147.97
235 22.99 35.16 22.13 23.58 121.43
236 23.03 63.55 23.57 31.51 124.51
237 22.96 47.44 23.43 28.58 148.14
238 23.04 66.59 25.84 36.48 105.42
239 23.07 69.99 25.17 39.78 86.42
240 23.14 72.90 24.01 42.65 78.58
241 23.15 61.09 23.61 29.54 137.09
242 23.25 41.72 21.79 26.84 153.30
243 23.52 27.98 17.49 18.99 124.04
244 23.39 32.40 20.79 22.56 122.45
245 23.55 52.04 26.71 27.37 170.20
246 23.55 56.38 25.83 28.80 156.97
247 23.60 38.65 21.87 25.38 154.48
248 23.70 75.97 26.78 40.51 76.97
249 23.83 45.86 24.54 30.20 162.54
250 23.75 49.39 27.17 28.00 169.80
251 23.94 22.15 16.08 14.73 111.76
252 23.90 79.16 25.52 38.35 73.03
253 24.00 68.31 26.84 34.25 109.29
254 24.11 18.30 15.35 13.24 94.87
255 24.15 43.40 24.92 29.44 157.39
256 24.05 58.88 28.06 31.83 153.91
257 24.29 30.33 20.99 21.30 148.33
258 24.12 64.09 24.95 32.29 132.33
259 24.14 25.53 19.53 17.14 125.38
260 24.23 70.96 28.28 36.21 96.89
261 24.19 34.81 21.40 24.42 154.34
262 24.39 54.26 26.99 31.36 159.40
263 24.27 61.40 28.97 29.93 156.81
264 24.55 37.30 21.56 23.14 164.66
265 24.41 40.82 25.12 26.84 172.58
266 24.51 66.29 26.64 30.57 129.68
267 24.59 73.63 32.02 37.12 99.03
268 24.54 82.25 30.35 32.12 65.23
269 24.59 51.45 27.67 28.59 167.24
270 24.66 56.71 27.63 29.37 153.70
271 24.91 32.50 22.88 21.88 148.88
272 24.90 46.37 28.10 28.26 182.97
273 24.91 48.74 27.73 29.57 175.02
274 25.01 27.67 20.36 19.22 140.44
275 25.05 76.21 36.67 33.43 98.82
276 25.13 23.69 17.85 16.79 122.34
277 25.12 16.13 13.41 12.44 83.67
278 25.15 20.55 16.99 16.08 114.80
279 25.16 62.68 29.00 29.57 159.20
280 25.21 79.41 40.03 32.56 93.39
281 25.14 59.25 28.52 30.56 154.17
282 25.15 68.91 31.43 34.41 119.56
283 25.30 39.36 25.26 26.87 175.61
284 25.30 43.63 25.11 28.37 163.00
285 25.40 64.87 27.79 28.02 157.32
286 25.35 35.44 22.63 23.78 167.85
287 25.52 71.66 38.77 33.43 122.71
288 25.57 52.41 26.81 29.89 180.96
289 25.62 30.12 22.59 22.12 143.08
290 25.66 54.76 28.23 29.30 167.06
291 25.93 41.58 26.21 28.01 174.74
292 25.88 61.24 29.24 28.57 184.66
293 25.92 50.02 26.75 29.40 177.88
294 25.86 57.08 29.88 28.78 169.32
295 25.82 67.01 31.83 33.48 134.76
296 25.85 82.07 55.82 25.62 93.16
297 26.12 18.80 17.88 14.95 103.65
298 25.97 25.92 19.20 17.86 133.50
299 25.78 16.21 16.94 13.31 92.12
300 26.08 33.48 21.77 24.77 153.78
301 26.04 45.62 27.65 28.54 181.04
302 26.34 73.45 55.01 29.20 130.67
303 26.25 76.23 59.13 29.95 120.90
304 26.31 84.84 54.60 21.71 74.87
305 26.27 69.59 44.57 34.05 142.75
306 26.31 22.43 17.88 15.50 116.08
307 26.39 36.24 23.72 25.08 166.98
308 26.40 47.75 28.43 27.09 186.97
309 26.27 59.29 27.79 27.44 176.79
310 26.35 63.88 33.24 28.51 168.85
311 26.44 38.56 26.73 28.44 163.16
312 26.58 28.41 21.97 21.12 141.42
313 26.56 79.16 67.70 26.10 114.06
314 26.65 15.45 14.79 12.27 81.16
315 26.77 31.48 23.79 21.63 155.97
316 26.72 43.64 27.61 29.13 187.39
317 26.67 52.90 30.52 28.75 181.41
318 26.82 55.49 30.56 29.95 180.79
319 26.83 67.37 42.19 31.15 149.40
320 26.94 61.94 34.08 32.75 171.00
321 27.08 70.88 67.67 28.10 148.23
322 27.03 40.50 27.16 26.89 177.84
323 27.12 24.96 19.59 18.22 126.32
324 27.08 50.29 28.00 29.54 180.48
325 27.19 82.42 80.74 22.61 109.18
326 27.13 57.72 33.07 30.00 170.72
327 27.24 65.24 45.77 28.63 169.10
328 27.36 21.27 19.63 17.15 116.21
329 27.44 34.12 24.96 26.18 159.65
330 27.35 60.08 38.11 30.79 162.75
331 27.54 18.09 18.19 14.50 98.56
332 27.47 74.62 91.78 27.06 151.92
333 27.61 45.29 28.62 30.73 179.02
334 27.55 36.50 25.89 24.89 165.17
335 27.55 47.64 29.33 28.74 190.29
336 27.68 77.36 97.74 25.64 142.85
337 27.67 29.55 23.49 20.79 141.46
338 27.69 42.23 27.31 27.94 187.90
339 27.80 52.25 32.89 30.97 184.14
340 27.73 54.67 34.75 30.29 185.33
341 27.79 63.07 47.14 28.95 184.00
342 27.88 14.57 17.81 12.89 83.08
343 27.96 27.07 22.40 19.52 132.55
344 27.97 38.77 27.62 27.63 148.40
345 28.01 80.07 110.79 23.00 129.16
346 27.88 67.70 66.49 29.96 176.24
347 28.03 32.14 27.03 22.86 147.27
348 28.05 72.26 102.96 28.59 176.32
349 28.16 84.67 84.09 18.82 105.77
350 28.26 24.26 23.91 18.93 124.99
351 28.10 57.28 37.78 31.79 195.10
352 28.17 49.76 33.23 30.67 188.87
353 28.40 69.72 103.59 29.58 191.67
354 28.31 65.16 70.82 30.23 185.05
355 28.35 59.56 45.45 32.21 186.14
356 28.50 20.82 24.52 15.14 117.14
357 28.61 61.70 63.59 32.21 197.48
358 28.62 43.43 33.45 29.51 184.49
359 28.58 35.87 29.34 26.26 167.95
360 28.71 40.87 30.37 28.88 177.93
361 28.71 75.13 121.76 25.64 169.04
362 28.80 87.57 68.72 13.94 78.56
363 28.74 46.49 33.87 28.03 189.81
364 28.80 53.10 39.56 32.29 185.97
365 28.73 55.26 43.53 34.42 187.84
366 28.97 18.21 27.84 14.62 114.57
367 28.83 29.20 26.75 20.44 152.77
368 29.00 82.09 102.46 20.63 135.54
369 29.00 67.31 120.57 30.75 200.69
370 29.15 15.68 29.13 14.42 108.58
371 29.13 78.21 118.38 23.26 160.66
372 29.11 31.77 27.42 23.79 154.36
373 29.20 48.56 41.61 31.10 199.00
374 29.22 51.01 39.51 31.07 187.59
375 29.19 26.56 28.21 21.21 145.04
376 29.34 34.43 31.12 25.23 165.74
377 29.18 37.92 31.51 27.90 173.37
378 29.18 63.86 100.18 30.89 204.62
379 29.19 57.10 53.90 32.22 200.20
380 29.16 72.19 138.08 25.98 190.84
381 29.32 23.29 28.11 17.21 131.79
382 29.45 58.94 73.24 30.97 216.76
383 29.51 84.96 96.70 17.18 122.27
384 29.52 44.50 37.50 32.97 196.47
385 29.69 13.26 31.19 12.99 94.27
386 29.71 60.82 96.51 32.83 216.27
387 29.63 69.74 146.73 30.52 208.31
388 29.75 39.80 37.69 28.40 183.43
389 29.77 54.11 56.42 29.87 204.19
390 29.86 65.79 147.67 29.97 222.07
391 29.91 21.06 34.47 18.22 135.10
392 29.84 75.43 134.77 26.63 191.49
393 30.03 42.09 40.84 29.69 184.24
394 30.11 80.23 111.56 20.94 155.82
395 30.02 29.55 32.43 21.47 153.96
396 30.10 46.43 46.59 30.45 205.23
397 30.12 62.58 137.02 29.88 222.52
398 30.20 32.48 36.49 24.29 177.79
399 30.26 36.93 39.96 26.53 181.26
400 30.26 67.80 156.22 31.55 217.32
401 30.24 56.16 78.28 33.93 208.92
402 30.27 26.90 40.44 21.81 158.53
403 30.25 72.55 152.85 28.19 209.16
404 30.39 18.64 40.09 18.46 131.27
405 30.29 50.79 62.33 32.97 212.88
406 30.39 24.24 45.07 19.19 153.95
407 30.44 48.67 56.31 31.74 205.98
408 30.65 86.08 82.12 17.18 126.92
409 30.60 15.98 43.74 15.89 130.11
410 30.65 34.83 45.03 23.79 177.40
411 30.59 58.53 115.87 32.64 228.15
412 30.70 77.47 121.03 22.30 171.36
413 30.73 82.73 91.90 19.88 145.83
414 30.72 52.53 84.78 31.26 223.93
415 30.72 64.32 170.93 31.16 232.59
416 30.76 44.33 53.50 31.79 197.03
417 30.86 70.38 155.96 27.99 218.03
418 30.82 39.22 47.21 29.63 186.82
419 30.98 60.68 144.30 33.53 223.25
420 31.11 12.91 57.59 13.59 115.29
421 31.06 74.60 137.22 27.29 200.96
422 31.17 54.39 118.81 32.83 223.34
423 31.06 30.70 45.13 23.07 167.31
424 31.25 28.18 53.49 22.60 165.14
425 31.13 21.86 58.22 18.29 154.53
426 31.20 41.71 65.10 30.72 201.21
427 31.37 47.05 85.42 32.53 213.79
428 31.37 56.76 134.84 34.22 228.31
429 31.42 67.67 174.52 33.40 226.13
430 31.55 32.93 53.14 25.91 175.49
431 31.42 62.66 168.64 33.05 232.66
432 31.51 65.56 185.03 34.05 231.78
433 31.50 88.44 51.23 16.39 87.34
434 31.47 24.85 60.35 20.65 158.72
435 31.64 79.73 85.78 23.77 159.44
436 31.60 49.69 103.77 33.22 228.55
437 31.68 35.79 66.51 26.58 190.35
438 31.70 18.84 77.17 16.91 149.69
439 31.78 72.45 136.90 27.93 217.79
440 31.82 38.11 74.53 30.06 203.97
441 31.77 15.74 77.74 15.30 141.96
442 31.88 51.94 129.21 34.15 224.73
443 31.91 59.00 166.45 35.39 232.13
444 31.83 44.05 84.77 32.11 217.03
445 31.91 69.63 158.80 31.31 228.59
446 32.00 84.96 69.65 19.78 129.49
447 32.06 76.94 123.84 25.38 218.98
448 32.03 82.48 75.30 19.97 151.44
449 31.96 86.40 64.04 18.96 125.88
450 32.19 26.85 89.56 22.76 178.36
451 32.22 40.35 104.43 28.49 200.08
452 32.21 30.16 78.22 24.94 182.95
453 32.21 21.74 94.17 19.40 163.96
454 32.32 61.17 185.48 35.42 232.75
455 32.37 54.76 158.88 34.84 232.17
456 32.49 74.50 113.00 28.12 203.89
457 32.38 45.88 121.18 33.23 226.47
458 32.46 63.56 176.99 36.21 229.54
459 32.67 42.35 121.10 30.87 213.18
460 32.59 56.86 167.89 34.06 236.71
461 32.63 48.46 152.41 35.18 230.56
462 32.61 66.29 170.93 31.70 233.55
463 32.73 13.57 95.91 15.82 131.31
464 32.66 34.01 94.44 25.23 197.12
465 32.74 10.66 79.55 13.48 116.68
466 32.72 24.34 100.44 21.97 163.82
467 32.96 36.27 122.49 30.01 203.74
468 32.84 71.11 129.81 30.58 221.22
469 32.88 87.46 51.22 16.84 100.48
470 33.05 19.29 116.79 18.20 162.91
471 33.03 68.43 140.83 32.52 223.52
472 33.03 31.90 106.74 26.11 190.96
473 33.12 50.54 165.35 35.46 237.61
474 33.08 52.89 163.62 34.19 234.20
475 33.04 79.83 72.19 23.61 159.63
476 33.07 16.68 108.78 18.29 150.38
477 33.07 38.49 124.88 31.42 211.69
478 33.15 28.71 114.91 24.24 191.44
479 33.12 58.74 173.88 34.35 234.60
480 33.16 83.44 60.61 20.52 134.28
481 33.40 44.25 144.92 33.96 223.13
482 33.43 77.17 75.60 26.01 177.39
483 33.46 21.75 125.20 20.33 177.14
484 33.49 26.34 118.36 21.89 189.75
485 33.46 46.55 164.98 33.43 231.57
486 33.49 61.01 173.20 37.54 234.71
487 33.47 64.53 163.52 34.93 236.75
488 33.67 40.40 150.64 32.64 214.32
489 33.60 55.41 173.60 36.04 238.59
490 33.80 74.86 80.74 26.46 198.82
491 33.86 72.62 89.53 29.24 213.00
492 34.02 66.28 131.71 34.32 228.18
493 33.98 48.39 168.25 34.50 233.44
494 34.04 62.79 153.52 34.46 238.82
495 34.03 24.00 131.98 21.47 186.80
496 34.06 30.48 139.48 26.70 199.47
497 34.06 35.10 145.38 30.11 213.74
498 34.03 11.36 93.61 13.14 130.04
499 34.07 15.19 105.35 15.65 148.27
500 34.12 70.46 102.11 28.69 216.11
501 34.12 85.46 52.54 21.26 107.82
502 34.18 42.43 159.17 31.69 224.84
503 34.28 32.92 147.20 26.26 207.67
504 34.29 88.44 46.29 16.88 80.88
505 34.25 37.78 167.34 32.47 219.78
506 34.26 51.85 177.39 34.88 237.30
507 34.22 81.90 54.61 22.19 122.71
508 34.23 59.11 167.23 36.74 234.20
509 34.34 68.32 113.04 34.53 229.96
510 34.45 18.19 111.85 18.47 165.76
511 34.34 27.95 138.44 24.87 198.92
512 34.52 56.84 157.57 38.44 234.87
513 34.55 54.12 172.63 34.21 236.47
514 34.57 78.74 59.34 27.10 142.60
515 34.63 45.57 164.47 35.00 229.30
516 34.74 20.78 131.11 20.78 164.52
517 34.77 49.74 172.69 34.34 234.88
518 34.94 64.52 123.52 36.24 231.03
519 34.98 76.01 67.10 28.22 172.70
520 34.91 40.42 175.52 31.35 226.32
521 34.97 61.78 123.69 35.78 230.75
522 35.00 13.60 104.09 15.47 146.37
523 35.11 25.54 132.49 22.53 185.27
524 35.13 73.21 74.80 31.37 191.65
525 35.26 23.18 127.89 21.32 163.90
526 35.18 36.00 166.91 31.16 222.19
527 35.31 9.96 79.28 13.32 114.86
528 35.25 43.30 157.39 35.87 224.42
529 35.30 31.07 154.13 28.08 199.68
530 35.31 59.59 122.21 34.19 233.63
531 35.30 66.65 96.05 32.58 221.50
532 35.27 69.69 83.20 30.35 208.23
533 35.51 38.39 171.60 32.13 219.43
534 35.45 47.67 160.12 37.17 237.31
535 35.37 84.96 57.52 20.59 91.20
536 35.38 28.39 148.38 25.76 196.78
537 35.62 33.79 166.10 31.54 210.74
538 35.42 81.18 53.71 22.39 110.10
539 35.56 52.54 159.03 36.12 235.60
540 35.72 16.28 92.66 18.39 151.88
541 35.61 88.45 53.69 19.07 65.29
542 35.66 55.07 139.13 35.10 230.50
543 35.85 57.29 119.49 35.45 229.61
544 35.77 19.07 105.34 19.66 157.74
545 35.82 45.33 152.21 35.31 230.08
546 35.89 50.24 148.04 35.00 234.53
547 36.12 70.99 63.04 31.46 191.19
548 35.99 77.53 55.09 28.52 120.96
549 35.97 41.09 153.57 32.53 229.00
550 36.01 63.89 92.98 31.52 227.05
551 36.24 91.25 64.13 15.92 35.68
552 36.13 12.79 78.81 15.47 134.66
553 36.20 21.61 104.95 22.16 170.26
554 36.22 26.19 131.07 24.16 193.33
555 36.21 61.77 88.90 36.62 221.44
556 36.27 68.50 71.13 32.40 202.59
557 36.31 75.01 59.86 30.56 151.22
558 36.43 36.74 150.64 33.12 216.10
559 36.34 66.26 74.98 32.71 206.07
560 36.52 72.88 64.28 29.92 172.88
561 36.49 31.01 134.04 27.80 206.18
562 36.46 59.39 100.13 34.91 224.14
563 36.60 28.58 135.82 26.52 194.33
564 36.54 43.03 134.71 33.23 225.55
565 36.63 82.29 61.91 24.04 84.60
566 36.64 79.55 58.96 26.46 96.93
567 36.74 85.05 66.92 21.18 63.92
568 36.65 48.28 131.92 35.46 232.87
569 36.84 23.96 108.60 22.50 171.40
570 36.81 39.26 138.40 32.51 227.19
571 36.87 9.75 59.15 14.19 101.92
572 36.77 52.08 122.27 35.49 237.14
573 36.75 54.47 110.54 36.20 229.35
574 36.92 33.10 129.21 27.84 206.32
575 36.85 45.94 131.78 35.81 223.67
576 36.93 18.85 86.80 19.74 157.10
577 37.04 87.90 76.31 19.38 48.24
578 37.05 15.81 72.97 16.65 137.65
579 37.23 35.21 130.76 27.58 207.78
580 37.07 56.95 93.27 35.85 215.57
581 37.27 65.13 70.75 33.90 200.22
582 37.36 63.23 73.19 34.99 203.38
583 37.43 49.98 96.37 35.30 223.09
584 37.39 13.05 65.02 18.23 124.87
585 37.49 41.78 107.99 34.92 218.87
586 37.42 77.09 66.33 25.92 97.98
587 37.48 26.56 110.12 23.19 176.10
588 37.47 61.03 74.81 35.28 208.49
589 37.55 67.20 63.42 34.65 171.61
590 37.60 69.28 63.14 35.12 160.15
591 37.51 71.34 66.70 31.25 150.88
592 37.53 21.68 81.36 21.33 163.81
593 37.62 73.99 67.51 33.09 123.82
594 37.66 44.35 104.96 33.73 211.61
595 37.75 90.36 80.59 17.85 29.45
596 37.68 30.36 118.42 27.26 197.34
597 37.84 58.90 75.64 36.97 203.49
598 37.90 37.24 109.12 33.43 201.05
599 37.85 47.46 98.67 35.03 210.91
600 37.92 54.57 79.08 38.38 210.22
601 37.95 79.87 80.74 25.84 74.79
602 37.94 83.33 82.74 24.19 57.59
603 38.05 39.69 104.73 30.80 207.08
604 38.04 51.90 86.81 37.64 215.17
605 38.10 18.31 65.50 18.37 140.72
606 38.24 32.39 104.60 26.55 192.30
607 38.29 11.06 50.12 15.47 97.63
608 38.22 24.06 87.35 21.15 146.67
609 38.29 28.57 94.13 27.41 166.39
610 38.30 56.83 72.76 36.24 201.54
611 38.38 86.57 96.91 21.18 39.27
612 38.46 34.63 107.20 30.01 188.18
613 38.48 75.77 85.18 31.03 87.28
614 38.53 14.54 54.86 17.73 117.82
615 38.57 65.48 65.51 35.70 148.27
616 38.53 62.75 67.24 36.33 170.81
617 38.75 92.20 79.94 17.01 19.70
618 38.75 21.15 66.06 21.27 138.41
619 38.63 42.64 88.04 33.22 203.34
620 38.61 45.58 84.90 37.11 197.36
621 38.69 49.07 80.12 34.89 197.84
622 38.75 67.93 73.45 32.34 123.72
623 38.68 71.18 83.70 32.07 113.68
624 38.88 26.18 75.84 24.86 139.34
625 38.84 60.43 72.78 37.35 172.43
626 38.85 73.58 87.34 31.80 97.17
627 39.06 78.20 107.63 28.53 60.36
