#<Embryo name> <Cleavage cycle> <Temporal class> <Genes>
kf7 14A 6 even-skipped Kruppel hunchback
1249 57.29 89.30 87.76 59.10 3.83
1250 57.55 78.98 102.34 71.34 4.44
1251 57.50 52.50 137.91 147.05 8.14
1252 57.62 86.04 87.51 57.94 3.88
1253 57.72 28.67 53.54 139.80 6.39
1254 57.80 93.92 45.09 43.75 2.06
1255 57.58 64.95 127.84 123.45 6.47
1256 57.72 38.28 73.16 155.10 8.87
1257 57.79 76.08 95.61 76.98 5.15
1258 57.95 18.59 48.59 144.04 5.86
1259 57.84 71.86 115.37 89.45 5.09
1260 57.93 14.46 55.61 128.60 5.38
1261 57.98 26.63 48.62 133.00 5.90
1262 57.98 43.76 73.27 139.89 6.81
1263 57.82 41.56 81.98 135.86 7.47
1264 57.87 54.78 91.47 142.49 7.51
1265 58.00 57.21 78.50 137.52 7.08
1266 58.00 88.89 70.94 46.25 2.91
1267 58.03 24.53 50.37 136.42 6.10
1268 58.10 36.09 44.26 128.37 6.53
1269 58.03 62.64 109.05 114.05 6.08
1270 58.23 20.84 40.72 132.16 5.99
1271 58.10 30.60 48.60 127.75 5.88
1272 57.96 46.54 80.30 131.83 6.00
1273 58.17 83.60 79.66 56.21 4.11
1274 58.18 33.94 45.48 119.53 6.13
1275 58.09 51.24 82.69 138.06 7.24
1276 58.09 59.05 100.69 135.28 7.18
1277 58.24 67.13 79.20 101.32 5.70
1278 58.46 39.70 49.88 119.36 6.27
1279 58.28 9.56 36.38 110.76 4.08
1280 58.39 49.35 65.92 121.76 6.76
1281 58.37 69.87 69.92 95.97 5.27
1282 58.52 91.77 56.00 45.22 2.64
1283 58.52 12.11 42.76 118.12 4.88
1284 58.60 53.24 65.25 117.97 6.94
1285 58.60 74.50 77.31 71.48 3.60
1286 58.58 77.81 73.41 65.38 3.86
1287 58.69 16.35 39.41 111.91 4.83
1288 58.57 81.07 59.52 60.57 4.06
1289 58.63 64.52 60.57 106.32 5.76
1290 58.81 23.05 35.60 115.37 5.44
1291 58.70 60.48 67.41 118.23 5.89
1292 58.71 87.50 43.21 45.60 3.37
1293 58.78 8.34 38.30 101.14 4.13
1294 58.84 32.13 37.07 103.09 5.54
1295 58.85 37.64 39.40 101.17 5.93
1296 58.83 45.31 48.74 110.92 5.70
1297 58.94 41.56 47.76 106.34 6.00
1298 58.98 27.95 36.52 98.25 5.24
1299 58.84 47.46 52.11 109.74 6.25
1300 58.91 55.70 55.81 111.49 5.95
1301 58.89 72.00 67.61 76.57 4.81
1302 59.03 6.03 30.36 78.52 3.21
1303 58.95 85.37 50.26 59.17 3.61
1304 59.18 25.41 38.85 102.60 4.54
1305 59.17 18.99 34.33 103.94 5.31
1306 59.27 29.94 39.99 86.62 5.56
1307 59.19 58.16 50.05 100.05 7.11
1308 59.15 68.36 55.79 88.41 5.45
1309 59.24 34.51 41.50 85.73 4.55
1310 59.26 62.21 56.65 101.47 5.79
1311 59.31 43.34 46.21 100.06 5.70
1312 59.28 51.45 52.20 113.72 5.45
1313 59.40 90.09 32.11 46.49 2.98
1314 59.50 66.24 46.52 81.42 5.01
1315 59.56 13.88 25.72 81.26 3.92
1316 59.62 82.85 40.38 49.90 3.70
1317 59.32 7.17 28.41 79.09 3.32
1318 59.57 80.02 44.45 58.90 3.40
1319 59.65 10.31 27.94 93.29 4.64
1320 59.63 21.59 33.80 88.39 4.54
1321 59.60 49.42 46.35 92.93 5.07
1322 59.48 88.21 35.96 46.73 2.81
1323 59.76 36.72 48.01 82.39 5.32
1324 59.68 74.47 52.79 64.58 4.16
1325 59.66 39.56 48.83 86.84 4.91
1326 59.70 53.65 49.36 98.80 5.73
1327 59.81 70.03 56.81 73.52 4.77
1328 59.72 64.19 44.65 84.43 6.20
1329 59.75 77.56 47.54 55.66 3.32
1330 59.76 46.92 50.40 86.22 5.81
1331 59.79 92.09 27.78 39.37 2.35
1332 59.70 85.65 41.07 47.72 3.00
1333 59.90 16.67 29.02 80.15 3.95
1334 59.89 60.51 48.16 91.60 5.32
1335 59.95 72.28 49.75 66.16 4.59
1336 59.88 55.90 52.02 87.24 5.62
1337 59.88 31.90 67.00 73.49 5.04
1338 60.05 44.65 62.90 80.36 5.30
1339 60.11 26.99 56.75 73.61 3.87
1340 60.14 87.62 33.11 44.08 3.09
1341 60.24 7.85 22.58 66.79 3.62
1342 60.21 24.24 49.33 75.04 4.38
1343 60.21 41.87 68.58 78.47 5.23
1344 60.27 58.52 49.47 88.96 5.48
1345 60.38 67.49 45.90 70.67 4.84
1346 60.39 19.34 36.18 76.09 4.16
1347 60.31 34.25 97.78 62.60 3.98
1348 60.41 29.32 85.05 62.94 4.17
1349 60.39 51.55 52.11 77.75 5.32
1350 60.56 62.29 45.98 75.99 5.20
1351 60.69 93.53 16.07 28.96 1.59
1352 60.47 48.39 66.67 71.77 5.31
1353 60.68 13.65 32.56 65.90 3.52
1354 60.63 90.41 25.06 39.66 2.33
1355 60.67 11.46 25.23 61.28 3.12
1356 60.58 39.03 87.75 66.97 4.89
1357 60.59 79.14 40.51 47.68 3.46
1358 60.77 85.30 30.60 36.53 2.98
1359 60.70 64.89 43.30 72.84 4.49
1360 60.70 21.81 56.08 63.63 3.98
1361 60.62 54.08 54.70 76.77 5.48
1362 60.72 73.99 41.47 55.97 3.46
1363 60.76 14.92 33.50 66.55 3.64
1364 60.82 76.36 39.53 49.16 3.57
1365 60.85 82.97 33.10 42.43 3.87
1366 60.76 80.84 34.58 47.72 3.49
1367 60.81 36.59 99.05 56.87 4.55
1368 60.88 45.92 121.48 64.51 5.01
1369 60.84 31.91 105.79 62.85 4.20
1370 60.94 56.29 83.86 66.97 4.79
1371 60.94 71.50 46.60 57.31 3.81
1372 61.12 43.54 148.73 56.30 4.65
1373 61.06 68.85 55.10 61.99 4.12
1374 61.07 17.01 53.69 63.55 3.87
1375 61.24 25.16 98.17 48.66 3.27
1376 61.28 27.68 114.51 49.61 3.99
1377 61.24 49.79 102.87 52.43 4.36
1378 61.21 60.35 76.72 60.89 4.57
1379 61.27 41.22 142.28 57.20 4.69
1380 61.41 86.99 33.04 31.68 2.79
1381 61.24 9.90 29.41 50.29 3.38
1382 61.38 34.48 146.99 50.32 4.34
1383 61.41 58.20 109.13 58.69 4.17
1384 61.51 51.67 108.14 51.88 4.22
1385 61.36 8.21 28.98 50.71 3.41
1386 61.54 30.14 139.55 47.29 4.37
1387 61.58 47.81 149.37 54.23 4.35
1388 61.61 38.89 158.28 49.74 4.15
1389 61.56 65.97 64.43 64.73 4.43
1390 61.58 78.16 53.04 43.33 3.09
1391 61.67 19.67 86.01 46.54 3.12
1392 61.65 22.30 108.37 51.19 3.88
1393 61.73 53.38 136.20 51.42 4.52
1394 61.57 63.41 60.61 63.92 4.60
1395 61.74 12.81 61.41 50.84 3.24
1396 61.97 81.13 51.85 35.48 3.54
1397 61.71 92.18 23.00 28.34 1.98
1398 61.70 89.84 28.35 32.60 2.02
1399 61.99 15.02 82.59 46.00 2.75
1400 61.89 32.44 163.70 42.52 2.95
1401 61.94 55.48 142.44 45.80 3.99
1402 61.73 73.59 58.31 44.32 3.59
1403 61.92 36.41 152.01 50.02 4.02
1404 61.85 70.08 78.02 46.85 3.66
1405 61.69 79.86 54.77 35.62 3.62
1406 61.96 83.39 56.73 28.96 2.90
1407 62.04 45.88 169.96 46.24 4.43
1408 62.15 76.11 60.35 35.61 3.14
1409 62.39 10.57 69.29 39.18 2.98
1410 62.16 61.59 135.74 50.33 3.73
1411 62.17 67.77 84.00 51.30 4.27
1412 62.23 17.36 97.49 40.42 3.22
1413 62.00 88.21 36.47 26.18 2.35
1414 62.35 26.45 136.77 38.59 2.82
1415 62.40 43.76 177.14 43.17 4.01
1416 62.40 23.86 113.43 40.93 3.03
1417 62.34 41.68 175.92 46.78 4.55
1418 62.45 59.55 167.39 43.76 4.10
1419 62.23 6.71 35.14 33.65 2.32
1420 62.48 28.98 147.59 35.89 3.32
1421 62.15 80.04 57.55 35.73 2.91
1422 62.65 86.68 54.76 22.12 2.13
1423 62.43 49.74 171.35 44.42 3.73
1424 62.55 71.78 120.71 40.19 3.37
1425 62.56 57.33 177.89 41.53 3.99
1426 62.62 34.07 148.14 39.66 3.46
1427 62.64 37.84 176.52 41.83 3.92
1428 62.86 63.33 162.02 39.94 4.34
1429 62.73 65.50 121.61 46.22 4.16
1430 62.64 78.63 77.61 34.07 2.88
1431 62.43 88.64 36.64 21.36 2.00
1432 62.75 74.35 101.42 36.89 3.46
1433 62.82 20.89 112.43 35.50 3.25
1434 62.86 40.00 181.18 37.87 3.57
1435 62.75 90.71 38.91 22.74 1.95
1436 62.85 31.42 126.58 34.70 3.83
1437 62.81 51.91 170.59 43.96 3.64
1438 62.80 8.77 63.05 29.74 2.93
1439 63.35 12.40 85.87 30.46 2.65
1440 63.06 48.11 149.44 36.30 4.01
1441 62.86 54.12 182.88 42.45 3.88
1442 63.15 69.72 151.51 35.40 3.95
1443 63.04 83.66 104.68 24.47 2.51
1444 63.21 18.22 87.57 31.25 2.72
1445 63.23 35.78 118.82 37.75 3.72
1446 63.19 46.01 151.62 38.17 3.91
1447 63.27 67.45 177.87 40.83 3.61
1448 63.45 15.65 75.81 29.11 2.74
1449 63.44 25.26 127.56 33.22 3.46
1450 63.46 80.52 112.88 24.61 2.51
1451 63.36 92.86 36.24 17.22 1.37
1452 63.46 28.05 97.41 31.52 3.10
1453 63.47 55.99 172.54 38.37 4.14
1454 63.46 61.00 181.70 38.76 3.74
1455 63.67 75.58 154.50 27.93 3.20
1456 63.59 22.70 86.42 29.43 2.77
1457 63.64 42.22 121.45 34.40 4.00
1458 63.63 44.20 162.33 39.35 3.84
1459 63.56 58.53 188.01 37.31 4.08
1460 63.69 50.58 160.19 36.66 4.00
1461 63.84 77.67 136.76 24.70 2.77
1462 63.85 87.76 100.35 19.11 2.08
1463 63.55 72.46 142.18 31.62 3.37
1464 63.69 38.17 104.87 36.13 3.84
1465 63.82 30.70 88.26 30.11 2.97
1466 63.72 33.52 72.77 33.64 3.00
1467 63.88 90.29 76.75 17.17 1.80
1468 63.82 9.97 75.32 27.67 3.11
1469 63.76 53.34 166.75 33.44 4.17
1470 63.98 64.27 182.78 35.95 3.70
1471 63.99 40.40 118.06 32.74 3.88
1472 64.10 19.84 85.48 26.71 2.85
1473 64.16 84.67 131.65 19.31 2.35
1474 64.19 66.47 195.30 33.57 3.45
1475 64.25 48.60 108.19 32.65 3.68
1476 64.35 68.84 181.60 30.13 3.55
1477 64.58 13.26 58.06 24.30 2.32
1478 64.29 16.74 63.00 23.95 2.69
1479 64.27 36.41 63.61 28.57 3.51
1480 64.36 46.43 123.45 34.92 3.12
1481 64.36 62.32 163.19 31.45 3.52
1482 64.44 71.08 171.23 27.08 3.48
1483 64.43 26.51 66.21 27.15 2.64
1484 64.81 92.32 57.62 15.56 1.41
1485 64.65 24.24 50.94 26.66 2.90
1486 64.47 55.30 135.25 33.46 4.22
1487 64.56 60.02 149.94 28.95 3.29
1488 64.49 73.59 160.22 26.16 2.78
1489 64.53 81.62 128.38 19.23 2.47
1490 64.57 28.96 55.34 26.97 3.09
1491 64.66 32.51 57.51 27.79 3.32
1492 64.58 57.75 151.20 31.75 3.29
1493 64.52 17.99 61.92 25.05 2.89
1494 64.74 21.72 61.46 25.16 2.22
1495 64.82 34.68 45.96 28.62 3.03
1496 64.67 43.91 111.76 31.74 3.59
1497 64.66 52.62 122.30 31.87 3.22
1498 64.76 39.03 68.57 29.86 3.50
1499 64.90 79.08 125.94 19.65 2.38
1500 64.97 50.37 102.30 32.86 3.67
1501 64.99 75.87 136.20 21.86 2.87
1502 65.00 41.57 65.29 30.53 3.23
1503 65.04 65.22 140.02 30.56 3.09
1504 65.15 15.56 39.90 23.39 2.51
1505 65.13 89.62 80.92 13.87 1.99
1506 65.17 30.58 41.41 28.63 3.62
1507 65.21 86.76 111.18 16.25 1.80
1508 65.23 36.94 48.36 27.71 3.42
1509 65.39 10.52 42.56 20.78 2.40
1510 65.30 67.56 163.38 26.42 3.18
1511 65.42 83.61 119.60 16.35 2.37
1512 65.36 27.35 38.69 25.63 2.91
1513 65.31 48.22 73.58 30.12 3.48
1514 65.40 20.12 37.56 20.87 2.68
1515 65.43 54.34 79.49 28.55 3.33
1516 65.40 45.87 62.19 30.32 3.75
1517 65.55 61.08 120.34 29.84 3.89
1518 65.52 63.39 120.03 27.06 3.23
1519 65.50 56.84 91.87 30.57 3.77
1520 65.55 70.03 158.94 25.00 3.27
1521 65.52 17.72 37.73 22.93 2.63
1522 65.54 72.84 161.71 23.24 2.98
1523 65.80 14.20 36.39 21.14 2.02
1524 65.68 22.79 38.32 21.61 2.53
1525 65.69 43.54 50.91 29.33 3.58
1526 65.73 52.01 70.21 28.60 3.73
1527 65.78 25.30 35.38 23.34 2.49
1528 65.72 33.74 40.57 27.75 3.25
1529 65.77 58.96 92.66 28.56 3.26
1530 65.83 77.09 107.40 19.45 2.71
1531 65.51 85.14 121.64 19.64 1.64
1532 65.69 39.07 42.44 27.85 3.23
1533 65.95 81.40 104.08 16.24 2.29
1534 65.97 31.50 41.00 25.92 2.94
1535 65.96 29.09 38.80 26.41 3.10
1536 66.06 36.31 47.31 25.99 2.97
1537 66.04 41.24 45.19 29.01 3.41
1538 66.08 65.91 104.96 23.22 3.07
1539 66.20 91.24 56.74 10.94 1.26
1540 66.13 50.12 57.43 27.40 3.15
1541 66.12 12.51 36.33 22.27 2.24
1542 66.29 74.74 92.79 19.69 2.98
1543 66.47 79.18 90.16 15.87 2.62
1544 66.35 88.81 89.34 13.79 1.77
1545 66.20 47.75 49.05 28.06 3.92
1546 66.34 45.39 54.00 27.41 3.67
1547 66.39 68.54 94.78 23.65 2.77
1548 66.43 16.89 30.58 18.21 2.18
1549 66.30 18.89 31.12 18.94 2.09
1550 66.45 27.24 47.31 23.14 2.62
1551 66.35 53.64 51.41 26.98 4.10
1552 66.41 56.05 54.67 27.03 3.46
1553 66.51 71.44 110.06 21.22 2.92
1554 66.56 85.50 104.82 14.44 1.70
1555 66.37 20.30 30.12 20.86 2.38
1556 66.47 62.95 67.58 25.75 2.68
1557 66.67 34.86 58.23 27.21 3.27
1558 66.55 38.74 53.96 27.83 3.42
1559 66.57 22.69 41.03 20.82 2.61
1560 66.70 43.30 59.53 27.59 3.41
1561 66.76 15.13 32.54 19.07 2.65
1562 66.74 60.66 59.42 25.14 3.26
1563 66.83 32.68 71.23 24.70 2.76
1564 66.77 58.25 56.13 25.87 3.58
1565 66.68 11.53 32.18 18.82 2.00
1566 66.84 30.14 57.28 23.75 2.82
1567 66.86 52.07 50.84 25.31 3.26
1568 67.14 24.83 64.47 21.54 2.59
1569 67.00 49.32 49.92 28.29 3.05
1570 67.00 65.13 61.99 23.00 3.17
1571 67.17 36.70 78.45 25.07 2.84
1572 67.06 41.19 57.58 27.72 3.25
1573 67.10 47.10 53.77 28.51 3.25
1574 67.14 76.61 69.38 16.72 2.95
1575 67.16 82.76 69.03 13.49 2.36
1576 67.19 73.53 68.87 17.78 2.30
1577 67.17 54.68 52.47 26.69 3.00
1578 67.30 67.59 54.76 20.22 2.78
1579 67.38 20.87 54.52 20.38 2.71
1580 67.32 12.03 30.80 17.93 2.32
1581 67.42 18.70 50.26 18.23 2.30
1582 67.35 69.96 59.51 19.45 2.75
1583 67.43 45.05 80.99 27.86 3.47
1584 67.37 80.99 65.18 12.86 2.66
1585 67.65 28.95 115.00 21.90 2.70
1586 67.44 62.97 48.40 24.49 3.52
1587 67.59 16.70 43.95 18.69 2.21
1588 67.59 26.70 75.54 21.00 2.93
1589 67.52 39.15 101.92 25.01 3.63
1590 67.68 88.10 67.01 11.65 2.03
1591 67.71 51.26 66.88 25.32 3.53
1592 67.60 56.57 57.20 26.68 3.54
1593 67.72 78.84 58.49 14.82 3.29
1594 67.69 33.69 95.97 25.84 3.00
1595 67.76 42.92 107.48 27.33 3.73
1596 67.68 58.98 51.38 26.96 3.70
1597 67.83 85.52 68.15 13.02 2.10
1598 67.88 14.48 47.28 17.02 2.12
1599 67.96 22.90 89.63 22.16 2.32
1600 68.04 31.28 121.85 23.85 3.29
1601 67.85 53.43 60.60 27.25 3.65
1602 67.87 61.19 54.62 22.99 3.55
1603 67.95 48.98 84.90 25.96 3.35
1604 67.96 72.12 47.12 18.63 2.44
1605 67.95 65.70 44.71 20.85 2.79
1606 68.13 74.80 50.42 16.33 2.82
1607 68.29 35.34 154.78 24.64 3.44
1608 68.22 40.80 150.57 27.54 3.76
1609 68.16 46.83 94.75 26.75 3.74
1610 68.31 37.48 157.82 25.40 3.16
1611 68.27 12.88 53.59 17.02 2.52
1612 68.41 70.03 38.05 18.23 2.56
1613 68.39 81.54 50.44 13.57 2.12
1614 68.54 55.18 94.18 24.85 3.24
1615 68.38 67.77 42.93 20.91 2.84
1616 68.41 76.91 44.90 15.09 2.82
1617 68.37 64.04 49.74 21.13 3.43
1618 68.62 25.29 106.75 20.38 2.66
1619 68.53 17.92 85.13 18.76 2.76
1620 68.59 57.49 78.29 25.07 3.31
1621 68.66 27.57 143.70 22.10 3.08
1622 68.65 44.93 137.75 26.48 3.68
1623 68.77 20.59 101.92 18.77 2.72
1624 68.67 59.75 81.77 23.30 2.99
1625 68.79 33.20 148.37 23.38 3.43
1626 69.03 16.15 89.21 17.14 2.70
1627 68.78 50.64 142.66 26.21 3.04
1628 68.85 52.90 124.05 26.02 3.23
1629 68.77 83.93 42.61 12.09 1.97
1630 68.94 86.29 38.48 10.50 1.76
1631 68.86 42.83 163.37 24.99 3.32
1632 68.89 62.27 82.60 23.24 3.55
1633 68.98 89.18 30.84 9.22 1.62
1634 69.04 38.78 170.70 25.67 3.74
1635 68.81 73.06 40.95 16.94 2.38
1636 69.12 29.73 140.86 21.51 3.17
1637 68.87 19.20 99.63 19.11 2.81
1638 69.01 48.24 168.99 28.03 3.83
1639 69.06 66.07 48.45 19.65 2.88
1640 69.12 14.42 97.16 17.58 2.30
1641 69.25 78.98 37.22 12.27 2.31
1642 69.23 23.15 119.29 19.66 2.72
1643 69.11 10.51 63.03 16.28 2.44
1644 69.67 12.05 89.28 16.43 2.54
1645 69.34 68.72 53.92 19.07 2.70
1646 69.40 71.32 43.69 16.57 2.63
1647 69.42 40.88 192.87 27.29 3.77
1648 69.48 36.19 137.35 24.52 3.94
1649 69.64 46.53 175.54 25.86 3.65
1650 69.62 31.74 130.87 22.01 3.71
1651 69.60 56.38 153.07 25.27 3.43
1652 69.71 63.75 105.86 22.04 3.25
1653 69.48 76.56 36.41 15.30 2.04
1654 69.48 81.69 34.79 11.68 2.27
1655 69.59 58.67 151.22 24.60 3.42
1656 69.75 27.52 116.70 21.00 3.28
1657 69.73 74.07 47.71 15.49 2.57
1658 69.90 33.97 131.24 24.28 3.62
1659 69.96 44.72 184.77 25.71 4.10
1660 69.94 54.33 168.02 25.91 4.53
1661 70.11 17.69 110.46 18.46 3.04
1662 69.81 49.61 189.30 26.30 3.69
1663 69.87 52.08 182.65 27.06 3.37
1664 69.86 61.19 112.58 22.93 3.13
1665 69.80 83.17 34.00 12.50 1.88
1666 70.01 20.74 115.65 19.42 3.15
1667 70.06 25.21 112.72 21.03 3.41
1668 70.01 42.69 180.52 25.05 4.00
1669 70.04 65.98 94.78 21.27 3.09
1670 70.09 88.02 27.32 9.80 1.88
1671 70.18 39.13 169.56 24.95 3.96
1672 70.30 77.75 37.20 13.59 2.12
1673 70.34 70.26 102.50 17.47 2.86
1674 70.34 68.01 107.72 18.75 3.28
1675 70.40 81.09 32.90 12.61 2.33
1676 70.44 29.89 95.45 21.21 3.36
1677 70.49 37.22 128.99 23.76 4.28
1678 70.50 13.52 90.94 15.65 2.87
1679 70.58 15.55 98.25 17.96 2.90
1680 70.54 22.95 101.20 19.38 3.76
1681 70.63 75.49 56.91 14.46 2.35
1682 70.64 47.90 155.44 25.56 4.37
1683 70.67 57.75 182.40 23.86 3.47
1684 70.64 59.85 172.87 23.63 3.55
1685 70.78 72.71 91.49 15.55 2.42
1686 70.78 41.22 136.48 25.21 4.53
1687 70.80 35.09 106.24 24.01 4.16
1688 70.84 50.01 168.70 24.43 3.95
1689 70.92 55.73 173.60 24.74 3.74
1690 70.86 27.31 77.72 20.40 3.93
1691 70.89 32.16 101.54 21.55 3.77
1692 70.86 64.27 143.17 20.08 3.15
1693 71.01 52.14 152.25 25.61 3.89
1694 71.16 46.35 153.07 24.68 4.78
1695 71.06 61.85 169.42 22.63 3.52
1696 71.12 86.41 27.33 8.87 1.22
1697 71.04 43.71 137.96 25.57 4.62
1698 71.19 21.05 74.81 19.63 2.92
1699 71.08 84.33 30.57 10.94 1.57
1700 71.21 88.90 19.50 7.68 1.77
1701 71.28 66.57 158.24 18.92 3.18
1702 71.21 79.17 52.75 11.68 2.15
1703 71.37 53.93 147.24 25.24 3.63
1704 71.33 19.31 72.26 17.17 3.16
1705 71.39 24.92 69.15 19.00 4.07
1706 71.45 69.06 162.59 18.71 3.25
1707 71.34 39.22 93.05 22.94 4.85
1708 71.59 29.12 61.17 19.25 5.01
1709 71.50 14.89 64.46 16.46 3.50
1710 71.58 16.89 64.78 16.03 2.95
1711 71.61 80.96 49.47 11.94 2.48
1712 71.61 36.77 71.67 23.23 5.27
1713 71.66 71.43 133.98 17.91 3.04
1714 71.66 33.79 72.40 21.74 5.19
1715 71.85 82.59 49.41 10.92 1.93
1716 71.88 22.71 56.31 16.39 3.91
1717 71.73 59.84 159.77 20.77 4.07
1718 71.88 63.30 184.37 21.74 3.47
1719 71.94 74.73 138.94 13.85 2.86
1720 71.83 57.28 167.34 24.36 3.19
1721 71.77 49.91 134.08 23.44 4.39
1722 71.98 41.63 77.02 24.08 4.88
1723 72.03 31.38 64.15 20.89 5.62
1724 71.94 44.85 91.73 25.24 4.97
1725 72.16 26.55 48.06 19.80 5.34
1726 72.36 48.09 95.72 23.05 5.43
1727 72.12 84.83 42.04 9.45 1.52
1728 72.25 52.44 126.08 23.65 5.30
1729 72.24 65.53 160.69 19.79 3.28
1730 72.33 78.76 94.54 12.13 2.19
1731 72.00 88.10 26.53 7.40 2.67
1732 72.32 20.54 45.67 17.53 4.11
1733 72.32 39.29 55.45 22.31 5.39
1734 72.41 35.33 52.40 22.36 7.65
1735 72.36 54.84 141.36 24.95 4.72
1736 72.33 87.01 31.71 8.08 1.58
1737 72.13 14.73 49.88 14.62 2.62
1738 72.52 67.85 177.89 18.60 3.19
1739 72.61 17.30 42.42 17.00 4.14
1740 72.64 18.93 37.97 15.92 4.44
1741 72.38 24.28 40.04 17.38 6.81
1742 72.68 61.61 156.53 21.84 3.88
1743 72.65 70.22 172.83 17.75 2.75
1744 72.80 72.90 169.12 15.87 2.68
1745 72.76 29.26 41.76 19.22 7.05
1746 72.85 37.30 40.09 21.64 8.35
1747 72.73 43.11 55.68 23.95 6.64
1748 72.71 58.95 138.94 22.36 4.19
1749 72.82 76.93 137.97 12.88 2.17
1750 72.97 14.39 39.10 15.30 4.83
1751 72.79 33.09 41.79 20.40 8.09
1752 72.80 50.66 76.97 23.90 5.66
1753 72.91 15.78 42.44 17.77 4.15
1754 72.97 45.32 51.37 24.32 7.07
1755 72.99 56.74 134.24 25.38 4.82
1756 73.00 81.58 78.25 10.52 2.44
1757 73.04 64.15 144.55 21.31 3.55
1758 72.91 22.04 34.30 16.53 6.33
1759 72.93 23.98 34.13 16.76 5.63
1760 73.16 26.85 31.40 19.36 7.67
1761 73.21 85.35 55.42 10.05 1.70
1762 73.30 41.41 41.14 21.74 9.20
1763 73.27 74.95 156.34 14.13 2.69
1764 73.37 47.49 59.00 23.18 7.29
1765 73.46 31.32 32.84 20.86 12.60
1766 73.35 39.33 36.56 23.19 10.95
1767 73.58 52.50 70.25 22.95 5.68
1768 73.46 54.73 84.46 23.16 5.46
1769 73.49 66.50 146.12 18.89 3.88
1770 73.35 87.81 37.00 8.50 1.39
1771 73.54 20.79 29.54 17.31 6.23
1772 73.47 35.10 37.00 22.49 12.81
1773 73.62 49.68 56.79 22.36 6.12
1774 73.77 68.88 145.00 16.87 2.84
1775 73.71 79.81 112.22 11.58 2.35
1776 73.74 60.75 107.95 21.75 4.39
1777 73.80 25.04 27.70 17.95 11.77
1778 73.77 58.68 99.92 21.11 5.20
1779 73.96 29.30 29.92 20.17 14.43
1780 73.64 71.11 150.56 16.11 3.67
1781 73.70 86.88 45.80 8.11 1.37
1782 73.70 17.00 27.18 16.03 7.61
1783 73.82 43.62 39.76 21.81 9.40
1784 73.93 62.84 104.72 20.81 4.28
1785 74.01 18.52 27.41 16.68 7.72
1786 73.91 23.53 27.80 19.62 10.40
1787 73.89 33.21 37.00 22.39 21.07
1788 73.97 76.65 145.58 12.90 2.42
1789 73.96 37.31 41.37 23.19 14.49
1790 74.02 15.53 27.30 15.70 5.07
1791 74.07 46.06 42.29 22.52 9.82
1792 73.93 72.42 163.15 15.70 2.22
1793 74.20 83.79 87.26 9.71 1.75
1794 74.18 27.28 29.71 19.09 13.65
1795 74.16 64.85 110.70 19.71 4.29
1796 74.27 57.14 68.21 22.17 6.16
1797 74.19 22.26 28.40 17.46 11.51
1798 74.34 73.83 150.54 14.78 2.77
1799 74.34 39.48 46.04 23.94 16.73
1800 74.38 41.84 48.55 24.08 17.48
1801 74.33 81.68 115.00 11.53 2.04
1802 74.40 48.39 44.28 22.24 8.89
1803 74.39 51.05 43.66 23.39 8.56
1804 74.53 86.15 58.48 8.18 1.77
1805 74.59 35.40 49.32 22.92 21.73
1806 74.61 31.63 43.31 20.94 24.30
1807 74.31 87.87 40.73 6.45 1.09
1808 74.54 20.80 24.55 18.55 10.68
1809 74.64 55.19 49.70 22.27 8.05
1810 74.67 66.89 89.50 18.21 3.94
1811 74.71 44.15 48.28 22.02 16.16
1812 74.80 53.22 42.40 22.35 7.73
1813 74.79 70.87 120.94 16.06 3.29
1814 74.89 59.76 67.60 20.47 6.53
1815 74.93 61.98 60.40 20.45 5.31
1816 74.75 19.07 22.91 16.68 10.23
1817 74.83 24.95 35.25 19.50 16.23
1818 74.96 77.47 130.77 12.47 2.55
1819 75.00 29.71 47.97 19.85 24.05
1820 75.15 68.93 94.68 16.47 3.61
1821 74.97 75.61 106.07 12.38 3.36
1822 74.98 23.54 33.97 18.13 14.66
1823 75.11 37.46 78.21 21.69 29.54
1824 75.10 46.18 50.51 21.74 18.26
1825 75.17 64.60 83.14 18.78 4.44
1826 75.25 27.30 51.48 18.98 24.49
1827 75.34 33.86 69.04 21.20 31.29
1828 75.35 49.96 50.07 23.09 15.81
1829 75.25 21.96 34.69 16.70 17.75
1830 75.37 39.63 99.48 23.12 27.22
1831 75.42 48.07 46.82 23.55 17.18
1832 75.30 57.20 46.61 22.51 8.76
1833 75.43 42.20 98.89 23.59 28.67
1834 75.35 78.92 127.27 10.98 2.95
1835 75.54 83.63 99.88 9.30 1.82
1836 75.42 73.01 96.37 14.18 2.97
1837 75.52 51.95 42.43 23.30 15.25
1838 75.70 86.47 63.50 7.04 1.46
1839 75.89 44.65 94.59 23.01 27.59
1840 75.72 55.26 39.59 22.67 14.41
1841 75.96 67.53 76.85 18.41 4.74
1842 75.78 25.08 60.49 18.09 29.10
1843 75.84 31.83 81.53 21.81 36.61
1844 75.92 59.26 41.67 20.41 9.52
1845 75.99 80.39 97.08 10.73 2.19
1846 76.15 61.20 39.86 18.96 8.27
1847 76.16 74.76 88.25 12.19 2.99
1848 76.06 20.92 48.53 16.82 18.80
1849 76.02 36.03 112.58 22.69 46.79
1850 76.06 63.46 46.82 17.94 6.53
1851 76.11 29.30 82.33 18.58 37.80
1852 76.21 16.00 40.59 15.29 15.26
1853 76.09 70.84 71.89 15.16 3.94
1854 76.25 53.56 51.72 21.16 21.98
