#<Embryo name> <Cleavage cycle> <Temporal class> <Genes>
kf8 14A 1 even-skipped Kruppel hunchback

#Quantitative data
#<Nucleus number> <A-P coordinate> <D-V coordinate> <Fluorescence intensity: channel 1 - eve, channel 2 - Kr, channel 3 - hb>
606 39.32 58.02 86.25 25.76 158.99
607 39.40 16.64 62.60 14.55 111.87
608 39.37 78.63 66.24 24.43 121.70
609 39.64 42.22 83.47 22.86 153.50
610 39.63 53.11 88.77 25.82 157.36
611 39.67 67.05 83.28 25.37 145.15
612 39.71 83.15 59.19 25.32 107.02
613 39.76 74.36 69.54 24.67 123.12
614 39.84 25.91 69.98 18.84 114.79
615 39.85 28.44 74.28 18.61 130.75
616 39.81 48.61 81.08 27.18 148.13
617 39.86 50.93 80.68 24.45 146.87
618 39.87 71.86 73.33 25.07 130.52
619 39.83 32.60 76.31 20.37 134.78
620 40.00 40.15 83.26 22.66 142.94
621 40.03 37.95 82.03 24.70 153.41
622 40.01 44.63 86.49 25.83 156.90
623 40.07 61.61 77.46 27.63 144.51
624 40.33 13.63 55.48 14.87 95.54
625 40.22 18.90 67.75 18.00 120.12
626 40.28 91.38 23.33 24.13 18.43
627 40.27 55.04 80.86 28.80 153.38
628 40.29 64.45 82.40 27.03 135.34
629 40.38 76.84 66.20 26.02 116.14
630 40.24 88.54 48.36 26.62 57.01
631 40.26 8.29 39.91 12.26 35.75
632 40.30 85.51 63.83 29.54 112.90
633 40.33 80.58 69.02 26.74 125.53
634 40.37 35.62 82.47 22.11 144.81
635 40.48 21.52 68.14 19.88 122.74
636 40.38 57.44 87.41 28.46 158.39
637 40.42 69.42 78.71 26.39 133.80
638 40.52 23.97 65.77 19.07 125.12
639 40.62 30.68 74.87 21.33 131.88
640 40.68 10.70 50.42 13.12 62.27
641 40.64 46.51 75.60 25.79 145.77
642 40.68 59.67 77.85 27.53 144.92
643 40.84 16.10 56.39 16.01 108.11
644 40.98 42.91 79.69 25.24 137.02
645 40.97 67.02 80.39 29.92 134.03
646 41.00 33.62 74.80 20.78 132.01
647 41.08 51.68 76.64 27.81 140.78
648 41.21 49.11 79.29 26.63 133.65
649 41.14 74.19 71.05 27.89 122.41
650 41.19 39.89 77.28 26.44 139.12
651 41.27 71.60 68.36 30.20 124.19
652 41.34 82.42 64.16 30.73 111.50
653 41.13 28.62 74.57 20.52 118.04
654 41.29 62.14 78.64 28.01 133.83
655 41.44 26.14 67.44 21.06 114.74
656 41.32 79.11 66.68 31.12 122.05
657 41.46 37.29 77.51 24.16 139.12
658 41.39 54.17 80.44 30.91 145.07
659 41.47 19.99 62.44 17.79 116.81
660 41.58 56.94 78.66 29.87 136.79
661 41.52 85.34 59.25 30.14 87.76
662 41.51 88.52 50.90 29.31 61.12
663 41.63 91.83 19.44 25.99 14.32
664 41.68 64.94 76.54 31.08 125.92
665 41.72 12.38 58.61 17.02 87.81
666 41.71 69.12 76.38 32.32 130.83
667 41.85 23.05 62.20 19.30 108.16
668 41.81 76.68 63.09 31.66 111.31
669 41.84 46.75 74.20 28.26 138.50
670 41.96 31.65 70.51 22.52 117.94
671 41.94 59.73 79.07 31.57 131.59
672 42.01 17.09 58.37 18.23 103.15
673 41.77 28.99 56.78 21.13 111.62
674 42.14 9.36 41.51 16.03 45.84
675 42.05 34.95 74.40 23.96 131.04
676 42.10 44.21 73.68 29.99 137.43
677 42.33 41.64 83.98 28.42 135.13
678 42.37 52.06 80.36 30.83 128.76
679 42.40 80.33 63.88 34.24 97.74
680 42.42 39.19 72.11 25.65 123.36
681 42.60 14.43 55.51 18.45 94.92
682 42.47 62.72 80.00 31.94 125.32
683 42.54 74.49 65.28 32.63 113.20
684 42.64 49.42 73.90 30.06 127.02
685 42.51 71.71 73.11 31.39 110.36
686 42.63 54.80 75.41 32.25 129.06
687 42.64 68.00 74.88 32.61 112.44
688 42.60 83.41 62.90 36.75 99.45
689 42.61 86.84 58.39 35.29 82.95
690 42.67 90.17 38.27 30.22 30.39
691 42.65 19.84 59.31 20.70 107.91
692 42.66 27.27 67.55 25.05 118.49
693 42.99 29.73 67.29 24.87 111.36
694 42.95 24.68 62.59 23.47 108.82
695 42.85 57.46 76.53 33.09 129.64
696 43.04 36.82 78.63 27.85 128.54
697 43.01 33.59 70.19 27.08 120.92
698 43.01 65.34 72.97 34.42 115.98
699 43.02 77.61 61.75 34.21 99.81
700 43.09 11.24 50.59 17.91 62.47
701 43.16 93.00 17.96 29.35 9.93
702 43.10 46.25 76.72 31.55 120.62
703 43.19 60.09 78.04 34.39 120.69
704 43.41 22.00 59.85 21.85 99.69
705 43.39 7.89 39.41 17.30 32.34
706 43.40 17.61 60.09 21.83 94.63
707 43.44 43.28 78.15 31.06 127.19
708 43.45 70.43 74.34 36.26 112.21
709 43.60 52.43 73.73 36.21 116.72
710 43.56 81.08 62.62 38.10 88.64
711 43.79 40.79 77.32 30.78 116.60
712 43.64 84.90 59.04 38.93 84.09
713 43.74 62.52 74.68 39.18 113.88
714 43.67 73.81 68.80 34.07 99.32
715 43.67 88.63 54.05 36.00 47.95
716 43.78 31.79 63.03 26.65 110.79
717 43.89 15.48 57.70 22.92 99.64
718 43.87 48.45 80.56 35.96 124.59
719 43.83 67.91 76.11 38.11 108.87
720 43.96 38.55 76.19 30.97 128.92
721 43.95 27.05 65.67 25.55 103.93
722 43.95 55.50 71.86 36.52 115.45
723 44.12 13.14 52.45 20.65 79.26
724 44.09 35.05 68.12 27.86 103.94
725 44.04 58.09 73.34 39.21 116.29
726 44.23 76.28 66.81 39.51 97.76
727 44.29 91.21 37.59 36.37 21.96
728 44.35 19.76 59.87 23.57 87.71
729 44.29 24.42 60.96 25.99 97.59
730 44.33 65.86 77.54 40.70 102.56
731 44.35 78.96 63.07 39.24 95.67
732 44.36 45.06 73.63 34.76 123.60
733 44.48 10.10 42.86 20.57 50.75
734 44.48 29.55 62.24 28.43 101.09
735 44.54 50.61 71.50 41.03 113.55
736 44.44 72.04 63.03 37.57 95.18
737 44.50 82.64 66.64 42.38 80.36
738 44.55 86.76 56.32 42.91 66.15
739 44.65 60.27 73.83 43.50 110.03
740 44.94 7.22 31.89 20.08 26.85
741 44.74 63.82 75.07 43.73 110.09
742 44.82 69.49 71.02 42.19 93.46
743 44.81 53.68 79.72 43.16 112.57
744 44.97 42.78 72.99 35.41 105.72
745 44.94 37.23 67.49 32.24 105.28
746 45.05 16.65 53.03 23.71 79.42
747 44.98 47.06 70.32 37.57 115.22
748 45.14 22.40 60.69 26.53 82.54
749 44.99 32.23 64.07 32.55 105.55
750 45.21 40.25 70.55 32.26 103.06
751 45.22 57.63 70.28 44.21 104.01
752 45.32 74.65 62.97 40.55 79.14
753 45.33 27.25 63.37 31.03 91.88
754 45.32 34.53 64.07 34.79 108.24
755 45.37 89.04 54.58 41.64 38.38
756 45.37 84.22 61.73 47.30 72.30
757 45.38 13.13 51.37 24.19 72.23
758 45.41 67.06 71.74 43.21 92.51
759 45.46 80.72 62.77 45.19 80.01
760 45.49 92.30 25.07 38.86 11.99
761 45.48 62.00 71.07 45.48 111.14
762 45.53 77.42 62.79 42.21 73.70
763 45.60 72.13 66.99 42.95 80.94
764 45.61 19.74 58.45 27.83 89.98
765 45.65 49.58 69.67 40.90 107.26
766 45.68 55.45 73.93 48.75 103.98
767 45.83 24.84 56.51 30.88 86.99
768 45.74 52.13 72.15 47.82 103.47
769 45.81 29.96 63.35 34.59 92.99
770 45.84 10.33 46.75 24.55 57.51
771 45.95 44.50 70.04 41.59 102.07
772 45.94 64.57 68.43 48.88 89.76
773 46.02 86.40 56.61 45.65 60.84
774 46.05 59.53 67.95 48.78 95.42
775 46.05 69.41 70.01 46.08 81.27
776 46.07 47.25 75.14 45.40 107.87
777 46.12 37.11 67.64 38.98 105.19
778 46.35 15.05 54.25 28.80 78.93
779 46.44 8.17 35.33 25.06 35.35
780 46.39 17.59 52.05 29.00 72.96
781 46.50 42.01 71.57 42.25 96.43
782 46.49 32.03 59.09 38.60 88.37
783 46.44 39.55 70.49 39.39 102.78
784 46.43 90.52 41.12 44.67 25.74
785 46.47 82.83 61.89 45.19 61.36
786 46.52 79.12 56.44 44.87 59.78
787 46.54 34.58 61.93 38.58 89.25
788 46.68 22.63 57.53 33.05 81.94
789 46.65 27.64 61.37 36.05 85.26
790 46.66 53.94 67.98 49.47 87.92
791 46.61 62.10 70.34 49.44 81.78
792 46.57 66.86 71.46 50.01 82.22
793 46.63 75.38 64.30 45.30 64.40
794 46.70 12.65 53.23 31.20 65.27
795 46.73 56.82 69.38 53.00 85.62
796 46.75 71.83 67.22 48.86 69.87
797 46.89 20.15 53.40 33.08 75.69
798 46.87 51.15 71.06 52.43 87.13
799 47.10 93.22 17.75 39.48 6.13
800 47.09 46.13 70.66 51.60 90.91
801 47.12 87.94 52.69 45.70 39.83
802 47.13 48.85 66.31 46.67 84.86
803 47.27 25.32 57.61 37.76 74.67
804 47.22 64.74 68.45 52.74 69.86
805 47.33 59.16 66.33 56.11 77.78
806 47.20 68.69 72.67 56.37 68.47
807 47.40 85.12 56.15 47.07 46.11
808 47.37 43.88 68.50 49.88 82.81
809 47.45 29.48 61.34 42.41 74.09
810 47.42 37.32 68.19 46.23 88.56
811 47.60 11.17 45.84 30.65 46.16
812 47.54 81.19 61.01 49.13 50.21
813 47.52 5.99 22.45 25.00 10.35
814 47.29 73.77 62.71 49.54 65.92
815 47.74 16.68 50.74 34.86 60.62
816 47.65 78.32 66.26 52.50 53.98
817 47.71 61.40 66.47 52.54 67.20
818 47.78 32.22 60.03 44.59 75.99
819 47.67 34.87 60.41 44.44 79.30
820 47.80 39.54 69.06 50.26 79.22
821 47.75 90.85 38.91 47.15 20.67
822 47.79 8.35 40.66 31.34 35.08
823 47.94 14.17 48.96 32.53 55.29
824 47.82 54.74 71.03 56.38 69.04
825 47.86 75.85 65.45 51.49 53.23
826 48.01 41.66 66.25 51.45 80.60
827 47.90 70.66 66.77 50.68 55.26
828 47.89 95.26 8.86 31.05 1.90
829 47.82 73.20 62.75 53.04 60.17
830 47.94 23.00 58.64 39.51 62.32
831 47.98 52.23 67.11 56.20 73.13
832 48.10 19.21 55.90 36.87 66.28
833 48.06 57.18 70.75 59.99 68.72
834 48.13 67.19 66.54 51.90 54.76
835 48.32 26.97 57.37 45.74 67.16
836 48.27 63.87 71.45 56.50 59.88
837 48.21 48.17 68.42 56.72 78.03
838 48.40 83.18 58.42 50.95 44.27
839 48.41 46.00 66.92 53.29 70.39
840 48.58 88.53 48.57 49.51 30.91
841 48.75 50.21 66.23 55.93 58.47
842 48.64 30.04 60.46 48.62 63.76
843 48.71 43.79 69.17 57.45 73.42
844 48.76 36.13 65.58 54.02 67.82
845 48.86 21.38 49.34 43.31 56.22
846 48.79 79.64 60.62 57.32 43.17
847 48.91 86.03 54.86 51.37 36.92
848 48.86 9.99 41.75 32.47 38.48
849 48.96 94.08 15.14 41.81 3.95
850 48.99 58.72 70.63 63.63 56.01
851 48.90 74.37 57.16 57.35 45.31
852 48.93 6.32 26.35 28.47 13.88
853 48.93 33.27 61.16 50.13 63.40
854 48.94 61.23 67.20 58.95 56.60
855 49.01 13.11 48.19 38.03 46.78
856 48.95 38.64 65.09 54.27 69.07
857 49.06 24.37 55.48 44.36 50.38
858 48.99 71.51 62.64 59.63 44.77
859 49.04 55.73 69.09 59.36 59.86
860 49.17 77.10 55.11 57.27 37.69
861 49.08 91.38 30.06 46.90 10.74
862 49.09 53.05 65.07 58.63 59.88
863 49.24 66.13 64.33 60.54 48.35
864 49.30 68.93 60.06 61.02 41.32
865 49.39 16.33 47.50 37.38 37.10
866 49.30 41.72 64.56 55.06 62.14
867 49.44 19.25 53.53 47.16 49.57
868 49.51 27.66 55.62 45.48 48.13
869 49.50 63.76 67.60 63.47 51.16
870 49.66 47.55 65.09 59.11 51.00
871 49.66 81.43 50.70 54.67 32.78
872 49.77 31.32 60.91 52.34 50.22
873 49.83 45.10 58.70 59.56 53.75
874 49.84 84.24 53.68 54.94 31.58
875 49.93 8.01 35.67 36.87 21.04
876 49.93 34.86 62.05 54.49 54.26
877 50.00 39.90 63.69 55.19 57.23
878 50.02 51.81 60.94 66.24 48.37
879 49.97 73.09 54.36 60.37 37.30
880 50.05 11.31 46.41 43.55 36.33
881 50.15 90.01 37.68 50.01 16.87
882 50.21 37.40 60.92 59.88 50.72
883 50.13 57.33 65.12 66.92 48.69
884 50.08 60.19 67.31 67.99 47.30
885 50.27 22.39 51.89 48.63 39.75
886 50.28 49.66 64.86 70.35 50.60
887 50.18 25.17 55.05 53.21 48.47
888 50.17 54.60 63.11 68.85 49.62
889 50.44 87.46 51.42 55.71 24.33
890 50.30 93.38 17.99 46.46 4.42
891 50.43 14.25 50.11 47.14 37.76
892 50.33 76.76 58.33 62.12 34.47
893 50.52 62.43 61.85 70.23 38.11
894 50.45 67.34 65.51 71.26 37.36
895 50.67 79.49 53.32 61.32 31.73
896 50.59 28.96 56.20 51.95 39.77
897 50.53 42.46 59.44 63.33 49.82
898 50.55 69.86 54.89 68.27 36.27
899 50.60 19.41 49.62 53.56 38.89
900 50.75 65.08 61.02 72.43 37.59
901 50.80 16.80 45.05 49.26 37.01
902 50.78 32.89 59.38 56.67 44.32
903 51.00 5.87 22.50 32.90 6.94
904 50.97 82.21 48.67 61.66 28.18
905 51.06 74.68 55.39 65.93 30.39
906 51.07 85.25 53.00 61.75 28.94
907 51.03 44.67 57.22 72.12 47.88
908 51.07 71.94 53.55 67.90 32.78
909 51.06 8.98 34.74 40.88 20.47
910 51.18 46.90 62.28 66.93 38.40
911 51.16 26.08 50.06 55.85 40.00
912 51.13 53.55 58.52 73.83 40.87
913 51.11 59.15 60.08 71.59 37.26
914 51.28 35.27 56.33 61.04 40.29
915 51.31 40.35 54.88 62.73 37.23
916 51.33 12.02 40.67 44.85 26.14
917 51.50 56.34 63.73 73.56 36.33
918 51.57 91.82 26.32 48.35 8.10
919 51.48 37.68 57.99 68.98 42.55
920 51.54 49.11 63.20 78.06 43.16
921 51.55 51.38 61.79 75.47 35.84
922 51.56 30.85 55.28 63.16 36.70
923 51.57 23.24 50.32 54.64 32.06
924 51.59 94.37 13.37 42.63 2.49
925 51.63 77.48 51.93 68.92 28.74
926 51.70 20.19 47.62 54.21 30.91
927 51.69 63.37 60.61 77.51 33.47
928 51.72 68.56 53.68 77.66 27.92
929 51.83 88.79 44.88 62.12 18.55
930 51.89 14.62 43.73 50.62 26.82
931 51.91 28.24 53.16 59.52 38.32
932 51.97 43.11 56.74 66.68 35.49
933 52.06 61.04 63.93 80.36 31.08
934 52.02 66.21 54.17 73.07 29.21
935 52.05 17.36 44.92 54.25 25.96
936 52.24 79.96 50.86 63.93 20.89
937 52.13 83.40 50.74 68.38 26.38
938 52.19 33.11 51.90 64.13 32.74
939 52.13 73.22 51.73 76.82 29.53
940 52.35 70.78 52.32 76.91 25.70
941 52.33 6.60 27.25 41.18 9.01
942 52.31 9.60 35.17 46.84 19.04
943 52.40 45.61 51.77 71.93 32.69
944 52.35 86.36 50.08 66.37 21.01
945 52.34 53.75 60.24 79.27 31.14
946 52.39 25.68 51.79 62.81 29.63
947 52.38 58.58 61.53 75.87 28.74
948 52.54 75.71 50.35 73.09 25.10
949 52.52 36.05 57.51 64.60 34.84
950 52.59 38.81 49.33 66.60 31.39
951 52.67 48.15 60.69 73.66 30.88
952 52.74 41.23 55.32 74.10 30.83
953 52.71 21.46 44.47 56.47 25.67
954 52.81 12.49 38.55 50.76 22.38
955 52.75 94.98 10.93 41.28 1.15
956 52.81 30.22 52.72 62.14 27.36
957 52.84 50.79 57.43 80.01 28.81
958 52.83 56.02 58.23 77.38 27.06
959 52.83 64.40 49.57 82.47 27.22
960 52.96 90.36 35.72 53.44 10.30
961 53.14 23.75 42.80 62.70 25.26
962 53.12 68.62 53.96 70.64 22.33
963 53.11 82.33 47.74 71.50 23.87
964 53.19 18.38 45.00 57.30 23.03
965 53.26 62.25 56.47 82.84 23.88
966 53.28 77.82 46.99 71.96 20.57
967 53.36 15.32 39.45 50.11 18.63
968 53.28 27.61 48.42 61.57 25.93
969 53.26 34.35 50.96 69.51 26.13
970 53.41 92.64 23.89 54.42 5.00
971 53.40 73.51 51.07 76.22 19.86
972 53.53 43.11 48.02 72.60 24.72
973 53.52 60.17 52.72 83.21 25.30
974 53.51 66.34 47.84 75.80 23.60
975 53.47 53.21 51.38 80.52 26.61
976 53.58 85.28 45.24 66.31 19.01
977 53.58 87.98 42.24 64.03 17.09
978 53.65 4.32 13.42 32.25 1.61
979 53.62 7.28 27.63 42.25 7.76
980 53.56 57.92 52.08 86.31 23.85
981 53.63 10.06 36.93 51.50 17.19
982 53.65 32.11 49.20 69.76 24.99
983 53.63 45.75 54.25 76.42 27.19
984 53.69 71.01 51.12 76.77 22.77
985 53.78 37.19 51.84 70.26 24.45
986 53.94 80.21 48.74 68.10 17.49
987 53.90 39.87 51.60 75.07 24.14
988 53.95 20.70 42.04 60.52 18.83
989 53.90 48.33 50.61 80.36 24.03
990 54.10 96.72 5.45 28.80 0.32
991 54.08 55.67 54.33 84.75 22.07
992 54.21 24.63 46.12 62.41 20.84
993 54.11 50.88 51.85 77.98 21.64
994 54.19 75.70 50.56 77.21 21.94
995 54.29 29.83 51.39 65.43 20.97
996 54.35 12.35 38.98 51.91 15.92
997 54.29 63.95 53.62 80.60 19.32
998 54.37 83.03 44.97 68.40 16.41
999 54.39 94.15 13.07 50.08 1.86
1000 54.56 17.94 35.92 55.38 16.38
1001 54.53 26.94 48.40 63.91 18.60
1002 54.39 34.82 47.20 68.93 22.30
1003 54.51 68.59 50.14 75.89 17.54
1004 54.59 89.46 36.01 57.88 10.41
1005 54.65 61.18 51.26 82.72 19.54
1006 54.77 15.26 38.60 54.86 15.75
1007 54.67 53.48 51.28 83.72 20.96
1008 54.64 58.62 48.88 85.02 20.33
1009 54.70 77.91 44.01 78.77 18.94
1010 54.79 22.45 41.19 60.56 19.44
1011 54.74 41.64 48.17 76.72 21.60
1012 54.81 44.10 52.78 78.62 19.90
1013 54.83 73.56 45.59 74.45 15.03
1014 54.79 5.93 20.97 43.14 4.15
1015 54.79 66.28 47.24 84.31 19.33
1016 54.96 86.65 44.05 67.12 13.91
1017 54.97 9.13 32.62 48.96 9.93
1018 54.96 46.46 51.66 79.83 20.83
1019 54.97 32.35 48.11 66.94 19.16
1020 54.95 70.88 49.64 80.27 20.44
1021 55.01 91.80 28.81 56.65 6.70
1022 55.04 37.73 45.79 72.78 19.79
1023 55.07 49.00 49.09 81.50 19.33
1024 55.32 51.60 50.27 81.59 18.09
1025 55.24 55.96 46.60 83.69 16.62
1026 55.29 80.29 47.10 72.20 15.27
1027 55.42 20.13 39.38 61.31 16.03
1028 55.42 28.48 47.02 68.87 18.13
1029 55.42 84.05 41.51 69.32 14.78
1030 55.54 95.06 8.12 40.12 0.57
1031 55.56 35.18 48.46 75.86 18.33
1032 55.49 63.26 47.98 86.48 17.34
1033 55.58 12.90 35.10 51.71 11.96
1034 55.69 39.84 49.45 77.00 17.24
1035 55.70 76.90 48.05 73.77 15.21
1036 55.69 24.35 43.42 62.67 14.37
1037 55.71 58.81 50.17 81.44 15.93
1038 55.89 65.67 47.37 83.17 15.71
1039 55.97 6.70 23.12 47.72 4.68
1040 55.96 68.06 49.05 75.02 14.11
1041 56.03 3.71 10.81 33.59 0.52
1042 56.06 30.38 44.10 68.72 15.37
1043 55.96 42.18 46.18 80.93 17.82
1044 55.93 72.64 51.26 81.25 17.30
1045 56.02 89.82 38.54 59.34 8.25
1046 56.06 17.83 35.45 54.02 12.54
1047 56.04 61.17 43.77 79.93 14.58
1048 56.06 54.31 47.63 81.24 14.72
1049 56.13 70.31 49.06 81.85 16.15
1050 56.21 44.40 41.03 74.43 16.59
1051 56.13 46.97 48.38 81.10 15.44
1052 56.25 9.66 31.85 51.34 8.60
1053 56.16 81.90 42.50 77.42 15.93
1054 56.34 26.76 40.72 67.66 14.55
1055 56.21 33.05 46.75 74.41 16.17
1056 56.21 49.69 49.36 83.03 17.30
1057 56.33 74.95 45.53 78.21 14.16
1058 56.26 92.49 18.18 52.93 3.16
1059 56.44 15.31 34.87 56.72 11.96
1060 56.25 87.27 41.42 63.78 12.71
1061 56.43 21.63 35.72 58.47 12.53
1062 56.42 56.88 48.05 82.56 14.36
1063 56.52 36.63 40.84 69.13 15.66
1064 56.56 79.23 41.27 73.23 14.19
1065 56.57 52.33 50.36 81.30 14.75
1066 56.67 84.39 41.81 67.43 13.04
1067 56.81 38.85 47.80 76.28 15.24
1068 56.75 64.15 49.87 81.82 13.29
1069 56.82 12.24 30.10 54.76 10.42
1070 56.98 94.64 8.44 41.67 0.61
1071 56.98 59.33 49.72 79.00 11.78
1072 57.14 24.49 40.45 62.68 11.98
1073 57.25 29.10 43.68 65.21 12.02
1074 57.12 41.46 47.64 76.60 15.38
1075 57.18 7.33 23.33 48.78 4.42
1076 57.24 34.36 45.47 77.02 14.97
1077 57.19 66.97 44.47 78.27 12.39
1078 57.15 72.84 47.75 77.06 12.31
1079 57.20 31.64 43.86 70.96 12.11
1080 57.23 45.82 45.51 77.28 14.73
1081 57.23 4.58 14.40 43.27 1.35
1082 57.27 54.68 45.99 80.49 14.40
1083 57.29 61.89 47.16 85.70 12.41
1084 57.31 76.42 44.32 71.18 11.92
1085 57.28 48.76 51.36 78.60 13.78
1086 57.26 90.59 31.97 58.15 5.73
1087 57.34 18.53 34.39 56.38 10.90
1088 57.32 70.02 46.91 78.22 11.89
1089 57.35 81.70 40.97 69.86 13.09
1090 57.46 86.83 41.21 68.37 10.26
1091 57.60 51.33 42.13 75.88 11.55
1092 57.75 57.07 42.01 79.31 12.44
1093 57.72 15.55 32.24 53.28 9.88
1094 57.69 21.66 36.59 52.37 9.67
1095 57.84 27.01 39.12 65.04 10.79
1096 57.83 43.31 40.73 68.96 13.34
1097 57.93 9.46 28.75 46.18 6.24
1098 57.84 36.60 41.56 70.09 12.53
1099 57.89 78.95 39.45 68.34 11.28
1100 57.92 12.61 28.96 53.74 8.83
1101 58.07 84.37 39.94 64.66 9.28
1102 57.93 39.33 45.05 70.12 13.18
1103 57.98 64.77 45.21 80.95 10.89
1104 58.10 92.41 16.91 51.53 2.35
1105 58.16 59.51 43.06 78.03 10.76
1106 58.18 88.90 37.22 61.65 6.95
1107 58.26 73.77 45.82 73.15 9.95
1108 58.19 68.41 45.59 78.47 11.69
1109 58.18 95.46 5.12 30.46 0.05
1110 58.30 31.99 45.89 73.42 11.75
1111 58.35 53.85 46.95 73.36 10.48
1112 58.51 5.95 17.89 39.83 1.91
1113 58.44 24.48 36.62 59.47 9.93
1114 58.37 48.25 42.19 72.37 12.37
1115 58.47 45.91 40.15 70.87 10.90
1116 58.50 34.52 42.74 69.87 10.06
1117 58.43 62.07 45.89 79.47 10.94
1118 58.56 19.70 33.70 53.75 9.51
1119 58.61 81.32 37.38 65.51 9.38
1120 58.62 71.19 46.59 73.39 11.17
1121 58.56 76.42 43.85 71.76 10.51
1122 58.70 29.58 41.17 61.36 11.63
1123 58.86 16.96 30.58 51.98 8.17
1124 58.76 40.90 43.31 63.71 10.31
1125 58.73 51.15 41.48 68.61 10.07
1126 58.93 56.25 42.50 71.99 10.15
1127 58.86 37.64 39.00 62.98 9.63
1128 58.94 66.42 44.56 76.42 10.81
1129 59.02 11.23 29.36 46.83 5.42
1130 59.08 87.06 37.00 56.68 8.20
1131 59.00 43.79 40.92 64.62 10.93
1132 59.37 14.04 27.69 42.68 5.07
1133 59.13 22.22 34.66 57.32 8.50
1134 59.05 27.16 37.74 60.00 10.06
1135 59.16 90.55 26.53 53.53 3.77
1136 59.21 63.87 44.06 79.64 9.94
1137 59.31 8.01 21.65 42.53 3.60
1138 59.23 58.74 43.61 71.89 9.61
1139 59.34 78.59 38.48 63.18 8.70
1140 59.25 93.54 10.41 43.31 0.69
1141 59.33 84.11 39.03 60.82 8.40
1142 59.41 68.96 41.03 73.33 11.51
1143 59.40 49.07 42.68 71.71 9.72
1144 59.43 32.52 42.56 69.31 10.06
1145 59.49 60.97 42.85 71.95 10.58
1146 59.54 53.35 42.49 69.82 9.22
1147 59.51 74.71 41.09 67.88 9.35
1148 59.64 34.91 40.94 64.61 9.68
1149 59.76 24.83 35.10 52.43 7.03
1150 59.76 41.90 38.08 64.28 9.61
1151 59.78 72.23 40.84 66.55 8.94
1152 59.81 46.68 40.16 60.07 7.68
1153 59.81 39.32 40.26 60.58 8.55
1154 59.86 81.35 39.22 61.37 9.65
1155 59.94 30.31 39.26 60.37 7.92
1156 60.10 20.42 32.25 47.77 6.59
1157 60.06 17.70 33.18 46.36 5.94
1158 60.05 36.95 36.78 65.19 9.02
1159 60.01 51.14 41.27 64.91 8.44
1160 60.19 88.97 27.51 52.63 5.07
1161 60.18 10.18 27.83 46.25 5.41
1162 60.16 44.42 42.06 64.64 9.44
1163 60.24 66.96 40.25 66.69 8.19
1164 60.25 27.59 33.21 54.39 7.65
1165 60.24 55.11 42.10 67.15 7.91
1166 60.25 57.47 44.76 70.21 9.44
1167 60.42 5.17 15.14 33.82 0.78
1168 60.32 64.64 42.68 67.47 8.32
1169 60.41 76.53 35.85 59.97 8.95
1170 60.47 86.33 34.38 53.92 6.94
1171 60.41 62.19 40.77 65.29 8.29
1172 60.45 91.61 18.24 47.49 1.76
1173 60.44 70.09 42.25 70.32 9.18
1174 60.48 94.67 6.43 31.35 0.25
1175 60.62 23.04 36.40 49.29 7.37
1176 60.58 49.02 41.15 63.07 8.57
1177 60.61 83.61 38.37 55.90 7.42
1178 60.73 12.49 28.74 45.31 5.68
1179 60.66 32.90 35.84 56.87 7.50
1180 60.72 59.73 39.08 65.00 6.87
1181 60.66 79.24 38.43 59.29 8.67
1182 60.76 15.27 28.54 45.44 6.46
1183 60.87 7.91 20.80 38.24 2.79
1184 60.90 73.84 38.95 61.59 7.74
1185 60.95 40.21 41.79 56.67 7.22
1186 61.00 42.44 37.98 54.75 7.62
1187 60.95 52.22 37.02 61.55 6.80
1188 61.09 35.41 35.31 58.03 7.12
1189 61.20 25.38 36.52 43.95 6.16
1190 61.17 30.08 38.00 57.16 7.33
1191 61.24 37.81 39.43 58.19 7.60
1192 61.43 47.34 38.24 56.84 7.26
1193 61.30 44.96 41.49 55.48 6.94
1194 61.32 68.41 38.30 66.02 8.38
1195 61.31 71.42 38.01 61.90 8.43
1196 61.42 17.94 30.09 39.77 5.49
1197 61.37 54.87 41.81 57.86 7.90
1198 61.50 81.67 37.01 50.57 6.45
1199 61.50 20.82 32.33 43.17 5.69
1200 61.45 57.71 38.40 57.49 6.65
1201 61.56 63.82 39.91 58.66 6.79
1202 61.59 92.86 9.09 36.55 0.64
1203 61.64 27.53 33.40 47.51 6.11
1204 61.65 66.10 40.99 60.37 7.24
1205 61.55 88.13 31.52 49.74 5.18
1206 61.82 9.96 24.98 33.38 3.27
1207 61.64 61.30 39.16 57.99 6.66
1208 61.66 49.96 35.93 55.70 6.40
1209 61.75 75.86 36.78 55.08 7.28
1210 61.76 85.16 39.45 52.91 6.05
1211 61.86 78.83 37.82 50.53 6.27
1212 61.84 13.80 25.11 37.75 4.28
1213 61.99 90.20 21.75 45.19 2.51
1214 62.03 6.48 16.14 27.35 1.11
1215 61.94 31.80 36.38 48.52 6.75
1216 62.07 34.02 40.00 53.93 5.90
1217 62.18 23.37 31.58 39.14 5.96
1218 62.06 52.51 41.82 57.06 6.19
1219 62.23 39.73 39.28 50.92 6.57
1220 62.15 42.61 38.96 47.06 6.12
1221 62.28 72.68 36.66 52.85 6.11
1222 62.34 69.40 33.59 53.98 7.04
1223 62.36 37.08 37.60 49.62 7.03
1224 62.42 56.09 38.88 55.98 6.94
1225 62.55 28.80 34.81 43.79 4.95
