#<Embryo name> <Cleavage cycle> <Temporal class> <Genes>
kf8 14A 1 even-skipped Kruppel hunchback

#Quantitative data
#<Nucleus number> <A-P coordinate> <D-V coordinate> <Fluorescence intensity: channel 1 - eve, channel 2 - Kr, channel 3 - hb>
1226 62.47 45.46 35.70 48.00 6.30
1227 62.57 58.77 36.29 51.54 6.17
1228 62.61 17.29 29.75 38.57 4.74
1229 62.70 83.59 36.07 47.94 5.96
1230 62.67 48.08 37.54 47.48 6.13
1231 62.74 20.60 30.41 33.44 4.23
1232 62.93 25.49 33.23 39.21 5.45
1233 62.80 63.95 35.29 51.92 5.67
1234 62.84 77.58 35.74 45.88 6.62
1235 62.91 11.60 24.35 36.35 3.98
1236 62.88 50.64 35.06 49.40 6.79
1237 62.79 61.47 40.08 51.90 6.32
1238 62.81 66.58 35.41 52.12 6.05
1239 62.88 81.09 35.39 48.56 6.35
1240 62.83 86.51 33.76 41.40 3.27
1241 62.95 14.59 27.92 33.69 4.17
1242 62.98 53.71 37.45 48.70 5.95
1243 63.09 75.07 37.38 46.82 6.34
1244 63.11 35.45 37.30 50.02 6.01
1245 63.12 91.04 16.65 41.71 1.43
1246 63.19 30.65 36.50 44.20 5.56
1247 63.20 41.22 35.88 45.59 5.45
1248 63.30 6.33 18.15 28.73 0.99
1249 63.30 32.93 35.58 43.55 4.92
1250 63.27 43.59 37.53 43.62 5.28
1251 63.34 70.59 37.43 50.09 6.62
1252 63.56 9.20 24.20 28.97 2.79
1253 63.48 38.43 37.29 45.03 5.06
1254 63.68 22.60 32.53 32.63 4.41
1255 63.63 72.98 35.96 44.91 6.47
1256 63.66 88.12 25.96 37.08 2.48
1257 63.61 56.32 39.17 42.99 5.36
1258 63.69 27.64 32.53 36.98 4.65
1259 63.69 18.62 28.22 29.93 3.75
1260 63.67 68.19 38.05 48.98 5.72
1261 63.62 45.89 37.30 42.14 6.43
1262 63.67 60.03 34.39 45.44 4.88
1263 63.75 79.59 37.62 44.82 6.28
1264 63.80 48.45 34.90 42.46 5.30
1265 63.94 63.03 35.24 40.35 5.08
1266 63.96 65.61 36.07 44.73 5.33
1267 63.92 83.83 37.72 41.85 5.02
1268 63.96 51.06 34.76 43.07 4.76
1269 64.03 14.71 27.21 29.08 3.02
1270 64.06 53.60 36.52 41.72 5.19
1271 64.12 76.87 36.67 41.78 5.63
1272 64.20 24.91 33.59 32.57 4.00
1273 64.22 34.30 35.73 37.42 4.75
1274 64.26 31.17 36.73 34.13 3.65
1275 64.50 11.62 26.29 26.99 3.09
1276 64.42 36.63 34.24 38.61 4.52
1277 64.30 40.44 36.70 38.79 5.02
1278 64.33 43.07 37.03 37.07 5.13
1279 64.46 58.19 38.65 39.05 4.88
1280 64.50 90.45 16.38 33.48 0.93
1281 64.54 7.20 21.94 26.39 1.09
1282 64.57 70.87 38.87 39.04 4.74
1283 64.65 81.55 39.42 39.28 5.09
1284 64.69 85.94 32.47 35.41 3.08
1285 64.77 20.29 31.69 28.65 3.86
1286 64.65 45.58 34.90 38.17 3.92
1287 64.78 17.40 31.47 29.64 4.27
1288 64.71 28.76 36.18 33.01 3.72
1289 64.79 73.61 39.59 36.55 5.02
1290 64.77 60.97 37.58 40.05 5.34
1291 64.92 68.52 35.53 37.04 4.82
1292 64.90 48.40 38.30 32.09 4.58
1293 64.95 55.62 34.87 35.66 3.86
1294 64.96 78.98 35.72 37.03 4.84
1295 65.06 22.81 34.85 27.11 4.07
1296 65.01 26.40 35.79 32.27 4.19
1297 65.04 52.32 37.92 32.74 4.59
1298 65.07 65.49 37.23 36.31 4.28
1299 65.15 32.81 35.33 33.17 4.46
1300 65.09 38.39 37.86 37.70 4.04
1301 65.22 63.24 33.59 36.37 4.68
1302 65.26 88.19 25.31 32.97 2.41
1303 65.27 9.38 24.29 24.86 2.48
1304 65.28 75.91 38.02 33.90 4.27
1305 65.27 14.40 25.48 25.38 2.94
1306 65.41 83.59 33.21 33.24 3.63
1307 65.35 92.23 7.22 25.21 0.12
1308 65.34 42.51 36.00 33.71 4.58
1309 65.50 30.62 36.99 29.01 3.30
1310 65.48 35.10 39.63 32.46 3.68
1311 65.56 58.82 36.77 33.04 4.07
1312 65.69 45.04 39.84 32.93 4.54
1313 65.69 50.39 36.21 30.73 4.59
1314 65.82 71.13 39.70 33.69 4.12
1315 65.81 24.61 36.21 26.13 3.75
1316 65.75 67.32 38.97 32.03 3.87
1317 65.98 17.60 26.71 23.70 3.22
1318 66.00 28.12 33.27 26.22 3.42
1319 65.98 47.80 35.78 29.67 3.94
1320 66.00 80.93 38.89 30.47 3.84
1321 66.07 11.49 25.90 20.32 2.30
1322 65.98 53.76 34.49 32.59 4.61
1323 66.03 61.00 36.35 31.02 3.80
1324 66.13 78.23 38.10 29.40 3.68
1325 66.17 20.82 28.69 22.47 2.80
1326 66.05 37.31 33.16 33.26 4.10
1327 66.08 56.51 34.53 30.97 4.56
1328 66.20 73.62 38.57 32.02 3.92
1329 66.29 85.43 29.37 27.41 3.02
1330 66.29 90.53 10.33 25.96 0.36
1331 66.31 63.76 37.70 30.12 4.23
1332 66.42 32.87 38.40 27.83 2.98
1333 66.46 87.59 25.54 28.83 2.26
1334 66.53 14.75 24.38 21.90 1.91
1335 66.54 75.78 38.68 27.28 3.80
1336 66.65 69.13 37.77 27.72 4.03
1337 66.67 8.94 22.72 19.35 1.82
1338 66.58 40.49 34.29 25.22 3.52
1339 66.75 35.31 33.90 28.40 3.48
1340 66.57 23.00 32.57 18.48 2.67
1341 66.66 30.40 34.05 24.85 2.60
1342 66.42 51.32 39.47 18.12 2.59
1343 66.72 26.06 34.96 22.70 3.37
1344 66.78 46.35 34.81 25.39 3.22
1345 66.87 58.86 33.86 27.23 3.07
1346 67.01 49.85 32.96 24.63 3.87
1347 66.59 54.69 38.91 21.64 3.82
1348 66.86 52.26 35.57 28.26 3.83
1349 67.00 82.40 39.35 27.60 3.61
1350 67.10 71.90 39.93 29.32 3.63
1351 67.26 18.36 27.24 18.79 2.44
1352 67.01 37.94 34.33 25.56 3.67
1353 67.08 61.68 37.09 26.79 3.47
1354 66.90 66.05 38.82 31.28 4.06
1355 67.17 54.87 36.28 27.86 3.61
1356 67.29 28.26 32.27 19.59 3.05
1357 67.40 80.06 36.21 25.77 3.18
1358 67.16 23.13 29.52 21.42 2.60
1359 67.44 56.87 35.94 25.93 3.73
1360 67.36 12.05 26.67 17.14 1.89
1361 67.52 77.06 39.02 24.42 3.67
1362 67.53 89.28 14.28 22.93 0.79
1363 67.56 16.40 24.43 19.32 2.02
1364 67.56 42.10 37.76 23.53 3.03
1365 67.50 44.59 35.08 24.05 2.95
1366 67.55 74.35 36.98 25.71 3.64
1367 67.55 14.99 25.88 15.12 1.73
1368 67.52 33.26 35.02 22.82 2.88
1369 67.63 64.44 40.01 23.78 2.93
1370 67.70 67.47 39.02 24.23 3.35
1371 67.62 84.49 37.44 25.22 2.88
1372 67.72 48.26 33.16 23.79 3.20
1373 67.79 20.67 29.39 18.66 3.00
1374 67.56 87.07 27.62 22.87 1.72
1375 67.78 30.77 32.01 20.01 2.51
1376 67.70 39.64 33.48 23.00 3.09
1377 68.11 9.77 22.58 14.64 1.57
1378 67.93 69.93 39.05 25.75 3.51
1379 67.96 25.43 32.79 20.27 2.46
1380 67.97 35.64 34.14 20.86 3.13
1381 67.92 52.95 35.87 21.08 3.26
1382 68.09 59.38 35.21 23.68 3.42
1383 68.20 23.14 30.97 17.81 2.79
1384 68.42 37.80 35.43 21.36 3.02
1385 68.10 46.43 36.49 18.60 3.27
1386 68.19 86.61 23.24 24.07 1.29
1387 68.18 78.65 32.72 24.15 3.20
1388 68.46 72.23 35.80 23.11 2.98
1389 68.34 28.30 33.72 19.45 2.63
1390 68.37 50.64 36.59 19.57 2.86
1391 68.28 55.83 38.22 17.18 2.48
1392 68.55 13.66 25.73 17.12 2.45
1393 68.67 32.95 34.32 21.15 3.00
1394 68.78 84.22 31.66 20.91 2.19
1395 68.69 41.86 36.39 21.67 2.64
1396 68.67 74.90 33.94 21.78 3.50
1397 68.42 19.60 31.40 16.10 1.90
1398 68.79 44.17 35.30 19.68 2.59
1399 68.71 65.37 35.95 23.40 3.33
1400 68.93 18.81 26.35 15.16 2.00
1401 68.81 88.73 12.06 21.92 0.63
1402 68.95 16.44 25.11 16.52 1.97
1403 68.66 46.21 36.95 22.21 2.92
1404 68.70 56.76 35.88 22.44 3.19
1405 68.85 81.61 32.33 19.67 2.55
1406 69.02 39.85 33.65 20.63 2.55
1407 68.62 78.16 37.68 22.00 2.41
1408 68.95 30.32 33.61 18.11 2.69
1409 68.93 48.59 36.48 19.92 2.82
1410 69.04 54.06 36.17 20.18 3.28
1411 69.08 60.88 35.21 21.68 3.46
1412 69.28 21.34 29.85 16.66 2.40
1413 69.19 67.53 36.43 22.78 2.80
1414 69.05 26.15 31.24 17.42 2.67
1415 69.11 70.03 36.19 22.23 2.69
1416 68.91 51.67 32.88 22.32 2.76
1417 69.28 79.66 35.38 22.68 2.53
1418 69.20 35.22 35.13 19.85 3.00
1419 69.28 58.38 37.58 20.18 3.18
1420 69.31 76.86 34.86 21.40 3.44
1421 69.28 8.95 21.06 13.97 1.51
1422 69.34 63.26 36.42 20.52 3.12
1423 69.63 23.75 29.96 15.57 2.61
1424 69.54 86.38 23.95 20.78 1.32
1425 69.64 13.36 24.30 12.60 1.57
1426 69.63 46.65 35.11 18.70 3.04
1427 69.51 50.57 32.63 17.35 2.19
1428 69.55 37.36 32.08 17.32 2.59
1429 69.73 73.10 33.63 19.62 2.33
1430 69.79 31.75 31.79 15.72 2.11
1431 69.86 56.00 35.14 18.18 2.82
1432 69.89 11.47 19.42 12.25 1.99
1433 69.83 27.33 34.87 15.82 1.92
1434 69.87 41.93 35.99 17.59 2.54
1435 69.98 52.81 34.31 18.66 2.45
1436 69.88 44.17 38.24 19.88 2.34
1437 70.04 65.15 37.09 18.59 2.57
1438 70.32 33.69 33.05 16.63 2.65
1439 70.26 29.24 33.35 15.50 2.79
1440 69.97 39.23 35.93 15.43 2.13
1441 70.22 60.27 34.81 19.51 2.57
1442 70.31 18.01 25.21 14.07 1.64
1443 70.17 70.64 34.78 19.68 2.80
1444 70.27 82.20 31.81 18.05 1.94
1445 70.43 48.59 32.91 18.59 2.52
1446 70.27 67.67 34.32 19.47 2.60
1447 70.38 75.29 31.94 18.78 2.54
1448 70.27 78.34 35.01 20.54 2.35
1449 70.21 15.64 25.98 12.57 1.02
1450 70.14 8.94 21.33 7.11 0.61
1451 70.52 35.78 37.98 17.49 2.76
1452 70.56 84.92 25.32 18.74 1.80
1453 70.49 25.39 30.41 13.69 2.07
1454 70.65 57.71 32.39 17.11 2.95
1455 70.63 62.67 34.53 19.11 2.52
1456 70.68 10.23 19.59 13.09 1.13
1457 70.60 20.54 29.08 13.62 1.69
1458 70.46 39.88 36.03 17.90 2.52
1459 70.83 37.84 33.05 17.32 2.52
1460 70.79 22.70 28.94 13.52 2.01
1461 70.80 45.69 33.31 17.59 2.23
1462 70.75 54.25 32.06 16.17 2.68
1463 70.88 51.48 33.37 17.85 2.40
1464 70.87 42.45 38.95 14.70 2.46
1465 70.96 31.64 29.88 15.29 2.53
1466 70.97 15.23 21.45 12.24 1.83
1467 71.05 80.14 30.37 17.59 2.76
1468 71.18 12.76 21.00 11.38 1.44
1469 71.09 69.60 33.83 17.03 2.07
1470 71.13 72.71 34.17 17.54 2.10
1471 71.22 65.79 35.34 17.17 2.69
1472 71.30 40.58 33.61 15.22 2.31
1473 71.34 27.08 31.52 14.55 2.18
1474 70.97 24.43 28.60 11.60 0.80
1475 71.40 77.35 34.78 16.73 2.38
1476 71.39 17.55 25.16 12.73 1.95
1477 71.65 61.43 36.06 16.30 2.56
1478 71.75 29.48 31.83 14.47 2.19
1479 71.64 49.95 32.77 16.83 2.62
1480 71.61 58.95 36.19 16.07 2.36
1481 71.67 83.08 23.92 14.97 1.65
1482 71.71 75.10 31.13 17.84 2.39
1483 71.68 47.49 33.91 16.76 2.42
1484 71.89 19.99 24.88 11.88 1.68
1485 71.90 33.33 28.24 15.21 1.90
1486 71.67 35.64 34.05 15.17 2.63
1487 71.58 56.76 33.41 17.66 2.47
1488 71.87 63.78 36.56 16.92 2.42
1489 71.77 85.90 17.24 15.34 0.79
1490 71.87 24.29 30.67 12.77 1.99
1491 71.79 53.23 34.77 15.91 2.46
1492 71.86 67.72 34.35 16.10 2.17
1493 71.94 55.72 33.93 14.25 1.96
1494 71.95 10.46 19.11 10.24 0.99
1495 71.96 44.96 33.38 15.41 2.44
1496 71.99 15.40 22.79 11.10 1.69
1497 72.05 38.17 31.56 16.19 2.51
1498 72.14 70.59 35.49 16.78 2.42
1499 72.23 42.69 32.42 14.10 2.40
1500 72.11 79.78 30.61 15.35 1.62
1501 72.41 14.39 21.63 10.18 1.34
1502 72.49 40.13 35.28 14.54 2.75
1503 72.41 72.89 35.56 15.42 2.22
1504 72.34 31.30 29.88 14.46 2.20
1505 72.73 51.38 32.58 15.01 2.59
1506 72.61 22.26 28.75 13.10 1.98
1507 72.57 26.65 29.37 12.23 2.21
1508 72.55 48.43 31.86 15.42 2.30
1509 72.77 60.04 33.43 15.12 2.21
1510 72.69 76.81 32.81 16.16 2.07
1511 73.02 12.17 21.42 8.81 1.42
1512 72.79 81.73 28.52 14.91 1.55
1513 72.69 18.02 27.43 10.30 1.21
1514 72.93 36.62 31.41 14.44 2.32
1515 72.86 53.98 31.84 15.07 2.46
1516 72.95 62.91 32.79 14.90 2.17
1517 72.96 68.42 34.28 15.51 3.41
1518 72.99 84.53 17.21 14.09 1.04
1519 73.05 16.76 26.27 9.60 1.40
1520 72.93 45.42 31.18 14.58 2.01
1521 73.28 24.45 30.54 12.69 1.89
1522 73.14 29.30 32.11 12.46 2.07
1523 72.77 33.47 28.58 11.00 2.25
1524 73.13 34.54 30.50 14.87 2.02
1525 72.99 65.40 33.32 15.62 2.04
1526 73.26 74.32 32.28 15.44 2.06
1527 73.06 13.36 21.82 10.76 2.76
1528 73.20 31.65 31.21 12.96 2.54
1529 73.37 71.17 32.25 14.48 2.52
1530 73.42 42.41 33.36 13.77 2.46
1531 73.53 47.84 33.47 15.17 2.17
1532 73.28 55.85 31.40 14.56 2.71
1533 73.57 79.13 29.07 13.16 1.61
1534 73.19 19.07 26.17 10.13 1.65
1535 73.46 38.92 31.04 14.00 2.42
1536 73.40 22.34 27.81 10.77 1.79
1537 73.49 20.33 25.00 12.11 0.96
1538 73.74 14.85 23.60 10.38 1.41
1539 73.64 27.11 27.43 12.26 2.06
1540 73.90 82.45 23.20 13.29 1.71
1541 73.78 50.40 31.76 14.20 2.04
1542 73.86 61.31 33.01 15.14 2.30
1543 73.79 44.72 34.44 13.44 2.49
1544 73.96 66.86 33.81 13.74 2.10
1545 73.68 32.91 31.00 11.08 3.54
1546 74.11 53.77 31.68 13.91 2.27
1547 74.03 58.95 31.74 13.88 2.18
1548 74.05 76.23 32.85 13.04 2.06
1549 73.89 18.96 25.25 9.57 1.18
1550 73.89 10.98 20.75 9.16 1.05
1551 74.02 64.15 33.30 14.01 2.34
1552 73.94 35.81 26.06 12.31 2.63
1553 74.15 69.35 34.80 13.17 2.30
1554 73.86 21.26 28.00 9.08 1.83
1555 74.09 22.53 27.35 12.03 1.97
1556 74.20 33.14 28.42 12.18 1.80
1557 74.34 40.43 29.88 13.40 2.11
1558 74.26 72.73 31.55 13.84 2.15
1559 74.36 30.55 26.41 11.36 1.64
1560 74.48 37.87 29.21 12.79 2.50
1561 74.39 25.61 26.76 11.26 1.81
1562 74.45 56.51 33.46 14.69 2.85
1563 74.71 12.73 22.66 8.84 1.13
1564 74.65 16.32 22.59 9.39 1.13
1565 74.62 42.78 28.63 14.75 1.96
1566 74.38 45.05 31.39 14.22 2.14
1567 74.52 46.77 35.88 14.64 2.52
1568 74.77 20.97 24.64 10.22 1.54
1569 74.40 23.99 26.77 9.60 2.07
1570 74.82 27.40 26.71 11.96 1.72
1571 74.83 35.58 28.55 11.86 1.98
1572 74.75 51.88 30.93 14.59 1.81
1573 74.77 78.38 32.61 13.42 1.41
1574 74.60 57.82 34.82 15.71 2.06
1575 74.90 81.11 24.10 11.32 1.23
1576 74.77 84.09 16.46 12.10 0.46
1577 74.89 49.54 29.09 12.91 2.28
1578 74.90 65.48 33.75 13.45 2.08
1579 75.00 61.45 32.07 14.07 1.88
1580 75.19 70.55 31.73 12.00 1.89
1581 74.96 47.65 31.73 15.93 2.40
1582 75.28 67.96 32.59 12.94 1.57
1583 75.26 76.02 29.08 13.04 1.40
1584 75.16 32.55 28.15 11.84 2.32
1585 75.25 58.89 29.85 14.17 2.04
1586 75.26 73.45 29.08 12.32 1.76
1587 75.43 23.61 28.49 10.35 1.60
1588 75.37 56.20 32.15 13.96 2.13
1589 75.28 34.65 29.84 12.25 2.50
1590 75.50 45.54 30.62 14.67 1.80
1591 75.58 63.25 31.33 12.68 2.09
1592 75.15 82.88 18.33 10.25 0.75
1593 75.55 38.42 28.47 13.12 2.24
1594 75.55 40.72 29.20 12.95 2.29
1595 75.51 54.42 30.36 12.82 2.02
1596 75.48 17.96 22.25 10.11 1.13
1597 75.76 14.72 19.78 9.36 1.04
1598 75.96 25.98 23.85 10.56 2.14
1599 75.94 28.66 24.11 10.96 1.95
1600 75.55 78.22 30.36 9.64 1.36
1601 75.80 52.36 30.17 13.77 2.48
1602 76.01 65.21 33.20 12.70 1.91
1603 76.00 79.26 25.71 11.68 1.29
1604 76.04 20.80 25.03 9.41 1.68
1605 75.95 36.37 27.39 13.11 1.80
1606 76.06 47.63 29.23 13.54 2.24
1607 76.09 50.14 30.75 13.14 1.50
1608 76.19 59.95 29.32 13.33 1.82
1609 76.15 33.79 27.52 12.30 1.84
1610 76.19 71.64 30.83 12.17 2.12
1611 76.34 16.91 23.82 9.88 1.49
1612 76.29 74.43 30.51 12.34 1.50
1613 76.48 44.09 29.48 14.23 2.08
1614 76.07 54.38 32.83 13.33 2.17
1615 76.39 57.44 30.88 14.11 2.07
1616 76.51 76.99 30.29 11.22 1.23
1617 76.17 38.73 29.56 11.56 2.00
1618 76.49 69.30 33.04 11.66 1.49
1619 76.51 67.09 32.05 13.45 1.96
1620 76.43 23.81 23.27 8.00 0.92
1621 76.79 61.58 28.49 12.04 1.38
1622 76.78 19.12 21.92 9.22 1.22
1623 76.73 31.37 24.24 11.52 1.80
1624 76.89 55.26 32.32 12.49 2.09
1625 76.95 81.00 18.84 10.68 0.62
1626 76.92 39.03 26.86 12.15 1.99
1627 76.86 53.04 28.76 12.84 2.00
1628 77.01 22.73 24.19 9.76 1.57
1629 77.02 36.13 25.28 10.93 1.90
1630 76.98 63.85 30.23 13.40 1.93
1631 77.13 14.96 18.45 7.98 0.95
1632 77.17 48.75 28.61 12.65 2.26
1633 76.97 27.89 24.51 10.14 1.68
1634 77.22 46.60 27.73 12.58 2.13
1635 77.10 72.65 33.06 10.60 1.52
1636 77.26 25.06 24.59 9.55 1.87
1637 77.38 33.73 24.15 11.46 2.62
1638 77.20 50.93 29.10 12.38 1.71
1639 77.21 78.83 21.18 9.70 0.75
1640 77.38 59.15 26.48 11.68 1.97
1641 77.39 70.77 28.33 11.44 1.63
1642 77.48 75.48 29.20 10.37 1.12
1643 77.25 30.76 25.35 9.82 1.88
1644 77.52 66.01 32.07 11.04 1.73
1645 77.47 73.71 31.50 10.53 0.81
1646 77.64 68.55 31.48 11.38 1.65
1647 77.67 44.30 28.59 12.77 2.23
1648 77.93 21.82 23.57 9.89 1.63
1649 77.60 57.15 29.20 12.20 1.86
1650 77.56 29.05 26.27 9.40 1.67
1651 77.95 19.97 21.42 9.94 1.88
1652 77.95 54.14 27.93 11.98 2.21
1653 77.90 62.55 28.13 11.80 1.87
1654 77.98 30.07 26.10 10.70 2.01
1655 77.95 18.60 19.57 7.29 1.19
1656 78.07 41.30 28.28 11.20 1.82
1657 78.10 60.58 25.84 11.89 1.46
1658 77.89 78.24 18.43 7.93 0.89
1659 78.34 16.77 18.42 7.85 1.32
1660 78.15 51.58 27.55 11.96 1.86
1661 78.06 79.63 16.63 9.03 0.27
1662 78.30 31.80 25.77 10.50 2.18
1663 78.26 36.06 24.21 11.00 2.14
1664 78.09 38.30 27.90 11.42 2.26
1665 78.46 49.53 25.95 12.70 2.02
1666 78.43 14.13 18.13 6.90 0.96
1667 78.29 47.12 27.21 12.51 2.37
1668 78.40 64.79 26.23 11.73 1.52
1669 78.40 56.73 27.51 11.31 1.59
1670 78.24 71.19 25.00 9.90 1.21
1671 78.24 55.66 29.45 12.27 1.73
1672 78.48 58.79 27.26 11.74 1.51
1673 78.80 23.45 22.30 8.99 1.48
1674 78.60 67.36 28.71 10.23 1.59
1675 78.55 70.01 27.43 9.98 1.64
1676 78.65 73.31 25.16 9.98 1.40
1677 78.48 32.91 26.55 12.00 2.50
1678 78.60 75.57 22.58 9.40 1.00
1679 78.68 26.20 20.21 10.10 2.08
1680 78.60 44.40 27.06 11.88 2.06
1681 78.90 39.03 26.65 11.95 2.13
1682 79.01 34.11 23.45 10.11 2.45
1683 78.96 62.98 26.64 10.82 1.55
1684 78.98 20.10 20.74 8.56 1.74
1685 79.10 29.12 25.27 10.22 1.93
1686 79.05 52.87 26.83 11.60 1.98
1687 79.14 55.02 26.20 12.45 2.37
1688 78.95 37.11 23.79 12.43 2.36
1689 79.18 60.47 23.48 10.32 1.41
1690 79.08 43.82 26.39 12.75 1.92
1691 79.34 57.87 23.41 11.36 1.96
1692 79.58 31.01 25.74 10.05 2.05
1693 79.19 42.21 26.67 10.74 2.41
1694 79.55 50.69 25.24 11.43 1.70
1695 79.43 65.18 25.83 10.80 1.49
1696 79.39 40.71 25.45 11.43 2.39
1697 79.31 27.97 20.78 10.39 2.52
1698 79.48 70.04 24.49 9.91 1.32
1699 79.19 71.69 21.67 10.89 1.56
1700 79.73 16.43 17.81 7.73 1.17
1701 79.40 46.14 26.79 11.44 2.63
1702 79.53 75.55 21.08 9.24 1.10
1703 79.51 36.42 21.61 10.16 1.98
1704 79.41 78.10 15.52 8.58 0.26
1705 79.48 25.67 22.56 9.51 1.95
1706 79.63 67.62 26.26 9.89 1.44
1707 79.74 73.00 23.75 9.80 0.67
1708 79.78 22.14 20.70 7.93 1.61
1709 79.77 48.63 23.42 11.69 2.56
1710 79.95 56.16 25.10 11.75 1.58
1711 80.25 39.03 23.70 11.27 2.58
1712 80.09 53.50 23.17 11.88 2.16
1713 80.12 34.68 23.55 11.22 2.60
1714 80.11 61.30 24.40 9.36 1.70
1715 80.01 25.28 20.41 9.97 1.88
1716 80.37 32.78 24.15 11.76 2.18
1717 80.20 28.67 23.02 10.68 2.48
1718 80.37 46.59 25.11 10.75 2.35
1719 80.35 71.21 22.40 8.71 1.33
1720 80.38 18.47 18.03 7.27 1.61
1721 80.43 41.58 23.76 11.90 2.47
1722 80.24 21.12 19.46 9.04 1.42
1723 80.44 65.77 25.11 10.28 1.38
1724 80.48 57.96 23.89 11.30 1.61
1725 80.46 36.15 22.29 10.73 2.35
1726 80.53 74.38 17.97 8.72 0.70
1727 80.35 69.16 20.07 10.27 1.40
1728 80.67 23.15 21.31 7.77 1.92
1729 80.76 30.14 24.61 9.77 2.34
1730 80.73 68.12 21.08 9.32 1.75
1731 80.94 49.07 24.57 11.16 1.99
1732 80.74 51.64 23.57 11.14 1.77
1733 80.65 37.42 22.63 11.58 2.21
1734 80.89 44.50 27.07 11.45 2.19
1735 81.03 20.04 17.72 7.69 1.62
1736 81.07 54.28 25.16 11.60 1.90
1737 81.03 56.28 23.73 10.78 1.72
1738 80.96 60.70 26.62 8.85 1.87
1739 81.32 21.36 17.39 7.07 2.00
1740 81.39 25.15 20.12 8.86 2.25
1741 81.06 59.39 27.10 9.40 1.50
1742 81.36 72.38 17.83 8.43 0.74
1743 81.11 23.93 21.07 9.43 2.21
1744 81.56 33.27 22.86 9.69 2.62
1745 81.45 64.87 23.56 8.73 1.02
1746 81.27 69.96 18.13 7.95 1.35
1747 81.38 40.54 22.46 11.29 3.13
1748 81.33 62.43 25.38 9.72 1.45
1749 81.53 38.02 24.04 10.15 2.75
1750 81.55 28.22 20.08 9.66 2.56
1751 81.36 58.38 24.18 11.88 1.32
1752 81.58 67.14 20.63 8.85 1.13
1753 81.36 30.97 20.77 10.42 1.81
1754 81.29 43.19 25.37 10.74 2.58
1755 81.66 46.39 25.46 11.30 2.11
1756 81.40 26.12 26.14 8.29 3.71
1757 81.96 53.00 22.54 12.02 1.76
1758 81.74 42.17 22.26 11.64 2.85
1759 81.79 50.79 23.11 11.18 3.20
1760 82.00 59.91 23.08 9.82 2.02
1761 82.09 57.25 23.62 10.50 1.67
1762 81.78 43.72 24.64 12.21 2.43
1763 81.73 69.27 19.40 8.60 0.60
1764 82.12 22.87 20.01 7.97 2.23
1765 81.98 55.17 21.54 11.15 2.70
1766 82.15 31.44 21.54 9.83 2.31
1767 82.25 48.68 24.63 10.91 2.83
1768 82.25 63.36 21.76 8.97 1.55
1769 82.26 70.45 15.74 8.49 0.91
1770 82.08 30.03 24.75 6.25 2.00
1771 82.32 68.20 17.60 8.13 1.08
1772 82.46 26.23 19.68 8.97 2.62
1773 82.48 72.71 13.34 6.97 0.58
1774 82.56 41.76 21.47 10.87 3.17
1775 82.59 44.30 24.94 12.23 2.58
1776 82.82 29.05 20.64 9.10 3.23
1777 82.51 65.28 20.36 9.20 0.96
1778 82.83 34.59 22.14 9.18 3.21
1779 82.60 37.92 22.24 9.57 2.73
1780 82.61 59.12 23.77 10.17 1.58
1781 82.52 66.43 17.00 9.38 1.71
1782 82.83 46.44 25.24 10.98 2.81
1783 82.76 61.78 21.22 9.72 1.61
1784 83.05 39.78 24.39 11.10 3.01
1785 82.98 52.72 25.59 11.34 2.02
1786 83.24 24.27 19.33 8.03 2.34
1787 82.83 68.23 16.78 9.44 0.22
1788 83.12 56.41 22.78 10.02 2.48
1789 83.25 31.47 21.04 9.84 2.91
1790 83.21 64.31 19.11 8.29 1.43
1791 83.46 22.00 19.08 7.73 2.44
1792 83.31 48.52 22.91 10.72 2.41
1793 83.28 66.58 16.66 7.43 0.97
1794 83.36 69.05 15.25 7.56 0.71
1795 83.36 71.42 12.44 6.56 0.40
1796 83.35 37.32 21.03 9.41 2.08
1797 83.39 54.40 22.89 10.53 1.93
1798 83.15 36.45 19.00 9.00 3.00
1799 83.54 58.45 22.49 10.71 1.90
1800 83.35 18.34 17.19 6.42 1.51
1801 83.70 43.66 21.56 10.54 2.87
1802 83.60 60.52 21.48 9.72 1.58
1803 83.53 26.22 18.27 6.78 2.63
1804 83.73 62.55 21.39 9.97 1.33
1805 83.76 27.65 18.02 7.20 2.89
1806 83.76 33.04 20.23 9.33 2.81
1807 84.02 40.84 22.47 10.78 2.59
1808 83.83 50.53 24.00 10.84 2.58
1809 84.13 45.91 24.10 11.33 2.89
1810 83.83 52.29 22.80 10.17 2.14
1811 84.02 29.65 21.39 10.10 3.34
1812 83.91 34.37 22.61 8.82 2.89
1813 83.95 66.32 17.44 8.40 0.78
1814 83.91 17.60 13.66 6.66 1.74
1815 84.20 19.53 17.03 6.59 2.24
1816 84.21 36.82 22.07 9.88 2.70
1817 84.08 35.48 23.89 9.04 3.22
1818 84.39 55.05 22.86 10.01 2.49
1819 84.27 48.44 23.18 10.32 3.48
1820 84.24 64.51 19.57 7.32 0.98
1821 84.34 23.36 18.27 6.68 2.39
1822 84.43 38.93 22.26 9.19 3.26
1823 84.79 59.53 22.87 9.88 1.78
1824 84.65 21.96 16.60 6.94 2.60
1825 84.45 50.19 22.68 11.84 2.92
1826 84.50 32.12 20.05 10.07 2.44
1827 84.74 61.51 22.34 9.97 1.79
1828 84.68 67.05 15.58 7.80 0.82
