#<Embryo name> <Cleavage cycle> <Temporal class> <Genes>
hre1 14A 7 even-skipped Kruppel hunchback

#Quantitative data
#<Nucleus number> <A-P coordinate> <D-V coordinate> <Fluorescence intensity: channel 1 - eve, channel 2 - Kr, channel 3 - hb>
600 39.53 70.90 126.08 57.05 167.38
601 39.41 16.99 51.33 18.27 106.34
602 39.52 38.54 180.24 36.49 172.17
603 39.55 60.31 155.85 55.44 195.05
604 39.58 27.01 96.83 28.49 156.96
605 39.57 13.55 55.25 15.92 96.52
606 39.76 31.62 144.66 33.33 160.42
607 39.66 68.56 122.82 65.97 192.32
608 39.66 78.45 86.40 59.17 117.07
609 39.77 89.86 28.88 48.51 34.89
610 39.66 51.72 197.70 49.09 198.39
611 40.04 23.42 106.13 25.86 139.66
612 40.00 44.20 180.38 43.10 194.22
613 40.01 53.97 181.32 55.35 201.69
614 39.96 83.10 53.78 59.18 84.21
615 40.07 40.35 180.69 46.66 203.69
616 40.22 33.83 165.34 38.10 167.50
617 40.17 36.08 178.89 40.08 169.72
618 40.21 48.05 194.63 50.05 199.44
619 40.24 62.50 134.55 71.39 182.48
620 40.40 64.71 120.87 74.85 176.52
621 40.44 50.07 170.74 58.05 199.99
622 40.46 18.81 99.47 22.59 114.66
623 40.59 66.86 95.80 78.57 168.57
624 40.63 8.08 87.66 15.23 63.11
625 40.46 11.27 86.21 18.37 100.75
626 40.54 74.22 78.04 76.73 137.06
627 40.64 16.01 103.74 21.74 115.05
628 40.71 25.54 156.90 32.85 153.90
629 40.69 71.64 81.07 81.76 143.04
630 40.64 42.19 180.21 50.18 197.88
631 40.60 46.19 185.41 54.49 202.58
632 40.75 79.98 51.66 73.77 89.33
633 40.78 28.28 144.44 33.82 161.17
634 40.73 57.42 141.45 75.63 186.17
635 40.84 87.93 31.82 62.61 45.22
636 40.78 38.18 172.53 48.61 191.91
637 40.77 52.26 167.74 63.32 193.26
638 40.78 60.09 129.15 77.72 185.16
639 40.77 77.02 65.29 76.93 113.60
640 40.89 85.41 36.31 74.73 61.92
641 40.93 69.03 85.95 93.00 173.01
642 41.01 30.68 163.37 38.68 170.86
643 41.03 55.05 138.69 74.79 204.24
644 41.19 20.79 130.33 32.48 150.06
645 41.28 13.55 109.82 23.84 117.93
646 41.31 40.20 165.38 61.33 207.36
647 41.22 44.18 180.49 66.92 210.26
648 41.49 90.00 31.36 63.55 27.46
649 41.44 32.95 169.34 46.47 180.89
650 41.44 35.23 176.92 49.05 179.38
651 41.29 82.48 41.85 84.81 73.95
652 41.48 23.53 142.36 33.75 151.45
653 41.38 48.29 170.00 73.32 201.86
654 41.40 62.42 79.03 96.39 174.35
655 41.66 65.53 72.23 102.73 158.48
656 41.71 75.42 53.72 95.89 101.12
657 41.80 10.25 93.19 20.19 87.73
658 41.77 46.33 150.39 70.32 192.07
659 41.86 50.19 127.51 86.81 190.03
660 41.69 58.97 85.91 98.06 181.04
661 41.85 37.26 151.41 61.12 200.71
662 41.88 72.80 52.80 110.01 116.72
663 41.77 52.49 122.34 93.60 204.03
664 41.89 16.23 112.39 28.82 131.20
665 41.87 26.34 136.44 38.94 162.06
666 41.91 41.98 141.22 73.01 204.12
667 42.03 56.67 81.12 97.30 187.03
668 41.92 70.30 57.19 104.90 135.93
669 42.04 78.20 49.24 101.89 89.85
670 42.12 28.87 137.01 46.47 173.90
671 42.30 18.65 117.04 35.21 142.88
672 42.27 67.64 59.24 115.64 143.90
673 42.15 54.55 94.33 103.75 192.05
674 42.24 84.07 56.62 83.35 48.10
675 42.27 87.65 57.00 75.62 35.01
676 42.39 31.52 131.84 51.83 177.21
677 42.30 85.83 53.64 88.38 43.64
678 42.40 39.13 138.86 76.46 190.13
679 42.24 44.17 133.48 79.69 200.45
680 42.39 63.39 59.48 129.48 149.36
681 42.39 81.00 74.46 95.08 63.18
682 42.45 21.96 125.80 44.05 159.76
683 42.48 61.01 65.26 127.04 160.93
684 42.59 48.06 105.54 102.99 193.10
685 42.56 13.19 89.88 31.97 127.58
686 42.71 33.98 137.45 72.39 187.77
687 42.86 24.49 125.32 50.40 167.03
688 42.85 51.75 81.94 119.56 177.42
689 42.80 74.60 57.27 132.56 89.61
690 42.84 58.39 61.32 120.40 166.28
691 42.92 36.32 119.59 81.57 196.21
692 43.02 65.21 55.74 139.45 119.32
693 42.98 40.89 107.97 96.96 189.56
694 43.20 89.73 90.18 74.72 22.98
695 43.05 9.18 70.55 31.02 89.72
696 43.01 27.07 127.47 61.07 181.08
697 43.05 45.72 88.74 108.51 186.38
698 43.02 69.57 65.07 127.03 114.86
699 43.12 72.02 65.69 131.14 91.95
700 43.29 15.51 84.81 39.60 126.39
701 43.13 53.91 61.53 125.12 171.02
702 43.23 77.01 76.22 122.60 67.98
703 43.31 20.13 100.08 50.67 139.97
704 43.21 43.34 92.89 114.52 197.34
705 43.24 49.77 73.02 130.49 171.84
706 43.35 56.23 54.76 135.44 165.85
707 43.34 30.29 99.45 71.94 175.04
708 43.43 83.04 106.27 99.92 43.50
709 43.58 79.75 107.11 108.18 54.33
710 43.66 86.47 111.54 83.60 31.62
711 43.57 60.05 54.53 148.81 130.07
712 43.53 38.58 100.75 104.43 173.43
713 43.61 62.79 59.41 156.13 133.41
714 43.64 67.12 63.78 147.99 107.36
715 43.69 12.33 63.49 42.33 115.44
716 43.87 32.74 79.01 92.22 179.91
717 43.89 17.63 69.47 58.37 140.98
718 43.83 47.81 63.32 149.88 179.28
719 43.93 22.41 69.17 69.32 151.16
720 43.89 35.21 80.78 104.32 167.84
721 44.02 28.13 86.53 87.58 170.57
722 43.96 41.69 68.65 131.61 167.67
723 44.01 74.08 93.10 138.35 71.22
724 43.97 91.79 78.10 64.01 13.45
725 43.99 52.01 54.72 153.08 162.80
726 44.09 25.27 86.57 83.74 162.52
727 44.20 57.92 59.31 163.09 131.95
728 44.14 68.98 100.24 150.67 83.23
729 44.12 45.91 61.33 149.53 172.53
730 44.13 54.34 59.05 163.55 153.18
731 44.36 71.30 125.03 148.47 72.68
732 44.32 9.60 50.38 45.86 95.49
733 44.30 43.73 64.43 161.25 174.16
734 44.36 64.95 75.99 163.36 98.03
735 44.39 49.77 59.77 160.08 148.90
736 44.48 76.37 157.44 126.79 55.22
737 44.48 6.41 33.77 40.93 53.11
738 44.47 37.40 61.76 130.57 152.73
739 44.49 39.89 64.15 145.59 156.41
740 44.49 61.12 67.53 175.11 118.14
741 44.61 30.51 64.64 104.72 151.07
742 44.68 81.79 162.81 107.83 36.21
743 44.71 19.65 49.20 82.22 123.77
744 44.76 93.68 63.51 54.99 9.29
745 44.81 13.16 39.68 62.38 94.72
746 44.82 56.01 84.03 176.62 121.47
747 44.94 79.19 163.70 111.96 39.98
748 44.84 84.71 155.35 98.62 31.98
749 45.05 88.22 136.30 92.80 22.37
750 44.92 16.19 41.97 71.20 110.05
751 45.02 63.09 111.86 176.97 92.34
752 45.09 90.92 105.20 70.59 15.12
753 45.00 66.78 103.08 158.80 71.82
754 45.10 59.21 86.72 179.33 107.02
755 45.03 23.47 49.01 102.01 146.94
756 45.02 35.14 59.52 147.69 131.56
757 45.04 47.80 66.79 177.69 137.09
758 45.02 51.47 73.00 185.16 131.61
759 45.13 28.21 51.06 119.49 142.28
760 45.04 32.85 59.59 132.78 140.92
761 45.08 45.09 74.32 177.79 139.06
762 45.17 42.35 74.19 178.11 138.18
763 45.17 53.65 79.11 176.50 117.45
764 45.29 72.89 165.07 145.48 56.67
765 45.31 25.84 49.57 111.01 136.83
766 45.33 69.06 175.11 155.46 64.54
767 45.40 9.14 31.28 65.57 70.04
768 45.56 21.05 38.84 106.36 103.21
769 45.52 38.09 63.78 163.83 123.54
770 45.55 40.48 67.59 170.44 128.36
771 45.68 49.73 101.33 192.25 112.72
772 45.87 74.73 190.86 138.74 41.54
773 45.71 77.08 189.35 131.75 41.75
774 45.77 57.50 142.15 188.65 92.04
775 45.66 7.02 20.59 58.81 39.11
776 45.84 60.93 155.47 178.16 78.00
777 45.88 30.21 55.57 140.21 111.67
778 45.82 65.05 150.90 178.45 70.72
779 45.97 5.68 17.99 53.91 28.57
780 45.88 18.01 32.04 94.53 84.40
781 45.91 46.24 111.95 186.10 107.50
782 45.96 70.88 195.19 158.53 56.21
783 46.00 11.85 25.27 78.12 67.84
784 45.98 82.10 155.23 105.28 28.96
785 46.02 14.86 31.10 94.58 80.16
786 46.03 36.34 74.94 168.55 105.39
787 45.97 55.02 143.05 189.40 92.74
788 46.08 32.26 61.29 153.09 110.51
789 46.04 43.89 119.86 181.73 102.06
790 46.10 52.05 156.06 181.31 99.07
791 46.13 85.70 144.16 89.97 22.51
792 46.18 92.50 70.61 67.90 10.20
793 46.19 23.11 46.54 121.58 103.83
794 46.26 27.87 50.00 133.98 106.61
795 46.33 62.96 172.10 179.03 65.51
796 46.44 34.12 87.37 165.20 89.31
797 46.35 48.06 131.98 190.48 88.52
798 46.32 67.37 181.53 159.15 54.46
799 46.42 79.15 162.66 117.75 31.41
800 46.57 41.92 141.28 186.72 99.32
801 46.56 8.76 23.10 75.90 47.98
802 46.61 25.52 53.05 136.99 98.54
803 46.51 39.41 111.00 177.44 93.38
804 46.54 89.51 75.03 86.49 16.50
805 46.73 59.03 191.32 175.76 67.07
806 46.76 19.98 47.61 117.65 76.87
807 46.88 49.80 177.96 197.90 81.88
808 46.81 56.36 188.36 188.32 75.65
809 46.91 69.49 180.96 160.23 49.62
810 46.98 53.86 190.02 189.03 75.73
811 47.13 71.66 177.93 144.32 38.20
812 46.95 73.81 181.69 163.18 42.98
813 47.02 17.17 52.20 103.65 55.36
814 47.00 65.39 189.81 172.51 49.08
815 47.12 76.08 154.48 130.04 33.20
816 47.04 46.02 196.90 187.75 72.19
817 46.98 83.51 99.23 109.48 24.06
818 47.23 61.43 177.96 181.69 59.55
819 47.10 31.04 117.11 167.00 83.55
820 47.11 36.18 154.96 186.02 78.73
821 47.19 51.70 209.72 187.23 63.30
822 47.37 6.59 30.06 72.92 24.44
823 47.24 43.89 196.99 179.80 71.49
824 47.30 11.00 42.91 95.47 44.41
825 47.30 14.22 39.24 104.20 50.99
826 47.30 22.18 82.81 133.12 67.28
827 47.36 86.30 64.74 102.18 19.65
828 47.31 81.07 94.78 129.70 28.33
829 47.35 27.86 89.00 149.17 73.78
830 47.46 38.34 180.62 180.92 70.76
831 47.54 67.80 180.19 169.24 41.70
832 47.65 40.73 194.04 178.75 65.57
833 47.63 63.83 176.12 180.47 49.85
834 47.73 91.75 29.59 74.79 11.34
835 47.73 47.82 203.30 195.51 65.44
836 47.72 24.28 116.69 153.55 64.02
837 47.67 33.76 178.03 164.23 64.59
838 47.62 78.19 100.57 143.96 29.01
839 47.77 57.19 196.20 183.41 50.80
840 47.90 89.27 39.39 97.11 14.74
841 47.82 59.42 187.27 192.04 53.34
842 47.95 54.98 215.03 183.08 53.76
843 48.03 19.35 95.54 132.42 45.09
844 48.06 29.65 171.24 164.36 59.51
845 47.95 73.45 129.77 167.41 37.15
846 48.05 49.94 192.14 193.92 59.83
847 48.15 42.91 208.00 187.12 63.48
848 48.13 52.51 204.40 181.86 54.38
849 48.30 16.38 97.74 121.98 45.40
850 48.17 45.59 212.52 183.80 54.33
851 48.23 66.30 134.20 182.94 43.74
852 48.21 69.73 113.21 171.21 36.12
853 48.24 83.49 56.78 113.22 19.69
854 48.44 8.78 74.81 95.86 25.06
855 48.36 26.25 141.27 155.50 51.30
856 48.27 36.29 193.11 185.13 58.76
857 48.32 12.49 72.20 111.10 35.51
858 48.46 32.10 180.06 160.90 51.35
859 48.44 62.52 112.76 196.95 46.08
860 48.64 21.66 129.87 143.08 40.99
861 48.53 38.67 204.10 187.59 56.03
862 48.51 80.25 55.55 128.78 22.49
863 48.66 60.63 124.83 187.48 46.92
864 48.79 74.88 61.42 150.29 28.20
865 48.69 71.80 73.52 170.07 31.75
866 48.68 77.40 56.09 141.88 25.13
867 48.81 86.57 35.83 101.49 15.40
868 48.74 58.20 127.13 195.10 47.87
869 48.85 41.35 191.77 193.74 51.57
870 48.90 34.42 185.40 184.15 48.85
871 48.86 48.52 161.74 199.89 52.19
872 48.91 64.47 84.47 184.82 38.27
873 48.84 55.97 169.20 204.83 51.89
874 48.98 5.16 62.08 69.11 9.16
875 49.02 24.03 142.72 154.37 38.12
876 49.11 27.74 154.67 162.93 42.36
877 48.93 50.98 161.93 201.21 48.68
878 48.93 53.66 150.26 205.28 50.06
879 48.98 44.20 188.04 198.42 50.00
880 49.05 46.56 159.73 204.52 53.47
881 49.09 68.56 75.73 179.49 32.85
882 49.16 30.26 179.92 162.15 40.87
883 49.18 90.46 23.02 81.49 11.09
884 49.41 13.85 100.55 114.67 24.51
885 49.43 19.50 117.07 131.15 29.58
886 49.41 10.93 102.25 107.67 22.97
887 49.40 66.51 66.40 185.73 33.96
888 49.42 16.81 111.38 136.44 29.35
889 49.40 36.70 168.26 182.30 44.54
890 49.35 39.49 166.25 195.04 45.65
891 49.57 82.50 38.07 112.65 18.06
892 49.88 6.78 93.64 92.42 13.20
893 49.70 62.53 65.32 182.51 35.58
894 49.73 70.53 51.24 167.16 27.81
895 49.72 72.98 51.15 165.14 26.49
896 49.75 33.31 128.82 187.14 40.45
897 49.77 42.94 127.06 198.27 43.04
898 49.72 52.33 100.22 201.44 39.60
899 49.79 60.08 68.68 187.78 36.30
900 49.75 79.52 38.90 128.84 21.55
901 49.80 49.71 110.00 200.02 42.26
902 49.75 57.66 77.27 192.30 36.76
903 49.79 76.62 43.22 149.86 23.28
904 49.87 25.52 110.66 168.34 34.32
905 49.78 55.04 89.47 200.55 41.10
906 49.90 93.45 13.71 59.31 7.57
907 49.67 9.38 105.82 82.09 15.91
908 50.00 22.32 95.69 151.68 29.43
909 50.00 45.23 108.07 204.58 41.29
910 50.06 84.81 32.26 102.19 14.88
911 49.99 47.48 97.15 200.70 41.61
912 50.22 88.31 26.25 96.43 13.16
913 50.12 31.29 105.08 179.12 35.75
914 50.16 40.98 94.02 199.98 37.66
915 50.12 28.79 87.68 163.53 33.11
916 50.20 95.86 8.84 32.67 3.80
917 50.23 64.85 52.34 179.75 32.61
918 50.24 68.45 52.09 179.08 30.75
919 50.39 4.19 40.26 60.37 5.46
920 50.30 38.93 92.23 197.91 37.68
921 50.48 34.92 89.13 191.03 37.23
922 50.50 90.96 19.48 73.91 9.57
923 50.55 74.44 40.68 148.18 23.95
924 50.55 15.64 76.91 131.71 22.08
925 50.50 37.01 83.55 191.17 34.07
926 50.64 18.21 86.36 142.39 21.85
927 50.61 12.47 63.85 119.09 18.30
928 50.62 53.71 62.35 200.51 37.40
929 50.82 8.65 64.55 111.33 14.63
930 50.61 51.30 67.20 202.48 36.82
931 50.65 56.28 58.40 198.24 34.73
932 50.83 27.18 64.32 171.80 25.33
933 50.74 43.77 80.56 208.89 39.27
934 50.97 20.70 60.26 159.94 24.49
935 50.86 58.51 55.54 199.48 34.24
936 50.84 77.56 38.50 128.69 20.62
937 50.94 80.49 36.54 119.24 16.90
938 50.95 24.77 62.04 159.68 25.09
939 50.94 62.73 54.52 188.61 34.91
940 50.96 66.76 50.93 177.08 30.04
941 50.84 71.41 48.06 152.55 24.25
942 50.84 48.90 62.22 199.07 35.12
943 50.95 60.66 55.08 193.37 32.50
944 51.07 83.19 40.13 114.58 15.82
945 50.98 32.54 63.27 182.73 31.35
946 50.99 46.56 62.85 191.93 35.76
947 51.08 41.67 60.97 198.28 34.10
948 51.16 94.13 12.67 44.54 6.07
949 51.19 29.61 61.30 183.28 30.76
950 51.50 22.78 46.03 155.91 22.20
951 51.39 86.23 34.66 93.99 12.21
952 51.35 39.08 58.99 194.18 33.16
953 51.47 68.94 65.20 165.23 25.42
954 51.49 64.69 60.60 182.28 31.26
955 51.56 14.20 40.40 129.95 15.67
956 51.52 4.70 20.70 71.02 5.39
957 51.56 36.66 54.59 192.08 31.39
958 51.63 44.88 55.24 194.97 32.48
959 51.55 55.10 59.80 203.30 32.02
960 51.67 89.12 31.70 84.90 10.72
961 51.53 50.42 59.94 203.68 33.87
962 51.59 52.95 60.77 203.07 34.96
963 51.74 73.30 64.96 139.31 21.81
964 51.75 75.86 54.04 137.51 19.37
965 51.69 34.56 49.62 184.53 28.38
966 51.82 11.28 35.01 124.08 14.25
967 51.76 57.04 60.76 198.84 30.24
968 51.84 18.78 40.53 146.52 18.06
969 51.95 92.05 29.99 66.68 8.22
970 51.96 26.42 44.66 165.76 23.29
971 51.86 47.97 56.21 200.95 32.14
972 51.96 59.20 60.89 193.48 28.02
973 51.94 42.75 53.86 190.98 30.71
974 52.08 61.45 69.43 183.88 28.81
975 52.00 78.66 67.90 123.28 17.43
976 52.03 8.48 26.93 98.78 10.88
977 52.29 16.21 34.32 138.99 15.50
978 52.14 70.80 103.99 158.90 23.93
979 52.15 32.32 48.29 183.80 26.36
980 52.16 40.41 54.77 189.27 28.98
981 52.17 30.03 43.44 180.03 24.47
982 52.32 81.34 66.14 112.33 15.56
983 52.24 66.50 89.08 172.37 27.38
984 52.34 84.17 70.02 98.65 12.28
985 52.40 97.32 11.29 19.40 2.60
986 52.35 51.44 81.56 201.42 29.96
987 52.45 63.45 110.73 178.36 27.46
988 52.45 46.20 67.41 200.68 30.61
989 52.40 37.98 50.92 189.52 27.94
990 52.44 94.46 23.42 37.85 5.31
991 52.63 21.14 34.93 147.68 16.94
992 52.62 24.03 36.92 150.66 18.69
993 52.54 54.43 85.07 199.48 31.67
994 52.72 28.14 41.65 176.32 21.53
995 52.65 49.44 82.13 187.18 31.45
996 52.75 35.61 60.81 182.53 27.17
997 52.80 86.50 76.30 89.98 11.04
998 52.82 44.26 96.66 199.10 29.71
999 52.70 56.73 96.57 182.52 28.28
1000 52.91 68.38 132.13 152.07 23.83
1001 52.94 75.24 115.22 127.52 17.67
1002 52.90 13.30 24.64 129.63 11.82
1003 52.80 88.12 75.51 91.11 11.29
1004 53.01 90.42 85.25 72.55 8.79
1005 52.92 42.04 83.03 190.86 28.34
1006 53.03 72.83 148.34 127.94 18.58
1007 53.23 7.16 18.69 94.41 7.69
1008 53.02 10.44 25.28 116.27 11.42
1009 53.10 18.26 30.77 140.50 16.54
1010 53.14 33.31 71.92 179.03 22.76
1011 53.09 52.83 140.02 192.82 28.14
1012 53.03 59.18 121.69 188.74 28.62
1013 53.18 78.06 136.53 113.93 16.02
1014 53.22 39.38 69.42 175.02 26.67
1015 53.14 47.57 101.57 188.21 27.32
1016 53.20 65.17 150.61 154.34 23.96
1017 53.29 92.68 57.64 47.39 7.20
1018 53.22 61.36 139.48 168.53 25.43
1019 53.34 25.82 51.24 166.45 20.33
1020 53.30 30.67 56.15 166.53 22.14
1021 53.40 70.48 161.66 128.10 21.09
1022 53.56 37.27 106.58 174.93 24.23
1023 53.65 50.97 149.56 178.46 27.06
1024 53.72 81.13 138.51 94.98 13.66
1025 53.61 83.98 134.44 80.31 11.87
1026 53.67 45.41 150.35 186.24 26.72
1027 53.69 55.40 170.03 170.34 27.34
1028 53.76 15.08 29.91 128.02 12.15
1029 53.79 57.45 162.61 162.68 24.58
1030 53.92 63.03 179.87 149.04 22.30
1031 53.77 22.82 44.90 143.50 16.09
1032 53.85 4.29 13.67 69.36 4.29
1033 53.92 34.81 93.32 173.97 22.40
1034 54.01 67.08 171.90 138.38 20.33
1035 54.01 19.91 48.20 137.89 13.80
1036 53.89 28.37 94.11 171.88 22.08
1037 53.91 40.94 150.36 176.74 25.28
1038 54.01 43.20 154.06 173.91 25.90
1039 53.96 49.03 169.74 170.16 24.85
1040 54.12 89.29 103.69 64.03 8.96
1041 54.27 86.59 132.41 75.52 10.67
1042 54.26 9.12 30.16 105.23 8.44
1043 54.15 53.18 190.69 160.03 24.93
1044 54.21 59.43 180.92 162.65 22.92
1045 54.21 75.88 164.27 108.73 16.14
1046 54.44 12.63 37.09 110.13 9.86
1047 54.35 17.27 40.11 125.69 12.09
1048 54.25 32.26 100.24 167.57 21.51
1049 54.28 46.98 190.82 167.37 24.27
1050 54.21 72.96 178.33 113.03 17.78
1051 54.13 96.34 17.30 21.18 2.61
1052 54.38 65.01 191.75 139.05 20.64
1053 54.35 94.06 44.96 35.39 5.77
1054 54.40 78.66 162.34 96.85 14.92
1055 54.42 26.01 83.70 150.84 16.82
1056 54.54 91.79 76.60 51.13 7.36
1057 54.54 39.10 163.29 155.33 23.17
1058 54.64 61.40 190.03 140.04 22.19
1059 54.49 70.22 185.55 114.86 20.38
1060 54.80 30.09 134.38 149.37 18.77
1061 54.69 36.27 159.67 159.48 22.06
1062 54.89 6.67 31.54 87.50 7.45
1063 54.86 44.77 195.06 159.33 24.05
1064 55.02 23.83 98.00 139.06 15.20
1065 54.94 50.81 196.35 163.71 23.65
1066 54.84 55.16 198.15 149.33 24.61
1067 55.01 68.32 186.46 113.56 17.32
1068 54.87 83.22 132.01 78.83 11.51
1069 55.01 21.59 85.68 137.85 14.12
1070 54.93 41.36 153.62 158.35 23.17
1071 55.03 4.57 28.87 68.99 4.31
1072 54.98 57.38 189.94 149.04 24.71
1073 55.13 14.51 73.12 133.59 9.98
1074 55.15 34.11 160.14 158.80 21.40
1075 55.14 48.62 189.86 150.00 23.28
1076 55.18 27.84 135.03 140.66 15.21
1077 55.28 74.51 175.03 100.70 16.87
1078 55.24 52.76 206.51 141.39 22.13
1079 55.36 80.21 142.64 81.59 13.35
1080 55.45 19.24 98.54 123.31 11.84
1081 55.29 63.94 180.68 131.91 20.11
1082 55.43 38.01 164.16 152.97 21.74
1083 55.37 71.74 178.60 97.39 17.95
1084 55.45 88.66 95.38 58.93 8.38
1085 55.50 31.79 160.96 151.47 19.26
1086 55.55 43.22 188.32 136.92 21.32
1087 55.41 46.60 181.93 142.94 22.15
1088 55.39 59.69 172.03 133.12 22.66
1089 55.57 9.14 62.75 98.76 7.32
1090 55.56 66.24 152.13 115.92 19.60
1091 55.54 77.08 150.46 88.73 15.09
1092 55.58 86.19 114.37 63.94 9.65
1093 55.74 16.92 98.66 117.34 11.42
1094 55.63 90.23 80.84 52.44 8.24
1095 55.61 10.84 60.38 100.19 7.19
1096 55.87 25.54 134.16 130.02 14.86
1097 55.83 92.86 41.91 36.30 6.23
1098 55.85 62.22 172.79 131.24 20.32
1099 55.99 12.07 76.40 102.11 8.01
1100 55.87 54.36 182.80 129.59 21.69
1101 55.94 36.21 168.64 128.90 17.36
1102 55.97 94.70 19.88 22.26 4.00
1103 56.04 56.44 179.71 129.30 22.06
1104 56.03 82.82 125.02 72.92 11.66
1105 56.26 39.38 128.43 126.53 19.75
1106 56.03 41.37 170.91 139.31 20.86
1107 56.03 49.73 177.21 126.50 21.13
1108 56.11 68.94 153.32 114.86 17.48
1109 56.21 45.15 157.02 133.64 22.10
1110 56.34 22.49 138.01 116.54 12.38
1111 56.29 52.18 157.52 120.40 21.76
1112 56.30 6.97 62.60 77.80 5.75
1113 56.39 30.02 135.69 134.28 16.89
1114 56.35 33.16 149.85 135.42 17.51
1115 56.32 58.50 161.03 131.34 21.56
1116 56.35 27.85 134.38 126.58 14.05
1117 56.35 47.62 124.28 145.06 22.33
1118 56.45 73.68 138.59 92.12 15.86
1119 56.47 14.76 100.78 103.83 8.89
1120 56.43 64.30 125.45 112.91 19.58
1121 56.49 71.08 164.79 90.71 15.76
1122 56.57 78.62 115.24 75.19 12.37
1123 56.64 20.08 116.25 115.80 12.07
1124 56.51 60.91 123.15 123.31 19.23
1125 56.62 67.12 96.46 110.64 18.70
1126 56.85 90.80 42.16 40.66 7.37
1127 56.82 76.11 102.76 86.57 14.13
1128 56.74 35.03 103.84 127.53 18.59
1129 56.75 43.23 121.42 125.82 22.13
1130 56.89 81.20 89.16 65.37 10.64
1131 56.83 85.14 86.15 60.54 9.77
1132 56.84 88.16 66.98 52.18 8.81
1133 57.11 17.59 102.58 102.23 9.00
1134 57.06 24.41 124.78 112.53 13.05
1135 57.03 37.43 85.83 120.63 19.14
1136 56.92 50.61 118.90 126.62 21.17
1137 56.92 54.42 147.27 119.87 23.21
1138 57.23 9.17 78.62 76.32 7.19
1139 57.04 40.97 83.39 122.41 20.93
1140 57.13 93.24 20.44 26.99 5.01
1141 57.21 95.46 9.24 17.39 2.89
1142 57.13 31.52 94.82 120.95 14.90
1143 57.16 56.61 127.92 114.10 21.10
1144 57.13 46.09 83.80 121.48 21.44
1145 57.25 48.82 75.03 121.08 20.35
1146 57.34 12.09 93.29 78.60 6.61
1147 57.32 26.63 102.47 109.47 13.38
1148 57.25 59.27 98.33 122.67 20.74
1149 57.30 65.57 65.73 108.82 19.16
1150 57.49 63.38 74.75 105.03 18.22
1151 57.34 69.08 90.24 97.57 15.72
1152 57.44 52.38 76.75 104.34 18.45
1153 57.72 6.59 70.47 64.96 4.83
1154 57.48 71.90 92.88 90.93 15.10
1155 57.54 61.24 64.95 104.07 19.15
1156 57.60 22.01 100.52 98.37 11.33
1157 57.58 29.26 66.64 106.33 14.67
1158 57.62 33.76 60.00 105.24 16.81
1159 57.65 39.21 59.65 103.13 18.57
1160 57.70 44.18 60.95 106.82 17.57
1161 57.73 74.43 75.49 74.82 13.49
1162 57.68 15.07 77.14 94.59 8.44
1163 57.81 35.62 55.45 98.36 15.41
1164 57.84 83.50 54.08 59.50 10.28
1165 57.81 79.50 65.36 64.29 12.53
1166 57.92 42.05 50.57 94.81 18.13
1167 57.91 19.37 64.64 93.06 9.52
1168 57.90 54.12 66.75 100.18 20.59
1169 57.94 57.85 65.79 102.21 17.40
1170 58.03 47.19 49.44 92.63 19.13
1171 57.95 50.56 53.96 101.89 20.34
1172 58.09 67.63 53.92 85.31 16.35
1173 58.11 76.71 55.77 70.14 12.73
1174 58.13 86.61 40.55 49.77 7.99
1175 58.07 89.24 29.74 42.88 7.55
1176 58.21 92.35 16.04 26.35 5.74
1177 58.33 23.99 59.43 91.95 12.41
1178 58.25 32.07 42.01 85.85 14.93
1179 58.28 55.81 57.19 96.46 21.11
1180 58.30 70.20 50.19 78.06 15.36
1181 58.34 27.03 49.24 86.93 12.65
1182 58.38 37.41 42.42 84.24 15.36
1183 58.38 65.17 47.18 88.50 16.62
1184 58.53 48.90 48.16 84.31 17.10
1185 58.51 59.75 54.98 90.48 18.20
1186 58.55 10.48 56.67 73.83 6.49
1187 58.62 16.37 43.70 75.70 7.69
1188 58.54 45.46 47.80 84.62 17.07
1189 58.52 72.94 57.39 73.75 12.62
1190 58.61 40.31 42.67 83.26 16.17
1191 58.59 52.16 44.53 89.12 18.10
1192 58.58 62.00 44.43 88.28 18.90
1193 58.66 13.38 44.95 72.26 6.46
1194 58.65 29.40 41.71 82.62 12.64
1195 58.72 81.72 44.05 52.74 10.61
1196 58.65 21.42 44.06 74.62 9.65
1197 58.94 8.10 36.86 54.34 4.96
1198 58.89 43.24 46.29 76.19 18.20
1199 58.93 34.31 38.99 72.25 14.74
1200 58.93 57.59 46.55 78.94 18.92
1201 58.99 79.05 41.54 55.85 11.10
1202 58.86 94.24 8.60 16.00 3.50
1203 59.04 53.83 42.41 77.59 17.44
1204 59.08 18.73 28.96 62.38 8.00
1205 59.19 25.28 36.33 71.27 10.83
1206 59.18 66.90 46.90 69.53 17.06
1207 59.20 90.50 17.67 28.09 6.52
1208 59.19 50.28 48.89 68.14 17.33
1209 59.20 84.67 30.62 41.13 8.34
1210 59.24 63.79 41.70 71.45 17.15
1211 59.24 31.56 39.41 68.47 14.50
1212 59.33 47.63 67.29 63.54 17.73
1213 59.36 69.19 42.00 63.76 14.53
1214 59.56 5.97 18.71 38.17 3.71
1215 59.42 38.75 48.52 69.30 14.60
1216 59.32 55.56 45.69 77.69 16.81
1217 59.42 71.55 41.33 67.47 13.10
1218 59.54 74.22 37.04 52.24 12.25
1219 59.39 76.69 37.57 55.00 12.56
