#<Embryo name> <Cleavage cycle> <Temporal class> <Genes>
hre1 14A 7 even-skipped Kruppel hunchback

#Quantitative data
#<Nucleus number> <A-P coordinate> <D-V coordinate> <Fluorescence intensity: channel 1 - eve, channel 2 - Kr, channel 3 - hb>
1220 59.34 88.13 20.15 34.53 6.68
1221 59.43 36.55 44.52 69.55 14.63
1222 59.57 27.41 37.78 64.00 11.01
1223 59.54 41.19 51.68 70.08 14.69
1224 59.59 45.12 59.46 61.25 16.80
1225 59.62 59.25 41.73 70.98 18.05
1226 59.94 92.84 10.37 16.93 4.27
1227 59.73 21.65 31.16 60.32 8.61
1228 59.78 61.41 43.54 68.12 17.74
1229 59.65 86.91 23.37 34.55 6.53
1230 59.74 11.27 25.51 47.94 5.72
1231 59.84 14.11 24.55 50.23 6.15
1232 59.78 52.27 53.42 68.71 18.11
1233 59.98 16.79 26.61 51.26 6.74
1234 60.10 23.82 36.78 51.45 9.40
1235 59.97 29.88 44.94 59.28 11.50
1236 59.90 81.69 30.57 39.58 9.40
1237 59.96 56.93 60.47 61.97 18.81
1238 59.95 65.52 40.52 60.86 14.02
1239 60.08 34.59 60.87 55.45 13.22
1240 60.26 7.97 16.95 36.37 4.64
1241 60.23 32.34 65.00 54.91 13.54
1242 60.19 43.07 84.35 54.71 15.64
1243 60.25 46.57 117.77 56.11 14.94
1244 60.33 19.25 26.79 48.12 7.17
1245 60.25 50.30 114.56 55.41 16.03
1246 60.29 79.11 33.06 42.22 10.38
1247 60.22 54.32 53.09 60.26 16.39
1248 60.36 63.46 56.11 54.21 14.74
1249 60.59 67.57 68.56 50.57 13.81
1250 60.52 90.16 15.80 22.48 6.33
1251 60.60 48.44 119.30 51.91 16.33
1252 60.53 72.02 48.84 51.91 12.87
1253 60.44 84.68 25.13 34.88 7.41
1254 60.65 36.90 94.97 49.37 14.09
1255 60.62 39.07 121.00 48.94 13.44
1256 60.63 69.77 57.35 48.33 12.99
1257 60.58 76.64 37.79 41.48 11.31
1258 60.62 27.79 60.35 48.98 10.03
1259 60.77 41.13 105.74 52.06 14.90
1260 60.83 87.67 21.54 29.62 7.06
1261 60.89 9.92 20.59 31.49 5.33
1262 60.88 25.56 63.26 44.67 9.73
1263 60.75 58.18 84.48 53.46 17.15
1264 60.87 60.08 78.87 53.93 15.40
1265 60.89 73.97 43.92 47.79 12.09
1266 60.99 44.85 154.85 44.81 15.33
1267 60.92 52.48 107.12 48.00 16.37
1268 61.00 92.65 10.96 14.74 4.09
1269 60.95 12.70 26.24 35.18 5.28
1270 60.97 21.44 49.19 36.80 8.35
1271 61.09 55.93 107.00 50.03 15.72
1272 61.11 15.73 35.71 34.73 5.59
1273 61.15 62.03 87.36 53.59 15.42
1274 61.17 65.41 68.59 46.40 14.62
1275 61.13 81.73 42.75 31.64 8.94
1276 61.19 30.18 109.71 42.76 11.29
1277 61.15 35.01 128.33 45.25 11.98
1278 61.37 32.58 133.24 37.31 12.11
1279 61.47 42.80 151.23 42.14 13.91
1280 61.34 50.26 166.80 46.88 15.48
1281 61.61 23.48 109.54 34.98 7.74
1282 61.49 46.95 161.36 41.73 15.47
1283 61.57 53.99 131.62 47.83 16.42
1284 61.55 78.81 73.72 33.25 9.58
1285 61.54 18.43 51.26 33.40 5.84
1286 61.61 7.52 19.54 24.69 4.27
1287 61.73 75.62 78.45 37.91 11.21
1288 61.87 63.80 119.13 40.42 15.86
1289 61.65 84.63 44.76 25.42 7.67
1290 61.60 90.19 20.17 16.22 6.00
1291 61.43 91.41 18.46 12.69 4.85
1292 61.73 27.89 120.73 33.10 9.99
1293 61.76 38.36 143.27 39.54 13.58
1294 61.79 71.39 93.01 40.76 12.35
1295 61.82 58.74 138.29 49.79 17.45
1296 61.84 69.03 100.54 40.17 12.96
1297 62.04 40.38 154.33 37.02 13.65
1298 62.09 66.78 133.69 38.42 14.34
1299 61.62 81.87 53.00 21.40 7.60
1300 61.93 14.01 53.52 28.50 4.95
1301 62.40 88.23 47.01 18.62 6.97
1302 61.92 11.24 38.68 24.59 4.09
1303 62.14 36.44 144.77 35.66 13.60
1304 62.18 56.88 156.29 40.31 15.04
1305 62.17 60.69 158.19 44.59 15.85
1306 62.16 20.92 103.23 29.38 6.88
1307 62.20 48.82 156.28 40.00 15.28
1308 62.09 51.66 166.94 42.16 14.97
1309 62.27 9.48 39.64 20.83 4.85
1310 62.03 86.69 47.08 20.82 7.88
1311 62.31 25.80 126.15 30.93 9.18
1312 62.25 34.17 149.76 32.80 12.59
1313 62.26 44.81 166.75 40.33 16.41
1314 62.40 73.57 112.06 34.74 11.89
1315 62.12 89.83 29.33 15.93 5.87
1316 62.33 30.47 132.76 34.78 11.44
1317 62.46 15.87 62.53 24.96 5.55
1318 62.55 82.59 89.03 25.43 7.34
1319 62.42 12.76 57.24 20.02 4.72
1320 62.57 54.93 168.15 40.47 14.63
1321 62.70 77.51 108.54 29.23 10.39
1322 62.59 42.58 171.72 37.06 13.66
1323 62.85 80.01 97.05 24.33 8.39
1324 62.61 46.86 159.30 38.64 15.19
1325 62.79 18.60 94.88 24.31 6.03
1326 62.86 62.45 160.60 35.78 13.47
1327 62.95 28.36 133.51 30.18 10.93
1328 63.02 32.47 133.45 29.63 11.83
1329 62.96 52.79 161.84 36.77 14.34
1330 62.97 23.48 123.49 24.99 8.12
1331 62.92 38.20 131.68 33.01 12.97
1332 63.19 85.44 87.20 19.69 7.07
1333 63.13 89.91 43.33 13.58 5.65
1334 63.02 58.85 172.38 37.83 15.51
1335 63.05 64.93 145.11 35.04 14.05
1336 63.12 69.50 140.99 34.76 12.23
1337 63.17 71.57 131.40 33.07 12.10
1338 63.02 50.28 163.21 40.80 15.71
1339 63.25 11.05 66.78 19.36 4.20
1340 63.30 75.41 124.73 29.67 10.69
1341 63.31 67.36 163.97 32.75 13.54
1342 63.23 35.34 126.33 31.93 12.63
1343 63.31 91.17 38.30 11.79 5.15
1344 63.28 41.02 141.64 35.31 15.15
1345 63.44 21.20 99.34 23.28 6.95
1346 63.39 43.89 144.46 34.89 15.70
1347 63.45 56.78 163.32 34.86 14.85
1348 63.48 26.23 110.64 25.47 9.31
1349 63.48 30.49 117.64 26.37 10.09
1350 63.50 48.34 146.35 35.52 17.00
1351 63.68 16.47 86.74 19.60 5.03
1352 63.56 46.04 150.03 32.84 15.66
1353 63.64 60.75 156.51 34.05 14.67
1354 63.76 13.82 79.18 18.35 5.17
1355 63.70 54.49 141.03 32.24 15.26
1356 63.97 8.67 52.78 13.08 3.75
1357 63.99 73.25 138.80 27.08 10.97
1358 63.87 82.55 114.76 20.80 7.71
1359 63.86 39.28 111.82 27.85 13.82
1360 64.12 87.99 63.26 14.35 6.35
1361 63.99 51.03 138.13 31.75 14.42
1362 64.05 36.67 98.90 28.55 13.16
1363 64.01 63.08 141.22 31.30 13.55
1364 64.15 77.55 127.41 24.19 9.12
1365 64.12 19.14 80.31 20.30 5.85
1366 64.05 33.73 104.07 26.68 10.99
1367 64.18 23.90 82.96 21.36 7.45
1368 64.33 79.99 106.95 22.47 8.58
1369 64.16 65.62 143.63 31.31 12.96
1370 64.26 28.74 84.29 23.90 8.91
1371 64.32 42.12 88.09 29.35 12.99
1372 64.28 58.91 137.55 28.35 13.87
1373 64.37 52.71 102.00 32.90 15.13
1374 64.41 44.37 110.97 30.95 14.36
1375 64.52 68.05 144.97 28.41 12.32
1376 64.57 70.57 128.17 27.94 12.14
1377 64.53 11.56 68.19 15.15 4.95
1378 64.53 31.57 75.85 24.85 11.61
1379 64.56 48.94 99.51 28.68 14.48
1380 64.56 56.39 100.80 31.36 16.38
1381 64.58 90.18 40.41 11.38 5.58
1382 64.68 85.30 86.58 15.83 6.26
1383 64.72 21.74 61.93 20.39 6.96
1384 64.63 26.09 67.21 21.16 9.21
1385 64.56 46.79 89.30 29.40 13.87
1386 64.82 75.20 136.86 23.17 9.53
1387 64.84 61.48 102.97 30.84 14.54
1388 64.79 38.08 66.00 26.89 12.61
1389 64.87 54.45 103.67 29.72 13.69
1390 64.86 16.87 64.83 15.58 4.98
1391 64.97 40.28 64.90 27.96 12.60
1392 64.99 34.45 68.21 26.23 12.20
1393 64.98 14.46 60.77 14.89 4.80
1394 65.24 9.03 45.88 12.39 4.15
1395 65.06 64.08 111.03 28.64 12.79
1396 65.23 51.01 79.16 27.46 15.51
1397 65.26 57.82 88.25 28.78 14.10
1398 65.32 82.71 92.57 17.46 7.22
1399 65.25 19.53 48.11 16.95 6.39
1400 65.33 72.92 124.31 24.73 10.73
1401 65.37 45.02 63.37 28.32 15.51
1402 65.32 28.38 51.84 21.65 8.82
1403 65.55 23.40 45.17 19.29 7.06
1404 65.53 36.45 52.10 24.94 12.99
1405 65.44 42.72 56.59 26.76 12.71
1406 65.67 66.30 105.26 25.28 12.46
1407 65.44 30.74 49.49 23.95 9.54
1408 65.65 87.46 55.62 12.33 6.53
1409 65.56 47.12 56.68 27.64 14.43
1410 65.60 59.85 64.29 28.06 13.18
1411 65.64 77.68 108.03 21.06 8.97
1412 65.75 11.87 52.31 12.57 3.92
1413 65.69 53.13 74.13 28.72 15.15
1414 65.75 68.63 109.69 23.77 11.62
1415 65.75 80.29 98.38 17.13 8.69
1416 65.69 25.66 46.27 20.00 7.67
1417 65.66 49.19 58.68 29.04 15.32
1418 65.87 32.65 51.10 23.51 10.98
1419 65.91 38.63 46.25 26.36 12.41
1420 65.93 55.24 64.76 28.16 15.84
1421 65.92 70.99 102.48 24.35 11.30
1422 66.06 61.83 58.97 26.26 13.71
1423 66.08 15.59 39.96 13.83 5.02
1424 66.18 84.95 77.23 13.36 5.92
1425 66.11 21.29 35.38 18.65 6.54
1426 66.06 40.82 47.33 25.43 13.95
1427 66.16 64.10 74.63 24.63 12.27
1428 66.22 75.07 92.51 20.42 9.17
1429 66.22 18.53 37.05 14.77 6.15
1430 66.25 34.79 51.77 24.83 11.52
1431 66.29 57.21 64.43 26.70 14.30
1432 66.28 27.58 42.29 20.18 9.43
1433 66.45 30.41 44.74 21.93 8.39
1434 66.34 45.28 45.84 25.77 13.89
1435 66.40 51.96 54.92 26.54 15.50
1436 66.59 13.20 32.66 11.86 4.18
1437 66.52 42.94 55.77 27.20 13.88
1438 66.42 47.90 49.77 28.09 14.27
1439 66.48 50.02 51.89 29.42 14.58
1440 66.75 9.38 29.36 10.10 3.74
1441 66.60 24.22 38.81 18.46 7.83
1442 66.68 59.25 50.41 25.95 13.64
1443 66.79 37.44 54.01 23.33 11.87
1444 66.87 72.88 68.49 19.44 9.92
1445 66.81 82.13 62.23 15.37 6.87
1446 67.01 32.83 62.75 23.82 10.17
1447 67.04 67.25 52.29 21.28 12.41
1448 66.94 69.77 58.68 22.41 11.73
1449 66.94 79.65 67.40 16.31 7.63
1450 66.82 83.46 63.87 16.78 8.04
1451 67.01 55.51 52.33 25.37 14.88
1452 67.21 77.13 60.38 17.71 8.56
1453 67.24 88.02 39.08 10.37 5.31
1454 67.15 21.86 44.03 17.15 6.46
1455 67.04 40.14 61.55 25.22 13.06
1456 67.18 53.55 61.17 26.02 14.68
1457 67.05 65.25 49.05 24.13 13.02
1458 67.14 16.39 31.19 13.47 4.88
1459 67.17 60.97 46.23 24.98 13.20
1460 67.19 28.64 62.36 20.17 8.74
1461 67.21 63.17 46.61 24.63 13.22
1462 67.20 19.28 36.65 14.53 6.19
1463 67.33 26.29 61.30 20.39 7.65
1464 67.28 35.26 74.51 23.43 12.11
1465 67.28 47.00 79.42 25.59 13.77
1466 67.28 44.74 76.08 27.77 12.82
1467 67.33 49.25 72.71 27.24 15.36
1468 67.36 51.22 75.08 25.36 14.29
1469 67.38 57.73 48.00 25.63 13.53
1470 67.63 30.81 95.40 22.29 9.92
1471 67.56 85.03 43.02 12.26 6.68
1472 67.29 14.72 28.90 13.40 4.00
1473 67.59 42.17 102.86 25.71 14.25
1474 67.71 10.71 24.78 10.02 3.98
1475 67.72 23.91 71.81 17.61 7.43
1476 67.70 13.67 31.97 11.08 4.24
1477 67.80 74.88 44.15 18.39 9.37
1478 67.80 38.09 108.58 24.35 12.28
1479 67.85 71.40 45.71 19.44 9.75
1480 68.04 82.13 36.34 13.76 6.82
1481 68.07 68.78 38.48 20.64 10.75
1482 68.12 55.10 89.57 25.15 14.37
1483 68.08 59.70 50.38 24.46 13.81
1484 68.04 17.87 48.95 14.31 4.95
1485 68.25 33.65 125.68 22.33 12.23
1486 68.14 64.55 42.62 22.59 11.57
1487 68.19 62.07 50.64 23.43 12.82
1488 68.16 80.09 40.45 15.58 6.80
1489 68.27 20.39 80.85 15.99 6.57
1490 68.32 40.12 128.94 24.26 12.85
1491 68.25 57.40 57.98 24.95 12.93
1492 68.33 16.32 51.40 12.59 4.35
1493 68.34 27.97 103.25 20.21 9.59
1494 68.29 43.92 145.96 25.74 12.70
1495 68.42 46.07 150.06 24.84 14.61
1496 68.36 48.58 122.37 24.07 12.70
1497 68.36 66.53 38.07 23.91 11.42
1498 68.50 35.87 135.79 23.62 10.56
1499 68.36 52.79 94.77 25.59 13.69
1500 68.56 50.69 129.81 24.26 13.27
1501 68.72 77.41 36.19 16.04 8.78
1502 68.73 73.13 36.64 17.36 9.64
1503 68.75 11.72 51.15 10.19 4.23
1504 68.74 25.35 104.02 17.87 7.46
1505 68.73 31.14 134.51 21.05 10.03
1506 68.81 14.60 58.19 11.17 4.51
1507 68.83 22.65 114.94 16.82 7.03
1508 68.80 84.23 28.40 11.51 6.20
1509 68.84 41.90 145.64 25.16 14.04
1510 68.72 79.41 35.43 13.48 7.81
1511 69.09 38.44 145.04 22.47 12.15
1512 69.03 70.79 39.61 20.47 9.69
1513 69.11 18.44 90.88 13.56 5.58
1514 69.18 59.05 105.58 23.32 13.72
1515 69.07 63.54 50.27 22.42 13.31
1516 69.27 80.99 28.55 13.22 6.59
1517 69.28 56.78 121.88 23.68 13.51
1518 69.30 61.40 98.19 24.35 12.92
1519 69.22 68.31 49.56 21.00 10.86
1520 69.18 75.29 34.24 17.66 9.48
1521 69.28 54.55 143.56 25.30 14.01
1522 69.34 47.49 157.83 26.58 14.22
1523 69.63 65.15 67.38 21.31 11.06
1524 69.46 29.19 136.07 20.74 9.15
1525 69.48 32.67 149.91 22.72 10.46
1526 69.47 43.68 160.57 24.70 13.31
1527 69.51 52.33 156.21 26.47 13.46
1528 69.64 26.76 128.84 18.72 7.94
1529 69.63 36.65 154.59 22.72 12.19
1530 69.64 49.79 178.19 26.49 13.93
1531 69.83 40.62 153.84 24.35 13.17
1532 69.77 45.47 171.41 24.69 14.70
1533 69.86 78.75 34.23 14.31 7.56
1534 69.86 16.09 92.43 12.11 4.54
1535 69.77 21.02 112.36 15.21 6.81
1536 69.99 85.71 18.09 9.56 6.75
1537 69.92 23.90 115.18 15.83 7.91
1538 69.99 34.68 142.43 22.76 11.99
1539 69.87 12.26 72.51 9.66 4.20
1540 69.85 73.10 38.31 17.95 10.22
1541 70.10 67.15 81.12 21.45 12.11
1542 70.15 83.65 21.52 10.78 5.84
1543 70.35 30.60 124.56 19.26 9.79
1544 70.29 70.27 77.86 18.42 10.51
1545 70.39 42.58 147.72 22.63 14.29
1546 70.42 18.65 106.36 13.50 5.65
1547 70.34 60.21 134.91 22.36 12.92
1548 70.44 63.12 122.90 22.17 12.58
1549 70.31 75.72 37.00 16.40 7.92
1550 70.60 10.58 60.16 7.96 3.67
1551 70.48 57.70 156.50 24.46 13.08
1552 70.51 38.97 137.24 22.43 13.81
1553 70.38 55.53 155.46 25.82 14.46
1554 70.20 80.51 31.00 14.62 6.54
1555 70.45 48.24 165.14 24.32 13.93
1556 70.58 53.38 166.72 26.49 13.44
1557 70.64 51.29 165.57 24.85 14.46
1558 70.63 28.16 111.72 18.31 10.29
1559 70.75 80.91 26.93 12.00 6.85
1560 70.96 13.69 82.12 9.67 4.33
1561 70.78 32.95 136.66 21.29 11.11
1562 70.88 45.98 154.00 24.64 14.77
1563 70.92 25.87 105.57 16.46 9.04
1564 70.86 37.06 124.27 21.14 12.39
1565 71.05 21.36 98.08 13.76 7.10
1566 70.98 65.59 131.86 20.99 11.82
1567 70.93 72.69 69.95 15.99 9.28
1568 71.09 77.98 47.20 13.87 7.85
1569 71.21 43.88 117.37 23.85 14.33
1570 71.23 16.43 92.19 11.03 5.09
1571 71.31 23.86 88.63 15.88 7.82
1572 71.26 68.38 133.40 20.26 11.08
1573 71.27 41.08 115.31 22.52 15.08
1574 70.89 82.65 20.00 9.50 5.00
1575 71.33 35.04 101.16 20.70 11.85
1576 71.39 49.75 149.18 24.74 14.24
1577 71.35 61.91 133.91 22.07 11.60
1578 71.29 85.89 14.93 8.68 5.62
1579 71.57 75.28 78.88 15.75 8.61
1580 71.37 83.22 24.26 10.91 6.04
1581 71.38 59.35 151.01 21.69 13.46
1582 71.51 54.80 140.82 23.51 13.74
1583 71.59 31.14 88.99 19.12 10.42
1584 71.59 47.71 140.08 23.51 14.55
1585 71.72 70.74 110.56 18.86 10.45
1586 71.73 56.74 148.91 22.38 13.67
1587 71.81 28.87 76.15 17.63 10.94
1588 71.98 12.38 58.22 8.35 4.28
1589 71.78 19.07 67.59 11.71 6.64
1590 71.77 52.59 130.10 22.68 15.81
1591 71.85 64.18 145.54 21.90 11.62
1592 72.07 38.99 90.85 22.76 14.79
1593 71.95 80.96 53.84 11.67 5.82
1594 72.14 26.52 65.44 16.08 10.35
1595 72.05 33.07 74.10 19.61 12.94
1596 72.12 36.65 78.01 20.00 13.61
1597 72.15 45.76 97.24 22.58 15.70
1598 72.20 66.60 150.39 20.46 11.64
1599 72.34 15.60 49.19 9.69 5.33
1600 72.26 22.30 60.06 13.47 9.29
1601 72.36 73.02 114.01 16.09 9.40
1602 72.30 84.68 20.18 9.58 5.85
1603 72.47 50.36 89.03 23.92 13.86
1604 72.36 43.15 82.07 22.41 13.96
1605 72.43 60.54 135.80 22.48 13.09
1606 72.54 41.04 70.28 22.07 15.15
1607 72.48 58.24 141.48 23.43 13.44
1608 72.47 78.13 80.70 13.54 6.75
1609 72.70 69.06 147.48 17.50 10.99
1610 72.67 62.77 149.09 20.72 12.78
1611 72.66 48.12 85.50 22.13 15.03
1612 72.81 54.35 94.71 23.16 15.08
1613 72.92 24.63 41.00 15.68 11.09
1614 72.84 34.68 54.95 20.76 15.91
1615 72.93 17.78 42.87 11.23 7.73
1616 72.87 30.07 42.90 17.96 14.76
1617 72.97 52.09 88.03 24.66 14.24
1618 73.01 20.16 48.83 12.54 8.52
1619 73.04 82.24 49.43 10.04 6.19
1620 73.13 75.95 101.16 13.88 8.31
1621 73.13 56.28 101.08 21.80 14.97
1622 73.14 44.89 58.67 20.97 15.84
1623 73.23 65.10 144.69 19.71 12.43
1624 73.31 13.27 31.33 8.85 5.95
1625 73.19 32.27 39.11 19.53 16.24
1626 73.16 37.68 47.23 20.64 17.07
1627 73.30 27.72 38.24 16.88 14.75
1628 73.48 71.21 131.56 17.40 10.60
1629 73.36 14.63 34.41 9.86 6.27
1630 73.46 79.99 81.41 12.59 6.75
1631 73.55 46.83 60.35 23.05 15.47
1632 73.60 22.23 30.99 13.97 10.57
1633 73.54 58.90 89.31 20.04 14.28
1634 73.62 43.12 45.30 21.13 18.26
1635 73.66 61.26 119.01 20.49 13.28
1636 73.72 73.72 134.37 16.13 8.65
1637 73.71 41.08 44.72 20.75 17.30
1638 73.72 67.24 121.72 19.28 11.34
1639 73.87 84.12 45.27 8.32 6.36
1640 73.87 48.92 49.42 21.67 17.77
1641 73.89 35.85 35.56 20.01 17.69
1642 73.93 50.87 53.79 21.44 15.13
1643 74.03 39.32 35.31 21.26 23.14
1644 74.04 53.13 57.93 21.64 17.28
1645 74.01 16.60 26.14 9.97 9.71
1646 74.02 25.76 27.49 15.55 16.35
1647 74.12 63.37 101.66 20.63 12.31
1648 74.23 77.95 106.56 12.53 6.97
1649 74.06 33.89 32.55 19.90 19.47
1650 74.08 30.61 30.15 17.33 17.18
1651 74.18 19.07 24.18 11.39 10.42
1652 74.36 54.84 52.35 20.84 15.99
1653 74.18 57.07 55.15 21.20 15.54
1654 74.35 69.53 113.37 17.48 10.42
1655 74.52 23.43 24.59 14.29 19.49
1656 74.40 45.11 37.43 22.57 23.70
1657 74.44 28.38 30.00 18.28 25.03
1658 74.40 32.71 32.97 16.34 16.31
1659 74.63 81.61 74.95 10.53 6.01
1660 74.63 14.32 19.57 8.60 7.43
1661 74.75 65.29 94.42 18.78 12.78
1662 74.65 47.07 37.00 22.36 22.07
1663 74.76 58.95 58.22 19.95 13.61
1664 74.74 75.66 108.95 13.70 7.33
1665 74.65 43.13 37.75 22.79 27.00
1666 74.81 21.11 23.86 12.85 13.53
1667 74.88 40.86 34.65 21.49 29.70
1668 74.93 72.54 110.90 15.91 8.85
1669 74.95 61.68 66.25 19.41 13.24
1670 75.05 49.92 37.25 20.80 19.92
1671 75.09 67.48 86.45 17.64 11.21
1672 74.94 84.09 50.26 7.87 5.65
1673 75.14 35.78 42.11 20.62 30.26
1674 75.19 52.13 36.71 21.40 19.25
1675 75.16 30.64 45.41 17.21 30.44
1676 75.10 25.80 32.52 15.13 24.00
1677 75.28 56.15 39.47 20.29 16.69
1678 75.29 16.64 21.22 10.22 11.04
1679 75.30 33.35 43.63 18.43 28.67
1680 75.46 79.42 95.08 11.02 6.61
1681 75.47 48.14 39.38 21.70 32.64
1682 75.38 19.54 23.00 10.65 12.41
1683 75.48 38.85 49.74 22.82 39.66
1684 75.52 28.31 43.09 17.55 35.71
1685 75.52 45.82 39.78 21.42 31.46
1686 75.71 54.10 33.24 19.52 19.54
1687 75.68 70.49 88.40 15.75 10.70
1688 75.59 42.73 55.43 21.58 29.28
1689 75.76 63.76 57.11 19.27 13.00
1690 75.72 13.89 14.36 8.46 6.86
1691 75.81 23.59 42.48 15.19 23.22
1692 75.85 59.95 42.05 19.49 14.73
1693 75.71 83.23 57.42 8.12 5.67
1694 76.09 57.90 36.76 19.85 17.37
1695 75.94 74.80 78.12 14.11 8.23
1696 76.06 77.28 78.22 12.74 6.48
1697 76.01 21.08 33.83 12.14 21.53
1698 76.10 81.54 66.71 9.81 7.23
1699 76.20 65.71 48.27 17.06 11.60
1700 76.28 68.25 67.04 16.97 11.44
1701 76.30 26.13 59.40 15.79 29.20
1702 76.22 31.15 70.60 17.96 38.76
1703 76.19 36.47 75.04 21.32 41.77
1704 76.27 40.16 79.14 20.09 41.61
1705 76.31 50.01 49.10 21.53 33.93
1706 76.38 61.92 38.18 19.87 15.18
1707 76.38 44.60 78.01 21.93 38.39
1708 76.40 33.77 77.33 20.09 43.93
1709 76.65 72.46 65.87 14.39 9.48
1710 76.49 55.95 31.88 22.12 24.78
1711 76.54 47.64 68.23 21.20 43.16
1712 76.73 15.08 26.17 9.11 12.70
1713 76.70 17.74 35.80 10.21 17.87
1714 76.83 28.48 80.54 16.86 46.02
1715 76.72 42.08 92.82 21.53 49.75
1716 76.99 38.04 103.47 22.45 52.61
1717 77.02 80.02 55.97 10.04 6.26
1718 76.96 54.37 36.71 20.48 30.31
1719 77.24 63.34 36.21 18.39 16.10
1720 77.08 22.46 68.15 12.93 32.38
1721 77.21 19.90 54.80 11.89 28.31
1722 77.04 60.03 29.93 19.00 19.51
1723 77.41 76.32 53.72 12.17 6.69
1724 77.31 70.31 43.85 14.32 11.15
1725 77.30 35.42 116.44 21.29 55.77
1726 77.26 46.20 105.38 24.25 57.31
1727 77.41 24.71 81.60 15.13 34.72
1728 77.38 52.09 69.46 21.21 40.22
1729 77.23 67.16 39.53 16.22 12.16
1730 77.46 30.75 110.60 17.63 51.82
1731 77.30 57.67 33.52 19.50 29.03
1732 77.52 65.61 32.37 17.00 14.82
1733 77.56 44.18 125.12 22.09 50.12
1734 77.47 49.70 96.27 21.48 45.91
1735 77.64 33.18 132.36 19.75 63.17
1736 77.58 40.12 129.14 21.90 56.40
1737 77.70 68.35 43.40 15.71 11.54
1738 77.67 73.87 40.04 12.98 8.11
1739 77.87 42.11 142.28 23.27 64.12
1740 77.90 55.88 55.12 19.93 40.42
1741 78.05 15.83 47.38 8.76 19.18
1742 78.04 26.66 104.38 16.56 53.71
1743 77.90 81.17 32.67 7.73 5.71
1744 78.10 18.19 61.65 9.86 22.39
1745 78.13 53.80 76.58 20.73 44.39
1746 78.08 47.71 127.76 23.03 64.41
1747 78.06 78.61 34.93 9.73 6.20
1748 78.10 59.27 46.05 19.71 30.51
1749 78.29 28.86 115.52 16.70 56.81
1750 78.32 36.62 150.67 20.71 78.85
1751 78.32 20.45 87.53 11.97 31.49
1752 78.49 38.76 150.07 20.80 76.70
1753 78.43 64.31 26.73 17.32 19.67
1754 78.63 45.53 145.61 22.27 76.54
1755 78.57 51.12 121.52 21.72 57.63
1756 78.72 34.45 139.51 18.98 73.66
1757 78.65 24.28 110.28 14.74 52.43
1758 78.64 69.47 27.57 16.26 12.24
1759 78.85 31.81 142.55 19.16 71.17
1760 78.77 43.27 144.56 20.85 77.38
1761 78.77 57.46 76.38 19.32 40.53
1762 78.75 74.27 23.84 13.20 7.72
1763 78.99 61.23 58.15 18.14 28.67
1764 78.97 76.32 26.51 11.83 6.51
1765 79.02 40.83 155.21 21.74 75.99
1766 79.02 49.13 148.76 21.92 67.49
1767 79.14 25.14 114.05 14.86 60.23
1768 79.32 55.43 97.79 21.08 58.80
1769 79.29 63.25 33.97 17.71 31.20
1770 79.34 16.24 67.06 9.19 23.84
1771 79.22 53.21 131.16 22.29 67.81
1772 79.33 47.15 149.95 21.36 83.78
1773 79.47 29.66 135.04 17.93 73.03
1774 79.55 27.17 121.51 16.30 73.54
1775 79.54 37.42 161.75 20.80 89.00
1776 79.63 59.26 90.13 19.08 42.40
1777 79.26 66.93 30.13 14.33 13.00
1778 79.70 18.53 83.01 10.79 38.36
1779 79.53 71.77 23.63 13.08 9.82
1780 79.43 73.88 20.79 11.76 7.79
1781 79.78 20.49 96.90 11.57 54.50
1782 79.80 65.58 33.22 15.79 22.08
1783 79.89 43.58 153.24 21.16 91.55
1784 79.89 51.26 153.16 21.04 74.17
1785 79.94 33.27 148.42 18.89 85.38
1786 80.17 35.42 143.40 21.01 96.55
1787 80.07 39.30 155.92 21.10 102.35
1788 80.03 68.54 25.77 15.80 14.94
1789 80.08 45.45 159.98 22.05 98.92
1790 80.13 57.43 112.96 20.76 55.51
1791 80.17 23.99 119.46 13.66 66.01
1792 80.22 41.50 157.04 23.22 103.90
1793 79.86 74.75 18.90 10.70 6.30
1794 80.26 76.10 20.80 11.63 7.35
1795 80.21 49.19 156.52 21.68 83.98
1796 80.05 77.56 24.63 9.63 6.53
1797 80.37 31.15 127.52 18.00 78.11
1798 80.32 53.39 151.84 20.42 69.79
1799 80.55 60.80 98.65 19.91 48.05
1800 80.12 69.96 25.20 13.40 13.40
1801 80.52 63.38 63.64 18.28 33.66
1802 80.53 28.71 115.10 15.30 82.36
1803 80.49 66.87 41.42 15.21 19.07
1804 80.70 47.26 151.10 21.07 90.24
1805 80.81 21.73 105.64 12.61 58.65
1806 80.72 55.54 134.86 19.46 69.76
1807 80.89 73.51 20.38 11.28 9.95
1808 80.69 71.06 23.58 12.95 13.94
1809 80.91 26.04 115.29 14.48 73.22
1810 80.90 37.24 144.21 20.12 112.24
1811 80.97 17.79 70.46 9.38 32.33
1812 81.12 42.76 142.09 20.29 105.03
1813 81.13 50.38 143.65 20.18 86.35
1814 81.09 33.61 120.87 19.11 103.04
1815 81.29 58.20 134.49 18.89 55.47
1816 81.28 39.87 149.29 21.13 111.92
1817 81.31 45.08 154.14 20.26 112.32
1818 81.15 67.77 43.63 15.81 19.67
1819 81.52 20.07 81.91 10.13 45.66
1820 81.55 65.38 75.86 16.23 31.29
1821 81.39 53.03 138.43 19.74 88.46
1822 81.50 30.92 100.69 17.54 107.29
