#<Embryo name> <Cleavage cycle> <Temporal class> <Genes>
hre2 14A 5 even-skipped Kruppel hunchback
627 40.62 35.92 140.52 29.12 158.48
628 40.62 72.09 154.58 41.35 173.47
629 40.66 63.43 153.03 40.40 182.62
630 40.63 69.31 171.23 44.06 171.56
631 40.78 77.91 127.00 44.18 142.74
632 40.78 33.26 143.41 30.24 143.00
633 40.72 80.70 117.51 49.36 151.97
634 40.81 42.42 139.82 35.82 183.25
635 40.76 66.47 164.58 43.55 175.87
636 40.89 12.00 89.13 20.46 104.75
637 40.88 31.04 146.09 28.65 145.20
638 40.98 54.16 156.59 39.02 183.79
639 40.96 83.67 95.44 50.79 135.19
640 41.02 26.06 116.28 25.37 126.50
641 41.07 61.03 172.35 41.27 185.51
642 40.94 94.01 46.98 31.60 36.90
643 41.29 17.22 100.19 23.92 110.50
644 41.15 47.33 170.13 36.20 175.06
645 41.33 14.82 100.80 22.72 108.37
646 41.34 19.99 108.65 26.46 118.29
647 41.30 91.58 64.77 52.91 83.77
648 41.40 40.21 147.28 36.68 180.14
649 41.39 50.53 163.23 40.54 196.46
650 41.45 23.62 123.70 30.48 134.43
651 41.49 28.77 140.25 33.86 149.36
652 41.55 9.79 78.94 21.33 86.61
653 41.51 44.57 162.86 38.00 177.63
654 41.58 85.99 69.97 61.39 127.59
655 41.58 57.49 173.52 43.17 182.96
656 41.62 37.53 167.84 34.67 162.09
657 41.75 76.40 115.68 61.83 171.08
658 41.78 88.80 60.04 63.05 103.54
659 41.80 64.87 174.52 54.90 179.50
660 41.70 69.11 159.88 54.71 184.33
661 41.78 35.24 148.24 38.47 166.94
662 41.79 71.51 153.04 57.92 180.60
663 41.91 74.01 123.54 64.52 174.29
664 41.93 52.64 157.04 47.08 191.69
665 41.88 62.66 177.37 53.21 188.09
666 41.99 67.11 163.18 55.36 185.39
667 42.00 81.45 83.11 63.68 137.60
668 42.12 55.22 166.87 51.38 183.09
669 42.14 12.59 80.78 24.40 101.26
670 42.21 26.82 132.03 36.93 133.00
671 42.10 31.22 139.43 38.57 155.10
672 42.12 48.86 174.88 51.65 192.46
673 42.14 59.78 163.12 53.33 190.42
674 42.16 7.41 51.70 22.32 59.60
675 42.25 41.85 157.00 42.40 179.96
676 42.24 33.39 153.67 42.40 165.08
677 42.31 46.55 154.29 47.02 180.98
678 42.38 78.60 75.05 74.35 158.48
679 42.33 21.51 118.25 34.77 123.57
680 42.40 92.23 35.98 69.67 68.37
681 42.54 18.52 97.15 36.57 122.18
682 42.59 39.38 150.86 46.25 176.18
683 42.56 84.14 52.73 79.17 125.37
684 42.70 15.69 78.68 33.80 106.49
685 42.63 43.90 154.12 47.35 190.08
686 42.70 23.98 107.65 39.35 129.70
687 42.81 29.63 131.45 47.55 153.91
688 42.75 36.93 138.40 45.62 176.60
689 42.79 57.58 145.32 60.89 196.12
690 42.86 9.68 55.67 30.68 84.27
691 42.91 50.93 148.43 56.77 194.21
692 42.83 70.06 106.34 79.52 181.34
693 43.00 61.60 153.84 67.36 186.28
694 42.92 63.87 150.78 72.78 178.54
695 42.99 65.93 140.23 68.30 181.81
696 42.95 72.64 87.47 82.84 166.68
697 43.02 86.74 42.21 87.04 109.03
698 43.06 75.93 67.09 87.84 156.29
699 43.13 89.56 39.68 86.84 84.49
700 43.22 53.15 140.53 66.84 199.63
701 43.28 25.97 105.52 49.02 133.00
702 43.27 33.15 111.43 52.60 166.42
703 43.22 48.42 132.82 63.98 191.86
704 43.40 68.21 112.19 84.94 187.29
705 43.31 80.31 55.99 94.28 137.42
706 43.29 93.82 24.81 75.38 41.73
707 43.32 12.50 57.76 38.89 94.41
708 43.35 55.51 142.67 66.98 185.35
709 43.40 6.93 32.37 31.40 53.22
710 43.48 20.91 77.02 49.88 120.83
711 43.46 45.54 131.80 61.40 185.40
712 43.45 59.54 135.51 75.73 187.37
713 43.59 35.53 111.17 59.29 167.85
714 43.59 28.25 99.75 57.42 137.00
715 43.63 42.49 124.62 66.85 184.38
716 43.63 83.14 41.77 100.20 112.98
717 43.71 40.37 134.46 61.67 176.98
718 43.69 18.50 60.61 47.41 105.61
719 43.79 38.00 119.36 65.98 173.29
720 43.93 31.26 92.43 69.45 143.91
721 43.97 15.81 53.24 47.79 99.10
722 43.95 22.92 59.90 61.86 112.33
723 43.87 73.84 59.46 108.98 152.19
724 44.00 91.51 29.41 92.60 56.90
725 44.04 70.68 61.75 107.58 159.02
726 44.06 62.85 90.23 96.11 171.23
727 44.06 64.96 90.58 102.92 173.25
728 44.07 77.56 48.70 107.60 129.13
729 44.07 49.97 120.73 78.71 179.35
730 44.15 9.80 34.47 44.96 65.59
731 44.21 57.01 109.55 82.18 176.96
732 44.25 47.23 104.90 83.14 177.88
733 44.24 86.72 35.51 103.56 84.95
734 44.34 67.02 82.61 109.98 176.06
735 44.39 25.19 55.83 68.74 111.53
736 44.42 54.45 96.38 95.16 180.86
737 44.38 13.35 41.41 51.18 80.98
738 44.43 33.66 80.21 81.79 144.28
739 44.47 44.31 93.84 85.63 174.49
740 44.54 52.08 97.81 94.12 185.71
741 44.51 61.08 89.65 107.61 167.03
742 44.50 80.62 40.41 122.62 110.20
743 44.52 6.96 24.35 45.10 37.35
744 44.59 27.25 61.79 73.61 117.53
745 44.60 59.11 90.80 97.96 167.02
746 44.72 29.63 64.60 78.96 122.00
747 44.74 36.58 66.31 81.47 139.31
748 44.82 20.86 44.08 74.48 89.07
749 44.73 83.83 40.69 121.21 94.54
750 44.94 89.42 35.14 111.40 61.87
751 44.77 39.34 78.63 89.04 158.20
752 44.84 75.33 45.07 132.25 123.63
753 44.86 18.23 42.44 71.24 87.80
754 44.83 41.95 75.19 91.35 163.58
755 44.90 68.83 58.37 133.88 154.26
756 44.87 72.69 48.31 139.87 133.73
757 45.17 23.47 42.96 89.19 87.85
758 45.19 49.97 75.32 105.43 168.00
759 45.32 31.93 52.13 95.09 108.92
760 45.26 63.30 60.20 126.61 150.59
761 45.20 65.58 57.19 129.55 145.86
762 45.25 92.33 41.81 100.43 42.48
763 45.28 10.20 25.14 56.35 52.28
764 45.32 45.37 75.56 104.56 148.14
765 45.30 47.71 69.56 112.37 154.28
766 45.33 78.54 41.78 134.15 101.09
767 45.36 15.87 30.03 68.13 68.31
768 45.32 56.11 72.16 119.24 155.00
769 45.35 12.94 30.96 67.28 63.34
770 45.44 70.66 46.62 147.94 124.42
771 45.50 34.31 52.74 98.38 114.89
772 45.57 53.49 66.49 118.37 151.47
773 45.54 86.11 49.34 124.04 67.15
774 45.62 7.56 20.06 53.52 30.25
775 45.61 27.73 43.19 101.30 95.19
776 45.60 61.22 55.19 134.00 134.60
777 45.61 81.77 48.05 136.97 82.37
778 45.63 58.56 58.51 127.20 148.29
779 45.83 25.59 37.58 98.29 73.23
780 45.84 43.20 57.32 125.64 136.66
781 45.81 38.76 55.12 113.65 133.38
782 45.86 36.64 50.80 112.07 117.22
783 45.91 40.98 52.44 116.71 124.60
784 45.95 19.95 36.63 87.69 62.56
785 45.92 29.98 47.90 108.70 91.05
786 46.00 66.91 53.00 148.33 123.94
787 46.00 73.03 51.45 156.06 100.29
788 45.90 75.70 47.40 153.64 104.46
789 46.14 22.32 42.42 101.42 68.42
790 46.14 51.40 56.87 141.73 148.82
791 46.26 69.02 53.78 166.04 114.63
792 46.27 91.09 71.48 123.89 44.14
793 46.35 17.48 36.79 92.70 55.03
794 46.23 46.32 58.33 143.49 125.11
795 46.27 49.04 53.91 136.96 136.13
796 46.28 64.55 50.40 149.44 118.08
797 46.44 11.21 31.97 78.24 38.78
798 46.37 14.17 33.38 79.37 44.23
799 46.49 93.85 88.75 99.41 23.17
800 46.41 55.88 59.91 137.07 128.13
801 46.48 88.41 68.57 137.36 51.89
802 46.47 60.07 61.45 159.86 120.27
803 46.47 77.85 57.33 159.64 84.49
804 46.57 83.90 74.96 136.31 55.84
805 46.50 34.13 52.39 129.13 85.41
806 46.64 31.75 54.05 116.56 69.53
807 46.69 80.40 84.24 154.85 63.56
808 46.76 8.68 33.18 74.16 25.78
809 46.62 27.77 45.14 117.61 61.68
810 46.74 53.68 60.17 156.15 121.41
811 46.75 62.23 74.36 165.87 106.51
812 46.80 44.20 60.91 143.61 101.28
813 46.83 57.97 67.72 149.89 108.87
814 46.76 71.08 83.14 167.22 100.10
815 46.81 24.51 42.88 100.67 49.67
816 46.96 6.31 32.25 72.09 20.11
817 46.85 37.06 61.37 137.47 90.29
818 46.89 39.40 55.20 133.16 84.39
819 46.94 74.68 92.20 167.57 78.45
820 47.04 42.04 63.92 142.74 97.38
821 47.17 19.55 55.33 98.62 41.33
822 47.22 47.19 71.19 154.74 95.11
823 47.15 67.86 97.08 169.90 87.88
824 47.32 51.62 69.19 161.19 99.42
825 47.37 15.63 45.42 96.53 34.28
826 47.33 49.39 74.93 160.80 97.69
827 47.40 86.57 109.74 142.71 41.32
828 47.35 29.65 80.18 132.05 53.28
829 47.54 22.02 60.64 113.20 44.02
830 47.49 65.59 132.76 176.70 82.86
831 47.44 35.55 80.95 141.38 63.36
832 47.55 55.80 103.89 162.61 90.98
833 47.58 13.03 53.69 94.40 30.28
834 47.58 77.42 99.72 157.66 63.72
835 47.67 92.52 124.56 124.73 25.15
836 47.62 27.48 65.52 128.20 46.52
837 47.60 60.32 112.29 163.78 77.55
838 47.70 72.51 143.38 175.28 69.58
839 47.69 81.90 118.65 149.71 49.28
840 47.68 33.33 93.76 134.28 59.41
841 47.76 95.21 84.32 79.02 11.20
842 47.83 10.50 64.36 87.53 21.62
843 47.80 45.14 106.35 168.90 81.81
844 47.92 89.56 116.26 135.84 29.95
845 47.80 70.08 138.19 178.05 70.63
846 47.97 84.22 119.16 151.14 44.71
847 47.98 24.44 82.02 115.79 38.00
848 47.91 39.23 95.07 153.32 65.49
849 48.05 53.67 131.72 163.00 75.56
850 48.11 17.72 91.11 103.92 28.88
851 48.05 41.38 112.94 152.30 66.85
852 48.00 58.05 136.98 168.88 80.23
853 48.19 5.37 38.51 67.02 10.10
854 48.08 31.23 97.54 136.14 49.78
855 48.11 74.93 138.78 167.93 57.98
856 48.20 37.23 107.49 148.62 55.23
857 48.25 62.46 166.58 181.15 74.87
858 48.23 7.92 64.76 84.50 17.49
859 48.36 79.60 142.89 153.39 45.70
860 48.38 43.41 150.63 165.30 64.09
861 48.29 67.48 165.14 180.39 67.88
862 48.57 20.27 88.37 108.68 31.13
863 48.53 47.14 150.98 156.50 63.24
864 48.41 49.61 135.12 170.98 61.00
865 48.59 26.70 98.38 129.32 35.32
866 48.62 64.57 156.98 175.55 63.28
867 48.76 51.64 163.87 167.77 64.83
868 48.64 86.38 125.44 145.14 30.75
869 48.80 28.92 108.78 132.80 35.45
870 48.72 35.04 127.49 137.74 40.51
871 48.81 55.98 141.81 169.57 67.53
872 48.93 15.47 86.30 107.04 21.93
873 48.78 60.73 173.43 182.61 61.52
874 48.79 12.99 66.83 96.66 22.33
875 48.84 69.63 171.68 178.02 55.32
876 48.85 72.49 157.51 175.40 48.51
877 48.95 77.32 151.12 170.86 41.81
878 49.00 39.85 142.72 156.98 49.32
879 48.98 91.71 110.72 132.67 22.95
880 48.96 94.57 83.08 98.25 12.49
881 49.12 22.32 79.90 119.85 24.96
882 49.10 82.78 129.09 144.82 32.25
883 49.18 58.62 176.09 174.34 57.82
884 49.16 10.31 61.95 90.76 15.07
885 49.26 24.81 108.56 126.56 31.84
886 49.19 31.18 122.27 145.75 37.40
887 49.36 33.41 141.02 138.15 34.76
888 49.34 45.01 166.33 165.49 51.86
889 49.23 66.60 177.33 183.86 52.55
890 49.39 42.55 151.82 166.12 46.02
891 49.36 53.57 164.09 168.87 57.39
892 49.39 75.08 161.06 180.09 41.46
893 49.37 18.20 68.26 106.91 23.33
894 49.27 37.49 115.28 148.90 39.36
895 49.43 48.76 179.48 167.42 50.76
896 49.42 88.47 105.20 142.23 25.55
897 49.66 6.80 40.09 79.52 9.56
898 49.47 63.21 158.42 194.85 50.67
899 49.56 80.09 120.83 165.83 35.81
900 49.79 27.09 89.67 135.65 26.50
901 49.81 71.05 134.23 186.34 44.93
902 49.82 85.48 107.86 148.81 26.49
903 49.84 35.66 113.04 150.70 33.59
904 49.80 61.16 174.86 185.29 49.74
905 49.84 68.69 163.80 172.39 42.13
906 49.95 51.03 169.36 176.30 50.00
907 49.93 40.79 138.19 166.31 42.16
908 50.01 46.92 142.57 174.19 42.36
909 49.95 55.50 163.81 176.29 47.62
910 49.91 64.83 163.57 191.20 43.31
911 50.07 12.33 51.38 95.73 15.56
912 50.05 29.65 76.40 137.15 28.00
913 50.07 73.21 146.11 181.69 35.82
914 50.24 96.88 22.12 59.93 5.52
915 50.20 20.84 49.45 110.69 18.40
916 50.14 57.58 162.02 186.49 48.32
917 50.14 77.96 117.68 175.91 33.85
918 50.15 93.32 59.52 124.27 15.90
919 50.16 15.63 51.96 103.69 18.11
920 50.20 38.77 119.30 156.64 35.54
921 50.28 23.24 64.34 133.14 22.02
922 50.35 32.19 87.20 143.86 28.18
923 50.28 90.56 78.08 139.00 21.68
924 50.34 81.94 92.14 166.70 29.25
925 50.43 9.54 38.46 95.38 13.18
926 50.41 53.03 131.60 187.38 47.68
927 50.42 66.80 124.82 186.14 40.18
928 50.48 18.44 46.84 126.74 19.27
929 50.55 42.91 101.62 175.71 38.38
930 50.51 44.93 114.68 180.05 37.54
931 50.49 59.57 130.06 187.66 41.00
932 50.52 48.86 140.78 177.39 40.68
933 50.63 75.81 106.04 188.48 35.27
934 50.70 62.12 117.13 189.39 40.07
935 50.74 25.41 47.00 136.52 21.95
936 50.72 34.15 83.81 149.65 27.97
937 50.85 87.76 56.93 142.99 19.95
938 50.88 4.73 18.20 72.20 6.09
939 50.83 36.89 77.77 162.94 32.17
940 50.89 27.74 55.71 142.64 21.81
941 50.98 55.39 100.26 186.24 41.67
942 50.87 69.35 95.24 188.69 37.29
943 50.92 84.35 75.82 162.55 25.92
944 50.93 40.86 89.86 173.64 30.69
945 50.99 64.79 99.10 183.33 39.42
946 51.05 71.61 87.61 179.88 35.10
947 51.08 13.82 34.27 106.28 12.92
948 51.15 51.02 98.38 181.78 38.07
949 51.22 6.96 22.05 89.89 9.08
950 51.20 30.56 53.61 145.39 22.71
951 51.24 73.89 71.85 185.94 30.46
952 51.23 79.00 67.70 171.36 27.17
953 51.32 46.74 70.65 178.67 34.65
954 51.27 57.59 90.81 180.54 35.72
955 51.44 16.70 30.61 111.49 13.49
956 51.39 53.30 76.05 176.85 37.23
957 51.54 96.12 17.76 74.12 6.72
958 51.51 21.66 33.36 131.49 17.33
959 51.47 60.21 83.71 188.10 37.24
960 51.51 91.34 37.91 137.63 16.09
961 51.52 9.93 27.36 97.79 10.40
962 51.53 19.29 36.14 126.76 15.56
963 51.62 39.28 63.28 164.21 26.19
964 51.50 67.17 69.40 191.77 34.88
965 51.48 81.76 59.05 169.59 26.10
966 51.61 23.85 39.52 139.60 18.00
967 51.59 44.31 59.05 174.02 29.95
968 51.60 48.91 68.65 178.95 32.95
969 51.66 34.99 57.36 154.76 22.24
970 51.70 63.24 76.55 183.45 35.64
971 51.80 32.73 47.53 151.00 21.89
972 51.81 76.60 51.18 176.54 27.33
973 51.79 42.11 66.54 176.87 29.11
974 51.90 26.00 36.54 135.33 16.00
975 51.92 85.72 38.02 148.54 20.14
976 51.98 37.07 50.12 162.30 27.23
977 51.95 69.50 63.80 196.02 32.83
978 52.07 28.44 38.68 139.30 17.96
979 52.10 12.27 24.44 94.43 9.59
980 52.28 88.70 30.53 143.27 18.13
981 52.22 56.39 56.77 185.20 34.18
982 52.46 5.28 18.02 72.54 5.84
983 52.37 52.14 62.48 179.98 30.41
984 52.35 54.36 58.11 180.15 32.50
985 52.29 71.68 53.74 190.44 29.06
986 52.39 15.11 29.44 104.95 12.04
987 52.36 58.63 60.46 185.13 33.22
988 52.35 61.49 59.98 182.84 31.29
989 52.30 65.52 53.21 188.21 32.15
990 52.29 74.25 53.80 190.20 29.35
991 52.34 30.71 40.79 147.16 18.93
992 52.44 45.57 50.04 174.00 28.18
993 52.55 79.93 40.56 162.90 22.76
994 52.52 83.01 35.71 150.58 20.30
995 52.46 7.79 24.05 86.54 7.41
996 52.55 50.06 54.78 177.04 30.80
997 52.67 47.85 49.96 180.26 31.76
998 52.62 17.76 36.15 116.31 13.44
999 52.66 20.46 35.04 122.28 12.89
1000 52.70 94.19 22.36 116.75 10.52
1001 52.75 23.24 35.28 124.84 13.86
1002 52.73 41.03 52.57 164.32 23.68
1003 52.69 67.85 44.37 183.74 27.95
1004 52.89 97.16 10.62 55.51 4.46
1005 52.77 35.09 44.40 156.91 22.60
1006 52.78 38.81 47.95 158.65 23.56
1007 52.91 43.36 50.92 169.88 23.92
1008 52.84 91.47 28.68 133.25 13.97
1009 52.99 26.19 39.96 133.59 14.94
1010 53.05 77.50 39.80 169.75 23.81
1011 53.01 32.84 43.63 152.89 19.41
1012 53.01 63.69 53.39 185.14 29.18
1013 53.14 10.33 30.87 82.25 8.16
1014 53.11 60.26 53.43 186.34 30.46
1015 53.15 86.04 31.41 148.58 17.62
1016 53.29 70.12 46.10 189.88 26.29
1017 53.25 13.41 42.72 98.44 9.95
1018 53.31 72.74 47.33 182.08 26.47
1019 53.34 75.18 43.04 183.14 25.39
1020 53.31 28.66 50.60 142.81 14.84
1021 53.34 36.95 51.44 152.44 22.37
1022 53.36 56.97 48.53 180.69 29.00
1023 53.51 46.46 58.09 175.54 24.86
1024 53.48 54.74 51.62 175.06 29.35
1025 53.46 65.86 46.78 189.11 28.63
1026 53.55 52.32 63.38 178.92 25.62
1027 53.61 7.26 32.35 75.62 6.06
1028 53.59 49.60 57.51 173.80 25.71
1029 53.69 16.97 50.81 113.10 10.40
1030 53.73 82.42 34.36 146.90 18.43
1031 53.73 89.01 28.39 136.43 16.05
1032 53.75 19.59 64.23 124.75 11.23
1033 53.78 24.50 63.32 138.30 14.94
1034 53.79 61.79 56.65 179.76 28.15
1035 53.79 41.07 69.88 157.79 21.02
1036 53.93 22.01 78.62 117.98 12.11
1037 53.88 58.81 60.43 185.29 29.60
1038 53.90 67.97 48.38 179.08 24.79
1039 53.94 79.42 45.49 160.93 19.90
1040 53.95 4.31 27.92 64.11 4.57
1041 53.88 34.49 59.13 141.98 18.63
1042 53.95 38.81 70.78 151.53 21.55
1043 53.95 44.56 83.98 171.46 21.41
1044 54.07 92.26 26.20 123.42 11.62
1045 54.11 94.87 21.43 91.75 8.63
1046 54.16 14.55 61.87 111.49 9.24
1047 54.18 63.90 57.72 179.32 24.22
1048 54.18 32.01 64.93 136.84 16.30
1049 54.29 27.20 73.02 122.08 14.96
1050 54.22 85.29 35.61 149.90 17.56
1051 54.31 11.49 62.03 90.27 7.82
1052 54.41 42.71 99.76 153.93 20.73
1053 54.39 48.26 107.13 169.59 24.20
1054 54.42 70.40 66.35 183.74 22.27
1055 54.40 73.00 66.02 182.12 24.27
1056 54.39 76.02 55.95 172.47 20.98
1057 54.50 29.67 83.43 135.67 14.57
1058 54.57 36.25 75.60 138.50 18.22
1059 54.51 50.90 83.02 172.86 24.07
1060 54.64 55.37 84.94 168.14 23.44
1061 54.63 8.73 62.02 76.66 6.90
1062 54.74 53.15 115.23 161.86 23.58
1063 54.73 57.59 104.20 165.46 25.70
1064 54.71 60.23 94.45 166.96 24.77
1065 54.67 65.89 84.67 174.82 22.55
1066 54.84 46.18 113.74 163.15 20.80
1067 54.97 5.86 64.00 62.71 5.01
1068 54.88 16.73 82.67 99.90 8.39
1069 54.84 19.50 98.40 106.51 10.67
1070 54.83 24.86 101.14 120.62 12.17
1071 54.97 87.66 51.34 136.67 14.99
1072 55.05 90.61 46.22 129.02 12.75
1073 54.92 40.51 120.48 144.95 19.15
1074 55.01 33.49 109.47 147.82 16.59
1075 55.07 81.16 64.71 149.65 18.12
1076 55.13 68.43 97.83 172.66 22.59
1077 55.07 83.73 56.14 148.71 16.75
1078 55.20 22.65 95.66 107.37 10.71
1079 55.35 63.23 124.41 169.52 23.08
1080 55.20 78.49 84.23 156.17 18.42
1081 55.24 13.42 83.00 90.15 7.49
1082 55.22 38.35 124.82 139.26 17.84
1083 55.39 44.08 133.75 151.15 20.15
1084 55.52 93.37 54.27 105.91 9.45
1085 55.53 31.20 123.47 122.18 13.76
1086 55.49 48.48 143.31 151.36 20.75
1087 55.50 71.62 138.75 174.00 22.02
1088 55.51 73.83 129.29 177.29 22.77
1089 55.51 26.51 105.69 118.78 13.09
1090 55.59 28.73 104.96 116.39 13.45
1091 55.60 10.72 79.07 70.00 6.44
1092 55.59 50.87 128.45 152.81 22.85
1093 55.58 76.16 110.76 154.74 17.84
1094 55.65 35.52 128.93 140.02 16.57
1095 55.82 41.95 137.61 135.94 18.35
1096 55.81 56.72 134.28 158.26 21.84
1097 55.72 59.21 127.44 165.70 23.54
1098 55.83 20.62 101.12 104.14 10.16
1099 55.88 66.30 141.59 165.90 21.67
1100 55.88 7.66 58.29 62.91 5.25
1101 55.95 53.73 157.65 151.02 21.19
1102 55.96 15.54 80.64 82.43 8.09
1103 56.11 18.18 91.90 94.53 8.78
1104 56.12 85.68 96.62 128.20 13.25
1105 56.13 45.79 160.04 141.90 17.48
1106 56.17 70.09 159.44 176.76 21.52
1107 56.15 4.68 37.66 52.88 3.82
1108 56.16 24.54 99.26 105.04 11.70
1109 56.21 33.57 119.80 122.50 14.36
1110 56.23 61.57 160.98 155.50 21.21
1111 56.27 39.92 127.27 136.52 17.25
1112 56.27 83.03 112.92 133.32 15.53
1113 56.37 88.67 97.63 124.15 12.46
1114 56.31 37.51 134.78 129.13 14.93
1115 56.41 80.40 127.48 137.55 17.44
1116 56.38 91.35 82.15 117.54 10.31
1117 56.51 12.64 62.05 74.68 6.83
1118 56.61 68.13 162.00 168.55 21.51
1119 56.65 77.61 142.67 139.89 17.14
1120 56.61 47.82 162.00 125.90 18.24
1121 56.65 51.86 143.63 150.50 20.93
1122 56.65 74.79 159.93 157.84 19.29
1123 56.62 27.19 94.12 104.58 11.73
1124 56.70 9.53 49.11 66.83 6.00
1125 56.66 31.53 112.78 113.93 12.44
1126 56.70 43.15 139.20 125.22 18.02
1127 56.70 55.40 168.50 150.67 21.55
1128 56.71 21.93 69.52 92.85 9.08
1129 56.78 29.54 85.85 107.56 11.76
1130 56.84 64.27 155.62 139.95 19.62
1131 56.94 49.91 146.00 143.60 20.33
1132 56.88 35.61 98.50 125.02 15.22
1133 56.91 59.50 161.84 153.93 22.35
1134 57.03 71.90 167.37 154.86 19.73
1135 56.94 6.46 33.30 54.81 5.09
1136 57.05 15.59 56.35 75.31 8.04
1137 57.09 19.52 61.31 88.96 9.24
1138 57.61 57.76 143.01 138.45 19.96
1139 57.26 93.44 105.56 88.05 8.36
1140 57.19 23.91 54.73 94.98 9.75
1141 57.22 38.72 103.59 117.00 15.05
1142 57.18 45.20 131.84 131.26 18.76
1143 57.27 66.40 164.63 153.89 19.33
1144 57.29 62.25 155.56 145.91 19.41
1145 57.39 33.86 77.76 111.79 12.76
1146 57.42 40.77 82.49 123.54 16.20
1147 57.37 53.59 118.03 142.74 18.28
1148 57.53 82.79 134.37 121.03 14.31
1149 57.54 69.77 163.96 158.43 20.53
1150 57.60 85.92 132.76 114.52 13.08
1151 57.54 26.23 50.90 98.55 11.08
1152 57.59 79.51 132.51 135.68 16.05
1153 57.60 13.16 37.12 67.77 6.02
1154 57.69 91.02 110.98 112.02 10.37
1155 57.73 10.60 33.02 56.78 5.82
1156 57.74 17.54 45.39 73.35 7.14
1157 57.65 48.06 129.35 120.25 18.45
1158 57.71 73.83 167.98 141.12 17.17
1159 57.76 28.22 55.50 97.07 10.40
1160 57.61 31.72 62.73 103.00 11.95
1161 57.74 76.44 141.31 140.08 16.67
1162 57.83 88.65 121.83 97.81 10.50
1163 57.78 37.04 63.74 114.74 14.50
1164 57.70 42.67 80.38 121.53 17.72
1165 57.97 7.61 24.07 49.93 4.58
1166 57.92 51.76 86.62 127.60 17.79
1167 57.86 55.46 103.74 137.29 18.69
1168 57.96 60.54 148.00 141.72 19.09
1169 57.99 22.11 36.70 76.02 9.02
1170 58.00 46.14 72.78 115.39 16.06
1171 58.13 30.30 43.38 91.36 11.00
1172 58.14 68.08 128.49 142.56 19.92
1173 58.13 63.54 118.23 146.60 18.35
1174 58.26 49.62 78.43 119.60 17.81
1175 58.33 65.78 122.43 142.35 19.33
1176 58.32 19.86 34.61 62.45 7.41
1177 58.31 24.96 36.00 75.64 8.69
1178 58.35 35.26 47.64 97.49 13.02
1179 58.36 39.52 50.54 109.63 14.52
1180 58.39 44.30 52.12 104.17 14.71
1181 58.50 15.33 29.86 52.33 6.65
1182 58.39 32.90 44.44 87.42 11.00
1183 58.60 81.50 134.91 122.68 14.79
1184 58.63 53.96 65.14 114.45 18.31
1185 58.57 70.63 102.52 143.41 19.22
1186 58.64 72.98 112.55 150.36 17.62
1187 58.67 78.26 93.30 129.91 14.94
1188 58.71 42.30 48.66 97.17 14.36
1189 58.80 56.73 74.20 116.22 18.24
1190 58.78 75.62 97.29 134.02 16.00
1191 58.77 12.68 24.31 49.63 6.39
1192 58.80 37.56 42.08 87.00 12.59
1193 58.88 61.42 86.69 126.47 18.11
1194 58.89 84.31 97.68 110.68 12.52
1195 58.87 9.53 23.52 41.70 5.07
1196 58.86 28.25 37.02 78.47 10.38
1197 58.96 46.72 45.13 92.85 14.48
1198 58.98 87.33 97.77 103.40 10.88
1199 59.07 17.87 27.96 50.99 7.09
1200 59.07 51.77 56.55 98.09 16.91
1201 59.12 23.38 31.20 60.62 8.68
1202 59.08 59.04 74.97 108.85 16.49
1203 59.13 90.26 92.90 86.96 8.91
1204 59.18 30.86 36.51 72.00 10.58
1205 59.26 49.19 47.66 91.36 14.96
1206 59.49 68.97 67.05 122.99 17.13
1207 59.33 6.71 17.15 31.78 4.26
1208 59.26 26.27 30.82 61.96 9.43
1209 59.25 63.53 75.20 123.95 17.41
1210 59.38 40.53 41.69 83.35 13.35
1211 59.45 21.11 28.77 52.00 6.80
1212 59.32 33.75 38.39 73.07 11.24
1213 59.54 35.83 37.28 74.20 12.50
1214 59.39 65.61 73.30 126.42 16.62
1215 59.54 80.30 72.79 115.59 13.79
1216 59.57 44.59 38.80 78.72 13.93
1217 59.58 55.25 44.23 94.34 17.96
1218 59.76 11.34 21.12 35.66 5.34
1219 59.76 72.10 61.24 113.16 15.86
1220 59.71 74.28 68.38 124.28 15.74
1221 59.81 14.22 24.86 39.07 6.08
1222 59.79 38.48 40.91 76.81 13.21
1223 59.84 93.98 55.57 67.20 7.46
1224 59.82 77.22 54.27 109.86 14.24
1225 59.88 28.90 35.70 56.37 9.15
1226 59.99 53.28 41.56 80.10 16.48
1227 59.99 42.57 38.02 67.50 14.11
1228 60.01 32.29 42.82 57.88 10.00
1229 59.99 47.06 44.04 78.02 15.98
1230 60.08 57.62 45.26 90.81 15.83
1231 60.07 60.07 51.46 105.38 16.88
1232 60.05 83.28 52.62 101.54 11.52
1233 60.21 16.58 28.13 36.94 6.12
1234 60.12 24.25 36.06 49.02 7.81
1235 60.12 62.21 49.77 104.73 16.18
1236 60.10 86.09 61.91 97.45 12.03
1237 60.24 8.70 23.42 27.09 4.14
1238 60.24 19.32 31.85 41.34 6.36
1239 60.29 51.25 42.86 76.26 15.42
1240 60.26 89.18 59.63 86.17 9.04
1241 60.25 67.18 51.30 104.17 16.49
1242 60.35 26.33 42.79 48.95 9.39
1243 60.40 64.46 45.27 99.51 16.00
1244 60.44 49.26 49.43 71.12 14.36
1245 60.55 91.85 47.25 68.04 7.73
1246 60.69 34.60 61.48 51.30 9.92
1247 60.68 36.62 56.83 53.52 11.88
1248 60.60 40.69 49.07 60.10 12.44
