#<Embryo name> <Cleavage cycle> <Temporal class> <Genes>
rf12 14A 2 even-skipped Kruppel hunchback
166 17.31 44.70 28.73 38.94 231.62
167 17.49 70.06 23.43 23.32 188.31
168 17.71 75.23 23.08 17.22 171.08
169 17.63 41.36 26.92 33.41 224.35
170 17.81 24.15 21.49 26.09 196.59
171 17.83 38.97 26.37 33.78 228.65
172 17.84 47.42 29.13 35.51 230.84
173 17.85 26.85 22.99 28.03 210.52
174 17.94 50.01 29.96 34.97 230.33
175 18.03 61.42 27.62 28.33 209.30
176 18.02 64.46 28.04 26.93 195.86
177 18.04 56.00 27.58 33.18 214.68
178 18.11 67.02 28.98 24.77 191.77
179 18.08 52.41 30.31 36.60 230.10
180 18.20 58.75 28.60 29.88 207.78
181 18.19 18.93 19.76 19.03 174.55
182 18.28 33.94 27.14 32.74 228.56
183 18.36 43.09 30.66 35.37 232.93
184 18.44 31.15 27.27 31.77 231.63
185 18.43 36.44 26.08 33.43 225.26
186 18.43 72.04 27.85 21.66 186.46
187 18.48 77.42 21.68 14.10 155.22
188 18.72 28.45 23.52 28.45 211.10
189 18.64 45.30 31.54 36.09 228.44
190 18.80 21.78 21.46 23.54 185.44
191 18.77 69.02 27.68 25.70 190.30
192 18.87 54.05 33.58 34.75 229.52
193 19.00 48.85 31.49 35.49 230.22
194 19.13 79.94 20.79 12.61 137.59
195 19.04 39.15 30.93 34.18 235.89
196 18.99 63.30 30.41 29.18 207.10
197 19.02 24.93 24.32 29.05 220.27
198 19.28 41.51 32.18 36.02 226.81
199 19.17 74.23 28.86 18.53 171.54
200 19.29 51.26 35.14 37.75 230.40
201 19.26 56.33 31.44 34.07 222.24
202 19.27 60.49 30.14 32.62 211.52
203 19.47 65.67 35.42 28.40 226.60
204 19.58 18.67 23.39 22.76 192.36
205 19.60 34.39 31.49 36.93 238.85
206 19.53 46.65 34.93 36.89 229.42
207 19.69 32.05 30.55 34.18 235.05
208 19.57 36.88 32.11 33.41 237.12
209 19.81 58.29 30.35 31.40 206.02
210 19.73 71.09 31.92 23.70 195.68
211 19.76 29.40 27.65 29.76 223.73
212 19.62 77.69 27.44 16.05 174.36
213 19.87 43.91 38.40 39.48 237.44
214 19.95 26.76 25.24 27.62 215.80
215 19.93 76.32 30.12 18.65 164.69
216 20.05 15.61 20.92 18.32 164.46
217 19.97 68.41 32.13 25.53 201.92
218 19.96 53.52 35.59 37.70 226.74
219 20.08 62.83 32.82 31.64 221.95
220 20.24 23.88 27.00 27.07 213.73
221 20.24 48.91 39.06 39.43 235.58
222 20.42 21.18 23.94 22.71 187.85
223 20.35 38.84 31.98 35.00 230.75
224 20.42 79.99 27.28 13.80 145.08
225 20.45 73.04 34.15 20.94 194.54
226 20.59 51.30 39.50 40.33 237.05
227 20.61 55.77 38.71 35.61 226.93
228 20.60 60.49 35.89 30.27 217.10
229 20.55 41.42 35.94 37.78 240.04
230 20.61 46.07 38.17 36.94 232.15
231 20.70 36.15 35.86 39.76 240.80
232 20.66 66.19 35.99 27.73 194.66
233 20.74 30.58 31.65 33.60 233.94
234 20.98 75.67 35.71 19.82 186.51
235 20.91 18.25 24.42 21.07 178.65
236 20.99 33.75 35.26 38.17 238.99
237 21.08 58.09 38.89 35.61 225.68
238 21.15 70.24 42.96 27.17 211.65
239 21.08 53.57 42.95 38.54 233.68
240 21.15 63.28 40.15 33.60 219.86
241 21.11 26.88 28.35 28.92 217.47
242 21.18 43.45 44.09 40.37 244.61
243 21.50 77.99 39.13 17.36 172.74
244 21.46 15.06 22.21 18.85 175.46
245 21.44 47.95 43.88 41.26 238.22
246 21.55 23.88 28.57 28.08 207.95
247 21.47 38.96 44.17 41.62 243.65
248 21.68 50.00 40.96 37.92 230.95
249 21.64 67.70 45.31 29.56 215.21
250 21.64 72.98 44.05 25.16 207.04
251 21.80 20.79 26.91 25.92 195.83
252 21.79 29.26 33.40 33.36 233.17
253 21.71 31.94 38.22 35.50 244.40
254 21.78 45.65 46.77 42.03 244.81
255 21.78 80.83 35.26 13.75 155.60
256 21.87 59.88 41.76 33.54 221.19
257 21.85 65.20 44.00 30.62 211.63
258 21.87 36.28 40.04 39.77 244.55
259 21.95 41.33 47.94 38.91 242.54
260 21.99 52.08 48.51 40.79 234.99
261 21.91 56.45 41.96 33.26 226.07
262 22.15 54.34 47.28 39.89 230.30
263 22.27 61.93 42.11 30.80 208.57
264 22.35 18.17 29.79 22.76 183.77
265 22.44 26.20 31.23 32.03 229.24
266 22.41 75.23 47.61 22.55 190.51
267 22.54 34.00 42.60 35.70 239.29
268 22.47 43.66 52.03 39.57 244.22
269 22.56 69.35 47.81 26.41 206.95
270 22.65 12.28 24.02 15.20 164.96
271 22.63 39.03 47.63 39.91 243.99
272 22.67 47.60 51.24 41.22 233.74
273 22.68 82.58 44.04 12.84 147.38
274 22.78 58.06 52.26 35.87 232.87
275 22.76 23.20 31.39 27.47 209.51
276 22.79 71.61 52.43 25.26 210.76
277 22.76 78.86 50.59 17.97 172.15
278 22.76 14.48 26.87 19.15 188.42
279 22.86 64.04 47.90 32.17 220.56
280 22.87 15.96 27.35 20.50 170.72
281 22.83 31.21 46.33 36.52 243.59
282 22.89 28.60 39.73 32.66 236.33
283 22.96 50.69 54.72 38.81 233.35
284 22.97 66.68 53.65 31.93 221.43
285 23.08 36.62 48.31 38.34 241.10
286 23.15 55.83 54.04 37.08 227.03
287 23.26 53.16 54.29 35.46 215.45
288 23.26 41.66 52.80 37.66 239.90
289 23.38 20.91 32.58 25.19 201.64
290 23.28 45.19 54.86 40.65 239.92
291 23.38 59.86 60.05 36.33 227.01
292 23.20 81.28 45.44 14.03 146.86
293 23.52 73.46 60.02 24.74 191.06
294 23.62 76.71 64.22 22.19 184.74
295 23.65 62.07 58.96 36.48 222.15
296 23.67 48.97 57.70 40.17 231.21
297 23.73 17.74 34.07 23.50 186.69
298 23.63 24.91 40.33 32.64 233.07
299 23.84 32.59 54.28 39.22 243.40
300 23.91 34.85 56.01 38.05 244.53
301 23.90 83.91 60.62 13.81 160.26
302 23.88 27.68 42.68 32.12 229.17
303 23.85 39.07 56.49 36.87 234.83
304 23.92 70.37 66.90 27.65 198.30
305 23.95 11.59 28.31 16.40 166.12
306 24.09 30.18 50.32 34.13 237.38
307 24.05 65.03 63.96 35.45 223.62
308 24.07 79.55 67.36 18.72 171.82
309 24.07 46.78 65.53 40.87 238.62
310 24.08 67.77 66.79 30.62 220.05
311 24.15 57.69 63.56 36.68 224.46
312 24.19 13.83 31.64 21.02 178.96
313 24.17 15.28 34.85 21.19 180.29
314 24.29 43.81 66.50 42.26 241.08
315 24.23 55.16 59.68 35.82 227.68
316 24.30 50.83 64.60 40.36 234.95
317 24.53 36.84 66.55 37.28 240.89
318 24.51 41.39 66.47 39.51 243.62
319 24.63 23.14 45.88 31.81 230.26
320 24.64 53.02 69.41 40.35 228.41
321 24.47 74.67 74.56 25.76 199.51
322 24.63 81.90 84.89 16.02 168.93
323 24.74 20.36 41.34 27.30 213.18
324 24.69 60.13 72.88 36.73 225.97
325 24.77 62.68 72.28 36.34 224.47
326 24.73 25.92 53.08 31.16 225.28
327 24.99 71.90 79.90 26.46 199.57
328 25.07 17.40 42.26 24.90 198.29
329 25.06 77.47 90.13 22.09 194.72
330 25.09 48.70 86.81 41.26 236.39
331 25.07 31.71 65.52 35.49 234.88
332 25.10 39.08 75.99 39.12 242.08
333 25.17 28.49 60.84 33.27 229.23
334 25.17 34.31 79.36 42.06 244.30
335 25.20 11.95 35.01 17.40 171.50
336 25.10 46.18 84.21 39.77 236.90
337 25.26 66.77 77.67 29.77 214.58
338 25.26 69.29 88.16 31.48 223.24
339 25.33 55.76 69.97 37.68 226.52
340 25.41 58.12 81.14 39.54 232.80
341 25.37 64.48 81.40 35.87 230.91
342 25.61 83.58 80.37 15.16 152.38
343 25.57 43.29 89.00 41.35 239.60
344 25.51 51.12 91.77 42.16 238.93
345 25.36 14.02 43.81 20.25 178.25
346 25.72 80.25 95.60 18.67 181.00
347 25.52 74.35 99.94 26.65 205.28
348 25.77 15.09 44.30 23.07 183.15
349 25.71 36.79 101.20 44.96 245.73
350 25.83 53.58 89.11 43.53 240.07
351 25.88 60.84 86.10 37.45 231.14
352 25.79 25.75 67.33 33.08 228.16
353 25.83 41.03 89.29 39.72 238.18
354 25.93 22.99 58.08 29.47 221.71
355 26.12 20.26 57.69 28.94 216.74
356 26.12 30.02 93.72 39.61 244.15
357 26.07 45.63 102.35 41.37 242.04
358 26.13 32.58 101.16 40.23 244.90
359 26.24 48.20 108.84 40.52 236.74
360 26.34 62.87 91.59 37.32 233.27
361 26.32 76.08 118.98 25.82 212.57
362 26.40 17.57 57.68 26.44 200.42
363 26.38 70.43 111.05 29.59 210.97
364 26.43 38.98 121.24 43.91 248.10
365 26.49 67.84 98.84 32.26 221.07
366 26.43 34.91 122.26 42.38 245.83
367 26.40 56.34 93.72 39.97 235.03
368 26.55 27.76 92.30 38.28 243.38
369 26.50 65.28 97.33 33.99 225.01
370 26.58 72.98 107.35 28.47 202.31
371 26.62 58.79 97.78 39.22 228.12
372 26.56 12.71 50.87 19.24 171.35
373 26.54 50.96 108.46 41.69 239.70
374 26.74 78.36 110.41 22.60 202.62
375 26.74 84.64 93.47 15.22 153.38
376 26.84 43.97 125.92 43.05 244.32
377 26.90 25.13 94.09 37.22 242.17
378 26.89 41.42 126.72 43.56 240.31
379 26.92 53.84 107.22 42.54 234.97
380 27.05 36.90 136.68 42.67 243.85
381 27.04 81.19 113.97 20.30 184.02
382 27.17 87.65 79.78 11.55 118.56
383 27.12 31.42 108.48 37.41 243.32
384 27.29 15.23 59.84 23.92 186.08
385 27.19 22.25 77.82 31.61 223.38
386 27.37 46.44 124.76 42.49 242.94
387 27.32 60.86 106.06 38.82 234.82
388 27.37 48.97 114.22 41.02 233.42
389 27.49 33.75 125.82 39.22 240.00
390 27.47 10.97 68.02 20.34 184.90
391 27.52 19.65 74.89 30.23 217.32
392 27.55 29.27 122.58 37.91 243.99
393 27.46 56.43 112.88 42.51 233.84
394 27.58 63.27 110.94 37.17 229.93
395 27.55 75.08 128.50 26.12 200.25
396 27.59 66.00 112.42 35.95 229.89
397 27.57 71.41 128.17 30.43 205.46
398 27.60 51.61 121.89 41.04 238.01
399 27.71 68.78 132.50 33.35 222.05
400 27.70 38.85 157.58 42.40 244.56
401 27.85 26.89 113.95 34.24 232.92
402 27.96 58.52 122.53 38.01 227.12
403 27.83 78.30 128.67 23.71 190.81
404 27.95 85.69 108.84 15.33 160.71
405 27.93 43.24 142.00 40.03 242.68
406 28.03 24.14 102.71 33.20 226.33
407 28.03 41.03 154.99 43.99 245.64
408 28.09 82.86 121.57 18.72 173.35
409 28.10 17.33 86.56 28.35 207.40
410 28.13 35.68 141.01 39.07 239.97
411 28.08 54.09 125.75 42.38 234.86
412 28.29 31.84 137.75 38.31 236.84
413 28.39 45.17 152.07 45.21 243.92
414 28.48 8.79 69.92 15.49 160.80
415 28.55 49.58 124.54 40.96 229.82
416 28.54 73.22 147.36 30.07 220.59
417 28.52 60.75 123.54 39.86 229.84
418 28.57 88.17 82.85 12.22 121.85
419 28.71 14.70 92.90 23.47 188.93
420 28.58 64.34 132.15 39.03 229.33
421 28.67 21.07 99.53 29.61 205.60
422 28.76 47.30 158.93 44.83 240.86
423 28.71 11.88 84.69 21.39 188.42
424 28.73 56.03 140.25 44.84 230.31
425 28.71 67.17 124.30 34.75 219.13
426 28.77 37.53 163.76 41.25 240.85
427 28.72 51.95 125.88 41.38 232.91
428 28.80 79.63 125.13 23.19 190.68
429 28.83 29.32 131.62 32.15 226.84
430 28.81 70.08 130.35 32.91 217.73
431 28.81 76.36 141.65 28.14 201.18
432 28.97 39.95 157.71 40.64 239.76
433 29.03 26.55 138.82 33.67 233.37
434 29.21 34.84 153.75 39.07 230.44
435 29.17 58.15 129.44 39.92 223.85
436 29.20 17.75 105.61 28.08 209.22
437 29.12 23.96 121.66 34.66 226.14
438 29.16 42.73 165.32 43.11 242.18
439 29.32 62.47 138.67 42.38 231.70
440 29.40 85.32 108.62 16.51 164.60
441 29.43 53.70 135.50 40.00 227.12
442 29.40 82.68 126.51 21.22 188.43
443 29.43 32.17 153.46 38.99 231.84
444 29.60 45.14 159.76 45.49 241.58
445 29.68 65.73 132.24 36.45 220.64
446 29.74 71.94 134.11 30.98 214.43
447 29.77 60.02 131.29 39.97 229.18
448 29.79 74.47 144.40 30.28 217.42
449 29.73 50.71 138.03 45.32 237.80
450 29.89 87.64 93.91 14.14 147.77
451 29.89 10.44 96.54 19.52 171.84
452 29.88 38.28 162.04 40.24 236.68
453 29.84 48.13 144.69 45.89 235.67
454 29.97 19.69 118.76 29.48 207.60
455 29.97 69.23 134.47 32.98 211.42
456 30.04 13.98 106.79 24.45 188.22
457 29.99 22.12 122.38 32.86 211.42
458 30.05 27.55 158.13 38.21 230.56
459 30.06 41.00 159.08 40.96 241.20
460 30.05 56.03 146.28 44.61 237.77
461 29.96 80.05 141.30 24.84 198.50
462 30.11 30.13 159.95 35.63 229.64
463 30.24 76.70 128.68 26.96 189.21
464 30.33 24.56 135.82 33.69 223.30
465 30.38 63.55 134.44 40.36 230.45
466 30.35 34.22 160.61 41.38 235.23
467 30.47 16.92 119.94 26.62 198.58
468 30.63 36.50 155.69 39.35 237.96
469 30.56 43.51 151.73 42.20 238.05
470 30.61 58.15 143.15 47.04 236.52
471 30.64 61.28 134.96 41.90 227.00
472 30.70 67.43 132.00 37.05 222.66
473 30.63 53.87 154.67 42.59 232.97
474 30.72 46.27 152.07 42.49 235.61
475 30.77 89.09 74.78 12.89 128.65
476 30.74 51.46 143.41 45.23 235.82
477 30.83 8.51 91.80 17.47 158.04
478 30.81 32.13 170.03 37.78 237.17
479 30.92 82.51 113.77 21.70 181.59
480 30.95 85.64 96.16 17.14 168.27
481 31.03 48.89 150.08 45.60 236.08
482 30.98 71.16 149.10 34.09 221.44
483 31.13 73.81 136.70 30.20 203.90
484 31.23 65.12 146.38 40.39 232.19
485 31.09 21.06 128.29 31.88 213.86
486 31.17 26.31 162.69 35.35 225.93
487 31.20 28.94 167.08 41.10 236.52
488 31.13 38.99 161.50 42.23 240.26
489 31.08 79.40 132.77 27.16 204.37
490 31.33 11.61 104.16 22.09 165.35
491 31.20 41.43 166.35 47.87 245.35
492 31.38 14.50 105.21 26.59 184.81
493 31.47 55.70 149.04 47.10 231.65
494 31.66 76.42 131.73 28.52 199.57
495 31.60 17.91 113.93 28.58 193.59
496 31.66 60.34 139.23 44.64 227.26
497 31.71 23.97 145.54 33.97 216.96
498 31.66 34.05 154.56 41.80 237.34
499 31.71 62.90 136.67 41.32 226.53
500 31.79 69.10 149.82 39.08 227.56
501 31.80 44.48 150.47 44.13 229.83
502 31.76 53.02 147.31 47.78 238.42
503 31.78 57.92 151.58 45.87 239.18
504 31.86 31.33 179.20 42.80 242.72
505 31.85 36.64 163.45 41.96 235.63
506 31.92 46.92 146.13 42.03 233.38
507 31.95 50.35 141.45 44.96 231.86
508 32.13 83.36 108.93 21.95 179.80
509 31.94 88.71 75.73 14.22 144.19
510 32.10 66.76 125.96 38.42 220.65
511 32.16 7.98 92.81 17.44 142.95
512 32.20 20.67 136.52 31.67 206.38
513 32.21 42.06 158.15 44.31 239.00
514 32.35 71.39 142.74 37.16 220.43
515 32.19 78.77 124.60 28.17 199.18
516 32.30 26.91 147.66 37.31 231.45
517 32.52 86.02 99.29 19.79 179.82
518 32.38 39.36 151.70 43.12 230.34
519 32.47 29.39 155.18 41.97 233.84
520 32.51 16.16 114.97 28.51 194.30
521 32.65 74.16 129.36 31.51 192.74
522 32.75 10.86 99.45 22.25 155.97
523 32.73 64.36 130.14 42.12 212.46
524 32.83 80.61 106.99 27.36 185.58
525 32.73 56.37 135.26 46.50 234.42
526 32.78 61.58 132.17 44.26 225.12
527 32.89 22.58 139.15 33.90 208.32
528 32.80 48.57 143.68 43.87 235.87
529 32.83 54.16 140.55 47.46 233.70
530 32.82 59.18 140.24 44.15 224.45
531 32.83 34.77 165.39 42.00 233.32
532 33.09 13.59 107.21 26.59 180.47
533 32.89 32.56 157.14 42.12 230.61
534 32.91 51.73 131.06 45.94 229.48
535 33.02 37.05 166.61 43.65 227.82
536 33.11 19.02 123.35 31.09 198.74
537 33.08 25.04 140.12 35.73 221.24
538 33.07 68.07 125.32 38.73 211.66
539 33.11 43.61 145.75 46.49 237.07
540 33.11 45.94 144.44 44.48 219.96
541 33.24 77.35 116.00 30.27 190.10
542 33.46 88.25 80.25 17.92 157.33
543 33.48 41.24 136.17 44.13 222.26
544 33.53 28.19 135.81 39.20 225.76
545 33.55 30.93 152.17 41.29 235.36
546 33.65 8.44 83.25 19.70 148.16
547 33.73 70.44 124.93 35.87 201.35
548 33.65 82.64 97.40 25.95 181.91
549 33.75 65.67 131.01 45.38 210.60
550 33.69 38.74 146.23 45.37 233.82
551 33.81 72.82 120.45 34.78 192.22
552 33.77 50.02 133.05 48.01 229.14
553 33.73 57.73 139.03 51.43 234.10
554 33.77 16.47 104.00 28.60 189.72
555 33.82 62.60 120.43 46.11 221.12
556 34.02 55.17 127.74 46.29 222.01
557 33.96 85.28 81.16 22.27 167.53
558 34.01 47.35 126.76 45.39 222.34
559 34.13 60.23 130.03 50.16 225.38
560 34.10 75.41 128.03 33.35 195.69
561 34.01 34.89 148.38 41.82 221.97
562 34.11 52.73 131.39 46.46 227.55
563 34.21 20.46 111.67 32.32 207.02
564 34.14 23.20 122.88 34.86 211.50
565 34.14 26.03 130.86 38.16 221.89
566 34.25 79.61 104.09 29.08 188.29
567 34.34 11.29 95.23 23.54 159.35
568 34.26 68.25 125.74 40.96 205.38
569 34.29 43.85 137.20 50.23 230.77
570 34.50 89.70 67.51 16.99 135.26
571 34.53 32.69 129.01 41.48 225.96
572 34.57 30.03 135.57 41.42 227.29
573 34.62 37.03 133.54 47.11 234.34
574 34.73 14.47 96.12 29.06 180.79
575 34.61 39.91 139.95 48.20 233.75
576 34.73 63.75 120.18 48.22 219.07
577 34.84 17.86 95.00 31.02 191.23
578 34.82 57.64 129.35 48.49 218.70
579 34.95 77.43 111.77 32.84 184.20
580 35.00 50.77 118.27 51.02 224.17
581 34.99 66.40 114.33 44.91 207.44
582 35.04 27.78 118.63 41.38 217.34
583 35.06 82.27 95.16 28.84 174.03
584 35.05 85.94 82.15 24.03 162.82
585 35.10 48.25 124.25 51.06 226.07
586 35.11 71.68 115.46 42.94 203.56
587 35.22 41.72 124.20 47.68 224.47
588 35.16 45.84 122.86 48.31 226.24
589 35.27 7.39 73.75 19.87 145.30
590 35.23 25.00 114.71 39.74 214.16
591 35.30 74.41 115.86 35.95 192.60
592 35.34 55.66 133.47 51.44 226.82
593 35.42 61.71 111.49 50.36 210.15
594 35.41 22.33 103.38 35.33 208.15
595 35.41 53.37 122.12 53.01 227.67
596 35.38 69.27 112.56 47.32 206.54
597 35.47 59.51 128.90 53.78 227.04
598 35.52 35.63 115.32 45.82 232.09
599 35.48 91.57 52.71 17.68 116.32
600 35.64 10.15 77.29 24.35 151.34
601 35.60 31.24 107.90 44.70 224.04
602 35.72 33.51 105.68 46.45 228.56
603 35.64 38.49 126.52 49.38 231.93
604 35.80 79.55 102.33 34.38 176.22
605 35.76 19.74 93.81 34.03 202.32
606 35.82 43.81 128.49 55.58 234.86
607 35.92 13.29 80.77 28.26 165.03
608 35.80 64.64 117.92 48.73 206.33
609 36.02 16.62 89.06 31.35 183.94
610 35.99 87.83 73.28 23.61 147.54
611 35.83 90.39 55.39 18.17 128.17
612 36.13 29.27 106.75 43.90 223.37
613 36.16 76.43 107.47 38.59 187.24
614 36.21 84.05 83.05 31.41 157.78
615 36.24 67.49 114.77 48.51 203.67
616 36.25 26.63 101.51 41.25 213.78
617 36.31 57.53 117.38 53.80 212.91
618 36.23 48.38 131.40 55.10 229.22
619 36.19 50.94 116.18 50.50 217.27
620 36.37 72.50 110.48 45.19 184.05
621 36.42 24.14 95.15 40.51 211.55
622 36.41 41.57 114.00 50.70 213.36
623 36.57 55.03 116.65 60.10 223.82
624 36.58 45.95 125.97 57.91 226.04
625 36.61 6.78 56.10 19.50 127.49
626 36.61 60.30 117.09 53.57 208.67
