#<Embryo name> <Cleavage cycle> <Temporal class> <Genes>
rf2 14A 7 even-skipped Kruppel hunchback
166 18.92 68.50 22.13 12.83 105.60
167 18.90 43.90 23.08 19.30 147.80
168 19.01 51.41 24.13 19.12 160.09
169 19.22 22.87 14.94 15.43 81.35
170 19.24 48.86 24.31 18.85 158.50
171 19.45 63.79 24.40 14.01 118.02
172 19.31 36.09 22.17 22.27 140.06
173 19.41 71.11 20.79 12.00 91.73
174 19.46 46.18 21.81 18.33 145.35
175 19.40 74.06 19.01 10.85 81.28
176 19.54 31.13 19.17 21.31 143.55
177 19.65 25.71 18.79 18.41 124.82
178 19.72 56.07 25.35 16.64 143.46
179 19.75 61.25 24.92 14.91 136.96
180 19.78 76.94 18.97 9.25 51.54
181 19.93 58.59 25.25 16.70 144.03
182 20.04 53.44 25.08 18.03 148.42
183 20.08 28.57 20.04 18.50 144.98
184 20.21 33.54 21.41 20.05 145.11
185 20.13 38.97 23.63 20.37 150.08
186 20.05 42.13 24.98 19.35 152.77
187 20.35 20.78 14.68 13.75 71.14
188 20.36 65.80 24.84 14.22 127.79
189 20.34 68.34 22.37 12.57 104.40
190 20.47 50.97 24.53 18.40 151.78
191 20.57 48.30 23.25 17.74 154.74
192 20.73 45.10 24.78 19.42 154.94
193 20.75 36.03 23.46 20.05 150.19
194 20.61 74.05 21.65 10.93 78.33
195 21.01 24.61 17.55 18.64 106.83
196 20.82 71.25 24.61 12.40 95.83
197 21.01 63.16 24.23 14.43 119.50
198 20.95 77.53 24.28 10.06 75.49
199 21.24 30.58 21.68 17.96 140.69
200 21.10 54.87 26.39 17.92 158.49
201 21.20 57.24 25.80 17.16 136.90
202 21.10 60.30 25.45 15.20 132.95
203 21.49 40.29 23.74 20.39 170.34
204 21.34 27.70 17.48 16.85 129.41
205 21.43 42.67 24.97 19.40 159.04
206 21.79 32.89 20.85 18.66 144.15
207 21.78 52.59 25.23 17.58 160.87
208 21.73 22.11 17.10 15.12 111.15
209 21.79 37.84 25.26 20.25 159.05
210 21.76 47.19 23.03 18.32 152.36
211 21.68 75.03 28.36 11.19 85.20
212 21.96 19.26 15.24 13.01 69.02
213 21.70 66.24 25.95 14.23 115.98
214 21.73 69.27 27.56 12.97 106.59
215 21.87 50.17 25.33 18.99 164.92
216 22.26 35.28 22.40 18.22 148.93
217 22.18 72.24 29.17 12.08 93.09
218 22.35 44.78 26.02 19.48 164.56
219 22.19 58.46 26.84 16.79 147.16
220 22.29 63.62 27.44 15.56 133.02
221 22.27 77.78 39.41 10.17 70.76
222 22.55 61.21 26.82 15.23 132.03
223 22.49 26.81 20.85 16.90 143.00
224 22.40 54.76 27.61 18.53 152.16
225 22.83 24.17 17.84 14.86 119.30
226 22.98 80.01 103.64 9.91 50.19
227 22.87 29.57 20.82 16.95 136.82
228 22.80 67.71 28.60 14.70 113.85
229 23.08 39.79 24.75 20.91 172.50
230 22.95 42.36 26.68 21.20 169.75
231 22.98 48.71 25.47 18.75 148.41
232 22.88 74.94 46.86 11.53 92.43
233 23.25 56.23 27.38 18.58 146.06
234 23.16 65.27 32.00 15.14 117.51
235 23.20 70.16 35.63 14.13 106.83
236 23.26 31.98 23.02 19.55 154.78
237 23.25 51.24 27.10 19.74 157.05
238 23.38 37.21 22.28 19.90 160.36
239 23.33 17.49 15.43 12.73 65.13
240 23.45 20.83 15.12 13.61 97.96
241 23.45 46.40 25.65 20.18 160.12
242 23.40 58.67 29.16 18.18 149.01
243 23.61 34.52 23.03 19.42 165.78
244 23.67 53.36 27.74 19.30 155.70
245 23.65 72.38 57.04 13.06 103.13
246 23.87 63.00 30.32 15.25 118.77
247 23.63 77.26 113.66 12.32 83.05
248 23.93 27.25 21.49 17.16 140.02
249 23.99 60.74 30.62 16.86 136.63
250 24.07 44.07 27.15 19.53 163.89
251 24.12 68.15 41.18 14.60 108.89
252 24.22 24.32 18.87 16.27 130.52
253 24.26 74.38 162.00 12.29 99.82
254 24.43 41.63 25.97 19.31 170.32
255 24.37 48.84 28.33 19.02 170.73
256 24.52 29.77 22.03 18.55 149.69
257 24.37 65.60 34.35 15.99 120.75
258 24.52 39.06 25.93 19.66 164.70
259 24.57 55.04 30.18 17.94 156.88
260 24.49 57.27 32.23 18.85 156.35
261 24.49 79.65 179.28 10.18 62.65
262 24.72 16.71 15.96 13.22 67.46
263 24.61 32.70 22.57 20.04 161.56
264 24.75 51.07 28.92 18.96 158.47
265 24.81 36.13 25.17 18.78 162.30
266 24.75 70.39 77.04 13.98 108.46
267 25.08 19.46 17.25 14.13 103.92
268 24.91 22.14 19.74 17.34 124.82
269 24.85 46.30 27.75 19.52 167.84
270 25.08 59.11 34.17 18.97 147.76
271 25.04 76.24 194.14 12.82 83.60
272 25.21 53.10 33.15 19.27 155.50
273 25.30 61.46 38.15 18.54 141.87
274 25.29 26.43 21.97 17.76 151.22
275 25.30 64.14 40.34 16.54 129.81
276 25.44 72.86 196.32 13.92 94.51
277 25.37 67.28 64.93 15.33 124.03
278 25.43 81.39 185.20 10.79 62.08
279 25.44 43.50 28.06 19.23 157.42
280 25.76 34.23 24.24 19.23 155.98
281 25.78 31.52 24.42 18.77 163.34
282 25.79 38.17 26.08 20.06 158.78
283 25.77 48.62 32.97 19.98 166.07
284 25.81 40.95 27.83 19.39 160.18
285 26.01 28.95 23.81 18.46 150.59
286 25.77 56.50 35.00 18.55 140.09
287 25.91 78.48 213.06 12.35 84.35
288 25.96 23.73 21.80 17.28 150.84
289 26.20 83.70 133.72 9.97 44.74
290 26.00 69.95 178.82 14.44 109.37
291 26.00 46.14 28.01 20.09 171.62
292 26.11 50.95 32.69 18.13 150.41
293 26.28 17.41 16.70 13.15 93.39
294 26.28 53.92 34.90 18.91 147.57
295 26.30 59.16 42.60 17.62 148.74
296 26.33 62.68 59.78 17.08 139.42
297 26.40 75.51 226.86 14.08 102.05
298 26.58 36.22 27.00 20.41 165.01
299 26.39 65.35 124.24 18.32 136.91
300 26.61 20.78 19.89 15.12 130.09
301 26.70 26.60 23.28 17.90 153.24
302 26.77 67.72 227.56 17.11 120.76
303 26.65 44.02 29.91 18.96 156.06
304 26.83 80.78 195.21 12.09 74.04
305 26.80 72.55 230.85 15.50 103.90
306 26.87 39.79 31.87 20.13 164.66
307 27.10 33.68 28.14 20.84 160.89
308 26.98 56.94 49.17 19.30 155.91
309 27.10 31.32 24.89 19.21 162.28
310 27.06 46.95 33.67 19.83 157.91
311 27.11 60.70 69.35 19.08 138.65
312 27.28 42.10 31.99 20.02 159.11
313 27.25 49.44 39.49 18.51 159.04
314 27.27 24.02 21.96 16.63 134.84
315 27.26 52.09 43.94 20.25 158.05
316 27.41 70.09 236.52 17.36 117.41
317 27.41 77.61 202.38 14.24 88.36
318 27.59 37.77 31.12 19.55 162.01
319 27.37 54.54 53.00 19.20 154.91
320 27.53 29.18 25.12 18.27 150.64
321 27.45 63.42 179.63 17.65 140.11
322 27.76 65.70 237.95 18.33 131.41
323 27.79 16.28 18.33 14.68 101.18
324 27.82 74.79 219.38 15.60 100.79
325 27.81 83.14 88.01 12.01 55.36
326 28.04 18.94 22.07 14.58 130.48
327 27.96 57.96 135.49 19.50 158.81
328 27.90 44.73 35.82 19.33 156.00
329 28.02 21.67 23.44 16.08 143.77
330 28.03 35.32 32.46 20.00 158.04
331 28.07 26.97 28.42 18.30 152.43
332 28.19 39.92 33.18 19.66 168.58
333 28.19 67.99 239.31 18.58 127.33
334 28.28 72.10 217.80 17.17 100.15
335 28.23 79.65 153.34 13.62 76.02
336 28.23 47.18 46.42 20.90 159.56
337 28.36 59.78 203.29 20.71 143.64
338 28.29 51.08 65.35 20.17 163.14
339 28.42 55.77 152.97 20.03 149.08
340 28.49 61.96 220.11 19.98 142.74
341 28.37 31.82 30.17 19.08 155.49
342 28.56 53.35 115.11 19.67 166.74
343 28.58 42.43 41.75 19.88 164.38
344 28.65 24.38 25.88 16.59 136.34
345 28.75 49.14 101.11 21.36 161.99
346 28.76 86.47 27.55 9.75 32.23
347 28.96 64.17 241.80 19.63 137.60
348 28.99 69.70 219.76 18.10 119.59
349 28.94 76.89 129.75 15.06 94.74
350 29.05 29.34 32.07 18.66 149.87
351 29.08 34.10 38.91 19.81 165.15
352 29.02 36.95 40.91 20.14 153.63
353 29.07 81.60 73.35 13.81 95.94
354 29.14 84.22 42.34 11.85 59.74
355 29.16 16.54 26.70 14.82 121.35
356 29.23 66.55 235.60 19.10 131.58
357 29.14 44.82 59.04 20.71 166.14
358 29.26 74.04 177.10 16.41 102.97
359 29.31 26.75 38.25 19.89 151.26
360 29.42 57.73 232.64 22.22 139.99
361 29.37 22.04 32.85 17.39 150.98
362 29.29 40.08 54.77 20.72 175.28
363 29.71 19.14 30.91 15.23 123.99
364 29.51 46.96 98.40 21.30 167.48
365 29.58 13.68 23.25 13.71 76.19
366 29.59 51.39 210.42 20.85 154.52
367 29.63 60.24 238.31 21.66 150.53
368 29.64 31.92 51.53 19.11 158.53
369 29.61 54.75 233.72 21.92 149.28
370 29.82 79.21 62.95 14.02 92.98
371 29.82 71.50 145.83 16.76 129.81
372 29.83 42.72 91.42 20.86 158.35
373 30.05 62.53 237.21 21.24 143.41
374 30.00 38.06 85.05 21.10 168.84
375 30.03 48.97 228.30 21.33 159.49
376 30.14 24.56 55.58 17.95 154.38
377 30.16 68.43 173.71 19.48 128.79
378 30.28 75.47 77.20 15.29 102.41
379 30.00 88.22 17.51 9.15 17.21
380 30.31 85.67 30.94 11.35 48.60
381 30.32 34.85 83.61 19.40 155.16
382 30.43 64.83 195.44 20.38 135.20
383 30.33 82.46 42.52 13.47 80.16
384 30.51 29.66 69.24 20.72 164.04
385 30.52 27.23 70.45 18.69 146.40
386 30.50 52.84 242.40 23.02 162.23
387 30.51 40.40 171.10 21.69 161.50
388 30.52 44.92 210.77 22.77 151.23
389 30.55 56.43 240.83 21.98 142.75
390 30.61 16.03 40.16 14.64 109.37
391 30.59 21.55 66.25 17.48 141.72
392 30.86 58.71 239.05 20.68 151.90
393 30.97 73.20 70.82 17.21 115.70
394 30.93 77.63 53.59 16.77 106.48
395 30.89 31.99 167.45 23.19 166.82
396 30.91 47.48 233.03 23.36 162.48
397 30.96 60.89 235.61 22.90 148.46
398 31.00 12.98 43.59 14.10 83.36
399 30.99 50.57 235.98 22.94 153.22
400 31.04 70.84 85.06 18.78 142.21
401 31.14 37.44 207.22 22.09 155.16
402 31.10 66.52 125.18 19.87 150.03
403 31.35 80.27 46.88 16.09 100.10
404 31.25 42.43 229.97 21.92 156.80
405 31.40 18.09 98.02 15.77 126.61
406 31.33 54.62 235.82 22.53 157.44
407 31.44 68.63 81.15 19.55 147.56
408 31.44 24.47 154.72 18.99 143.82
409 31.69 62.73 152.92 22.11 152.08
410 31.66 83.12 41.42 15.36 85.90
411 31.73 85.81 39.75 14.08 66.34
412 31.70 35.42 214.37 22.47 155.81
413 31.73 39.90 233.10 24.67 167.03
414 31.83 75.52 50.62 17.19 109.14
415 31.75 20.85 158.06 18.79 137.70
416 31.82 27.54 182.58 20.16 158.02
417 31.77 45.99 239.47 23.03 156.89
418 31.97 33.08 212.99 21.69 158.86
419 31.95 52.44 221.32 23.88 149.34
420 31.82 57.11 216.66 21.97 151.24
421 32.12 30.37 202.96 21.30 143.30
422 31.93 49.36 223.83 24.54 156.53
423 32.02 65.15 85.68 20.97 155.51
424 32.10 14.44 117.56 16.62 99.81
425 32.28 43.92 233.32 25.47 155.13
426 32.14 59.97 170.09 22.27 166.55
427 32.53 11.13 89.20 12.11 49.65
428 32.32 70.45 49.99 19.84 128.11
429 32.52 78.21 42.81 17.09 98.70
430 32.52 73.07 48.37 19.11 123.90
431 32.53 38.04 226.16 23.80 153.53
432 32.61 67.71 61.60 19.85 147.35
433 32.63 22.79 195.88 20.09 148.42
434 32.63 41.47 219.76 22.63 163.46
435 32.52 55.30 119.01 22.51 172.31
436 32.30 87.40 57.57 13.43 45.67
437 32.74 47.87 221.22 23.93 156.45
438 33.04 89.58 68.19 12.34 21.20
439 32.91 16.62 172.39 17.84 135.75
440 32.99 25.50 185.94 20.16 148.70
441 32.84 80.81 46.18 16.88 94.74
442 32.90 63.45 74.04 22.51 160.56
443 32.83 57.91 100.54 24.91 162.77
444 33.03 19.63 174.56 18.22 137.74
445 32.97 35.41 224.37 23.04 157.11
446 33.05 28.12 211.60 21.61 156.67
447 33.09 83.94 53.63 17.41 82.35
448 32.89 86.32 73.48 15.68 56.10
449 33.08 50.88 154.22 23.51 161.20
450 33.24 61.54 61.41 23.87 156.12
451 32.95 87.74 73.97 15.32 48.26
452 33.17 53.67 121.44 24.66 168.30
453 33.32 45.52 192.80 23.93 163.43
454 33.22 75.90 47.78 20.34 115.89
455 33.33 32.72 209.60 25.56 169.14
456 33.37 65.51 57.74 23.12 152.28
457 33.74 13.62 143.64 16.78 104.99
458 33.72 30.31 208.01 22.75 155.13
459 33.63 59.48 65.36 23.22 164.81
460 33.57 70.49 45.88 20.63 120.90
461 33.78 40.51 179.63 24.32 163.04
462 33.78 43.18 160.01 23.54 158.04
463 33.77 37.91 199.00 23.05 151.10
464 33.81 56.42 68.74 23.71 166.32
465 33.78 67.79 50.92 23.26 142.31
466 33.84 73.35 48.79 21.85 123.92
467 33.86 22.75 206.40 20.14 135.85
468 33.88 48.30 144.82 25.84 171.97
469 34.03 78.42 58.55 19.78 101.89
470 34.10 81.53 89.70 19.24 86.95
471 34.08 86.58 127.69 18.53 61.59
472 34.19 34.73 172.91 24.42 162.05
473 34.26 17.09 159.75 17.11 124.04
474 34.26 53.10 77.70 24.94 174.78
475 34.32 63.58 52.20 23.16 146.16
476 34.30 50.60 98.00 26.30 192.57
477 34.44 19.98 175.56 19.53 139.92
478 34.31 27.71 171.40 22.16 150.34
479 34.50 25.24 181.57 22.49 154.55
480 34.62 11.37 92.73 15.22 57.46
481 34.54 46.22 122.49 26.63 172.67
482 34.66 60.96 47.58 23.20 147.57
483 34.65 75.57 74.14 22.96 117.29
484 34.78 32.52 109.09 23.80 171.76
485 34.83 84.48 161.94 20.29 77.98
486 34.72 71.75 59.39 23.52 133.26
487 34.83 58.32 54.97 23.99 156.82
488 34.79 65.94 49.42 24.46 150.34
489 34.82 88.54 86.69 17.14 33.48
490 34.86 36.85 113.26 25.21 176.47
491 34.68 55.22 58.44 24.60 177.82
492 34.76 68.83 51.84 22.02 132.64
493 35.00 42.07 99.07 26.32 166.43
494 35.00 39.49 95.05 25.84 175.12
495 35.14 29.93 112.23 22.90 165.80
496 35.20 15.05 117.72 19.14 128.95
497 35.14 22.87 122.12 21.37 160.24
498 35.30 44.53 77.28 24.69 161.89
499 35.22 48.50 78.09 27.25 182.57
500 35.21 56.01 52.50 26.08 156.90
501 35.47 79.65 138.14 22.84 97.76
502 35.44 82.25 180.60 23.96 88.89
503 35.45 51.26 65.61 27.25 170.57
504 35.67 77.20 139.21 22.44 95.88
505 35.57 18.12 108.38 19.80 149.24
506 35.68 34.89 69.25 24.83 167.60
507 35.54 62.88 53.77 25.30 159.69
508 35.45 91.26 65.00 18.43 20.46
509 35.64 27.43 97.04 23.50 165.59
510 35.58 53.71 58.01 26.89 162.43
511 35.50 73.64 126.81 25.89 125.61
512 35.79 20.87 111.08 22.40 164.79
513 35.74 70.28 110.11 26.01 130.59
514 35.83 12.85 68.83 17.43 97.83
515 35.89 10.02 51.14 14.85 53.56
516 35.90 24.67 98.29 23.02 159.24
517 36.02 86.26 153.70 26.76 69.48
518 35.88 60.16 55.39 25.45 154.99
519 35.88 67.47 72.57 26.25 138.01
520 36.07 65.00 64.13 25.75 142.51
521 36.02 31.91 69.28 23.44 167.64
522 36.06 57.31 56.45 27.52 158.81
523 36.10 88.92 113.55 24.82 48.26
524 36.06 38.07 60.51 25.20 162.56
525 36.13 46.70 58.53 27.37 168.43
526 36.24 40.77 64.13 26.63 172.65
527 36.13 72.63 132.81 22.46 88.73
528 36.38 43.30 65.72 28.15 177.39
529 36.41 49.52 56.66 28.53 157.44
530 36.51 75.04 191.37 27.85 113.69
531 36.55 29.43 68.77 24.23 182.72
532 36.62 16.42 57.08 19.70 144.72
533 36.66 54.79 54.30 28.44 156.94
534 36.69 82.93 188.60 31.43 89.19
535 36.74 52.26 56.97 27.60 165.03
536 36.97 91.21 68.01 26.13 30.36
537 36.96 22.15 58.32 23.06 161.42
538 36.74 62.32 75.02 27.93 143.84
539 36.94 36.23 50.83 25.98 158.89
540 36.74 69.50 158.99 31.77 142.27
541 36.93 19.33 53.38 20.57 153.38
542 36.98 27.01 62.25 24.50 175.98
543 36.95 33.59 55.90 26.05 170.90
544 37.03 79.82 202.62 28.02 86.40
545 37.22 13.95 41.78 18.83 114.13
546 37.00 59.59 73.14 28.30 152.45
547 37.16 11.35 35.62 17.83 82.40
548 37.16 24.68 58.66 22.84 176.64
549 37.22 44.96 58.06 29.16 165.94
550 37.20 66.76 154.60 31.82 135.20
551 37.34 71.80 213.11 33.89 129.02
552 37.40 77.14 202.32 32.45 97.42
553 37.32 47.67 54.46 27.29 150.66
554 37.51 30.90 52.31 27.48 169.44
555 37.35 56.96 89.93 29.90 158.02
556 37.42 85.51 163.72 38.25 91.55
557 37.42 39.51 53.79 28.55 166.55
558 37.56 8.87 21.12 13.31 44.33
559 37.39 64.35 144.70 32.39 145.66
560 37.49 42.10 61.68 28.67 173.42
561 37.63 74.28 222.65 36.91 121.58
562 37.73 88.19 115.25 31.49 59.56
563 37.65 50.74 66.98 31.71 158.31
564 38.07 28.51 56.72 27.31 190.49
565 37.89 54.59 96.87 31.37 160.17
566 37.85 69.12 219.46 39.17 139.02
567 38.00 17.37 40.65 20.91 141.72
568 38.00 37.42 57.34 29.25 169.74
569 38.00 61.17 190.40 32.55 144.93
570 38.20 82.96 165.02 41.01 99.67
571 38.32 34.72 54.88 29.16 164.82
572 38.24 20.36 44.52 23.10 154.05
573 38.26 32.52 56.41 29.71 176.53
574 38.27 58.75 157.90 33.36 160.02
575 38.37 23.16 44.07 24.01 155.55
576 38.35 25.88 48.10 25.36 171.99
577 38.38 46.05 71.91 31.00 154.90
578 38.57 43.58 107.48 34.01 172.69
579 38.55 90.87 68.60 43.97 43.21
580 38.55 63.09 217.33 36.49 135.12
581 38.56 65.53 218.24 40.55 142.48
582 38.52 80.59 184.39 39.98 99.67
583 38.62 48.43 98.15 33.84 170.68
584 38.60 52.69 149.22 33.80 157.23
585 38.73 11.49 28.28 16.64 77.62
586 38.65 14.68 38.11 20.25 124.49
587 38.77 41.22 94.91 30.56 172.75
588 38.81 67.79 215.62 45.74 128.74
589 38.76 72.83 208.80 46.47 117.89
590 38.66 78.07 199.71 46.21 116.03
591 38.82 75.38 205.72 43.13 112.75
592 38.81 85.73 132.91 45.96 86.01
593 38.94 39.16 93.11 33.66 176.56
594 38.87 70.51 218.89 46.95 127.97
595 38.88 56.76 173.59 37.42 151.52
596 39.04 50.30 156.77 36.27 163.16
597 39.15 29.92 65.04 30.97 180.39
598 39.14 36.58 80.96 33.14 178.24
599 39.28 60.10 200.34 40.27 149.97
600 39.41 54.45 211.61 39.44 158.26
601 39.35 17.92 49.24 22.99 144.30
602 39.46 27.42 62.97 29.72 176.19
603 39.38 88.36 67.32 55.91 74.12
604 39.46 21.32 56.80 25.78 171.43
605 39.54 31.99 82.05 33.65 181.64
606 39.59 24.51 63.82 29.21 182.95
607 39.76 44.89 184.48 42.38 166.82
608 39.77 62.22 227.17 50.51 141.44
609 39.74 83.08 127.88 57.27 94.16
610 39.81 34.40 105.99 36.50 172.14
611 39.82 64.45 229.66 50.30 145.28
612 39.83 9.31 24.99 18.53 52.74
613 39.90 47.34 192.68 42.36 165.54
614 39.80 79.79 158.24 57.12 108.98
615 39.99 66.74 222.24 56.83 136.52
616 39.86 76.85 161.56 55.56 108.83
617 39.96 42.46 177.52 40.31 162.91
618 40.03 52.07 216.02 38.40 143.96
619 39.96 14.53 52.35 24.61 144.83
620 40.19 58.49 227.30 48.90 157.05
621 40.06 69.20 209.43 59.94 141.73
622 40.11 90.90 34.71 57.89 35.27
623 40.10 71.64 182.98 60.58 132.98
624 40.12 73.97 164.91 62.57 116.76
625 40.28 11.66 50.40 21.06 105.09
626 40.24 56.35 242.89 43.63 152.06
