#<Embryo name> <Cleavage cycle> <Temporal class> <Genes>
mn4 14A 5 even-skipped Kruppel hunchback

#Quantitative data
#<Nucleus number> <A-P coordinate> <D-V coordinate> <Fluorescence intensity: channel 1 - eve, channel 2 - Kr, channel 3 - hb>
1822 77.27 68.28 125.87 24.93 3.63
1823 77.22 23.72 44.32 21.46 15.72
1824 77.32 47.63 60.69 29.23 15.50
1825 77.20 73.18 112.27 21.46 3.83
1826 77.20 30.73 53.74 20.61 15.45
1827 77.54 32.03 65.16 22.17 20.51
1828 77.46 55.18 66.38 27.97 8.64
1829 77.49 65.79 130.20 24.28 4.15
1830 77.25 26.70 49.85 19.35 17.50
1831 77.43 36.79 72.61 23.77 21.86
1832 77.62 70.73 122.75 24.49 3.75
1833 77.75 49.40 53.84 26.27 13.80
1834 77.70 61.59 108.14 25.72 5.76
1835 77.85 74.24 105.71 20.64 3.62
1836 77.93 77.54 108.32 19.73 3.26
1837 77.67 86.07 55.02 13.54 1.96
1838 77.82 34.40 69.51 24.39 24.08
1839 77.63 13.70 28.87 13.38 6.51
1840 77.69 43.23 58.47 26.07 22.86
1841 77.90 39.64 69.93 27.80 28.97
1842 78.04 84.37 71.18 14.47 1.86
1843 77.83 15.03 32.12 15.30 9.49
1844 77.79 27.52 64.40 21.64 20.09
1845 77.83 29.32 61.88 23.10 21.84
1846 78.04 59.63 80.86 25.44 7.47
1847 78.17 45.17 66.59 27.84 25.50
1848 78.12 57.17 52.78 26.81 8.80
1849 77.96 16.72 38.95 16.67 11.67
1850 77.96 23.92 46.50 20.32 15.14
1851 78.17 41.54 75.73 26.22 32.84
1852 78.34 12.35 18.76 11.90 4.61
1853 78.17 21.49 50.51 19.10 18.83
1854 78.50 63.37 89.49 23.89 5.40
1855 78.26 18.43 46.79 16.79 14.11
1856 78.57 19.31 56.60 18.38 15.54
1857 78.37 47.03 60.96 28.43 26.88
1858 78.51 51.04 51.24 27.77 18.40
1859 78.52 25.70 69.69 21.29 23.06
1860 78.21 17.51 43.67 15.83 7.67
1861 78.64 68.21 104.41 23.16 4.49
1862 78.70 36.44 106.36 26.63 34.77
1863 78.67 38.42 94.55 25.68 36.69
1864 78.59 55.12 49.93 25.57 13.07
1865 78.75 65.53 91.54 25.10 4.41
1866 78.87 75.98 116.34 20.69 3.42
1867 78.82 71.29 102.89 22.32 3.98
1868 78.93 15.91 49.08 14.80 12.25
1869 78.70 28.99 69.30 21.63 21.40
1870 78.78 23.03 65.96 17.52 21.75
1871 78.83 27.44 84.66 23.44 29.58
1872 78.89 43.16 91.56 27.80 35.12
1873 78.99 80.06 104.34 17.02 2.41
1874 78.90 48.77 57.02 27.00 25.00
1875 79.09 82.97 86.64 14.22 2.07
1876 79.07 34.46 104.77 24.40 39.58
1877 78.99 58.62 48.52 26.96 10.37
1878 79.10 61.37 62.17 25.99 7.33
1879 79.03 24.50 71.08 19.90 26.28
1880 79.08 32.35 97.62 23.22 35.00
1881 79.11 73.46 96.09 19.77 3.15
1882 79.31 20.43 73.05 17.19 25.15
1883 79.36 40.66 102.82 25.08 42.46
1884 79.57 18.32 73.38 16.41 22.11
1885 79.50 46.58 77.20 28.40 36.49
1886 79.58 53.08 53.90 27.76 22.80
1887 79.35 50.29 61.48 25.19 23.57
1888 79.85 44.65 98.72 28.38 38.30
1889 79.70 51.19 62.56 28.00 32.72
1890 79.75 55.25 50.63 25.73 20.19
1891 79.79 57.47 44.52 27.28 15.94
1892 79.78 30.21 105.58 23.07 40.40
1893 79.69 69.50 97.39 22.67 4.15
1894 79.80 66.11 63.81 24.46 5.35
1895 79.94 77.06 106.99 17.80 2.90
1896 79.95 28.39 108.95 22.75 39.35
1897 79.84 38.41 122.60 27.74 44.85
1898 79.72 74.67 95.61 18.44 2.64
1899 79.72 22.09 80.00 18.36 25.87
1900 80.01 60.02 50.09 25.63 11.56
1901 80.03 63.35 48.87 23.57 7.01
1902 79.79 83.46 72.83 12.00 2.03
1903 79.98 49.00 78.49 27.68 38.65
1904 80.09 25.96 99.30 21.83 35.82
1905 80.19 36.09 114.47 26.32 48.78
1906 80.04 42.41 111.04 29.12 47.91
1907 80.14 15.99 64.74 14.50 17.94
1908 80.06 71.87 83.21 20.77 3.30
1909 80.23 23.79 96.49 22.09 35.49
1910 80.23 33.83 125.70 25.11 53.19
1911 80.18 80.78 102.02 15.84 2.39
1912 80.59 31.90 122.87 23.14 47.66
1913 80.49 72.78 81.79 20.14 4.16
1914 80.24 78.16 96.82 19.29 2.71
1915 80.39 21.27 93.12 18.32 34.09
1916 80.67 39.69 129.17 26.95 54.00
1917 80.67 47.14 114.13 27.24 44.59
1918 80.67 51.92 94.18 26.93 39.67
1919 80.76 75.15 90.13 18.49 3.24
1920 80.86 13.78 37.30 11.62 7.08
1921 81.16 18.75 93.37 16.95 32.92
1922 80.73 67.02 48.49 22.09 5.01
1923 80.63 69.50 66.48 22.29 4.22
1924 80.93 54.06 73.57 26.23 30.22
1925 80.84 56.48 51.06 24.46 23.85
1926 80.94 61.76 44.82 23.19 13.09
1927 81.00 78.03 82.20 16.27 3.16
1928 80.89 58.98 48.69 24.85 19.52
1929 81.07 43.02 143.22 27.53 57.22
1930 80.99 49.77 109.56 26.95 48.44
1931 80.96 20.10 102.38 19.11 40.59
1932 81.14 27.78 112.76 21.47 44.67
1933 81.17 37.21 129.63 26.33 56.15
1934 81.16 64.36 42.51 23.78 8.61
1935 81.42 25.00 107.01 20.83 47.22
1936 81.31 30.07 123.32 23.99 50.64
1937 81.33 41.13 137.68 26.79 59.52
1938 81.37 44.91 128.32 28.68 56.40
1939 81.22 70.51 60.98 21.20 4.62
1940 81.10 82.42 72.60 13.09 2.14
1941 81.45 80.22 84.90 15.27 2.48
1942 81.62 21.71 100.85 19.00 43.39
1943 81.52 34.55 122.40 24.33 58.92
1944 81.32 17.32 87.78 15.28 25.78
1945 81.82 73.41 68.32 19.03 4.15
1946 81.55 67.30 41.61 23.00 5.89
1947 81.88 48.24 126.45 27.42 53.15
1948 81.92 58.22 74.42 25.61 27.03
1949 81.95 60.45 59.01 22.61 17.00
1950 81.62 69.38 47.45 20.55 4.70
1951 82.03 32.53 119.46 24.00 61.24
1952 81.90 51.19 119.80 28.06 51.93
1953 82.02 55.83 79.50 23.91 31.53
1954 82.04 38.59 139.67 25.89 62.75
1955 82.03 53.68 95.58 27.04 44.41
1956 82.29 46.20 155.24 26.99 62.92
1957 81.98 61.60 54.13 24.23 18.23
1958 82.27 63.22 50.23 24.75 15.20
1959 82.20 69.36 44.82 21.64 4.27
1960 82.47 78.40 60.50 14.92 2.70
1961 82.43 26.09 92.78 20.98 51.55
1962 82.48 36.05 107.77 25.12 60.54
1963 82.29 42.78 147.54 27.52 65.47
1964 82.34 19.89 94.88 17.26 44.18
1965 82.52 65.58 42.55 23.45 10.13
1966 82.84 76.30 50.88 16.77 3.80
1967 82.55 81.13 49.83 13.92 2.28
1968 82.34 23.74 105.71 19.25 53.32
1969 82.55 28.28 94.10 20.98 55.90
1970 82.61 30.41 110.38 22.85 62.49
1971 82.61 40.13 121.94 25.65 65.12
1972 82.84 17.54 76.07 14.73 29.30
1973 82.89 49.98 141.18 26.05 62.17
1974 82.97 44.63 147.84 26.49 68.77
1975 83.10 71.04 38.30 19.86 5.61
1976 82.97 52.70 117.97 24.56 52.92
1977 83.07 73.31 45.53 18.51 3.75
1978 83.06 59.34 88.64 24.82 28.94
1979 83.07 21.75 90.81 18.70 51.25
1980 83.19 47.72 144.22 26.65 66.23
1981 83.19 56.97 93.44 24.36 38.96
1982 82.99 33.25 91.79 23.55 67.61
1983 83.45 61.58 70.93 22.76 20.74
1984 83.52 34.95 91.03 23.80 67.56
1985 83.39 37.69 108.42 24.95 66.43
1986 83.31 41.71 127.68 26.80 74.49
1987 83.42 54.93 110.56 25.06 49.36
1988 83.50 24.10 90.00 19.88 69.09
1989 83.38 64.30 57.96 23.61 12.88
1990 83.46 26.15 80.79 20.68 72.30
1991 83.80 79.29 32.72 13.51 2.57
1992 83.86 28.25 71.41 20.72 62.77
1993 83.97 20.29 73.34 16.56 45.19
1994 83.92 51.50 141.81 25.31 64.39
1995 84.05 43.85 126.94 24.69 77.83
1996 83.99 66.53 48.91 21.30 9.46
1997 84.11 30.45 74.12 21.00 59.70
1998 84.10 39.73 105.42 27.14 70.19
1999 84.04 46.13 127.82 26.99 71.71
2000 83.84 75.56 32.81 16.11 4.28
2001 84.15 48.98 138.67 26.92 74.52
2002 83.84 70.15 34.42 19.64 6.31
2003 84.12 22.28 79.84 17.84 57.45
2004 84.28 58.20 118.71 25.05 36.72
2005 84.14 73.95 37.09 17.91 4.30
2006 83.93 68.54 37.50 16.64 6.93
2007 84.28 32.79 88.98 23.84 74.02
2008 84.46 53.43 125.68 26.37 60.12
2009 84.50 63.80 79.95 22.55 17.30
2010 84.55 36.79 92.17 24.40 81.03
2011 84.50 41.85 103.37 25.29 72.34
2012 84.38 69.36 33.10 18.33 7.43
2013 84.56 60.60 101.02 24.16 28.49
2014 84.56 71.73 35.17 18.67 5.69
2015 84.69 55.78 121.03 26.09 52.88
2016 84.47 76.10 30.87 15.43 3.38
2017 84.31 77.17 35.75 16.75 3.75
2018 84.77 24.85 68.73 18.47 70.87
2019 84.78 26.91 63.30 19.94 69.18
2020 84.94 34.71 72.10 22.42 70.89
2021 84.82 67.19 48.29 21.19 10.76
2022 84.99 50.57 123.61 25.14 70.93
2023 84.72 74.54 29.25 13.00 3.75
2024 85.03 47.55 111.09 25.06 80.07
2025 85.08 28.90 59.68 21.35 71.38
2026 85.08 45.02 108.25 27.45 89.74
2027 85.33 22.92 65.55 18.00 69.90
2028 85.22 68.57 49.50 21.84 11.08
2029 85.24 78.50 23.03 12.98 3.16
2030 85.19 38.68 78.42 22.69 71.63
2031 85.53 62.68 105.48 23.44 21.91
2032 85.47 65.47 58.99 21.51 15.80
2033 85.17 77.10 25.00 13.50 4.12
2034 85.58 32.50 70.33 22.54 73.98
2035 85.48 57.67 133.53 24.23 52.16
2036 85.72 60.10 133.41 22.96 32.67
2037 85.49 70.32 41.43 20.46 9.00
2038 85.53 40.87 83.69 25.12 84.60
2039 85.60 54.29 111.67 23.97 68.31
2040 85.67 43.03 82.05 25.21 81.56
2041 85.80 52.01 102.80 24.86 68.37
2042 85.68 73.62 30.23 16.56 5.24
2043 85.91 49.29 98.12 24.68 72.32
2044 85.90 36.92 65.08 25.10 81.30
2045 85.95 30.62 60.53 21.18 75.32
2046 85.93 46.71 95.55 24.97 81.00
2047 85.87 76.02 26.45 13.73 4.24
2048 86.19 24.52 52.04 19.97 74.84
2049 86.12 34.45 60.90 24.03 80.29
2050 86.29 67.56 61.33 20.72 13.60
2051 86.24 28.66 48.74 22.43 75.17
2052 86.17 39.18 64.78 25.46 79.12
2053 86.11 26.38 47.84 19.22 75.91
2054 86.39 72.03 48.33 18.02 8.13
2055 86.46 55.81 110.19 25.74 63.64
2056 86.44 44.81 78.54 26.86 93.78
2057 86.50 22.42 44.53 17.43 60.69
2058 86.68 64.08 90.20 21.63 24.84
2059 86.70 57.92 120.68 26.72 49.64
2060 86.69 41.08 54.15 24.49 82.88
2061 86.91 61.94 112.88 23.08 30.07
2062 86.70 73.73 42.24 15.98 7.96
2063 86.74 75.81 32.15 13.33 5.48
2064 86.84 51.11 75.61 26.08 75.16
2065 86.90 53.88 91.63 24.48 69.78
2066 86.97 32.33 49.35 23.78 80.47
2067 87.06 43.35 55.47 25.71 89.20
2068 87.03 36.07 52.95 24.65 85.46
2069 86.97 48.78 64.60 25.67 81.12
2070 87.06 66.08 79.36 20.75 19.55
2071 87.20 25.87 39.44 18.91 73.68
2072 87.09 46.77 65.36 25.98 85.50
2073 87.21 59.85 124.65 22.77 40.26
2074 87.27 30.30 42.19 21.74 74.44
2075 87.13 38.09 51.89 25.05 80.34
2076 87.54 28.30 36.39 20.81 71.41
2077 87.51 23.39 33.28 17.53 64.03
2078 87.51 75.60 37.67 14.39 5.06
2079 87.74 56.92 98.35 22.75 48.92
2080 87.89 67.64 84.79 19.35 17.17
2081 87.80 39.44 40.56 25.93 76.89
2082 87.74 52.66 72.49 23.64 63.63
2083 87.82 45.41 52.69 24.58 82.84
2084 87.61 65.54 82.19 18.06 18.00
2085 87.64 41.12 46.08 25.08 82.46
2086 87.87 42.23 44.76 25.26 81.07
2087 87.80 34.65 37.28 22.19 76.28
2088 87.91 49.97 55.19 26.10 88.09
2089 88.03 70.28 75.51 16.08 12.98
2090 88.15 72.31 71.04 15.57 12.00
2091 88.31 55.05 67.58 23.13 49.44
2092 88.11 62.97 96.75 22.49 29.90
2093 88.33 48.15 46.23 24.05 81.60
2094 88.29 32.95 33.40 21.57 77.92
2095 88.44 36.66 36.26 22.23 70.97
2096 88.27 26.59 31.38 17.68 73.93
2097 88.37 60.04 101.02 22.95 39.47
2098 88.33 74.88 53.06 14.26 6.96
2099 88.69 31.04 28.51 19.53 65.03
2100 88.64 65.06 92.69 19.36 25.79
2101 88.64 28.90 26.96 18.88 60.75
2102 88.77 44.57 40.82 24.48 75.11
2103 88.68 51.32 51.54 24.16 69.43
2104 88.81 40.41 36.60 24.15 73.02
2105 88.87 57.94 81.57 21.03 45.04
2106 88.89 42.61 37.79 24.17 69.24
2107 89.09 34.83 29.24 21.66 62.39
2108 89.10 46.76 41.04 24.09 81.28
2109 89.12 53.49 50.74 23.50 58.13
2110 88.97 66.94 96.94 18.58 21.55
2111 89.36 26.78 20.36 18.98 65.20
2112 89.34 38.52 33.70 25.00 65.62
2113 89.33 68.09 93.16 19.51 18.69
2114 89.72 72.08 78.80 14.85 14.02
2115 89.63 61.15 93.06 20.76 33.76
2116 89.61 32.82 26.14 21.89 64.32
2117 89.67 56.47 57.79 21.17 42.71
2118 89.72 48.83 31.23 22.19 57.02
2119 89.63 63.54 98.31 18.92 29.66
2120 89.43 28.61 23.30 18.70 58.50
2121 89.77 51.15 34.25 25.29 63.14
2122 89.85 69.26 86.15 14.15 15.49
2123 89.92 29.05 20.36 19.81 64.78
2124 89.98 37.00 27.94 21.78 54.39
2125 89.91 41.35 27.59 23.43 66.96
2126 89.96 43.98 31.59 23.16 58.33
2127 90.21 65.66 98.14 18.99 24.69
2128 90.09 30.99 21.95 20.49 56.96
2129 90.16 58.91 65.46 21.45 37.27
2130 90.13 54.76 44.61 22.75 48.11
2131 90.17 46.40 29.03 23.44 56.33
2132 90.32 34.98 23.91 20.62 57.77
2133 90.52 39.52 26.30 21.01 59.28
2134 90.61 52.97 32.85 22.04 48.79
2135 90.75 62.40 73.64 18.34 33.59
2136 90.83 67.39 91.95 17.02 23.41
2137 90.79 49.67 29.30 23.66 51.06
2138 90.96 70.25 85.33 14.27 17.32
2139 90.90 33.12 21.81 20.46 52.11
2140 91.08 57.28 44.04 20.68 39.78
2141 90.96 42.15 25.47 22.48 48.40
2142 91.04 29.59 17.91 17.94 52.58
2143 91.10 44.63 26.02 23.78 48.47
2144 90.87 34.30 22.43 19.86 58.14
2145 91.19 38.24 22.81 22.43 45.35
2146 91.36 46.98 26.06 22.50 50.47
2147 91.21 59.76 51.83 18.78 33.28
2148 91.34 31.28 19.44 18.38 50.61
2149 91.33 55.13 34.32 21.85 46.48
2150 91.27 36.70 23.97 22.21 45.26
2151 91.35 63.79 66.75 17.19 27.31
2152 91.51 51.66 27.69 22.66 50.32
2153 91.66 35.73 21.63 19.26 43.98
2154 91.83 67.79 66.96 15.83 25.92
2155 92.04 40.20 21.19 20.55 39.11
2156 91.89 48.85 23.14 21.14 51.05
2157 91.73 66.59 70.09 16.00 26.82
2158 92.16 42.60 20.47 21.00 39.36
2159 92.09 32.63 18.30 19.37 44.16
2160 92.05 62.08 47.99 17.42 27.38
2161 92.05 69.24 57.84 12.98 20.48
2162 92.01 34.16 19.32 18.60 48.70
2163 92.31 45.13 22.52 23.56 39.06
2164 92.37 54.52 26.36 20.18 40.87
2165 92.29 59.48 42.61 18.76 36.91
2166 92.33 57.26 31.78 19.63 38.57
2167 92.57 37.77 21.56 20.24 41.83
2168 92.51 52.01 24.50 21.07 39.69
2169 92.64 34.57 18.96 19.24 38.15
2170 92.92 66.31 50.76 15.39 26.14
2171 92.95 49.42 23.21 22.46 36.96
2172 92.96 60.59 33.06 18.92 38.89
2173 93.07 47.24 20.55 20.80 31.18
2174 93.19 36.19 16.90 17.62 42.56
2175 93.18 41.64 21.36 19.92 34.28
2176 93.19 33.10 19.09 17.92 37.34
2177 93.29 64.35 39.12 16.60 33.03
2178 93.39 44.20 20.66 21.95 35.23
2179 93.73 39.19 18.66 19.34 28.48
2180 93.52 56.43 22.16 19.17 41.40
2181 93.52 54.15 21.47 18.90 35.78
2182 93.63 58.49 25.73 17.01 34.48
2183 93.51 51.61 19.98 19.01 33.92
2184 93.84 62.44 32.40 16.78 34.31
2185 93.93 35.36 17.45 18.11 32.82
2186 94.06 46.15 19.39 18.39 24.11
2187 94.19 49.25 20.48 18.25 28.47
2188 94.28 42.58 19.80 19.54 29.00
2189 94.12 59.45 20.38 19.69 32.92
2190 94.65 51.63 19.11 18.22 28.41
2191 94.52 60.40 22.62 17.89 31.55
2192 94.57 53.94 16.83 19.63 27.69
2193 94.75 56.76 18.48 16.88 32.60
2194 95.00 39.53 15.70 16.91 28.61
2195 94.88 44.29 18.69 18.04 17.86
2196 95.08 48.13 20.09 18.80 25.41
2197 95.09 58.04 16.82 18.06 34.47
2198 95.31 42.22 17.15 18.95 23.99
2199 95.74 50.58 17.42 19.01 27.80
2200 95.65 58.98 17.02 16.00 28.27
2201 95.91 44.13 17.71 18.51 23.89
2202 95.95 41.21 17.60 16.68 25.55
2203 95.90 56.59 16.60 17.78 26.08
2204 96.07 53.72 16.58 16.68 25.53
2205 97.07 48.33 15.32 17.02 20.12
2206 96.77 43.61 15.43 15.65 21.04
2207 96.63 46.35 17.06 17.19 21.23
2208 96.77 50.71 15.53 16.62 26.17
2209 96.94 55.36 14.58 14.83 22.73
2210 96.89 52.97 15.22 15.00 24.33
2211 97.45 45.78 13.98 15.40 18.45
2212 97.46 53.67 13.54 14.89 21.08
2213 97.73 50.38 13.53 14.88 19.99
2214 98.51 51.93 13.14 13.95 7.54

