#<Embryo name> <Cleavage cycle> <Temporal class> <Genes>
mn4 14A 5 even-skipped Kruppel hunchback

#Quantitative data
#<Nucleus number> <A-P coordinate> <D-V coordinate> <Fluorescence intensity: channel 1 - eve, channel 2 - Kr, channel 3 - hb>
599 39.03 56.76 115.74 38.65 212.43
600 39.13 15.96 46.69 22.42 158.69
601 39.04 59.34 123.56 41.69 218.64
602 39.08 85.72 149.64 48.02 123.38
603 39.09 37.48 75.88 32.10 210.94
604 39.05 72.03 184.40 51.68 191.60
605 39.34 83.01 140.93 49.60 120.99
606 39.20 65.93 154.29 45.25 210.02
607 39.30 46.41 88.19 37.11 230.36
608 39.16 52.15 96.71 39.78 233.02
609 39.38 20.65 55.05 24.50 167.42
610 39.33 77.86 157.58 50.14 141.79
611 39.40 69.38 175.82 53.11 195.72
612 39.43 74.56 173.35 54.98 157.19
613 39.51 80.54 146.49 53.26 128.22
614 39.48 18.35 50.27 23.95 162.47
615 39.70 87.82 132.55 51.35 103.61
616 39.57 28.21 60.51 28.72 192.31
617 39.55 54.14 113.64 40.91 223.03
618 39.67 41.61 81.58 32.97 204.11
619 39.76 61.36 161.22 47.83 214.42
620 39.67 33.49 68.81 32.67 218.01
621 39.72 35.70 76.39 32.61 216.15
622 39.90 48.45 123.03 43.44 217.93
623 39.92 90.63 94.02 50.22 75.53
624 40.07 9.32 51.38 17.86 110.69
625 39.96 11.86 56.20 21.92 142.34
626 40.11 22.63 61.18 26.87 172.59
627 40.15 25.44 61.63 27.84 186.24
628 40.19 39.41 87.17 36.21 219.80
629 40.13 50.83 134.69 42.70 229.58
630 40.23 93.22 39.50 49.28 38.55
631 40.14 58.51 167.48 50.35 216.94
632 40.16 64.26 194.74 54.41 215.98
633 40.34 14.31 61.98 25.01 165.70
634 40.16 55.84 162.18 52.11 214.30
635 40.28 43.59 122.03 44.10 231.05
636 40.34 67.31 180.66 56.50 191.95
637 40.16 71.55 181.49 62.95 199.80
638 40.57 30.08 80.71 34.98 202.29
639 40.54 32.17 83.63 33.73 209.29
640 40.45 76.14 153.16 63.39 141.99
641 40.46 45.79 135.88 45.18 232.25
642 40.79 85.36 116.47 61.60 95.96
643 40.70 36.97 110.15 37.20 215.68
644 40.73 16.60 78.05 25.79 160.32
645 40.74 52.82 177.99 51.46 224.96
646 40.70 79.33 131.49 71.33 134.94
647 40.81 19.21 69.94 30.66 165.18
648 40.94 73.31 152.83 72.57 168.22
649 40.84 27.59 94.83 34.25 201.07
650 40.97 82.55 112.51 67.64 107.93
651 40.98 34.59 108.86 39.36 214.36
652 41.04 62.21 205.14 58.42 209.49
653 41.04 88.26 102.42 68.01 96.33
654 41.16 70.31 179.36 71.84 185.50
655 41.13 41.57 138.63 45.21 220.38
656 41.18 49.39 182.86 49.51 218.38
657 41.15 59.83 196.44 59.51 218.32
658 41.17 54.99 187.97 57.23 230.43
659 41.24 57.29 202.92 60.70 225.36
660 41.33 47.07 193.86 53.66 217.61
661 41.35 21.40 96.60 32.72 164.08
662 41.22 91.22 68.25 60.80 67.97
663 41.33 24.02 98.68 33.74 185.45
664 41.34 64.68 191.68 66.60 203.37
665 41.45 7.25 67.82 19.99 79.24
666 41.39 12.62 92.96 26.95 158.65
667 41.46 10.18 99.02 25.26 132.85
668 41.46 38.52 138.22 41.99 213.29
669 41.43 68.11 185.41 75.51 208.89
670 41.57 44.18 173.02 50.96 224.73
671 41.72 77.38 117.88 82.34 135.09
672 41.74 51.46 203.38 58.92 221.38
673 41.90 74.95 128.31 95.88 155.07
674 41.98 26.31 121.70 39.20 200.70
675 41.97 31.30 142.41 42.17 208.15
676 41.92 80.13 106.93 86.48 124.78
677 41.99 28.83 148.48 39.88 194.32
678 42.02 14.99 104.15 31.70 155.04
679 42.00 17.84 107.03 34.39 165.08
680 42.14 33.54 150.24 43.93 215.74
681 42.10 66.37 186.36 86.42 210.79
682 42.27 35.86 162.02 44.15 206.73
683 42.11 53.77 204.76 67.45 224.72
684 42.34 84.67 76.22 88.86 97.67
685 42.22 40.49 165.22 53.75 219.40
686 42.30 93.94 19.39 58.37 24.00
687 42.37 60.45 197.48 82.61 216.86
688 42.42 72.58 120.48 100.86 152.15
689 42.35 58.31 204.24 81.66 224.65
690 42.43 62.69 187.77 81.70 205.64
691 42.41 89.55 68.98 88.91 86.42
692 42.37 91.73 46.40 85.59 60.72
693 42.54 87.45 69.69 98.40 90.99
694 42.48 56.02 209.46 80.93 220.84
695 42.49 48.30 198.54 63.43 215.81
696 42.39 70.16 152.73 95.68 185.19
697 42.48 45.73 204.74 62.18 223.17
698 42.67 81.96 76.94 104.31 111.75
699 42.57 22.75 136.99 40.97 165.14
700 42.67 20.17 145.47 43.02 160.54
701 42.68 42.57 197.48 59.16 212.45
702 42.73 8.82 94.82 32.32 125.75
703 42.69 37.99 187.14 57.79 220.19
704 42.82 50.46 201.13 78.78 224.43
705 42.73 11.99 95.20 31.36 137.77
706 42.96 64.85 151.79 104.88 204.54
707 42.90 68.04 167.05 114.69 197.23
708 43.07 78.14 75.86 111.76 121.71
709 43.09 25.23 154.72 49.66 190.13
710 43.08 52.86 197.87 86.19 232.66
711 43.07 29.81 171.56 52.84 212.86
712 43.21 75.65 78.58 118.28 129.33
713 43.17 16.89 131.40 43.78 167.91
714 43.42 14.31 123.89 45.28 157.46
715 43.42 32.39 175.04 61.85 188.34
716 43.58 27.53 167.56 58.35 195.56
717 43.48 94.97 11.18 55.49 11.43
718 43.48 44.51 196.02 82.63 217.46
719 43.66 34.67 180.46 64.14 204.79
720 43.53 39.82 189.79 66.82 212.52
721 43.65 54.82 179.37 108.60 222.01
722 43.49 57.74 180.87 104.09 206.94
723 43.59 60.45 158.69 115.33 206.53
724 43.63 46.95 182.18 87.74 225.42
725 43.63 70.28 100.41 126.86 158.89
726 43.63 91.95 41.28 93.40 55.88
727 43.72 73.26 79.57 130.73 133.96
728 43.76 62.84 148.54 122.93 193.94
729 43.80 37.10 194.09 64.07 204.06
730 43.85 80.09 61.09 119.50 87.78
731 43.80 84.25 54.66 116.71 69.01
732 43.93 18.88 136.86 58.53 166.39
733 43.89 86.78 59.35 117.05 72.38
734 43.81 89.70 42.80 102.13 53.07
735 43.90 23.61 146.67 59.23 187.83
736 43.90 49.18 165.24 102.41 218.22
737 43.97 42.10 194.87 77.31 214.71
738 44.14 21.22 128.78 63.24 162.40
739 44.16 9.42 91.42 44.70 114.17
740 44.10 11.83 109.31 49.35 142.04
741 44.02 67.71 112.38 133.33 177.19
742 44.01 51.90 165.28 114.32 217.76
743 44.08 65.56 111.72 132.47 181.46
744 44.09 82.62 64.52 117.77 82.90
745 44.27 7.01 58.55 35.63 67.90
746 44.15 30.04 162.47 71.15 199.22
747 44.49 56.31 133.39 134.78 211.58
748 44.46 75.89 72.38 143.86 108.54
749 44.52 16.67 116.23 64.40 158.52
750 44.70 26.13 137.29 73.00 170.95
751 44.60 93.66 26.36 88.42 23.67
752 44.69 58.96 107.77 141.26 192.05
753 44.66 43.85 160.92 104.59 214.72
754 44.63 71.41 78.69 150.72 124.75
755 44.41 88.80 56.72 94.80 57.04
756 44.71 46.37 151.03 116.03 220.20
757 44.84 14.36 100.62 55.60 132.25
758 44.88 31.63 144.71 85.55 184.16
759 44.90 38.16 163.98 93.67 204.71
760 44.80 40.30 151.25 99.89 212.11
761 44.81 54.03 114.49 134.80 202.67
762 44.84 61.37 87.05 146.90 180.90
763 44.87 33.93 157.74 88.85 202.54
764 44.89 63.88 84.97 154.59 165.68
765 44.85 50.57 123.63 140.30 220.22
766 45.02 78.39 61.59 133.21 76.02
767 44.97 36.13 148.40 94.53 204.14
768 45.12 68.92 72.52 161.76 140.10
769 44.94 91.30 45.40 109.23 45.61
770 45.05 28.41 129.51 92.34 187.42
771 45.03 80.89 69.85 132.90 73.29
772 45.05 23.48 121.23 80.98 165.37
773 45.26 48.28 113.29 142.66 198.70
774 45.26 73.68 72.17 159.97 102.16
775 45.27 84.43 63.78 127.64 56.38
776 45.20 87.14 57.36 119.71 54.77
777 45.25 19.38 97.49 75.25 144.39
778 45.24 89.85 58.47 125.29 48.97
779 45.30 66.44 71.97 159.87 145.71
780 45.30 95.63 19.77 63.18 8.01
781 45.39 82.18 60.58 127.89 53.22
782 45.53 7.89 53.03 59.31 89.63
783 45.51 12.01 85.22 75.57 128.31
784 45.47 57.04 86.05 168.91 189.67
785 45.59 42.03 111.44 133.98 187.69
786 45.62 52.62 93.62 156.51 199.42
787 45.73 16.38 75.64 80.85 126.97
788 45.66 44.87 120.23 146.28 208.12
789 45.91 21.62 86.95 90.71 133.40
790 45.93 29.92 100.72 111.01 162.16
791 45.85 71.17 80.37 169.48 104.82
792 45.88 76.02 70.42 154.04 75.84
793 45.81 93.58 53.63 101.45 24.96
794 46.02 5.35 24.02 47.28 29.65
795 46.00 32.63 105.46 115.44 169.32
796 46.16 9.87 55.45 70.42 104.98
797 45.89 39.28 108.94 124.42 191.34
798 45.97 50.58 78.03 161.70 186.17
799 46.07 24.72 83.81 106.86 152.96
800 46.19 54.76 65.30 170.66 158.17
801 46.16 58.76 65.89 182.96 149.97
802 45.99 61.12 63.51 172.50 132.49
803 46.12 27.17 85.71 123.30 165.29
804 46.07 63.80 63.32 170.11 132.21
805 46.08 35.34 103.91 123.26 176.98
806 46.16 88.57 86.92 136.63 45.98
807 46.26 79.89 75.18 148.40 61.81
808 46.39 46.35 79.93 167.44 186.56
809 46.40 68.51 72.09 178.66 112.30
810 46.56 14.40 57.77 94.08 116.07
811 46.54 18.40 57.76 100.44 121.85
812 46.52 66.09 71.94 184.79 117.66
813 46.50 85.04 96.10 143.99 50.19
814 46.58 91.75 96.24 119.29 32.81
815 46.65 37.58 80.90 143.06 161.18
816 46.58 48.68 71.99 172.97 173.58
817 46.39 73.34 104.06 173.56 84.03
818 46.62 43.27 78.02 170.14 160.41
819 46.66 56.72 65.11 190.45 150.70
820 46.85 82.30 99.10 140.74 44.22
821 46.59 86.45 90.34 143.77 38.40
822 46.89 77.17 86.02 156.07 59.47
823 46.79 40.73 77.95 164.92 158.40
824 47.00 12.10 46.01 101.79 93.93
825 46.92 7.39 28.67 78.88 55.28
826 46.95 53.06 69.65 184.48 143.57
827 46.87 74.13 94.43 169.46 76.07
828 46.96 71.54 108.26 186.63 84.82
829 47.08 22.93 51.77 126.74 121.23
830 46.97 33.79 71.11 150.31 161.51
831 47.16 20.54 52.50 114.07 118.01
832 47.10 28.62 60.43 145.92 133.12
833 47.12 31.03 61.52 140.79 137.30
834 47.14 60.36 70.54 196.96 115.31
835 47.13 62.69 77.00 196.53 112.73
836 47.19 94.56 57.47 94.45 11.02
837 47.17 50.91 66.46 187.39 144.04
838 47.22 25.64 54.08 140.58 113.81
839 47.25 4.66 11.15 46.99 13.35
840 47.24 89.74 138.27 129.74 32.30
841 47.38 16.56 46.54 120.32 105.14
842 47.56 69.47 117.97 196.52 79.83
843 47.58 9.31 32.32 102.72 64.62
844 47.50 44.70 71.82 190.40 134.80
845 47.68 35.48 63.38 164.53 131.97
846 47.47 47.27 71.18 202.87 141.49
847 47.59 58.15 79.22 201.86 109.22
848 47.70 64.83 87.25 195.94 85.56
849 47.79 67.09 99.47 194.86 79.62
850 47.63 79.84 135.25 156.53 40.78
851 47.67 55.59 72.20 202.59 110.93
852 47.66 87.55 143.85 151.84 34.58
853 47.82 39.78 66.38 175.60 128.46
854 47.81 96.45 25.45 56.27 2.50
855 47.88 37.53 58.99 170.93 119.31
856 47.87 42.23 64.89 190.23 116.25
857 47.91 74.46 147.11 178.50 57.92
858 47.73 92.85 108.08 120.72 18.33
859 47.81 84.42 133.20 146.14 37.25
860 47.94 14.15 40.27 118.85 77.77
861 47.97 32.60 55.69 171.80 122.43
862 48.01 49.25 75.58 207.76 123.14
863 48.11 19.06 42.58 133.38 87.78
864 48.09 6.32 19.22 89.40 30.48
865 48.13 77.09 152.58 166.01 42.65
866 48.20 27.70 47.81 162.38 99.06
867 48.11 53.33 96.54 206.08 116.63
868 48.18 71.64 134.42 184.86 60.39
869 48.34 11.13 34.89 118.22 61.33
870 48.35 30.10 51.24 170.81 97.42
871 48.29 22.01 43.03 137.20 85.31
872 48.39 51.32 102.85 214.71 109.94
873 48.31 62.66 148.45 208.18 86.01
874 48.40 90.44 167.32 131.68 20.46
875 48.35 60.20 117.26 198.34 75.75
876 48.38 25.08 45.00 154.15 86.71
877 48.36 45.84 80.59 210.75 110.08
878 48.69 82.10 148.56 145.93 27.38
879 48.63 16.29 40.56 143.00 68.05
880 48.73 57.12 123.92 207.85 78.90
881 48.83 4.45 15.58 63.22 10.81
882 48.74 34.06 63.46 193.20 104.76
883 48.88 93.84 96.10 114.07 12.03
884 48.76 69.07 172.82 198.93 59.73
885 48.78 54.93 133.25 209.06 89.45
886 48.97 43.15 85.92 203.74 84.97
887 48.91 47.67 109.85 204.91 85.64
888 49.07 7.77 31.39 105.86 39.06
889 48.95 79.03 171.56 169.75 33.45
890 48.94 40.47 78.82 195.95 84.01
891 48.99 38.02 74.77 202.56 94.71
892 49.06 84.64 165.34 142.82 26.54
893 49.06 64.32 177.79 200.89 61.12
894 49.04 72.88 196.87 184.04 46.32
895 49.13 13.49 46.12 136.42 55.18
896 49.13 87.84 170.71 141.23 24.25
897 49.29 35.96 82.31 193.94 85.57
898 49.23 66.94 187.22 201.86 56.71
899 49.24 23.55 53.86 166.48 68.76
900 49.23 31.86 68.34 198.20 90.72
901 49.28 58.86 179.79 209.80 65.05
902 49.28 75.57 191.81 176.54 37.37
903 49.24 49.74 137.63 216.20 84.09
904 49.36 26.72 69.59 177.93 72.82
905 49.38 18.81 48.45 149.32 58.35
906 49.31 45.19 129.25 211.30 86.22
907 49.43 52.47 162.17 217.12 68.72
908 49.42 61.47 201.54 212.04 60.83
909 49.34 91.96 111.34 134.34 16.85
910 49.53 29.39 80.43 187.78 74.93
911 49.64 21.35 57.08 160.28 58.21
912 49.63 11.17 50.49 144.26 45.84
913 49.60 90.79 142.79 129.98 18.70
914 49.81 70.10 211.58 201.97 42.20
915 49.79 15.67 64.12 157.38 50.32
916 49.80 55.05 201.22 208.48 59.10
917 49.99 80.09 153.65 166.26 24.03
918 49.94 33.99 117.98 206.90 70.71
919 49.90 41.54 128.94 210.78 65.41
920 50.22 89.07 126.29 141.68 15.91
921 50.04 38.69 117.91 209.19 62.89
922 50.05 46.87 191.12 213.86 61.87
923 50.11 8.76 52.64 128.04 33.11
924 50.17 65.31 206.43 205.21 43.44
925 50.22 77.50 191.14 173.42 26.26
926 50.26 82.88 145.77 145.68 20.38
927 50.15 5.69 34.29 87.46 13.57
928 50.13 72.40 209.97 182.47 34.10
929 50.18 86.07 159.40 142.65 18.38
930 50.25 57.43 207.66 210.67 47.12
931 50.28 62.84 220.41 208.34 46.46
932 50.27 24.62 96.61 188.14 50.49
933 50.30 48.93 213.45 213.39 54.02
934 50.28 94.24 66.71 118.64 9.55
935 50.37 51.03 212.69 216.71 56.45
936 50.33 44.60 190.37 217.15 57.45
937 50.34 60.08 219.38 211.43 46.46
938 50.46 17.76 94.93 169.29 41.21
939 50.41 31.69 114.96 204.20 59.56
940 50.50 68.09 212.25 196.54 37.36
941 50.44 13.43 81.72 141.76 38.02
942 50.57 74.84 189.87 182.37 27.59
943 50.61 36.19 156.42 201.86 52.03
944 50.47 27.11 108.15 183.34 51.95
945 50.73 91.60 80.15 137.13 13.57
946 50.66 53.05 220.49 213.91 49.46
947 50.74 20.30 102.50 168.59 42.05
948 50.72 29.52 133.60 197.94 52.48
949 50.88 42.66 201.73 208.68 52.10
950 50.97 10.54 93.18 142.24 26.48
951 51.04 22.64 114.06 178.94 37.80
952 50.96 40.61 177.26 214.46 48.75
953 50.94 55.08 221.89 208.48 38.05
954 51.28 7.62 81.41 124.14 20.94
955 51.01 33.99 171.91 209.58 49.69
956 51.11 38.21 181.29 213.20 46.20
957 51.11 70.71 185.04 195.20 30.46
958 51.25 80.29 101.65 163.53 19.93
959 51.18 46.93 211.34 217.40 47.32
960 51.29 66.34 175.16 213.08 33.76
961 51.23 85.11 94.34 154.62 14.82
962 51.51 4.80 45.10 86.31 7.05
963 51.39 16.14 119.46 166.16 30.03
964 51.35 61.61 194.55 217.59 37.99
965 51.30 59.24 205.20 215.67 34.44
966 51.41 63.98 179.56 213.28 31.74
967 51.44 73.29 146.44 202.72 25.23
968 51.45 25.33 149.70 186.28 36.02
969 51.42 49.35 214.44 206.71 36.95
970 51.43 77.63 134.07 179.29 20.79
971 51.53 87.93 80.06 137.21 14.57
972 51.55 13.92 135.78 166.71 27.61
973 51.51 56.93 206.34 218.07 35.43
974 51.44 44.43 206.76 208.55 40.07
975 51.59 27.67 168.36 199.82 38.84
976 51.57 32.12 173.62 204.24 38.51
977 51.54 95.18 26.75 97.27 4.80
978 51.68 51.92 204.48 222.12 39.25
979 51.70 93.24 42.71 129.84 10.32
980 51.70 18.61 134.54 162.00 28.81
981 51.86 82.68 77.66 151.39 15.69
982 51.89 97.46 7.68 51.77 1.12
983 51.84 68.28 149.06 193.44 25.38
984 51.95 29.94 178.52 205.52 33.98
985 52.05 11.86 135.80 152.15 20.91
986 51.99 90.67 58.27 146.19 12.17
987 52.11 75.22 99.74 186.72 19.91
988 52.01 34.88 173.08 197.83 31.56
989 51.96 54.28 189.74 217.17 32.57
990 52.12 37.19 172.41 210.03 31.92
991 52.00 39.58 178.24 209.04 34.67
992 51.92 98.76 5.45 32.60 0.10
993 52.23 20.59 133.78 169.11 23.19
994 52.30 41.78 167.01 208.68 28.13
995 52.33 23.11 135.27 181.69 23.97
996 52.24 71.67 118.76 194.93 22.01
997 52.23 46.81 187.51 215.36 32.64
998 52.50 9.67 112.30 155.10 17.91
999 52.35 50.20 193.58 226.65 34.54
1000 52.38 59.21 156.66 220.02 28.86
1001 52.41 65.42 107.64 202.78 22.64
1002 52.51 61.50 126.15 219.85 25.41
1003 52.44 85.33 66.53 143.79 13.95
1004 52.41 44.50 193.92 216.49 31.51
1005 52.67 7.00 77.28 133.32 13.32
1006 52.68 80.04 62.58 153.74 14.53
1007 52.58 25.72 139.76 193.38 25.03
1008 52.63 57.06 155.34 221.91 27.69
1009 52.71 69.60 96.05 201.64 22.58
1010 52.62 17.06 130.63 173.16 22.40
1011 52.76 77.57 71.89 172.90 17.34
1012 52.75 28.14 145.88 205.22 24.84
1013 52.70 32.26 175.75 208.26 26.71
1014 52.61 95.12 21.66 100.22 4.52
1015 52.83 14.49 118.46 160.95 18.40
1016 53.51 3.16 24.04 57.07 2.51
1017 52.88 52.39 142.47 222.59 25.96
1018 53.00 63.49 99.90 221.63 23.56
1019 52.95 48.40 152.42 219.25 27.37
1020 52.89 87.44 54.62 135.88 11.58
1021 52.97 54.92 125.87 221.93 26.59
1022 53.05 93.27 34.80 126.61 8.69
1023 53.17 73.50 76.60 189.42 17.80
1024 53.20 67.65 77.62 201.60 20.04
1025 53.14 34.20 159.66 211.14 24.61
1026 53.16 36.70 138.55 207.51 25.11
1027 53.12 39.01 147.49 214.74 26.38
1028 53.23 30.28 134.05 202.92 21.42
1029 53.22 82.64 55.48 147.82 13.35
1030 53.21 43.12 141.25 213.45 25.56
1031 53.30 18.92 105.83 173.96 17.61
1032 53.41 91.03 43.25 135.97 9.90
1033 53.20 88.86 44.55 132.69 9.45
1034 53.43 11.91 92.79 158.08 16.01
1035 53.37 46.03 113.44 212.98 23.37
1036 53.59 97.05 9.26 61.95 1.59
1037 53.46 50.42 130.49 222.77 23.62
1038 53.54 21.38 99.73 175.65 16.52
1039 53.57 24.80 103.84 184.56 16.81
1040 53.49 59.74 89.39 221.06 20.68
1041 53.55 71.25 74.27 201.78 17.99
1042 53.65 75.56 60.34 182.72 15.34
1043 53.70 9.07 63.30 144.84 12.11
1044 53.66 40.65 111.12 213.72 23.42
1045 53.63 65.40 75.34 214.11 20.85
1046 53.67 85.77 47.00 135.29 11.00
1047 53.74 27.17 105.21 200.93 20.28
1048 53.81 57.56 82.14 218.10 20.51
1049 53.86 62.24 73.10 220.51 20.25
1050 53.86 53.62 91.84 219.53 20.82
1051 53.85 16.43 75.96 162.86 14.66
1052 54.02 32.33 99.47 205.30 18.30
1053 54.16 14.15 67.97 157.14 12.66
1054 54.01 35.27 107.52 213.06 19.14
1055 54.18 77.80 50.72 166.83 13.26
1056 54.02 48.37 84.44 222.65 20.37
1057 54.10 55.71 76.66 220.93 20.46
1058 54.34 80.15 46.73 151.12 11.80
1059 54.30 6.77 44.30 135.68 8.33
1060 54.24 44.28 80.89 212.17 19.64
1061 54.27 23.16 80.85 194.67 15.28
1062 54.25 29.20 81.98 197.20 16.94
1063 54.30 51.46 80.53 216.88 20.19
1064 54.33 69.68 60.32 198.93 15.79
1065 54.29 88.00 45.22 129.71 8.97
1066 54.33 38.29 92.40 212.20 19.41
1067 54.32 83.01 46.29 147.66 11.63
1068 54.49 94.09 25.08 110.86 6.06
1069 54.73 3.38 17.12 70.31 2.08
1070 54.36 42.07 74.52 218.80 19.17
1071 54.42 67.29 59.11 207.27 16.34
1072 54.49 73.03 58.31 183.44 13.66
1073 54.53 18.63 57.77 165.74 11.33
1074 54.55 46.61 71.00 223.65 19.60
1075 54.55 60.73 67.12 216.36 18.92
1076 54.41 98.72 4.75 30.88 0.44
1077 54.80 97.20 8.67 57.73 1.24
1078 54.66 64.74 65.49 216.75 17.64
1079 54.62 91.91 34.68 122.19 6.92
1080 54.82 11.52 45.42 169.73 10.33
1081 54.82 26.75 62.38 192.58 13.93
1082 54.66 89.32 41.71 134.29 7.40
1083 54.92 58.62 69.63 215.16 16.80
1084 54.93 30.94 64.42 204.07 15.93
1085 55.02 21.27 55.43 179.16 12.36
1086 54.97 33.94 67.35 204.81 15.47
1087 54.99 9.24 44.17 151.27 10.44
1088 54.96 36.43 74.39 211.94 16.79
1089 55.02 49.24 64.41 214.27 16.16
1090 55.13 75.39 56.36 165.59 11.70
1091 54.98 85.55 48.81 141.32 10.46
1092 55.07 40.36 67.37 217.07 16.20
1093 55.06 54.74 66.97 223.22 16.56
1094 55.08 52.91 71.32 222.29 18.04
1095 55.13 62.88 66.16 204.56 13.58
1096 55.15 90.75 46.56 125.87 8.53
1097 55.20 24.49 51.49 190.14 12.14
1098 55.18 56.70 70.58 219.23 16.43
1099 55.30 16.43 44.54 160.70 10.10
1100 55.34 71.03 74.29 196.97 12.84
1101 55.41 13.99 40.46 160.70 9.41
1102 55.32 45.15 65.47 215.06 16.12
1103 55.39 42.56 64.65 213.35 15.04
1104 55.53 28.91 55.38 200.74 12.69
1105 55.45 68.46 74.39 201.94 13.71
1106 55.60 77.67 65.96 161.52 11.30
1107 55.55 66.13 72.79 204.90 14.39
1108 55.51 83.02 55.24 147.17 9.05
1109 55.66 51.36 75.51 220.91 15.48
1110 55.94 98.12 10.58 41.92 0.42
1111 55.63 6.44 28.52 115.92 5.17
1112 55.65 60.53 79.85 214.52 15.79
1113 55.74 80.41 55.35 155.42 9.80
1114 55.79 38.82 67.55 213.48 14.78
1115 55.76 3.73 13.22 75.40 1.76
1116 55.81 32.43 53.99 203.41 14.52
1117 55.70 47.38 72.70 211.02 16.30
1118 55.86 88.48 58.66 129.01 8.40
1119 55.81 18.89 41.20 167.82 9.77
1120 55.81 93.47 42.40 120.82 6.56
1121 55.92 73.15 99.29 175.96 10.72
1122 55.93 95.64 20.84 83.42 3.18
1123 55.98 36.73 59.93 212.13 12.93
1124 56.15 26.96 51.88 191.91 10.91
1125 56.10 8.66 31.04 134.63 8.02
1126 56.24 64.41 89.97 203.02 12.20
1127 56.17 21.41 44.54 166.56 8.91
1128 56.21 34.66 60.07 201.77 12.52
1129 56.18 58.76 104.17 216.07 13.58
1130 56.34 10.74 36.50 154.97 7.66
1131 56.23 43.79 90.90 204.90 12.41
1132 56.22 85.35 83.91 128.28 8.11
1133 56.23 49.84 97.79 220.57 15.27
1134 56.19 53.79 118.06 212.92 15.00
1135 56.16 56.38 113.80 212.68 14.25
1136 56.29 62.33 94.58 203.66 13.89
1137 56.36 91.16 62.16 123.35 7.14
1138 56.27 24.38 45.27 176.86 9.98
1139 56.32 41.16 77.20 211.43 12.69
1140 56.39 30.58 56.06 198.13 12.01
1141 56.49 13.12 40.37 158.15 7.93
1142 56.54 68.73 101.99 191.56 13.20
1143 56.61 16.21 49.33 149.58 7.39
1144 56.56 70.90 116.41 194.49 11.48
1145 56.79 74.64 135.14 172.30 10.12
1146 56.66 45.96 119.59 206.37 12.11
1147 56.71 66.63 113.78 198.59 11.79
1148 56.78 48.29 115.41 216.25 13.80
1149 56.79 82.47 86.40 143.92 8.44
1150 56.85 77.05 121.86 157.44 9.47
1151 56.92 51.52 171.37 210.27 13.68
1152 56.93 79.59 91.81 156.99 9.83
1153 57.09 28.78 62.80 185.40 9.32
1154 56.99 32.93 80.10 194.83 9.78
1155 56.97 37.32 110.24 208.88 12.46
1156 57.09 60.25 159.12 199.62 11.92
1157 57.07 39.41 116.05 201.39 11.37
1158 57.10 55.50 154.97 204.14 11.57
1159 57.19 18.48 66.52 158.66 7.60
1160 57.08 57.76 163.16 204.12 12.72
1161 57.14 86.61 116.32 129.75 7.51
1162 57.25 93.28 77.67 106.90 5.22
1163 57.21 95.96 45.59 88.66 2.40
1164 57.33 7.93 37.70 135.78 6.03
1165 57.17 23.20 62.83 177.11 9.18
1166 57.17 89.11 113.08 111.16 7.55
1167 57.33 25.94 67.35 170.32 8.23
1168 57.39 20.90 78.38 161.05 8.72
1169 57.41 41.61 146.06 200.60 11.28
1170 57.33 43.83 144.23 195.48 11.42
1171 57.40 53.58 182.90 201.95 11.39
1172 57.44 35.41 111.68 194.98 10.45
1173 57.47 62.21 159.38 187.51 11.14
1174 57.51 72.10 157.48 168.52 10.19
1175 57.43 64.60 138.74 192.98 11.24
1176 57.54 13.84 60.81 140.34 6.46
1177 57.65 31.13 108.38 183.00 9.42
1178 57.65 10.51 56.58 136.64 5.98
1179 57.68 69.53 164.73 181.46 10.58
1180 57.69 47.02 174.73 192.73 11.52
1181 57.72 49.62 175.25 200.93 10.77
1182 57.90 84.12 146.46 124.87 7.47
1183 57.88 67.09 156.24 185.49 10.80
1184 57.93 80.95 147.40 133.34 7.94
1185 57.79 89.67 112.18 113.40 6.63
1186 58.02 77.96 149.14 158.62 9.31
1187 58.01 5.70 36.29 96.42 3.08
1188 58.03 16.21 76.78 139.99 6.56
1189 58.10 27.68 119.83 182.58 8.33
1190 58.23 75.50 158.82 138.20 7.85
1191 58.00 51.93 197.59 201.67 10.86
1192 57.97 57.25 184.42 197.56 11.19
1193 58.13 33.52 131.71 187.69 9.00
1194 58.10 37.78 143.50 181.86 9.62
1195 58.31 91.32 126.08 101.89 5.88
1196 58.28 44.84 151.85 184.90 9.93
1197 58.19 59.32 156.14 196.95 11.78
1198 58.31 23.70 119.09 156.33 7.19
1199 58.29 40.17 157.28 191.86 10.45
1200 58.40 86.89 139.82 106.44 6.87
1201 58.55 12.16 94.03 146.89 5.84
1202 58.41 19.08 103.56 153.97 6.50
1203 58.42 55.48 176.27 202.28 10.80
1204 58.48 63.22 167.87 181.63 9.81
1205 58.49 73.18 181.25 162.74 8.91
1206 58.59 29.58 129.51 156.84 7.87
1207 58.50 42.63 170.54 183.21 9.62
1208 58.56 21.49 125.26 149.30 6.53
1209 58.73 93.82 95.07 87.48 4.54
1210 58.55 65.36 177.63 189.14 9.93
1211 58.68 25.81 125.05 164.05 7.64
1212 58.65 35.38 133.26 177.61 8.05
1213 58.71 61.02 148.26 181.24 10.06
1214 58.73 7.87 74.08 121.57 4.05
1215 58.74 48.63 166.74 177.29 9.57
1216 58.69 53.68 174.92 195.39 11.30
1217 58.82 46.47 157.16 180.33 9.42
1218 58.76 68.94 150.75 171.62 9.07
