#<Embryo name> <Cleavage cycle> <Temporal class> <Genes>
rf7 14A 6 even-skipped Kruppel hunchback
166 20.02 45.34 13.45 18.09 181.49
167 20.10 62.26 14.29 15.32 171.91
168 20.19 28.99 12.29 14.50 148.05
169 20.38 54.53 14.54 17.13 179.20
170 20.29 59.61 14.05 15.82 179.53
171 20.28 71.69 11.97 12.66 137.70
172 20.29 47.92 13.94 17.94 182.41
173 20.26 77.38 10.23 10.83 73.24
174 20.49 22.60 9.87 13.10 125.73
175 20.53 57.08 13.40 16.29 184.18
176 20.73 74.57 11.51 11.15 110.33
177 20.53 24.26 10.05 14.02 118.60
178 20.80 36.19 13.54 17.05 158.91
179 20.82 80.10 9.08 9.28 63.96
180 21.04 66.86 14.05 13.73 155.99
181 21.24 41.19 13.67 17.83 158.59
182 21.21 49.79 15.66 17.76 182.63
183 21.04 33.33 12.46 15.87 156.46
184 21.11 69.47 14.14 13.10 146.72
185 21.46 38.88 13.49 16.62 162.71
186 21.26 64.15 13.44 15.30 160.69
187 21.26 26.82 11.85 13.66 133.46
188 21.35 44.20 13.64 18.74 177.76
189 21.44 30.47 12.19 14.93 136.88
190 21.41 52.44 13.51 18.29 186.28
191 21.58 61.48 14.37 15.67 174.16
192 21.70 20.63 9.57 12.09 110.50
193 21.59 47.06 14.25 18.44 182.70
194 21.63 77.20 12.97 12.10 108.05
195 21.77 58.66 13.89 16.69 178.13
196 21.56 72.39 13.04 12.34 136.91
197 21.82 55.63 14.21 17.19 177.80
198 21.80 23.85 11.22 13.95 138.70
199 22.21 80.41 10.68 9.73 68.04
200 22.16 35.95 12.89 17.07 167.98
201 22.12 71.22 12.33 12.17 129.07
202 22.37 74.43 13.50 11.69 125.53
203 22.34 17.45 8.69 11.58 91.51
204 22.40 33.13 12.98 16.20 166.74
205 22.42 68.46 13.13 14.49 130.70
206 22.55 28.73 12.59 15.30 148.36
207 22.56 65.24 15.04 14.91 155.23
208 22.70 50.62 14.68 17.84 184.52
209 22.58 42.39 14.49 16.30 169.86
210 22.77 45.33 14.43 17.84 181.48
211 22.71 53.16 14.89 17.73 187.93
212 22.87 25.86 11.30 14.14 141.23
213 22.87 48.01 15.23 17.47 179.56
214 22.98 60.37 14.12 15.39 172.33
215 22.91 62.73 16.00 15.73 161.76
216 23.00 38.10 13.50 16.97 173.69
217 23.15 22.69 10.03 12.96 137.88
218 22.88 77.39 15.23 11.46 115.84
219 23.11 57.82 14.59 16.45 173.55
220 23.28 31.41 12.57 15.38 156.46
221 23.29 55.26 15.10 17.09 176.14
222 23.23 71.83 15.34 12.85 124.09
223 23.60 40.54 14.61 17.70 175.48
224 23.47 19.68 9.34 12.76 115.07
225 23.56 67.04 15.98 14.86 164.26
226 23.62 35.18 14.13 16.64 171.08
227 23.79 16.47 9.11 12.50 100.22
228 23.79 79.38 16.68 10.09 88.34
229 23.82 75.63 14.63 11.55 113.03
230 23.87 43.50 14.48 17.71 183.77
231 24.07 27.51 13.14 15.23 154.38
232 24.01 49.46 15.20 18.02 187.75
233 24.09 63.82 16.29 15.57 157.02
234 24.09 52.28 14.82 17.86 178.05
235 24.31 69.15 16.57 13.55 139.75
236 24.06 82.34 13.59 9.76 57.90
237 24.16 46.43 15.03 17.66 185.83
238 24.45 29.95 14.21 15.64 159.94
239 24.39 24.64 11.59 13.46 149.14
240 24.36 58.86 18.68 16.93 181.14
241 24.46 61.38 16.16 16.83 170.93
242 24.46 38.17 14.95 16.26 168.59
243 24.43 56.15 16.04 17.48 177.78
244 24.44 71.36 17.68 14.53 149.08
245 24.64 32.82 13.92 15.42 168.79
246 24.68 21.62 11.10 13.11 132.80
247 24.84 73.59 20.73 12.86 131.48
248 24.74 65.67 17.58 15.35 165.30
249 24.98 35.49 14.40 17.24 161.97
250 24.97 41.95 16.00 17.56 183.65
251 25.11 18.66 12.16 13.06 125.41
252 25.13 53.94 15.71 16.66 180.20
253 25.23 15.62 9.34 12.25 100.21
254 25.16 76.17 23.74 11.94 120.68
255 25.17 78.64 24.75 11.16 101.81
256 25.20 44.76 17.30 18.44 181.75
257 25.25 47.73 16.00 18.05 185.05
258 25.19 50.36 15.66 18.14 172.75
259 25.26 81.48 21.41 10.61 70.19
260 25.38 67.49 19.72 15.66 158.33
261 25.63 39.74 15.46 18.07 172.06
262 25.50 27.28 11.77 15.20 149.79
263 25.66 62.90 18.63 15.93 166.29
264 25.53 59.60 17.55 16.90 164.07
265 25.74 56.60 16.25 18.17 172.58
266 25.71 70.77 22.84 13.69 139.67
267 25.79 24.01 13.05 13.26 141.50
268 25.83 30.72 13.12 15.64 160.03
269 26.05 36.85 15.74 17.71 169.28
270 26.13 33.57 15.60 16.49 166.87
271 25.98 52.02 16.86 17.50 193.72
272 26.20 20.68 11.36 12.11 125.21
273 26.16 65.21 20.30 15.17 158.80
274 26.19 74.18 37.25 13.35 133.20
275 26.23 43.07 16.64 17.08 172.54
276 26.35 79.91 50.91 11.47 93.94
277 26.42 46.00 17.27 18.14 178.62
278 26.37 48.94 17.43 17.97 183.72
279 26.39 68.27 25.47 14.71 162.97
280 26.67 17.83 11.03 12.02 117.29
281 26.55 54.15 18.81 17.82 183.40
282 26.41 82.95 44.03 10.08 51.97
283 26.60 60.92 19.94 16.25 159.76
284 26.65 76.92 57.25 11.11 117.72
285 26.71 58.21 20.21 18.61 174.11
286 26.80 28.90 14.23 15.43 152.89
287 26.74 26.16 14.03 13.82 145.84
288 26.86 71.83 45.59 14.15 146.54
289 26.94 40.38 15.45 17.96 168.21
290 27.21 15.00 9.99 10.99 104.59
291 27.24 38.03 16.96 17.60 173.34
292 27.14 51.47 19.03 18.41 171.21
293 27.18 22.52 12.64 12.71 120.29
294 27.34 84.33 62.52 9.40 40.84
295 27.29 64.13 25.86 16.12 156.57
296 27.20 35.29 16.72 17.16 176.24
297 27.35 31.62 13.91 16.23 148.26
298 27.35 55.68 20.62 17.73 180.27
299 27.27 82.25 89.44 10.52 70.02
300 27.38 66.63 34.96 15.10 163.15
301 27.43 69.29 48.88 15.17 160.56
302 27.43 42.70 17.65 18.60 177.79
303 27.51 74.25 100.82 13.61 132.26
304 27.66 46.76 18.22 17.55 180.16
305 27.62 49.10 19.48 18.47 175.97
306 27.68 61.84 26.86 16.26 165.78
307 27.54 78.79 136.04 14.33 161.92
308 27.66 81.21 114.92 10.42 85.72
309 28.02 44.58 19.10 17.80 171.21
310 27.84 25.17 15.30 14.84 152.36
311 28.01 59.59 26.05 18.41 169.99
312 28.05 53.59 23.02 17.86 181.67
313 28.03 57.36 24.63 17.74 179.54
314 28.37 20.38 14.60 12.52 119.63
315 28.05 28.65 15.38 14.65 146.07
316 28.19 17.47 12.92 11.36 116.18
317 28.22 34.15 16.71 15.97 161.50
318 28.13 71.01 114.93 15.40 151.17
319 28.30 76.53 148.22 12.61 121.52
320 28.34 39.97 17.61 18.21 166.41
321 28.43 36.79 17.74 18.10 169.54
322 28.44 51.05 23.60 18.10 176.97
323 28.72 23.11 15.19 13.74 134.34
324 28.56 65.57 57.79 16.31 163.00
325 28.61 63.16 41.61 16.10 170.33
326 28.72 67.95 93.30 14.68 153.78
327 28.66 79.99 126.23 11.31 103.32
328 28.69 84.14 96.12 10.75 61.05
329 28.79 32.17 16.84 14.67 152.09
330 28.71 42.41 20.37 18.16 178.02
331 28.68 73.02 155.65 14.13 133.93
332 28.94 14.34 13.20 11.00 104.71
333 28.84 48.30 22.47 18.50 171.49
334 29.03 55.57 28.55 18.23 176.17
335 28.92 26.45 17.19 15.09 142.90
336 29.15 45.89 21.48 17.99 175.73
337 28.84 87.36 46.43 8.74 25.43
338 29.26 60.52 51.44 16.59 164.84
339 29.25 58.06 36.84 17.95 180.02
340 29.26 29.78 18.53 15.79 149.74
341 29.26 52.99 26.68 18.20 178.03
342 29.33 69.99 155.49 15.54 146.04
343 29.41 38.48 19.82 17.37 174.27
344 29.48 75.04 161.60 14.23 131.30
345 29.53 77.90 151.11 13.09 125.93
346 29.64 19.05 15.89 12.93 134.88
347 29.58 35.35 20.82 17.98 162.18
348 29.62 50.34 31.36 19.73 210.58
349 29.86 16.39 16.51 11.48 119.55
350 29.77 43.47 24.92 18.83 183.64
351 29.77 40.87 24.44 19.05 165.47
352 29.70 65.18 108.81 16.17 163.07
353 29.84 87.00 45.90 9.64 37.09
354 30.00 21.83 17.31 13.35 129.08
355 29.83 62.60 116.42 18.49 166.76
356 29.95 24.85 20.90 14.95 146.50
357 29.94 72.12 170.58 15.36 147.76
358 30.14 11.75 15.30 10.33 68.60
359 30.08 27.74 20.13 14.39 146.18
360 30.10 67.58 167.58 17.18 161.48
361 30.04 80.49 123.53 12.47 112.62
362 30.06 83.92 88.01 11.43 81.39
363 30.06 47.98 32.28 19.37 181.85
364 30.08 32.59 20.13 15.74 154.14
365 30.29 55.03 54.34 18.33 177.47
366 30.36 52.67 46.76 18.62 186.57
367 30.39 57.65 81.19 18.60 182.48
368 30.53 37.66 25.81 17.67 160.51
369 30.49 45.53 39.25 18.49 178.54
370 30.62 30.02 23.43 15.05 137.22
371 30.52 60.29 129.30 18.19 171.10
372 30.74 13.96 21.33 12.01 106.28
373 30.76 70.04 167.29 15.46 149.61
374 30.81 77.03 122.57 13.12 126.92
375 30.75 74.07 168.10 14.42 139.83
376 30.81 34.89 28.73 17.24 153.47
377 30.79 50.52 51.90 18.48 189.80
378 30.93 65.54 174.47 18.20 160.68
379 30.93 63.03 170.66 17.43 180.60
380 30.95 40.27 35.23 18.88 165.96
381 30.95 43.02 43.50 17.95 176.01
382 31.04 82.38 85.13 12.39 115.42
383 31.10 19.20 26.12 13.55 122.52
384 31.05 24.03 26.99 15.27 133.84
385 31.21 26.75 32.17 15.34 145.47
386 31.18 47.66 75.64 18.78 184.44
387 31.30 16.41 32.10 13.61 124.70
388 31.37 79.78 93.65 13.04 129.46
389 31.42 85.53 44.16 10.97 71.29
390 31.48 21.60 31.21 13.67 127.98
391 31.30 32.32 35.52 16.84 155.23
392 31.43 55.89 129.35 19.63 182.95
393 31.53 67.74 162.95 16.63 158.68
394 31.48 58.47 152.61 19.17 187.17
395 31.46 53.06 91.81 19.48 188.36
396 31.68 72.43 139.96 15.80 151.64
397 31.65 11.36 29.52 9.80 77.25
398 31.61 36.92 43.88 17.78 161.70
399 31.70 60.91 165.51 19.26 177.38
400 31.77 44.92 81.84 20.14 172.79
401 31.83 29.32 50.50 16.99 150.68
402 31.82 49.71 132.38 20.40 196.94
403 31.93 75.34 95.19 15.37 131.88
404 31.93 41.89 90.64 19.36 181.26
405 32.12 39.26 69.15 18.61 164.98
406 31.96 64.23 171.55 17.62 173.03
407 32.10 34.51 68.19 17.70 158.22
408 32.12 70.09 143.26 16.97 156.57
409 32.29 87.79 26.83 10.44 49.80
410 32.23 14.21 51.28 11.56 109.74
411 32.26 23.85 54.14 15.42 137.26
412 32.41 78.34 66.23 14.34 128.25
413 32.25 47.13 175.43 21.38 184.86
414 32.31 82.29 55.22 12.97 115.87
415 32.41 17.84 62.93 13.45 117.48
416 32.40 31.73 78.73 18.38 160.95
417 32.52 51.53 188.46 20.72 176.73
418 32.48 26.42 68.51 15.76 139.51
419 32.45 54.26 173.71 20.23 180.91
420 32.59 57.01 170.88 19.50 181.02
421 32.69 59.20 172.63 19.33 183.24
422 32.78 66.50 126.20 17.71 173.04
423 32.70 62.13 167.90 19.23 178.37
424 32.77 20.70 67.96 14.12 119.06
425 32.76 43.80 174.55 19.96 176.61
426 32.74 36.91 126.69 18.40 172.27
427 33.03 72.71 80.14 16.40 147.59
428 33.19 84.60 38.57 12.86 100.02
429 32.96 48.90 200.38 21.39 195.19
430 33.00 28.85 128.29 16.69 145.27
431 33.00 40.82 147.82 19.69 175.98
432 33.10 69.05 107.64 18.13 166.96
433 33.10 75.63 62.35 15.37 150.24
434 33.22 64.22 161.56 19.08 181.96
435 33.20 33.92 150.76 17.46 143.07
436 33.36 46.12 187.35 21.72 171.79
437 33.35 15.26 114.36 14.11 107.15
438 33.46 80.83 43.50 13.72 126.31
439 33.39 23.38 116.31 15.59 135.55
440 33.47 31.44 148.09 18.44 156.88
441 33.57 55.56 184.52 20.19 181.77
442 33.69 38.30 179.81 19.15 166.49
443 33.62 53.17 179.72 20.13 174.36
444 33.65 60.56 160.01 20.57 164.27
445 33.72 18.16 139.93 14.15 118.72
446 33.75 87.41 31.31 12.10 74.69
447 33.73 42.82 187.16 21.21 178.39
448 33.73 26.01 147.91 15.73 136.03
449 33.82 77.73 47.87 15.59 130.81
450 33.87 35.89 195.83 19.20 160.35
451 33.84 50.83 186.75 21.36 190.92
452 34.04 58.18 156.31 21.66 176.85
453 33.97 71.26 70.58 18.02 150.17
454 34.12 21.13 154.38 15.92 122.88
455 34.13 67.53 70.40 18.86 166.71
456 34.15 48.41 183.38 21.24 177.94
457 34.35 12.67 123.31 13.22 83.19
458 34.17 40.42 206.75 21.51 166.99
459 34.18 28.78 178.58 17.90 149.69
460 34.33 62.70 112.54 19.45 177.10
461 34.33 65.17 94.83 19.55 172.73
462 34.37 74.55 46.49 16.46 146.17
463 34.48 33.93 186.44 18.88 148.53
464 34.52 44.79 181.38 21.07 181.46
465 34.67 82.57 41.27 16.01 120.67
466 34.57 31.15 192.87 18.63 157.59
467 34.73 16.00 143.91 13.73 109.92
468 34.76 79.72 41.58 16.22 135.18
469 34.76 85.32 33.49 13.45 84.62
470 34.82 23.79 165.02 16.42 121.94
471 34.75 56.34 120.48 21.18 153.98
472 34.86 69.55 56.91 18.14 177.60
473 35.02 88.55 35.64 14.09 55.72
474 34.94 26.84 182.05 17.78 138.82
475 34.88 53.85 136.09 21.40 181.08
476 35.02 37.20 195.07 20.21 165.46
477 34.99 60.46 97.52 20.77 173.56
478 35.08 18.81 145.37 15.33 120.11
479 35.02 42.31 177.96 21.45 179.27
480 35.08 47.05 162.43 22.64 182.87
481 35.16 51.51 151.57 21.14 186.00
482 35.18 72.18 50.93 18.81 164.06
483 35.14 76.99 41.75 18.20 147.02
484 35.31 39.66 183.50 21.90 176.74
485 35.47 49.38 137.59 22.23 197.02
486 35.56 21.23 155.86 14.92 126.68
487 35.61 58.39 81.60 21.74 187.70
488 35.54 67.17 54.57 19.71 187.78
489 35.78 8.79 86.35 11.90 43.86
490 35.61 29.77 179.19 18.86 143.97
491 35.56 32.62 177.94 19.47 146.98
492 35.56 64.71 57.53 20.44 184.26
493 35.72 14.08 129.89 13.44 100.62
494 35.71 62.52 61.37 20.96 178.78
495 35.76 35.28 187.60 21.37 163.09
496 36.02 11.37 107.58 14.12 69.52
497 35.90 74.85 42.67 19.64 161.11
498 35.95 25.24 175.95 19.11 135.98
499 35.94 45.24 133.64 21.27 180.29
500 35.92 55.81 73.26 21.60 180.84
501 36.02 83.86 72.54 18.47 127.75
502 36.03 80.78 56.26 18.62 137.21
503 36.24 89.63 49.66 15.40 34.23
504 36.22 86.46 90.83 18.01 92.95
505 36.19 43.03 124.48 21.97 185.90
506 36.10 69.88 43.24 18.94 171.62
507 36.23 53.09 89.07 22.47 175.10
508 36.43 16.94 121.92 15.41 111.22
509 36.31 27.76 161.90 18.54 141.05
510 36.31 77.90 56.95 20.41 155.34
511 36.52 22.96 133.83 16.30 126.14
512 36.42 38.21 140.19 20.36 165.60
513 36.44 40.74 140.46 22.23 184.12
514 36.40 47.71 97.97 22.23 184.68
515 36.41 60.37 59.08 22.00 183.97
516 36.46 72.54 44.44 20.54 166.12
517 36.44 91.59 35.44 12.08 17.10
518 36.63 50.38 78.21 22.18 178.57
519 36.67 19.64 118.66 16.20 126.93
520 36.78 65.01 47.50 23.03 182.62
521 36.74 31.08 148.54 19.52 140.87
522 36.82 33.61 138.48 18.95 153.41
523 36.89 67.67 44.50 20.60 172.21
524 36.97 57.67 57.01 22.91 176.17
525 37.13 62.60 43.49 22.21 170.07
526 37.12 36.06 119.48 21.85 158.90
527 37.13 14.22 95.85 13.99 108.14
528 37.14 55.05 56.61 21.90 179.10
529 37.19 75.56 59.65 21.47 157.97
530 37.19 82.09 131.02 22.82 140.18
531 37.21 45.58 86.40 24.16 186.55
532 37.40 8.58 55.32 12.12 40.68
533 37.26 25.98 141.09 18.49 139.89
534 37.47 87.58 105.31 21.28 73.70
535 37.56 29.13 106.83 19.60 139.80
536 37.38 70.31 47.50 21.97 177.35
537 37.44 79.13 109.97 24.10 154.29
538 37.44 43.17 91.31 23.50 180.09
539 37.43 52.52 57.78 22.76 182.33
540 37.61 11.33 83.91 14.69 80.51
541 37.91 84.31 122.20 23.32 109.06
542 37.68 40.73 82.51 23.59 178.14
543 37.65 47.90 63.87 23.18 189.15
544 37.55 59.85 48.75 23.53 186.81
545 37.85 21.21 86.36 16.32 125.39
546 37.66 72.87 66.15 23.59 177.07
547 37.82 38.20 79.48 22.29 160.32
548 37.88 18.44 94.01 17.69 121.89
549 37.96 23.90 105.62 17.41 129.86
550 37.93 31.96 91.66 19.66 152.29
551 37.96 50.37 52.66 22.38 177.28
552 37.87 65.85 42.52 23.12 179.47
553 38.25 16.21 81.62 17.52 115.19
554 38.23 55.96 50.12 23.44 182.18
555 38.30 34.78 82.90 23.59 165.79
556 38.30 68.47 64.61 24.47 178.40
557 38.36 76.91 114.04 25.90 156.89
558 38.52 63.76 50.98 24.42 185.73
559 38.39 27.06 112.20 20.05 151.16
560 38.43 58.14 50.10 24.57 182.57
561 38.42 61.53 48.99 24.05 191.47
562 38.43 45.42 54.58 23.50 176.41
563 38.61 74.27 123.57 26.56 169.53
564 38.63 13.34 70.63 15.38 102.23
565 38.45 80.56 145.86 28.24 132.48
566 38.53 53.24 45.47 23.33 173.20
567 38.56 82.20 115.60 25.53 141.47
568 38.75 42.64 55.90 24.20 171.76
569 38.77 70.97 91.47 27.85 183.35
570 38.68 89.38 74.88 24.29 50.30
571 38.91 9.40 48.42 13.68 67.02
572 38.89 39.95 54.11 21.77 163.04
573 38.87 48.44 53.71 26.66 186.05
574 39.01 86.52 111.76 28.56 89.46
575 38.97 30.07 81.59 19.78 143.23
576 39.05 37.26 60.11 23.32 168.80
577 39.04 66.27 63.77 26.66 189.31
578 39.16 22.15 66.96 18.16 129.32
579 39.34 19.10 55.33 16.48 107.38
580 39.33 78.29 146.56 29.13 149.92
581 39.29 24.87 65.15 17.86 132.28
582 39.18 32.78 68.39 22.66 165.24
583 39.26 50.44 48.23 26.11 185.08
584 39.31 59.74 58.27 26.22 193.29
585 39.52 46.52 45.61 26.48 196.48
586 39.34 83.74 112.11 31.45 119.12
587 39.53 55.28 56.86 27.46 188.86
588 39.59 15.96 53.77 16.62 106.93
589 39.61 27.56 60.11 19.37 140.27
590 39.62 68.79 117.77 32.92 178.94
591 39.61 72.75 175.52 33.89 168.49
592 39.81 34.82 47.62 22.99 149.84
593 39.83 57.60 80.04 28.80 207.69
594 39.79 89.44 69.02 32.26 56.09
595 39.76 44.19 47.97 25.82 176.63
596 39.69 52.85 51.00 29.01 185.54
597 39.76 61.89 89.40 28.36 201.52
598 39.71 80.90 144.21 36.59 150.43
599 39.88 64.18 86.29 28.58 199.55
600 39.84 75.52 146.68 33.26 169.02
601 39.99 12.23 49.80 16.09 108.76
602 39.99 41.82 51.09 27.78 181.84
603 40.14 39.44 47.42 25.19 170.96
604 40.29 29.81 54.94 23.06 155.00
605 40.40 8.96 35.61 14.55 72.31
606 40.49 48.18 57.09 29.22 195.02
607 40.23 66.35 114.93 33.91 188.29
608 40.48 70.96 165.39 35.58 176.72
609 40.41 32.22 52.24 24.55 161.88
610 40.28 21.00 58.85 23.38 135.12
611 40.34 36.98 52.41 27.95 175.03
612 40.46 85.71 101.04 42.34 100.08
613 40.41 91.82 35.02 31.08 29.57
614 40.61 23.20 45.23 21.62 144.26
615 40.44 50.62 56.64 29.59 195.95
616 40.61 25.60 52.34 23.34 139.30
617 40.53 87.38 71.54 39.65 89.24
618 40.86 59.85 164.06 31.96 188.76
619 40.78 79.38 125.47 44.85 152.95
620 40.94 16.78 41.25 18.31 115.59
621 40.85 45.78 68.76 31.59 199.27
622 40.99 14.03 37.38 17.76 119.02
623 41.06 19.26 44.58 20.06 129.54
624 40.92 55.24 90.45 31.65 196.88
625 40.88 73.68 161.49 42.24 172.89
626 40.86 68.28 155.90 40.45 185.62
