#<Embryo name> <Cleavage cycle> <Temporal class> <Genes>
rf4 14A 3 even-skipped Kruppel hunchback

#Quantitative data
#<Nucleus number> <A-P coordinate> <D-V coordinate> <Fluorescence intensity: channel 1 - eve, channel 2 - Kr, channel 3 - hb>
600 36.63 40.69 157.80 32.08 207.42
601 36.76 14.21 97.45 21.95 119.10
602 36.85 57.82 121.29 31.69 198.38
603 36.96 52.11 126.79 31.49 181.50
604 36.86 27.93 135.35 26.95 167.15
605 36.76 49.59 133.28 31.08 177.28
606 36.93 79.49 97.78 34.24 140.57
607 36.96 61.81 118.69 33.89 201.47
608 37.04 76.64 104.82 35.00 157.53
609 37.07 11.28 78.66 21.55 113.30
610 37.00 84.43 101.37 37.39 133.13
611 37.23 25.40 113.84 24.84 155.82
612 37.20 38.53 130.17 29.58 181.41
613 37.15 43.08 118.80 28.16 164.17
614 37.08 55.05 108.36 30.51 177.15
615 37.24 34.75 133.41 29.43 186.36
616 37.47 19.72 100.44 24.74 134.80
617 37.31 86.51 96.05 33.61 114.98
618 37.36 66.92 107.09 35.36 187.23
619 37.48 47.48 126.21 30.08 179.74
620 37.49 63.90 110.14 36.45 189.23
621 37.50 29.96 124.29 28.52 165.58
622 37.53 59.78 109.20 33.91 193.54
623 37.53 69.50 110.08 36.60 178.52
624 37.54 22.72 105.72 27.47 152.79
625 37.64 8.02 61.44 18.75 101.57
626 37.58 72.14 108.69 39.19 174.70
627 37.73 32.38 114.58 30.04 171.13
628 37.64 81.76 111.93 39.75 136.29
629 37.80 41.03 117.89 30.06 180.40
630 37.90 36.60 111.14 31.14 180.58
631 37.86 74.52 112.57 39.33 163.47
632 37.81 89.90 81.58 36.76 99.95
633 37.85 49.94 130.92 31.96 176.53
634 37.95 56.52 98.95 34.33 182.49
635 37.98 16.93 86.85 25.40 129.57
636 38.13 45.59 113.41 31.42 172.67
637 38.08 53.96 105.61 33.48 176.91
638 38.11 13.97 75.31 22.24 115.03
639 38.12 27.07 106.02 28.09 151.27
640 38.08 77.82 118.58 39.58 147.60
641 38.24 61.70 104.96 36.95 198.85
642 38.02 83.16 97.44 41.56 131.06
643 38.42 92.17 62.04 38.89 70.87
644 38.28 43.33 103.75 30.54 174.98
645 38.34 65.63 112.01 39.13 192.04
646 38.33 10.67 66.23 22.66 113.28
647 38.42 84.88 106.38 44.15 125.52
648 38.39 38.88 106.48 30.27 174.64
649 38.42 51.78 118.22 34.66 182.19
650 38.45 24.11 90.75 28.75 145.21
651 38.45 34.39 99.11 31.02 176.52
652 38.46 87.79 98.96 41.34 114.90
653 38.41 58.51 109.00 37.31 201.81
654 38.47 68.11 104.30 39.12 182.10
655 38.65 80.32 120.81 45.90 145.32
656 38.60 21.38 98.28 32.90 189.61
657 38.53 29.96 105.14 30.11 172.32
658 38.63 70.86 111.93 44.98 176.90
659 38.75 48.19 114.51 35.97 176.84
660 38.82 63.51 105.17 40.26 188.94
661 38.89 18.71 73.48 26.35 127.27
662 38.83 75.73 126.44 46.96 161.48
663 38.96 73.29 114.35 44.65 159.65
664 38.99 41.15 98.43 33.16 169.57
665 39.15 32.34 91.26 31.70 168.62
666 39.24 82.71 108.42 47.95 119.77
667 39.28 8.55 52.50 20.92 102.24
668 39.14 37.02 96.66 30.93 171.43
669 39.06 55.72 98.20 35.57 176.39
670 39.18 60.26 103.43 39.00 190.86
671 39.25 27.86 89.44 31.13 154.66
672 39.24 12.60 59.72 25.18 114.36
673 39.32 15.91 68.56 26.69 122.35
674 39.37 25.46 82.38 31.32 147.81
675 39.36 53.14 96.24 38.50 175.18
676 39.37 43.85 92.99 33.93 170.16
677 39.44 46.13 100.86 35.09 175.10
678 39.42 50.41 105.58 36.17 180.91
679 39.43 66.72 105.73 42.92 178.54
680 39.36 77.92 132.70 49.69 144.11
681 39.48 58.00 93.49 40.19 188.45
682 39.60 89.74 89.21 46.11 88.17
683 39.57 69.14 111.55 45.59 173.71
684 39.70 22.87 78.06 32.16 140.46
685 39.61 34.90 86.96 33.99 177.54
686 39.73 92.68 65.81 47.61 70.33
687 39.63 86.55 104.15 51.94 106.24
688 39.68 30.35 81.97 33.77 168.00
689 39.76 39.45 89.42 34.58 166.53
690 39.75 64.59 109.16 43.93 187.61
691 39.79 20.46 70.10 31.25 131.96
692 39.87 62.09 103.73 43.58 179.64
693 39.92 71.76 122.71 50.27 163.51
694 39.95 75.06 130.91 54.17 151.14
695 40.05 80.13 122.92 52.74 132.80
696 40.07 48.05 90.74 37.43 172.85
697 40.25 18.04 66.40 30.68 134.54
698 40.13 41.92 87.79 35.74 169.76
699 40.10 55.58 99.14 41.28 174.77
700 40.26 14.13 58.02 28.15 121.15
701 40.41 11.20 50.85 26.27 101.90
702 40.34 37.46 83.23 34.92 168.32
703 40.40 83.32 114.56 57.93 123.82
704 40.38 28.56 77.14 33.67 164.60
705 40.42 33.13 78.99 33.57 162.60
706 40.49 26.28 69.90 35.15 153.83
707 40.44 53.21 96.66 41.35 173.54
708 40.53 44.46 88.32 37.99 162.36
709 40.52 50.97 97.29 40.61 167.80
710 40.47 57.91 101.62 45.00 178.91
711 40.60 77.43 125.43 57.71 136.09
712 40.67 8.23 47.03 24.85 100.25
713 40.72 60.26 101.27 47.84 174.92
714 40.64 67.21 122.14 51.17 163.90
715 40.71 23.90 71.35 36.03 149.86
716 40.67 69.52 120.78 56.21 160.13
717 40.75 85.78 102.87 54.25 107.16
718 40.82 30.67 68.38 34.81 152.40
719 40.84 35.55 79.30 39.14 165.62
720 40.80 64.84 118.73 52.24 175.99
721 40.90 73.85 113.50 60.01 141.00
722 40.98 89.72 90.46 59.58 80.97
723 41.04 16.06 64.41 35.35 143.07
724 41.01 20.30 65.32 36.21 137.62
725 40.96 62.56 114.16 49.40 176.63
726 41.08 39.55 81.08 38.94 167.36
727 41.15 92.64 62.32 60.14 61.86
728 41.04 49.01 98.61 44.54 174.33
729 41.14 46.42 89.81 41.13 171.98
730 41.10 71.50 119.52 61.89 155.15
731 41.19 81.28 113.28 65.38 121.50
732 41.18 42.03 84.22 39.76 165.07
733 41.20 55.43 101.10 47.17 175.42
734 41.49 13.02 52.57 31.48 107.23
735 41.60 22.26 66.25 37.62 135.28
736 41.45 58.38 101.01 49.91 174.43
737 41.53 27.86 70.01 40.45 160.07
738 41.64 78.99 109.37 65.52 121.13
739 41.66 87.21 95.70 63.38 89.28
740 41.63 75.93 110.68 68.55 127.82
741 41.62 32.27 69.51 40.92 159.84
742 41.64 53.17 108.17 46.73 176.80
743 41.76 18.27 59.89 35.58 122.65
744 41.70 25.46 69.23 40.51 149.46
745 41.72 34.42 77.38 41.51 161.88
746 41.74 37.23 74.56 42.58 164.92
747 41.72 50.89 102.79 43.76 164.30
748 41.74 9.07 53.85 30.30 104.43
749 41.73 44.10 87.59 44.34 171.57
750 41.75 66.52 119.62 62.34 169.29
751 41.92 10.56 50.58 31.23 99.94
752 41.81 69.48 121.89 68.74 160.34
753 41.98 83.14 97.48 67.95 101.76
754 41.92 64.07 116.78 59.87 161.90
755 42.03 30.05 70.82 42.87 156.13
756 41.96 61.49 110.08 57.26 160.20
757 41.98 72.88 112.40 71.42 148.54
758 42.02 48.00 98.66 45.85 159.43
759 42.11 56.63 104.90 51.35 165.06
760 42.25 15.61 56.21 36.20 115.83
761 42.24 41.48 88.64 47.19 167.23
762 42.33 39.29 89.35 47.12 173.14
763 42.55 90.99 70.80 68.11 59.12
764 42.54 6.85 46.57 34.31 98.09
765 42.46 59.09 113.92 59.75 161.87
766 42.63 85.72 88.45 77.32 85.92
767 42.49 23.71 64.18 45.38 138.11
768 42.56 45.88 98.72 50.51 169.26
769 42.56 54.59 109.56 58.09 171.77
770 42.57 93.26 53.97 66.77 43.58
771 42.76 21.19 66.42 43.56 127.03
772 42.65 67.90 115.65 75.85 158.14
773 42.69 27.65 74.49 48.94 156.32
774 42.80 12.79 55.22 37.72 107.13
775 42.73 35.08 83.39 45.73 160.68
776 42.67 49.95 114.11 52.15 155.78
777 42.68 88.80 76.51 74.60 75.17
778 42.84 52.27 117.95 57.47 166.96
779 42.81 71.22 111.23 80.18 138.53
780 42.81 76.27 102.01 79.90 120.92
781 42.81 32.47 80.17 44.90 150.49
782 42.85 78.74 102.73 79.08 113.60
783 42.89 18.58 65.86 42.50 126.18
784 42.82 43.30 94.49 51.99 167.64
785 42.92 73.84 99.38 84.35 129.94
786 43.02 81.15 89.95 80.75 94.30
787 42.95 65.50 114.40 73.49 157.88
788 42.96 37.43 87.90 49.89 153.25
789 42.99 63.05 115.06 73.39 155.70
790 43.08 25.65 73.07 50.08 147.62
791 43.17 9.87 51.32 39.80 96.56
792 43.17 60.57 110.50 71.22 162.93
793 43.18 29.55 78.08 48.99 148.78
794 43.17 56.73 111.55 62.48 161.18
795 43.22 47.96 110.96 58.08 163.14
796 43.27 88.05 76.80 81.69 68.82
797 43.35 69.51 111.67 89.40 152.52
798 43.39 83.58 88.05 84.25 81.33
799 43.44 15.45 56.89 43.32 114.21
800 43.39 40.01 91.94 56.81 167.31
801 43.79 23.46 72.13 55.11 126.98
802 43.66 44.58 101.37 56.18 151.93
803 43.67 54.36 106.75 68.15 163.86
804 43.71 50.38 113.94 66.69 162.15
805 43.80 58.55 110.03 75.85 162.79
806 43.81 31.18 83.81 54.67 143.67
807 43.85 42.24 98.93 59.19 163.71
808 43.87 7.00 47.48 42.85 87.67
809 43.79 35.40 89.45 54.99 148.61
810 43.90 67.62 97.30 95.11 140.01
811 43.91 20.43 78.35 65.77 161.20
812 43.89 72.28 96.48 97.88 121.12
813 43.94 77.27 93.93 93.19 102.04
814 43.97 62.01 111.76 87.17 158.86
815 44.11 85.99 79.39 87.08 64.94
816 44.05 11.58 50.78 47.69 98.49
817 44.06 17.79 61.38 50.66 118.06
818 44.09 33.32 82.56 52.16 135.60
819 44.11 74.80 97.67 102.66 114.35
820 43.88 84.67 76.60 90.47 72.07
821 44.15 89.81 65.64 89.77 56.17
822 44.15 92.60 53.35 81.78 47.16
823 44.08 46.65 104.18 64.22 151.09
824 44.11 52.40 107.44 68.26 154.31
825 44.08 65.54 100.27 87.20 129.99
826 44.16 37.70 86.89 62.07 142.23
827 44.18 26.10 77.62 58.66 135.42
828 44.32 28.43 79.66 56.93 130.75
829 44.31 79.51 83.70 97.99 81.84
830 44.19 87.43 67.19 86.48 58.38
831 44.32 56.53 108.73 82.81 156.31
832 44.35 81.98 89.29 98.92 72.41
833 44.39 70.03 96.65 103.57 126.63
834 44.56 13.88 49.85 50.02 92.38
835 44.45 48.90 110.41 71.71 143.00
836 44.53 63.67 98.22 95.31 141.55
837 44.55 40.05 88.76 67.60 148.20
838 44.59 60.02 106.81 89.03 150.76
839 44.76 21.98 71.92 65.63 120.14
840 44.78 44.52 100.82 68.38 139.20
841 44.97 9.58 47.05 51.88 84.38
842 44.88 54.69 108.92 87.58 147.96
843 45.00 5.78 42.95 49.82 75.73
844 44.90 30.80 87.38 66.38 134.76
845 44.96 35.64 89.65 67.20 133.26
846 44.77 83.36 75.07 97.14 66.79
847 45.01 42.09 94.61 70.12 138.85
848 45.05 50.91 105.35 82.51 137.07
849 45.09 16.41 56.34 57.77 95.93
850 45.04 72.82 90.79 108.69 95.80
851 45.14 95.11 30.74 70.95 17.16
852 45.13 19.38 59.62 62.12 102.84
853 45.16 68.10 93.57 114.93 109.83
854 45.16 76.29 85.05 110.53 80.81
855 45.22 25.33 75.10 68.82 117.76
856 45.25 33.33 89.41 69.44 125.67
857 45.21 47.13 105.71 82.97 139.93
858 45.22 58.06 102.39 100.34 137.50
859 45.22 65.84 93.96 110.99 121.74
860 45.34 61.70 99.43 108.88 133.19
861 45.26 84.78 72.29 97.58 57.40
862 45.51 92.13 53.81 92.47 36.21
863 45.30 52.83 93.86 87.82 132.15
864 45.32 38.12 86.31 72.88 128.43
865 45.38 88.03 64.01 95.18 44.34
866 45.51 81.31 75.76 100.34 59.88
867 45.60 23.21 68.03 74.81 115.19
868 45.52 27.62 79.46 73.92 117.90
869 45.54 70.50 87.50 118.07 100.62
870 45.62 78.75 72.92 106.87 62.22
871 45.62 49.30 96.87 94.48 135.80
872 45.68 63.72 92.40 123.11 128.07
873 45.80 14.10 49.91 63.42 85.85
874 45.75 55.96 88.59 102.65 128.91
875 45.93 40.29 86.54 83.20 119.65
876 45.84 43.46 92.39 81.77 121.71
877 45.87 29.91 82.69 79.19 119.00
878 45.86 74.20 82.03 122.02 82.16
879 46.04 11.05 46.02 63.01 76.58
880 45.95 59.93 94.49 113.30 115.79
881 46.06 7.56 42.43 61.04 70.84
882 45.99 45.57 93.81 91.36 123.07
883 46.18 20.91 58.09 78.64 95.84
884 46.10 35.71 83.46 83.94 115.32
885 46.13 17.79 52.32 76.45 94.47
886 46.21 32.64 83.41 86.19 115.85
887 46.29 67.83 86.26 139.35 97.68
888 46.34 85.90 66.88 99.06 42.30
889 46.32 53.24 96.70 111.29 114.34
890 46.37 57.82 91.79 119.90 108.04
891 46.40 83.08 78.38 108.60 47.94
892 46.50 24.33 69.65 89.36 95.02
893 46.46 37.95 77.56 86.61 104.28
894 46.52 51.11 90.74 115.12 111.09
895 46.37 65.82 85.84 125.80 97.64
896 46.47 95.81 24.42 69.35 10.21
897 46.47 72.03 95.24 156.42 94.03
898 46.54 26.64 73.42 92.93 101.37
899 46.52 48.95 87.17 105.74 113.64
900 46.61 77.36 83.67 134.01 64.19
901 46.57 89.75 57.27 93.20 31.68
902 46.65 42.17 84.32 100.44 110.07
903 46.70 69.76 86.00 148.40 88.34
904 46.81 4.91 35.17 69.17 57.15
905 46.75 47.02 85.57 108.65 112.05
906 46.70 61.60 85.20 137.61 108.24
907 46.76 55.22 91.42 128.64 112.85
908 46.71 63.74 88.45 140.23 100.24
909 46.78 74.92 82.80 137.32 64.10
910 46.84 80.27 76.86 115.85 47.06
911 46.82 30.80 71.05 95.50 101.84
912 47.04 93.43 48.52 92.92 23.56
913 46.97 13.14 45.93 77.95 70.63
914 47.01 16.40 44.99 83.02 74.01
915 47.01 34.53 81.46 117.35 124.61
916 47.15 28.77 78.50 118.52 107.90
917 47.06 44.59 81.35 110.99 104.90
918 47.11 9.39 39.90 69.32 62.94
919 47.14 59.57 86.37 144.64 94.21
920 47.21 19.44 52.36 89.51 73.49
921 47.30 22.29 58.03 99.82 84.03
922 47.33 39.12 70.19 106.19 96.60
923 47.31 57.20 83.26 143.05 89.44
924 47.43 86.63 68.73 105.74 34.32
925 47.47 67.98 89.48 156.76 78.20
926 47.44 65.53 81.37 154.41 79.79
927 47.52 71.30 83.93 151.04 64.41
928 47.55 83.14 76.31 118.78 38.02
929 47.62 32.32 71.60 111.16 87.36
930 47.58 41.31 72.59 120.00 97.86
931 47.55 49.61 83.16 133.65 92.75
932 47.65 53.77 85.46 136.18 86.23
933 47.71 36.76 66.79 108.67 79.87
934 47.63 51.75 74.12 127.62 80.23
935 47.59 73.58 90.56 149.78 59.59
936 47.76 6.37 36.01 76.64 54.58
937 47.72 24.52 53.98 102.94 70.42
938 47.68 78.17 79.10 131.28 41.98
939 47.76 26.83 62.71 114.05 77.83
940 47.72 47.59 76.20 129.75 93.54
941 47.69 63.01 83.42 162.13 86.00
942 47.92 95.67 31.13 75.14 9.63
943 48.01 14.72 41.23 92.68 62.50
944 48.12 90.86 59.72 104.15 25.37
945 48.11 12.00 38.41 89.09 58.82
946 48.05 43.50 74.01 126.50 84.24
947 48.05 55.84 85.96 154.12 84.33
948 48.05 61.02 82.15 159.48 76.34
949 48.10 75.75 88.15 143.36 46.42
950 48.10 45.73 74.40 136.30 87.27
951 48.12 80.68 79.01 125.36 35.80
952 47.94 88.92 65.84 104.32 28.87
953 48.14 17.64 42.05 98.25 59.22
954 48.23 30.20 62.86 120.42 71.28
955 48.25 20.80 48.51 104.47 62.19
956 48.16 34.47 61.27 117.86 79.09
957 48.18 58.67 83.05 156.76 72.80
958 48.26 69.75 86.28 163.82 61.60
959 48.38 93.18 49.27 98.27 19.59
960 48.34 9.14 37.03 85.70 50.21
961 48.33 66.38 81.87 159.34 64.89
962 48.39 87.85 69.68 111.44 28.42
963 48.39 39.24 68.51 125.71 79.21
964 48.62 64.31 84.38 165.38 63.38
965 48.54 72.78 84.03 150.59 46.09
966 48.56 84.44 77.58 116.66 30.48
967 48.56 50.02 70.81 142.03 63.99
968 48.71 28.11 53.16 119.34 60.88
969 48.85 23.19 50.59 119.50 57.31
970 48.71 41.76 67.90 141.08 72.94
971 48.72 52.39 73.82 148.46 62.69
972 48.83 25.70 49.21 115.29 57.24
973 48.82 77.99 85.45 137.71 37.65
974 48.88 32.41 59.49 127.79 60.21
975 48.87 47.67 73.22 143.52 66.98
976 48.94 68.01 80.53 168.84 53.32
977 48.86 6.06 30.55 89.84 40.84
978 49.03 37.32 59.61 134.77 63.05
979 49.01 62.51 87.82 170.56 62.16
980 49.03 54.45 76.52 157.33 56.94
981 49.06 56.54 70.27 161.16 59.75
982 49.04 44.91 71.88 149.62 68.35
983 49.16 81.87 79.89 123.91 28.54
984 49.11 60.63 75.07 169.76 56.99
985 49.15 71.25 89.13 164.46 46.82
986 49.25 16.45 41.38 111.57 49.57
987 49.16 19.05 42.80 112.58 48.92
988 49.19 95.16 35.37 82.88 8.25
989 49.30 13.60 35.14 98.30 41.17
990 49.14 74.98 87.93 156.01 38.51
991 49.25 35.09 58.74 134.21 61.13
992 49.23 58.57 72.29 166.07 53.98
993 49.37 89.80 66.06 106.20 21.17
994 49.43 10.82 35.83 93.93 38.77
995 49.36 86.64 76.40 114.26 23.56
996 49.44 30.13 55.63 138.52 53.85
997 49.56 21.29 45.11 124.68 45.34
998 49.50 39.70 59.48 148.06 57.88
999 49.51 65.92 85.11 170.36 48.24
1000 49.60 92.72 55.02 103.11 15.31
1001 49.60 7.94 33.45 95.10 34.40
1002 49.55 50.46 69.60 159.76 52.94
1003 49.72 69.42 84.99 171.62 39.47
1004 49.90 79.33 86.56 134.09 27.82
1005 49.73 41.86 64.43 151.27 56.48
1006 49.85 43.77 64.50 156.15 54.88
1007 49.82 52.72 71.87 169.02 49.00
1008 49.86 73.35 92.77 162.55 34.42
1009 49.87 27.80 55.63 137.76 46.70
1010 49.87 63.79 89.34 174.02 46.80
1011 49.91 76.74 88.96 149.39 29.90
1012 49.93 25.35 50.80 134.77 46.17
1013 49.95 48.34 70.67 161.26 53.30
1014 50.05 84.22 72.43 115.28 21.08
1015 49.97 33.25 54.17 139.29 46.06
1016 50.01 46.26 68.88 156.67 51.39
1017 50.11 54.91 76.22 163.96 44.48
1018 49.98 6.46 29.91 95.26 30.17
1019 50.09 57.28 86.89 173.29 46.80
1020 50.15 59.64 80.06 174.39 46.11
1021 50.29 23.23 49.32 137.86 39.23
1022 50.28 61.66 83.81 174.81 43.10
1023 50.32 38.06 58.77 153.89 47.19
1024 50.31 67.41 89.72 161.49 36.04
1025 50.32 15.58 37.98 116.63 32.55
1026 50.33 18.81 44.93 128.06 35.09
1027 50.36 35.70 55.95 146.33 43.44
1028 50.33 71.30 88.90 165.56 32.77
1029 50.53 31.27 56.87 140.62 41.23
1030 50.40 81.47 82.67 125.16 21.40
1031 50.50 94.69 41.36 96.76 9.29
1032 50.49 87.55 74.84 115.86 19.66
1033 50.54 9.78 31.94 103.93 26.89
1034 50.59 50.22 73.90 171.18 43.16
1035 50.66 89.93 61.70 109.28 17.24
1036 50.85 12.85 34.27 115.09 27.06
1037 50.62 40.45 61.68 158.31 45.44
1038 50.75 65.28 90.77 174.38 35.59
1039 50.82 74.70 88.64 152.90 26.82
1040 50.82 29.05 56.26 145.57 35.20
1041 50.80 52.16 73.30 171.32 37.83
1042 50.88 92.32 49.57 99.87 13.03
1043 50.79 44.86 72.60 172.76 45.55
1044 50.97 21.33 47.56 138.01 32.50
1045 50.87 42.68 65.03 162.26 42.96
1046 51.00 69.55 87.30 161.47 28.03
1047 51.00 6.86 31.95 109.63 25.76
1048 50.92 77.32 87.90 148.50 23.78
1049 51.01 26.52 51.46 140.12 31.97
1050 51.00 56.52 86.50 174.85 37.56
1051 51.01 63.13 84.46 175.35 33.89
1052 51.09 33.12 53.87 149.43 34.23
1053 51.08 48.37 77.97 175.17 42.74
1054 51.07 54.06 81.64 167.84 36.43
1055 51.15 59.17 83.16 182.58 38.49
1056 51.21 72.38 86.53 163.76 27.21
1057 51.32 85.29 71.88 117.56 17.74
1058 51.40 37.25 61.74 159.19 34.58
1059 51.41 23.99 51.15 148.14 29.75
1060 51.37 46.59 77.83 177.55 38.84
1061 51.44 79.37 78.24 136.39 19.17
1062 51.43 15.77 38.78 125.06 24.78
1063 51.46 18.56 43.43 134.28 27.82
1064 51.41 67.45 90.85 166.19 29.25
1065 51.45 82.47 79.08 138.50 20.41
1066 51.50 39.29 64.28 169.72 36.52
1067 51.61 35.02 54.99 152.73 32.63
1068 51.65 61.30 81.71 181.76 34.01
1069 51.64 9.92 32.10 111.38 21.10
1070 51.77 30.69 64.78 149.46 30.38
1071 51.72 50.76 81.71 174.86 32.97
1072 51.69 88.23 62.54 109.89 14.51
1073 51.77 41.44 64.11 170.61 34.65
1074 51.76 94.77 36.61 89.03 6.63
1075 51.86 64.11 80.83 171.36 29.95
1076 51.89 44.01 72.55 169.92 32.80
1077 51.90 76.35 84.78 152.22 20.50
1078 51.93 28.23 56.47 155.75 29.84
1079 51.90 55.09 86.22 172.19 31.49
1080 51.99 5.91 28.66 104.94 18.09
1081 51.97 57.49 83.97 175.58 28.52
1082 52.01 91.11 51.77 100.73 11.61
1083 52.08 52.79 80.34 174.05 29.84
1084 52.08 21.01 47.75 143.90 24.34
1085 52.12 66.15 88.40 171.36 25.85
1086 52.16 73.95 79.77 157.02 21.11
1087 51.84 93.45 40.62 95.25 6.50
1088 52.09 69.53 81.60 167.71 25.29
1089 52.28 12.46 34.99 120.00 18.98
1090 52.22 33.09 59.95 156.51 28.45
1091 52.23 48.85 77.51 176.84 30.33
1092 52.32 26.00 52.85 153.12 22.73
1093 52.27 71.64 88.75 166.08 23.11
1094 52.33 45.96 74.40 185.40 33.62
1095 52.36 59.59 83.76 178.75 28.81
1096 52.44 81.11 64.12 122.60 15.63
1097 52.41 39.71 67.22 169.60 28.58
1098 52.49 23.49 52.23 152.85 24.14
1099 52.36 84.67 63.85 116.59 14.89
1100 52.54 15.22 38.62 132.66 19.85
1101 52.65 17.92 42.12 128.72 17.92
1102 52.56 36.11 66.48 161.81 26.65
1103 52.57 62.51 80.58 167.01 24.77
1104 52.78 93.10 37.79 97.04 8.65
1105 52.63 78.43 68.48 135.77 17.29
1106 52.70 86.32 50.32 108.30 12.72
1107 52.76 42.40 67.34 174.17 27.37
1108 52.73 88.59 54.37 105.02 12.83
1109 52.89 9.48 33.99 112.66 15.02
1110 52.87 67.91 84.04 167.04 21.96
1111 52.90 29.05 56.20 160.32 23.87
1112 52.86 31.36 60.17 157.95 23.05
1113 52.87 47.41 79.72 188.00 27.68
1114 52.94 50.75 72.67 177.08 24.16
1115 53.09 95.80 24.17 86.24 4.37
1116 52.88 54.86 75.29 167.59 22.86
1117 52.92 57.17 78.00 176.51 23.30
1118 53.11 6.48 30.79 116.23 14.13
1119 52.96 65.19 81.34 169.66 22.45
1120 53.01 75.66 71.98 147.18 17.53
1121 53.07 38.17 63.67 163.27 23.87
1122 53.17 52.73 78.33 180.07 24.08
1123 53.21 83.08 59.23 115.81 14.13
1124 53.13 20.39 45.57 148.77 19.03
1125 53.15 44.58 65.18 170.91 24.93
1126 53.21 70.05 77.25 172.97 19.42
1127 53.31 61.14 78.92 176.74 23.07
1128 53.31 33.74 61.67 158.14 21.19
1129 53.25 98.21 8.21 43.04 0.62
1130 53.34 72.55 75.56 162.01 17.88
1131 53.37 40.48 67.38 170.53 23.91
1132 53.47 25.72 51.13 157.04 19.19
1133 53.54 12.35 37.30 116.31 13.56
1134 53.41 59.20 77.29 172.31 22.04
1135 53.57 22.90 46.65 152.47 17.54
1136 53.64 91.11 46.33 100.13 9.37
1137 53.58 79.91 62.88 124.54 12.74
1138 53.67 49.11 73.48 173.81 22.42
1139 53.61 63.29 78.15 172.29 19.45
1140 53.69 15.29 36.43 130.94 14.32
1141 53.70 36.24 58.63 163.09 18.49
1142 53.74 88.20 55.02 106.92 10.68
1143 53.76 27.82 51.32 162.38 20.34
1144 53.74 46.92 67.97 176.14 22.14
1145 53.88 17.99 39.77 133.09 13.47
1146 53.83 30.60 59.72 169.02 19.37
1147 53.94 77.34 70.71 137.52 14.16
1148 53.84 42.57 62.94 175.12 21.61
1149 53.97 85.30 58.85 111.58 10.69
1150 53.86 57.04 73.04 181.38 19.97
1151 53.86 67.53 74.78 175.94 19.59
1152 53.88 54.54 73.74 178.15 19.89
1153 54.00 74.82 70.89 153.65 14.39
1154 54.02 93.75 38.47 91.89 6.02
1155 54.00 65.34 74.69 173.83 18.74
1156 54.12 98.02 8.44 42.90 0.67
1157 54.11 8.21 31.74 121.16 12.14
1158 54.14 38.64 63.25 167.47 20.07
1159 54.12 52.08 70.73 176.43 19.34
1160 54.18 20.48 42.62 138.42 13.92
1161 54.19 44.87 66.32 173.45 20.72
1162 54.25 70.20 69.87 166.66 16.84
1163 54.34 82.22 62.53 125.74 11.65
1164 54.41 32.49 60.46 163.31 17.65
1165 54.40 34.49 59.57 163.55 16.65
1166 54.41 61.52 75.29 173.89 18.24
1167 54.57 95.89 24.93 76.42 3.09
1168 54.43 59.32 73.45 173.56 18.39
1169 54.45 72.63 66.17 160.51 14.67
1170 54.73 5.58 28.27 115.23 9.17
1171 54.57 10.88 34.48 122.58 11.57
1172 54.48 40.70 58.92 167.93 18.77
1173 54.55 24.87 47.45 158.40 15.00
1174 54.54 50.01 60.97 173.54 17.92
1175 54.68 29.06 53.10 163.68 15.06
1176 54.78 13.87 35.44 122.78 10.52
1177 54.74 47.24 68.12 172.57 16.26
1178 54.73 63.77 75.15 173.46 17.17
1179 54.74 79.37 68.93 127.82 12.73
1180 54.81 68.27 67.79 167.31 13.94
1181 54.79 22.33 42.00 144.78 12.77
1182 54.79 36.81 60.06 164.61 16.38
1183 54.75 56.54 68.96 178.24 17.70
1184 54.84 90.60 52.75 99.09 7.34
1185 54.94 16.73 41.12 136.05 11.32
1186 54.95 26.98 49.40 160.48 14.82
1187 54.89 43.03 60.64 170.67 16.83
1188 54.87 54.45 65.69 173.84 17.63
1189 54.88 88.36 56.25 99.86 9.18
1190 54.93 66.15 69.25 172.06 15.57
1191 54.90 86.94 63.27 103.11 9.16
1192 55.02 76.17 70.08 142.70 12.71
1193 55.22 19.34 43.13 145.70 12.08
1194 55.23 93.14 43.47 91.67 5.22
1195 55.13 52.13 65.81 172.58 15.76
1196 55.28 84.70 64.02 110.72 10.15
1197 55.30 30.74 54.62 168.81 14.53
1198 55.26 71.13 66.16 157.15 13.28
1199 55.29 38.91 56.87 163.93 16.13
1200 55.30 45.14 59.87 162.84 16.64
1201 55.36 8.75 30.04 111.38 8.04
1202 55.34 58.27 69.74 176.55 15.21
1203 55.42 73.75 67.76 143.06 11.94
1204 55.38 35.09 56.83 167.73 15.43
1205 55.45 48.65 65.41 181.30 17.39
1206 55.43 62.37 73.52 171.41 14.12
1207 55.54 60.27 78.74 174.89 14.45
1208 55.53 81.72 66.83 113.67 9.64
1209 55.55 32.85 55.18 159.99 12.97
1210 55.46 41.24 58.54 166.38 14.25
1211 55.64 50.50 63.02 182.32 16.02
1212 55.66 23.20 43.55 153.96 12.36
1213 55.78 11.91 33.50 116.38 8.74
1214 55.71 68.92 71.30 159.61 13.16
1215 55.74 78.43 74.36 128.70 10.60
1216 55.69 56.17 68.12 172.22 15.58
1217 55.52 94.50 38.64 89.36 3.45
1218 55.88 25.43 45.92 150.35 12.09
1219 55.95 95.46 28.58 69.52 2.59
