#<Embryo name> <Cleavage cycle> <Temporal class> <Genes>
ca3 14A 7 even-skipped Kruppel giant
166 17.18 75.40 17.22 15.17 16.72
167 17.43 62.73 20.21 22.70 34.96
168 17.47 31.98 18.94 25.65 141.27
169 17.62 57.02 21.47 24.92 89.46
170 17.70 46.35 22.10 26.24 180.32
171 17.68 77.30 15.66 17.69 14.48
172 17.94 51.33 21.13 26.05 157.87
173 17.97 42.95 20.84 23.88 166.96
174 17.81 67.68 19.84 21.82 22.95
175 17.86 71.26 16.62 17.22 20.64
176 18.28 30.11 20.31 20.34 155.76
177 18.21 59.67 22.07 23.68 57.22
178 18.14 36.62 21.83 24.27 175.33
179 18.13 74.00 19.35 17.13 19.90
180 18.43 39.64 21.48 26.08 180.59
181 18.52 21.37 15.80 16.32 110.45
182 18.29 27.19 18.97 19.31 151.97
183 18.40 65.70 20.75 20.83 30.35
184 18.48 54.12 21.80 24.78 139.33
185 18.56 24.27 17.74 17.90 146.34
186 18.76 33.94 19.70 22.90 164.03
187 18.63 78.62 14.05 16.46 13.04
188 18.94 49.04 23.36 25.48 176.06
189 18.69 62.51 23.61 23.38 44.08
190 18.70 68.42 23.24 16.00 26.29
191 19.09 46.34 24.14 24.93 191.76
192 18.87 73.88 19.32 16.30 21.43
193 19.04 71.58 20.42 17.39 21.74
194 19.19 43.96 23.41 23.77 188.81
195 19.05 56.85 23.37 26.69 111.95
196 19.57 41.50 22.09 21.52 187.10
197 19.40 51.82 24.37 24.49 159.52
198 19.47 76.20 19.46 16.13 19.63
199 19.37 36.76 22.12 22.34 185.62
200 19.59 28.81 20.72 21.13 162.24
201 19.62 31.77 21.81 21.63 173.92
202 19.06 77.88 16.33 22.33 12.67
203 19.39 69.14 18.93 18.73 24.54
204 19.73 25.89 18.98 19.45 161.15
205 19.62 59.35 23.43 24.02 75.50
206 19.82 64.24 22.62 21.75 40.80
207 19.78 66.66 22.15 20.11 31.91
208 19.99 19.69 16.07 15.54 111.46
209 20.06 22.65 17.10 16.93 133.68
210 19.66 78.97 18.84 14.35 15.06
211 19.96 54.63 23.75 25.63 126.86
212 20.05 61.60 21.86 22.43 54.66
213 20.21 38.98 22.00 23.54 183.51
214 20.45 70.87 21.11 17.99 25.46
215 19.85 80.23 15.93 15.29 13.71
216 20.05 74.25 21.56 16.41 22.08
217 20.33 47.55 23.17 25.03 179.50
218 20.67 33.59 21.78 21.05 161.35
219 20.56 50.37 24.31 26.47 155.50
220 20.52 44.22 24.61 22.65 186.93
221 20.57 57.17 23.60 24.09 95.21
222 20.34 79.25 15.58 16.29 16.63
223 20.38 68.69 21.73 17.09 31.33
224 20.75 36.17 22.04 23.42 191.99
225 20.47 73.08 19.79 18.54 24.50
226 20.85 76.38 19.78 15.97 21.98
227 21.04 25.02 18.73 17.46 143.14
228 21.10 30.80 21.54 21.87 152.84
229 21.06 53.32 23.62 26.57 125.12
230 21.13 27.93 19.38 19.52 150.93
231 21.22 17.44 15.27 15.71 95.63
232 21.14 41.10 22.79 22.64 188.08
233 21.15 59.47 24.99 23.63 72.95
234 21.02 67.83 21.58 19.03 35.68
235 21.25 65.48 23.57 21.67 43.29
236 21.25 62.62 26.75 21.82 51.22
237 21.37 73.96 23.15 17.56 26.26
238 21.34 80.15 16.53 14.92 17.03
239 21.61 20.24 17.59 17.13 106.05
240 21.65 46.15 27.05 25.39 182.30
241 21.79 22.79 19.07 17.99 127.02
242 21.73 56.03 24.40 23.83 95.22
243 21.81 38.05 24.27 23.75 167.12
244 21.91 48.63 25.08 25.76 160.18
245 21.84 69.27 24.05 18.40 33.38
246 21.93 43.27 23.18 24.30 172.70
247 21.95 51.50 25.44 25.28 152.35
248 22.12 71.67 21.80 18.62 32.83
249 22.15 34.95 22.74 21.47 176.48
250 22.11 75.93 24.81 18.00 26.64
251 22.24 60.53 25.70 22.13 60.35
252 22.49 29.26 20.31 19.99 128.38
253 22.57 32.30 21.90 20.97 152.71
254 22.41 63.95 24.46 22.51 52.19
255 22.43 26.22 20.25 18.02 133.99
256 22.54 66.92 24.71 21.98 44.66
257 22.62 40.48 23.36 24.54 171.63
258 22.74 53.73 26.26 24.74 106.51
259 22.29 77.20 26.00 20.78 27.89
260 22.77 16.09 15.32 13.91 72.23
261 22.79 18.34 16.71 16.05 91.96
262 22.75 56.99 24.35 23.19 85.67
263 22.69 78.52 20.46 17.44 28.00
264 22.76 80.64 18.73 15.05 21.18
265 22.98 45.14 25.39 25.78 148.33
266 22.93 73.76 22.85 18.79 34.30
267 23.19 20.72 16.90 17.07 91.31
268 23.19 23.78 18.68 18.19 102.73
269 23.14 50.43 26.21 25.06 118.33
270 23.34 37.70 24.66 23.70 160.91
271 23.42 47.51 25.68 24.68 129.57
272 23.19 69.69 24.75 19.59 39.69
273 23.30 59.39 26.91 26.43 72.06
274 23.51 42.75 24.53 23.77 153.61
275 23.62 35.15 23.19 22.16 139.77
276 23.45 61.99 25.67 21.99 59.78
277 23.45 82.77 16.97 15.28 25.25
278 23.61 76.49 22.92 15.16 34.16
279 23.77 30.33 23.01 21.70 125.36
280 23.62 64.76 24.93 22.89 52.29
281 23.92 79.54 22.01 17.24 33.14
282 23.78 27.13 20.72 19.17 107.50
283 23.99 54.79 25.06 23.77 97.45
284 24.03 15.11 14.89 14.31 54.54
285 23.94 67.35 27.12 21.09 49.99
286 23.91 72.43 25.54 18.13 40.23
287 24.19 32.75 24.75 22.05 118.11
288 24.09 40.10 26.25 23.15 141.28
289 24.06 52.28 26.78 23.49 110.87
290 24.02 57.26 26.79 23.90 80.83
291 24.24 18.33 16.87 14.67 70.51
292 24.38 22.01 20.50 18.67 89.17
293 24.41 49.39 28.44 25.84 106.07
294 24.53 44.92 27.57 25.05 119.24
295 24.55 24.64 20.48 19.09 98.32
296 24.51 69.78 25.66 19.61 49.39
297 24.57 59.52 27.70 22.82 70.68
298 24.56 74.84 28.82 18.45 44.97
299 24.59 62.54 26.43 22.52 66.67
300 24.67 82.43 22.91 15.67 34.96
301 24.94 37.38 27.37 23.75 123.71
302 24.91 28.52 22.89 20.47 117.48
303 24.94 47.07 29.18 24.33 117.54
304 24.88 65.12 27.18 22.18 60.40
305 25.07 42.47 28.89 25.11 123.37
306 24.97 77.08 35.64 18.31 49.90
307 25.11 34.73 24.54 21.56 109.94
308 25.08 72.38 31.65 19.30 52.94
309 25.25 13.81 14.90 13.25 51.93
310 25.19 56.20 27.42 23.22 82.74
311 25.31 67.39 31.95 21.03 65.17
312 25.31 19.98 21.00 17.23 77.34
313 25.40 31.18 22.11 21.84 114.17
314 25.26 51.39 28.15 25.83 90.59
315 25.39 53.73 28.29 24.15 86.84
316 25.34 16.94 18.43 15.50 63.71
317 25.21 79.92 34.72 16.01 45.60
318 25.39 39.98 27.00 25.51 114.99
319 25.61 26.27 20.91 19.09 89.59
320 25.50 60.39 31.56 24.06 84.51
321 25.68 85.26 24.05 14.76 40.59
322 25.81 49.06 30.19 24.51 90.98
323 25.77 62.78 28.07 21.77 75.65
324 25.75 23.03 22.06 18.03 83.86
325 25.70 74.64 55.29 18.17 58.86
326 25.81 69.64 42.70 20.91 66.86
327 25.77 82.48 40.49 14.86 54.84
328 26.09 44.06 27.41 24.47 96.92
329 26.02 57.70 28.89 24.25 79.52
330 26.08 77.96 118.73 16.39 50.18
331 26.17 28.89 24.71 21.49 94.50
332 26.14 46.47 29.53 26.04 101.32
333 26.18 65.04 36.73 21.39 84.32
334 26.29 33.27 25.87 21.77 89.50
335 26.28 35.98 27.39 22.15 97.64
336 26.31 38.46 27.96 25.90 110.59
337 26.18 71.69 69.78 20.75 73.02
338 26.49 14.97 18.22 14.81 58.78
339 26.50 18.03 18.79 14.84 64.71
340 26.53 41.17 27.44 24.01 98.31
341 26.62 20.51 22.13 16.24 71.75
342 26.48 51.50 29.40 23.59 84.55
343 26.53 54.82 29.97 23.63 88.76
344 26.55 67.25 69.71 21.35 82.75
345 26.92 80.68 163.51 17.76 68.51
346 26.63 59.95 32.73 23.03 95.27
347 26.77 75.47 171.82 18.77 66.62
348 26.79 83.84 78.47 14.91 48.55
349 26.85 25.58 22.35 17.86 80.57
350 27.10 72.78 195.74 20.11 79.63
351 27.10 30.82 25.76 21.01 85.17
352 27.03 22.99 22.93 19.06 77.67
353 26.92 48.30 31.88 26.63 92.91
354 26.95 62.35 38.92 22.20 97.60
355 27.18 69.56 180.55 22.52 82.02
356 27.16 45.45 30.39 25.68 98.11
357 27.19 57.23 34.24 24.21 101.82
358 27.30 28.24 27.23 20.76 88.05
359 27.34 42.83 30.93 25.76 94.33
360 27.25 64.48 67.98 22.06 101.29
361 27.40 52.79 34.40 24.25 96.34
362 27.48 35.48 30.05 23.51 91.54
363 27.45 38.19 28.42 24.12 98.25
364 27.61 33.07 28.29 23.05 91.01
365 27.57 77.66 182.38 18.98 86.39
366 27.63 50.13 34.22 25.25 92.78
367 27.75 16.26 21.76 14.85 67.76
368 27.65 13.40 19.43 13.37 53.49
369 27.74 19.05 22.40 17.67 72.78
370 27.68 66.61 191.22 22.78 86.24
371 27.88 54.85 37.84 24.35 108.64
372 27.66 59.75 52.76 23.02 114.51
373 27.85 40.49 28.68 25.33 93.75
374 27.81 85.11 87.60 15.24 83.16
375 27.99 47.34 35.21 25.77 104.38
376 28.10 21.33 25.04 16.38 80.26
377 28.15 26.55 26.27 18.26 77.67
378 28.07 61.96 97.02 24.14 134.12
379 28.23 82.76 127.91 17.10 97.72
380 28.25 23.90 25.73 17.71 76.86
381 28.20 74.44 192.28 20.01 107.67
382 28.18 44.51 35.13 24.03 110.89
383 28.25 57.04 54.18 23.58 122.34
384 28.45 63.89 184.99 24.67 128.59
385 28.37 71.29 199.46 22.62 106.36
386 28.50 79.85 142.13 18.24 95.89
387 28.41 29.40 28.25 19.15 90.14
388 28.50 36.87 31.90 23.90 96.75
389 28.46 52.20 49.45 24.00 117.32
390 28.65 68.79 221.70 22.91 125.58
391 28.60 31.77 31.25 20.52 92.49
392 28.68 41.97 32.56 24.34 109.80
393 28.75 34.43 31.17 23.49 100.65
394 28.73 59.66 204.70 25.02 132.24
395 28.81 12.45 31.03 13.61 74.69
396 28.81 15.10 31.95 14.27 80.87
397 28.86 38.85 34.86 24.64 111.65
398 28.75 49.39 44.32 24.62 116.86
399 28.88 77.17 126.44 21.26 116.81
400 28.89 18.68 31.29 15.45 83.04
401 28.91 65.98 212.39 23.76 138.84
402 28.95 87.53 35.75 14.19 70.34
403 28.97 46.69 43.38 23.25 122.95
404 29.08 54.97 103.78 25.19 163.40
405 29.32 61.86 234.67 26.29 155.39
406 29.33 27.80 36.72 20.23 96.09
407 29.25 43.97 42.38 24.80 124.34
408 29.22 57.51 206.99 24.12 157.70
409 29.24 21.86 35.40 17.59 91.43
410 29.29 25.14 33.67 18.50 94.88
411 29.45 74.81 128.31 22.06 119.22
412 29.48 84.67 47.28 16.03 104.70
413 29.39 52.84 141.42 24.66 153.92
414 29.56 72.18 138.51 22.64 148.26
415 29.69 50.47 140.20 25.86 169.65
416 29.68 81.72 78.12 18.44 115.93
417 29.63 17.01 65.29 15.34 104.99
418 29.60 30.40 38.55 20.91 101.92
419 29.63 40.43 47.22 24.29 129.42
420 29.60 36.05 41.85 22.91 111.42
421 29.71 32.99 43.25 22.38 110.14
422 29.88 78.79 59.53 18.62 105.88
423 29.89 11.54 114.25 13.14 84.33
424 29.98 64.37 216.17 25.10 176.55
425 29.83 67.20 204.73 25.53 155.53
426 30.07 69.63 144.15 21.78 147.78
427 29.88 48.08 76.84 25.22 154.46
428 29.86 45.43 68.24 23.53 153.93
429 30.07 14.23 136.53 14.52 105.86
430 29.97 19.98 86.76 15.99 110.29
431 30.12 59.57 225.23 26.06 177.14
432 30.07 38.07 63.67 22.75 147.21
433 30.20 56.70 231.55 26.24 187.98
434 30.09 87.63 26.00 16.18 61.19
435 30.11 23.48 61.19 17.73 125.65
436 30.31 54.04 229.35 25.59 180.46
437 30.24 26.60 60.62 18.70 119.89
438 30.53 29.24 129.07 21.25 129.70
439 30.58 76.38 62.07 21.02 105.06
440 30.52 61.89 214.52 26.81 201.38
441 30.69 51.63 226.40 25.88 190.76
442 30.56 35.95 198.78 24.07 152.53
443 30.87 85.35 34.74 18.48 99.45
444 30.62 33.94 80.42 22.38 152.73
445 30.64 43.77 171.55 25.87 158.98
446 30.70 31.66 98.44 23.44 142.47
447 30.73 46.18 224.40 26.77 164.44
448 30.69 17.13 166.27 15.69 131.26
449 30.69 39.99 171.12 23.96 161.12
450 30.73 73.65 92.11 23.71 127.34
451 30.95 22.05 197.20 19.08 140.78
452 30.94 82.34 41.91 18.36 95.37
453 31.03 49.32 230.62 26.07 200.24
454 31.04 24.99 199.37 20.31 140.74
455 30.92 66.45 139.90 25.12 191.34
456 31.19 71.10 108.09 24.09 140.86
457 31.13 79.37 46.68 19.56 98.98
458 31.27 12.57 153.56 14.77 119.39
459 31.15 19.67 195.98 18.48 158.73
460 31.20 58.33 204.52 28.11 219.09
461 31.30 27.61 208.97 21.48 140.84
462 31.26 37.92 220.81 26.33 173.87
463 31.27 55.52 222.86 26.68 224.87
464 31.38 41.76 227.12 28.85 182.46
465 31.38 63.71 142.90 24.07 197.43
466 31.54 87.94 23.62 16.32 71.13
467 31.67 68.63 73.11 24.04 173.96
468 31.61 15.45 153.11 15.98 141.54
469 31.62 60.81 157.71 25.95 225.11
470 31.65 35.04 221.00 25.11 184.24
471 31.68 53.17 206.58 28.01 227.46
472 31.76 32.58 220.24 24.41 181.69
473 31.67 47.27 238.25 26.08 216.71
474 31.69 44.33 227.66 26.96 199.25
475 31.89 30.05 205.96 22.83 185.87
476 31.94 76.71 42.73 21.94 100.28
477 32.03 73.66 52.17 22.67 108.76
478 32.01 23.86 207.56 20.14 189.78
479 32.10 39.80 221.80 27.32 216.75
480 32.05 66.07 78.27 25.02 183.68
481 32.18 11.03 96.75 15.56 110.01
482 32.18 18.40 178.06 18.45 177.86
483 32.27 51.20 178.44 28.93 229.49
484 32.26 83.24 29.85 19.70 75.82
485 32.26 56.40 182.15 28.12 234.65
486 32.31 80.62 30.17 20.63 74.36
487 32.45 21.30 165.71 19.78 195.96
488 32.38 27.09 198.42 22.52 198.93
489 32.38 37.06 207.09 24.71 220.01
490 32.38 58.85 121.72 27.84 224.73
491 32.46 85.86 26.02 17.48 55.52
492 32.52 48.84 199.77 28.73 237.76
493 32.47 62.59 95.18 26.38 200.07
494 32.58 70.44 41.77 23.84 113.14
495 32.54 89.37 19.41 16.11 32.23
496 32.59 42.58 184.26 29.19 226.05
497 32.60 45.75 161.72 28.56 226.37
498 32.77 13.52 114.10 16.84 159.73
499 32.81 54.15 134.61 26.97 237.69
500 32.81 78.38 30.49 20.24 65.88
501 32.92 16.33 109.28 18.12 182.26
502 33.01 31.76 180.59 24.56 218.41
503 32.92 34.55 168.39 25.58 232.20
504 32.99 64.56 55.82 25.45 170.58
505 33.11 67.44 48.83 25.71 151.24
506 33.26 60.95 63.38 27.74 187.53
507 33.23 75.54 29.55 22.88 82.35
508 33.06 24.36 147.18 20.61 212.82
509 33.27 29.40 156.40 23.29 222.98
510 33.23 72.52 34.64 23.20 91.95
511 33.29 39.61 148.12 27.63 233.24
512 33.41 56.63 78.03 25.77 221.30
513 33.46 83.85 31.67 19.67 59.92
514 33.41 87.16 28.53 17.27 45.17
515 33.58 18.86 100.30 17.73 171.45
516 33.43 37.05 135.76 26.91 236.41
517 33.55 49.94 134.85 29.07 230.93
518 33.59 52.19 99.84 27.84 229.90
519 33.58 44.45 158.56 28.32 230.29
520 33.52 47.33 108.13 27.13 235.96
521 33.61 58.93 72.32 26.25 210.71
522 33.72 11.23 54.91 15.64 118.53
523 33.59 26.86 128.48 24.04 217.66
524 33.68 42.00 163.37 27.39 233.99
525 33.66 80.77 29.61 20.07 56.88
526 33.84 21.45 97.23 19.02 184.97
527 33.97 68.98 33.98 24.37 114.96
528 33.98 33.14 159.63 26.16 232.16
529 34.09 62.69 40.84 26.06 163.69
530 34.03 15.62 65.22 18.30 166.30
531 34.04 54.78 62.71 28.36 224.72
532 34.10 65.17 39.89 27.18 149.27
533 34.10 77.93 30.18 22.02 59.03
534 34.11 24.09 91.30 20.87 207.23
535 34.25 8.10 34.91 14.70 82.02
536 34.34 35.29 110.77 24.96 227.68
537 34.47 73.27 29.64 21.48 74.58
538 34.48 70.84 31.02 25.83 85.94
539 34.53 13.20 41.25 17.20 128.77
540 34.49 31.04 94.04 25.17 218.78
541 34.45 38.05 104.74 25.96 222.91
542 34.22 85.05 52.56 19.74 45.62
543 34.48 40.45 92.59 29.49 228.24
544 34.52 28.77 112.57 24.22 214.96
545 34.58 45.84 80.36 27.48 228.81
546 34.81 87.77 115.99 19.83 23.11
547 34.67 75.58 29.84 23.23 59.91
548 34.60 48.54 74.56 27.73 220.01
549 34.64 57.95 41.15 26.50 177.77
550 34.76 60.63 38.49 27.22 156.59
551 34.85 50.96 69.38 28.88 215.93
552 34.85 66.55 32.04 26.47 106.28
553 34.74 81.98 50.89 20.90 39.64
554 34.78 26.02 72.59 21.85 206.75
555 34.84 43.25 62.99 29.38 215.92
556 34.87 90.87 70.27 19.97 11.89
557 34.84 17.78 50.94 18.65 154.18
558 34.90 53.21 50.88 29.09 209.60
559 34.61 80.29 38.18 21.00 47.27
560 34.94 79.17 36.78 22.27 49.78
561 35.24 20.11 42.58 19.57 150.49
562 35.07 22.74 55.78 21.37 180.46
563 35.15 10.36 33.99 14.65 106.23
564 35.23 56.13 41.65 26.27 184.04
565 35.30 33.22 60.31 26.14 198.11
566 35.22 63.74 33.02 26.60 110.57
567 35.42 84.09 138.66 21.83 28.82
568 35.48 15.27 34.86 19.09 137.72
569 35.40 36.41 81.36 29.41 209.18
570 35.49 68.62 35.67 26.66 88.97
571 35.60 40.99 46.89 28.45 211.93
572 35.68 38.73 50.79 28.79 195.76
573 35.64 27.51 50.48 23.49 200.19
574 35.74 29.98 47.78 24.54 195.54
575 35.57 47.27 48.08 29.39 183.26
576 35.58 76.85 37.35 25.26 46.90
577 35.83 45.04 41.95 29.26 192.01
578 35.89 49.54 42.49 31.95 199.30
579 35.81 71.13 34.35 26.19 66.32
580 35.84 12.84 33.62 17.03 126.37
581 35.80 58.94 35.61 28.69 139.32
582 35.80 73.70 36.82 24.70 56.29
583 35.99 79.91 123.07 23.25 29.19
584 35.98 61.29 34.52 28.27 118.57
585 35.97 24.83 40.93 22.22 159.28
586 35.90 54.30 37.04 28.90 167.84
587 36.14 51.93 37.50 30.16 168.04
588 36.25 8.37 19.58 15.43 80.57
589 36.13 66.13 35.15 27.11 79.78
590 36.17 89.91 97.73 22.18 13.42
591 36.27 42.81 38.72 28.53 166.65
592 36.16 17.76 29.93 18.89 132.98
593 36.24 22.20 34.76 20.37 147.82
594 36.39 35.11 59.56 28.73 193.61
595 36.37 31.82 42.42 26.59 185.12
596 36.36 86.49 162.37 24.48 19.64
597 36.37 63.59 37.45 26.65 87.96
598 36.46 56.82 36.91 28.70 135.72
599 36.71 74.57 95.69 25.82 33.04
600 36.72 82.24 169.93 25.48 22.77
601 36.65 10.34 21.68 16.99 101.56
602 36.76 77.48 124.65 27.75 31.86
603 36.86 19.96 28.50 20.48 128.16
604 36.75 37.56 41.49 27.89 174.23
605 36.82 47.40 41.29 29.72 148.24
606 36.67 68.58 48.08 29.64 60.64
607 36.71 27.51 35.95 23.92 153.12
608 36.84 40.34 39.51 28.42 159.12
609 36.92 15.24 25.98 18.22 115.23
610 36.87 71.21 84.29 29.07 41.28
611 36.92 59.04 46.90 30.94 106.08
612 37.02 44.84 37.37 28.31 138.98
613 37.23 29.54 36.71 25.61 152.92
614 37.09 49.92 42.18 31.35 154.97
615 37.06 54.48 41.84 31.68 123.06
616 37.21 33.80 39.86 29.67 153.00
617 36.97 61.62 51.36 29.13 87.82
618 37.16 25.11 33.63 23.01 135.03
619 37.15 64.95 66.13 27.80 61.51
620 37.07 11.37 20.77 17.08 99.54
621 37.41 52.23 44.48 30.72 125.05
622 37.44 88.07 147.76 29.23 12.76
623 37.46 84.80 165.74 29.02 16.31
624 37.45 90.89 74.97 26.83 8.79
625 37.45 22.52 30.99 21.72 134.28
626 37.53 67.23 152.32 27.30 38.49
627 37.66 13.21 24.02 17.56 92.31
