#<Embryo name> <Cleavage cycle> <Temporal class> <Genes>
ca2 14A 5 even-skipped Kruppel giant
166 16.29 27.27 19.97 13.78 42.68
167 16.29 63.22 24.18 13.75 26.39
168 16.37 37.88 26.45 18.40 59.86
169 16.19 71.12 18.96 10.54 17.31
170 16.50 35.40 26.25 18.35 60.85
171 16.44 23.96 18.65 12.48 43.35
172 16.60 50.54 27.59 18.61 82.30
173 16.76 57.10 27.82 17.20 51.18
174 16.87 48.23 26.43 17.21 75.55
175 16.72 68.41 23.11 11.58 21.12
176 16.90 52.58 26.90 18.63 85.12
177 16.99 54.88 26.25 18.13 65.93
178 17.15 40.04 28.84 19.08 85.89
179 17.22 46.02 28.18 19.79 92.30
180 17.14 60.75 26.12 15.30 33.30
181 17.26 22.10 19.49 11.40 58.11
182 17.29 43.58 28.67 19.58 83.44
183 17.50 33.36 24.89 17.74 77.09
184 17.40 71.23 21.34 10.04 21.44
185 17.52 30.32 23.68 15.29 61.98
186 17.62 66.08 22.72 12.35 28.48
187 17.71 27.65 21.48 14.81 68.32
188 17.63 62.94 25.74 13.83 33.59
189 17.78 37.90 25.19 18.68 89.33
190 17.90 58.69 27.42 16.14 53.15
191 18.00 24.90 20.85 13.12 67.80
192 18.09 35.65 27.33 18.54 100.52
193 18.02 73.72 20.74 9.59 22.38
194 18.07 49.41 27.43 18.35 111.55
195 18.15 51.75 28.40 18.83 101.98
196 18.22 41.82 28.55 20.26 112.89
197 18.19 56.44 29.28 18.46 67.59
198 18.31 53.80 29.64 18.79 90.00
199 18.51 69.42 25.58 12.47 27.02
200 18.49 46.83 28.35 19.05 109.33
201 18.69 20.88 19.19 11.68 77.76
202 18.66 31.98 25.23 17.12 97.74
203 18.57 44.37 30.13 21.36 115.50
204 18.61 60.77 26.56 15.81 44.99
205 18.89 39.71 27.81 19.84 112.71
206 18.73 66.97 25.60 13.15 28.17
207 18.72 63.90 26.14 13.91 34.29
208 19.02 71.73 23.90 10.75 27.50
209 19.17 27.00 22.91 15.76 87.69
210 19.24 23.52 20.64 12.81 84.52
211 19.32 29.75 24.21 16.36 100.67
212 19.33 34.51 26.18 18.77 115.34
213 19.29 37.34 28.32 19.45 120.87
214 19.30 50.65 27.54 19.75 122.32
215 19.27 55.18 28.72 19.34 83.37
216 19.32 57.90 28.77 17.92 60.71
217 19.34 48.42 27.65 19.90 128.48
218 19.55 74.26 21.89 9.54 25.43
219 19.67 41.85 31.60 20.83 127.68
220 19.82 53.18 30.82 19.47 100.84
221 19.81 44.22 31.62 19.99 126.66
222 19.82 62.38 27.95 16.33 47.66
223 19.93 46.53 29.42 20.98 133.13
224 19.78 65.00 28.05 14.66 36.76
225 19.98 18.99 17.58 10.78 79.42
226 19.87 60.01 28.88 16.76 56.10
227 19.95 67.83 27.35 14.32 35.17
228 20.14 32.29 25.92 17.55 120.68
229 20.09 70.31 25.50 12.66 32.84
230 20.36 21.84 21.86 12.88 90.00
231 20.35 39.75 30.49 21.06 122.77
232 20.29 56.02 28.66 18.91 79.96
233 20.51 25.17 24.30 15.43 95.90
234 20.57 27.96 26.81 16.34 118.87
235 20.43 51.10 29.45 20.68 124.31
236 20.56 36.96 30.00 20.50 129.23
237 20.75 75.83 24.53 11.08 31.20
238 20.68 48.58 32.23 20.15 127.07
239 20.75 34.69 29.41 18.67 135.84
240 20.83 58.72 28.89 18.18 66.91
241 20.82 72.97 26.63 11.38 34.65
242 20.88 42.92 30.95 20.91 132.53
243 21.05 30.44 26.29 17.69 118.06
244 21.02 65.84 29.55 15.76 45.04
245 21.06 45.60 31.40 22.17 132.51
246 21.01 61.33 29.51 17.46 62.57
247 21.08 63.65 29.30 16.92 53.25
248 21.19 52.66 29.79 19.39 104.38
249 21.42 54.61 31.77 19.75 92.56
250 21.31 56.86 29.50 18.91 79.47
251 21.29 70.62 28.16 12.88 42.41
252 21.37 67.94 28.53 13.69 43.23
253 21.44 38.33 33.12 20.85 127.33
254 21.63 20.50 20.43 12.75 88.57
255 21.72 23.50 23.50 15.41 100.18
256 21.63 50.37 31.54 21.29 130.43
257 21.81 33.09 28.65 18.69 132.24
258 21.72 40.46 32.63 20.75 134.22
259 22.07 25.97 24.65 15.55 117.10
260 22.00 35.88 30.83 21.34 138.41
261 21.89 47.84 31.65 21.27 112.36
262 22.11 28.23 26.90 16.69 114.36
263 22.02 74.77 28.28 11.26 42.33
264 22.02 77.65 24.02 10.54 33.29
265 21.89 79.38 19.26 8.94 29.24
266 22.11 18.29 18.77 11.65 84.08
267 22.04 60.31 31.20 18.39 74.87
268 22.01 42.61 30.05 20.76 132.59
269 22.19 45.03 31.37 22.30 131.14
270 22.27 58.17 31.85 20.08 84.00
271 22.25 62.85 29.85 17.86 65.25
272 22.39 30.52 28.00 18.12 120.25
273 22.36 65.44 31.09 15.85 53.33
274 22.36 71.95 33.03 13.83 52.79
275 22.39 52.37 30.45 19.84 100.17
276 22.54 56.06 32.24 20.88 99.85
277 22.39 68.80 32.64 13.74 55.10
278 22.65 38.41 31.28 21.53 133.03
279 22.81 50.25 33.16 22.62 117.48
280 22.98 22.43 24.66 14.32 99.35
281 22.97 54.09 34.00 20.30 102.88
282 23.01 46.63 33.95 22.62 128.12
283 23.11 32.43 30.24 18.87 126.13
284 23.15 41.02 32.20 21.86 136.55
285 23.03 43.32 34.12 21.93 127.49
286 23.11 79.47 26.87 10.10 41.85
287 23.29 34.66 31.13 20.66 133.60
288 23.13 15.98 18.33 9.97 77.36
289 23.20 48.51 34.19 21.40 119.64
290 23.11 59.58 36.63 18.93 80.02
291 23.47 36.72 32.08 20.05 139.90
292 23.28 61.85 35.40 19.12 75.51
293 23.47 25.09 27.03 15.46 105.30
294 23.34 67.03 40.30 15.88 66.86
295 23.34 73.76 41.94 13.12 56.92
296 23.37 18.98 21.59 11.56 84.88
297 23.33 70.16 42.53 15.20 65.96
298 23.43 27.79 29.78 17.56 118.80
299 23.64 76.94 39.73 12.22 55.34
300 23.56 64.02 40.13 18.93 69.83
301 23.69 57.71 37.31 21.42 100.85
302 23.68 52.15 30.88 22.19 108.07
303 23.75 30.32 29.70 18.86 115.64
304 23.78 44.97 33.03 23.43 122.69
305 23.88 39.03 34.47 21.32 128.64
306 23.87 55.55 37.50 21.72 111.05
307 24.06 21.28 24.43 13.60 95.66
308 24.11 50.13 36.22 20.85 115.81
309 24.21 60.17 41.09 19.77 100.62
310 24.34 43.05 32.96 22.94 120.82
311 24.28 47.57 33.53 22.26 120.67
312 24.40 32.81 31.46 19.35 123.02
313 24.37 65.39 64.16 18.26 91.13
314 24.46 70.79 64.10 16.59 81.27
315 24.38 16.82 20.69 11.40 82.10
316 24.47 40.81 34.02 21.84 124.06
317 24.48 53.75 37.02 21.98 117.62
318 24.51 62.20 55.43 18.78 97.97
319 24.51 68.03 70.08 17.59 81.67
320 24.66 80.21 41.11 11.31 55.12
321 24.85 23.58 28.39 15.97 99.35
322 24.61 27.96 28.16 18.09 108.47
323 24.75 35.13 33.90 20.39 125.42
324 24.81 37.32 33.43 21.28 126.11
325 24.95 25.88 28.16 16.10 102.22
326 24.72 19.02 24.07 12.50 86.05
327 24.82 45.53 37.73 23.12 123.93
328 25.03 75.25 72.20 13.34 79.14
329 24.86 56.88 48.89 21.98 120.94
330 24.91 30.32 32.08 18.89 122.30
331 25.12 77.93 66.92 12.99 84.70
332 25.10 51.56 40.97 21.88 130.52
333 25.02 58.95 52.60 21.16 122.31
334 25.16 49.34 38.08 21.80 126.42
335 25.00 73.02 74.00 13.89 71.24
336 25.28 14.40 23.73 9.94 72.74
337 25.13 20.02 26.53 12.67 85.05
338 25.38 39.18 36.15 23.61 130.96
339 25.46 63.36 104.49 20.15 121.13
340 25.52 55.38 50.41 21.26 133.03
341 25.43 41.83 35.92 22.66 121.14
342 25.41 47.12 38.33 22.09 135.83
343 25.55 66.04 119.10 18.58 103.60
344 25.56 33.26 34.64 21.59 126.34
345 25.67 43.98 37.72 24.09 129.72
346 25.69 60.88 93.21 22.68 143.41
347 25.65 53.41 47.32 20.40 128.40
348 25.60 17.07 27.61 11.57 89.25
349 25.78 21.80 30.51 14.37 98.92
350 25.74 68.59 132.09 17.81 111.17
351 25.84 71.02 120.10 16.99 106.39
352 25.88 31.15 33.66 20.03 118.15
353 25.91 28.40 31.80 19.40 113.01
354 26.02 36.94 35.74 21.81 127.78
355 26.16 81.63 67.47 11.82 69.18
356 26.08 58.34 84.31 22.70 146.97
357 26.19 25.66 34.43 16.70 101.92
358 26.23 34.78 35.39 21.93 127.94
359 26.29 45.61 44.10 24.92 144.11
360 26.29 50.20 50.47 22.10 136.98
361 26.38 73.04 133.03 15.68 109.01
362 26.45 79.13 85.33 12.60 82.93
363 26.31 19.30 34.84 13.94 95.17
364 26.38 40.33 39.15 24.97 131.39
365 26.28 48.14 42.45 23.05 131.42
366 26.32 76.27 108.34 13.76 92.87
367 26.48 52.04 57.03 22.56 150.10
368 26.48 64.50 178.03 20.71 126.67
369 26.57 42.35 43.50 24.88 138.71
370 26.66 56.43 90.01 23.48 168.81
371 26.71 23.82 40.51 16.13 113.91
372 26.79 62.13 178.36 22.58 156.92
373 26.65 16.32 48.78 13.55 114.78
374 26.84 32.47 38.49 21.64 127.12
375 26.73 54.33 78.63 22.59 158.29
376 26.92 30.04 40.88 20.12 130.67
377 26.96 38.52 43.37 23.22 137.02
378 27.05 60.04 167.61 22.37 149.47
379 27.15 66.32 197.54 21.10 137.76
380 26.98 68.68 182.41 19.41 135.51
381 27.10 27.56 43.76 19.29 118.64
382 27.16 21.22 45.88 15.15 99.65
383 27.13 36.33 45.29 23.18 144.53
384 27.24 43.70 51.32 25.13 155.73
385 27.20 46.07 52.39 23.89 145.54
386 27.25 48.61 61.14 25.28 162.36
387 27.44 70.72 183.68 18.23 136.96
388 27.35 74.44 152.26 16.30 116.90
389 27.32 13.45 72.29 10.97 94.03
390 27.44 58.16 177.40 22.58 161.85
391 27.53 50.76 74.15 23.43 169.21
392 27.51 34.12 47.39 23.00 146.05
393 27.61 82.06 74.17 12.45 76.67
394 27.56 40.75 55.77 23.92 146.66
395 27.76 77.01 127.95 13.80 109.37
396 27.72 18.58 74.67 13.67 109.37
397 27.62 52.81 112.94 24.09 190.16
398 27.65 63.80 206.96 22.34 165.89
399 27.81 25.60 58.05 17.28 129.44
400 28.03 79.59 102.44 14.02 99.03
401 28.00 15.82 100.16 12.11 102.32
402 27.92 23.15 67.11 16.28 120.16
403 28.03 54.60 168.86 26.09 193.32
404 28.01 31.67 56.32 22.28 150.04
405 28.04 56.46 185.62 24.03 176.75
406 27.98 29.49 55.78 20.97 141.34
407 28.09 46.98 85.08 26.63 177.50
408 28.16 61.18 216.81 24.55 176.64
409 28.20 72.45 174.17 17.58 129.87
410 28.08 38.26 68.22 23.34 158.31
411 28.18 35.96 66.85 24.90 165.90
412 28.21 44.67 87.50 24.80 184.57
413 28.27 67.66 192.94 21.56 151.58
414 28.40 42.39 87.70 24.54 186.94
415 28.23 49.27 112.67 25.96 189.82
416 28.53 27.64 78.69 20.01 165.19
417 28.51 84.04 56.77 12.39 55.70
418 28.57 59.06 219.52 25.80 182.11
419 28.53 65.09 194.01 22.85 167.19
420 28.59 21.04 92.23 15.17 122.42
421 28.40 12.94 94.82 10.06 116.88
422 28.66 33.44 73.48 23.68 160.97
423 28.71 69.90 179.04 20.14 155.55
424 28.69 74.69 139.67 17.32 131.70
425 28.76 40.12 89.56 24.01 179.03
426 28.80 62.79 215.84 24.25 182.52
427 28.83 52.77 162.17 24.84 193.03
428 28.87 14.08 120.49 11.42 97.00
429 29.01 50.73 168.09 26.86 195.54
430 29.06 17.77 127.41 13.57 118.35
431 29.09 23.83 123.72 18.01 144.09
432 29.20 80.77 73.40 13.74 88.55
433 29.27 26.04 127.72 20.44 167.32
434 29.16 29.50 104.88 21.29 158.91
435 29.17 37.45 105.74 24.90 164.74
436 29.13 46.04 150.87 25.52 193.98
437 29.20 77.15 103.58 15.56 119.67
438 29.20 35.05 100.96 24.14 165.98
439 29.20 48.44 178.96 26.83 202.97
440 29.19 57.19 208.00 25.20 198.08
441 29.22 54.90 196.66 25.66 203.21
442 29.29 31.57 105.83 22.91 173.26
443 29.37 43.64 155.46 25.99 204.28
444 29.43 60.33 215.72 25.42 190.00
445 29.37 66.43 156.72 23.07 173.52
446 29.37 71.93 155.78 18.54 138.15
447 29.66 11.88 128.61 10.75 108.92
448 29.76 20.10 154.56 15.17 136.69
449 29.79 41.44 172.99 25.23 200.77
450 29.66 68.65 151.40 22.72 166.03
451 29.92 14.94 143.46 11.52 126.30
452 29.96 83.05 56.56 13.34 63.88
453 29.90 39.21 167.95 24.79 200.40
454 29.80 62.68 179.81 24.81 191.03
455 29.91 74.31 114.39 17.81 140.61
456 30.09 27.83 174.60 22.19 169.79
457 30.10 64.81 135.41 24.70 187.28
458 30.18 33.25 165.30 24.78 174.88
459 30.03 51.76 191.92 28.22 227.54
460 30.26 22.58 178.06 17.73 153.30
461 30.11 58.57 199.53 26.92 197.35
462 30.12 47.25 212.46 26.80 209.11
463 30.12 55.94 190.37 25.58 217.43
464 30.24 78.09 79.41 16.50 100.35
465 30.17 35.74 155.90 27.07 187.18
466 30.19 53.68 184.64 26.48 216.16
467 30.28 45.11 199.20 26.59 210.17
468 30.34 49.78 203.09 28.15 206.44
469 30.38 24.95 186.09 20.55 175.66
470 30.32 30.50 178.24 23.74 169.62
471 30.52 61.07 158.78 26.97 192.40
472 30.51 71.77 113.34 22.14 157.23
473 30.76 85.29 46.02 13.33 41.54
474 30.80 80.37 65.82 15.17 78.17
475 30.65 43.21 195.92 26.78 201.17
476 30.62 67.01 111.28 23.06 185.07
477 30.76 37.54 205.61 25.33 194.38
478 30.75 69.51 107.19 22.41 161.51
479 30.68 18.37 159.78 13.54 111.76
480 30.89 75.37 87.31 17.94 117.73
481 31.17 87.75 28.19 13.27 20.37
482 30.93 12.60 131.65 11.56 119.18
483 30.95 63.19 122.24 26.02 197.49
484 30.97 39.69 207.64 26.02 198.37
485 31.01 57.19 143.64 25.44 219.30
486 31.09 20.79 178.26 17.12 147.51
487 31.02 48.14 210.40 28.64 213.13
488 31.18 29.03 204.45 24.60 188.25
489 31.24 31.59 193.79 25.41 176.90
490 31.27 41.68 200.50 26.00 215.12
491 31.12 51.95 168.67 28.12 220.75
492 31.16 54.68 156.55 29.02 221.92
493 31.23 26.35 201.78 21.04 176.43
494 31.26 59.42 133.62 28.68 210.00
495 31.34 15.79 137.59 13.33 125.41
496 31.25 35.63 196.44 27.00 191.10
497 31.34 45.53 184.09 28.09 209.41
498 31.42 65.48 89.71 24.83 179.10
499 31.59 33.65 183.14 25.74 182.14
500 31.66 82.62 55.58 15.39 49.62
501 31.56 73.06 82.43 21.84 134.89
502 31.57 23.53 186.02 19.56 172.80
503 31.70 77.55 71.41 18.45 87.51
504 31.70 9.42 94.37 11.19 102.79
505 31.74 49.91 161.32 28.22 211.06
506 31.79 61.41 93.51 27.33 191.96
507 31.74 10.92 95.50 10.62 108.41
508 31.91 18.84 150.59 15.88 148.45
509 31.78 67.97 87.92 24.33 165.21
510 31.86 70.61 82.50 24.92 143.95
511 32.04 37.93 199.78 28.47 204.53
512 32.03 43.34 164.51 28.96 215.96
513 31.94 47.54 162.26 27.43 224.64
514 31.99 53.30 122.48 29.05 221.38
515 32.03 56.04 118.61 28.08 219.84
516 32.18 27.49 192.72 22.06 179.08
517 32.08 40.23 191.14 27.16 202.70
518 32.29 85.20 54.82 15.50 31.11
519 32.16 13.49 114.75 12.76 123.41
520 32.11 63.65 77.13 26.41 174.16
521 32.27 58.22 96.73 28.75 206.91
522 32.44 24.90 169.03 20.93 174.68
523 32.29 29.70 198.05 24.46 191.14
524 32.44 75.01 73.46 21.31 108.17
525 32.28 21.71 149.08 18.06 170.17
526 32.38 79.82 66.05 17.62 60.62
527 32.41 31.72 181.52 25.57 186.87
528 32.32 35.86 191.48 27.80 204.63
529 32.45 45.76 120.37 28.28 226.12
530 32.50 51.49 103.24 28.27 214.31
531 32.64 16.64 117.54 14.64 150.98
532 32.73 60.21 81.46 28.40 193.15
533 32.71 65.48 66.23 27.99 148.96
534 32.75 33.83 175.75 27.50 193.55
535 32.94 72.48 70.37 24.91 109.37
536 32.88 67.87 66.08 25.45 134.60
537 32.97 11.49 76.79 11.99 111.30
538 32.88 48.48 107.18 30.24 217.68
539 33.06 41.95 125.07 29.24 214.09
540 32.96 54.62 81.92 28.58 206.66
541 33.07 70.24 66.04 24.21 116.46
542 33.03 62.49 62.97 27.76 163.69
543 33.07 19.76 116.50 17.21 164.46
544 33.14 39.72 144.54 28.52 211.95
545 33.22 82.09 68.48 17.82 40.58
546 33.19 56.97 73.60 29.92 196.45
547 33.28 76.77 73.23 21.00 69.10
548 33.27 26.44 131.39 21.82 184.64
549 33.26 37.52 137.97 29.12 206.83
550 33.23 44.18 95.08 27.11 212.44
551 33.26 28.56 144.29 24.27 193.55
552 33.32 22.71 114.10 20.66 175.22
553 33.45 14.53 78.20 13.80 123.70
554 33.51 50.29 74.72 30.41 204.52
555 33.54 30.51 132.03 26.01 193.87
556 33.45 35.25 141.32 26.46 205.39
557 33.52 52.41 68.67 28.77 198.70
558 33.65 46.29 82.10 30.48 209.35
559 33.62 58.98 67.05 29.58 180.54
560 33.62 84.60 83.82 17.91 25.81
561 33.72 32.48 128.51 27.14 185.11
562 33.83 9.65 45.90 11.84 90.44
563 33.84 64.28 57.63 28.58 130.04
564 33.84 66.50 62.99 29.24 119.43
565 33.76 79.35 91.72 19.87 46.53
566 33.82 17.61 80.34 15.68 139.92
567 34.02 73.97 79.81 23.73 70.51
568 34.00 24.76 95.54 23.31 181.33
569 34.43 89.91 48.96 18.52 7.44
570 33.98 61.39 62.72 29.55 158.05
571 34.11 87.02 85.06 21.19 15.33
572 34.13 68.66 67.33 30.09 95.58
573 34.10 48.07 65.26 29.79 193.76
574 34.10 54.11 71.80 30.37 198.25
575 34.25 20.39 78.78 18.84 155.75
576 34.21 55.94 62.51 30.39 183.59
577 34.20 41.62 84.49 31.51 194.50
578 34.27 27.98 91.51 24.75 184.48
579 34.19 39.20 89.85 29.19 200.68
580 34.32 71.05 73.34 28.08 79.01
581 34.42 12.59 50.73 13.18 98.65
582 34.39 36.20 97.50 28.82 198.14
583 34.33 44.16 72.37 28.94 196.16
584 34.47 33.96 91.07 29.12 192.72
585 34.61 22.49 77.42 21.19 162.85
586 34.65 57.72 66.11 32.41 154.77
587 34.67 77.40 123.09 22.62 38.14
588 34.68 15.53 56.13 14.80 112.25
589 34.71 52.00 65.11 31.88 182.14
590 34.83 80.84 130.54 22.38 28.17
591 34.77 30.20 84.80 25.92 173.54
592 34.72 49.92 60.59 33.11 171.97
593 34.72 59.81 60.49 32.32 146.42
594 34.77 63.08 63.06 31.40 117.12
595 34.93 26.29 76.85 23.69 165.82
596 34.86 84.07 126.26 21.61 20.12
597 34.99 65.84 71.99 32.57 88.80
598 35.14 32.20 76.89 27.42 172.30
599 35.03 37.89 81.57 32.19 191.84
600 35.09 8.50 32.51 11.24 67.96
601 35.06 18.10 57.08 15.90 121.47
602 35.28 45.53 64.69 31.27 170.04
603 35.29 75.12 148.23 27.52 42.29
604 35.21 47.92 59.47 33.40 159.51
605 35.31 72.73 115.03 30.66 57.32
606 35.32 24.20 63.96 22.49 146.54
607 35.30 40.35 64.83 30.20 170.83
608 35.27 53.97 63.98 30.40 153.95
609 35.35 68.02 81.30 32.64 66.75
610 35.30 42.83 66.12 32.41 173.44
611 35.50 11.31 38.78 13.16 78.61
612 35.48 28.27 60.95 25.23 148.96
613 35.51 61.36 70.34 32.85 104.23
614 35.47 34.69 71.40 28.29 173.62
615 35.49 55.99 66.16 33.35 134.32
616 35.56 70.51 120.41 31.24 54.02
617 35.57 86.92 108.26 26.10 12.40
618 35.81 20.34 49.28 20.35 114.98
619 35.83 14.63 39.37 14.35 82.88
620 35.75 58.68 76.73 32.78 101.08
621 35.79 50.47 64.81 34.34 131.26
622 35.80 64.13 82.31 32.93 80.39
623 35.95 36.80 70.25 31.03 154.45
624 35.97 77.70 170.06 29.83 27.04
625 36.07 22.56 55.18 21.94 124.65
626 36.15 30.64 66.88 27.06 139.31
627 36.11 52.75 71.53 34.82 122.06
