#<Embryo name> <Cleavage cycle> <Temporal class> <Genes>
ca8 14A 2 even-skipped Kruppel giant

#Quantitative data
#<Nucleus number> <A-P coordinate> <D-V coordinate> <Fluorescence intensity: channel 1 - eve, channel 2 - Kr, channel 3 - gt>
0 1.73 46.46 13.73 8.93 7.73
1 2.10 47.74 14.79 9.75 8.60
2 2.37 44.99 15.63 10.18 8.02
3 2.67 51.30 15.26 8.76 8.42
4 2.63 46.67 15.43 10.61 9.39
5 2.83 47.83 16.50 9.39 8.17
6 3.18 41.09 15.40 9.79 8.60
7 3.20 49.58 16.24 11.22 9.20
8 3.58 53.49 15.62 11.41 8.46
9 3.33 47.90 18.09 9.91 8.73
10 4.01 48.93 18.28 10.78 11.26
11 3.76 40.48 17.10 10.90 8.30
12 4.12 47.42 17.93 11.56 10.44
13 3.79 46.48 18.67 11.56 11.44
14 3.93 51.45 16.76 12.02 9.53
15 4.18 42.09 17.57 11.36 10.43
16 4.04 44.93 18.29 12.12 10.10
17 4.35 57.52 15.44 10.67 9.24
18 4.08 54.52 18.14 11.86 9.86
19 4.57 55.55 18.18 12.09 10.11
20 4.63 36.46 14.79 10.96 9.00
21 4.41 52.90 17.67 10.33 11.25
22 4.68 51.57 18.75 12.39 10.89
23 5.07 45.40 20.70 11.93 12.16
24 5.06 39.75 18.03 12.05 10.64
25 5.03 49.60 20.74 12.00 11.62
26 4.80 52.55 20.86 9.71 13.14
27 4.91 42.98 19.60 11.10 10.00
28 5.64 42.54 20.69 12.59 11.39
29 5.37 53.85 20.58 12.89 13.19
30 5.45 56.23 18.92 13.03 10.87
31 5.74 51.51 20.47 12.78 12.25
32 5.68 48.52 22.42 12.75 11.25
33 6.19 47.28 21.06 13.74 13.32
34 6.00 57.45 18.68 12.21 12.39
35 6.79 40.60 21.77 12.93 13.14
36 6.18 59.31 18.52 13.74 11.98
37 5.87 44.77 20.50 17.50 10.50
38 6.76 44.73 22.95 14.65 13.40
39 6.78 49.71 22.44 16.00 14.77
40 6.71 57.77 19.72 15.09 12.15
41 6.76 42.54 22.27 16.33 12.97
42 6.90 47.90 21.68 13.89 14.68
43 7.07 52.38 21.73 14.45 13.67
44 7.07 61.39 18.65 13.17 12.10
45 7.30 35.02 19.53 12.51 10.63
46 7.60 54.65 21.71 15.41 14.42
47 7.62 49.50 22.48 13.67 14.65
48 7.88 36.42 21.09 12.42 13.51
49 8.06 38.47 22.53 13.57 14.71
50 8.09 45.40 24.28 15.97 14.69
51 8.00 59.09 20.31 14.39 16.07
52 8.22 31.80 18.73 11.21 12.95
53 8.17 56.27 22.46 13.17 15.51
54 8.31 43.36 23.84 13.46 15.32
55 8.23 52.52 24.00 17.29 16.79
56 8.12 50.83 26.04 16.12 14.88
57 8.29 33.82 20.81 12.40 13.65
58 8.59 35.03 21.10 13.29 15.47
59 8.57 49.71 26.02 16.27 16.51
60 8.48 46.43 23.82 15.36 16.55
61 8.79 60.37 23.40 15.34 16.45
62 8.94 64.42 20.28 14.33 16.12
63 9.20 56.74 24.16 17.17 19.53
64 9.19 62.47 22.55 15.75 18.21
65 9.10 37.59 25.33 13.92 18.83
66 9.29 44.25 25.02 15.78 16.40
67 9.17 35.31 21.36 14.00 13.93
68 9.30 40.08 24.13 17.39 18.35
69 9.48 51.10 25.22 16.92 18.53
70 9.61 46.88 26.62 17.41 19.08
71 9.36 54.33 24.77 15.70 17.65
72 9.90 59.40 24.66 15.12 19.83
73 9.78 32.81 22.00 14.12 17.90
74 9.76 53.00 25.62 17.46 18.75
75 9.70 61.24 22.89 14.61 17.22
76 10.07 34.76 23.36 14.06 18.57
77 9.96 41.79 26.84 18.13 20.04
78 10.07 57.42 25.11 16.14 20.16
79 10.23 64.10 21.92 15.58 24.20
80 10.49 45.93 27.22 17.03 18.81
81 10.86 54.50 27.08 18.86 24.50
82 10.58 27.70 18.88 11.76 15.33
83 10.88 39.12 23.67 15.80 21.64
84 10.79 61.74 25.86 17.46 22.85
85 10.74 56.66 27.05 17.47 21.66
86 10.51 42.36 28.33 16.17 19.83
87 10.94 51.55 27.08 17.94 25.25
88 10.82 49.65 25.19 17.81 20.23
89 11.11 66.49 21.46 16.20 27.27
90 11.00 41.43 25.47 17.83 24.01
91 11.48 59.27 26.63 17.76 27.36
92 11.30 31.82 21.50 14.08 25.17
93 11.72 28.88 20.95 13.30 22.70
94 11.72 48.27 28.97 21.09 28.21
95 11.51 52.81 27.06 21.32 29.45
96 11.70 57.11 27.19 18.08 28.06
97 11.80 43.57 28.29 18.59 27.83
98 11.94 50.38 28.82 19.22 28.00
99 11.86 63.83 24.18 17.23 32.12
100 11.71 25.73 18.30 11.05 24.09
101 11.95 45.95 27.60 18.21 27.20
102 12.02 61.51 27.77 18.24 33.83
103 12.15 55.28 30.01 17.32 30.09
104 12.37 33.84 23.28 16.58 28.22
105 12.42 39.16 27.13 17.98 28.78
106 12.28 68.27 22.20 16.35 37.66
107 12.16 53.04 29.51 20.15 29.49
108 12.49 36.48 25.28 16.85 26.61
109 12.36 25.33 19.52 10.85 25.82
110 12.60 41.52 25.32 18.49 31.09
111 12.80 31.12 23.49 15.38 27.96
112 12.81 65.79 26.06 17.60 41.61
113 13.06 57.40 29.14 19.01 36.98
114 13.09 27.48 22.14 13.15 31.58
115 12.99 59.52 29.75 18.79 38.67
116 13.08 44.63 30.03 19.54 36.15
117 13.15 47.80 30.47 21.17 41.73
118 13.09 52.58 30.97 19.89 38.34
119 13.28 50.20 29.90 20.81 38.99
120 13.28 62.72 26.30 18.29 40.20
121 13.25 70.51 23.15 15.61 47.14
122 13.45 55.32 31.91 21.30 42.49
123 13.49 24.82 21.61 11.93 32.73
124 13.65 34.39 26.10 18.11 36.77
125 13.77 42.48 29.29 21.29 44.20
126 13.69 37.23 28.72 18.62 35.22
127 13.88 39.76 32.29 19.91 44.18
128 13.94 67.92 26.21 17.64 52.33
129 13.98 46.22 30.97 21.37 44.27
130 14.07 30.25 26.46 16.33 44.80
131 14.16 60.00 30.64 20.36 51.59
132 14.22 64.82 30.16 18.32 52.75
133 14.24 53.20 32.61 23.06 49.94
134 14.47 32.64 26.21 17.48 48.59
135 14.42 49.56 30.33 22.88 52.67
136 14.63 27.73 25.96 15.19 46.44
137 14.75 62.12 31.48 21.60 59.34
138 14.90 57.93 32.35 20.21 58.63
139 14.77 21.89 21.09 12.16 44.53
140 14.90 44.56 30.85 22.61 65.50
141 14.71 55.47 33.26 21.24 57.60
142 14.79 37.01 28.96 19.32 48.68
143 14.90 24.80 22.87 13.64 45.39
144 14.85 70.39 27.86 17.24 64.07
145 15.12 47.22 32.44 22.60 55.91
146 14.99 35.04 30.02 17.72 52.74
147 15.05 41.85 30.11 22.20 59.66
148 15.22 39.27 30.58 21.10 61.38
149 15.26 51.64 33.92 23.89 66.62
150 15.29 66.77 30.30 18.48 61.43
151 15.39 73.94 22.28 15.53 50.95
152 15.55 31.21 29.66 17.58 58.85
153 15.58 63.85 32.97 20.23 64.90
154 15.69 60.01 32.68 21.78 68.06
155 15.57 34.42 28.80 17.96 56.22
156 15.81 53.75 33.31 23.56 69.71
157 15.82 49.46 34.67 24.35 67.20
158 15.83 56.06 35.33 23.91 75.90
159 16.08 28.81 28.09 16.60 62.66
160 16.04 69.17 33.46 19.24 73.74
161 16.12 25.96 26.12 15.06 62.54
162 16.23 71.59 28.95 18.23 68.62
163 16.10 21.65 21.88 12.34 56.71
164 16.17 37.09 33.10 21.59 71.58
165 16.22 43.03 32.21 23.21 74.40
