#<Embryo name> <Cleavage cycle> <Temporal class> <Genes>
ca6 14A 6 even-skipped Kruppel giant
166 17.85 29.99 25.71 17.21 132.50
167 17.76 47.81 27.96 22.53 145.77
168 17.92 27.19 24.78 16.41 130.42
169 17.85 71.02 19.56 15.78 32.44
170 17.82 65.70 21.31 17.87 38.84
171 18.04 41.44 29.68 20.30 164.20
172 18.02 52.20 26.89 21.17 114.75
173 17.96 61.11 24.43 19.38 51.45
174 18.10 56.86 24.75 20.15 67.33
175 18.13 24.18 22.03 16.43 123.13
176 18.17 76.10 18.05 13.66 26.21
177 18.16 45.04 26.38 20.89 153.61
178 18.30 21.20 22.20 14.26 109.66
179 18.25 68.16 21.63 16.45 40.38
180 18.44 32.57 26.62 18.99 140.16
181 18.45 38.93 28.74 20.94 156.13
182 18.55 63.36 23.78 19.25 46.51
183 18.56 18.40 20.68 12.51 98.34
184 18.55 35.49 25.32 19.46 146.10
185 18.58 49.87 27.61 21.08 125.40
186 18.73 73.23 19.42 14.72 31.06
187 18.87 58.87 24.41 21.26 61.04
188 18.90 54.30 25.54 20.45 88.73
189 19.05 47.08 27.36 21.22 137.54
190 19.19 65.63 21.63 19.61 48.46
191 19.10 70.16 22.49 17.25 42.12
192 19.27 25.83 24.39 16.33 126.42
193 19.22 29.07 27.03 17.75 138.51
194 19.29 44.30 28.47 21.97 152.44
195 19.40 61.11 24.37 20.30 52.52
196 19.39 41.65 30.23 22.70 153.20
197 19.58 36.98 27.47 19.58 144.47
198 19.49 51.95 28.12 22.24 105.51
199 19.45 56.56 26.55 21.49 72.38
200 19.46 76.03 20.78 14.48 34.85
201 19.62 22.82 22.99 15.74 122.11
202 19.73 31.84 27.05 19.34 136.07
203 19.75 16.70 19.32 12.03 90.21
204 19.68 67.76 23.42 18.03 48.84
205 19.93 19.90 22.13 13.48 109.42
206 19.93 34.47 26.47 19.98 137.06
207 20.00 39.21 27.71 20.11 136.32
208 19.83 49.41 27.38 21.60 112.92
209 19.92 63.30 23.73 19.21 54.89
210 19.92 71.92 22.91 17.11 42.24
211 20.24 54.04 28.24 22.18 83.11
212 20.24 58.89 26.14 20.32 65.68
213 20.27 74.47 22.41 15.71 46.10
214 20.43 46.21 27.13 22.21 124.98
215 20.51 27.09 26.70 16.44 126.22
216 20.50 43.86 27.71 21.35 137.91
217 20.59 29.82 24.77 18.43 124.70
218 20.69 69.73 25.38 17.49 52.77
219 20.81 24.36 24.93 16.06 113.45
220 20.63 56.32 25.54 21.30 77.81
221 20.74 64.87 25.63 20.17 62.57
222 20.79 41.33 28.29 22.69 135.89
223 21.04 15.45 18.55 12.78 82.11
224 20.78 61.40 26.36 20.18 65.76
225 20.80 48.52 28.99 22.14 103.18
226 20.88 51.87 30.33 23.46 96.69
227 20.89 67.15 26.88 19.36 60.54
228 20.84 77.82 22.44 14.30 45.46
229 21.00 36.56 27.86 21.60 128.43
230 21.14 21.57 24.38 14.86 98.62
231 21.12 33.11 25.63 19.92 123.14
232 21.28 18.23 23.07 14.08 94.50
233 21.11 72.36 29.24 16.95 55.51
234 21.40 39.11 27.46 22.73 121.19
235 21.52 58.86 27.88 21.04 75.27
236 21.51 75.00 29.11 16.07 58.60
237 21.65 54.14 29.27 21.25 83.20
238 21.73 50.10 29.21 23.53 98.14
239 21.67 43.05 29.95 22.54 116.81
240 21.65 56.51 27.45 21.27 81.17
241 21.80 63.26 29.35 20.67 76.45
242 21.89 28.16 25.74 18.49 114.51
243 21.87 30.77 25.88 18.61 113.69
244 21.80 47.57 28.00 24.78 103.00
245 22.04 45.28 27.46 22.52 106.16
246 21.86 68.41 33.90 20.32 69.34
247 22.07 35.04 30.10 20.75 123.00
248 21.96 60.95 29.76 20.76 81.29
249 22.07 25.42 25.04 17.17 104.94
250 22.04 65.76 32.37 19.63 73.86
251 22.11 70.89 37.10 17.74 76.15
252 22.10 77.35 37.23 15.92 68.03
253 22.36 51.95 29.93 21.93 94.48
254 22.44 14.24 19.57 12.86 71.50
255 22.43 20.00 23.24 15.26 91.54
256 22.45 40.61 28.00 22.85 113.35
257 22.49 22.73 24.66 17.08 96.52
258 22.45 37.91 27.66 21.54 113.27
259 22.56 73.18 50.29 18.57 81.22
260 22.74 17.22 22.46 14.11 86.04
261 22.71 32.57 27.87 21.08 105.08
262 22.63 57.06 30.93 22.68 92.48
263 22.87 42.94 29.71 22.68 103.26
264 22.88 59.48 34.38 23.47 88.77
265 22.92 53.87 30.91 23.32 92.62
266 22.85 47.57 29.38 23.38 98.79
267 23.08 75.48 81.57 16.73 86.33
268 23.00 69.03 60.76 19.54 92.94
269 23.14 50.01 32.50 22.75 95.37
270 23.08 62.03 37.05 22.61 92.34
271 23.21 81.25 42.09 13.87 77.99
272 23.27 26.98 27.37 18.29 99.24
273 23.24 29.42 28.89 20.63 101.35
274 23.21 64.29 47.71 22.03 101.37
275 23.22 66.63 59.40 20.12 93.08
276 23.20 36.07 29.08 22.25 110.98
277 23.21 78.37 64.03 16.26 94.26
278 23.40 45.20 29.11 23.11 94.68
279 23.59 24.53 25.67 17.22 94.51
280 23.57 71.16 102.44 20.26 103.93
281 23.55 55.79 37.27 23.63 108.67
282 23.79 33.69 28.79 20.93 104.48
283 23.71 40.84 30.76 22.83 108.16
284 23.80 13.50 19.77 12.41 60.14
285 23.80 38.36 30.23 21.90 101.27
286 23.79 19.33 27.38 14.88 80.90
287 23.94 22.14 27.47 16.85 90.57
288 23.83 58.12 41.84 24.61 111.83
289 24.06 16.21 23.06 14.01 79.27
290 24.07 31.09 29.67 20.81 102.93
291 23.87 47.84 30.33 23.66 104.14
292 24.03 51.70 34.04 24.61 104.10
293 24.14 73.51 128.12 18.72 107.92
294 24.03 60.52 51.99 23.47 112.36
295 24.14 53.87 38.45 23.91 112.02
296 24.27 42.91 32.25 23.22 109.66
297 24.22 68.24 122.74 23.39 108.34
298 24.39 63.13 87.61 23.20 121.08
299 24.39 76.46 129.28 18.31 114.94
300 24.35 79.35 90.94 16.48 120.80
301 24.50 35.55 30.98 20.89 102.59
302 24.61 65.72 121.89 22.20 115.76
303 24.52 27.96 31.30 20.36 99.26
304 24.59 49.69 36.37 25.81 117.24
305 24.47 45.41 33.49 23.51 111.59
306 24.68 82.11 63.17 14.14 88.47
307 24.68 56.50 54.21 26.45 130.30
308 24.77 25.40 32.15 19.48 98.78
309 24.85 71.05 170.65 20.89 118.34
310 24.93 39.81 33.14 24.11 104.45
311 24.97 21.03 29.16 17.49 89.90
312 24.98 37.55 32.71 23.02 110.05
313 25.17 12.68 22.61 12.88 65.11
314 25.13 18.33 28.98 15.57 84.56
315 25.05 58.87 80.03 24.71 140.24
316 24.98 32.74 30.26 21.16 97.26
317 25.01 47.34 36.26 25.59 114.00
318 25.14 61.19 139.54 24.84 130.42
319 25.32 15.37 27.30 14.25 82.25
320 25.30 29.64 31.84 20.12 95.86
321 25.21 54.37 56.19 23.24 137.06
322 25.33 52.09 47.10 23.96 134.31
323 25.46 41.76 35.35 24.25 109.62
324 25.41 43.92 35.85 24.29 106.26
325 25.55 23.76 31.42 18.51 97.48
326 25.41 68.65 174.01 22.14 139.46
327 25.39 74.40 165.31 20.75 132.01
328 25.53 80.17 92.55 16.78 123.75
329 25.63 64.24 163.02 24.46 153.20
330 25.75 77.11 135.83 18.43 122.87
331 25.77 50.13 46.54 25.24 130.22
332 25.85 26.72 33.63 20.17 96.77
333 25.79 35.91 33.69 23.03 105.96
334 25.94 83.46 55.96 14.84 91.35
335 25.87 56.61 141.75 24.82 141.76
336 25.95 45.62 38.46 24.43 122.68
337 25.99 48.01 45.90 24.10 128.56
338 26.00 33.72 36.11 23.05 115.03
339 26.00 71.76 182.63 22.45 143.28
340 26.10 31.36 37.31 21.15 109.72
341 26.19 67.02 200.17 24.96 157.98
342 26.09 38.52 36.51 23.93 110.91
343 26.14 21.22 39.96 18.25 101.73
344 26.20 61.57 192.24 24.32 154.07
345 26.29 59.04 189.87 24.38 151.69
346 26.21 53.76 104.54 26.30 159.06
347 26.41 18.66 40.31 16.64 90.72
348 26.52 29.32 41.59 20.74 105.22
349 26.53 40.63 41.71 24.53 118.39
350 26.70 12.72 38.29 12.64 74.43
351 26.57 15.72 41.40 14.42 87.12
352 26.72 69.60 185.47 25.17 154.08
353 26.65 73.98 156.31 21.12 141.47
354 26.63 43.42 47.33 25.38 127.76
355 26.73 51.18 92.03 26.50 175.46
356 26.87 65.16 192.93 24.83 170.19
357 26.73 78.52 96.17 19.58 141.40
358 26.75 23.69 42.57 20.46 102.89
359 26.87 81.30 62.75 18.03 126.53
360 26.99 63.04 211.58 24.66 166.94
361 27.00 27.49 48.92 21.35 124.37
362 26.96 35.62 42.05 22.27 117.03
363 26.95 45.84 69.64 25.76 148.76
364 26.99 48.13 83.98 25.92 160.92
365 27.03 56.05 211.06 26.48 178.38
366 27.17 76.13 96.54 20.56 139.10
367 27.04 33.03 46.91 25.16 122.54
368 27.15 37.96 45.44 25.24 125.90
369 27.40 84.72 36.42 16.38 80.04
370 27.20 53.46 184.32 26.45 183.28
371 27.41 71.87 126.16 22.61 154.82
372 27.45 25.69 63.10 21.06 131.14
373 27.36 58.34 225.23 27.40 189.16
374 27.48 60.78 205.64 27.15 179.79
375 27.41 21.34 66.20 18.49 108.76
376 27.44 42.14 75.48 25.49 147.96
377 27.51 67.03 168.74 23.24 165.76
378 27.47 17.70 69.55 16.89 102.27
379 27.59 30.88 68.38 23.00 132.41
380 27.70 39.85 75.27 25.18 151.78
381 27.75 49.58 177.76 28.26 183.94
382 27.82 14.75 84.52 15.38 99.30
383 27.84 44.83 127.85 27.53 169.41
384 28.05 69.74 121.95 24.99 151.05
385 28.01 78.81 52.32 20.52 123.94
386 28.05 81.82 42.13 20.55 104.37
387 28.09 28.76 91.16 22.49 141.20
388 27.95 36.41 77.41 25.28 155.56
389 28.03 51.84 206.90 28.04 198.19
390 28.11 74.01 76.72 22.29 145.82
391 27.97 33.55 82.28 23.66 147.72
392 28.21 24.15 96.10 21.51 135.35
393 28.06 63.42 160.30 26.26 180.77
394 28.19 54.42 223.50 27.37 194.51
395 28.55 12.63 125.79 14.49 101.47
396 28.19 47.21 180.37 27.79 172.25
397 28.25 56.70 221.85 27.48 197.83
398 28.32 19.67 126.81 17.92 119.88
399 28.44 58.96 205.14 27.53 189.06
400 28.56 76.31 54.54 22.37 121.53
401 28.61 43.38 175.87 26.55 179.88
402 28.62 38.33 121.25 27.15 176.25
403 28.72 65.38 102.95 25.64 179.24
404 28.65 67.75 91.18 27.46 176.49
405 28.71 86.09 28.39 16.30 56.21
406 28.77 22.25 141.84 19.87 125.17
407 28.78 26.77 143.65 22.64 148.98
408 28.73 41.13 161.21 27.88 178.97
409 28.81 17.17 159.94 17.54 118.46
410 28.80 61.16 135.08 27.19 194.44
411 28.89 71.99 60.81 24.50 136.90
412 28.87 31.14 170.48 22.21 151.07
413 28.88 50.01 219.60 29.57 207.58
414 28.94 35.86 155.97 25.76 186.48
415 29.06 83.19 33.97 19.44 74.20
416 28.98 33.62 174.84 23.55 167.55
417 29.21 45.43 207.20 30.38 201.51
418 29.12 52.20 215.68 29.99 206.50
419 29.24 79.81 39.64 21.59 89.73
420 29.26 47.75 220.38 30.09 191.31
421 29.28 63.38 97.34 25.97 182.51
422 29.30 54.62 211.58 28.17 201.79
423 29.53 15.04 178.55 17.29 125.69
424 29.43 28.92 185.79 22.80 165.89
425 29.42 56.99 173.32 28.49 207.59
426 29.48 24.96 197.43 21.08 152.10
427 29.52 69.78 56.52 25.02 149.42
428 29.68 10.54 150.65 14.32 104.70
429 29.56 19.74 187.31 19.07 141.22
430 29.75 74.02 47.21 24.69 114.38
431 29.66 39.66 204.43 27.05 183.14
432 29.67 59.16 109.52 28.51 197.26
433 29.70 76.82 40.14 23.96 98.43
434 29.82 87.38 32.26 17.44 39.56
435 29.86 37.24 203.17 27.04 207.12
436 29.78 42.69 224.27 26.96 191.94
437 29.81 66.78 55.68 26.56 152.82
438 30.05 32.48 222.36 27.32 184.66
439 30.05 22.45 202.15 20.86 151.61
440 30.09 61.43 74.79 28.12 181.50
441 30.09 34.78 211.50 26.14 191.38
442 30.02 49.69 210.60 29.54 217.81
443 30.33 84.75 43.77 20.52 49.19
444 30.18 52.11 176.83 29.81 218.27
445 30.37 17.39 196.42 17.95 136.00
446 30.51 13.50 182.87 16.90 135.26
447 30.45 27.70 207.17 24.01 180.93
448 30.32 46.96 218.93 28.39 212.36
449 30.43 63.90 56.65 27.93 159.46
450 30.34 81.64 39.88 22.77 61.01
451 30.45 30.53 219.41 25.33 188.93
452 30.50 45.01 224.23 31.39 213.51
453 30.34 54.38 148.75 28.38 214.71
454 30.49 71.58 41.29 27.47 114.87
455 30.60 78.66 46.96 25.01 73.92
456 30.56 56.92 98.05 28.68 200.53
457 30.61 25.26 216.08 23.10 170.58
458 30.78 40.64 217.47 27.32 197.95
459 30.75 68.89 43.87 27.60 124.44
460 30.94 20.01 189.97 18.48 149.52
461 30.92 59.20 70.97 29.30 187.00
462 30.91 38.03 210.11 27.58 197.97
463 30.92 42.90 218.39 27.05 199.20
464 30.98 75.93 43.89 26.17 72.36
465 30.97 11.10 168.45 15.26 116.02
466 31.01 48.64 147.16 29.97 228.55
467 31.00 66.18 44.83 28.32 130.53
468 31.12 35.49 224.23 29.55 206.68
469 31.18 50.85 118.42 29.45 221.30
470 31.31 22.56 189.64 21.13 164.67
471 31.22 32.96 217.30 26.75 211.62
472 31.53 15.48 170.80 17.08 133.20
473 31.31 61.41 49.68 28.34 149.17
474 31.42 73.25 43.42 27.56 84.25
475 31.44 87.29 67.02 22.54 24.55
476 31.51 29.53 214.86 24.86 197.84
477 31.45 52.98 89.35 29.97 209.97
478 31.43 55.28 68.08 28.23 190.39
479 31.64 83.12 88.02 24.92 37.40
480 31.72 46.66 129.31 29.88 218.16
481 31.63 80.41 82.22 27.41 49.37
482 31.82 27.36 193.60 24.55 189.44
483 31.81 63.63 43.81 30.91 125.34
484 31.78 17.85 163.50 19.40 152.10
485 31.74 25.04 188.72 22.53 170.43
486 31.76 44.31 154.44 29.81 219.00
487 31.89 57.27 55.32 29.12 175.85
488 31.92 70.57 43.83 28.44 86.34
489 31.91 39.49 188.22 30.61 214.77
490 31.99 41.82 157.48 29.73 218.47
491 32.10 68.32 43.86 30.33 95.70
492 32.00 10.12 117.48 15.98 120.78
493 32.15 13.19 146.25 17.60 136.03
494 32.17 31.58 182.78 27.58 199.65
495 32.02 36.67 174.31 27.85 210.03
496 32.22 77.74 97.48 27.75 44.27
497 32.18 48.98 81.72 30.20 210.49
498 32.17 59.48 48.21 29.96 152.11
499 32.34 85.33 102.98 27.04 26.91
500 32.24 65.98 42.57 30.96 105.94
501 32.39 20.30 134.43 20.64 147.96
502 32.33 33.97 175.60 27.39 198.83
503 32.40 75.13 80.99 29.64 55.27
504 32.34 51.61 64.20 30.05 200.86
505 32.56 22.78 140.45 23.67 164.73
506 32.53 54.40 51.47 30.14 171.90
507 32.72 61.57 41.99 31.21 125.68
508 32.82 45.32 81.18 31.28 202.14
509 32.81 72.25 61.66 30.80 61.69
510 33.15 88.05 105.13 28.88 17.31
511 32.87 29.57 132.45 26.11 198.62
512 32.87 38.21 103.73 29.94 203.02
513 32.96 43.07 93.20 30.54 218.20
514 33.08 81.05 137.48 31.80 28.63
515 32.89 25.19 132.81 24.06 189.34
516 32.92 17.84 108.26 21.78 159.31
517 33.05 56.88 42.34 31.83 148.38
518 33.16 27.44 111.37 25.69 181.71
519 33.17 40.51 87.61 29.21 202.89
520 33.20 63.96 41.62 33.44 103.20
521 33.22 10.47 81.30 15.64 119.46
522 33.16 47.43 66.59 32.17 190.65
523 33.31 15.68 97.62 18.84 139.88
524 33.22 36.03 105.62 30.70 206.94
525 33.40 83.57 134.75 31.69 22.96
526 33.23 50.41 54.25 35.03 196.64
527 33.42 59.11 42.44 31.43 123.86
528 33.35 69.02 66.05 33.41 71.74
529 33.40 13.20 86.27 17.84 128.35
530 33.40 31.69 113.37 28.60 192.77
531 33.51 52.59 49.52 33.68 175.09
532 33.55 66.51 53.09 32.70 79.70
533 33.55 33.91 89.26 27.79 191.53
534 33.58 76.04 154.72 33.47 36.21
535 33.67 78.70 148.38 33.80 31.03
536 33.69 22.38 80.11 24.58 159.26
537 33.78 54.76 45.39 33.80 153.22
538 33.97 73.71 154.58 32.86 39.18
539 33.82 19.62 74.90 21.81 141.97
540 34.10 85.87 127.34 36.38 17.58
541 34.06 49.11 46.92 30.75 163.73
542 34.15 71.04 128.00 33.87 45.52
543 33.97 38.28 66.19 31.31 192.60
544 33.97 61.33 46.43 34.09 98.91
545 34.00 24.84 73.49 25.20 166.09
546 34.08 42.15 63.74 34.91 190.74
547 34.09 44.56 54.48 32.10 170.38
548 34.23 28.15 77.19 27.36 180.69
549 34.28 56.79 49.00 35.51 113.60
550 34.33 8.29 42.08 15.12 86.90
551 34.37 30.32 67.46 28.18 163.41
552 34.32 46.92 51.03 33.93 167.97
553 34.61 16.90 62.80 19.79 107.28
554 34.40 35.63 61.53 30.90 175.82
555 34.40 63.75 58.74 34.45 79.53
556 34.58 11.28 51.46 17.70 110.01
557 34.60 14.17 56.62 19.07 110.86
558 34.68 50.95 47.51 34.70 147.39
559 34.60 82.25 142.07 41.54 20.12
560 34.66 32.78 63.89 30.68 168.10
561 34.63 40.21 50.53 33.17 172.04
562 34.69 68.45 116.26 39.18 48.61
563 34.75 59.04 54.61 36.21 88.50
564 34.79 90.16 81.89 37.69 11.12
565 34.80 53.10 47.25 35.89 125.45
566 34.78 21.76 59.10 24.03 122.92
567 34.77 76.96 172.92 39.25 24.30
568 34.92 26.19 62.53 27.00 159.57
569 34.97 65.80 102.53 35.87 51.62
570 35.10 79.71 151.36 41.97 20.59
571 35.06 19.31 55.87 23.71 115.70
572 35.24 87.75 96.97 40.35 12.72
573 35.08 37.65 55.30 30.80 156.52
574 35.43 23.76 51.68 24.62 117.20
575 35.30 43.37 53.32 34.21 148.87
576 35.31 55.03 62.27 37.69 100.76
577 35.27 61.43 88.54 37.93 66.74
578 35.35 73.10 173.46 42.28 28.94
579 35.32 45.83 50.23 34.79 127.23
580 35.27 48.55 53.06 37.18 131.28
581 35.42 34.81 54.94 33.01 152.68
582 35.54 84.79 119.81 44.23 13.77
583 35.50 28.36 57.63 29.09 137.19
584 35.55 70.68 167.60 42.68 31.76
585 35.59 31.12 57.58 32.80 136.10
586 35.57 57.28 83.64 38.88 73.86
587 35.80 75.22 173.63 42.71 22.44
588 35.66 40.92 52.88 35.33 136.70
589 35.70 9.85 40.37 18.18 86.73
590 35.77 63.61 132.00 40.90 49.69
591 35.80 12.80 44.99 20.03 91.59
592 35.78 15.48 47.11 22.54 94.18
593 35.88 67.24 161.37 40.95 33.81
594 35.85 91.35 54.59 45.01 8.71
595 35.94 50.72 71.41 40.16 102.84
596 36.11 38.88 57.01 35.56 120.26
597 36.02 81.97 138.79 48.67 15.64
598 36.06 52.98 89.00 40.21 89.39
599 36.05 21.30 52.99 26.15 102.33
600 36.13 77.39 162.88 49.79 18.15
601 36.17 18.62 49.07 23.74 89.20
602 36.15 25.66 56.69 29.52 110.15
603 36.16 59.71 139.63 42.57 55.00
604 36.25 33.30 58.90 34.49 117.86
605 36.21 36.70 58.92 33.45 116.42
606 36.42 42.32 64.82 38.42 114.13
607 36.43 45.91 80.12 36.12 98.90
608 36.38 48.24 94.44 39.75 90.04
609 36.54 29.58 60.12 30.71 102.65
610 36.57 69.42 189.99 51.87 27.08
611 36.63 8.11 36.22 18.54 62.09
612 36.57 55.42 136.47 44.46 65.46
613 36.64 89.40 70.78 61.28 11.20
614 36.76 64.86 182.57 45.67 33.51
615 36.74 79.41 139.01 58.00 16.39
616 36.61 87.04 98.75 62.80 12.49
617 36.83 62.04 180.40 47.20 38.37
618 36.84 16.63 53.45 24.61 75.48
619 36.88 57.65 177.36 43.77 48.42
620 36.90 71.72 177.67 50.40 21.38
621 36.93 27.62 70.99 32.61 96.96
622 36.94 44.15 99.98 37.35 78.28
623 37.03 74.15 169.60 57.86 20.51
624 36.92 92.10 32.09 49.03 7.54
625 36.92 11.89 44.73 22.99 67.22
626 37.02 22.78 68.38 29.83 78.41
627 37.17 31.41 84.26 35.16 83.66
