#<Embryo name> <Cleavage cycle> <Temporal class> <Genes>
rf1 14A 6 even-skipped Kruppel hunchback

#Quantitative data
#<Nucleus number> <A-P coordinate> <D-V coordinate> <Fluorescence intensity: channel 1 - eve, channel 2 - Kr, channel 3 - hb>
603 37.87 35.42 88.32 35.12 208.54
604 37.80 24.67 118.91 30.15 181.55
605 37.77 29.70 86.88 33.77 203.97
606 37.72 32.60 82.58 34.74 198.85
607 37.88 37.84 91.33 36.74 206.94
608 37.84 40.39 97.34 36.41 206.70
609 37.90 19.99 69.84 23.34 144.89
610 37.94 59.17 175.61 39.33 197.71
611 37.82 71.24 183.37 38.27 166.76
612 37.99 10.57 77.90 20.53 129.39
613 38.10 16.59 87.37 24.37 145.67
614 37.99 57.12 184.38 41.53 199.91
615 38.16 42.56 125.09 39.78 211.20
616 38.15 53.09 164.58 43.53 207.13
617 38.16 49.07 158.56 41.40 193.09
618 38.17 65.08 179.60 39.03 198.59
619 38.03 90.90 106.87 36.72 77.69
620 38.37 67.53 201.20 38.53 184.68
621 38.39 94.17 52.53 40.79 28.57
622 38.49 77.68 190.40 42.57 151.18
623 38.47 89.63 118.08 46.97 101.88
624 38.48 13.57 116.43 28.04 158.09
625 38.52 62.76 198.05 41.80 199.88
626 38.71 75.30 179.53 42.35 161.22
627 38.76 46.82 155.09 43.15 209.66
628 38.77 55.59 202.87 46.04 189.86
629 38.86 23.16 139.71 35.01 185.31
630 38.94 69.73 204.01 45.60 171.12
631 38.80 30.72 157.18 42.20 216.32
632 38.81 83.34 142.26 46.01 129.28
633 38.62 88.20 125.10 46.67 93.87
634 38.91 25.92 148.38 36.95 203.69
635 38.79 33.57 157.60 39.33 199.04
636 38.88 72.38 198.32 46.66 163.28
637 39.02 28.10 133.63 38.00 204.39
638 38.97 44.45 173.26 44.47 199.93
639 38.90 80.42 141.19 46.02 131.44
640 39.00 8.80 100.97 24.48 118.96
641 39.10 51.22 188.74 43.70 184.73
642 39.04 87.10 121.80 46.36 98.82
643 39.02 92.22 74.61 52.30 66.52
644 39.00 36.69 175.36 44.45 202.78
645 39.05 39.40 169.93 46.93 208.39
646 39.11 59.70 217.12 46.67 191.89
647 39.19 20.72 140.19 35.50 178.01
648 39.55 18.51 158.15 30.45 153.74
649 39.50 57.51 230.25 48.51 188.61
650 39.33 65.69 210.95 49.33 203.56
651 39.42 41.99 204.83 48.61 202.56
652 39.42 53.74 227.01 50.68 190.84
653 39.53 15.44 138.36 28.03 147.36
654 39.57 48.91 205.35 49.04 196.57
655 39.61 61.52 231.13 53.14 192.47
656 39.63 11.98 131.71 28.19 146.62
657 39.68 85.01 108.54 63.71 134.75
658 39.84 63.70 225.28 48.69 180.37
659 39.81 67.77 203.56 52.49 185.91
660 39.79 89.74 75.28 66.60 100.08
661 39.90 32.09 196.82 43.96 191.82
662 39.79 77.67 155.32 63.39 164.69
663 39.98 34.51 206.66 48.34 201.37
664 39.95 75.10 173.10 61.98 165.33
665 39.93 81.94 102.36 68.60 140.22
666 40.07 25.21 186.82 42.12 201.24
667 40.10 29.69 191.96 48.32 204.37
668 40.13 46.87 207.64 57.49 207.28
669 40.00 72.56 175.16 64.26 188.23
670 40.38 6.42 78.93 24.69 60.81
671 40.15 37.05 209.39 50.99 198.71
672 40.27 55.57 228.73 58.01 186.78
673 40.24 92.55 46.38 71.45 70.90
674 40.30 44.64 215.13 57.83 198.68
675 40.30 22.25 173.15 39.09 177.55
676 40.28 69.93 182.98 59.85 172.04
677 40.31 39.84 205.10 55.34 203.95
678 40.48 50.79 218.82 63.22 206.14
679 40.38 59.26 222.26 63.64 201.75
680 40.60 27.44 185.14 52.41 211.91
681 40.56 79.64 87.21 82.31 147.99
682 40.46 86.94 67.25 72.06 108.68
683 40.66 53.13 205.31 68.57 201.36
684 40.56 9.08 127.65 40.02 148.35
685 40.68 42.33 212.37 62.68 207.68
686 40.54 65.75 200.44 68.81 201.10
687 40.71 17.00 174.49 43.04 181.66
688 40.86 61.75 218.40 68.71 185.33
689 41.14 14.48 127.40 42.14 161.78
690 41.05 48.60 206.23 65.32 195.83
691 41.05 11.63 135.01 40.05 157.63
692 41.15 19.61 161.76 46.90 168.87
693 41.14 57.33 202.26 82.30 204.54
694 41.07 74.30 101.88 90.55 183.47
695 40.95 84.07 68.41 83.71 121.14
696 40.98 71.73 135.35 92.39 194.96
697 40.85 90.19 42.82 84.29 84.11
698 41.14 67.71 178.54 76.16 197.65
699 41.22 76.71 73.64 94.44 149.89
700 41.13 32.03 192.96 60.82 207.69
701 41.15 63.68 207.41 76.16 202.39
702 41.19 24.27 175.62 57.15 214.42
703 41.21 34.90 184.19 59.83 211.49
704 41.22 37.29 211.28 67.83 206.10
705 41.28 95.16 20.42 63.46 20.47
706 41.34 89.20 45.58 83.07 78.44
707 41.39 29.51 183.00 66.15 219.95
708 41.44 60.02 192.24 85.80 218.59
709 41.58 92.92 35.06 91.74 56.88
710 41.63 39.37 179.85 74.17 207.73
711 41.57 46.12 197.31 78.71 202.72
712 41.51 54.96 191.62 82.51 203.23
713 41.66 81.64 50.87 104.25 119.61
714 41.74 21.90 145.68 60.20 187.43
715 41.69 43.70 177.25 82.99 204.17
716 41.69 69.76 109.64 95.97 175.76
717 41.76 7.94 92.83 43.89 121.41
718 41.61 51.12 186.70 92.00 223.16
719 41.87 41.38 178.70 89.19 217.63
720 41.75 65.39 159.58 102.00 202.40
721 41.74 78.99 60.67 111.98 139.40
722 41.86 26.32 170.91 76.32 222.81
723 41.80 86.89 44.72 98.14 92.59
724 42.07 17.05 122.02 62.09 180.52
725 42.06 33.01 169.62 72.83 203.96
726 42.04 72.19 72.12 116.80 157.45
727 42.23 58.51 163.32 108.64 217.61
728 42.22 48.49 163.07 105.67 222.66
729 42.30 53.19 135.68 102.09 203.90
730 42.32 84.12 44.45 110.71 89.07
731 42.30 63.12 132.91 118.84 211.21
732 42.35 90.62 35.66 99.85 64.73
733 42.50 28.38 152.56 88.71 208.99
734 42.32 37.19 153.40 92.45 213.51
735 42.47 61.02 127.52 117.01 208.06
736 42.30 67.34 112.48 116.37 184.52
737 42.47 74.30 53.85 119.41 135.29
738 42.50 11.53 97.54 58.70 160.37
739 42.64 14.25 85.98 60.22 145.16
740 42.49 23.85 124.81 79.88 198.72
741 42.61 30.59 160.35 91.95 200.10
742 42.58 56.25 139.51 123.73 210.67
743 42.59 76.91 49.52 123.18 129.51
744 42.60 19.77 107.77 81.25 176.88
745 42.64 34.97 132.48 95.40 213.62
746 42.65 94.58 25.00 87.23 27.10
747 42.91 44.08 131.88 110.93 213.91
748 42.80 46.34 122.94 115.05 209.94
749 42.82 50.69 115.00 126.20 210.05
750 42.83 69.43 68.84 126.24 173.84
751 42.95 39.11 128.82 127.86 217.81
752 42.90 65.35 92.96 139.08 194.40
753 43.10 8.99 71.54 62.79 137.98
754 43.04 79.47 43.82 135.66 108.50
755 42.99 82.04 43.02 132.53 98.48
756 43.16 6.22 50.51 47.56 76.58
757 43.11 41.50 115.98 110.00 209.90
758 43.15 86.68 42.55 108.43 75.97
759 43.18 26.25 108.31 105.09 202.25
760 43.30 92.73 39.27 109.64 46.06
761 43.17 71.66 48.67 148.43 143.33
762 43.19 32.73 117.23 107.69 204.23
763 43.28 54.25 96.04 124.54 184.86
764 43.44 89.79 43.26 111.84 61.33
765 43.46 17.03 72.17 83.22 149.26
766 43.54 21.53 75.69 115.72 180.62
767 43.32 58.62 103.05 140.17 193.24
768 43.46 63.45 88.68 146.51 182.29
769 43.45 36.56 94.49 124.90 195.71
770 43.53 67.54 57.22 148.17 153.73
771 43.51 48.18 92.62 142.70 203.86
772 43.56 75.28 49.85 153.47 111.79
773 43.61 60.95 81.90 152.80 179.73
774 43.67 23.79 78.59 127.29 187.56
775 43.81 52.13 81.68 157.17 198.60
776 43.82 84.04 50.50 136.08 77.36
777 43.81 28.26 79.69 119.90 176.03
778 44.10 12.01 52.26 80.01 127.83
779 43.90 56.40 76.86 156.91 175.44
780 43.89 30.92 83.49 125.02 187.93
781 44.05 19.20 64.58 118.16 162.21
782 44.06 14.64 56.40 102.97 145.62
783 44.08 45.13 81.42 143.78 177.11
784 43.96 69.94 49.17 164.35 139.06
785 44.12 72.82 45.62 159.42 109.29
786 44.09 77.75 48.19 148.63 92.04
787 44.06 34.15 77.31 137.93 174.41
788 43.98 42.51 80.22 143.49 183.55
789 44.07 65.64 61.70 168.65 146.86
790 44.12 39.18 75.47 158.01 190.80
791 44.27 49.81 67.36 154.24 177.06
792 44.19 81.31 51.92 139.35 76.60
793 44.45 94.55 59.68 95.15 18.66
794 44.55 88.95 78.68 115.63 47.31
795 44.40 9.14 46.49 87.99 118.79
796 44.39 62.32 68.28 171.13 153.62
797 44.47 25.55 62.88 148.28 166.68
798 44.50 36.82 65.44 157.17 160.96
799 44.50 54.20 65.51 163.10 167.62
800 44.41 58.54 70.21 180.71 164.48
801 44.60 47.10 68.69 173.17 169.59
802 44.80 85.48 79.03 128.98 55.59
803 44.66 91.84 80.18 120.19 42.31
804 44.78 29.50 64.29 162.20 164.34
805 44.64 68.07 54.05 180.20 121.38
806 44.86 64.18 64.91 196.96 122.11
807 44.79 74.80 58.74 163.20 89.85
808 44.85 23.23 55.06 153.12 143.67
809 44.94 40.69 66.36 169.10 150.03
810 45.00 20.83 48.50 133.15 130.71
811 44.92 32.26 63.04 161.56 151.10
812 44.91 60.58 63.09 178.89 134.15
813 45.00 17.45 45.69 119.50 109.01
814 45.11 27.33 56.47 159.38 132.64
815 45.03 43.09 64.68 174.52 146.11
816 45.12 51.61 61.77 173.44 151.36
817 45.03 70.76 60.76 179.16 99.66
818 45.14 79.53 79.10 150.86 62.08
819 45.26 6.31 26.96 82.46 56.14
820 45.16 34.53 64.97 182.89 147.84
821 45.22 56.34 63.55 171.14 124.30
822 45.30 82.87 102.76 138.95 49.88
823 45.35 14.75 43.78 118.52 106.88
824 45.34 66.31 80.67 196.42 94.80
825 45.31 76.80 77.77 171.32 78.31
826 45.37 38.07 67.06 187.53 138.91
827 45.61 44.87 70.28 177.21 119.05
828 45.52 49.28 76.02 193.11 137.55
829 45.54 72.87 72.59 177.29 73.86
830 45.56 58.66 77.56 192.62 121.32
831 45.89 12.39 42.22 107.86 76.16
832 45.71 62.70 94.59 201.00 106.90
833 45.68 53.59 68.22 187.27 133.09
834 45.64 8.76 34.48 104.91 84.05
835 45.86 25.42 59.62 173.08 104.49
836 45.75 30.59 66.86 182.78 132.63
837 45.74 68.86 95.71 200.65 82.07
838 45.87 86.80 136.40 127.99 42.41
839 45.94 35.88 72.30 192.81 110.51
840 45.83 47.10 77.01 191.51 118.91
841 45.88 90.34 148.12 119.89 32.14
842 45.92 93.29 136.87 118.09 22.12
843 46.05 19.40 51.04 151.56 91.21
844 46.03 22.60 52.53 154.12 96.41
845 46.15 39.74 87.74 194.14 112.94
846 46.19 28.36 62.99 180.80 110.76
847 46.17 33.19 69.03 181.32 110.19
848 46.13 42.05 89.68 191.32 105.94
849 46.09 60.91 116.75 211.07 95.83
850 46.17 64.76 138.81 204.00 76.51
851 46.11 88.32 155.38 121.35 33.00
852 46.26 74.86 118.24 164.57 54.46
853 46.34 16.77 52.78 141.50 75.66
854 46.35 71.26 142.77 191.67 68.39
855 46.39 77.76 145.39 160.44 50.57
856 46.39 80.76 144.74 149.10 45.64
857 46.50 84.36 153.52 127.62 33.99
858 46.47 51.10 101.23 201.12 105.67
859 46.62 4.78 20.05 85.27 20.89
860 46.43 55.09 101.68 201.20 99.99
861 46.55 57.23 117.60 197.65 92.79
862 46.46 67.04 146.44 207.13 69.56
863 46.67 37.48 102.12 195.57 90.17
864 46.84 59.35 185.53 212.29 80.83
865 46.82 8.50 42.78 121.15 50.82
866 46.96 14.64 72.20 140.82 63.11
867 46.85 31.43 98.59 196.49 93.50
868 46.83 48.71 133.25 197.24 89.01
869 46.96 43.61 145.49 196.92 90.58
870 46.93 45.97 133.01 193.82 79.46
871 46.97 69.41 204.58 201.59 57.94
872 46.99 24.36 71.89 177.26 75.80
873 47.01 53.16 164.44 213.23 94.45
874 47.03 21.20 75.66 165.52 69.83
875 47.17 26.92 117.91 188.98 75.68
876 47.24 63.64 210.30 197.31 56.95
877 47.10 92.06 162.40 121.84 19.21
878 47.08 35.24 129.24 202.93 77.39
879 47.29 73.35 205.66 166.79 43.66
880 47.04 89.68 177.98 133.66 23.22
881 47.22 61.57 206.54 202.35 60.59
882 47.37 29.44 114.52 192.11 71.86
883 47.33 41.25 182.67 182.35 67.46
884 47.25 87.75 175.39 125.20 26.46
885 47.38 94.31 108.87 107.32 8.86
886 47.48 18.18 79.18 149.49 53.55
887 47.47 65.69 223.56 204.21 50.52
888 47.47 76.16 197.41 159.38 38.26
889 47.61 38.86 197.78 179.99 55.46
890 47.45 79.16 175.59 144.22 30.10
891 47.60 33.39 166.95 200.87 71.78
892 47.64 67.74 236.09 200.68 43.92
893 47.56 82.22 176.80 137.50 29.83
894 47.73 55.76 197.22 202.88 62.09
895 47.73 71.37 229.30 187.67 42.15
896 47.81 85.47 187.16 133.64 24.10
897 47.96 51.39 199.65 184.44 53.43
898 47.82 57.92 226.84 210.53 57.24
899 48.12 49.18 219.59 193.96 58.72
900 48.02 13.12 106.41 130.03 38.76
901 48.08 23.01 149.40 172.84 50.78
902 48.17 47.03 211.73 194.17 52.53
903 48.08 5.07 49.04 100.22 13.16
904 48.03 7.64 80.22 131.18 35.21
905 48.12 44.81 216.93 201.61 56.42
906 48.23 25.58 162.24 184.84 51.73
907 48.19 60.05 237.57 194.50 43.76
908 48.07 90.87 177.64 122.58 15.93
909 48.29 31.42 188.18 188.75 49.11
910 48.13 36.48 200.54 199.63 55.61
911 48.23 20.30 134.94 175.01 47.64
912 48.24 53.77 237.45 201.21 51.43
913 48.44 16.16 125.94 154.25 39.30
914 48.43 27.98 185.22 200.31 52.50
915 48.37 42.77 215.45 215.25 55.19
916 48.44 62.20 235.94 189.79 40.39
917 48.38 69.54 231.14 194.00 37.70
918 48.46 74.84 196.39 170.38 29.63
919 48.76 10.38 111.24 137.71 28.78
920 48.59 40.63 214.35 198.37 47.12
921 48.58 64.70 231.22 196.73 34.39
922 48.56 77.27 163.23 168.19 29.06
923 48.63 87.70 163.73 127.53 16.20
924 48.66 96.04 45.74 86.08 3.15
925 48.66 80.31 180.27 149.31 22.26
926 48.59 93.59 109.34 122.26 10.44
927 48.77 34.00 201.50 194.79 45.15
928 48.77 67.13 220.10 188.17 30.54
929 48.69 83.10 165.78 144.61 21.25
930 48.85 72.61 211.80 177.25 27.42
931 49.21 18.82 115.67 168.94 32.56
932 49.02 38.42 200.11 202.60 41.24
933 49.08 57.86 223.34 203.81 36.56
934 49.17 29.78 210.12 198.71 39.36
935 49.10 55.46 220.69 198.66 37.39
936 49.22 13.83 125.06 146.71 27.29
937 49.05 90.63 110.36 140.88 13.50
938 49.33 5.57 82.05 103.10 12.98
939 49.28 24.41 181.30 195.62 39.76
940 49.26 85.08 111.52 149.68 15.79
941 49.31 21.80 172.72 178.49 33.63
942 49.37 50.10 222.94 192.45 37.26
943 49.27 52.58 217.18 204.71 36.75
944 49.37 45.44 233.79 210.42 42.76
945 49.38 36.06 200.53 206.77 40.42
946 49.32 60.19 203.56 198.27 31.15
947 49.28 70.10 180.16 195.91 27.81
948 49.48 47.90 224.15 206.37 38.70
949 49.43 63.03 204.77 209.86 31.19
950 49.48 7.81 81.87 123.22 14.86
951 49.58 26.59 197.40 195.74 36.37
952 49.50 42.97 211.52 209.61 36.61
953 49.71 32.24 175.61 201.89 34.30
954 49.48 78.46 137.02 166.47 19.58
955 49.70 65.55 176.66 216.97 30.25
956 49.62 74.74 134.18 183.61 22.44
957 49.78 40.57 172.94 203.43 33.12
958 49.68 87.63 107.15 147.35 14.75
959 50.03 95.13 55.34 113.36 5.61
960 49.94 16.78 113.81 158.32 21.63
961 49.86 67.48 153.17 213.97 27.27
962 49.61 90.95 107.06 133.78 11.33
963 49.86 92.78 80.22 132.97 9.38
964 49.78 81.73 104.04 146.36 14.36
965 49.94 71.93 135.35 203.65 22.84
966 50.12 34.46 141.50 211.95 33.34
967 50.14 38.45 147.90 209.80 30.45
968 50.17 56.39 155.71 222.38 28.23
969 50.38 8.37 85.81 127.64 16.42
970 50.24 11.30 98.54 153.86 21.43
971 50.37 27.99 148.49 197.73 25.51
972 50.17 53.93 167.75 215.25 29.70
973 50.36 77.08 86.84 165.95 15.14
974 50.23 30.19 172.68 206.94 30.15
975 50.31 51.38 159.33 222.64 30.16
976 50.20 58.84 133.96 213.32 25.18
977 50.46 20.72 98.42 167.66 22.31
978 50.35 23.37 118.76 193.58 26.83
979 50.39 61.18 129.94 214.78 25.81
980 50.26 69.55 122.17 210.11 21.91
981 50.47 14.38 90.58 160.71 20.28
982 50.45 43.81 149.44 214.35 28.73
983 50.33 63.66 136.27 213.98 23.52
984 50.41 84.26 77.81 143.01 12.52
985 50.44 46.58 157.11 207.51 27.02
986 50.60 79.60 68.80 167.40 13.51
987 50.47 90.16 70.68 131.57 10.75
988 50.67 36.71 138.22 209.62 26.62
989 50.70 49.23 131.61 217.84 26.62
990 50.92 25.52 103.12 190.75 22.78
991 50.89 72.96 84.68 194.14 17.17
992 50.81 41.59 117.63 221.51 27.38
993 50.86 74.89 77.46 192.90 17.23
994 50.88 86.55 69.20 139.80 11.35
995 51.09 18.52 68.70 159.28 15.50
996 50.69 88.13 67.21 136.96 9.86
997 50.97 33.15 100.22 201.34 22.43
998 50.97 65.25 86.86 213.14 19.57
999 51.02 82.02 62.51 159.80 11.53
1000 50.97 67.72 85.89 205.60 18.08
1001 51.03 5.19 61.57 117.68 9.23
1002 51.24 31.27 104.91 210.20 24.31
1003 51.11 70.59 92.67 204.89 16.09
1004 51.18 54.57 89.44 211.98 22.64
1005 51.29 57.09 88.89 220.74 22.90
1006 51.20 59.11 87.48 225.52 19.16
1007 51.31 38.80 103.44 221.80 24.15
1008 51.30 62.60 84.18 216.61 20.14
1009 51.54 3.63 19.09 82.14 2.11
1010 51.14 92.04 44.98 116.64 5.60
1011 51.39 93.80 32.36 115.72 4.58
1012 51.34 44.96 90.74 211.93 21.84
1013 51.35 51.63 77.37 209.07 20.09
1014 51.35 10.86 65.79 137.87 13.15
1015 51.51 29.24 83.59 201.11 21.34
1016 51.47 35.08 90.55 207.96 21.59
1017 51.55 7.19 56.40 138.98 11.96
1018 51.67 95.74 19.02 83.43 2.38
1019 51.56 15.89 62.77 162.62 15.07
1020 51.54 23.24 69.91 200.62 21.52
1021 51.57 47.43 85.72 217.12 22.84
1022 51.63 13.28 70.14 166.80 16.01
1023 51.77 27.24 73.61 203.46 21.95
1024 51.66 76.65 53.59 179.39 12.67
1025 51.70 9.38 60.57 150.89 12.96
1026 51.65 89.74 44.69 127.44 9.29
1027 51.83 20.82 59.31 182.07 17.72
1028 51.80 40.60 74.74 213.53 20.14
1029 51.90 60.56 62.54 209.35 16.56
1030 51.85 79.20 47.63 165.28 10.62
1031 51.76 84.24 47.64 147.73 9.80
1032 51.70 88.21 46.37 131.14 8.10
1033 52.08 42.91 69.74 214.94 19.92
1034 51.87 66.52 64.27 203.30 16.55
1035 52.08 37.09 72.39 214.92 19.43
1036 52.12 49.42 66.36 214.71 18.36
1037 52.10 64.29 64.21 213.25 16.16
1038 52.02 69.34 60.45 206.65 14.36
1039 52.08 71.78 56.24 193.92 14.45
1040 52.32 91.75 36.37 120.21 6.51
1041 52.19 32.62 82.84 218.67 20.73
1042 52.14 53.47 66.85 208.14 19.98
1043 52.18 74.18 47.49 180.99 12.37
1044 52.40 25.33 56.35 191.54 15.62
1045 52.31 56.01 64.48 209.02 15.90
1046 52.37 86.82 44.36 129.44 7.96
1047 52.43 5.42 30.07 115.09 4.81
1048 52.39 81.53 39.58 158.31 9.49
1049 52.49 58.49 66.67 207.84 16.04
1050 52.45 45.20 65.19 212.42 16.64
1051 52.60 17.09 50.64 166.58 12.71
1052 52.55 62.30 66.58 212.32 14.12
1053 52.64 30.13 66.85 206.69 17.39
1054 52.84 93.86 25.21 106.56 3.93
1055 52.69 12.14 41.89 144.89 9.72
1056 52.75 51.41 70.81 216.31 18.51
1057 52.91 19.34 38.70 161.82 11.94
1058 52.70 34.72 59.64 206.40 15.48
1059 52.77 67.86 58.49 209.43 14.44
1060 52.93 8.33 39.46 133.27 9.68
1061 52.76 22.60 51.99 190.08 14.25
1062 52.80 89.34 44.78 138.71 6.44
1063 53.06 38.40 61.16 201.72 15.17
1064 52.78 77.31 43.78 174.94 9.95
1065 52.73 10.00 38.81 141.60 9.46
1066 52.92 47.44 64.03 209.01 17.20
1067 52.98 84.52 39.85 142.09 7.81
1068 53.10 27.97 57.92 191.99 14.29
1069 52.88 40.60 67.44 210.91 17.67
1070 53.15 14.63 40.38 139.32 9.78
1071 53.32 96.09 16.42 71.81 1.34
1072 53.08 65.49 66.23 203.06 12.81
1073 53.21 70.06 58.34 187.27 11.63
1074 53.17 72.46 55.08 187.01 11.54
1075 53.20 54.03 75.87 199.14 14.34
1076 53.33 60.79 122.82 210.48 13.88
1077 53.27 75.18 56.18 179.72 10.09
1078 53.31 79.61 46.90 151.93 8.40
1079 53.32 31.96 80.84 209.53 14.33
1080 53.50 36.10 67.32 204.83 13.26
1081 53.46 42.58 66.66 205.93 14.91
1082 53.39 56.64 86.73 201.48 14.73
1083 53.63 49.49 100.09 207.75 14.91
1084 53.49 24.75 61.15 208.44 15.10
1085 53.63 63.32 79.42 193.67 11.98
1086 53.53 44.93 85.65 221.95 18.00
1087 53.63 82.10 48.23 154.64 7.78
1088 53.85 5.69 22.31 106.44 4.30
1089 53.79 20.83 56.03 192.93 13.98
1090 53.92 59.04 120.38 199.34 12.78
1091 53.70 87.27 65.35 124.90 6.62
1092 53.75 91.01 47.93 112.63 4.93
1093 53.93 9.61 35.33 134.23 8.39
1094 53.88 67.52 105.08 206.75 11.42
1095 53.96 16.65 47.29 163.67 10.41
1096 54.01 30.25 114.84 202.75 13.71
1097 53.96 51.90 94.35 197.87 13.40
1098 54.02 12.63 51.35 158.20 9.82
1099 53.96 33.76 74.94 194.01 12.77
1100 54.06 22.92 63.53 199.51 12.62
1101 54.10 26.52 71.11 200.31 12.28
1102 54.06 77.38 75.10 163.26 7.88
1103 54.16 85.29 62.44 138.67 6.15
1104 53.96 88.89 62.14 121.53 5.79
1105 54.17 39.83 108.62 188.24 12.18
1106 54.12 47.04 86.00 192.14 13.65
1107 54.37 93.30 51.74 111.69 3.54
1108 54.16 74.03 100.79 185.38 9.17
1109 54.34 65.52 140.20 198.59 12.11
1110 54.32 71.59 102.25 185.51 9.53
1111 54.34 54.42 120.54 199.35 13.11
1112 54.47 37.60 97.31 190.67 12.27
1113 54.41 69.51 122.31 190.72 9.91
1114 54.57 18.95 65.10 162.24 9.09
1115 54.41 56.79 132.44 201.03 11.87
1116 54.53 61.56 153.87 202.55 12.11
1117 54.57 44.37 128.29 201.43 13.38
1118 54.57 79.97 85.45 140.62 6.45
1119 54.68 28.33 112.04 189.96 11.11
1120 54.65 95.78 45.99 78.85 1.46
1121 54.63 41.98 142.47 193.46 12.56
1122 54.88 14.01 62.29 145.70 7.83
1123 54.86 24.37 108.92 184.29 9.59
1124 54.86 35.31 143.14 203.76 11.37
1125 54.95 50.52 148.68 199.54 12.78
1126 55.01 63.71 174.11 186.23 10.50
1127 54.81 82.62 82.76 132.96 6.08
1128 54.89 7.84 52.15 133.19 6.65
1129 55.01 32.82 157.32 198.78 11.65
1130 55.09 48.47 160.61 186.05 10.62
1131 55.10 75.97 155.64 159.46 7.67
1132 55.23 90.59 107.73 110.17 4.64
1133 55.24 21.57 100.36 164.28 8.32
1134 55.15 67.52 199.96 185.80 9.29
1135 55.07 86.79 92.67 129.39 5.64
1136 55.04 88.79 108.40 127.56 6.00
1137 55.21 53.01 189.58 185.42 10.86
1138 55.20 30.62 149.14 195.25 11.26
1139 55.32 58.29 188.37 181.33 10.10
1140 55.33 73.53 175.84 170.81 7.92
1141 55.43 5.37 48.81 105.97 3.30
1142 55.15 9.67 54.97 140.66 6.91
1143 55.34 11.34 67.95 139.36 6.75
1144 55.37 16.40 91.55 153.35 7.25
1145 55.46 46.27 175.13 174.56 10.84
1146 55.47 60.21 201.10 179.26 9.55
1147 55.56 78.54 141.51 137.16 6.34
1148 55.55 26.19 153.01 177.00 9.25
1149 55.45 55.84 192.98 183.69 9.77
1150 55.72 38.89 189.47 185.96 10.18
1151 55.67 71.50 191.91 171.09 7.40
1152 55.74 41.09 205.74 178.40 11.03
1153 55.75 65.86 222.22 181.46 9.36
1154 55.71 69.48 200.05 170.75 7.84
1155 55.67 84.49 120.02 122.18 5.38
1156 55.76 43.59 191.82 176.18 10.35
1157 55.72 92.69 92.29 109.04 3.31
1158 55.89 36.81 186.71 186.39 10.63
1159 55.79 18.96 154.70 174.07 8.71
1160 55.86 94.86 71.05 84.95 1.79
1161 55.95 62.15 207.08 183.66 10.09
1162 55.93 28.72 167.82 182.58 9.47
1163 56.03 81.35 147.99 133.67 6.08
1164 56.03 34.44 188.30 166.32 9.62
1165 56.16 23.39 159.98 150.16 7.73
1166 56.19 51.77 203.28 183.76 11.11
1167 56.18 7.83 87.19 115.51 5.28
1168 56.30 31.87 190.84 179.37 9.93
1169 56.38 14.06 118.40 132.11 6.56
1170 56.27 49.15 202.87 171.48 10.14
1171 56.45 75.04 190.98 144.10 6.53
1172 56.35 88.27 148.11 112.43 4.41
1173 56.33 54.50 225.31 170.48 8.89
1174 56.53 64.02 226.48 160.03 7.56
1175 56.61 77.23 179.45 123.86 5.18
1176 56.49 57.23 211.03 161.89 8.90
1177 56.47 9.68 86.91 127.02 4.57
1178 56.55 11.47 107.84 129.15 5.12
1179 56.61 45.49 195.63 170.22 9.62
1180 56.61 68.01 213.23 168.71 8.13
1181 56.61 90.60 149.64 99.92 3.78
1182 56.69 16.96 133.53 141.72 5.80
1183 56.77 72.97 208.19 149.19 6.32
1184 56.80 20.37 151.65 138.35 6.12
1185 56.82 27.23 179.94 156.03 7.37
1186 56.72 59.86 214.79 163.34 8.97
1187 56.89 83.36 163.79 117.05 5.75
1188 56.87 5.39 60.35 97.33 2.57
1189 56.88 70.60 217.44 170.59 7.51
1190 57.03 79.62 160.52 132.64 4.98
1191 56.99 40.85 199.62 169.63 9.00
1192 57.01 43.16 218.32 164.48 9.58
1193 57.10 25.10 167.06 150.84 6.92
1194 57.03 29.98 178.97 159.38 8.09
1195 57.05 85.79 172.24 106.16 5.07
1196 57.21 93.73 99.18 81.83 2.27
1197 57.16 38.78 169.56 177.73 8.48
1198 57.18 47.48 194.09 153.60 8.66
1199 57.13 65.81 225.52 146.30 7.34
1200 57.01 91.46 131.83 84.19 2.56
1201 57.21 34.32 182.18 176.14 10.26
1202 57.15 36.60 196.46 180.42 10.42
1203 57.17 53.06 202.21 162.80 9.19
1204 57.28 62.02 209.01 169.44 8.65
1205 57.40 22.55 139.82 158.59 7.40
1206 57.31 50.42 177.08 169.58 8.96
1207 57.49 55.85 201.53 160.60 8.57
1208 57.56 32.11 160.90 163.83 8.21
1209 57.56 8.56 88.80 104.34 3.98
1210 57.61 58.20 204.90 160.26 7.24
1211 57.54 87.38 154.48 99.44 3.90
1212 57.76 12.30 116.78 123.34 5.55
1213 57.78 15.03 116.43 123.47 4.95
1214 57.74 69.33 185.96 162.93 7.35
1215 57.84 18.28 143.53 126.93 5.38
1216 57.76 81.38 147.10 100.28 4.89
1217 57.89 63.86 171.60 148.48 7.20
1218 57.75 74.83 183.33 140.34 6.06
1219 57.90 28.42 154.04 162.52 8.25
1220 57.91 67.22 200.01 144.33 7.38
1221 57.87 44.72 151.03 156.22 9.07
1222 57.95 71.87 161.22 138.51 6.28
