#<Embryo name> <Cleavage cycle> <Temporal class> <Genes>
ca5 14A 3 even-skipped Kruppel giant
365 26.03 48.81 27.87 0.03 118.02
366 26.17 58.87 45.02 0.00 116.15
367 26.29 15.76 23.92 1.02 87.48
368 26.27 20.87 22.07 0.00 100.44
369 26.12 76.04 112.29 0.00 90.14
370 26.37 33.63 29.03 0.05 122.58
371 26.47 29.02 36.83 0.00 112.20
372 26.52 23.51 32.27 0.13 116.50
373 26.71 73.42 121.05 0.00 103.35
374 26.58 26.32 37.25 0.00 114.08
375 26.70 53.21 53.07 1.29 120.73
376 26.68 13.10 39.94 1.59 89.36
377 26.61 65.59 81.36 0.00 110.84
378 26.67 63.10 76.14 0.09 112.07
379 26.72 78.87 110.45 0.00 82.36
380 26.66 81.72 95.03 0.00 58.67
381 26.81 31.50 44.64 0.03 115.57
382 26.78 50.89 45.41 0.00 122.93
383 26.96 84.13 85.36 0.88 60.35
384 26.90 40.81 32.81 0.00 122.52
385 26.93 36.03 35.61 0.00 123.78
386 27.05 55.59 69.84 0.46 132.93
387 27.05 47.42 43.12 0.00 121.78
388 27.16 18.69 41.27 0.02 103.43
389 27.03 43.12 36.80 1.20 126.72
390 27.35 45.21 58.69 0.00 122.25
391 27.22 67.75 111.73 0.01 108.18
392 27.34 70.71 111.75 0.00 94.72
393 27.30 38.45 40.29 0.17 127.35
394 27.34 60.55 78.40 0.00 118.91
395 27.35 57.97 76.93 0.00 129.52
396 27.53 76.43 110.15 0.00 87.37
397 27.68 21.95 48.72 0.00 104.92
398 27.65 27.77 69.02 0.00 118.58
399 27.68 49.53 67.79 2.68 133.28
400 27.65 24.82 61.22 0.00 114.80
401 27.85 16.35 62.90 0.34 96.72
402 27.71 33.48 70.59 0.00 129.90
403 27.80 30.16 88.32 0.38 121.43
404 27.85 62.89 107.46 0.00 121.35
405 27.89 65.25 123.64 0.00 112.75
406 27.99 79.46 102.20 0.00 81.83
407 27.90 51.98 73.37 0.00 130.20
408 27.99 13.39 62.45 1.05 85.11
409 28.18 82.16 89.54 0.00 66.55
410 27.98 54.09 91.35 0.00 126.73
411 27.98 73.88 117.45 0.00 93.73
412 28.08 36.15 75.79 0.96 135.27
413 28.15 42.52 75.90 0.87 131.08
414 28.40 10.47 64.66 1.58 70.13
415 28.48 85.11 72.26 2.16 58.51
416 28.28 40.26 75.85 0.16 128.72
417 28.29 46.93 94.58 0.08 125.38
418 28.44 19.85 75.98 0.00 103.35
419 28.37 56.86 115.70 1.39 132.60
420 28.42 69.02 125.23 0.29 105.81
421 28.57 59.21 116.21 0.00 131.14
422 28.70 26.38 101.07 0.61 117.00
423 28.74 31.35 117.89 0.63 129.89
424 28.77 44.33 103.24 0.00 122.52
425 28.61 61.35 119.28 0.00 122.31
426 28.81 66.91 127.33 0.37 113.26
427 28.81 71.64 120.21 0.00 94.48
428 28.80 38.02 101.37 0.60 139.37
429 28.93 23.87 88.70 0.00 106.99
430 28.87 49.32 108.20 0.00 134.64
431 28.92 77.43 103.48 0.00 84.58
432 28.91 33.63 116.37 0.42 128.93
433 29.17 17.76 81.36 0.65 97.44
434 29.05 28.77 100.31 0.78 119.24
435 29.05 51.52 117.38 2.35 133.48
436 29.04 55.18 126.22 1.93 138.79
437 29.14 63.71 106.64 0.00 115.85
438 29.28 74.70 100.02 1.47 84.90
439 29.35 35.76 115.84 1.29 146.50
440 29.44 15.07 86.33 0.82 90.57
441 29.44 21.48 100.29 0.04 105.05
442 29.70 8.52 72.31 1.85 59.67
443 29.48 42.28 113.77 0.73 121.19
444 29.28 80.12 84.43 0.00 58.40
445 29.53 45.89 123.22 0.00 125.87
446 29.60 53.43 144.61 0.22 135.21
447 29.73 12.38 88.97 1.76 84.74
448 29.24 61.30 112.14 0.00 95.54
449 29.55 39.91 120.24 0.00 132.22
450 29.63 57.76 135.69 1.14 127.91
451 29.73 81.37 79.92 0.88 71.95
452 29.75 65.59 120.32 0.87 109.46
453 29.71 48.06 127.77 0.76 138.99
454 29.76 69.81 111.61 1.10 98.93
455 29.83 84.18 71.84 2.46 59.16
456 29.60 11.01 96.12 1.74 72.24
457 29.86 60.34 122.48 1.17 123.43
458 29.94 31.19 125.47 1.00 123.53
459 30.04 26.30 131.30 0.34 121.91
460 30.17 72.52 103.63 1.16 98.36
461 30.14 33.87 142.80 1.12 127.99
462 30.19 77.85 80.00 0.85 73.93
463 30.20 37.66 131.64 0.74 138.70
464 30.32 67.77 101.50 0.93 97.88
465 30.38 19.89 107.78 0.00 100.49
466 30.33 23.52 125.49 0.48 109.21
467 30.36 51.48 136.13 1.70 131.17
468 30.33 55.72 142.35 0.39 131.60
469 30.33 28.86 130.59 1.61 134.98
470 30.40 44.25 125.51 0.00 131.85
471 30.48 16.28 93.83 1.30 92.19
472 30.46 62.61 100.40 0.23 118.48
473 30.59 49.44 145.37 2.21 135.02
474 30.66 41.78 140.50 0.30 128.34
475 30.78 75.18 81.58 2.19 87.05
476 30.91 13.42 91.53 1.01 87.59
477 30.82 47.10 128.88 0.65 117.91
478 30.82 58.29 125.82 0.80 122.58
479 30.97 86.43 47.48 3.24 42.52
480 30.89 39.56 136.05 0.38 131.62
481 30.94 53.71 140.11 2.79 137.82
482 30.82 65.18 96.20 1.04 108.83
483 31.11 10.52 82.83 1.95 76.95
484 31.02 35.79 136.04 1.53 127.06
485 31.05 70.17 85.93 1.06 97.36
486 31.02 80.28 64.99 2.48 66.22
487 31.24 83.22 55.36 2.63 51.09
488 31.15 32.90 135.87 1.07 111.49
489 31.25 60.56 112.36 0.71 120.87
490 31.31 27.42 121.66 0.37 122.90
491 31.39 30.46 123.22 1.20 121.45
492 31.33 18.37 112.60 0.98 100.78
493 31.45 24.77 121.05 0.00 113.41
494 31.52 7.81 57.76 2.80 55.06
495 31.53 21.56 109.03 0.00 102.43
496 31.48 73.03 72.53 1.96 83.47
497 31.61 77.44 65.64 1.71 68.45
498 31.58 55.99 126.62 2.46 124.10
499 31.68 43.46 108.53 0.96 121.14
500 31.56 67.65 80.25 0.88 97.91
501 31.63 45.83 114.83 2.43 124.34
502 31.62 50.32 107.51 3.43 129.10
503 31.74 62.82 88.07 2.14 109.17
504 31.81 38.02 124.51 2.27 122.57
505 31.90 52.56 111.65 1.44 136.48
506 31.87 40.93 128.62 1.95 126.28
507 31.95 15.61 96.05 1.23 95.60
508 31.90 65.21 75.86 3.45 100.06
509 32.13 88.30 37.08 6.29 29.00
510 32.11 58.54 103.92 2.38 117.73
511 32.30 48.22 93.46 2.04 123.84
512 32.33 12.85 81.97 1.86 93.20
513 32.18 33.53 118.05 0.00 117.45
514 32.22 35.72 117.66 1.05 124.79
515 32.26 69.79 62.46 3.52 87.46
516 32.29 81.08 51.20 3.11 51.42
517 32.37 85.20 48.31 5.12 37.88
518 32.41 28.69 120.41 0.61 116.04
519 32.60 75.38 54.66 3.28 64.19
520 32.50 18.41 86.76 0.68 93.30
521 32.75 9.91 61.43 2.44 71.61
522 32.61 23.63 107.98 0.53 103.51
523 32.59 54.89 95.35 2.43 117.73
524 32.58 60.97 89.02 3.78 102.07
525 32.68 26.36 106.64 0.38 109.38
526 32.68 31.44 108.45 1.90 114.52
527 32.64 72.34 56.68 3.30 74.89
528 32.73 50.71 88.44 3.58 124.04
529 32.90 6.95 44.70 3.17 49.24
530 32.66 45.45 92.53 1.95 119.45
531 32.75 66.54 64.92 3.47 90.06
532 32.91 78.32 53.53 4.89 50.91
533 32.91 39.39 103.14 2.35 116.25
534 32.94 20.99 82.52 0.35 97.64
535 32.90 42.28 111.07 2.22 121.77
536 32.98 57.34 84.35 4.03 113.35
537 33.00 63.91 68.09 2.55 93.97
538 33.11 52.77 89.13 1.24 112.44
539 33.09 83.27 50.29 6.22 36.58
540 33.24 37.03 91.32 1.98 117.96
541 33.39 68.33 60.10 4.26 77.71
542 33.36 15.19 68.64 2.06 90.30
543 33.35 34.25 87.78 1.34 107.68
544 33.59 29.83 105.63 2.52 98.28
545 33.59 47.09 71.83 2.17 114.43
546 33.53 88.43 38.05 8.66 22.21
547 33.59 59.67 67.23 3.02 97.54
548 33.75 86.77 41.00 5.95 19.35
549 33.71 49.47 69.20 3.33 105.67
550 33.73 70.63 58.87 3.52 65.50
551 33.67 73.55 50.40 4.31 56.69
552 33.74 17.76 66.20 1.30 85.15
553 33.76 12.21 52.47 3.04 77.68
554 33.65 44.23 79.71 3.59 112.09
555 33.65 80.51 52.09 5.94 37.18
556 33.84 62.02 63.85 2.32 82.65
557 33.89 22.67 78.51 1.95 90.20
558 33.88 25.27 80.49 1.67 90.62
559 33.86 54.31 68.36 3.65 100.92
560 33.91 40.34 83.14 2.90 108.68
561 33.64 83.18 47.04 3.65 22.88
562 34.10 27.79 86.85 0.95 87.05
563 33.97 56.50 69.90 5.73 97.52
564 34.16 32.25 80.16 1.80 95.12
565 34.10 66.75 56.16 1.98 70.81
566 34.27 75.70 47.65 5.13 43.73
567 34.20 78.32 46.75 5.62 33.76
568 34.27 8.79 40.08 2.31 54.18
569 34.32 20.09 70.77 1.07 84.13
570 34.23 51.94 55.87 3.37 94.89
571 34.35 64.37 51.35 4.43 71.77
572 34.19 81.40 44.39 4.18 30.70
573 34.40 84.46 50.85 8.18 25.02
574 34.42 37.40 68.71 3.22 102.37
575 34.57 42.47 70.19 4.63 98.43
576 34.59 34.94 67.56 2.40 95.08
577 34.65 58.39 58.85 8.16 87.13
578 34.88 14.61 52.36 2.77 69.58
579 34.73 45.20 62.60 2.83 85.39
580 34.85 47.85 51.69 4.07 80.46
581 34.82 72.56 49.75 4.74 42.06
582 34.79 69.83 49.76 4.90 53.83
583 34.90 30.11 68.51 3.29 80.22
584 35.12 50.18 54.44 5.08 75.86
585 35.04 88.18 43.00 10.47 12.94
586 35.04 11.58 40.98 2.71 60.65
587 35.05 17.30 58.04 2.07 70.62
588 35.16 24.31 63.29 1.24 71.32
589 35.03 39.39 63.83 5.64 87.66
590 34.97 54.58 57.10 4.93 75.09
591 35.16 60.26 53.35 6.18 68.72
592 35.10 62.37 53.24 5.35 67.17
593 35.11 82.05 50.30 8.88 23.85
594 35.26 21.95 60.01 2.82 67.51
595 35.23 26.65 59.65 1.90 72.53
596 35.29 80.45 48.92 5.52 15.51
597 35.30 65.85 48.48 8.23 54.97
598 35.36 77.78 47.75 7.80 24.57
599 35.51 68.03 45.66 5.95 48.13
600 35.53 56.41 50.07 6.31 62.07
601 35.43 32.55 61.16 4.20 75.24
602 35.61 6.61 28.27 3.68 34.90
603 35.59 52.59 53.04 6.25 62.12
604 35.55 74.74 51.58 6.83 29.12
605 35.71 41.17 56.27 3.88 74.38
606 35.81 19.46 56.43 1.38 59.32
607 35.68 84.31 53.04 9.54 13.27
608 35.58 85.87 49.39 11.59 17.41
609 35.75 37.54 54.08 4.38 69.41
610 35.81 28.44 57.36 2.58 66.55
611 35.84 43.42 56.23 4.40 68.96
612 35.88 35.07 58.94 4.44 69.85
613 35.88 46.11 55.27 5.55 62.74
614 35.85 10.03 33.77 4.12 43.18
615 36.32 8.74 28.44 3.92 40.40
616 35.90 71.41 45.93 7.74 32.37
617 36.04 58.61 54.14 7.53 54.40
618 36.04 63.74 52.33 6.25 41.31
619 36.02 89.21 45.24 14.11 7.82
620 36.19 12.90 37.93 4.11 49.78
621 36.25 48.58 53.17 4.22 53.99
622 36.35 16.40 43.38 3.99 47.95
623 36.42 30.34 50.75 5.29 56.89
624 36.38 79.45 61.99 11.46 16.54
625 36.48 22.41 44.17 3.16 48.68
626 36.50 61.10 53.62 7.62 40.34
627 36.53 25.35 48.76 2.23 47.55
