#<Embryo name> <Cleavage cycle> <Temporal class> <Genes>
ca1 14A 8 even-skipped Kruppel giant

#Data without background#<Nucleus number> <A-P coordinate> <D-V coordinate> <Fluorescence intensity: channel 1 - eve, channel 2 - Kr, channel 3 - gt>
607 35.48 20.21 28.33 3.88 148.69
608 35.37 36.19 27.78 4.80 198.21
609 35.54 51.65 9.29 5.19 167.70
610 35.59 64.94 0.00 7.55 99.61
611 35.45 47.21 22.82 5.02 165.57
612 35.65 43.43 19.15 4.98 192.50
613 35.69 67.54 0.97 6.72 89.91
614 35.78 15.06 28.43 2.70 142.34
615 35.67 62.22 2.04 6.38 116.79
616 35.89 91.33 36.26 10.65 9.70
617 35.69 86.96 15.32 7.17 20.92
618 35.81 38.58 24.78 7.06 179.72
619 35.97 70.63 0.00 7.99 69.70
620 36.12 53.82 6.27 9.51 155.83
621 36.04 88.50 31.18 13.54 23.21
622 36.15 33.87 23.35 4.50 185.62
623 36.14 22.74 27.42 3.02 156.49
624 36.19 58.23 2.49 8.89 112.04
625 36.24 73.75 0.00 7.81 53.68
626 36.14 79.77 3.47 7.70 32.09
627 36.35 76.88 3.95 8.44 35.43
628 36.35 45.53 6.70 6.60 169.75
629 36.27 83.67 61.42 13.96 25.40
630 36.31 41.18 8.44 6.17 178.13
631 36.43 17.78 21.17 4.37 132.85
632 36.40 49.95 2.82 5.74 123.34
633 36.34 30.95 24.70 4.47 151.35
634 36.50 48.02 5.75 6.86 180.11
635 36.54 56.11 2.67 8.38 121.80
636 36.41 60.50 2.22 7.13 84.64
637 36.47 28.46 16.33 6.27 156.07
638 36.58 12.74 23.74 4.21 135.41
639 36.59 25.66 19.52 4.98 160.60
640 36.54 36.45 17.89 4.71 157.17
641 36.79 8.84 13.09 1.84 74.65
642 36.77 65.72 0.60 8.48 72.99
643 36.86 68.90 0.83 8.93 57.53
644 36.88 20.44 18.34 4.42 150.39
645 36.88 52.11 1.81 9.25 112.18
646 36.87 63.12 1.15 9.15 71.64
647 37.19 86.80 79.25 14.93 11.57
648 36.97 38.78 4.39 7.22 148.31
649 36.77 43.28 3.16 4.36 117.42
650 37.10 71.75 0.99 10.07 50.67
651 37.24 80.65 86.39 8.57 15.66
652 37.22 32.07 10.61 2.02 162.34
653 37.35 34.65 8.48 7.06 159.27
654 37.35 54.12 2.13 8.80 96.93
655 37.60 14.74 5.33 4.74 101.80
656 37.24 75.17 7.09 7.74 36.51
657 37.45 58.17 2.26 7.46 84.33
658 37.61 22.70 7.23 4.91 128.07
659 37.38 29.70 6.10 3.85 128.25
660 37.42 45.54 4.31 9.09 125.31
661 37.47 60.72 0.44 10.45 63.46
662 37.56 41.02 2.53 7.91 112.19
663 37.32 43.47 5.18 6.14 117.68
664 37.47 11.67 4.55 4.17 83.82
665 37.54 27.26 5.50 5.11 110.23
666 37.73 48.32 2.25 7.29 115.78
667 37.52 50.72 1.48 8.52 86.70
668 37.81 83.13 97.24 13.23 10.43
669 38.00 77.87 103.80 11.64 17.19
670 37.81 18.11 4.92 3.56 119.27
671 37.73 36.73 2.31 3.41 98.86
672 37.86 55.76 4.42 11.68 86.45
673 37.77 25.03 5.09 5.39 125.99
674 37.70 67.32 4.63 10.92 53.95
675 37.83 64.71 5.18 8.43 48.73
676 37.84 70.22 4.32 9.80 33.60
677 38.07 73.03 69.07 9.52 23.92
678 38.06 43.22 2.44 9.41 105.17
679 38.03 62.76 9.92 15.57 60.67
680 37.98 19.99 4.81 6.54 122.36
681 38.21 38.85 3.09 9.26 129.45
682 38.47 28.47 4.26 6.67 133.05
683 38.20 32.90 5.49 7.07 135.50
684 38.15 52.68 3.42 5.84 57.21
685 38.55 10.73 2.69 5.20 77.05
686 38.49 30.65 4.36 5.50 124.90
687 38.64 75.34 138.11 11.87 16.55
688 38.34 59.41 9.73 8.18 55.25
689 38.47 15.92 3.15 7.53 93.12
690 38.48 21.25 3.96 2.71 101.27
691 38.57 34.92 4.02 8.41 104.75
692 38.47 50.49 5.93 10.27 71.65
693 38.54 68.46 47.35 11.81 34.08
694 38.62 7.61 2.13 3.37 57.69
695 38.60 45.65 5.04 12.90 86.88
696 38.56 57.33 13.15 10.37 73.82
697 38.97 80.47 78.73 13.56 5.66
698 38.91 85.63 69.01 24.54 8.06
699 38.86 92.45 34.14 24.16 4.44
700 38.85 66.12 134.00 14.44 24.16
701 38.92 70.77 123.28 15.44 22.46
702 38.75 88.87 44.43 18.21 6.17
703 38.84 26.13 2.51 7.71 107.07
704 38.71 54.11 13.25 9.25 69.59
705 38.85 61.64 95.61 6.47 20.48
706 38.93 23.74 3.24 7.09 92.68
707 38.99 36.81 3.30 13.77 96.39
708 38.81 41.17 3.80 8.55 105.76
709 38.88 47.98 11.32 14.42 78.50
710 38.90 18.58 3.43 4.50 82.06
711 39.23 63.95 166.40 14.88 23.87
712 39.27 52.05 141.93 10.99 38.71
713 39.33 55.59 169.07 9.87 42.68
714 39.23 59.71 155.79 13.50 32.87
715 39.46 13.63 6.48 6.39 63.74
716 39.32 19.80 2.84 4.82 82.97
717 39.35 32.33 5.24 8.50 91.66
718 39.27 43.33 11.85 8.64 84.27
719 39.60 73.19 146.70 15.64 14.12
720 39.58 77.72 106.99 18.54 5.97
721 39.48 7.80 2.02 6.54 52.57
722 39.43 38.91 7.37 8.54 92.45
723 39.57 49.74 135.33 12.45 32.22
724 39.56 17.18 6.16 6.41 69.75
725 39.71 57.43 166.17 16.31 26.99
726 39.60 29.93 5.61 6.29 74.44
727 39.64 34.73 6.31 12.95 86.76
728 39.78 68.69 143.39 21.32 12.86
729 39.82 27.66 5.63 7.56 94.43
730 39.96 53.73 188.12 17.77 34.03
731 39.73 47.27 95.02 13.30 36.53
732 40.21 83.45 44.82 31.71 4.10
733 39.88 89.21 38.82 30.64 2.43
734 39.73 15.65 5.71 10.46 63.57
735 40.04 87.23 41.91 28.70 3.91
736 39.92 10.71 11.01 4.82 43.15
737 40.13 90.89 17.81 26.69 3.72
738 40.07 41.19 131.83 9.00 54.75
739 40.06 25.62 8.72 8.51 70.58
740 40.25 62.03 163.33 17.31 14.86
741 40.08 22.68 9.81 7.16 74.21
742 40.24 75.39 98.93 27.56 8.98
743 40.12 36.91 19.32 14.20 71.17
744 40.32 66.48 164.27 22.33 13.88
745 40.47 71.08 107.39 24.95 9.80
746 40.30 19.95 11.55 6.74 63.25
747 40.36 43.58 151.37 8.39 28.63
748 40.44 59.63 170.05 18.16 18.51
749 40.80 80.27 42.52 41.73 3.55
750 40.45 8.29 16.34 8.37 38.19
751 40.39 38.89 119.92 10.46 39.32
752 40.46 30.81 43.77 9.07 63.01
753 40.81 50.54 184.31 20.67 26.27
754 40.82 64.45 143.23 22.06 11.73
755 40.77 45.87 178.43 16.68 35.64
756 40.70 35.01 128.51 12.95 47.11
757 40.82 48.36 169.57 20.14 23.81
758 40.77 55.70 142.76 15.37 17.34
759 40.89 52.25 171.07 19.47 18.62
760 40.97 15.49 84.22 11.57 28.52
761 40.91 77.71 57.24 25.89 3.21
762 40.75 24.51 58.38 5.08 41.85
763 41.13 73.30 48.00 36.94 5.06
764 41.45 12.64 88.43 10.28 19.13
765 41.16 57.83 143.04 22.47 14.54
766 41.26 9.95 73.00 8.91 19.47
767 41.24 26.57 122.84 15.54 34.53
768 41.22 68.87 76.87 38.93 9.01
769 41.55 87.40 14.49 60.31 2.46
770 41.38 22.56 115.59 9.25 24.08
771 41.21 32.65 148.90 11.06 29.98
772 41.42 37.24 169.04 15.18 32.86
773 41.35 39.88 174.17 15.94 35.92
774 41.39 19.12 131.47 9.95 25.08
775 41.33 20.87 137.40 9.67 28.45
776 41.40 42.39 159.82 16.78 24.71
777 41.59 30.43 150.67 13.17 24.15
778 41.61 53.83 119.72 27.83 10.60
779 41.60 60.46 98.17 26.87 10.79
780 41.67 62.69 95.45 28.20 6.14
781 41.50 82.01 21.74 40.22 3.42
782 42.23 90.71 7.83 69.24 1.98
783 41.78 75.72 52.21 43.91 1.64
784 41.79 66.90 70.47 42.84 6.47
785 41.76 83.78 19.25 43.65 2.89
786 41.77 7.55 52.48 9.18 7.81
787 42.03 24.11 130.69 19.48 23.50
788 41.80 44.70 156.21 21.27 22.56
789 41.94 71.06 25.66 40.10 3.96
790 42.02 28.47 160.03 15.90 19.18
791 42.01 34.70 182.82 16.69 23.92
792 41.99 47.11 124.89 23.89 14.45
793 42.14 55.90 108.35 33.78 8.37
794 42.81 93.45 0.03 68.36 1.98
795 42.24 49.49 70.86 23.40 5.90
796 42.11 51.40 108.50 28.53 11.95
797 42.24 64.89 60.79 41.19 6.99
798 42.35 58.42 90.60 32.74 7.32
799 42.50 32.24 162.22 23.77 16.14
800 42.45 68.83 21.90 48.73 4.44
801 42.57 73.27 27.00 62.59 2.21
802 42.57 41.07 166.62 24.65 16.21
803 42.55 80.29 12.40 59.96 2.27
804 42.64 11.39 75.41 20.48 7.58
805 42.63 9.36 69.41 19.28 6.24
806 42.93 25.48 119.48 27.09 12.76
807 42.67 38.34 158.81 28.01 13.81
808 42.61 43.51 116.90 27.89 14.18
809 42.63 19.58 124.22 16.97 12.37
810 42.94 60.79 64.76 47.83 5.52
811 42.69 53.69 58.36 42.17 7.61
812 42.88 36.33 145.44 25.17 18.55
813 43.00 6.44 38.88 18.83 2.26
814 42.82 22.11 111.86 18.20 12.76
815 42.87 30.00 101.51 29.87 11.93
816 43.07 63.01 41.37 54.96 4.82
817 42.92 84.02 2.39 66.23 1.03
818 43.27 47.94 58.16 40.57 4.64
819 43.14 17.01 95.43 36.32 6.29
820 43.14 66.87 37.28 62.97 2.87
821 43.18 75.65 12.75 86.28 0.51
822 43.17 45.75 77.03 39.54 8.24
823 43.03 56.94 60.44 36.30 3.78
824 43.29 34.22 105.34 29.41 9.55
825 43.14 51.73 67.40 36.08 2.48
826 43.29 70.88 21.25 78.71 2.47
827 43.44 87.25 1.62 82.17 0.63
828 43.35 27.92 97.67 33.53 9.79
829 43.48 78.27 13.91 94.68 0.64
830 43.65 49.68 54.51 61.16 5.96
831 43.69 55.37 48.15 66.28 3.69
832 43.60 14.47 61.29 35.81 2.90
833 43.73 59.04 41.10 72.59 4.19
834 43.81 64.88 21.40 82.48 2.45
835 43.61 40.02 94.25 43.44 8.71
836 43.71 8.62 49.33 28.50 0.29
837 43.71 32.05 111.58 39.28 8.36
838 43.93 68.80 14.19 83.68 1.61
839 44.03 80.95 4.59 96.22 0.77
840 43.80 19.97 71.85 35.29 4.76
841 43.73 43.16 61.97 43.58 6.85
842 43.82 22.31 72.42 34.36 3.92
843 43.88 37.20 77.09 42.80 7.70
844 43.82 73.09 9.75 92.90 0.10
845 43.91 11.36 47.82 28.09 1.09
846 44.14 53.33 42.68 73.57 3.23
847 44.14 30.00 56.75 50.19 3.46
848 44.70 87.96 1.67 83.67 1.24
849 44.16 26.37 65.86 43.56 2.60
850 44.34 84.43 2.73 85.47 0.67
851 44.24 34.90 47.36 39.37 5.14
852 44.44 51.17 29.33 86.62 2.87
853 44.26 18.09 41.40 33.59 2.88
854 44.32 62.22 15.15 87.52 1.68
855 44.55 24.29 45.57 63.97 2.22
856 44.55 66.62 17.14 105.89 1.72
857 44.46 75.39 4.45 106.79 0.00
858 44.33 92.92 1.06 88.10 2.21
859 44.37 95.77 0.00 64.83 2.45
860 44.54 45.52 28.80 79.77 2.78
861 44.43 47.75 26.28 62.94 3.68
862 44.64 70.87 10.06 116.39 1.15
863 44.54 41.56 45.43 68.09 3.04
864 44.62 60.07 20.03 90.79 3.66
865 44.69 57.31 24.27 106.36 3.83
866 44.90 28.23 39.86 78.82 0.65
867 44.79 32.65 55.76 63.56 3.47
868 44.82 39.11 32.05 70.70 3.43
869 44.94 72.94 3.58 106.27 0.92
870 44.89 77.46 1.12 100.93 1.01
871 44.85 14.97 38.64 74.16 0.33
872 44.98 43.58 27.89 79.00 4.12
873 44.99 10.11 34.92 57.12 0.00
874 45.00 19.82 41.14 68.78 1.22
875 45.12 22.19 26.98 77.00 1.60
876 45.17 36.55 33.33 78.77 0.80
877 45.09 55.13 20.06 121.29 2.26
878 45.56 64.20 8.44 126.71 0.69
879 45.30 92.19 2.08 100.96 1.84
880 45.50 82.85 4.19 113.50 1.75
881 45.10 94.83 2.16 106.94 1.92
882 45.04 12.38 23.18 59.99 0.06
883 45.31 17.53 25.05 76.58 0.47
884 45.29 68.59 5.90 114.25 0.27
885 45.25 47.96 20.70 95.96 3.57
886 45.52 49.93 18.03 145.87 3.45
887 45.37 52.71 15.14 126.82 3.47
888 45.44 30.47 33.75 92.54 2.26
889 45.43 26.19 20.67 95.58 1.13
890 45.27 41.32 35.17 83.42 1.64
891 45.50 61.73 4.98 138.50 2.29
892 45.61 34.39 31.01 94.41 0.63
893 45.58 59.08 15.01 147.51 2.14
894 45.66 79.91 0.83 103.96 1.28
895 45.69 74.69 1.87 118.55 0.00
896 45.79 45.92 14.88 114.45 3.11
897 45.75 90.21 7.00 103.17 1.17
898 45.87 56.62 9.14 122.55 1.72
899 45.82 70.62 1.63 115.37 0.74
900 45.83 24.22 21.21 91.42 1.45
901 45.86 66.51 3.46 133.04 1.89
902 45.80 95.35 3.22 100.30 2.61
903 45.87 40.69 19.06 89.39 3.17
904 46.27 88.86 42.47 110.72 1.04
905 46.05 11.91 10.16 84.92 0.00
906 46.04 14.43 11.74 92.60 0.00
907 45.90 16.73 10.02 87.43 0.00
908 46.01 38.58 19.84 87.29 1.99
909 46.13 28.36 9.80 106.41 0.05
910 46.15 32.13 16.78 117.25 0.98
911 46.11 76.96 4.33 112.65 0.00
912 46.35 19.18 9.10 98.10 0.00
913 46.28 21.50 12.37 109.77 0.63
914 46.16 9.84 7.06 72.87 0.00
915 46.29 43.27 9.45 114.38 2.47
916 46.25 54.34 6.47 147.66 2.16
917 46.40 72.63 11.97 130.73 1.36
918 46.45 36.55 14.39 119.99 1.04
919 46.44 47.72 12.46 134.65 2.21
920 46.54 7.74 5.87 102.92 0.00
921 46.43 51.80 5.80 138.90 0.85
922 46.50 60.37 4.06 139.82 1.83
923 46.57 68.46 3.73 134.06 0.83
924 46.71 86.82 31.48 121.62 1.55
925 46.50 25.94 10.36 105.66 0.25
926 46.81 93.26 32.09 123.19 0.84
927 46.66 58.03 7.55 153.23 1.81
928 46.64 62.33 2.49 132.75 0.00
929 46.59 82.13 29.78 132.97 0.87
930 46.63 78.84 13.89 127.94 0.04
931 46.77 30.24 13.13 135.91 1.34
932 46.85 34.32 10.90 139.27 1.63
933 46.77 40.74 11.23 113.78 2.39
934 46.92 16.95 11.74 113.15 0.00
935 46.93 23.47 8.56 137.17 0.00
936 47.04 45.57 9.06 145.40 3.07
937 46.98 66.16 8.37 156.38 1.94
938 47.04 70.54 23.95 148.34 1.76
939 46.94 74.65 15.29 143.55 0.00
940 47.04 95.98 28.52 99.20 1.18
941 47.08 55.94 8.97 162.29 2.86
942 47.14 38.45 12.12 145.52 1.68
943 47.35 12.13 10.91 107.91 0.00
944 47.77 14.73 61.73 125.42 0.03
945 47.17 27.89 7.39 127.43 0.00
946 47.32 53.60 7.49 163.93 2.89
947 47.25 63.72 16.99 146.65 1.37
948 47.32 50.89 15.04 156.08 1.70
949 47.57 47.95 35.86 180.13 1.60
950 47.33 7.13 4.00 114.67 0.00
951 47.50 20.90 21.01 137.47 0.26
952 47.42 43.20 10.10 164.39 2.12
953 47.37 76.90 41.70 142.23 0.00
954 48.12 84.76 121.06 127.52 0.88
955 47.53 4.62 5.12 90.68 0.00
956 47.79 24.68 24.09 153.98 0.26
957 47.53 61.01 23.83 161.53 0.57
958 47.62 72.61 60.17 163.33 0.99
959 48.04 78.84 137.83 126.24 0.00
960 47.94 90.85 96.06 103.78 1.77
961 47.66 36.16 36.34 134.76 3.30
962 47.66 58.33 37.43 173.95 2.46
963 47.78 40.82 33.14 140.69 3.82
964 47.77 68.25 27.12 141.84 2.76
965 47.89 30.41 26.44 162.02 0.00
966 47.78 82.14 149.59 113.79 1.15
967 48.00 33.63 40.32 164.04 0.72
968 48.09 18.06 29.75 124.96 0.00
969 48.00 65.18 41.72 173.07 1.68
970 48.10 74.96 148.44 149.95 1.49
971 48.18 87.15 127.34 100.19 2.19
972 48.12 27.16 29.77 162.21 0.42
973 48.05 55.83 45.44 175.41 2.47
974 48.25 70.39 99.30 177.11 0.00
975 48.29 62.73 138.45 177.48 3.24
976 48.18 38.68 32.16 170.08 1.73
977 48.18 52.61 33.54 161.97 2.72
978 48.18 50.02 50.80 175.25 1.22
979 48.21 82.99 140.95 127.55 1.68
980 48.51 7.41 40.26 114.02 0.00
981 48.46 10.51 48.00 134.02 0.00
982 48.42 60.38 169.59 163.74 2.65
983 48.36 43.54 52.78 190.85 3.63
984 48.61 45.61 158.59 164.79 1.80
985 48.70 66.62 135.71 176.53 1.22
986 48.66 36.39 104.58 181.71 1.07
987 48.70 58.30 154.74 167.54 2.41
988 48.73 72.51 163.43 158.04 0.90
989 48.72 54.44 148.08 164.52 1.33
990 49.05 80.73 150.67 138.02 0.23
991 48.58 20.09 100.76 148.75 1.38
992 48.59 48.03 150.09 179.27 2.85
993 48.95 22.21 123.38 164.82 0.00
994 48.76 25.10 78.48 162.14 0.76
995 48.76 41.17 111.48 177.61 3.15
996 48.92 88.13 100.46 114.47 1.21
997 49.00 16.22 133.35 160.84 0.00
998 49.06 68.59 161.16 156.38 1.79
999 48.97 27.76 188.53 168.71 0.63
1000 48.95 50.46 189.61 156.69 0.94
1001 49.05 56.46 173.07 172.41 1.52
1002 48.99 29.81 140.94 175.52 0.24
1003 49.16 64.48 171.63 174.88 1.16
1004 49.40 93.23 85.75 121.55 0.33
1005 49.09 12.22 124.20 133.49 0.00
1006 49.39 76.37 149.09 136.23 1.12
1007 49.28 39.00 185.89 171.96 2.06
1008 49.17 52.84 217.61 167.60 2.68
1009 49.42 74.39 165.27 158.22 0.00
1010 49.32 90.39 98.84 113.88 0.49
1011 49.40 32.93 188.94 164.84 0.21
1012 49.34 43.16 179.12 171.17 2.19
1013 49.29 62.09 181.46 169.88 1.58
1014 49.29 13.98 162.05 139.25 0.00
1015 49.51 70.72 140.78 151.58 0.71
1016 49.49 47.00 212.43 163.69 2.42
1017 49.55 20.20 155.87 161.90 0.37
1018 49.57 59.83 206.19 158.21 3.99
1019 49.60 95.80 47.49 105.68 2.26
1020 49.51 10.05 134.28 121.51 0.00
1021 49.56 82.79 105.31 89.33 1.76
1022 49.98 23.40 165.51 167.48 0.81
1023 49.87 30.76 189.25 159.43 2.73
1024 49.75 36.84 180.68 167.18 1.64
1025 49.91 48.87 176.27 177.56 1.88
1026 49.97 85.32 83.27 106.23 0.86
1027 49.77 6.30 77.24 115.51 0.00
1028 49.88 40.98 177.79 165.50 1.52
1029 50.05 44.77 168.28 170.96 4.39
1030 50.10 57.74 163.20 164.26 1.50
1031 50.47 97.75 1.42 50.10 0.00
1032 49.97 17.93 144.95 113.63 0.00
1033 49.90 26.39 173.08 137.05 0.41
1034 50.04 34.83 168.74 158.02 1.98
1035 50.13 55.56 157.41 174.80 1.28
1036 50.02 66.43 135.88 160.66 2.22
1037 50.20 78.38 90.60 128.68 0.00
1038 50.12 28.50 167.53 165.82 0.76
1039 50.18 50.97 157.54 185.44 1.12
1040 50.22 72.89 99.92 156.80 0.88
1041 50.10 14.86 126.79 158.83 0.00
1042 50.35 53.48 177.67 173.26 1.51
1043 50.27 63.64 136.98 168.25 1.82
1044 50.34 88.45 61.82 135.69 1.38
1045 50.37 11.75 108.67 152.49 0.00
1046 50.40 68.94 101.92 162.43 1.14
1047 50.41 61.35 179.04 171.83 1.59
1048 50.44 9.52 62.70 137.86 0.00
1049 50.72 39.44 137.22 180.23 1.58
1050 50.69 42.52 117.79 177.13 1.72
1051 50.67 81.87 70.35 135.34 0.59
1052 50.65 32.41 154.41 165.79 2.15
1053 50.92 90.95 38.63 132.99 0.65
1054 50.82 20.03 102.72 155.81 0.01
1055 50.66 25.36 165.12 155.59 0.88
1056 50.81 46.90 154.00 178.30 2.90
1057 50.79 75.74 63.52 144.22 0.48
1058 51.02 94.12 31.02 111.60 0.58
1059 50.96 37.19 133.21 180.62 2.15
1060 51.00 71.13 61.85 156.79 1.07
1061 51.17 17.05 71.17 138.95 0.01
1062 51.00 59.39 80.62 187.53 2.20
1063 51.13 13.29 74.85 164.61 0.00
1064 51.34 6.69 31.72 127.06 0.00
1065 51.21 29.96 119.52 176.98 2.01
1066 51.05 49.43 74.79 187.08 2.64
1067 51.24 65.07 63.46 178.62 0.66
1068 51.32 67.18 42.01 151.82 0.97
1069 51.17 27.51 96.58 162.19 1.26
1070 51.18 34.92 116.90 176.43 1.92
1071 51.20 52.08 71.37 172.95 1.58
1072 51.32 23.41 57.73 168.67 0.40
1073 51.26 44.18 98.84 188.31 2.50
1074 51.35 57.26 95.47 196.41 3.38
1075 51.35 86.08 32.58 105.43 1.42
1076 51.36 54.92 66.34 183.44 2.69
1077 51.47 73.58 29.74 152.66 1.17
1078 51.50 62.28 76.25 175.18 1.30
1079 51.46 78.48 27.71 131.44 0.45
1080 51.94 89.17 15.84 132.45 0.50
1081 51.81 69.26 30.62 155.58 0.65
1082 51.80 82.60 28.75 140.73 0.00
1083 51.63 9.40 36.54 139.49 0.00
1084 51.67 41.32 71.29 161.65 2.98
1085 51.88 20.89 41.73 166.76 0.00
1086 51.83 32.13 72.34 181.58 0.79
1087 51.89 39.23 71.28 190.74 1.66
1088 51.85 48.15 51.17 197.78 1.83
1089 51.86 25.70 36.94 175.92 0.00
1090 52.18 98.31 0.00 40.93 0.00
1091 51.97 45.55 57.13 194.46 2.70
1092 52.02 75.95 32.86 158.71 0.00
1093 52.08 92.74 9.89 119.47 1.08
1094 51.98 50.58 48.67 179.00 2.98
1095 52.01 59.93 51.06 213.58 2.92
1096 52.08 14.67 30.76 154.87 0.84
1097 52.13 36.95 49.43 186.26 1.57
1098 52.09 28.66 48.06 185.26 0.76
1099 52.27 34.37 51.36 189.34 0.82
1100 52.18 52.86 35.31 192.05 1.97
1101 52.30 71.55 26.60 163.36 0.48
1102 52.37 96.14 0.00 73.59 0.38
1103 52.29 43.19 50.90 186.33 2.44
1104 52.25 11.91 23.66 120.86 0.00
1105 52.42 85.20 15.99 119.85 0.47
1106 52.43 18.59 30.79 161.31 0.00
1107 52.33 64.39 22.20 186.32 1.61
1108 52.48 80.28 14.74 132.25 0.00
1109 52.59 3.85 0.56 87.59 0.00
1110 52.28 9.15 16.27 157.05 0.00
1111 52.42 57.15 29.43 189.01 2.37
1112 52.46 55.17 27.48 187.95 2.66
1113 52.54 6.36 13.86 138.49 0.00
1114 52.63 24.42 23.67 175.04 0.00
1115 52.71 87.33 10.82 117.26 0.99
1116 52.55 66.97 16.68 155.46 0.64
1117 52.76 62.28 30.38 196.78 2.93
1118 52.75 73.79 13.32 162.53 0.00
1119 52.84 27.23 16.48 178.97 0.01
1120 52.83 40.87 42.38 176.95 1.24
1121 52.80 77.82 7.51 141.85 0.00
1122 52.80 46.81 34.32 191.51 3.26
1123 52.95 49.31 15.24 182.38 1.90
1124 52.83 59.22 16.21 191.24 1.39
1125 52.97 69.59 8.87 172.32 0.00
1126 52.88 83.17 12.92 127.04 0.09
1127 53.01 21.45 15.09 155.56 0.92
1128 52.99 38.49 30.61 189.92 1.83
1129 53.04 14.53 13.37 156.10 0.00
1130 52.99 32.81 18.70 164.60 2.36
1131 53.11 51.42 22.00 182.09 1.17
1132 53.19 10.35 11.44 134.40 0.00
1133 53.47 7.83 10.76 150.87 0.00
1134 53.18 29.86 22.41 183.84 0.00
1135 53.19 91.71 4.01 111.74 0.00
1136 53.12 35.66 21.07 185.66 0.00
1137 53.28 53.52 17.43 184.05 2.98
1138 53.61 16.90 17.01 157.95 0.00
1139 54.03 45.48 18.94 169.95 1.51
1140 53.47 75.56 5.11 150.50 0.00
1141 53.33 12.39 11.67 120.09 0.59
1142 53.45 42.94 21.88 179.14 1.70
1143 53.38 64.86 10.61 175.96 1.18
1144 53.50 23.34 13.08 156.85 0.00
1145 53.68 55.36 16.81 164.36 1.64
1146 53.58 61.52 17.23 170.77 1.72
1147 53.66 57.40 12.39 164.86 1.44
1148 53.64 72.08 6.42 160.41 0.41
1149 53.61 89.05 1.40 105.55 0.57
1150 53.63 95.46 0.00 87.83 0.38
1151 54.10 19.88 26.00 147.70 0.00
1152 53.65 80.94 7.32 119.71 0.00
1153 53.44 83.74 1.65 123.67 0.82
1154 53.62 67.52 6.90 157.60 0.00
1155 53.66 86.37 4.10 117.28 0.60
1156 53.88 25.91 21.94 157.80 0.27
1157 53.78 32.06 19.30 160.56 1.29
1158 53.94 39.34 13.92 185.24 1.96
1159 53.87 59.56 9.93 192.04 1.95
1160 53.79 47.54 13.48 173.41 0.08
1161 53.94 34.10 17.88 183.61 0.00
1162 53.98 36.91 11.39 177.03 0.41
1163 54.02 28.51 17.55 172.69 1.34
1164 54.16 78.78 3.21 135.73 0.00
1165 54.26 4.81 12.15 98.16 0.00
1166 54.00 14.62 13.53 121.66 0.00
1167 54.11 50.15 12.46 176.41 0.92
1168 54.05 70.01 4.84 154.32 0.00
1169 54.25 30.55 21.37 166.38 0.00
1170 54.24 63.49 6.68 150.60 2.67
1171 54.41 83.71 1.56 122.26 0.00
1172 54.31 41.59 15.91 177.26 1.50
1173 54.48 12.08 33.68 141.03 0.00
1174 54.31 52.42 12.43 174.27 1.37
1175 54.52 73.91 3.93 143.21 0.00
1176 54.34 9.59 26.20 120.57 0.00
1177 54.52 22.56 48.72 146.28 0.38
1178 54.48 66.02 6.11 157.49 0.00
1179 54.73 91.58 0.00 98.19 0.00
1180 54.58 76.40 5.83 124.97 0.00
1181 55.25 86.03 4.84 126.37 0.00
1182 54.73 43.81 22.30 156.48 1.11
1183 54.66 61.17 9.16 147.17 1.71
1184 54.74 24.63 62.05 142.37 0.00
1185 54.77 68.51 5.16 161.07 0.00
1186 54.75 88.45 1.99 113.98 0.00
1187 54.83 16.73 55.74 137.13 0.00
1188 54.82 54.43 10.36 160.78 0.93
1189 54.83 56.44 19.82 144.52 0.30
1190 54.78 58.53 17.19 162.97 0.00
1191 54.91 33.42 63.76 163.78 0.93
1192 54.82 35.60 31.35 145.60 0.00
1193 54.97 71.46 10.93 146.50 0.00
1194 54.95 26.98 59.05 163.63 0.00
1195 54.96 48.07 13.90 159.45 1.66
1196 55.01 37.71 38.33 174.67 0.13
1197 54.94 81.20 1.03 108.10 0.37
1198 55.01 39.98 30.80 175.31 1.02
1199 55.40 8.08 89.46 134.27 0.00
1200 55.07 14.82 51.20 111.01 0.00
1201 55.14 31.57 86.62 152.03 0.01
1202 55.10 29.45 64.57 154.88 0.00
1203 55.24 50.51 27.35 142.09 0.00
1204 55.25 64.50 16.80 162.89 0.96
1205 55.56 5.09 39.74 86.44 0.00
1206 55.37 78.91 13.17 106.15 0.62
1207 55.37 42.41 40.05 150.46 1.55
1208 55.39 10.44 71.59 121.82 0.00
1209 55.42 18.76 146.59 112.73 0.00
1210 55.83 20.78 139.94 99.97 0.00
1211 55.47 62.22 41.60 145.74 1.63
1212 55.59 52.82 47.86 137.60 0.40
1213 55.57 67.22 28.31 138.40 1.47
1214 55.85 13.27 116.17 109.83 0.00
1215 55.56 46.04 51.25 149.86 2.21
1216 55.62 76.37 19.74 124.26 0.00
1217 55.70 69.62 20.87 128.56 0.00
1218 55.69 73.70 21.15 131.93 0.00
1219 55.73 28.07 183.47 127.21 0.00
1220 55.66 59.90 42.80 141.37 0.13
1221 55.74 82.11 17.57 96.79 0.15
1222 55.81 88.98 6.76 79.23 0.00
1223 55.60 35.65 134.06 106.55 0.60
1224 55.72 57.47 69.97 146.60 0.00
1225 55.86 44.47 156.64 105.32 0.54
1226 55.89 24.55 162.71 111.93 0.00
