#<Embryo name> <Cleavage cycle> <Temporal class> <Genes>
dm6 14A 4 even-skipped knirps hunchback

#Quantitative data
#<Nucleus number> <A-P coordinate> <D-V coordinate> <Fluorescence intensity: channel 1 - eve, channel 2 - kni, channel 3 - hb>
0 2.63 42.84 9.99 74.54 48.21
1 2.75 45.48 10.69 82.79 65.15
2 2.81 48.29 10.61 83.50 71.61
3 3.07 51.13 10.40 82.58 65.74
4 3.75 53.29 9.54 77.94 73.33
5 3.80 39.63 11.87 70.10 65.44
6 4.06 44.33 14.13 83.24 86.03
7 4.02 37.03 9.56 59.40 52.74
8 4.32 41.76 15.38 78.35 90.35
9 4.05 47.37 14.34 89.28 97.96
10 4.50 51.16 13.50 88.59 102.45
11 4.92 35.38 9.63 48.20 51.88
12 5.11 54.12 11.61 83.98 108.64
13 5.17 38.34 13.50 60.52 79.43
14 5.28 49.07 15.74 84.57 103.88
15 5.32 46.05 16.95 90.70 119.59
16 5.29 56.60 10.64 77.18 87.16
17 5.61 43.34 17.50 77.81 107.88
18 5.93 40.69 18.04 65.26 102.05
19 5.99 52.14 15.29 78.50 115.27
20 6.17 35.51 14.55 45.40 91.67
21 6.54 57.81 11.81 77.28 109.50
22 6.53 47.97 19.04 87.35 134.27
23 6.55 60.39 9.01 71.80 81.77
24 6.63 54.95 14.73 78.35 127.53
25 6.60 38.17 15.63 51.51 100.81
26 6.82 45.37 18.42 79.45 130.24
27 7.14 50.54 18.66 80.52 130.39
28 7.17 42.96 18.96 68.34 120.40
29 7.20 33.28 13.26 31.40 88.32
30 7.65 40.63 18.91 53.77 120.84
31 7.61 35.70 15.60 38.60 111.53
32 7.71 52.81 18.23 80.26 144.80
33 7.89 58.90 13.76 76.45 136.42
34 8.00 56.01 16.39 75.28 142.35
35 7.96 61.25 11.52 73.65 96.64
36 7.94 48.21 19.88 70.30 143.36
37 8.07 38.35 17.71 43.96 117.81
38 8.23 45.47 19.61 67.31 135.80
39 8.20 31.21 12.41 21.44 89.96
40 8.77 33.57 15.19 28.44 113.54
41 8.82 43.31 20.17 59.74 137.44
42 8.93 50.20 19.99 62.96 146.84
43 8.84 63.11 11.00 67.06 99.15
44 8.94 53.43 21.42 75.92 172.75
45 9.01 36.24 18.28 33.19 127.30
46 9.29 40.75 20.53 42.26 142.86
47 9.29 47.30 20.09 64.38 160.79
48 9.33 58.06 16.45 71.74 162.18
49 9.40 29.58 13.73 19.15 99.80
50 9.57 55.55 19.85 72.86 171.37
51 9.65 60.47 14.88 75.38 161.46
52 9.65 38.59 19.53 32.06 134.56
53 9.61 65.58 8.73 58.81 79.22
54 9.81 31.96 15.73 22.77 120.98
55 10.01 51.98 21.31 64.04 176.97
56 10.19 45.13 21.09 46.38 152.55
57 10.32 42.62 22.38 44.51 143.83
58 10.15 62.85 14.26 76.13 156.47
59 10.19 34.27 17.48 22.70 130.21
60 10.45 36.59 19.69 28.14 136.84
61 10.53 47.98 21.09 50.31 161.19
62 10.50 68.04 8.49 50.57 71.67
63 10.86 50.10 21.70 49.75 173.81
64 10.57 30.34 14.45 18.21 118.47
65 10.77 56.73 20.00 65.61 184.46
66 10.94 54.22 20.97 62.46 182.38
67 10.97 65.10 14.76 71.58 146.80
68 10.88 39.11 19.77 27.82 140.08
69 11.19 59.32 19.89 69.29 165.52
70 11.25 41.06 21.43 32.85 145.14
71 11.02 34.49 20.55 27.00 137.06
72 11.15 28.00 13.31 14.93 107.76
73 11.21 30.78 16.54 20.20 120.49
74 11.57 32.82 19.62 21.41 137.44
75 11.57 46.36 21.26 39.00 175.10
76 11.44 61.88 16.90 72.49 176.53
77 11.68 52.10 21.79 56.52 198.05
78 11.73 43.85 21.51 32.17 156.94
79 11.69 28.89 15.38 15.38 116.60
80 11.50 38.47 20.90 25.60 150.57
81 11.92 36.96 21.24 24.78 152.94
82 11.85 67.27 14.02 62.33 132.50
83 11.99 25.26 12.36 12.19 99.29
84 12.13 49.33 22.91 40.71 185.92
85 12.10 55.94 21.49 57.06 186.48
86 12.42 35.01 21.18 23.54 155.76
87 12.40 30.88 17.78 18.29 125.10
88 12.44 64.44 17.57 72.46 188.83
89 12.58 39.49 22.21 25.30 158.39
90 12.42 70.41 10.11 51.79 89.62
91 12.53 42.01 23.15 28.70 168.19
92 12.61 27.49 14.97 14.43 125.82
93 12.75 58.22 20.28 58.60 199.66
94 12.85 53.67 21.60 42.54 196.71
95 12.68 60.94 19.79 66.60 209.61
96 12.73 47.06 21.51 31.09 183.87
97 13.01 51.14 22.38 38.17 207.83
98 13.12 33.44 19.88 20.08 146.12
99 13.14 67.46 15.45 70.63 174.77
100 13.45 43.77 22.12 29.18 179.50
101 13.46 23.41 12.35 11.41 111.72
102 13.53 45.74 23.75 30.35 187.78
103 13.48 36.91 23.26 22.80 157.88
104 13.65 29.47 17.72 17.57 137.48
105 13.50 55.82 22.76 45.04 217.59
106 13.68 62.62 21.95 66.16 205.16
107 13.63 48.79 22.67 31.24 190.71
108 13.74 26.33 15.70 14.52 136.17
109 13.68 40.88 23.36 26.09 192.43
110 13.86 70.79 13.60 64.20 143.48
111 14.02 31.82 19.94 19.68 147.03
112 14.05 60.01 21.22 58.00 223.18
113 14.29 38.90 21.88 23.47 168.32
114 14.10 51.81 23.07 34.28 205.49
115 14.28 64.84 18.43 63.48 193.83
116 14.45 57.43 22.81 47.52 218.48
117 14.36 34.58 19.77 20.02 161.01
118 14.56 67.45 17.20 59.29 189.17
119 14.59 54.36 24.09 33.68 219.35
120 14.65 46.59 24.83 26.27 202.22
121 14.60 42.93 23.82 24.33 192.36
122 14.82 24.96 16.30 14.17 138.63
123 14.80 49.35 23.66 29.40 210.49
124 14.91 28.31 19.25 15.87 143.53
125 15.00 36.78 23.23 20.79 184.99
126 14.96 71.74 12.58 57.32 126.56
127 14.92 22.38 12.29 11.38 122.94
128 15.28 40.96 22.58 23.32 190.78
129 15.35 62.58 21.07 56.82 202.46
130 15.43 30.81 20.68 19.12 162.11
131 15.37 33.22 21.96 18.38 170.91
132 15.33 51.91 23.02 29.17 210.97
133 15.24 72.98 11.86 51.52 105.98
134 15.53 68.87 16.73 59.86 179.10
135 15.39 60.07 22.43 44.40 218.32
136 15.62 45.64 27.42 26.39 209.06
137 15.65 38.78 24.37 21.16 195.12
138 15.75 43.57 25.47 24.37 203.54
139 15.96 55.79 23.54 31.23 226.42
140 15.96 57.94 22.78 35.01 214.38
141 15.71 23.18 13.44 15.24 122.23
142 15.58 27.82 18.46 16.42 156.81
143 15.89 65.25 20.97 58.31 196.60
144 16.00 47.82 24.87 25.11 219.21
145 16.02 53.61 23.99 31.75 224.42
146 16.03 74.98 10.25 48.63 86.56
147 16.10 50.17 24.82 27.42 224.84
148 16.09 35.46 22.38 19.61 190.39
149 16.13 26.19 17.92 14.84 154.75
150 16.37 70.83 16.41 56.14 173.35
151 16.53 29.34 20.21 17.04 167.58
152 16.51 41.88 23.76 22.19 201.83
153 16.78 33.56 22.05 19.27 195.07
154 16.88 37.34 24.50 22.21 206.09
155 16.93 22.42 15.17 13.98 140.56
156 16.74 39.73 23.70 21.81 206.18
157 16.72 60.07 23.18 33.74 210.40
158 16.98 45.98 24.24 24.10 212.11
159 16.98 62.57 21.56 36.88 205.52
160 17.00 68.07 19.33 48.74 186.34
161 17.19 72.41 15.60 52.06 159.21
162 16.93 24.57 16.30 14.13 161.39
163 17.11 43.91 27.24 24.12 217.61
164 17.15 52.58 24.92 29.38 233.53
165 17.22 31.58 22.02 18.76 182.31
