#<Embryo name> <Cleavage cycle> <Temporal class> <Genes>
dm3 14A 7 even-skipped knirps hunchback

#Quantitative data
#<Nucleus number> <A-P coordinate> <D-V coordinate> <Fluorescence intensity: channel 1 - eve, channel 2 - kni, channel 3 - hb>
0 1.99 51.55 9.22 148.98 17.74
1 2.55 48.48 11.57 180.49 28.64
2 2.95 45.00 11.64 173.24 28.20
3 2.90 52.44 12.78 185.44 44.07
4 3.34 56.78 12.52 164.30 28.78
5 3.30 54.07 14.67 168.98 29.98
6 3.55 48.59 13.29 179.08 45.11
7 3.96 44.34 12.85 186.77 50.40
8 4.44 50.86 13.71 172.14 48.91
9 4.32 47.65 13.29 168.93 36.86
10 4.42 56.29 14.41 200.30 63.91
11 4.63 61.67 10.99 170.77 38.99
12 5.11 59.01 12.73 177.49 54.34
13 4.82 42.02 13.98 159.38 51.09
14 5.26 53.11 14.80 182.07 62.84
15 4.97 45.59 13.76 170.93 59.88
16 5.22 55.40 14.55 169.66 62.91
17 5.48 43.41 12.88 150.29 45.42
18 5.72 40.07 12.46 140.89 58.49
19 5.80 48.48 15.13 150.18 61.71
20 5.95 46.08 15.10 141.45 53.51
21 6.11 51.62 13.35 164.06 60.67
22 6.24 62.12 12.37 159.94 56.66
23 6.42 49.61 14.25 161.09 73.64
24 6.32 55.67 14.41 166.55 62.57
25 6.36 65.52 10.12 128.11 32.23
26 6.45 41.55 13.44 139.34 67.02
27 6.57 38.48 13.23 97.62 73.31
28 6.80 59.20 13.36 171.82 64.19
29 6.86 36.06 12.03 91.65 58.27
30 7.06 43.36 13.88 127.27 64.62
31 7.14 47.19 13.88 130.99 65.57
32 7.27 52.75 14.71 165.09 64.34
33 7.12 39.04 13.07 101.93 60.38
34 7.60 45.10 14.00 108.71 61.77
35 7.50 50.03 13.86 136.53 59.06
36 7.53 65.87 12.33 156.48 68.38
37 7.63 55.50 14.06 167.84 73.89
38 7.71 63.53 12.93 167.28 80.76
39 7.67 40.60 14.63 97.33 76.64
40 7.74 34.32 10.97 70.23 68.08
41 7.83 61.79 13.88 180.86 90.79
42 7.99 37.14 13.03 66.68 82.75
43 8.24 57.85 15.34 168.57 82.74
44 8.55 60.19 14.59 173.71 85.69
45 8.53 68.74 10.26 136.25 55.69
46 8.46 47.09 13.36 100.23 70.77
47 8.76 44.42 14.88 94.43 78.56
48 8.97 42.12 14.14 82.13 82.35
49 8.92 49.74 15.15 115.84 89.63
50 8.75 52.74 13.72 152.19 78.50
51 8.66 64.99 14.20 162.30 92.75
52 8.72 39.07 15.41 59.89 84.59
53 9.06 33.88 12.09 37.91 83.41
54 9.18 66.08 12.62 158.81 83.81
55 9.19 36.56 13.20 48.58 92.31
56 9.36 55.55 14.53 163.78 84.76
57 9.52 62.31 14.10 158.45 92.23
58 9.54 39.98 13.89 61.19 82.16
59 9.56 31.29 11.11 30.27 75.84
60 9.87 47.73 14.22 76.39 102.60
61 9.92 70.84 9.94 113.41 53.43
62 9.80 58.83 14.99 158.39 106.20
63 9.99 68.66 11.57 142.05 74.56
64 10.07 45.09 13.51 69.33 90.29
65 10.22 50.71 14.07 95.38 101.06
66 10.32 38.21 14.84 39.98 103.85
67 10.31 53.55 14.86 132.35 97.74
68 10.15 66.95 12.42 162.02 90.53
69 10.37 34.92 12.14 33.00 93.20
70 10.44 42.37 14.42 53.11 98.18
71 10.69 60.90 15.61 176.94 110.37
72 10.79 56.51 15.25 168.61 98.13
73 10.57 32.75 12.33 27.54 90.82
74 10.86 64.24 14.72 158.12 119.80
75 11.09 31.52 12.78 26.69 94.58
76 11.24 40.30 14.25 38.66 101.84
77 11.08 71.40 11.29 116.34 64.49
78 11.29 48.32 15.23 65.32 117.54
79 11.45 45.15 14.11 47.15 113.89
80 11.54 52.33 15.23 97.63 112.26
81 11.44 67.79 13.08 149.64 109.55
82 11.32 72.71 10.65 96.48 47.52
83 11.65 37.09 13.80 29.32 112.98
84 11.74 34.06 14.18 26.87 102.62
85 11.85 58.73 15.20 174.13 114.12
86 12.03 55.43 15.99 128.33 119.32
87 12.17 42.53 14.68 34.13 114.03
88 11.90 70.45 12.62 140.59 113.73
89 12.05 29.31 10.45 23.29 76.59
90 12.11 61.76 14.61 167.71 112.09
91 12.22 64.80 14.38 168.42 138.32
92 12.44 50.36 15.06 56.40 126.74
93 12.52 73.66 9.88 95.70 51.85
94 12.71 47.44 15.46 46.91 122.81
95 12.80 39.27 14.19 29.37 109.62
96 12.93 32.66 13.11 23.74 118.89
97 12.61 71.29 11.17 127.88 78.55
98 12.88 68.44 14.43 171.10 142.43
99 13.06 36.14 13.16 25.28 116.30
100 13.18 44.75 15.07 33.58 121.33
101 13.15 30.07 13.00 22.20 119.34
102 13.22 53.28 13.93 65.05 122.70
103 13.27 60.29 16.22 174.72 151.78
104 12.93 66.07 13.32 166.77 106.68
105 13.29 56.75 16.69 137.81 134.38
106 13.52 63.08 16.55 178.09 159.28
107 13.64 27.08 10.99 23.07 108.11
108 13.71 41.80 15.06 28.91 132.16
109 13.62 75.44 10.19 92.17 48.29
110 13.88 71.94 13.10 132.30 111.79
111 13.81 49.98 14.69 40.73 135.18
112 14.42 65.03 15.11 165.82 146.82
113 14.24 68.07 14.51 163.80 139.42
114 14.24 34.07 13.73 23.06 132.13
115 14.44 46.94 14.76 31.43 139.98
116 14.47 39.65 13.52 25.11 119.98
117 14.18 29.40 12.04 24.76 138.40
118 14.57 55.20 15.81 81.30 150.48
119 14.66 58.35 16.00 132.84 148.51
120 14.80 37.18 14.68 22.72 124.22
121 14.77 24.78 10.16 19.86 93.81
122 14.79 44.19 15.43 29.53 140.95
123 14.93 61.31 15.06 153.81 140.93
124 14.69 28.46 13.05 21.21 116.12
125 14.88 52.19 15.53 48.99 150.17
126 14.64 74.72 12.88 111.92 100.00
127 15.02 31.21 12.79 22.26 126.27
128 15.30 70.09 14.38 151.18 148.13
129 15.31 77.62 9.47 95.94 47.56
130 15.37 49.16 14.94 33.35 147.56
131 15.73 72.83 12.54 118.76 119.44
132 15.67 41.73 15.07 24.54 139.92
133 15.41 75.41 12.17 110.46 67.07
134 15.74 33.75 13.88 22.71 138.91
135 15.86 67.08 15.69 167.63 145.14
136 15.72 28.73 12.19 21.50 121.96
137 15.93 63.60 16.41 162.14 156.02
138 16.02 57.01 17.03 71.07 164.37
139 16.07 38.75 15.11 25.23 135.81
140 16.06 53.77 15.64 43.52 165.99
141 16.20 25.92 12.66 21.41 118.07
142 16.20 23.19 11.28 19.31 95.86
143 16.56 47.25 14.66 26.94 145.31
144 16.40 44.36 16.23 28.60 153.93
145 16.39 60.54 16.59 116.31 159.99
146 16.55 36.31 14.60 23.55 142.35
147 16.69 50.51 15.02 31.55 147.47
148 16.68 31.37 14.19 22.71 138.96
149 16.58 75.49 13.47 95.54 88.74
150 16.70 79.12 10.48 96.23 46.55
151 16.79 69.65 16.12 168.93 153.10
152 17.08 28.54 13.99 20.42 140.18
153 17.26 40.29 15.32 23.65 144.77
154 17.07 55.48 17.32 39.86 163.23
155 17.42 34.11 15.52 23.38 155.03
156 17.45 58.22 15.83 53.52 163.06
157 17.40 63.10 17.30 130.49 137.41
158 17.40 66.71 16.09 163.60 139.60
159 17.37 72.89 15.09 138.55 112.70
160 17.52 52.74 16.56 33.42 170.18
161 17.22 70.95 15.89 164.06 99.67
162 17.54 23.31 12.94 20.10 121.94
163 17.66 77.26 14.26 118.26 85.57
164 17.84 42.67 16.38 25.64 161.95
165 17.80 26.42 13.17 21.19 135.70
