#<Embryo name> <Cleavage cycle> <Temporal class> <Genes>
fa2 14A 6 even-skipped knirps hunchback

#Quantitative data
#<Nucleus number> <A-P coordinate> <D-V coordinate> <Fluorescence intensity: channel 1 - eve, channel 2 - kni, channel 3 - hb>
1221 55.51 18.11 88.80 55.47 5.52
1222 55.46 62.85 180.49 76.04 9.03
1223 55.66 82.43 146.65 57.12 7.05
1224 55.49 21.83 103.71 56.48 6.20
1225 55.48 24.13 104.79 59.92 5.98
1226 55.59 39.74 154.15 68.89 8.50
1227 55.62 26.46 125.85 67.25 6.89
1228 55.67 55.89 182.01 79.66 9.42
1229 55.58 68.80 179.03 74.26 8.11
1230 55.65 71.46 202.33 74.45 8.78
1231 55.70 36.92 155.38 71.75 7.62
1232 55.79 74.90 176.99 61.87 7.08
1233 55.81 42.72 183.60 74.67 8.04
1234 55.92 77.68 169.84 60.19 7.59
1235 55.82 91.05 128.53 48.80 6.03
1236 56.00 34.17 167.62 72.70 6.76
1237 55.89 47.40 172.47 75.68 8.94
1238 56.01 13.82 72.00 53.43 5.03
1239 55.99 29.95 142.34 72.29 6.72
1240 56.04 60.69 175.38 75.53 8.60
1241 56.20 19.77 119.29 68.43 4.77
1242 56.06 58.42 193.01 83.40 8.84
1243 56.18 64.92 184.48 86.37 8.21
1244 56.11 93.21 115.54 46.94 4.49
1245 56.18 52.27 199.32 87.26 9.03
1246 56.33 85.50 130.44 54.10 6.35
1247 56.34 49.77 191.42 86.43 8.83
1248 56.52 80.40 139.14 59.38 6.42
1249 56.21 90.18 127.65 42.61 6.57
1250 56.46 8.54 66.93 47.16 4.32
1251 56.45 11.10 68.55 53.71 4.55
1252 56.21 88.91 135.39 58.25 5.91
1253 56.47 16.04 97.29 67.81 5.05
1254 56.48 67.36 173.90 81.71 7.73
1255 56.50 95.78 64.40 41.86 3.27
1256 56.47 23.24 140.04 77.24 5.61
1257 56.55 27.55 144.82 81.81 5.68
1258 56.39 44.91 178.68 83.79 7.98
1259 56.55 54.45 191.78 88.59 9.64
1260 56.63 70.15 181.87 86.33 8.14
1261 56.62 62.79 175.32 90.12 8.12
1262 56.69 38.67 159.46 94.79 8.42
1263 56.78 72.86 178.68 74.16 7.09
1264 56.84 5.44 75.61 51.43 3.31
1265 56.81 25.33 143.81 94.64 5.20
1266 56.78 41.21 152.62 92.96 7.49
1267 56.88 88.13 115.05 48.92 6.16
1268 56.86 32.24 140.04 100.30 6.22
1269 56.85 36.14 153.23 94.67 7.02
1270 56.95 75.88 167.33 77.35 6.88
1271 57.07 21.47 137.31 93.19 4.80
1272 57.07 57.67 188.29 96.65 8.50
1273 56.99 47.24 159.87 102.05 8.45
1274 57.09 17.90 107.54 84.08 5.62
1275 57.00 29.75 136.76 106.46 6.48
1276 57.14 82.76 116.59 65.14 6.89
1277 57.22 60.09 170.95 104.41 7.87
1278 57.31 78.55 135.45 76.54 7.14
1279 57.17 13.83 81.30 70.45 4.44
1280 57.30 51.55 178.94 110.06 8.35
1281 57.35 89.89 84.14 52.60 4.56
1282 57.18 92.68 97.17 49.50 4.35
1283 57.34 43.19 129.21 117.54 8.52
1284 57.32 94.23 82.89 50.92 4.08
1285 57.33 65.53 151.42 98.91 8.00
1286 57.48 55.61 170.85 111.56 8.48
1287 57.40 49.29 163.30 110.19 8.64
1288 57.44 68.58 144.73 105.88 7.80
1289 57.50 34.58 115.55 120.43 6.61
1290 57.51 45.39 141.39 125.91 9.14
1291 57.65 7.72 79.41 64.81 3.62
1292 57.60 85.60 97.91 63.85 6.68
1293 57.60 62.44 150.31 108.52 8.42
1294 57.67 11.23 71.99 76.50 3.64
1295 57.70 19.73 102.16 103.59 4.89
1296 57.65 23.91 103.82 120.48 5.52
1297 57.72 53.48 143.80 119.76 8.80
1298 57.75 16.09 85.33 97.35 4.21
1299 57.76 28.20 101.27 125.42 5.39
1300 57.70 39.73 97.48 129.91 7.85
1301 57.75 71.30 128.50 95.40 6.76
1302 57.72 95.95 41.08 42.62 2.78
1303 57.86 74.38 139.05 100.13 6.72
1304 57.94 26.09 85.95 134.69 5.12
1305 57.96 37.45 91.60 130.03 6.81
1306 58.09 32.65 69.56 145.38 6.05
1307 58.14 4.61 62.78 63.38 2.36
1308 58.14 30.52 68.14 135.87 6.26
1309 57.91 90.64 87.32 61.60 4.74
1310 58.19 76.81 106.53 102.83 6.93
1311 58.19 22.10 72.63 141.47 4.54
1312 58.18 41.84 78.63 146.52 7.57
1313 58.30 47.79 92.83 142.74 8.87
1314 58.17 57.28 150.04 136.64 8.97
1315 58.22 67.15 101.36 124.03 7.46
1316 58.31 13.55 73.07 97.88 3.41
1317 58.33 79.86 88.99 94.31 6.85
1318 58.36 59.65 108.19 130.11 7.87
1319 58.29 64.50 106.75 130.29 8.79
1320 58.34 82.38 81.05 85.78 6.10
1321 58.29 92.80 71.99 65.82 4.13
1322 58.14 94.94 54.48 49.93 3.15
1323 58.25 50.17 96.88 159.20 7.78
1324 58.48 69.52 81.91 121.76 6.98
1325 58.43 45.33 72.12 146.81 6.98
1326 58.71 88.84 66.38 75.56 5.58
1327 58.67 18.74 49.86 128.80 4.05
1328 58.61 35.43 56.43 151.47 5.91
1329 58.56 52.24 92.93 145.90 7.97
1330 58.59 61.88 87.69 143.11 7.99
1331 58.66 9.04 57.64 90.53 2.92
1332 58.70 24.06 56.29 154.41 5.14
1333 58.66 55.06 99.58 151.92 8.90
1334 58.65 72.99 91.78 120.90 7.42
1335 58.66 83.97 65.08 79.42 6.03
1336 58.63 86.26 59.63 82.27 5.19
1337 58.50 87.75 85.20 71.40 5.60
1338 58.91 29.05 50.68 165.24 5.75
1339 58.78 39.02 61.10 155.82 7.28
1340 58.93 16.54 49.02 133.84 4.31
1341 59.03 43.02 51.76 165.17 7.04
1342 59.06 21.05 44.02 149.72 4.54
1343 58.97 26.70 47.34 167.63 6.03
1344 59.15 11.50 50.18 107.44 3.61
1345 59.15 75.36 66.56 128.20 7.29
1346 59.08 95.11 39.11 61.24 2.88
1347 59.16 66.37 63.10 144.00 7.25
1348 59.08 91.09 51.82 71.47 5.17
1349 59.34 4.21 42.30 85.09 2.58
1350 59.13 57.73 78.36 166.22 9.01
1351 59.30 78.01 62.62 118.88 6.83
1352 59.20 50.02 58.48 163.08 7.81
1353 59.35 71.29 62.49 140.66 6.84
1354 59.07 85.25 61.70 79.85 5.44
1355 59.52 7.03 38.38 91.02 2.93
1356 59.27 33.07 44.78 173.35 6.25
1357 59.35 64.07 57.48 150.06 6.91
1358 59.48 14.23 40.08 140.86 3.79
1359 59.50 40.82 48.26 188.73 7.73
1360 59.49 80.65 56.09 117.21 6.17
1361 59.48 45.20 49.90 178.87 6.90
1362 59.53 47.47 55.93 176.56 8.28
1363 59.45 53.33 69.05 174.24 8.35
1364 59.60 68.66 54.55 144.67 7.84
1365 59.30 93.86 42.89 63.37 3.37
1366 59.63 30.95 43.95 180.71 6.22
1367 59.63 36.09 45.88 187.85 6.77
1368 59.72 59.58 55.86 169.79 7.40
1369 59.64 61.69 56.56 166.38 8.25
1370 59.73 24.94 33.11 180.64 4.34
1371 59.76 55.91 60.74 173.54 8.24
1372 59.87 83.81 42.99 108.84 5.97
1373 59.96 23.02 35.11 188.95 4.63
1374 59.91 38.46 47.02 200.06 7.06
1375 59.96 86.84 42.85 104.68 5.86
1376 60.03 9.75 31.12 117.40 3.13
1377 60.05 18.25 31.13 175.42 3.62
1378 59.92 27.72 39.30 191.59 5.45
1379 59.99 73.64 55.20 148.99 7.36
1380 60.01 89.77 37.46 97.34 5.10
1381 60.12 92.58 37.48 87.41 3.80
1382 60.23 51.45 51.96 189.40 8.55
1383 60.13 20.49 38.06 202.14 5.91
1384 60.26 16.01 29.62 161.31 4.00
1385 60.24 49.09 56.35 198.80 8.91
1386 60.39 95.03 23.22 77.09 2.69
1387 60.24 43.20 56.19 196.12 7.82
1388 60.26 66.63 44.99 168.80 7.41
1389 60.43 76.34 44.14 140.80 6.95
1390 60.40 12.62 27.36 145.56 3.95
1391 60.29 33.50 44.36 192.74 5.99
1392 60.40 63.30 48.96 176.48 7.85
1393 60.53 29.32 45.54 205.38 5.28
1394 60.42 70.46 47.47 158.75 7.25
1395 60.61 5.46 24.68 121.85 2.53
1396 60.51 53.78 51.84 191.70 8.81
1397 60.64 79.44 42.15 140.42 6.54
1398 60.58 45.91 55.33 186.73 8.45
1399 60.73 58.33 47.07 191.31 8.24
1400 60.66 26.26 41.35 192.91 5.06
1401 60.72 40.56 65.27 203.58 7.04
1402 60.73 36.02 52.46 207.03 6.13
1403 60.92 31.44 50.17 211.01 5.41
1404 60.88 60.70 52.72 190.04 8.30
1405 60.86 56.15 51.18 202.03 8.39
1406 60.97 22.15 34.20 187.22 4.46
1407 60.99 65.09 44.35 180.30 8.38
1408 61.09 68.48 40.41 174.77 7.25
1409 61.02 72.80 43.42 174.02 6.76
1410 61.08 82.22 37.15 134.68 6.48
1411 61.01 38.39 75.15 214.72 6.69
1412 61.23 7.99 22.75 141.85 2.22
1413 61.13 85.15 35.82 134.16 5.80
1414 61.19 10.56 23.33 153.94 2.98
1415 61.36 14.28 27.83 166.23 3.10
1416 61.21 19.29 33.71 189.71 4.28
1417 61.11 88.85 28.75 101.00 6.21
1418 61.19 91.25 30.17 105.20 4.85
1419 61.28 49.76 64.66 208.71 8.39
1420 61.42 47.45 78.17 201.95 8.49
1421 61.42 16.90 33.62 183.11 3.57
1422 61.42 24.63 53.45 203.58 4.59
1423 61.38 33.83 61.22 209.46 5.87
1424 61.32 42.37 75.85 199.82 7.67
1425 61.37 87.47 32.68 105.46 5.49
1426 61.58 51.81 71.80 190.09 8.20
1427 61.56 62.50 45.47 197.76 8.28
1428 61.63 74.81 43.21 167.25 6.72
1429 61.53 44.80 78.36 208.63 7.78
1430 61.57 70.79 46.28 181.37 7.26
1431 61.71 77.35 44.79 159.44 7.03
1432 61.72 27.49 59.17 196.80 4.90
1433 61.58 54.07 66.26 205.93 8.52
1434 61.60 93.88 23.08 103.45 2.94
1435 61.70 29.66 67.31 216.88 5.95
1436 61.86 66.83 47.85 183.71 6.93
1437 61.94 21.12 49.21 189.10 4.23
1438 61.87 36.25 92.44 217.95 6.59
1439 61.92 56.42 64.27 201.65 8.35
1440 62.00 58.74 76.06 204.63 8.72
1441 62.05 38.61 117.58 216.16 6.83
1442 62.09 79.90 44.17 150.91 6.82
1443 62.23 12.17 37.55 175.82 3.04
1444 62.09 64.62 51.99 200.64 7.96
1445 62.15 32.01 91.13 213.05 6.17
1446 62.17 83.54 40.40 149.22 6.19
1447 62.37 60.88 58.09 204.28 8.29
1448 62.32 89.77 31.18 124.14 4.58
1449 62.45 6.35 23.83 135.98 2.34
1450 62.45 18.14 48.61 189.79 4.06
1451 62.37 85.85 36.33 126.35 6.21
1452 62.40 9.39 32.57 164.91 3.32
1453 62.46 23.36 73.20 200.90 4.13
1454 62.45 25.70 80.12 211.84 4.48
1455 62.32 42.77 107.34 214.38 7.31
1456 62.36 49.35 98.12 210.54 8.15
1457 62.53 92.41 25.49 115.20 3.53
1458 62.57 40.57 122.03 204.63 7.30
1459 62.45 69.50 52.29 183.00 6.98
1460 62.51 72.56 59.16 187.12 7.25
1461 62.59 15.54 51.26 180.15 3.33
1462 62.54 34.14 126.52 222.43 6.67
1463 62.66 47.23 119.63 210.19 7.82
1464 62.67 44.95 125.16 213.40 7.59
1465 62.64 54.10 113.72 208.07 8.45
1466 62.95 82.12 48.16 128.57 5.21
1467 62.77 75.74 65.29 180.32 6.73
1468 62.77 51.49 124.95 215.13 8.32
1469 62.72 29.70 94.57 206.19 5.53
1470 62.84 63.11 72.29 206.64 7.94
1471 62.99 20.15 77.03 203.26 4.03
1472 63.03 67.70 69.89 202.65 7.49
1473 63.02 36.51 114.21 212.36 6.18
1474 62.97 56.64 132.41 215.14 8.84
1475 63.24 59.46 88.79 201.52 7.86
1476 63.13 78.91 68.02 163.07 6.90
1477 63.16 27.56 98.12 202.18 5.00
1478 63.23 65.29 87.83 197.39 8.21
1479 63.35 87.72 52.00 153.15 5.35
1480 63.44 7.77 43.03 160.31 2.23
1481 63.40 13.73 68.67 185.00 3.44
1482 63.36 32.19 107.40 211.00 6.09
1483 63.34 42.42 133.00 218.16 7.19
1484 63.49 10.94 53.76 170.59 3.23
1485 63.43 38.98 138.61 211.16 6.41
1486 63.34 85.12 55.98 146.69 6.12
1487 63.50 22.34 89.85 199.69 4.12
1488 63.49 24.90 98.52 208.88 4.58
1489 63.54 70.60 82.31 190.17 7.08
1490 63.49 49.28 145.24 200.13 8.40
1491 63.54 52.64 152.38 223.08 8.06
1492 63.49 83.67 64.65 148.52 7.48
1493 63.66 17.15 78.25 188.25 3.68
1494 63.59 61.93 109.36 215.34 8.51
1495 63.62 73.52 86.64 183.41 6.69
1496 63.58 90.91 41.45 132.92 4.72
1497 63.61 34.45 123.20 214.86 5.89
1498 63.67 46.53 137.48 213.90 8.25
1499 63.77 30.27 120.39 210.08 5.11
1500 63.80 54.75 161.63 215.04 7.93
1501 63.99 44.27 126.30 201.69 7.46
1502 63.86 57.55 168.82 212.47 8.21
1503 63.92 76.92 90.79 175.29 6.57
1504 63.85 93.57 28.60 99.14 2.58
1505 64.09 5.26 43.17 130.94 1.56
1506 64.05 19.51 83.05 191.71 3.94
1507 64.18 41.14 121.91 207.87 6.85
1508 64.06 66.99 119.62 195.60 7.80
1509 64.28 28.34 98.16 202.55 4.53
1510 64.33 64.21 120.86 193.79 7.56
1511 64.23 36.59 127.13 197.04 6.33
1512 64.37 80.05 92.45 156.46 6.52
1513 64.45 26.16 103.07 200.62 4.62
1514 64.42 82.84 88.97 157.25 6.33
1515 64.38 15.31 69.30 181.24 3.04
1516 64.43 51.73 145.33 220.58 7.17
1517 64.53 9.54 61.91 165.98 3.02
1518 64.49 49.61 128.47 215.04 7.54
1519 64.54 61.18 145.81 209.47 7.49
1520 64.56 69.59 120.01 194.26 7.34
1521 64.54 85.96 99.48 153.15 5.82
1522 64.57 23.71 91.53 200.69 4.49
1523 64.74 12.83 67.56 160.88 3.12
1524 64.52 38.79 122.04 207.11 6.70
1525 64.56 33.47 114.92 203.45 5.96
1526 64.65 47.34 122.14 207.89 7.90
1527 64.60 59.02 154.09 207.54 7.99
1528 64.69 21.58 83.94 185.84 4.25
1529 64.75 72.09 112.25 177.56 6.09
1530 64.65 55.84 172.83 211.49 8.75
1531 64.76 74.85 107.26 184.45 6.94
1532 64.74 88.63 76.97 134.39 5.11
1533 64.84 91.27 64.66 137.26 3.89
1534 64.83 31.27 86.43 189.67 5.08
1535 65.14 6.89 57.88 153.74 1.99
1536 65.03 17.28 92.69 192.39 3.43
1537 65.02 53.55 170.51 212.37 7.92
1538 65.11 42.93 90.76 197.84 6.40
1539 65.05 45.22 110.56 199.71 6.90
1540 65.08 77.99 104.40 177.88 7.09
1541 65.23 35.38 84.17 188.58 5.19
1542 65.09 67.53 125.66 188.70 7.26
1543 65.22 19.46 79.38 182.24 3.48
1544 65.43 62.78 145.56 199.34 7.62
1545 65.36 40.49 86.15 184.57 6.38
1546 65.40 28.54 70.51 180.82 4.98
1547 65.47 57.55 140.63 206.60 7.90
1548 65.53 65.28 136.22 189.22 7.51
1549 65.57 38.04 74.97 178.92 5.85
1550 65.46 51.26 127.84 210.11 7.59
1551 65.50 25.47 60.78 176.88 4.09
1552 65.56 48.84 99.73 195.30 7.38
1553 65.73 10.12 58.09 158.57 2.16
1554 65.65 60.28 155.78 201.77 6.83
1555 65.67 82.72 112.69 157.28 6.32
1556 65.73 15.57 71.69 163.96 2.84
1557 65.74 23.02 59.43 177.57 3.66
1558 65.67 55.21 143.03 204.65 8.23
1559 65.76 70.42 139.53 190.03 6.90
1560 65.80 76.23 113.80 189.69 7.17
1561 65.75 33.30 65.07 154.43 5.50
1562 65.90 30.91 53.19 165.06 4.75
1563 66.04 87.60 97.45 141.14 4.96
1564 65.81 92.39 68.47 130.20 3.07
1565 65.93 46.66 81.54 191.42 6.68
1566 66.00 21.04 58.72 166.51 3.89
1567 65.98 73.46 129.15 179.47 5.83
1568 66.08 13.04 53.83 161.57 3.11
1569 66.29 26.87 49.64 160.99 3.79
1570 66.03 90.56 73.84 145.68 4.04
1571 66.24 44.32 63.11 172.98 6.00
1572 66.18 68.11 111.47 190.41 7.16
1573 66.23 53.29 106.40 197.56 7.89
1574 66.32 79.01 114.40 165.90 6.66
1575 66.27 41.81 63.68 162.48 6.12
1576 66.40 18.68 52.09 149.60 3.68
1577 66.36 36.37 55.89 158.96 5.04
1578 66.51 56.51 92.57 195.16 7.15
1579 66.59 58.84 96.60 187.37 6.69
1580 66.55 63.65 108.73 185.51 6.91
1581 66.63 24.52 44.42 147.34 3.75
1582 66.57 29.23 47.45 154.71 4.28
1583 66.59 39.50 57.69 155.63 5.87
1584 66.45 50.92 80.46 194.12 7.53
1585 66.62 7.65 45.85 133.46 2.38
1586 66.78 34.41 53.83 158.62 4.95
1587 66.68 48.60 64.54 172.39 6.37
1588 66.64 61.28 101.66 183.41 7.28
1589 66.76 66.11 102.08 184.53 6.42
1590 66.85 84.63 113.09 148.65 5.59
1591 66.89 15.85 46.41 151.00 2.92
1592 66.86 71.38 118.84 190.17 6.51
1593 67.00 10.52 43.93 145.95 2.23
1594 66.73 90.54 94.83 153.25 3.42
1595 67.00 31.88 51.90 132.71 4.67
1596 66.96 76.63 107.29 176.50 6.93
1597 67.02 46.35 59.73 154.44 6.73
1598 66.99 80.93 99.78 141.67 5.48
1599 67.12 20.87 52.08 145.40 3.76
1600 67.20 54.88 66.11 172.29 7.37
1601 67.37 13.36 36.47 136.51 2.71
1602 67.22 43.08 52.26 143.55 5.95
1603 67.24 74.20 107.11 174.59 6.10
1604 67.31 91.83 69.94 124.19 3.57
1605 67.39 38.03 51.78 130.17 5.54
1606 67.34 68.96 79.39 172.37 6.26
1607 67.46 22.85 43.28 130.66 3.11
1608 67.29 52.77 61.29 160.19 6.59
1609 67.48 17.65 40.21 150.86 3.45
1610 67.44 82.03 91.25 151.15 5.83
1611 67.49 50.65 55.79 158.30 6.65
1612 67.45 27.45 44.48 122.70 3.63
1613 67.68 29.85 57.26 122.95 3.86
1614 67.61 57.22 64.81 163.51 6.90
1615 67.62 59.66 73.41 168.78 6.21
1616 67.56 87.33 89.20 136.24 5.09
1617 67.68 40.81 56.30 124.29 5.46
1618 67.72 64.43 62.28 165.57 6.48
1619 67.84 33.52 62.59 122.81 4.33
1620 67.82 79.22 79.38 147.48 5.76
1621 67.76 62.01 61.65 161.99 6.71
1622 67.83 25.48 47.91 104.74 3.32
1623 67.87 45.22 57.68 131.01 6.38
1624 67.80 48.37 54.38 139.87 6.14
1625 67.97 35.97 60.00 113.33 4.85
1626 67.89 66.69 64.68 157.96 7.29
1627 68.13 8.83 32.04 122.97 2.34
1628 68.06 19.58 44.79 126.84 3.48
1629 67.97 72.14 82.54 170.18 5.97
1630 67.81 83.42 97.76 153.90 5.93
1631 68.14 89.70 85.32 132.87 3.82
1632 68.23 76.74 77.05 159.90 5.87
1633 68.18 84.35 86.00 139.36 5.06
1634 68.34 14.91 36.83 112.07 2.47
1635 68.29 54.98 57.30 138.01 6.39
1636 68.38 52.52 54.60 141.23 6.80
1637 68.47 31.73 89.11 97.34 4.91
1638 68.35 42.84 74.57 112.01 6.13
1639 68.55 11.87 27.55 100.28 2.50
1640 68.45 70.00 60.85 154.15 6.41
1641 68.62 82.11 67.41 140.96 6.43
1642 68.58 23.61 62.02 103.06 3.33
1643 68.54 28.00 69.55 96.63 3.61
1644 68.57 38.47 70.82 105.80 5.08
1645 68.60 50.08 54.29 125.22 6.09
1646 68.70 47.19 76.65 119.60 6.07
1647 68.61 57.97 59.66 138.03 6.11
1648 68.71 74.70 65.91 156.94 6.30
1649 68.86 17.06 38.56 102.44 2.89
1650 68.77 21.48 60.66 97.43 3.16
1651 68.75 60.12 57.15 129.73 6.83
1652 68.77 68.01 58.09 157.95 6.05
1653 68.82 86.49 81.57 149.20 4.91
1654 68.85 40.60 77.17 101.46 4.87
1655 68.84 91.92 57.46 113.27 2.46
1656 68.86 62.55 51.72 129.10 6.38
1657 68.98 65.24 51.81 129.38 6.26
1658 68.95 25.85 85.12 84.37 4.05
1659 69.19 78.94 54.32 139.55 5.70
1660 69.09 29.85 90.73 81.38 4.08
1661 69.13 34.32 104.24 85.60 5.09
1662 69.04 44.95 97.35 100.92 5.68
1663 69.02 72.50 53.28 154.75 5.76
1664 69.28 36.74 97.23 80.44 5.14
1665 69.31 19.22 50.27 86.55 2.76
1666 69.27 88.91 69.08 135.24 4.20
1667 69.36 56.32 85.91 115.35 6.51
1668 69.35 54.07 85.24 105.89 5.87
1669 69.34 9.30 28.45 83.05 1.79
1670 69.46 42.69 111.75 81.26 5.84
1671 69.45 51.70 88.86 102.88 6.06
1672 69.56 48.90 98.03 96.01 5.55
1673 69.57 14.44 46.18 83.97 2.48
1674 69.66 24.03 100.66 75.68 3.55
1675 69.81 27.44 92.99 69.91 3.72
1676 69.74 32.42 106.61 69.40 4.93
1677 69.77 70.82 43.35 132.33 5.25
1678 69.81 84.71 60.56 131.36 5.16
1679 69.91 76.30 45.34 133.97 5.46
1680 69.92 12.02 43.06 72.78 2.50
1681 69.84 81.37 56.66 140.17 5.87
1682 69.88 39.02 112.88 72.33 5.64
1683 69.94 58.53 78.80 100.33 6.43
1684 69.87 61.05 71.31 102.52 6.58
1685 69.96 90.65 40.47 114.99 3.01
1686 70.01 46.69 124.51 78.84 6.08
1687 69.90 63.63 69.40 110.96 6.22
1688 69.89 67.64 50.75 123.55 5.68
1689 69.98 21.24 82.67 74.16 3.51
1690 70.10 73.80 45.75 137.67 5.32
1691 70.35 16.74 67.02 69.59 2.45
1692 70.25 30.10 99.51 60.50 4.19
1693 70.27 87.33 52.26 127.86 4.15
1694 70.33 35.69 109.65 61.50 4.78
1695 70.33 44.52 144.86 74.89 6.12
1696 70.37 41.66 142.99 70.01 5.51
1697 70.46 53.54 139.80 81.65 6.29
1698 70.57 65.61 65.46 101.56 5.59
1699 70.42 50.94 131.49 81.33 5.96
1700 70.53 19.04 79.39 65.83 3.50
1701 70.47 55.89 123.01 89.29 6.51
1702 70.67 78.48 41.16 113.87 5.67
1703 70.70 22.79 93.57 64.50 3.84
1704 70.62 25.60 91.56 56.77 3.84
1705 70.70 48.73 145.09 78.85 6.59
1706 70.74 69.38 52.53 116.46 5.20
1707 70.76 32.22 111.58 58.54 4.92
1708 70.88 14.52 63.07 62.29 2.69
1709 70.95 59.74 118.04 79.74 5.97
1710 70.89 62.57 89.41 86.28 5.97
1711 71.13 37.80 128.09 56.27 5.72
1712 71.06 40.02 137.18 57.29 5.67
1713 70.98 80.57 43.18 113.64 5.51
1714 71.06 89.26 35.67 109.28 3.07
1715 71.12 28.62 91.54 50.83 4.62
1716 71.01 72.11 53.40 113.79 5.42
1717 71.18 84.32 39.30 116.35 4.57
1718 71.01 82.09 37.14 111.48 5.59
1719 71.21 12.23 57.90 56.83 2.28
1720 71.34 34.19 110.02 51.31 5.35
1721 71.21 46.38 147.59 61.72 5.81
1722 71.28 75.16 47.59 106.98 5.21
1723 71.33 43.36 144.53 55.37 6.13
1724 71.35 20.66 80.35 50.84 3.44
1725 71.35 52.13 147.89 64.10 5.94
1726 71.39 57.18 150.10 73.70 6.31
1727 71.45 67.45 73.97 96.57 5.17
1728 71.71 17.76 72.11 50.93 3.10
1729 71.78 26.46 77.65 44.84 4.28
1730 71.65 54.83 142.92 64.34 6.81
1731 71.77 64.51 95.15 75.60 5.91
1732 71.69 23.89 81.27 46.27 4.37
1733 71.73 31.27 83.84 45.16 5.47
1734 71.69 49.81 143.27 61.34 6.34
1735 71.88 70.21 80.75 86.90 5.04
1736 71.77 86.54 34.64 102.78 3.66
1737 71.96 15.51 70.11 44.26 3.32
1738 71.95 36.33 103.27 46.62 5.88
1739 71.94 61.79 138.47 70.72 6.03
1740 72.05 79.61 41.48 101.54 5.08
1741 72.06 77.23 48.35 99.24 5.52
1742 72.17 41.09 117.06 53.43 5.86
1743 72.13 90.62 24.73 78.00 2.69
1744 72.19 59.19 140.86 65.55 6.57
1745 72.17 72.89 81.88 87.61 5.35
1746 72.28 48.04 147.80 55.88 6.62
1747 72.19 82.29 39.84 92.52 4.71
1748 72.30 45.76 146.90 51.60 6.79
1749 72.15 88.82 26.83 98.56 2.88
1750 72.36 21.73 75.79 44.54 3.93
1751 72.31 28.86 68.38 42.98 6.52
1752 72.50 12.92 65.96 40.82 2.08
1753 72.50 19.33 68.05 40.73 3.98
1754 72.32 52.90 153.53 53.82 6.15
1755 72.50 38.80 93.71 46.03 7.21
1756 72.48 43.37 125.99 48.04 6.55
1757 72.60 56.97 143.98 52.69 6.42
1758 72.48 66.91 115.52 75.39 5.65
1759 72.61 33.92 71.13 42.32 7.07
1760 72.50 75.64 60.05 81.38 5.38
1761 72.97 84.38 42.22 85.02 3.99
1762 72.76 50.31 124.85 48.80 7.01
1763 72.75 24.44 55.68 37.54 4.82
1764 72.78 86.58 29.10 81.13 3.29
1765 72.86 31.21 58.93 38.29 7.88
1766 73.00 54.89 115.71 49.84 6.05
1767 73.01 63.34 130.94 60.23 5.79
1768 72.92 69.42 108.52 80.51 5.36
1769 73.04 61.03 127.74 54.29 5.76
1770 72.88 88.20 27.22 87.22 3.05
1771 73.04 36.78 74.70 44.99 7.44
1772 73.11 74.49 92.69 72.81 5.50
1773 73.21 16.58 55.10 36.51 3.83
1774 73.07 26.67 46.44 33.19 5.83
1775 73.35 65.47 134.84 59.39 5.59
1776 73.45 71.68 107.87 62.05 4.73
1777 73.22 78.77 65.24 73.89 4.56
1778 73.40 28.99 45.00 36.45 9.24
1779 73.30 40.67 80.17 41.40 8.02
1780 73.40 47.75 103.37 43.88 7.75
1781 73.32 52.45 112.21 46.36 7.38
1782 73.47 45.49 101.08 42.17 7.78
1783 73.33 80.56 56.07 71.74 4.11
1784 73.62 59.19 113.75 46.69 6.28
1785 73.55 13.91 51.66 29.58 3.12
1786 73.55 22.13 46.14 32.42 6.34
1787 73.69 43.10 79.31 38.04 7.45
1788 73.66 77.27 85.06 61.09 5.50
1789 73.68 19.35 44.42 33.90 5.59
1790 73.73 32.82 49.96 36.32 10.13
1791 73.79 68.24 127.50 57.83 5.57
1792 73.78 35.61 51.81 40.62 8.91
1793 73.86 50.16 87.15 42.89 9.11
1794 73.92 57.05 105.16 44.77 7.06
1795 73.86 24.52 39.58 30.39 8.70
1796 73.94 38.54 58.83 40.59 10.55
1797 73.75 81.53 61.43 72.30 3.74
1798 74.38 30.24 38.47 30.69 11.46
1799 74.22 54.85 85.02 37.40 6.48
1800 74.19 61.93 117.95 44.53 6.66
1801 74.19 75.47 98.74 56.70 5.32
1802 74.10 85.09 56.18 72.40 3.40
1803 74.27 86.46 42.76 70.55 2.84
1804 74.31 27.51 38.65 32.54 10.72
1805 74.37 40.99 58.37 40.24 11.23
1806 74.36 52.56 74.78 39.35 9.18
1807 74.23 83.05 67.00 70.48 4.10
1808 74.51 64.25 121.62 43.73 6.08
1809 74.55 88.37 36.11 57.59 2.51
1810 74.50 15.96 39.93 29.31 5.33
1811 74.45 66.54 146.17 46.10 5.33
1812 74.53 80.27 89.36 64.59 5.08
1813 74.63 73.20 125.40 52.85 5.63
1814 74.38 78.40 100.30 61.00 5.20
1815 74.52 45.14 62.48 39.63 10.59
1816 74.68 70.60 125.14 49.46 4.83
1817 74.65 20.78 29.98 30.45 7.44
1818 74.52 48.35 69.00 38.46 10.57
1819 74.77 18.20 32.22 28.55 7.69
1820 74.68 34.76 45.84 35.08 13.30
1821 74.72 22.84 33.80 31.55 9.73
1822 74.96 37.31 51.08 35.00 14.13
1823 74.89 58.54 75.99 38.11 7.51
