#<Embryo name> <Cleavage cycle> <Temporal class> <Genes>
fa2 14A 6 even-skipped knirps hunchback

#Quantitative data
#<Nucleus number> <A-P coordinate> <D-V coordinate> <Fluorescence intensity: channel 1 - eve, channel 2 - kni, channel 3 - hb>
601 35.77 46.21 45.85 25.48 161.67
602 35.95 68.06 61.32 20.39 145.02
603 35.83 13.39 37.23 16.84 119.62
604 35.88 58.71 45.75 23.77 146.24
605 35.98 26.17 49.41 19.77 151.40
606 35.98 31.49 57.59 22.47 164.89
607 36.12 21.86 43.64 18.51 148.25
608 36.22 29.12 48.46 20.43 158.46
609 36.21 70.20 101.28 19.43 133.79
610 35.99 90.91 104.55 12.21 67.86
611 36.28 92.19 95.55 11.14 81.22
612 36.19 39.05 51.16 24.14 168.53
613 36.16 72.62 134.31 18.61 120.47
614 36.23 7.53 30.23 14.02 105.41
615 36.33 16.35 35.75 17.89 128.11
616 36.48 83.77 139.65 16.59 100.84
617 36.39 35.06 51.16 22.78 174.62
618 36.41 41.54 42.35 24.46 152.12
619 36.43 63.41 72.04 21.91 152.82
620 36.41 10.64 32.24 17.16 114.90
621 36.53 44.04 45.25 26.25 164.76
622 36.59 50.85 47.68 25.13 161.90
623 36.62 60.71 66.17 23.26 150.06
624 36.76 24.09 38.71 18.45 144.52
625 36.64 48.43 46.96 24.28 155.43
626 36.76 65.94 102.46 22.84 149.73
627 36.77 79.19 163.12 17.48 110.44
628 36.73 53.34 43.30 23.20 156.98
629 36.92 32.79 42.70 20.78 153.41
630 37.03 86.50 122.99 15.31 92.43
631 36.98 19.91 36.73 18.19 141.22
632 36.91 46.04 50.48 24.88 166.56
633 37.08 76.58 162.10 17.90 123.93
634 37.06 27.09 41.21 20.41 159.67
635 36.90 55.86 58.68 24.37 163.64
636 37.17 37.40 41.84 24.34 151.93
637 37.02 58.24 74.45 24.75 182.60
638 37.11 13.97 40.30 17.58 142.77
639 37.21 74.01 182.24 19.79 120.25
640 37.16 30.20 42.28 21.42 153.36
641 37.22 89.79 97.02 12.97 91.09
642 37.26 68.46 143.07 21.89 141.05
643 37.35 40.08 41.29 26.13 163.98
644 37.44 81.74 141.73 14.60 111.57
645 37.39 8.11 31.43 13.97 105.34
646 37.37 71.26 176.23 20.16 141.16
647 37.38 93.49 70.82 10.53 69.28
648 37.44 17.42 38.92 18.22 131.20
649 37.45 34.89 42.93 21.88 165.56
650 37.47 62.12 98.88 22.08 115.00
651 37.65 11.38 38.50 16.85 123.87
652 37.76 22.46 39.34 18.58 140.24
653 37.60 42.87 48.67 24.24 167.47
654 37.64 47.72 60.87 24.50 182.10
655 37.83 64.60 163.03 23.67 148.54
656 37.78 52.25 78.62 28.42 181.36
657 37.86 25.31 40.73 20.65 128.68
658 37.89 50.01 69.05 24.37 172.37
659 37.64 88.36 106.26 13.89 62.26
660 37.97 54.75 88.49 23.23 166.65
661 38.06 84.52 120.27 16.19 96.45
662 38.11 59.71 128.70 24.24 154.77
663 38.08 31.30 44.35 21.70 158.56
664 38.03 45.46 62.60 24.95 172.69
665 38.02 78.93 150.66 17.75 116.30
666 38.06 28.24 43.50 20.06 156.18
667 38.09 57.20 152.13 26.23 165.68
668 38.28 15.16 51.12 17.19 138.72
669 38.23 66.94 169.71 21.61 134.69
670 38.20 20.09 47.29 18.16 154.00
671 38.48 91.70 69.12 12.53 85.36
672 38.31 38.40 59.04 23.93 155.85
673 38.39 76.00 159.18 18.83 119.90
674 38.48 33.75 42.63 22.09 147.45
675 38.40 36.29 57.27 23.45 156.34
676 38.41 69.71 180.50 23.79 145.37
677 38.47 90.06 80.85 12.93 76.57
678 38.44 40.77 62.49 24.29 165.55
679 38.43 72.92 177.09 19.02 128.56
680 38.55 87.48 101.12 15.02 90.90
681 38.65 62.48 184.42 24.63 143.13
682 38.65 9.53 55.49 16.33 136.99
683 38.72 94.10 49.02 9.97 65.75
684 38.68 17.81 61.06 18.48 128.15
685 38.69 43.59 89.34 24.78 184.51
686 38.81 23.99 62.88 20.07 162.24
687 38.75 81.40 144.01 17.95 102.76
688 38.78 48.02 102.32 23.94 179.62
689 38.86 52.83 167.42 27.46 176.98
690 38.96 12.78 75.25 17.49 151.46
691 39.05 26.23 69.77 22.05 155.75
692 39.08 29.10 65.37 21.34 161.84
693 39.09 50.52 151.04 26.89 179.14
694 39.13 65.04 188.61 24.15 160.94
695 39.26 21.24 73.37 18.79 144.59
696 39.20 55.26 186.21 26.53 177.28
697 39.25 31.84 80.26 22.41 172.72
698 39.15 45.70 132.86 24.67 185.45
699 39.27 78.45 121.74 17.49 117.18
700 39.30 57.72 204.22 25.26 165.52
701 39.38 60.27 191.76 24.49 169.57
702 39.37 67.57 176.54 23.81 161.77
703 39.35 84.02 104.51 16.80 101.23
704 39.48 37.17 103.56 24.75 182.39
705 39.42 41.80 130.65 24.27 174.12
706 39.54 34.72 103.94 24.64 171.72
707 39.65 39.33 141.13 26.21 175.40
708 39.58 70.10 165.12 22.96 144.61
709 39.55 72.39 169.09 20.05 141.97
710 39.54 75.30 138.22 19.09 129.67
711 39.64 15.50 87.41 18.18 154.80
712 39.69 89.97 52.30 13.96 80.91
713 39.85 7.40 87.64 14.55 137.76
714 39.93 18.47 107.14 19.10 162.64
715 39.94 10.71 102.12 17.46 147.09
716 39.87 87.24 65.01 15.23 95.34
717 39.98 23.26 124.33 20.72 171.95
718 39.99 43.72 179.41 25.96 168.30
719 40.02 63.04 183.05 24.65 166.97
720 40.01 92.79 37.89 12.17 70.72
721 39.99 80.88 91.57 16.59 101.65
722 40.11 27.41 122.83 20.65 177.29
723 40.00 49.20 184.04 26.66 175.15
724 40.12 46.85 200.74 28.41 180.86
725 39.99 53.03 201.63 27.11 175.08
726 40.15 30.18 130.31 22.92 173.42
727 40.45 65.51 144.54 23.23 169.56
728 40.47 13.45 123.62 17.22 157.29
729 40.38 32.83 140.08 25.06 181.10
730 40.31 55.60 199.88 25.69 187.51
731 40.60 25.25 151.82 22.61 169.46
732 40.40 77.36 84.34 18.14 116.13
733 40.54 57.93 186.06 24.99 179.26
734 40.51 60.40 195.30 25.85 173.53
735 40.50 68.77 151.13 22.79 154.89
736 40.63 35.85 153.85 23.93 172.41
737 40.57 40.86 179.79 27.68 190.84
738 40.52 84.59 54.63 15.02 87.38
739 40.66 20.50 129.56 20.68 174.89
740 40.68 51.20 212.80 27.25 191.96
741 40.58 73.95 109.16 20.33 136.02
742 40.71 71.18 115.04 22.09 130.10
743 40.90 16.55 113.55 20.10 164.85
744 40.92 38.40 196.16 26.91 166.67
745 40.96 45.14 209.89 27.13 188.53
746 41.04 91.26 39.22 13.74 64.02
747 41.07 5.87 88.18 13.90 123.07
748 41.08 82.01 53.05 16.67 98.11
749 40.98 89.65 41.09 14.83 69.72
750 41.22 94.27 27.96 10.48 50.57
751 41.11 8.73 100.45 16.21 164.13
752 41.02 49.02 205.60 27.44 187.06
753 41.17 28.80 137.19 21.82 180.10
754 41.19 22.64 146.16 21.12 182.53
755 41.26 42.82 185.37 26.86 176.16
756 41.11 53.55 200.98 27.12 188.86
757 41.23 79.23 63.57 17.90 117.34
758 41.33 87.02 41.42 14.83 72.57
759 41.18 62.29 149.14 24.60 170.61
760 41.34 67.34 107.41 23.53 157.11
761 41.47 31.17 168.37 23.92 184.85
762 41.47 11.56 105.08 18.16 157.89
763 41.51 33.75 169.78 23.87 177.41
764 41.54 46.99 200.97 27.66 179.25
765 41.56 56.08 179.85 26.27 181.32
766 41.49 76.12 63.60 18.53 122.71
767 41.69 19.03 127.24 20.09 172.95
768 41.78 26.73 155.07 21.57 178.34
769 41.60 58.99 169.22 25.62 182.05
770 41.64 72.88 75.72 20.53 141.07
771 41.62 64.70 110.69 23.26 136.70
772 41.84 69.78 90.03 21.75 140.88
773 41.82 14.38 113.34 18.95 158.12
774 41.76 40.55 193.80 24.70 176.06
775 41.84 36.45 181.90 25.84 190.46
776 41.87 84.55 39.86 15.81 75.40
777 41.93 24.27 161.00 21.06 173.60
778 41.85 51.38 187.46 29.81 169.92
779 42.14 48.96 177.99 26.30 194.49
780 42.16 44.33 179.71 26.86 183.64
781 42.09 53.81 170.38 27.37 190.01
782 42.04 89.06 43.79 14.68 69.16
783 42.33 21.55 133.01 20.28 173.43
784 42.24 61.55 110.23 23.47 176.00
785 42.38 16.76 107.68 18.62 171.53
786 42.31 38.59 165.84 24.00 197.67
787 42.39 81.25 40.85 16.56 75.03
788 42.45 92.27 38.06 13.42 48.87
789 42.35 8.22 77.82 17.21 139.18
790 42.35 29.32 150.87 23.68 184.05
791 42.37 78.07 46.85 16.81 98.75
792 42.47 66.80 72.15 21.92 145.29
793 42.37 90.26 39.02 13.24 60.02
794 42.59 57.10 114.04 24.88 162.80
795 42.72 63.73 70.74 23.64 147.49
796 42.54 74.58 57.22 21.30 107.00
797 42.70 31.87 148.02 24.35 200.62
798 42.63 34.33 146.85 23.85 194.70
799 42.78 71.67 58.00 21.10 118.08
800 42.70 11.34 79.14 17.00 153.47
801 42.64 41.85 145.54 25.64 161.36
802 42.70 59.40 89.61 23.73 167.43
803 42.88 94.68 37.61 11.46 31.28
804 42.69 46.59 158.44 27.19 166.27
805 42.93 86.87 51.84 15.65 53.15
806 42.93 25.38 130.58 22.74 178.05
807 43.03 19.20 105.53 19.71 168.73
808 42.97 50.35 130.31 26.22 181.62
809 43.08 54.90 95.59 26.35 188.36
810 43.17 6.22 64.20 15.43 121.67
811 43.00 52.55 128.00 26.50 193.62
812 43.03 69.19 62.56 20.81 113.49
813 43.15 13.94 86.44 18.17 169.74
814 43.15 27.55 131.47 21.53 187.29
815 43.07 36.59 146.85 24.44 192.04
816 43.10 83.75 50.67 15.43 64.11
817 43.27 23.13 112.01 21.49 174.36
818 43.25 39.93 137.00 25.76 181.60
819 43.26 43.89 137.29 25.51 190.30
820 43.42 76.88 57.17 20.91 89.67
821 43.53 89.63 61.59 14.35 40.72
822 43.50 65.69 64.51 20.32 132.86
823 43.56 79.51 54.52 17.70 68.74
824 43.60 30.08 112.10 23.95 189.46
825 43.55 48.48 108.46 26.23 187.93
826 43.58 61.52 65.75 23.33 134.83
827 43.66 16.38 75.61 19.15 159.78
828 43.67 74.48 55.36 20.45 83.21
829 43.76 10.07 61.47 17.65 138.04
830 43.74 33.43 118.34 22.73 195.47
831 43.74 46.18 109.46 25.26 173.73
832 43.77 58.93 57.40 22.69 132.59
833 43.94 21.00 84.23 20.71 163.22
834 43.97 41.50 97.93 24.09 144.20
835 43.86 56.48 69.15 26.75 148.14
836 43.98 38.13 89.69 23.77 168.75
837 44.02 67.49 53.76 20.88 105.07
838 44.04 72.22 65.25 19.88 87.90
839 44.07 91.96 73.11 12.42 28.66
840 44.07 51.26 85.19 26.02 160.35
841 44.06 63.75 56.93 23.36 120.58
842 44.16 69.94 60.61 22.92 96.90
843 44.12 93.48 74.71 10.75 31.76
844 44.17 95.43 55.45 10.09 16.19
845 44.08 53.67 74.10 24.66 145.34
846 44.24 81.63 87.52 17.48 51.88
847 44.26 35.62 89.34 23.34 178.88
848 44.19 25.11 81.20 22.33 163.70
849 44.33 84.56 102.86 17.58 40.46
850 44.20 4.10 31.77 12.80 82.78
851 44.24 27.80 91.26 22.96 178.88
852 44.30 86.99 113.99 16.46 36.88
853 44.33 13.09 53.58 16.68 128.06
854 44.42 18.58 64.61 18.73 153.23
855 44.48 6.92 35.24 14.11 109.42
856 44.45 31.66 87.79 23.57 169.61
857 44.49 44.28 74.16 24.81 156.36
858 44.63 48.96 64.56 25.90 150.73
859 44.73 22.65 60.42 20.86 158.06
860 44.63 77.40 79.74 19.25 56.86
861 44.72 60.38 53.09 24.02 106.08
862 44.92 89.97 111.99 14.57 29.14
863 44.94 15.93 46.08 17.27 123.57
864 44.89 46.69 65.14 26.78 151.60
865 44.87 57.86 58.77 25.18 119.76
866 44.97 9.65 35.34 16.77 108.67
867 44.91 55.47 59.55 24.80 126.86
868 44.88 74.55 97.60 21.13 60.40
869 44.90 42.18 67.63 25.55 162.70
870 45.11 29.49 62.61 22.56 150.86
871 44.98 62.69 65.98 23.68 111.94
872 45.03 65.36 69.22 23.99 85.88
873 44.80 88.20 114.67 14.60 36.23
874 45.09 33.95 60.62 22.89 155.18
875 45.27 79.76 121.61 18.14 40.92
876 45.06 38.00 59.67 23.17 148.52
877 45.13 67.80 76.56 22.95 75.60
878 45.17 53.12 58.17 26.65 128.33
879 45.28 26.68 56.94 22.82 152.05
880 45.40 20.09 46.90 19.98 127.07
881 45.47 40.25 54.76 24.32 141.30
882 45.35 50.70 58.94 28.14 128.75
883 45.38 72.05 106.88 21.55 55.56
884 45.42 82.84 136.76 17.54 33.16
885 45.36 93.38 107.82 13.65 22.68
886 45.53 4.44 27.11 13.34 78.43
887 45.48 12.12 31.83 17.30 103.06
888 45.54 69.81 107.37 22.81 59.42
889 45.56 91.67 116.58 15.15 20.74
890 45.61 24.24 45.59 20.26 129.64
891 45.73 86.40 149.81 18.31 26.31
892 45.63 31.79 52.38 23.85 128.44
893 45.71 45.08 61.15 24.48 122.53
894 45.83 36.08 51.16 23.48 122.07
895 45.72 48.16 58.57 25.33 113.93
896 45.76 76.35 153.12 20.40 43.56
897 45.85 59.20 91.26 26.09 85.11
898 46.11 7.15 23.48 14.68 58.25
899 46.04 17.60 38.86 18.02 104.86
900 46.09 14.78 34.35 18.01 91.58
901 45.94 42.74 55.02 23.22 108.17
902 46.01 56.75 93.62 27.97 84.52
903 45.97 61.82 96.35 25.13 76.35
904 46.12 64.50 117.04 26.92 52.15
905 46.17 21.95 43.09 21.07 112.74
906 46.16 54.33 85.10 25.10 88.36
907 46.33 27.44 46.84 20.55 111.84
908 46.24 51.64 73.99 25.68 103.20
909 46.20 66.94 142.28 23.70 48.67
910 46.34 73.82 177.64 23.96 44.22
911 46.46 89.27 125.16 17.22 20.05
912 46.46 9.82 33.52 17.54 70.96
913 46.34 33.86 49.58 22.09 113.58
914 46.35 38.48 52.45 24.55 99.19
915 46.40 29.83 48.66 24.84 108.59
916 46.62 78.53 170.99 21.17 28.44
917 46.51 94.11 119.96 13.50 15.11
918 46.57 84.18 157.03 19.38 25.00
919 46.66 81.30 158.06 19.05 26.71
920 46.60 49.40 88.53 27.72 94.97
921 46.64 69.15 182.59 22.80 43.85
922 46.75 71.55 177.55 22.51 37.81
923 46.77 24.99 49.20 21.23 90.28
924 46.64 46.65 88.20 25.38 87.93
925 46.81 12.54 38.18 17.08 79.55
926 46.76 41.16 68.01 25.13 95.76
927 46.66 92.30 118.04 15.81 17.88
928 46.91 19.59 46.97 20.79 79.85
929 46.87 43.97 80.06 23.29 83.39
930 46.90 59.66 141.66 25.66 57.84
931 46.98 31.71 51.21 24.17 85.83
932 47.08 75.94 193.33 21.67 29.80
933 47.16 57.43 159.99 27.83 56.47
934 47.06 61.93 177.40 24.94 55.06
935 47.07 36.24 67.07 22.89 74.80
936 47.11 52.67 132.91 26.25 70.15
937 47.27 64.19 203.05 25.96 42.18
938 47.19 16.74 46.19 18.93 71.98
939 47.26 55.12 148.29 28.41 54.67
940 46.98 91.28 121.18 13.59 17.00
941 47.33 22.39 53.01 20.81 79.58
942 47.36 66.37 189.18 25.95 38.86
943 47.49 86.85 102.59 18.27 18.78
944 47.64 4.97 38.93 13.72 39.16
945 47.38 7.37 40.59 16.81 56.54
946 47.58 14.42 52.70 18.03 59.46
947 47.52 26.84 65.63 22.33 77.15
948 47.46 39.03 103.66 24.55 69.32
949 47.57 29.21 64.33 21.39 73.39
950 47.58 33.69 68.20 23.31 63.14
951 47.60 48.34 179.28 29.08 62.72
952 47.64 45.63 159.33 30.09 64.91
953 47.74 50.70 164.88 27.21 52.20
954 47.56 91.21 103.97 15.92 15.39
955 47.68 73.68 171.75 23.80 28.17
956 47.79 83.08 141.94 19.95 22.31
957 47.73 10.47 51.10 18.31 48.99
958 47.77 68.84 192.21 23.90 28.47
959 48.04 80.05 140.07 20.42 19.92
960 47.97 93.72 86.83 13.68 11.84
961 48.06 41.09 149.77 27.16 53.35
962 47.98 43.27 149.44 27.78 57.95
963 47.99 71.30 190.98 23.77 27.40
964 48.08 20.20 76.54 19.04 57.85
965 48.04 24.16 77.09 23.89 58.49
966 48.18 77.29 147.47 22.13 21.92
967 48.29 17.76 86.00 19.48 49.12
968 48.07 60.09 204.05 27.44 38.10
969 48.14 36.52 144.72 25.57 53.53
970 48.19 31.23 92.66 24.11 55.85
971 48.23 62.60 213.01 27.50 34.39
972 48.20 53.03 209.78 28.75 48.59
973 48.38 57.53 204.79 30.42 40.80
974 48.40 89.72 64.58 17.06 13.32
975 48.53 8.40 76.11 17.76 36.00
976 48.45 55.31 212.64 29.85 43.86
977 48.60 12.60 84.72 19.20 36.47
978 48.63 85.05 95.36 19.15 16.96
979 48.61 38.67 193.22 29.89 42.46
980 48.52 66.81 171.17 27.03 26.88
981 48.54 47.03 204.22 28.82 44.30
982 48.61 26.20 112.02 21.64 53.85
983 48.73 34.32 159.71 24.84 45.53
984 48.75 64.60 178.34 27.36 27.24
985 48.69 49.49 204.57 29.36 38.81
986 48.75 74.32 132.04 22.96 21.99
987 48.94 15.32 104.26 21.28 35.01
988 48.86 21.84 112.66 20.61 42.40
989 48.80 28.77 125.13 24.72 40.21
990 48.89 5.66 88.65 16.93 26.47
991 48.86 3.46 77.67 13.90 21.02
992 48.96 44.89 206.82 29.16 36.93
993 48.92 69.25 149.16 25.93 24.01
994 48.82 87.70 64.32 19.06 15.47
995 49.14 82.12 90.24 19.61 14.88
996 49.21 32.11 166.37 26.03 41.44
997 49.17 51.97 200.38 28.46 30.90
998 49.20 71.68 127.72 24.76 20.88
999 49.30 42.64 199.37 29.78 34.12
1000 49.19 59.34 192.33 28.54 28.92
1001 49.15 94.88 41.21 13.96 7.79
1002 49.29 92.60 50.37 16.32 11.67
1003 49.24 24.20 139.76 25.23 36.51
1004 49.29 61.78 180.06 28.38 24.70
1005 49.38 40.21 158.36 25.28 31.99
1006 49.45 76.51 87.99 22.72 15.29
1007 49.52 79.18 74.36 22.78 13.90
1008 49.47 18.75 124.01 21.50 35.21
1009 49.51 10.22 97.27 18.57 28.02
1010 49.35 86.87 62.69 20.14 13.14
1011 49.48 54.35 207.13 29.62 30.47
1012 49.56 56.80 179.63 30.27 28.27
1013 49.49 36.61 177.28 26.90 31.07
1014 49.64 30.32 142.52 24.76 26.91
1015 49.56 47.64 196.73 30.00 27.04
1016 49.72 88.94 48.78 21.77 12.67
1017 49.69 26.90 164.84 24.72 30.65
1018 49.66 66.54 115.11 26.50 18.74
1019 49.74 49.98 197.12 29.09 26.66
1020 49.91 12.79 110.35 20.74 23.53
1021 49.99 7.38 83.99 17.50 20.10
1022 49.98 63.80 107.05 27.08 18.50
1023 49.75 83.67 57.13 19.32 12.00
1024 50.11 16.65 132.93 22.13 22.21
1025 49.99 33.87 165.07 26.32 28.09
1026 50.00 73.69 78.24 24.23 15.35
1027 49.89 90.51 41.04 16.65 10.75
1028 50.05 20.66 142.56 22.07 30.99
1029 49.98 84.68 52.58 21.02 13.09
1030 50.01 69.36 89.10 26.17 14.84
1031 50.28 3.94 73.11 15.34 13.84
1032 50.19 45.72 165.93 32.30 22.18
1033 50.09 95.40 27.12 14.68 7.03
1034 50.23 22.90 145.27 23.64 28.13
1035 50.35 38.35 132.76 28.24 22.80
1036 50.32 58.72 138.82 31.77 20.90
1037 50.40 28.70 129.21 24.98 22.80
1038 50.34 52.84 158.33 32.06 26.85
1039 50.36 61.15 125.08 30.27 21.42
1040 50.45 40.95 146.40 29.83 23.38
1041 50.50 43.52 147.60 29.46 22.65
1042 50.45 81.48 48.72 21.32 12.03
1043 50.24 85.85 46.03 23.48 11.10
1044 50.47 25.11 138.04 24.98 27.28
1045 50.51 55.12 125.23 29.18 20.87
1046 50.57 71.68 64.52 26.72 14.24
1047 50.69 14.64 98.32 19.43 18.45
1048 50.71 31.60 138.82 24.69 20.78
1049 50.65 48.00 127.74 28.77 20.45
1050 50.58 86.95 42.10 22.55 10.37
1051 50.66 35.78 127.67 26.40 22.40
1052 50.67 67.36 69.96 29.24 15.64
1053 50.65 76.14 51.37 23.96 11.99
1054 50.74 50.72 144.74 30.46 20.30
1055 50.78 10.45 78.49 19.01 14.34
1056 50.92 78.74 45.93 24.75 12.14
1057 50.63 88.27 39.00 23.82 10.43
1058 50.85 92.56 29.77 20.04 8.04
1059 50.98 65.17 70.40 30.80 15.72
1060 50.89 90.23 34.14 22.06 9.33
1061 51.16 19.77 97.36 22.00 17.70
1062 51.12 57.19 85.09 29.88 17.51
1063 51.07 83.48 43.67 25.50 9.97
1064 51.24 69.66 55.38 30.32 13.05
1065 50.83 95.50 26.00 16.67 3.67
1066 51.14 96.32 18.32 17.11 5.29
1067 51.31 6.48 57.34 18.32 10.75
1068 51.17 8.08 55.81 19.20 13.89
1069 51.21 62.62 73.43 31.01 16.76
1070 51.06 84.76 40.97 26.06 10.40
1071 51.39 17.38 83.12 21.27 15.98
1072 51.25 26.76 103.44 27.08 18.82
1073 51.19 73.86 46.46 26.03 12.26
1074 51.33 59.88 72.35 30.98 15.38
1075 51.38 22.05 91.32 24.12 16.99
1076 51.33 33.66 94.21 28.30 16.78
1077 51.50 13.03 68.41 21.54 14.93
1078 51.46 45.12 84.44 29.99 17.97
1079 51.51 29.22 96.68 25.76 15.39
1080 51.45 39.39 86.10 28.45 18.58
1081 51.44 52.74 91.13 31.18 16.88
1082 51.56 4.54 42.93 17.87 7.52
1083 51.60 36.35 77.54 28.62 16.34
1084 51.47 42.21 85.77 31.75 17.02
1085 51.51 89.47 33.90 22.11 7.96
1086 51.59 24.33 87.45 24.30 14.92
1087 51.44 87.18 37.55 26.63 10.47
1088 51.64 80.98 45.24 29.86 11.26
1089 51.58 49.59 83.10 33.49 17.85
1090 51.61 55.07 77.88 33.71 17.18
1091 51.53 95.20 21.46 18.95 4.64
1092 51.73 47.33 81.95 32.25 17.82
1093 51.58 85.50 38.03 24.45 7.82
1094 51.79 71.97 52.00 34.18 12.26
1095 51.74 76.34 49.26 32.13 10.91
1096 51.76 67.26 51.03 33.41 11.32
1097 51.82 10.03 50.85 19.73 11.94
1098 51.99 15.27 55.60 21.76 11.57
1099 52.04 92.06 32.91 24.13 6.51
1100 52.04 31.11 72.80 27.54 14.41
1101 52.15 11.23 49.15 21.20 9.83
1102 52.04 64.46 53.62 34.23 12.79
1103 52.16 93.75 30.11 25.08 6.00
1104 52.17 57.33 58.78 31.94 13.64
1105 52.32 78.61 59.17 35.11 10.22
1106 51.96 86.90 41.12 21.69 8.56
1107 52.33 51.43 72.05 32.35 13.65
1108 52.26 83.19 44.58 32.45 8.91
1109 52.25 27.16 58.87 26.68 13.86
1110 52.34 62.11 56.29 38.16 14.02
1111 52.53 8.03 40.04 20.81 8.55
1112 52.36 43.11 58.78 33.13 14.26
1113 52.13 9.00 42.93 20.43 8.93
1114 52.33 19.10 52.94 22.31 11.45
1115 52.37 38.12 59.32 31.43 14.08
1116 52.36 59.64 62.47 37.76 14.22
1117 52.45 33.25 61.56 27.65 13.72
1118 52.49 74.02 56.63 39.56 10.47
1119 52.40 69.61 57.63 42.16 11.14
1120 52.51 49.03 63.59 34.43 13.25
1121 52.36 89.12 40.71 25.86 7.98
1122 52.54 95.08 27.82 22.20 4.88
1123 52.45 21.96 57.39 26.33 12.40
1124 52.56 53.65 69.25 38.51 13.94
1125 52.71 3.24 25.56 18.14 6.52
1126 52.51 24.86 55.10 28.09 12.09
1127 52.55 40.66 65.60 36.33 13.71
1128 52.61 46.00 61.40 35.80 12.37
1129 52.66 85.57 58.86 34.53 8.68
1130 52.63 35.49 56.50 35.09 13.95
1131 52.86 5.14 30.54 18.75 6.19
1132 52.64 6.55 38.02 21.05 7.42
1133 52.58 13.07 40.17 23.34 9.63
1134 52.81 17.00 42.71 25.99 9.36
1135 52.79 67.20 66.31 44.28 9.74
1136 52.69 87.60 44.79 30.13 8.23
1137 52.91 28.96 51.06 33.07 11.87
1138 52.92 55.60 64.44 42.22 13.33
1139 53.01 76.26 63.56 42.61 9.11
1140 53.03 80.92 66.16 38.45 9.20
1141 53.11 71.70 89.37 49.07 9.89
1142 53.03 65.04 69.23 46.19 10.93
1143 53.00 13.88 37.65 25.54 9.79
1144 53.14 31.25 55.49 34.47 11.72
1145 53.20 10.63 40.08 25.92 8.73
1146 53.37 91.69 67.56 31.97 6.82
1147 53.28 26.51 44.24 31.54 9.64
1148 53.28 43.95 69.77 43.62 12.37
1149 53.22 57.88 65.97 43.31 12.14
1150 53.38 63.02 74.34 48.00 11.50
1151 53.32 50.94 88.93 46.70 12.69
1152 53.37 19.41 39.98 29.36 8.82
1153 53.37 60.48 77.32 52.41 11.93
1154 53.44 21.41 46.67 32.60 9.10
1155 53.45 23.95 42.61 34.36 9.49
1156 53.42 38.33 62.74 42.58 10.39
1157 53.42 47.95 64.70 45.22 11.93
1158 53.58 83.86 94.77 41.67 7.79
1159 53.69 94.69 56.33 29.46 5.34
1160 53.53 41.38 70.34 45.74 11.71
1161 53.47 69.20 83.81 47.33 8.95
1162 53.61 15.33 37.58 28.58 8.01
1163 53.63 33.43 59.43 39.00 10.30
1164 53.73 78.45 98.95 45.01 7.98
1165 53.85 7.41 29.01 27.76 5.97
1166 53.69 35.71 66.69 42.15 9.61
1167 53.70 74.04 94.07 47.73 8.41
1168 53.83 87.23 101.48 34.55 6.65
1169 53.73 54.09 76.82 54.36 13.20
1170 53.94 12.62 37.43 31.82 7.28
1171 53.96 45.61 79.19 51.58 10.13
1172 53.97 66.37 103.96 56.00 10.53
1173 54.06 17.72 41.50 34.28 6.73
1174 53.95 29.23 65.35 44.28 10.05
1175 54.16 5.12 30.55 25.08 5.23
1176 54.13 52.20 97.35 56.58 11.79
1177 54.13 56.07 103.59 52.37 10.58
1178 54.05 58.60 119.40 62.09 11.74
1179 54.24 10.03 36.66 31.62 6.92
1180 54.17 49.75 115.79 60.44 10.74
1181 54.26 81.33 108.74 44.14 7.73
1182 54.31 61.77 141.23 64.77 10.01
1183 54.38 26.92 72.68 44.94 7.61
1184 54.28 31.52 81.75 45.73 8.54
1185 54.44 64.26 128.60 57.85 9.16
1186 54.39 70.93 147.91 60.70 8.53
1187 54.41 24.70 64.33 47.34 7.38
1188 54.40 22.30 57.36 42.54 8.66
1189 54.54 76.20 144.61 52.18 7.81
1190 54.40 39.19 96.20 55.36 9.55
1191 54.44 43.51 110.52 52.54 9.70
1192 54.18 88.81 115.00 41.15 6.46
1193 54.50 68.46 152.02 61.18 8.79
1194 54.60 90.38 103.51 40.75 6.47
1195 54.63 20.04 63.80 44.30 6.62
1196 54.64 47.50 144.90 62.00 10.98
1197 54.59 36.73 100.50 55.26 9.30
1198 54.71 41.49 120.83 58.38 9.95
1199 54.81 73.27 168.57 64.16 8.09
1200 54.76 13.99 44.70 35.93 6.40
1201 54.85 93.34 97.63 39.36 5.47
1202 54.85 84.50 126.86 41.81 6.69
1203 55.01 16.01 56.58 42.12 5.75
1204 54.83 34.25 108.37 59.40 8.97
1205 54.96 54.03 144.90 63.62 9.00
1206 54.88 59.93 162.99 67.88 9.60
1207 54.98 57.61 152.88 68.58 10.45
1208 55.04 79.30 163.74 53.74 7.85
1209 55.05 29.00 116.05 60.75 7.50
1210 55.19 11.69 49.11 38.31 5.39
1211 55.21 8.70 45.11 35.28 5.44
1212 55.15 51.77 186.69 74.56 9.71
1213 55.22 66.24 171.86 68.63 8.76
1214 55.30 3.34 34.73 31.17 2.79
1215 55.23 49.57 182.26 77.32 10.54
1216 55.05 86.17 123.46 44.32 6.23
1217 55.25 45.20 171.90 68.91 9.52
1218 55.46 6.30 50.27 39.80 4.15
1219 55.30 87.72 128.79 47.20 6.94
1220 55.41 31.86 131.86 62.77 7.32
