#<Embryo name> <Cleavage cycle> <Temporal class> <Genes>
dm9 14A 2 even-skipped knirps hunchback

#Quantitative data
#<Nucleus number> <A-P coordinate> <D-V coordinate> <Fluorescence intensity: channel 1 - eve, channel 2 - kni, channel 3 - hb>
0 2.32 47.07 16.30 50.35 86.70
1 2.89 52.04 16.83 54.46 90.91
2 3.03 49.31 18.18 47.55 93.42
3 3.19 43.16 17.56 39.54 99.29
4 3.52 45.49 18.54 43.66 101.44
5 4.16 47.65 20.93 45.12 111.88
6 4.20 52.60 18.87 51.25 112.89
7 4.35 50.33 20.67 50.70 113.65
8 4.48 43.01 17.29 34.72 104.26
9 4.96 54.44 19.93 56.64 125.99
10 5.21 45.83 20.20 37.33 102.36
11 4.99 56.74 16.98 55.48 122.83
12 5.40 40.82 17.76 28.61 111.59
13 5.52 48.59 20.76 42.76 124.63
14 5.63 51.53 20.98 47.77 119.63
15 5.80 43.60 20.18 33.06 123.61
16 6.16 56.16 19.95 55.02 145.67
17 6.39 37.10 17.49 21.27 104.95
18 6.37 54.11 22.62 51.45 149.67
19 6.53 60.44 16.10 49.62 131.32
20 6.69 39.32 17.91 24.18 121.02
21 6.75 49.76 21.19 39.54 147.04
22 6.83 47.23 21.96 34.07 128.09
23 6.79 41.82 21.57 26.93 130.90
24 6.92 57.86 20.17 52.42 160.87
25 7.00 44.73 21.09 30.79 134.11
26 7.07 52.21 21.81 46.80 144.51
27 7.35 35.69 16.25 19.39 112.12
28 7.71 55.33 22.03 46.30 149.88
29 7.70 59.58 21.13 47.99 157.15
30 7.72 62.25 17.44 44.57 117.67
31 7.94 33.80 16.54 16.17 108.86
32 8.02 42.81 22.18 25.73 150.17
33 8.16 39.80 21.95 22.34 125.70
34 8.25 37.14 20.49 19.59 128.67
35 8.15 46.17 23.91 27.61 153.01
36 8.13 48.96 23.95 33.24 154.59
37 8.34 51.83 22.54 36.88 159.26
38 8.47 57.49 22.85 44.74 165.82
39 8.74 60.85 20.41 49.49 161.03
40 8.90 54.11 24.23 41.18 174.73
41 8.72 64.84 16.94 43.75 121.61
42 9.11 44.53 22.88 23.93 173.26
43 9.07 33.30 18.38 16.38 129.32
44 9.33 62.89 21.72 45.28 158.84
45 9.32 41.75 20.59 21.85 151.60
46 9.44 47.10 22.96 28.18 178.02
47 9.47 49.53 23.89 31.20 181.08
48 9.62 35.40 20.90 19.29 144.31
49 9.56 58.91 21.75 40.66 164.27
50 9.54 37.79 21.48 18.54 146.44
51 9.67 56.05 24.26 39.20 178.07
52 9.79 51.77 23.10 29.78 177.85
53 9.90 30.42 18.78 14.75 124.71
54 9.93 65.91 18.62 43.15 140.06
55 10.13 39.85 22.46 21.05 150.72
56 10.34 44.00 24.02 23.49 172.06
57 10.42 32.87 19.66 15.84 133.60
58 10.56 53.63 24.67 30.70 182.36
59 10.51 60.86 22.91 42.56 164.05
60 10.62 63.62 21.59 44.26 162.66
61 10.74 46.54 25.73 25.85 192.25
62 10.83 58.01 24.58 36.94 178.49
63 10.80 49.10 22.60 26.57 194.58
64 10.97 41.73 23.82 20.44 177.90
65 10.99 38.02 24.05 18.24 153.11
66 11.07 55.79 24.56 33.49 188.57
67 11.09 35.59 22.77 16.99 150.43
68 11.14 66.87 21.78 43.61 157.83
69 11.41 51.43 24.47 25.93 192.44
70 11.29 30.11 19.04 14.56 116.60
71 11.69 43.72 25.21 23.00 182.41
72 11.74 33.03 21.44 14.77 137.24
73 11.92 60.22 25.83 35.46 189.83
74 11.92 64.92 24.04 40.97 172.45
75 11.83 62.42 23.19 38.63 169.54
76 12.02 40.19 23.73 21.75 179.70
77 11.99 46.49 26.05 23.82 196.99
78 12.04 53.98 24.04 27.64 178.53
79 12.10 48.77 24.89 24.05 209.07
80 12.22 57.60 24.96 31.18 184.36
81 12.24 37.90 24.06 20.12 169.16
82 12.32 28.41 21.25 13.08 116.29
83 12.30 68.07 23.34 39.47 152.84
84 12.40 35.24 22.20 16.40 161.30
85 12.52 70.99 21.68 35.32 118.95
86 12.59 31.41 22.24 15.46 140.08
87 12.77 50.95 26.83 26.42 196.64
88 12.81 44.54 27.51 21.59 184.73
89 13.01 41.91 27.67 21.01 178.68
90 13.00 63.21 26.52 39.37 176.72
91 13.15 26.29 17.99 12.18 116.77
92 13.12 55.56 27.31 27.54 194.67
93 13.25 66.09 27.49 40.31 182.55
94 13.22 53.17 26.16 25.72 202.86
95 13.27 60.46 27.80 29.67 186.28
96 13.46 46.75 26.40 22.89 202.36
97 13.61 29.41 21.66 14.89 136.56
98 13.47 37.09 26.76 19.82 170.84
99 13.51 69.29 26.59 38.56 158.48
100 13.60 72.62 22.87 35.42 130.64
101 13.63 48.95 26.00 23.05 202.04
102 13.62 39.59 26.67 18.33 182.32
103 13.66 34.35 25.74 17.12 149.00
104 13.73 58.19 29.55 29.39 202.04
105 13.76 31.92 23.39 15.75 146.31
106 13.99 44.00 28.26 19.54 193.41
107 14.26 51.07 26.35 23.48 190.06
108 14.22 62.00 29.13 30.19 188.04
109 14.40 27.48 21.75 12.70 129.13
110 14.35 64.48 29.22 36.69 177.54
111 14.51 41.59 27.76 20.71 194.74
112 14.46 56.11 30.08 25.79 202.34
113 14.58 67.57 27.61 36.48 170.02
114 14.51 53.79 29.12 23.28 198.82
115 14.68 70.91 27.57 34.00 147.78
116 14.75 24.83 21.06 13.61 118.82
117 14.74 36.18 26.55 18.01 171.60
118 14.84 45.75 27.59 19.96 201.70
119 14.91 38.68 27.21 20.40 183.18
120 14.91 47.90 29.84 22.49 203.29
121 14.95 74.02 26.16 32.98 122.19
122 15.05 31.28 25.86 16.21 154.09
123 15.08 33.82 27.37 17.20 163.53
124 15.11 58.70 30.20 27.37 200.24
125 15.39 60.67 32.73 27.21 198.96
126 15.45 43.58 30.06 22.21 200.01
127 15.60 65.49 31.92 32.92 186.94
128 15.59 22.25 18.66 10.42 115.00
129 15.55 52.00 28.02 22.10 188.90
130 15.40 69.33 29.41 34.84 172.98
131 15.60 29.29 26.61 14.81 151.43
132 15.65 49.59 30.40 22.72 207.94
133 15.62 62.84 31.08 30.18 188.46
134 15.76 27.08 22.52 14.38 135.34
135 15.84 40.12 30.11 20.79 196.58
136 15.84 56.67 30.20 25.43 203.64
137 15.89 54.18 30.64 23.77 193.51
138 15.95 76.37 27.82 31.36 113.83
139 16.04 36.95 29.86 19.39 176.89
140 16.15 71.64 32.77 33.61 163.83
141 16.23 24.78 24.54 13.23 128.61
142 16.14 46.31 33.18 22.49 213.73
143 16.38 42.28 30.66 20.82 207.76
144 16.37 74.09 36.70 31.51 154.00
145 16.34 33.94 28.41 18.73 177.09
146 16.49 31.18 26.59 16.16 162.79
147 16.55 66.95 36.22 31.38 183.61
148 16.66 58.64 30.56 25.25 192.81
149 16.75 61.47 34.71 27.43 194.30
150 16.81 50.91 33.16 22.22 201.68
151 16.88 78.55 28.69 26.22 102.36
152 16.95 48.45 32.90 22.82 207.62
153 16.96 64.06 37.08 30.73 194.34
154 16.99 55.56 35.47 22.99 207.79
155 17.05 28.33 27.13 15.25 142.39
156 17.03 44.63 35.00 23.25 208.91
157 17.23 22.67 23.28 13.29 126.35
158 17.21 53.30 36.38 23.87 202.54
159 17.29 20.04 20.86 10.98 115.01
160 17.30 38.87 30.36 20.39 184.18
161 17.19 35.91 28.40 18.37 183.24
162 17.25 76.07 38.27 30.47 137.85
163 17.42 41.54 31.96 19.67 209.25
164 17.45 68.65 37.74 29.66 184.02
165 17.65 70.91 42.27 31.49 183.88
