#<Embryo name> <Cleavage cycle> <Temporal class> <Genes>
dm11 14A 1 even-skipped knirps hunchback

#Quantitative data
#<Nucleus number> <A-P coordinate> <D-V coordinate> <Fluorescence intensity: channel 1 - eve, channel 2 - kni, channel 3 - hb>
0 2.17 47.55 8.23 43.81 67.31
1 2.29 50.26 9.27 48.81 78.19
2 2.99 45.83 9.50 40.40 86.09
3 3.16 52.12 10.35 51.03 88.03
4 3.57 42.05 9.18 39.85 84.33
5 3.79 48.83 12.34 45.86 91.47
6 4.18 45.03 11.01 40.68 91.48
7 4.00 54.41 9.54 48.22 87.61
8 4.49 51.29 12.44 50.85 97.04
9 4.87 41.65 11.96 36.58 91.37
10 5.19 53.26 12.66 47.12 97.03
11 5.07 48.67 14.74 47.81 117.86
12 5.32 55.88 12.36 49.90 105.72
13 5.46 44.99 13.93 44.32 108.50
14 5.63 36.46 10.13 31.17 80.89
15 5.96 57.76 12.46 53.58 98.07
16 6.18 47.19 14.50 42.44 110.74
17 6.14 50.25 15.44 42.80 116.50
18 6.25 38.85 12.05 35.48 98.58
19 6.15 41.73 12.02 36.57 104.31
20 6.27 54.70 14.09 50.78 116.24
21 6.91 52.09 16.33 44.15 120.32
22 6.98 44.76 15.68 38.96 112.25
23 6.76 59.39 11.99 45.28 99.75
24 6.87 34.73 11.10 26.62 93.53
25 7.28 57.21 15.20 47.08 121.33
26 7.42 42.24 14.44 37.11 116.48
27 7.48 48.49 16.58 40.97 129.40
28 7.46 37.32 14.38 32.15 114.94
29 7.77 39.70 14.65 34.33 116.50
30 7.64 54.09 16.85 41.97 125.86
31 7.56 62.05 12.49 42.23 103.70
32 7.86 32.67 11.00 26.78 97.96
33 7.91 59.99 15.04 44.66 117.06
34 8.17 46.18 17.07 39.35 127.98
35 8.16 50.76 17.52 39.92 124.58
36 8.26 34.79 14.45 29.01 113.45
37 8.40 55.84 17.34 44.86 138.30
38 8.68 43.36 15.88 35.28 129.68
39 8.83 36.78 14.04 30.71 109.20
40 9.00 57.50 17.94 42.69 126.52
41 9.03 40.49 16.67 31.44 124.02
42 8.98 62.12 15.99 41.37 121.64
43 9.09 53.70 18.97 40.16 135.45
44 9.31 48.77 17.82 39.14 129.38
45 9.17 59.64 16.64 38.47 125.00
46 9.34 32.47 13.69 26.08 97.70
47 9.51 51.51 19.42 41.23 137.29
48 9.46 45.91 17.88 39.54 139.45
49 9.63 64.59 14.81 40.35 99.01
50 9.62 30.10 11.24 24.75 88.82
51 9.65 38.31 16.20 33.17 123.14
52 9.84 34.52 14.81 28.19 99.35
53 9.95 42.99 17.21 34.24 127.83
54 10.33 55.12 20.77 37.49 138.64
55 10.44 57.42 20.76 39.84 145.32
56 10.29 62.23 18.55 39.07 137.35
57 10.50 59.76 19.55 37.44 139.40
58 10.46 40.62 18.50 33.91 132.64
59 10.58 47.28 19.25 38.72 135.98
60 10.67 37.54 16.80 32.31 115.88
61 10.70 50.09 20.15 40.01 135.88
62 10.82 44.73 19.16 35.71 136.03
63 10.86 52.60 21.24 36.70 144.82
64 10.75 30.80 14.93 23.53 109.61
65 10.91 64.44 19.63 38.53 123.49
66 10.89 35.33 17.51 29.74 127.33
67 11.07 66.92 17.27 38.46 122.70
68 11.15 32.94 15.63 27.37 111.35
69 11.32 28.53 14.13 23.29 95.89
70 11.51 42.62 20.41 33.05 129.29
71 11.54 39.85 18.84 33.65 120.25
72 11.66 61.98 22.11 36.07 141.68
73 11.89 54.67 21.38 35.96 139.53
74 11.76 46.67 21.49 38.93 146.10
75 11.80 49.25 23.01 37.73 151.52
76 11.82 57.15 23.45 35.16 157.42
77 11.80 59.57 22.81 34.95 158.26
78 11.96 37.21 19.21 32.01 122.17
79 12.01 68.97 16.97 32.86 88.03
80 12.03 34.82 17.70 31.21 109.20
81 12.16 31.38 18.47 26.85 114.99
82 12.10 51.96 23.00 36.61 157.57
83 12.26 65.91 22.45 33.02 142.49
84 12.37 27.06 15.46 21.98 97.56
85 12.47 44.35 21.92 35.85 146.05
86 12.53 63.36 22.47 35.50 145.26
87 12.76 29.57 16.60 25.45 117.89
88 12.72 39.65 21.64 32.69 135.45
89 12.83 41.96 20.22 32.27 133.04
90 12.90 33.35 20.33 28.12 121.16
91 12.95 46.50 21.19 33.89 141.75
92 12.94 49.42 23.03 36.15 153.17
93 12.98 59.08 25.75 35.46 144.02
94 13.03 56.02 23.40 36.61 151.40
95 13.18 67.71 23.92 36.11 144.04
96 13.17 52.75 23.39 36.43 155.05
97 13.12 69.87 19.68 32.03 102.04
98 13.14 37.12 20.10 31.14 129.99
99 13.61 61.07 26.03 36.46 149.02
100 13.54 65.39 24.59 35.19 156.76
101 13.73 27.87 18.22 23.01 112.32
102 13.78 35.11 19.55 29.09 119.54
103 13.68 71.87 18.09 27.54 69.01
104 13.82 25.65 17.10 22.22 110.81
105 13.88 32.16 18.90 26.18 114.76
106 13.95 43.29 21.70 32.61 130.66
107 13.94 63.30 28.55 36.90 167.06
108 13.96 39.00 20.64 32.25 132.00
109 14.09 48.24 23.83 33.50 147.49
110 14.14 51.12 26.44 34.59 159.62
111 14.11 57.38 25.18 36.62 152.05
112 14.22 45.56 22.59 34.08 147.11
113 14.19 54.51 25.22 34.41 153.71
114 14.21 29.84 19.29 26.09 118.26
115 14.38 68.46 26.82 31.31 150.06
116 14.61 41.23 24.26 32.47 140.06
117 14.59 70.69 26.53 31.55 126.80
118 14.80 23.92 18.69 20.46 108.38
119 14.80 65.93 27.64 33.88 147.67
120 14.84 37.18 24.49 32.95 146.97
121 14.83 59.34 28.29 35.74 160.35
122 15.09 61.53 30.75 37.17 157.00
123 15.01 34.88 21.19 30.46 126.18
124 15.16 32.25 20.84 28.28 113.71
125 15.12 73.42 23.96 29.46 90.08
126 15.25 26.26 19.68 22.17 111.27
127 15.32 52.12 27.32 34.83 157.06
128 15.35 49.56 27.06 34.10 158.40
129 15.35 63.56 29.67 34.52 164.50
130 15.40 29.08 19.11 26.20 115.24
131 15.43 46.87 27.04 34.34 150.24
132 15.51 21.77 16.47 18.19 86.75
133 15.53 39.29 23.14 30.66 146.60
134 15.47 54.55 27.88 36.68 159.51
135 15.49 57.14 30.45 36.32 165.27
136 15.58 44.11 24.31 33.26 152.64
137 15.75 69.23 29.34 30.30 142.42
138 15.80 71.81 30.58 32.37 140.41
139 15.99 41.80 24.74 34.06 149.05
140 16.09 66.91 31.73 32.29 155.14
141 16.23 35.27 24.32 30.79 126.78
142 16.29 59.28 29.97 35.89 153.49
143 16.56 22.83 18.51 20.89 99.49
144 16.43 64.47 34.42 36.80 161.40
145 16.47 32.70 22.14 27.80 130.33
146 16.57 38.11 23.93 30.23 131.10
147 16.65 30.41 23.45 28.28 125.30
148 16.61 25.27 22.00 23.76 112.82
149 16.52 27.85 22.67 27.10 133.03
150 16.63 61.87 33.02 37.35 157.31
151 16.58 48.74 28.27 35.88 159.99
152 16.66 56.35 29.12 34.66 158.75
153 16.67 45.53 26.69 32.32 150.23
154 16.69 51.59 29.57 33.71 161.45
155 16.88 53.89 30.65 35.95 162.07
156 16.75 75.83 27.01 29.27 93.28
157 16.95 73.71 35.18 30.62 139.55
158 17.13 40.31 27.47 32.03 154.00
159 17.09 71.24 36.02 29.40 154.24
160 17.15 68.74 39.56 34.83 170.93
161 17.41 42.56 28.38 32.79 147.11
162 17.43 36.25 26.99 33.79 132.74
163 17.46 66.13 36.18 31.26 160.45
164 17.53 59.35 37.04 35.80 173.66
165 17.69 20.62 20.95 19.09 97.35
