#<Embryo name> <Cleavage cycle> <Temporal class> <Genes>
kf5 14A 7 even-skipped knirps giant
167 16.68 31.64 22.65 16.93 34.06
168 16.15 36.52 20.46 18.73 23.04
169 16.56 44.22 26.68 33.26 49.00
170 16.61 54.61 27.53 115.64 29.38
171 16.67 74.38 13.58 81.49 12.95
172 16.77 38.99 25.50 21.86 47.27
173 16.90 29.30 24.81 15.83 32.76
174 16.98 26.33 18.78 16.10 34.99
175 17.00 20.82 13.27 12.72 25.57
176 17.16 64.54 23.22 89.94 29.51
177 16.86 69.65 21.05 82.69 27.04
178 17.18 36.33 25.14 21.10 55.77
179 17.32 52.27 27.60 111.06 40.22
180 17.13 46.46 26.95 42.94 47.50
181 17.42 71.92 20.62 92.16 21.84
182 17.47 42.79 24.76 25.58 80.63
183 17.43 68.63 21.00 83.91 24.47
184 17.54 55.99 25.68 117.50 32.28
185 17.69 58.48 29.39 120.24 32.77
186 17.74 61.08 25.41 109.13 34.16
187 17.79 49.96 29.94 79.94 51.86
188 17.88 34.38 23.99 19.27 82.60
189 17.86 40.28 25.15 19.79 95.82
190 18.06 22.58 17.48 13.93 57.69
191 17.92 75.01 17.02 85.82 18.20
192 18.09 47.86 29.50 41.66 79.47
193 18.19 25.50 19.05 15.06 63.30
194 18.14 66.31 23.03 89.28 25.07
195 18.13 28.67 21.66 16.12 74.22
196 18.12 31.43 22.69 16.81 83.89
197 18.17 45.11 27.85 31.80 94.16
198 18.19 20.01 13.65 11.23 46.54
199 18.26 53.64 28.13 107.31 46.85
200 18.40 37.49 24.51 21.42 124.44
201 18.48 63.28 25.05 97.16 30.87
202 18.22 70.55 21.69 88.19 28.83
203 18.62 77.35 14.14 76.18 14.27
204 18.67 42.31 25.35 23.19 134.58
205 18.68 69.78 21.64 94.71 26.60
206 18.88 56.32 28.57 111.38 40.80
207 18.99 58.75 27.70 115.51 35.64
208 18.75 73.00 21.11 94.23 24.66
209 19.00 51.44 28.77 71.53 68.76
210 19.19 67.65 23.74 103.49 29.73
211 19.10 33.32 24.47 17.90 127.52
212 19.07 39.78 29.66 23.01 149.80
213 19.21 49.08 28.71 43.86 98.09
214 19.46 75.37 17.93 88.94 21.41
215 19.31 46.51 27.78 30.41 120.87
216 19.32 60.84 26.59 117.40 36.43
217 19.39 21.51 18.13 14.07 82.75
218 19.46 27.80 21.88 15.63 110.75
219 19.48 44.16 26.93 24.36 164.17
220 19.24 71.91 20.25 89.49 21.72
221 19.54 30.76 25.41 18.78 129.84
222 19.48 36.02 24.24 20.66 149.46
223 19.51 24.69 20.52 16.80 106.83
224 19.43 54.05 29.53 100.22 53.43
225 19.62 78.94 13.85 75.41 13.04
226 19.64 64.92 24.23 104.16 32.21
227 19.91 62.57 23.87 114.41 35.26
228 19.98 69.62 23.15 90.32 29.12
229 20.22 38.88 27.02 20.57 142.35
230 19.91 41.63 28.43 23.24 170.73
231 20.30 19.51 16.94 12.31 91.06
232 20.29 50.36 28.13 42.50 91.88
233 20.28 52.77 30.27 60.49 70.19
234 20.33 55.85 29.24 103.11 51.92
235 20.26 58.61 28.59 119.41 43.73
236 20.34 47.84 29.27 28.76 132.52
237 20.27 72.31 22.07 86.95 28.91
238 20.43 33.98 25.72 18.03 164.79
239 20.66 45.30 28.27 23.18 162.75
240 20.67 66.20 25.92 105.97 35.59
241 20.36 76.78 18.38 90.10 23.81
242 20.65 23.03 19.64 14.19 121.69
243 20.91 80.63 12.71 77.45 15.81
244 20.79 29.11 22.11 17.05 145.73
245 20.80 36.80 26.60 20.36 178.68
246 20.87 26.03 21.78 16.21 124.55
247 21.03 16.98 15.23 12.60 72.90
248 20.99 31.94 23.71 17.35 167.74
249 20.78 75.40 22.80 97.71 28.01
250 20.97 60.59 29.74 115.96 41.13
251 20.99 63.43 27.35 116.81 41.66
252 20.90 42.22 26.94 23.52 177.05
253 20.90 78.15 19.06 87.41 21.76
254 21.29 68.18 25.43 95.30 35.81
255 21.43 54.40 28.49 63.83 55.72
256 21.38 57.14 27.73 108.94 50.24
257 21.46 73.63 24.24 97.83 36.24
258 21.35 51.55 29.24 39.77 84.52
259 21.51 70.51 22.26 95.55 34.49
260 21.55 20.89 18.20 14.09 106.65
261 21.46 48.65 31.30 28.68 115.92
262 21.87 41.17 27.97 21.92 157.13
263 21.42 77.10 21.64 88.40 36.44
264 21.72 35.33 25.81 18.05 182.02
265 21.84 38.26 26.24 21.33 158.88
266 21.72 43.92 28.15 22.70 165.79
267 21.90 46.31 27.98 25.96 133.84
268 21.92 64.79 28.17 108.44 42.34
269 21.91 75.94 20.87 88.43 36.76
270 21.87 79.06 18.78 79.47 25.48
271 22.01 27.70 23.38 17.48 136.39
272 22.03 24.20 21.85 15.56 123.68
273 22.13 30.67 25.59 17.84 158.80
274 22.10 59.01 30.39 108.13 52.61
275 22.20 61.94 28.94 115.89 44.43
276 22.31 15.69 16.19 11.94 79.35
277 21.92 17.98 14.31 12.88 95.06
278 22.42 33.50 25.34 17.92 158.94
279 22.54 81.13 17.27 70.25 27.46
280 22.26 52.93 29.12 44.99 75.59
281 22.14 72.83 21.95 79.48 31.60
282 22.55 18.69 16.99 13.39 88.71
283 22.47 66.79 30.16 101.57 46.61
284 22.41 50.36 31.96 34.48 97.27
285 22.47 56.37 28.19 83.35 59.90
286 22.78 48.03 29.70 29.40 117.78
287 22.82 39.66 26.62 21.88 151.83
288 22.92 21.37 21.39 15.30 100.74
289 22.89 44.78 29.12 23.01 154.15
290 22.99 77.44 21.61 82.75 44.59
291 22.77 69.28 26.27 98.59 44.98
292 22.86 74.73 23.82 87.32 53.09
293 22.90 36.34 25.94 20.04 152.77
294 22.92 71.76 26.84 88.03 46.19
295 23.21 26.51 23.66 16.77 124.58
296 23.14 54.42 29.22 63.49 71.61
297 23.10 59.66 30.47 106.59 55.37
298 23.09 42.39 28.05 24.22 143.26
299 23.16 64.33 28.65 115.72 52.98
300 23.21 29.29 25.01 16.62 140.16
301 23.41 23.91 22.98 16.64 113.49
302 23.29 52.06 32.33 41.65 88.40
303 23.26 73.48 24.60 90.70 43.64
304 23.50 32.16 26.82 19.45 149.13
305 23.55 56.79 31.31 83.59 64.62
306 23.53 61.96 31.31 112.67 56.32
307 23.60 68.04 28.10 106.91 52.05
308 23.73 16.17 16.51 12.67 73.69
309 23.70 46.59 30.20 27.64 120.75
310 23.68 49.73 27.53 33.71 101.32
311 23.66 80.08 20.29 69.95 50.17
312 23.86 38.26 28.11 23.13 153.10
313 23.91 35.16 26.78 21.01 137.00
314 24.02 19.04 22.05 14.68 79.30
315 24.06 83.38 16.86 60.87 26.29
316 24.07 65.86 31.81 115.40 65.65
317 24.00 40.82 28.30 22.81 139.21
318 24.04 69.98 28.30 94.21 59.19
319 24.01 75.99 28.17 80.83 61.36
320 24.12 44.13 28.88 25.99 133.30
321 24.16 58.90 32.04 102.54 72.62
322 24.39 21.85 21.25 14.88 89.62
323 24.32 54.46 33.00 74.79 77.55
324 24.30 72.99 28.46 84.44 67.10
325 24.41 30.20 26.58 18.89 125.35
326 24.64 27.76 23.73 17.79 96.56
327 24.32 52.05 35.92 55.75 90.86
328 24.49 48.31 33.60 35.45 107.96
329 24.59 63.54 33.18 110.14 69.64
330 24.62 25.00 24.06 16.84 86.87
331 24.56 61.22 34.66 98.01 79.87
332 24.84 14.29 17.39 14.23 62.81
333 24.76 32.76 28.10 19.68 121.03
334 24.74 78.53 28.07 67.21 66.86
335 24.70 81.45 24.39 63.27 62.52
336 24.77 57.07 37.00 83.30 82.18
337 24.93 37.41 28.31 23.07 121.42
338 24.86 42.42 31.87 26.63 124.23
339 24.98 46.10 32.24 32.81 115.15
340 24.88 68.24 36.14 95.54 71.07
341 25.13 50.51 34.91 63.70 108.36
342 25.17 35.01 28.62 21.03 118.08
343 25.21 40.03 28.81 23.63 115.52
344 25.33 17.18 18.84 14.73 69.77
345 25.26 70.35 35.79 85.70 76.70
346 25.08 75.50 30.26 75.62 81.49
347 25.46 20.07 22.22 16.46 75.13
348 25.30 59.68 38.17 87.55 70.56
349 25.28 65.55 37.92 102.06 80.16
350 25.43 52.83 36.06 84.27 100.10
351 25.40 55.20 37.99 78.33 94.23
352 25.42 72.97 40.76 74.65 91.40
353 25.64 44.36 31.28 35.16 110.42
354 25.70 23.12 22.23 18.73 83.34
355 25.57 30.80 26.03 21.35 109.55
356 25.57 48.33 33.05 52.45 99.21
357 25.67 62.47 46.69 93.48 87.67
358 25.67 80.47 32.39 52.64 90.73
359 25.84 25.97 25.39 19.36 91.66
360 25.83 57.57 45.36 78.95 99.28
361 26.04 28.54 25.86 20.82 100.29
362 26.11 33.49 29.73 25.35 104.25
363 26.04 38.62 31.67 28.77 120.63
364 25.93 77.66 44.23 55.73 90.27
365 26.02 42.12 32.01 30.65 108.49
366 26.00 67.47 55.15 84.58 98.97
367 26.21 14.71 19.88 18.37 66.08
368 26.29 36.16 29.52 28.03 111.41
369 26.33 46.42 35.46 59.39 117.15
370 26.25 51.17 39.25 74.86 113.09
371 26.32 64.70 71.27 92.07 108.67
372 26.27 75.15 52.43 59.76 110.41
373 26.30 85.50 34.17 27.48 45.68
374 26.28 60.19 68.06 79.20 112.34
375 26.36 71.49 65.55 62.20 110.01
376 26.38 82.96 38.74 32.56 85.21
377 26.50 53.62 46.15 85.37 111.42
378 26.55 55.90 62.21 78.37 114.84
379 26.55 48.84 38.08 73.77 118.57
380 26.72 18.27 23.25 23.63 73.11
381 26.69 30.98 28.82 25.45 107.06
382 26.75 40.57 32.49 35.48 107.44
383 26.79 69.29 109.06 54.85 116.80
384 26.77 21.31 25.76 21.62 81.08
385 26.82 78.69 65.13 36.06 123.29
386 26.90 24.28 28.31 24.48 88.28
387 26.84 43.90 32.99 46.81 104.00
388 26.85 62.53 125.47 68.88 120.96
389 26.71 80.44 64.14 38.74 112.48
390 26.89 58.03 92.84 64.46 128.66
391 27.11 12.49 19.60 19.30 55.24
392 27.01 26.82 29.16 27.38 96.40
393 27.13 38.00 32.11 36.75 106.00
394 27.19 66.85 149.78 46.93 126.14
395 27.25 73.49 101.80 37.51 150.69
396 27.25 33.06 32.78 36.67 103.22
397 27.30 50.81 46.63 72.18 136.01
398 27.44 15.84 25.38 28.49 74.44
399 27.48 29.00 32.48 35.98 103.01
400 27.44 35.48 32.64 41.21 111.96
401 27.39 45.88 38.20 69.65 112.93
402 27.48 76.18 79.08 34.28 131.18
403 27.47 60.16 188.80 41.92 133.02
404 27.58 84.84 50.81 22.14 90.77
405 27.48 48.08 43.53 71.23 130.70
406 27.57 64.51 185.39 40.86 141.14
407 27.67 81.85 63.61 23.97 130.58
408 27.62 42.20 37.29 56.10 115.44
409 27.51 53.07 72.08 66.78 139.10
410 27.63 55.38 120.43 57.83 150.53
411 27.73 71.29 150.59 35.20 156.62
412 27.86 20.28 32.46 33.32 85.08
413 27.89 23.20 32.22 34.17 89.64
414 27.92 40.07 38.20 58.70 116.17
415 28.10 31.05 32.32 35.87 99.88
416 27.97 78.77 90.08 25.99 153.23
417 28.01 57.57 209.60 40.86 154.41
418 28.13 68.89 191.59 31.94 158.36
419 28.09 44.20 44.42 67.43 128.01
420 28.09 62.15 218.70 35.72 139.77
421 28.18 26.06 34.94 40.40 100.73
422 28.41 18.21 35.50 36.96 87.93
423 28.19 37.80 37.56 55.13 115.09
424 28.25 49.68 69.95 71.20 155.68
425 28.33 33.60 36.20 51.99 113.19
426 28.55 11.77 36.32 26.80 74.76
427 28.40 52.12 111.38 47.71 176.30
428 28.47 66.24 209.95 30.21 153.73
429 28.44 46.67 56.89 62.13 143.86
430 28.61 15.53 45.19 30.99 83.81
431 28.62 35.71 39.47 62.68 118.81
432 28.68 54.61 206.40 34.05 165.30
433 28.52 73.68 126.80 27.06 169.47
434 28.63 28.58 42.20 43.70 112.71
435 28.63 59.45 236.84 33.28 154.45
436 28.85 83.04 64.17 22.08 122.50
437 28.84 22.24 43.00 33.89 107.61
438 28.80 42.21 51.97 62.21 146.71
439 28.89 63.84 225.84 31.79 158.31
440 29.00 76.74 98.03 23.20 162.48
441 28.93 80.32 80.97 22.07 144.68
442 28.97 70.76 158.45 25.65 170.41
443 29.25 85.57 40.06 17.47 100.41
444 29.18 24.87 48.74 37.76 108.62
445 29.08 39.92 51.28 55.00 143.38
446 29.13 56.90 233.00 31.38 176.48
447 29.10 44.75 77.45 54.52 169.59
448 29.11 48.51 119.88 44.93 176.00
449 29.14 32.10 44.94 52.06 127.43
450 29.24 61.28 229.15 29.90 167.80
451 29.28 37.53 51.31 56.61 143.84
452 29.35 50.90 199.70 33.13 185.05
453 29.29 67.85 203.96 25.91 158.04
454 29.51 20.25 66.05 30.69 111.92
455 29.54 27.11 65.03 41.10 129.73
456 29.52 34.63 48.81 54.27 141.54
457 29.60 53.22 228.97 29.75 188.90
458 29.63 29.87 59.31 38.30 125.11
459 29.66 17.56 82.68 32.24 113.62
460 29.62 74.12 98.90 24.80 181.49
461 29.79 11.43 93.15 16.85 101.04
462 29.66 46.77 148.24 36.54 203.26
463 29.73 58.90 237.65 28.51 189.31
464 29.80 65.62 203.70 29.71 165.33
465 29.84 43.21 115.01 37.91 197.24
466 29.80 14.28 99.31 20.23 112.47
467 29.93 55.39 232.54 28.00 199.78
468 29.98 71.57 114.06 25.09 176.20
469 29.98 23.17 115.33 31.32 143.72
470 30.28 8.78 122.36 13.84 74.13
471 30.02 63.02 220.54 26.93 178.92
472 30.07 68.99 170.42 26.68 173.98
473 30.11 82.73 49.60 19.34 116.88
474 30.16 39.11 87.80 43.41 181.95
475 30.14 41.36 121.12 32.99 196.29
476 30.05 78.81 60.68 21.16 142.85
477 30.15 49.39 228.15 30.05 205.10
478 30.18 32.42 83.06 47.56 168.83
479 30.19 15.61 125.84 22.86 88.84
480 30.31 36.81 106.44 42.44 173.05
481 30.51 75.58 59.57 22.95 151.40
482 30.46 45.21 220.22 30.91 211.15
483 30.37 60.64 226.52 27.01 186.14
484 30.55 57.21 228.80 27.46 202.25
485 30.66 51.82 231.57 28.37 210.63
486 30.59 86.12 31.16 17.41 74.94
487 30.66 25.68 175.12 26.13 150.01
488 30.71 28.53 175.75 26.89 162.40
489 30.59 34.51 140.37 33.16 189.86
490 30.79 19.05 177.38 21.28 136.03
491 30.84 21.85 190.67 20.91 150.83
492 30.84 30.90 172.24 28.20 172.22
493 30.80 47.40 234.63 29.28 206.90
494 30.80 53.95 233.08 26.67 211.36
495 30.90 66.74 133.64 24.46 170.71
496 30.89 64.37 148.86 23.79 182.40
497 31.05 80.77 40.28 19.21 117.21
498 30.90 72.80 60.99 22.15 155.58
499 31.11 13.02 161.44 15.16 118.12
500 31.16 16.14 181.19 16.51 129.85
501 31.02 69.53 96.34 25.83 165.29
502 31.15 77.88 42.16 21.68 125.22
503 31.17 40.75 219.26 30.03 212.99
504 31.17 43.34 214.35 27.06 208.18
505 31.17 61.76 146.54 25.54 181.95
506 31.22 59.22 189.31 27.23 198.05
507 31.31 38.39 228.14 29.91 207.01
508 31.22 49.60 235.88 27.14 226.97
509 31.57 9.95 155.03 13.28 102.71
510 31.58 55.65 199.70 27.05 203.33
511 31.45 36.20 226.66 25.58 188.21
512 31.53 33.28 217.83 25.18 192.74
513 31.76 23.62 220.03 20.24 149.56
514 31.66 46.07 232.74 26.34 221.20
515 31.91 82.93 37.58 18.10 73.75
516 31.80 86.07 34.33 17.02 50.89
517 31.89 28.35 224.77 22.26 176.07
518 31.89 26.11 232.13 21.63 176.05
519 31.85 51.42 217.89 26.99 230.22
520 31.97 75.95 38.55 20.52 110.59
521 31.91 53.61 183.23 26.26 218.92
522 31.91 57.68 187.52 25.11 206.69
523 32.01 70.63 49.28 23.04 126.83
524 31.99 20.86 217.56 17.29 170.20
525 31.93 30.84 229.87 22.55 208.31
526 31.94 67.83 66.92 21.55 150.35
527 32.05 73.16 42.54 23.69 116.29
528 32.06 18.11 206.95 16.99 157.03
529 32.06 62.70 90.28 23.93 177.73
530 32.08 64.98 67.07 24.57 153.97
531 32.06 48.47 221.91 24.39 232.43
532 32.18 41.96 220.30 24.28 233.44
533 32.16 39.71 231.04 23.36 229.07
534 32.25 79.30 38.25 21.61 83.64
535 32.29 88.74 54.21 15.56 27.58
536 32.33 44.28 228.60 23.77 226.22
537 32.33 60.00 93.51 25.83 192.72
538 32.39 15.03 192.25 16.36 133.67
539 32.44 35.29 231.02 24.72 214.05
540 32.69 12.08 161.23 14.50 127.41
541 32.57 37.69 229.74 25.12 212.06
542 32.69 32.93 228.88 23.12 211.22
543 32.81 8.79 112.70 11.76 97.21
544 32.74 46.84 210.08 25.12 234.84
545 32.85 49.85 167.46 25.41 226.67
546 32.90 24.78 218.10 19.79 185.87
547 32.86 52.33 136.04 24.29 220.85
548 32.93 54.99 101.63 26.01 207.30
549 32.92 29.93 230.28 22.32 210.09
550 32.93 66.56 47.26 21.34 132.96
551 32.99 57.43 84.62 24.68 196.54
552 33.05 69.02 40.78 22.97 114.96
553 33.06 74.35 41.79 21.13 98.93
554 33.12 27.33 220.06 19.24 200.67
555 33.10 61.79 57.41 25.73 170.18
556 33.14 22.21 210.26 17.87 184.22
557 33.06 77.44 44.42 22.33 73.01
558 33.24 19.52 201.08 18.24 158.27
559 33.28 71.73 39.44 22.43 92.13
560 33.22 84.35 80.94 19.00 41.62
561 33.22 81.06 73.52 19.89 49.05
562 33.18 40.24 189.87 25.12 238.58
563 33.25 42.81 200.24 23.53 232.67
564 33.37 64.25 46.87 23.35 126.64
565 33.32 16.79 191.42 17.15 163.72
566 33.43 45.37 174.04 23.06 238.17
567 33.30 86.02 93.80 24.92 22.76
568 33.53 35.01 184.30 21.60 226.50
569 33.64 59.54 55.08 23.91 163.61
570 33.52 87.16 112.20 16.29 25.06
571 33.58 37.33 172.43 21.64 229.90
572 33.69 88.45 94.15 18.58 16.58
573 33.64 32.24 173.16 21.15 219.86
574 33.82 13.97 164.09 14.81 132.60
575 33.71 47.84 106.68 23.83 232.09
576 33.82 50.21 90.71 23.29 223.66
577 33.89 52.63 65.42 24.69 207.61
578 33.96 10.45 97.64 12.87 116.88
579 33.96 29.28 169.69 20.68 211.82
580 34.02 23.84 146.37 17.91 196.35
581 34.04 54.90 57.56 22.98 196.31
582 34.01 66.69 43.61 22.39 106.38
583 34.02 75.48 85.10 24.46 66.36
584 34.32 90.78 92.46 16.33 12.67
585 34.14 57.22 50.25 24.83 154.39
586 34.25 41.60 151.58 24.42 232.11
587 34.20 39.28 153.17 24.89 234.09
588 34.16 69.70 47.87 22.87 86.98
589 34.27 26.54 135.51 18.71 205.50
590 34.21 62.19 46.38 21.71 118.63
591 34.26 44.06 94.61 22.31 226.95
592 34.30 82.04 132.26 20.73 30.32
593 34.30 20.68 154.78 16.26 170.36
594 34.36 78.36 125.11 22.37 43.14
595 34.46 72.61 58.78 22.34 74.65
596 34.40 17.20 135.17 15.15 157.93
597 34.54 34.60 106.78 20.86 211.64
598 34.69 64.49 46.05 23.78 91.97
599 34.70 85.51 138.49 20.70 21.10
600 34.60 31.42 118.50 20.20 212.60
601 34.76 46.42 60.11 22.49 208.47
602 34.76 37.13 101.96 22.62 220.08
603 34.84 51.12 54.86 24.15 205.41
604 34.90 48.62 56.19 23.86 198.82
605 34.74 59.78 45.64 24.71 117.88
606 34.77 8.45 44.12 10.75 85.17
607 34.90 12.67 75.72 15.06 129.11
608 34.96 67.86 52.66 24.26 82.69
609 35.04 6.91 33.43 10.91 69.47
610 35.03 53.34 46.90 23.50 160.46
611 35.06 88.25 126.55 18.46 16.32
612 35.05 28.75 90.28 19.00 207.90
613 35.11 24.31 93.67 17.63 179.19
614 35.15 55.85 44.30 23.30 142.10
615 35.11 75.07 114.86 22.54 41.83
616 35.27 21.78 86.77 16.04 172.90
617 35.33 70.49 108.66 22.70 58.14
618 35.44 18.88 87.00 16.47 155.64
619 35.33 39.53 80.07 20.20 213.52
620 35.44 33.38 65.28 20.84 196.32
621 35.28 44.29 58.81 22.05 220.63
622 35.45 79.36 169.97 22.70 25.94
623 35.51 16.02 68.08 14.91 129.88
624 35.40 41.81 73.05 24.75 225.34
625 35.51 58.00 46.62 25.09 107.75
626 35.41 62.47 56.03 22.96 75.27
627 35.47 9.82 42.04 14.11 104.40
