#<Embryo name> <Cleavage cycle> <Temporal class> <Genes>
kw10 14A 5 even-skipped knirps giant
167 16.35 75.41 12.80 60.48 14.17
168 16.16 30.62 19.54 24.87 25.37
169 16.32 25.88 17.41 21.60 26.67
170 16.18 36.14 20.18 27.53 23.82
171 16.41 43.91 22.30 30.25 26.23
172 16.22 28.24 18.57 22.19 30.00
173 16.17 42.30 20.67 31.20 19.47
174 16.52 39.70 23.62 28.75 27.31
175 16.57 72.16 18.60 78.22 20.15
176 16.49 53.46 23.51 37.64 25.43
177 16.62 60.20 23.43 60.42 36.54
178 16.67 69.76 20.59 78.36 23.96
179 16.48 55.36 24.18 40.56 26.51
180 16.90 50.80 24.89 31.91 36.06
181 16.88 28.44 19.00 23.48 29.29
182 17.08 48.49 25.39 29.22 33.98
183 17.10 26.55 18.79 21.09 29.36
184 17.40 32.69 21.92 25.12 31.15
185 17.33 45.64 24.64 28.61 32.33
186 17.44 67.08 21.33 79.69 32.27
187 17.44 30.52 19.78 24.88 35.03
188 17.29 64.48 23.10 73.07 38.18
189 17.39 57.49 24.69 43.31 53.20
190 17.58 22.92 14.32 16.97 41.30
191 17.43 37.41 23.88 26.98 31.81
192 17.52 55.05 24.73 37.40 52.26
193 17.29 43.17 24.00 26.23 31.73
194 17.69 52.77 24.59 33.92 54.83
195 17.84 73.15 18.11 76.22 24.81
196 17.78 76.36 13.78 65.11 17.34
197 17.59 41.30 23.77 25.99 36.91
198 17.82 61.99 23.75 58.83 59.68
199 17.84 34.93 21.78 25.26 32.94
200 17.81 69.82 23.03 82.00 31.83
201 18.27 39.47 23.82 27.00 40.03
202 17.98 25.25 17.30 18.05 42.63
203 18.08 28.65 19.45 24.67 46.55
204 18.05 71.24 19.95 75.00 25.20
205 18.41 47.54 25.66 29.58 52.51
206 18.34 50.44 25.01 29.90 62.50
207 18.36 43.21 24.53 28.10 42.72
208 18.52 59.27 23.31 41.57 85.87
209 18.53 78.47 11.38 56.79 15.53
210 18.66 64.46 23.88 61.27 53.98
211 18.88 56.31 23.99 34.68 96.27
212 19.03 26.67 20.11 23.28 62.85
213 18.98 21.62 14.22 17.29 71.19
214 18.89 33.69 23.86 25.71 50.62
215 18.92 36.28 24.00 27.50 51.40
216 18.99 31.19 20.35 24.23 56.61
217 19.10 45.46 23.77 27.92 62.92
218 18.95 67.18 24.74 71.69 43.39
219 19.00 53.47 26.38 32.03 100.54
220 19.06 71.12 20.66 76.08 33.40
221 19.13 74.76 17.46 75.77 27.03
222 18.85 28.87 20.00 21.11 50.68
223 19.23 24.29 18.26 20.95 75.89
224 19.40 62.06 24.06 42.26 93.56
225 19.18 72.77 20.92 73.82 27.69
226 19.51 38.30 23.84 26.70 60.74
227 19.74 40.71 26.23 28.81 73.29
228 19.50 49.31 26.09 28.82 92.34
229 19.79 77.58 16.20 65.87 24.72
230 19.64 79.49 11.50 54.40 16.29
231 19.63 69.51 20.91 76.88 46.86
232 19.71 43.09 24.69 26.78 77.55
233 20.02 51.64 28.84 28.41 133.47
234 19.98 28.74 21.03 23.45 93.98
235 19.92 59.54 24.45 35.38 123.21
236 20.21 47.32 26.43 29.33 112.45
237 20.06 65.26 23.40 50.29 65.30
238 20.31 54.37 27.05 28.50 150.86
239 20.31 56.88 26.19 33.09 151.46
240 20.25 33.31 23.01 25.08 92.25
241 20.44 20.41 13.32 18.35 98.93
242 20.42 35.82 22.56 25.91 80.69
243 20.42 72.44 20.59 73.26 39.73
244 20.43 22.75 18.29 19.26 112.92
245 20.53 31.00 21.48 24.89 111.16
246 20.64 45.17 26.40 27.52 127.10
247 20.72 67.60 23.87 57.40 59.50
248 20.25 80.18 11.38 55.62 19.38
249 20.64 75.37 17.17 72.51 37.73
250 20.85 24.98 20.03 21.57 123.33
251 20.70 63.31 23.11 41.77 88.37
252 21.02 27.06 20.64 22.81 130.14
253 20.98 49.69 26.30 29.37 148.58
254 20.94 38.07 22.73 27.82 104.49
255 20.74 80.98 12.44 51.59 15.64
256 21.09 42.86 25.91 28.29 129.56
257 21.30 70.02 23.37 66.61 56.73
258 21.20 58.61 25.51 29.14 145.95
259 21.30 61.11 23.57 33.64 127.60
260 21.29 40.13 22.92 26.36 128.63
261 21.24 77.89 18.86 67.31 36.92
262 21.52 52.11 28.42 29.39 180.43
263 21.26 82.41 9.97 46.43 15.19
264 21.63 19.07 14.26 17.26 115.88
265 21.62 29.88 21.18 24.46 142.62
266 21.62 33.20 22.35 24.29 136.97
267 21.69 47.33 26.55 29.02 173.86
268 21.70 54.76 26.61 27.91 186.80
269 21.78 65.92 25.42 42.90 84.36
270 21.83 22.93 17.56 20.12 120.41
271 21.83 72.42 23.14 71.58 49.82
272 21.65 81.06 14.22 56.80 30.86
273 21.86 36.24 23.70 26.59 139.86
274 22.13 56.95 25.25 29.79 175.66
275 21.98 75.53 20.47 71.59 42.69
276 22.06 44.85 24.87 27.61 185.36
277 22.04 63.37 22.98 35.48 104.59
278 22.25 41.93 24.70 27.11 164.68
279 22.35 68.40 25.66 54.13 73.92
280 22.21 80.07 19.16 59.50 31.86
281 22.39 49.38 26.93 26.64 198.72
282 22.60 17.31 13.21 16.63 109.21
283 22.42 27.62 22.01 23.04 160.69
284 22.53 59.95 25.05 29.47 138.65
285 22.62 38.51 26.40 26.58 154.54
286 22.67 20.48 17.04 19.12 136.41
287 22.80 53.15 27.02 27.09 196.52
288 22.82 34.99 22.09 25.36 165.58
289 22.67 83.71 11.76 50.11 21.03
290 22.59 82.29 12.00 56.81 22.88
291 23.17 25.82 21.97 24.52 164.57
292 22.94 30.35 23.18 22.30 175.38
293 23.11 32.58 23.27 23.63 180.38
294 22.77 78.12 21.58 62.63 46.53
295 23.04 72.25 23.86 60.18 65.68
296 22.62 79.34 14.00 61.50 20.50
297 23.23 40.85 26.06 28.17 192.50
298 23.18 45.93 25.37 27.08 192.68
299 23.30 50.92 27.91 28.14 191.25
300 23.16 22.87 17.86 22.06 148.44
301 23.38 55.47 27.82 31.23 186.33
302 23.18 65.19 25.96 32.88 105.51
303 23.14 81.53 14.27 52.58 31.04
304 23.24 62.74 26.50 31.22 126.33
305 23.12 75.15 24.17 65.98 59.32
306 22.92 76.81 21.83 68.50 36.83
307 23.45 69.91 24.99 46.91 75.39
308 23.40 43.53 26.89 28.72 184.28
309 23.49 48.05 27.80 27.12 199.70
310 23.49 57.94 26.86 27.85 173.84
311 23.32 79.91 20.47 58.97 38.50
312 23.67 67.28 26.07 38.42 93.25
313 23.46 77.84 20.44 56.90 34.27
314 23.87 16.42 13.99 16.96 107.93
315 23.97 37.31 25.51 28.84 183.83
316 23.76 19.43 17.21 19.65 133.71
317 23.84 60.66 25.99 28.55 143.25
318 23.90 28.33 22.32 26.11 164.66
319 24.20 39.48 27.26 26.73 196.86
320 24.16 24.61 21.14 23.37 152.75
321 24.04 34.76 24.25 24.59 185.06
322 24.16 53.51 28.02 27.91 188.81
323 24.17 73.66 25.69 59.11 74.93
324 24.13 76.18 28.77 66.40 71.20
325 24.30 30.90 22.88 23.50 182.91
326 24.28 82.07 23.55 55.55 47.58
327 24.18 84.89 12.33 41.50 20.98
328 24.55 22.18 20.68 21.93 139.46
329 24.61 49.17 28.22 28.41 202.47
330 24.41 63.73 25.69 30.74 125.32
331 24.65 41.74 27.16 28.13 208.10
332 24.52 46.23 27.59 27.24 187.72
333 24.51 79.39 30.88 59.01 59.39
334 24.65 71.34 26.25 51.67 94.34
335 24.67 51.49 26.61 28.11 196.54
336 24.71 56.74 28.48 29.39 174.33
337 24.74 43.90 26.20 26.92 200.41
338 24.96 33.00 23.51 24.82 187.44
339 24.82 59.10 30.36 29.71 171.00
340 24.75 68.82 28.75 42.53 101.72
341 24.96 66.01 28.64 35.16 113.29
342 25.16 18.11 18.02 17.24 136.99
343 25.08 61.47 29.42 30.45 152.22
344 25.11 76.98 35.94 57.02 81.40
345 25.25 25.82 21.79 23.38 162.95
346 25.10 28.32 22.34 24.24 173.70
347 25.16 35.84 25.19 26.45 190.34
348 25.15 84.20 29.19 41.60 53.12
349 25.29 54.88 30.70 29.24 179.24
350 25.28 15.45 16.77 17.74 112.10
351 25.46 20.62 21.02 19.19 155.23
352 25.68 37.74 26.57 25.30 185.14
353 25.53 81.25 46.63 44.49 73.51
354 25.67 47.58 28.89 27.67 183.96
355 25.52 73.32 34.73 46.13 103.11
356 25.68 30.83 23.68 24.28 174.75
357 25.66 40.20 27.35 27.15 195.39
358 25.79 52.85 29.58 27.76 182.28
359 25.65 63.49 30.57 32.76 135.16
360 25.85 50.11 29.71 27.96 186.08
361 25.85 23.67 22.21 21.00 152.16
362 25.99 45.47 29.22 29.59 198.95
363 25.83 68.16 31.53 40.43 118.11
364 25.98 43.03 27.95 27.45 195.63
365 26.00 57.88 29.22 28.11 168.79
366 26.08 78.10 68.01 45.00 101.12
367 26.06 70.79 38.72 42.66 114.47
368 26.08 34.45 27.29 25.76 181.96
369 26.15 60.11 31.72 29.34 157.01
370 26.09 85.63 60.28 30.18 66.26
371 26.26 75.28 52.83 46.17 105.33
372 26.37 55.79 30.66 29.77 183.77
373 26.35 66.13 32.07 39.01 136.21
374 26.36 14.21 16.69 17.85 97.06
375 26.38 29.04 24.57 23.10 184.20
376 26.56 26.55 23.83 23.18 169.87
377 26.66 32.53 25.49 24.60 179.36
378 26.68 16.59 20.41 18.02 127.10
379 26.63 19.18 21.97 19.97 147.20
380 26.74 82.89 101.53 27.71 94.69
381 26.74 39.09 27.40 24.36 180.64
382 26.74 63.97 37.56 41.27 159.59
383 26.73 21.83 24.86 21.68 160.47
384 26.90 61.68 32.80 39.49 164.98
385 26.84 79.73 116.11 32.47 113.14
386 26.92 36.37 28.84 25.86 188.62
387 26.82 51.67 28.68 29.06 194.13
388 26.88 48.75 30.39 27.86 184.99
389 26.98 73.27 63.98 40.90 127.30
390 26.99 41.38 26.70 28.39 179.07
391 26.75 85.88 62.96 25.69 72.15
392 26.99 68.47 46.56 44.47 140.23
393 27.27 54.08 31.83 30.93 179.46
394 27.24 43.66 28.80 27.11 183.20
395 27.18 24.22 24.45 24.32 168.13
396 27.16 58.87 35.79 35.66 177.54
397 27.27 46.22 29.58 29.74 174.16
398 27.44 30.83 23.93 25.99 178.19
399 27.48 34.24 26.68 26.44 174.33
400 27.44 56.57 30.81 30.70 179.14
401 27.43 70.64 62.10 43.60 144.38
402 27.40 76.32 124.53 28.32 132.83
403 27.48 14.04 24.70 17.58 119.32
404 27.60 28.46 27.61 23.98 170.79
405 27.62 65.80 45.28 45.65 156.49
406 27.83 86.63 98.84 17.57 87.80
407 27.90 37.82 27.52 26.92 180.15
408 27.82 51.51 32.19 31.26 198.16
409 27.90 84.06 140.72 21.47 129.64
410 27.88 18.69 30.17 21.25 157.37
411 28.00 21.57 29.61 23.97 161.47
412 28.01 40.21 29.72 26.35 190.22
413 27.98 63.30 42.40 46.67 181.43
414 28.04 26.27 28.50 24.16 181.70
415 27.94 48.61 30.87 30.08 183.44
416 28.10 61.08 39.64 52.16 181.70
417 28.21 81.56 174.78 21.62 144.90
418 28.06 78.61 176.68 24.38 150.58
419 28.32 16.23 37.91 19.09 142.24
420 28.15 67.94 103.51 42.01 176.17
421 28.29 32.52 29.40 27.16 181.99
422 28.23 44.98 32.83 32.15 191.73
423 28.25 59.10 37.28 42.87 173.97
424 28.30 72.24 129.77 31.94 175.99
425 28.54 74.39 168.43 24.94 163.32
426 28.40 35.59 29.32 28.98 185.01
427 28.44 42.50 32.63 30.58 179.60
428 28.51 24.23 36.20 24.72 183.83
429 28.51 53.18 34.78 36.02 185.74
430 28.61 55.07 36.19 39.36 192.45
431 28.55 57.04 36.13 39.51 184.35
432 28.64 13.33 48.40 16.90 146.40
433 28.70 50.51 33.32 34.40 193.71
434 28.81 69.85 158.34 29.94 179.15
435 28.76 29.19 29.93 26.52 181.90
436 28.79 65.07 87.28 42.40 195.57
437 29.03 76.90 188.41 22.16 172.07
438 28.99 48.23 36.61 34.65 193.29
439 29.08 19.73 50.64 22.82 177.88
440 29.14 46.22 34.39 34.76 189.05
441 29.20 88.24 68.50 13.40 114.40
442 29.11 40.41 34.62 29.26 191.09
443 29.20 84.21 128.24 16.99 144.32
444 29.22 31.33 36.71 29.68 194.71
445 29.10 38.11 34.55 32.00 188.04
446 29.17 26.80 37.89 25.82 185.67
447 29.27 33.83 38.77 28.81 189.07
448 29.22 62.81 72.00 42.23 200.46
449 29.35 22.40 50.10 25.86 191.39
450 29.35 43.90 37.07 31.89 192.79
451 29.28 60.68 64.10 48.70 203.64
452 29.34 66.92 174.80 30.51 198.31
453 29.41 86.86 108.75 14.61 119.75
454 29.32 79.88 169.50 19.43 177.79
455 29.39 58.52 53.16 49.29 197.96
456 29.60 17.27 78.02 20.61 178.59
457 29.55 36.02 37.68 32.61 196.29
458 29.66 52.32 42.59 39.96 204.49
459 29.64 11.53 73.28 16.98 130.31
460 29.64 71.92 192.77 25.93 200.24
461 29.73 54.25 46.10 56.82 202.72
462 29.80 14.63 90.07 19.76 167.68
463 29.71 56.43 52.26 46.47 191.98
464 29.74 50.39 43.03 45.53 204.20
465 29.91 24.46 67.31 29.47 193.76
466 29.97 41.79 40.48 33.36 198.33
467 29.97 74.90 200.68 21.91 200.08
468 29.90 29.61 48.30 30.00 205.64
469 29.91 64.46 167.96 34.16 214.71
470 29.95 68.93 204.55 28.07 206.75
471 30.12 48.63 47.25 40.48 207.14
472 30.18 82.09 130.40 17.85 163.25
473 30.15 39.17 43.68 37.50 198.88
474 30.27 32.43 50.71 27.45 190.26
475 30.30 20.73 102.50 22.43 198.21
476 30.28 46.60 46.03 36.22 208.59
477 30.25 26.71 74.76 27.21 202.47
478 30.36 61.72 150.55 39.23 222.90
479 30.39 78.04 159.17 20.74 182.10
480 30.36 59.67 113.31 38.84 218.65
481 30.57 85.50 81.66 15.69 142.07
482 30.56 36.94 55.32 41.99 202.98
483 30.50 44.55 47.33 31.55 198.39
484 30.61 34.72 62.06 31.87 205.21
485 30.60 66.19 205.33 27.63 221.08
486 30.82 88.32 46.43 12.55 116.30
487 30.70 57.62 108.70 41.08 222.51
488 30.84 18.56 122.59 22.78 201.97
489 30.68 55.38 87.45 47.18 221.60
490 30.72 72.98 203.38 23.41 220.05
491 30.99 13.01 118.21 18.43 181.30
492 30.90 22.74 140.10 24.04 213.22
493 30.83 53.23 92.83 48.81 219.78
494 30.86 28.91 93.30 29.28 217.92
495 31.00 70.71 201.37 23.21 226.23
496 30.84 50.99 70.41 46.72 214.10
497 30.85 63.47 211.88 31.55 234.60
498 31.15 15.90 130.01 20.90 196.56
499 31.02 42.34 58.72 35.98 205.62
500 31.03 68.34 222.14 24.77 221.33
501 31.27 80.63 89.20 17.59 171.67
502 31.19 30.96 101.67 25.34 220.87
503 31.15 40.24 65.18 37.72 204.03
504 31.32 75.56 140.38 21.21 205.45
505 31.45 24.61 154.29 26.78 214.42
506 31.19 48.65 77.16 40.19 222.30
507 31.44 83.38 80.46 16.07 159.76
508 31.45 38.24 95.45 33.38 218.19
509 31.40 26.83 144.92 26.94 225.06
510 31.56 32.86 125.01 27.15 219.51
511 31.51 46.55 85.03 34.48 217.52
512 31.47 59.20 195.47 30.65 230.24
513 31.64 64.90 205.48 27.65 238.21
514 31.68 10.68 99.75 16.96 160.52
515 31.61 62.01 208.40 31.84 235.57
516 31.70 44.44 91.31 30.15 218.05
517 31.66 56.64 177.42 32.07 237.54
518 31.78 77.98 92.90 18.29 188.86
519 31.84 21.08 142.26 21.37 213.13
520 31.86 34.89 134.74 29.60 225.94
521 31.90 52.67 169.72 31.82 236.97
522 31.85 54.71 179.82 32.97 235.43
523 31.86 73.08 145.86 21.66 213.74
524 31.93 66.93 203.30 26.63 236.44
525 32.01 50.65 169.82 34.73 234.30
526 32.23 87.38 39.00 13.54 110.81
527 32.18 18.49 151.70 22.71 206.00
528 32.06 29.08 168.19 25.38 228.46
529 32.15 69.05 181.87 24.67 234.19
530 32.20 36.73 167.33 31.83 225.89
531 32.16 42.33 125.07 28.64 232.42
532 32.37 90.35 32.27 11.21 67.90
533 32.26 60.41 219.54 28.26 236.91
534 32.37 48.53 188.86 31.93 231.73
535 32.36 84.59 48.92 16.24 152.67
536 32.37 40.18 166.14 30.72 230.73
537 32.57 13.10 105.81 19.83 182.52
538 32.52 15.80 130.54 21.23 200.94
539 32.62 23.39 169.58 24.13 223.35
540 32.72 30.88 187.83 26.07 224.74
541 32.59 63.83 200.66 27.41 239.84
542 32.68 70.91 123.59 22.46 225.55
543 32.67 80.47 54.52 17.75 157.48
544 32.53 26.46 171.97 24.49 231.44
545 32.55 57.82 204.36 28.38 242.67
546 32.62 46.07 194.87 31.14 233.95
547 32.77 75.39 73.55 20.38 185.11
548 32.95 32.83 187.80 25.48 228.18
549 32.92 38.40 195.01 29.44 236.69
550 32.93 55.75 219.22 30.59 243.02
551 32.96 66.39 150.35 26.12 233.29
552 33.02 43.74 193.55 30.50 234.28
553 33.02 53.75 212.84 28.67 247.02
554 33.03 61.82 196.18 26.25 241.40
555 33.08 51.67 213.14 28.76 238.11
556 33.15 77.81 56.12 19.53 163.17
557 33.34 82.69 44.58 16.26 134.74
558 33.05 35.09 194.73 27.49 231.68
559 33.15 73.10 76.14 21.98 212.55
560 33.14 20.81 137.06 22.49 216.74
561 33.38 10.63 78.90 18.21 166.33
562 33.30 28.45 186.40 26.49 236.66
563 33.25 59.54 205.11 28.59 245.38
564 33.40 49.54 218.19 29.47 240.94
565 33.47 85.86 41.93 15.70 108.96
566 33.37 41.55 214.95 28.48 238.16
567 33.41 68.77 106.38 24.14 226.38
568 33.57 18.54 124.23 25.03 218.56
569 33.49 25.26 166.97 23.84 230.22
570 33.52 47.30 219.89 29.71 244.12
571 33.49 89.00 43.55 13.13 75.17
572 33.72 57.75 189.99 28.66 234.84
573 33.71 64.82 117.95 24.46 240.96
574 33.82 16.18 89.64 20.60 197.02
575 33.84 36.81 203.69 28.10 237.25
576 33.87 45.10 219.52 28.32 246.47
577 34.10 22.44 119.40 21.97 212.60
578 34.03 39.33 194.76 29.31 243.15
579 34.12 30.09 180.22 24.08 230.26
580 34.13 62.77 119.98 24.33 240.82
581 33.96 71.23 71.04 22.54 213.46
582 34.20 13.60 62.54 20.87 169.06
583 34.09 55.63 192.88 28.43 245.04
584 34.17 32.16 182.47 26.81 232.91
585 34.15 53.41 216.96 28.86 245.25
586 34.23 34.64 188.97 26.11 234.66
587 34.39 66.88 73.75 23.86 221.36
588 34.20 74.52 53.04 20.18 175.05
589 34.28 91.14 60.20 11.66 37.59
590 34.22 60.43 157.94 26.38 236.60
591 34.40 80.66 44.12 17.14 124.40
592 34.35 27.31 166.74 24.60 228.48
593 34.29 51.15 216.92 29.06 244.03
594 34.09 88.14 49.61 12.53 66.08
595 34.50 8.58 42.38 16.86 127.30
596 34.32 77.94 44.80 19.24 149.47
597 34.47 41.41 203.91 29.11 237.46
598 34.64 43.51 198.51 30.13 244.12
599 34.64 83.58 49.19 17.43 91.69
600 34.65 19.91 87.32 21.95 205.45
601 34.57 24.68 140.71 23.88 228.13
602 34.66 49.21 211.31 30.18 242.30
603 34.70 69.06 60.42 22.18 209.21
604 34.68 47.01 207.03 28.23 242.33
605 34.83 57.32 113.22 26.75 241.29
606 34.91 86.27 61.63 16.36 69.35
607 34.91 11.31 47.70 19.37 162.49
608 34.85 64.94 77.69 22.99 230.48
609 34.96 37.51 175.11 27.68 240.25
610 34.98 71.99 50.67 23.10 191.12
611 35.07 16.43 59.22 22.12 180.02
612 35.19 75.98 41.80 19.31 145.15
613 35.39 89.02 93.23 14.50 40.39
614 35.13 54.64 167.47 28.21 244.38
615 35.24 59.26 95.62 23.97 241.09
616 35.18 33.19 158.84 24.76 240.84
617 35.21 61.40 82.42 24.49 231.99
618 35.29 28.87 122.48 24.67 229.57
619 35.32 52.26 166.18 28.08 243.42
620 35.44 45.24 175.39 28.57 238.26
621 35.47 39.81 150.43 27.98 237.03
622 35.68 30.88 113.90 25.37 223.55
623 35.60 35.34 133.67 26.00 232.82
624 35.60 63.51 58.57 23.95 227.08
625 35.61 78.65 48.11 18.84 107.98
626 35.59 26.45 93.00 22.44 217.19
627 35.60 23.79 82.52 23.23 204.13
