#<Embryo name> <Cleavage cycle> <Temporal class> <Genes>
kw17 14A 3 even-skipped knirps giant
167 15.30 59.43 22.79 61.86 36.74
168 15.44 45.79 22.28 22.85 38.46
169 15.25 50.33 24.21 33.93 40.07
170 15.22 26.79 16.73 11.80 19.53
171 15.59 41.68 24.08 23.21 37.70
172 15.43 73.94 8.48 32.75 14.41
173 15.52 48.40 22.58 24.71 42.04
174 15.56 61.87 22.07 63.55 35.10
175 15.63 36.01 22.43 20.72 35.28
176 15.79 39.42 26.69 21.65 36.87
177 15.92 68.68 19.22 53.42 39.16
178 15.76 32.97 20.00 20.67 34.49
179 15.97 38.06 22.72 21.10 33.85
180 16.19 55.69 23.76 46.28 52.79
181 16.27 44.09 24.36 23.38 46.73
182 16.26 27.82 18.10 15.61 34.43
183 16.11 34.14 20.10 21.60 35.65
184 16.39 50.93 23.94 29.71 55.66
185 16.30 71.98 13.84 43.61 35.36
186 16.49 59.82 24.86 57.73 48.12
187 16.16 48.50 25.81 27.57 44.00
188 16.54 53.57 24.98 35.12 54.96
189 16.26 66.55 20.95 54.12 36.19
190 16.74 61.93 23.46 60.63 47.94
191 16.38 36.34 23.05 20.61 35.14
192 16.71 57.44 24.84 52.94 58.22
193 16.62 31.83 20.75 19.58 35.34
194 16.77 40.75 24.18 23.56 48.86
195 16.72 46.88 23.98 24.55 55.62
196 16.47 64.83 22.47 60.68 46.50
197 16.48 33.27 25.83 19.00 34.58
198 17.02 70.17 20.08 52.25 46.05
199 16.97 37.92 21.69 21.15 48.49
200 16.96 63.86 22.85 61.58 56.42
201 17.06 34.75 22.97 21.91 46.82
202 17.35 43.02 23.20 24.12 64.87
203 17.35 48.91 23.77 25.72 71.80
204 17.46 68.23 20.61 52.65 49.83
205 17.16 75.58 10.35 33.73 28.04
206 17.59 27.06 18.20 15.89 47.92
207 17.72 29.70 19.65 16.71 49.44
208 17.47 38.95 21.73 21.22 51.55
209 17.69 45.66 24.57 24.26 71.50
210 17.68 55.51 25.18 35.76 68.92
211 17.67 65.86 22.05 59.00 52.11
212 17.76 73.49 17.52 40.47 39.93
213 17.92 32.17 22.51 20.49 60.35
214 17.86 50.95 24.92 27.24 83.32
215 17.84 53.28 26.18 30.51 75.48
216 18.03 60.16 23.40 50.22 62.73
217 17.62 23.48 13.80 16.20 38.73
218 18.08 36.40 22.51 20.43 67.19
219 17.94 57.95 25.13 43.15 70.25
220 18.16 71.24 20.55 44.91 59.11
221 17.78 76.45 11.27 31.46 19.27
222 18.19 62.28 25.40 54.83 66.67
223 18.15 41.03 25.08 23.50 71.68
224 18.00 24.57 17.64 16.36 45.88
225 18.60 64.64 24.67 57.49 68.02
226 18.65 48.42 27.15 25.24 91.71
227 18.62 43.90 25.30 23.72 87.16
228 18.78 38.41 25.65 21.41 85.07
229 18.57 75.34 15.39 34.76 38.21
230 18.45 69.09 19.60 51.38 60.72
231 18.92 77.83 10.44 29.93 20.23
232 18.85 26.07 18.39 17.34 72.82
233 18.86 34.30 22.18 21.53 79.78
234 19.13 66.83 26.81 53.31 70.22
235 19.09 46.11 26.09 25.31 101.06
236 19.03 56.06 27.28 31.20 92.72
237 19.08 28.95 22.35 18.53 75.84
238 19.08 51.41 24.44 27.32 97.58
239 19.15 53.86 26.96 26.06 94.10
240 19.24 58.30 25.32 37.50 88.39
241 19.32 73.41 22.13 41.35 58.23
242 19.36 40.54 24.56 24.40 99.91
243 19.16 69.00 23.45 54.75 62.43
244 19.50 31.64 22.54 19.40 91.95
245 19.48 62.59 25.68 50.73 80.38
246 19.76 24.05 18.48 17.43 81.56
247 19.69 43.09 25.86 23.95 115.50
248 19.73 60.16 28.16 47.60 81.20
249 19.85 71.25 23.43 44.10 64.84
250 19.69 76.02 17.07 33.23 48.88
251 19.70 36.58 25.05 24.75 102.98
252 19.85 49.62 27.44 26.86 122.46
253 20.14 64.66 26.40 48.10 78.75
254 20.13 47.31 26.26 24.11 130.40
255 20.31 27.23 22.21 18.81 95.34
256 20.23 52.74 27.90 25.27 117.94
257 20.32 34.02 25.82 22.72 120.30
258 20.35 78.58 15.09 28.16 36.86
259 20.44 39.02 27.10 23.57 127.05
260 20.48 45.17 28.31 24.48 139.26
261 20.31 55.56 28.02 28.10 113.31
262 20.40 68.47 25.30 51.00 76.11
263 20.66 29.74 21.95 19.51 108.79
264 20.61 41.50 26.32 23.32 135.02
265 20.57 57.98 25.68 31.94 105.31
266 20.66 74.38 23.17 39.58 64.76
267 20.72 66.51 28.27 49.01 83.35
268 20.66 61.94 26.94 41.63 92.25
269 20.97 50.80 28.00 26.53 142.55
270 21.24 31.95 26.07 21.02 131.29
271 21.21 48.73 29.99 25.71 152.78
272 21.16 23.62 20.90 16.24 99.77
273 21.31 43.49 29.97 25.40 155.12
274 21.27 37.11 26.06 24.48 143.73
275 21.40 20.99 17.78 14.98 95.39
276 21.32 59.77 26.60 33.67 112.70
277 21.29 72.54 26.62 39.47 74.51
278 21.35 76.89 22.85 32.41 61.70
279 21.05 69.85 25.36 46.57 81.04
280 21.44 54.81 27.37 26.18 132.23
281 21.65 46.61 29.40 24.46 163.14
282 21.50 52.63 28.58 26.35 147.88
283 21.76 35.01 27.27 23.81 146.04
284 21.60 64.41 27.64 41.91 94.61
285 21.59 79.57 17.45 21.94 46.17
286 21.72 26.35 22.98 18.26 113.62
287 21.67 70.05 29.69 45.50 86.86
288 21.81 57.41 29.77 28.05 129.67
289 21.93 39.20 29.21 23.36 163.07
290 21.93 41.46 28.31 24.03 162.50
291 21.95 67.05 29.97 43.40 90.01
292 22.00 29.17 24.52 21.66 121.88
293 22.00 61.93 28.06 34.19 110.04
294 21.98 75.05 26.76 37.84 79.28
295 22.29 44.79 30.01 25.83 164.68
296 21.98 71.83 24.69 38.19 75.66
297 22.39 50.99 30.74 26.16 165.32
298 22.42 32.93 27.58 22.85 153.97
299 22.58 19.99 18.27 14.67 96.65
300 22.48 48.64 29.69 26.46 167.64
301 22.60 55.70 32.86 27.41 149.90
302 22.61 59.59 30.93 28.91 132.18
303 22.42 78.30 27.48 22.42 64.64
304 22.69 80.67 24.20 21.50 53.26
305 22.63 23.80 22.34 17.76 118.27
306 22.73 37.25 30.48 23.50 165.52
307 22.66 53.37 29.16 25.21 159.71
308 22.87 70.36 31.07 39.97 94.84
309 22.98 30.67 26.80 21.34 145.68
310 22.88 63.64 30.68 33.62 111.31
311 22.63 73.24 30.33 36.90 88.15
312 23.10 42.66 29.72 25.94 176.81
313 22.90 77.76 28.98 22.84 69.24
314 23.16 65.81 32.25 36.51 107.63
315 23.11 26.76 25.17 19.89 123.54
316 23.26 46.52 30.82 24.78 181.10
317 23.13 75.74 33.69 27.88 92.01
318 23.12 40.34 28.98 26.13 177.62
319 23.06 68.21 32.07 38.47 102.41
320 23.34 35.34 29.74 24.18 172.82
321 23.21 72.42 29.78 33.90 89.25
322 23.36 57.37 30.71 24.88 159.64
323 23.41 61.45 34.15 31.23 132.67
324 23.23 73.76 35.93 31.19 93.59
325 23.65 18.32 18.33 15.33 88.29
326 23.64 44.41 30.34 26.00 172.20
327 23.56 50.56 31.32 25.23 176.81
328 23.68 32.98 27.63 21.69 158.04
329 23.74 48.38 34.22 26.60 190.71
330 23.77 54.76 34.41 26.46 162.51
331 23.83 38.39 32.47 24.29 173.50
332 23.94 29.11 28.32 22.55 140.83
333 23.90 52.46 35.41 26.18 193.47
334 23.59 67.32 31.26 39.57 104.26
335 23.95 21.33 22.42 16.27 115.22
336 23.98 59.42 37.18 27.38 155.28
337 23.94 80.04 35.32 22.27 81.12
338 24.17 71.35 40.61 33.78 103.50
339 24.24 24.73 23.74 18.19 115.82
340 24.15 63.85 36.17 28.01 130.30
341 24.27 77.16 41.51 22.68 100.24
342 24.29 41.01 32.67 27.17 174.54
343 24.30 74.24 42.63 27.43 97.92
344 24.39 68.86 42.27 32.54 112.88
345 24.68 27.15 27.38 20.00 130.52
346 24.64 36.32 33.21 25.46 173.08
347 24.62 66.26 42.26 30.87 129.24
348 24.63 31.28 29.99 23.02 153.94
349 24.62 45.54 32.39 25.47 185.11
350 24.59 57.20 34.86 25.37 170.54
351 24.79 43.31 34.46 26.15 184.49
352 24.80 33.90 29.58 23.41 166.88
353 24.75 61.91 40.57 26.77 146.28
354 24.70 49.60 32.25 26.26 178.43
355 24.78 17.44 19.87 13.94 90.54
356 24.81 82.95 30.01 19.00 52.72
357 25.12 47.34 35.99 25.99 185.26
358 25.00 38.81 33.06 26.08 174.24
359 24.96 55.09 35.47 24.57 185.96
360 25.03 53.03 36.41 26.02 181.28
361 25.26 20.09 24.59 15.42 111.18
362 25.22 59.98 42.73 27.06 165.94
363 25.07 80.36 45.55 18.93 99.47
364 25.24 72.54 54.79 26.30 115.97
365 25.13 22.84 27.35 18.46 121.70
366 25.44 50.99 38.51 26.30 181.66
367 25.44 78.26 57.98 18.64 111.22
368 25.51 25.42 28.87 19.09 143.07
369 25.63 29.62 31.08 22.38 144.69
370 25.46 41.23 35.19 24.24 185.54
371 25.49 64.08 48.18 26.75 149.00
372 25.54 75.28 64.11 23.05 118.82
373 25.55 81.18 46.74 17.35 86.71
374 25.50 69.67 58.50 25.84 130.57
375 25.73 58.03 42.97 24.95 184.31
376 25.80 67.11 63.38 24.65 141.92
377 25.83 34.99 35.64 24.85 175.24
378 25.86 32.15 31.91 23.76 161.14
379 25.89 45.47 36.62 25.55 187.03
380 26.05 37.14 35.21 24.12 182.62
381 25.95 48.97 38.49 28.44 187.82
382 26.03 17.02 24.78 14.60 98.72
383 25.95 55.55 42.31 24.99 187.93
384 25.84 22.93 29.29 19.59 117.68
385 26.08 43.36 37.27 25.80 187.03
386 26.20 39.27 37.91 26.70 183.74
387 26.14 61.50 52.08 24.98 173.30
388 26.34 27.69 31.06 22.02 147.01
389 26.24 52.43 41.17 25.62 181.46
390 26.35 71.30 77.52 23.98 140.84
391 26.32 82.82 54.94 13.67 84.04
392 26.55 76.89 78.21 18.62 126.12
393 26.61 65.19 78.65 24.91 163.39
394 26.74 73.74 83.82 21.77 141.99
395 26.75 47.43 42.67 26.21 193.02
396 26.64 59.32 54.13 25.18 184.12
397 26.73 19.86 30.96 17.16 116.70
398 26.67 41.44 38.86 27.13 180.87
399 26.70 24.94 33.77 20.73 141.51
400 26.75 79.97 77.16 17.56 119.38
401 26.79 68.87 86.94 23.54 154.42
402 26.88 33.37 39.56 23.74 181.56
403 26.93 50.15 46.74 27.20 187.20
404 26.89 54.31 47.83 25.91 187.51
405 26.82 56.84 52.15 24.16 194.13
406 26.90 63.02 75.30 23.88 178.89
407 27.13 31.03 38.17 24.96 171.23
408 27.10 35.67 38.55 24.75 188.93
409 27.15 22.55 36.82 20.33 130.19
410 27.09 45.29 38.68 26.98 194.11
411 27.36 37.78 43.02 25.49 199.46
412 27.47 66.96 103.79 23.90 167.50
413 27.44 28.92 39.21 20.79 168.03
414 27.40 42.96 43.76 27.92 192.52
415 27.53 84.51 61.09 12.51 74.04
416 27.45 17.40 36.55 16.33 112.00
417 27.41 39.76 43.10 25.49 195.02
418 27.36 52.26 51.89 26.20 195.44
419 27.54 60.85 79.32 26.83 193.65
420 27.58 14.50 31.01 14.11 93.78
421 27.73 26.60 38.87 20.68 156.26
422 27.58 70.89 107.53 21.58 159.94
423 27.77 78.38 87.06 17.66 130.11
424 27.68 58.19 74.35 26.51 204.76
425 27.76 75.57 105.99 19.41 140.32
426 27.87 48.75 53.83 25.20 201.65
427 27.89 55.52 68.94 27.47 203.53
428 27.95 64.91 111.35 23.85 186.91
429 28.03 33.95 47.90 24.76 188.39
430 28.22 46.65 52.14 26.48 204.98
431 28.13 73.06 117.74 20.31 163.43
432 27.94 80.51 69.86 18.62 112.38
433 28.10 82.01 86.89 16.38 104.82
434 28.20 21.37 46.89 20.77 135.50
435 28.25 23.97 46.76 20.13 153.23
436 28.23 68.55 119.55 21.39 179.33
437 28.29 40.82 48.73 26.33 199.38
438 28.26 62.98 104.92 23.65 195.61
439 28.35 36.14 51.77 26.62 197.21
440 28.31 44.68 51.78 27.72 194.44
441 28.32 51.16 67.37 26.43 199.65
442 28.34 53.45 71.63 27.76 205.92
443 28.48 31.80 46.88 23.10 183.56
444 28.58 19.00 53.58 16.87 137.87
445 28.66 38.24 56.24 26.45 199.76
446 28.65 59.20 117.32 26.28 221.59
447 28.63 29.21 54.79 23.71 177.80
448 28.59 42.70 50.20 26.50 195.07
449 28.73 57.16 110.82 28.12 216.49
450 28.91 16.10 60.75 16.22 124.67
451 28.85 61.26 129.26 25.21 216.64
452 28.91 77.30 107.75 17.98 151.84
453 28.95 25.83 56.04 21.03 167.19
454 28.91 70.68 129.19 20.92 179.34
455 28.68 80.16 85.50 16.17 131.62
456 28.96 84.59 67.41 13.90 89.32
457 29.08 66.23 131.49 23.74 197.80
458 29.12 49.81 79.15 28.51 216.24
459 29.18 74.58 119.37 18.85 163.15
460 29.21 47.85 71.91 26.34 211.68
461 29.20 55.34 114.46 28.53 220.77
462 29.18 34.29 59.42 24.46 199.60
463 29.34 79.60 97.03 16.32 143.48
464 29.38 64.03 153.30 25.73 210.20
465 29.52 82.08 88.11 13.16 134.40
466 29.38 39.81 71.58 26.85 208.14
467 29.42 68.46 141.96 22.95 197.40
468 29.56 21.11 74.12 20.32 140.93
469 29.57 44.05 73.78 28.02 207.99
470 29.69 27.60 77.39 21.71 176.07
471 29.57 53.41 110.59 29.10 216.94
472 29.68 72.56 137.49 21.16 174.29
473 29.64 36.57 70.74 27.53 204.27
474 29.71 45.93 84.07 28.60 211.32
475 29.75 51.50 108.94 27.94 214.86
476 29.62 41.89 70.93 26.60 200.00
477 29.80 23.53 78.30 22.00 154.55
478 29.73 31.83 74.43 24.83 202.38
479 29.86 29.77 81.11 24.41 190.17
480 29.78 59.68 156.45 27.60 219.55
481 29.87 18.44 76.05 17.98 139.93
482 29.87 13.08 75.98 14.20 106.85
483 29.92 57.46 157.85 27.44 222.62
484 29.98 61.87 157.70 24.70 218.43
485 30.11 76.81 118.10 18.28 157.67
486 30.27 38.50 96.82 27.99 215.32
487 30.39 15.79 93.33 16.46 134.47
488 30.26 33.64 97.12 24.30 209.27
489 30.24 49.18 121.10 28.83 220.84
490 30.29 84.76 69.92 13.68 99.68
491 30.46 25.50 97.93 22.17 169.48
492 30.42 69.95 144.27 23.14 197.50
493 30.50 65.37 154.74 25.91 218.23
494 30.44 67.39 156.01 25.17 211.31
495 30.44 54.99 146.24 26.44 220.41
496 30.58 79.49 99.43 18.32 146.49
497 30.62 40.58 105.35 27.89 211.78
498 30.61 63.40 195.15 26.00 230.74
499 30.70 35.43 110.88 26.37 215.06
500 30.61 47.10 117.10 26.60 222.43
501 30.71 42.63 97.16 28.79 215.82
502 30.81 74.64 125.88 20.75 164.86
503 30.77 52.50 141.92 30.22 221.76
504 30.95 44.47 119.83 30.55 214.62
505 31.00 81.95 84.72 14.78 127.23
506 30.99 21.96 105.02 20.98 156.02
507 30.86 59.35 169.13 29.19 220.82
508 30.95 72.22 133.84 21.33 182.60
509 31.16 27.41 126.70 23.59 181.30
510 31.03 31.74 130.03 24.83 199.48
511 31.01 56.88 171.62 29.54 226.31
512 31.12 29.63 132.14 24.92 198.31
513 31.18 37.27 126.79 26.80 225.13
514 31.29 13.58 109.92 14.75 130.41
515 31.07 18.96 108.25 19.23 156.21
516 31.20 50.43 151.47 30.86 226.36
517 31.41 62.03 169.33 27.93 220.19
518 31.48 86.58 57.69 12.30 74.62
519 31.48 76.82 113.05 20.21 156.10
520 31.65 24.45 131.07 22.74 170.04
521 31.62 33.59 149.91 27.79 215.20
522 31.61 39.32 134.28 28.82 221.49
523 31.56 48.26 162.36 30.01 227.95
524 31.61 53.88 166.28 28.70 231.25
525 31.56 68.57 147.77 23.20 210.47
526 31.60 45.83 148.54 31.38 224.12
527 31.59 84.20 83.08 14.36 102.99
528 31.71 66.38 163.53 26.67 217.74
529 31.79 64.28 177.27 25.87 225.13
530 31.96 16.62 121.00 18.59 148.87
531 31.90 60.11 186.10 25.91 227.57
532 31.86 41.83 132.67 31.13 217.52
533 32.02 35.56 155.81 28.69 223.98
534 31.93 55.78 178.44 29.21 233.28
535 31.97 71.08 135.12 23.42 188.58
536 32.09 79.03 96.90 18.34 140.43
537 32.15 58.06 176.68 29.82 225.83
538 31.98 83.09 80.56 15.42 111.51
539 32.19 52.00 169.56 31.13 229.82
540 32.21 20.11 133.48 20.12 154.63
541 32.23 74.07 112.76 19.81 163.55
542 32.39 31.53 170.64 25.86 208.55
543 32.38 43.84 151.38 28.46 224.59
544 32.40 29.46 164.47 24.36 204.76
545 32.38 26.96 167.66 24.59 188.32
546 32.46 37.63 163.26 29.09 226.39
547 32.37 49.68 178.53 28.09 228.53
548 32.44 46.87 170.41 29.87 223.06
549 32.77 22.64 150.07 21.41 165.07
550 32.68 13.84 126.57 16.01 137.46
551 32.62 61.91 179.30 24.68 231.31
552 32.79 81.52 81.13 16.32 114.05
553 32.72 40.08 153.98 27.78 223.72
554 32.69 69.10 128.63 23.73 195.73
555 32.80 76.97 99.76 19.09 144.57
556 32.83 87.42 54.87 12.56 57.19
557 32.91 85.04 71.32 13.44 90.57
558 32.87 33.59 177.48 27.27 218.15
559 32.93 54.01 189.28 30.78 234.51
560 32.92 66.21 160.75 23.81 225.14
561 33.00 24.98 158.27 22.96 185.11
562 32.95 63.89 167.90 26.36 226.84
563 32.98 56.16 187.61 26.61 233.11
564 33.13 72.36 113.90 20.96 163.82
565 33.17 60.14 172.18 26.41 227.48
566 33.26 18.36 132.14 20.21 150.87
567 33.23 42.08 155.43 29.22 228.67
568 33.18 45.28 156.80 29.35 220.31
569 33.34 10.10 70.67 12.20 79.40
570 33.32 35.97 176.68 29.67 224.49
571 33.31 50.72 187.88 33.06 225.00
572 33.33 47.89 178.14 30.74 225.14
573 33.44 58.13 173.60 28.89 230.17
574 33.43 28.52 171.43 24.30 197.32
575 33.62 38.10 177.61 29.29 227.88
576 33.47 79.60 65.41 19.00 116.52
577 33.67 89.54 36.63 9.71 31.22
578 33.91 16.02 120.17 18.29 136.55
579 33.70 68.14 128.06 24.08 198.45
580 33.81 74.79 95.43 21.03 152.13
581 33.85 21.18 144.18 20.95 162.10
582 33.73 31.20 175.51 27.11 205.73
583 33.78 52.54 180.48 31.02 236.66
584 33.79 70.47 109.65 24.54 175.84
585 34.03 13.10 113.61 15.97 129.02
586 34.00 26.49 173.44 24.98 200.40
587 33.95 40.32 180.24 31.85 230.06
588 33.95 61.92 154.66 28.54 225.12
589 33.84 86.84 56.59 14.00 61.33
590 34.08 43.88 158.93 30.17 223.35
591 33.92 33.81 174.80 25.97 224.30
592 34.03 64.45 143.88 24.61 211.58
593 33.89 77.94 83.67 19.66 138.21
594 34.14 85.46 57.76 14.77 66.21
595 34.04 56.26 166.36 31.45 229.88
596 34.24 54.33 172.13 30.08 237.55
597 34.19 82.79 66.81 15.79 82.55
598 34.26 23.78 163.33 22.81 181.14
599 34.14 49.12 188.47 32.52 234.43
600 34.26 46.19 170.99 30.51 224.94
601 34.28 66.45 119.84 25.55 192.48
602 34.14 79.89 76.63 20.10 109.85
603 34.35 59.66 138.24 30.35 226.93
604 34.51 72.35 88.58 20.72 153.07
605 34.34 76.81 86.30 18.91 132.34
606 34.57 35.57 171.17 27.71 223.65
607 34.68 18.80 126.09 20.11 147.17
608 34.61 28.60 177.38 25.60 207.53
609 34.78 10.45 75.07 13.39 87.13
610 34.69 42.27 165.14 31.09 222.76
611 34.69 50.84 162.71 30.99 224.55
612 34.72 38.34 172.33 28.26 218.28
613 34.87 69.58 92.92 23.15 166.18
614 34.96 30.67 178.92 26.34 212.10
615 34.88 32.90 178.25 29.41 220.73
616 34.91 57.97 114.10 26.86 215.95
617 34.90 62.85 121.34 26.30 212.22
618 35.00 87.11 56.25 12.89 49.59
619 34.92 88.58 48.54 13.51 36.49
620 35.05 47.91 145.45 28.86 221.35
621 34.81 74.70 59.86 22.57 114.36
622 35.14 25.84 157.30 24.32 189.66
623 35.16 40.23 174.84 28.91 217.93
624 35.18 52.92 134.63 30.18 220.72
625 35.30 81.15 73.02 18.97 75.60
626 35.31 21.12 123.86 19.87 157.10
627 35.20 55.80 118.93 29.52 223.63
