#<Embryo name> <Cleavage cycle> <Temporal class> <Genes>
kf2 14A 2 even-skipped knirps giant
167 14.56 54.55 22.51 95.72 31.73
168 14.53 30.00 18.13 44.32 22.45
169 14.46 49.88 19.97 96.38 28.23
170 14.57 72.60 6.52 46.39 11.89
171 14.70 56.58 20.79 92.39 31.89
172 14.59 65.03 19.75 78.10 39.75
173 14.40 67.17 15.33 76.00 27.33
174 14.91 45.47 20.21 93.99 31.34
175 14.93 63.48 20.81 82.10 38.04
176 14.92 52.16 21.79 103.99 29.39
177 15.24 68.93 17.01 66.93 37.08
178 15.23 66.87 20.51 78.83 41.94
179 15.00 70.62 13.36 59.98 30.09
180 15.07 37.60 21.06 64.38 36.17
181 15.12 58.92 21.98 85.30 45.62
182 15.46 42.99 22.17 97.69 34.98
183 15.59 25.62 15.67 33.81 32.69
184 15.56 36.05 20.57 58.54 27.93
185 15.57 47.60 22.19 95.51 39.71
186 15.50 40.03 21.95 77.27 32.55
187 15.57 30.12 19.49 43.49 32.49
188 15.51 33.44 20.56 50.05 35.78
189 15.58 50.10 24.30 97.25 39.43
190 15.82 55.02 23.34 97.86 42.28
191 15.69 57.37 22.91 94.64 44.91
192 15.81 60.75 22.33 91.30 43.06
193 15.53 38.25 16.67 69.50 24.33
194 15.86 64.76 21.44 83.96 52.67
195 15.94 52.56 23.56 106.68 39.92
196 15.97 45.02 24.15 94.56 43.74
197 16.26 28.06 19.80 38.01 42.99
198 15.89 37.78 17.88 67.96 28.67
199 15.86 26.48 18.80 33.30 37.00
200 16.11 23.47 14.72 28.19 35.49
201 16.31 31.67 20.88 40.26 45.09
202 16.56 34.69 20.89 53.62 43.53
203 16.26 71.47 16.11 58.04 41.07
204 16.52 62.92 22.46 84.86 50.42
205 16.28 41.23 24.23 93.40 44.71
206 16.46 69.69 20.29 67.29 52.98
207 16.70 37.90 21.39 66.56 41.18
208 16.77 43.20 24.63 90.71 48.10
209 16.62 58.83 23.42 92.33 50.68
210 16.84 47.36 24.21 97.06 47.57
211 16.76 49.54 25.45 100.66 44.09
212 16.73 40.22 20.69 84.65 39.26
213 16.52 45.32 19.70 87.60 32.00
214 16.94 56.23 23.82 94.74 49.02
215 16.97 25.94 17.55 33.30 48.79
216 16.84 52.94 25.47 95.81 51.72
217 16.95 21.28 12.61 27.87 38.82
218 17.04 69.15 18.89 68.02 40.94
219 17.13 30.10 21.03 39.48 53.85
220 17.13 61.21 27.01 83.77 58.79
221 17.37 23.77 16.66 32.13 49.96
222 17.01 54.65 22.36 99.71 33.00
223 17.55 32.56 21.94 43.61 62.37
224 17.21 51.17 25.11 97.93 40.93
225 17.34 64.98 24.41 77.28 57.57
226 17.50 36.75 23.79 61.07 53.04
227 17.52 45.57 24.59 88.30 55.34
228 17.47 71.53 21.17 58.29 50.14
229 17.57 39.03 25.08 66.51 69.22
230 17.67 41.50 23.89 80.95 56.53
231 17.69 63.70 23.76 80.11 49.42
232 17.84 27.90 19.29 37.61 60.23
233 17.82 59.33 25.39 86.21 59.70
234 17.92 34.55 24.96 47.68 64.91
235 17.82 57.37 27.87 89.49 62.51
236 18.01 19.63 10.96 24.29 34.50
237 18.44 55.32 28.87 92.25 60.39
238 17.97 50.32 27.38 95.13 60.19
239 18.13 43.57 25.16 84.30 63.30
240 18.02 73.96 15.62 45.71 44.65
241 18.08 47.73 23.92 95.88 56.50
242 17.83 52.31 28.13 95.07 66.47
243 17.95 62.52 26.96 80.92 69.38
244 18.06 69.51 22.64 66.34 54.44
245 18.27 21.95 14.96 30.68 54.57
246 18.36 25.32 19.55 37.02 68.81
247 18.32 30.39 23.27 40.27 73.93
248 18.35 52.93 25.32 94.03 44.59
249 18.25 75.19 12.00 44.18 22.00
250 18.60 71.86 24.96 55.66 59.17
251 18.66 60.59 27.26 85.40 62.38
252 18.42 63.69 25.27 81.00 54.36
253 18.72 36.09 23.86 49.75 84.68
254 18.73 40.64 27.74 70.26 78.69
255 18.37 49.64 24.83 97.50 39.67
256 18.75 67.55 25.64 74.05 59.75
257 18.84 45.64 27.47 84.67 66.48
258 18.87 65.51 28.24 79.07 71.47
259 18.98 33.01 22.97 41.20 88.36
260 19.01 38.38 25.94 57.92 83.16
261 19.08 48.47 28.52 91.08 70.32
262 19.03 75.00 18.65 38.24 44.92
263 19.12 51.18 28.78 95.38 68.62
264 19.28 23.66 19.41 31.55 83.19
265 19.16 27.44 21.23 36.15 83.99
266 19.32 58.28 28.78 87.40 62.86
267 19.33 42.64 27.68 73.31 80.15
268 19.19 62.73 29.86 79.29 71.18
269 19.41 53.47 29.49 93.07 71.52
270 19.39 69.79 28.56 62.75 64.64
271 19.44 30.23 23.16 40.51 87.32
272 19.70 21.41 20.01 30.07 74.19
273 19.72 72.60 28.53 50.15 66.60
274 19.78 35.33 23.92 46.05 101.16
275 19.78 60.17 30.24 82.14 70.83
276 19.85 44.91 28.64 78.40 86.23
277 20.07 76.96 17.92 30.79 42.25
278 19.67 61.57 26.62 86.25 57.42
279 19.91 55.72 28.62 85.85 68.81
280 20.05 64.91 31.41 73.81 70.66
281 20.11 40.22 27.46 59.92 90.99
282 20.17 47.09 31.43 85.20 85.50
283 20.10 25.68 21.63 34.93 94.38
284 19.93 49.19 31.96 92.29 78.66
285 19.90 67.08 31.08 64.01 72.59
286 20.15 37.69 29.31 52.89 100.52
287 20.17 74.63 29.58 40.65 65.10
288 20.19 32.70 25.75 43.48 105.61
289 20.30 51.63 31.49 90.36 80.91
290 20.34 28.66 24.47 38.20 97.87
291 20.08 50.26 26.50 104.25 54.00
292 20.49 58.66 32.90 77.60 76.77
293 20.50 42.43 28.90 69.38 98.67
294 20.73 19.77 18.20 29.88 76.37
295 20.73 54.05 32.81 87.67 80.39
296 20.64 68.76 33.49 61.25 70.05
297 20.80 23.31 20.99 36.27 91.86
298 20.77 62.94 34.65 70.69 80.37
299 20.62 71.47 29.93 48.64 71.16
300 20.80 56.50 35.53 84.74 84.23
301 20.84 60.85 33.49 77.82 81.64
302 20.94 35.35 27.96 46.78 102.05
303 21.03 30.72 26.07 40.19 111.74
304 20.97 44.62 32.06 69.51 103.80
305 20.95 49.28 32.54 87.60 84.88
306 21.12 75.81 26.06 36.21 62.59
307 21.19 26.73 26.25 38.38 109.58
308 21.19 38.23 27.89 46.74 101.06
309 21.06 67.20 38.00 65.45 82.26
310 21.36 73.29 37.88 44.71 78.24
311 21.36 64.90 38.19 68.97 85.05
312 21.32 51.99 35.41 87.20 93.58
313 21.42 32.91 26.26 43.08 116.11
314 21.50 40.44 31.33 55.27 105.71
315 21.38 47.02 35.15 81.49 105.53
316 21.36 71.22 37.51 51.87 73.81
317 21.49 78.39 21.57 25.53 43.92
318 21.66 58.32 39.92 77.95 92.13
319 21.76 21.80 23.47 32.34 104.04
320 21.77 42.66 34.20 63.64 107.28
321 21.77 28.93 26.71 39.83 110.13
322 21.93 24.95 25.70 36.28 111.91
323 21.89 56.12 38.47 84.17 90.70
324 21.97 19.02 19.30 30.45 79.55
325 21.97 50.04 37.30 87.00 99.08
326 21.85 60.70 41.01 70.19 89.36
327 21.97 54.07 37.52 78.88 95.82
328 22.07 36.42 30.88 44.11 122.51
329 22.05 69.28 41.34 51.54 79.84
330 22.04 45.16 37.29 65.66 103.84
331 22.11 62.91 41.56 61.81 87.19
332 22.23 74.89 39.72 40.20 82.64
333 22.40 34.18 30.00 41.82 127.54
334 22.39 48.14 37.52 74.77 102.02
335 22.34 38.71 36.15 47.68 119.08
336 22.46 31.50 28.03 41.22 121.24
337 22.41 51.81 43.35 81.71 110.36
338 22.50 71.24 40.60 48.42 79.25
339 22.48 77.54 34.61 29.43 82.07
340 22.49 67.14 45.87 54.87 89.29
341 22.65 79.69 26.73 25.59 51.77
342 22.60 16.65 17.46 26.55 71.67
343 22.73 41.58 38.19 55.75 118.30
344 22.81 64.68 45.29 60.98 92.16
345 22.79 57.65 43.67 74.41 98.29
346 22.79 59.78 43.32 64.26 93.01
347 22.89 22.97 27.23 35.94 109.94
348 23.01 26.09 29.51 41.33 113.63
349 22.81 28.50 29.04 39.02 118.16
350 22.99 43.95 36.56 59.91 117.76
351 23.18 73.36 46.61 41.39 87.71
352 23.10 20.63 23.71 34.28 97.12
353 23.04 46.35 40.79 65.59 117.78
354 23.02 53.56 46.74 80.04 105.68
355 23.16 55.73 49.88 80.74 105.77
356 23.28 39.84 38.61 48.16 131.14
357 23.29 35.77 32.05 44.37 131.81
358 23.26 50.50 42.37 70.09 118.36
359 23.02 69.48 46.05 51.57 81.43
360 23.32 61.86 49.98 59.70 96.53
361 23.44 68.77 47.59 49.08 87.62
362 23.50 18.25 24.74 31.39 96.09
363 23.58 37.77 40.38 45.33 146.40
364 23.54 33.40 37.47 43.78 138.30
365 23.56 31.06 31.62 42.50 130.09
366 23.65 48.70 46.55 64.96 125.68
367 23.71 78.14 49.91 29.40 81.33
368 23.88 75.81 55.45 34.37 91.66
369 23.71 66.37 48.96 53.71 90.60
370 23.83 42.53 44.03 51.14 132.50
371 23.85 59.11 53.58 62.77 110.58
372 24.03 70.87 53.78 44.41 94.54
373 24.10 80.32 43.29 24.99 65.04
374 23.94 28.67 31.95 36.95 134.76
375 23.97 52.23 51.04 66.39 113.50
376 24.00 23.91 29.56 34.35 112.66
377 24.07 46.77 46.38 60.47 133.42
378 24.13 54.49 53.67 76.00 117.16
379 24.13 63.57 54.02 51.35 101.59
380 24.14 26.39 30.54 39.33 131.21
381 24.22 44.67 46.04 59.29 135.49
382 24.23 56.98 49.48 68.67 106.52
383 24.27 20.78 27.84 34.91 108.79
384 24.36 40.78 44.49 47.76 138.46
385 24.35 73.30 62.53 37.14 98.00
386 24.43 34.75 36.02 42.23 142.17
387 24.51 61.09 58.87 54.85 104.63
388 24.66 17.51 28.00 32.39 99.45
389 24.65 38.75 40.42 46.33 141.13
390 24.59 50.09 57.13 64.79 119.40
391 24.62 68.22 66.24 47.80 96.86
392 24.82 36.72 42.12 45.26 144.23
393 24.69 30.53 34.49 40.33 137.25
394 24.82 65.67 62.58 52.84 102.85
395 25.01 32.66 38.77 41.77 140.63
396 24.92 77.88 69.73 28.39 94.70
397 25.01 14.76 23.88 27.25 84.32
398 24.98 42.86 51.46 49.44 151.78
399 25.06 47.53 56.27 55.69 139.31
400 25.03 58.78 62.12 55.28 112.88
401 25.12 22.68 31.88 36.16 111.84
402 25.06 52.45 62.51 64.46 124.01
403 25.17 28.35 36.45 40.32 140.69
404 25.11 55.11 65.13 64.58 126.25
405 25.25 75.03 79.02 35.37 110.06
406 25.26 25.53 33.54 38.27 122.09
407 25.37 45.37 58.54 55.38 147.67
408 25.36 62.99 67.66 49.44 108.83
409 25.39 72.39 75.23 38.51 105.44
410 25.52 19.55 32.37 34.34 114.86
411 25.46 70.13 75.68 38.24 105.06
412 25.46 40.63 50.65 45.90 151.99
413 25.59 34.81 42.96 44.52 152.93
414 25.65 56.84 68.26 57.59 131.32
415 25.64 80.18 76.55 26.70 89.30
416 25.65 49.25 66.41 57.16 135.89
417 25.65 60.52 76.61 52.88 118.54
418 25.83 38.54 49.91 45.71 150.40
419 25.83 67.96 84.57 48.36 110.60
420 25.84 30.68 40.15 41.28 146.69
421 25.81 65.55 82.60 48.70 113.25
422 26.03 43.33 63.58 52.05 157.27
423 25.99 51.46 75.30 59.93 134.70
424 26.15 36.70 50.76 44.26 150.29
425 26.04 53.92 80.11 57.74 140.33
426 26.04 76.87 85.86 31.35 105.11
427 26.16 27.46 40.07 39.77 137.48
428 26.20 23.81 37.76 37.33 126.71
429 26.41 21.27 38.15 37.12 115.44
430 26.26 32.99 44.14 43.15 153.78
431 26.34 58.60 72.68 48.25 126.21
432 26.46 41.17 69.76 47.45 161.54
433 26.46 45.41 77.53 50.33 154.44
434 26.62 47.45 80.55 53.37 149.22
435 26.44 72.73 93.75 37.37 118.78
436 26.59 63.71 97.91 47.51 127.72
437 26.57 61.40 88.80 48.26 125.52
438 26.67 81.84 73.46 25.66 76.73
439 26.65 55.77 86.65 48.78 141.22
440 26.88 74.50 95.51 35.86 113.50
441 26.74 78.98 87.87 28.48 101.65
442 26.69 49.74 79.27 51.67 146.27
443 26.73 70.61 93.35 37.05 113.30
444 26.82 18.86 37.74 35.41 110.92
445 26.82 29.45 46.24 39.82 143.18
446 26.87 35.28 54.33 43.71 167.01
447 26.91 25.90 43.52 42.07 134.97
448 27.02 15.56 36.86 31.53 102.32
449 26.92 52.57 95.47 53.01 146.37
450 26.87 66.02 102.34 45.74 122.62
451 26.94 38.72 65.24 44.20 155.17
452 27.05 68.23 104.22 44.42 120.49
453 27.17 31.58 45.78 41.47 151.41
454 27.14 43.15 91.54 52.03 163.84
455 27.31 76.53 107.00 33.73 111.03
456 27.39 23.30 45.23 39.06 131.08
457 27.37 57.30 102.45 48.21 146.48
458 27.45 33.63 57.10 43.76 162.17
459 27.38 59.62 98.00 47.27 136.89
460 27.53 13.22 36.07 28.97 87.18
461 27.53 40.90 84.97 45.18 160.53
462 27.60 54.21 105.23 49.17 149.31
463 27.54 45.60 99.42 48.31 154.09
464 27.54 62.37 109.16 46.66 124.83
465 27.69 36.80 70.16 44.32 170.51
466 27.60 50.79 99.69 53.93 154.17
467 27.70 80.68 87.43 26.10 99.89
468 27.76 28.07 53.69 40.06 149.10
469 27.71 48.49 110.24 53.86 165.73
470 27.82 17.72 48.02 34.46 113.56
471 27.78 71.96 99.23 37.32 115.61
472 27.89 21.26 49.91 38.66 122.77
473 27.87 65.25 118.94 40.66 127.98
474 27.98 25.62 53.80 38.68 137.52
475 28.02 69.66 103.92 38.32 118.79
476 28.06 38.81 89.26 48.36 175.65
477 28.24 82.80 78.36 24.59 88.34
478 28.07 30.39 61.64 41.54 155.96
479 28.12 78.52 99.55 29.30 114.93
480 28.18 43.53 117.72 49.96 163.89
481 28.26 55.77 109.26 46.55 152.88
482 28.35 52.17 118.24 47.81 152.80
483 28.32 67.51 117.68 38.25 121.88
484 28.35 15.64 56.29 32.08 112.01
485 28.43 35.12 79.16 42.61 172.57
486 28.38 60.89 109.30 46.66 132.86
487 28.44 58.54 112.58 48.21 147.46
488 28.40 75.81 111.16 33.66 116.54
489 28.40 32.91 71.70 43.80 170.86
490 28.44 47.07 112.83 52.29 168.29
491 28.55 73.42 106.05 36.09 114.66
492 28.51 63.44 115.16 44.72 122.52
493 28.71 23.59 61.90 39.58 131.63
494 28.54 41.13 112.27 46.44 169.47
495 28.73 49.62 131.13 48.46 156.02
496 28.87 19.03 57.01 36.85 117.75
497 28.92 45.23 132.12 45.81 173.70
498 28.92 28.97 80.07 42.00 158.64
499 28.95 36.85 102.49 44.67 179.12
500 29.09 13.84 61.05 31.12 105.32
501 28.92 26.57 72.28 38.79 140.99
502 28.97 53.80 130.33 50.13 162.36
503 29.02 80.42 95.75 28.57 93.37
504 29.07 31.25 86.93 43.28 178.22
505 29.08 70.80 110.01 37.31 114.98
506 29.12 39.16 129.14 49.23 188.08
507 29.08 56.79 136.98 48.38 158.62
508 29.01 20.83 67.28 38.41 131.79
509 29.16 65.83 128.02 42.22 129.41
510 29.27 43.22 137.72 48.66 173.75
511 29.24 77.75 108.82 31.27 105.12
512 29.36 11.09 51.30 25.86 73.23
513 29.36 21.99 65.13 40.04 135.07
514 29.40 60.22 130.97 45.41 136.82
515 29.41 33.58 100.95 44.59 179.28
516 29.50 68.22 112.54 39.37 123.02
517 29.48 16.89 70.64 34.66 114.35
518 29.47 51.56 142.66 49.51 167.86
519 29.50 62.28 127.13 44.42 128.18
520 29.53 83.10 80.84 24.23 80.79
521 29.53 47.21 139.32 51.02 168.51
522 29.54 74.68 110.42 34.64 116.16
523 29.61 41.14 131.60 48.03 179.88
524 29.77 55.27 143.10 47.18 165.39
525 29.82 24.30 96.93 40.60 147.92
526 29.77 58.20 134.19 46.43 143.75
527 29.87 64.15 129.79 43.79 129.97
528 29.85 49.29 145.17 47.84 171.68
529 29.97 35.47 127.82 48.02 178.35
530 29.92 85.54 50.93 20.77 45.66
531 29.93 37.88 145.16 48.73 181.70
532 29.90 26.80 96.61 39.82 153.70
533 29.96 29.22 103.61 40.99 164.24
534 30.08 72.39 107.12 34.90 113.52
535 30.08 20.36 76.64 38.02 131.34
536 30.08 44.90 151.91 48.49 176.65
537 30.15 31.44 109.31 44.70 172.98
538 30.29 81.00 100.14 28.88 89.37
539 30.27 53.38 141.01 48.11 160.54
540 30.24 69.97 115.06 37.95 116.30
541 30.42 12.47 77.26 31.20 97.52
542 30.35 78.19 110.03 34.35 95.98
543 30.40 15.02 82.55 33.58 114.97
544 30.41 65.88 120.85 42.84 124.05
545 30.46 39.96 154.67 49.72 191.29
546 30.43 42.68 155.90 48.07 183.78
547 30.56 17.82 87.62 36.06 122.31
548 30.63 33.30 124.76 46.01 176.48
549 30.46 60.10 143.28 45.93 137.39
550 30.73 46.47 147.44 48.79 171.69
551 30.60 51.04 151.11 47.45 174.96
552 30.62 75.29 103.75 33.38 99.26
553 30.72 22.99 105.58 39.97 140.52
554 30.66 57.10 144.01 47.61 146.15
555 30.77 62.75 130.95 44.34 123.98
556 30.82 67.76 115.16 39.62 110.29
557 30.84 36.97 156.30 49.72 186.81
558 30.80 83.87 73.85 24.36 68.49
559 30.90 25.94 124.24 42.20 157.18
560 30.83 48.46 144.15 48.49 176.78
561 30.95 28.58 115.46 42.49 153.96
562 31.06 54.98 140.05 49.86 143.53
563 31.19 20.45 102.16 38.66 134.39
564 31.31 35.11 148.04 46.45 190.09
565 31.20 70.89 109.19 37.88 111.78
566 31.26 30.88 131.56 44.30 170.39
567 31.30 38.85 149.15 49.97 182.66
568 31.26 44.32 157.19 49.28 182.54
569 31.31 41.72 152.86 47.23 179.78
570 31.36 73.26 109.26 35.32 103.99
571 31.36 52.61 136.06 47.05 155.15
572 31.37 58.98 141.48 48.71 140.52
573 31.39 10.96 80.68 30.47 78.66
574 31.52 80.46 93.96 30.03 79.48
575 31.50 61.11 138.06 45.70 129.90
576 31.47 64.93 122.00 44.03 114.53
577 31.49 77.89 102.73 31.82 86.10
578 31.62 15.23 98.95 35.04 118.18
579 31.59 49.86 144.99 48.11 168.42
580 31.83 82.88 76.62 27.97 67.24
581 31.66 17.84 99.33 36.15 125.21
582 31.76 32.98 144.11 46.29 179.47
583 31.80 68.43 111.16 39.41 109.70
584 31.86 22.70 130.03 40.96 146.24
585 31.86 47.56 149.82 48.61 160.61
586 31.87 57.23 135.25 50.38 129.18
587 31.91 75.51 111.87 34.56 93.25
588 31.91 25.17 130.47 41.96 156.63
589 31.91 27.87 134.34 42.90 162.70
590 31.93 37.09 153.94 51.53 183.33
591 32.23 13.07 93.22 30.93 109.58
592 32.00 40.39 149.96 47.21 181.67
593 32.09 62.75 129.92 41.06 121.17
594 32.17 45.42 150.03 48.14 180.34
595 32.09 54.90 139.46 47.63 140.86
596 32.28 30.26 129.90 44.51 170.43
597 32.22 43.09 146.22 48.96 166.66
598 32.24 51.22 141.26 50.30 155.57
599 32.26 66.44 111.86 41.22 108.52
600 32.25 70.44 100.11 37.28 99.68
601 32.35 20.08 108.54 36.68 128.94
602 32.45 86.01 51.52 22.19 42.60
603 32.49 34.66 138.09 45.30 172.18
604 32.50 59.61 129.37 46.55 124.92
605 32.54 73.27 99.78 38.04 89.56
606 32.63 52.95 139.83 49.70 123.69
607 32.64 77.86 93.39 34.36 71.61
608 32.82 81.27 85.52 29.67 65.81
609 32.84 39.36 137.14 48.46 180.11
610 32.84 49.14 136.37 49.01 158.38
611 32.86 17.70 93.30 37.60 123.21
612 32.89 26.80 130.80 41.60 154.34
613 32.81 32.41 128.24 45.80 164.64
614 32.84 64.36 119.20 42.71 95.65
615 32.83 56.75 128.41 46.39 131.61
616 33.00 83.78 72.18 27.15 54.51
617 32.83 37.08 135.16 44.39 179.18
618 32.97 41.58 134.23 49.49 172.66
619 32.98 46.93 136.26 49.67 161.47
620 33.06 15.13 96.48 37.75 114.78
621 33.02 24.28 128.45 43.78 148.30
622 33.02 21.97 123.74 40.44 139.51
623 33.09 10.66 75.78 30.72 89.10
624 33.07 61.97 122.11 43.67 110.41
625 33.23 76.07 98.82 32.85 77.92
626 33.22 28.86 117.76 45.19 162.06
627 33.30 68.86 99.18 38.13 87.98
