#<Embryo name> <Cleavage cycle> <Temporal class> <Genes>
kf4 14A 1 even-skipped knirps giant
167 13.69 45.88 19.76 60.97 22.93
168 13.81 65.91 19.52 68.23 20.81
169 13.91 47.97 20.05 66.43 23.35
170 14.10 54.56 18.36 77.34 19.53
171 14.05 52.25 20.75 82.41 20.85
172 14.06 24.57 9.74 30.38 15.90
173 14.29 26.89 16.20 31.54 23.04
174 14.08 41.63 17.23 50.14 18.93
175 13.92 57.28 18.17 73.42 20.00
176 14.46 68.70 19.19 60.18 29.30
177 14.50 58.11 20.28 76.03 25.76
178 14.61 50.00 20.20 71.00 25.28
179 14.58 67.23 18.59 63.43 22.35
180 14.67 70.73 17.17 61.45 25.39
181 14.73 65.00 21.13 67.09 29.66
182 14.81 73.79 18.38 59.26 26.44
183 14.55 63.66 18.94 66.12 22.75
184 14.80 31.71 18.35 37.68 28.50
185 14.74 28.45 14.67 36.67 28.00
186 14.80 40.80 15.60 46.30 20.80
187 15.16 41.88 19.22 49.76 26.05
188 15.29 46.77 20.75 59.70 26.60
189 14.84 32.77 15.50 39.58 20.00
190 15.25 44.38 21.90 54.44 27.95
191 14.96 56.54 23.41 78.44 28.44
192 15.22 53.95 20.85 80.00 29.32
193 15.23 60.53 21.32 68.48 24.81
194 14.91 61.47 20.80 69.00 28.50
195 15.21 52.17 19.59 75.97 26.05
196 14.87 59.58 17.00 67.50 18.50
197 15.22 34.61 17.57 41.76 22.67
198 15.29 29.18 18.05 34.32 29.73
199 15.41 62.89 21.02 66.71 27.75
200 15.51 22.69 13.45 28.94 19.15
201 15.46 55.84 20.13 80.53 26.32
202 15.21 26.17 14.80 34.20 25.70
203 15.37 33.32 21.38 36.84 32.31
204 15.53 68.87 21.21 61.83 32.79
205 15.59 65.99 21.23 63.35 31.70
206 15.70 48.91 21.73 69.46 31.09
207 15.62 76.17 15.83 51.58 20.27
208 15.93 58.31 21.26 78.38 28.04
209 15.78 71.95 19.34 59.53 30.19
210 15.93 27.13 19.87 34.76 34.43
211 16.15 50.84 20.80 73.85 30.40
212 16.28 37.27 19.66 43.54 33.64
213 16.25 44.66 22.06 59.95 33.94
214 16.35 41.94 21.93 48.50 31.98
215 16.29 29.30 16.72 39.14 24.19
216 16.34 60.97 23.00 69.71 32.21
217 16.08 66.36 22.60 61.52 26.16
218 16.43 77.93 16.74 49.04 23.56
219 16.54 63.42 21.10 67.18 32.31
220 16.48 53.65 23.56 79.18 34.73
221 16.47 24.49 17.82 30.22 35.45
222 16.53 56.10 24.44 80.11 32.45
223 16.69 47.45 22.91 59.62 34.25
224 16.36 71.49 20.47 57.00 36.88
225 16.50 31.12 20.09 36.78 41.26
226 16.75 67.94 25.41 62.89 37.40
227 17.16 33.26 21.62 37.17 38.35
228 16.77 51.68 21.31 80.25 29.50
229 17.22 65.54 22.81 64.18 36.22
230 17.19 22.47 16.69 28.02 35.87
231 17.03 26.99 19.42 34.70 43.52
232 17.23 36.42 20.35 39.19 35.60
233 16.85 39.98 20.25 43.96 35.08
234 16.88 45.37 22.49 56.88 30.68
235 17.16 58.76 22.80 72.98 37.69
236 17.11 49.56 24.63 66.76 34.81
237 17.27 72.38 25.37 54.96 42.08
238 17.37 40.91 22.60 47.65 39.77
239 17.35 29.82 21.96 33.92 42.34
240 17.02 77.80 14.00 42.75 23.00
241 17.48 74.92 25.55 50.12 40.55
242 17.63 54.61 27.77 76.02 42.11
243 17.24 60.99 22.62 67.88 36.88
244 17.66 61.61 24.79 67.16 34.12
245 17.27 68.04 22.00 68.14 27.14
246 17.44 24.47 14.86 37.38 29.14
247 17.66 51.92 24.41 71.93 41.02
248 17.43 79.17 18.24 45.10 22.59
249 17.78 56.60 26.05 74.98 37.33
250 17.83 46.07 27.41 59.23 43.96
251 17.56 60.20 18.89 68.00 26.78
252 18.04 48.30 25.69 66.28 45.89
253 18.11 25.63 20.59 34.72 43.50
254 18.05 68.27 26.59 58.11 47.12
255 18.08 63.12 25.55 65.34 36.98
256 18.19 76.76 23.94 48.92 34.31
257 18.01 32.17 21.34 37.40 44.21
258 17.99 78.39 23.41 50.70 25.22
259 18.27 41.90 25.20 47.44 47.54
260 18.27 34.95 23.12 38.55 45.90
261 18.18 38.47 24.87 43.83 51.92
262 18.49 20.79 18.95 28.34 44.44
263 18.45 58.75 26.58 72.97 43.48
264 18.28 70.65 27.03 57.54 41.41
265 18.37 71.99 28.32 56.12 41.72
266 18.39 73.93 26.12 52.60 37.04
267 18.51 50.32 27.38 68.88 49.32
268 18.20 66.72 21.58 64.08 30.50
269 18.54 23.39 22.02 32.19 50.58
270 18.77 52.75 30.15 72.13 52.11
271 18.77 64.66 26.92 64.73 42.01
272 18.70 28.64 24.41 34.07 50.17
273 18.29 45.60 23.25 68.50 36.75
274 18.58 65.83 28.61 61.82 54.85
275 18.85 27.34 21.52 34.82 50.93
276 18.82 60.61 28.18 69.07 46.92
277 18.66 32.24 23.14 38.51 48.02
278 18.79 54.76 29.50 72.78 51.64
279 18.89 44.97 24.51 48.76 54.29
280 19.16 56.86 28.56 70.65 50.83
281 19.30 30.56 21.96 38.96 49.24
282 19.24 47.07 28.90 59.41 57.12
283 19.32 37.95 26.35 43.10 57.16
284 19.25 40.28 25.70 45.49 58.67
285 19.02 74.44 30.55 44.80 45.12
286 19.14 69.74 31.86 54.64 54.63
287 19.37 62.97 31.16 65.59 51.73
288 19.32 67.45 31.57 52.96 58.67
289 19.49 42.86 26.95 48.16 59.39
290 19.55 35.76 24.71 39.85 56.15
291 19.55 49.27 32.86 66.12 61.61
292 19.71 76.99 30.83 43.15 44.71
293 19.40 75.49 22.16 51.79 32.47
294 19.85 17.84 18.04 27.02 42.92
295 19.79 33.10 26.12 37.36 57.59
296 19.34 71.91 22.00 56.00 34.83
297 19.68 72.88 30.58 49.78 49.52
298 19.75 20.73 21.41 29.52 50.17
299 19.67 25.69 24.61 33.02 56.26
300 19.74 51.38 31.85 66.01 61.25
301 19.80 53.91 31.63 67.24 60.59
302 20.09 22.99 25.44 33.76 55.93
303 20.03 58.60 34.84 71.52 57.54
304 19.82 70.39 30.76 60.90 51.26
305 20.19 65.02 32.80 60.31 54.48
306 20.24 28.58 25.84 35.45 58.18
307 20.13 45.27 32.28 49.06 66.40
308 20.11 60.89 32.53 66.57 59.95
309 20.14 55.93 31.81 67.69 63.49
310 19.99 81.24 25.69 45.14 29.94
311 20.33 26.41 25.43 35.79 50.11
312 20.62 40.19 30.85 43.25 71.42
313 20.53 47.86 31.64 52.19 61.87
314 20.57 74.76 35.01 45.33 53.93
315 20.48 79.74 34.49 42.51 44.94
316 20.65 42.44 30.60 48.04 72.04
317 20.65 37.81 28.64 41.50 65.68
318 20.67 68.62 34.89 54.15 58.40
319 20.29 72.06 33.33 58.17 47.50
320 20.76 50.34 34.84 61.55 64.83
321 20.68 31.28 27.57 37.81 61.57
322 20.82 35.12 28.09 42.06 60.33
323 20.83 52.68 35.81 65.57 69.92
324 21.13 62.64 36.65 63.12 60.15
325 21.17 72.41 36.74 48.91 53.62
326 21.07 57.00 37.16 72.25 62.99
327 21.14 77.67 34.78 41.54 45.55
328 21.15 59.96 37.20 67.73 62.78
329 21.21 21.18 24.69 33.94 53.27
330 21.21 17.60 22.21 28.32 46.90
331 21.26 24.55 26.76 34.28 58.17
332 21.18 70.76 34.24 54.15 46.50
333 21.10 32.25 27.35 40.05 65.05
334 21.41 44.29 34.95 52.83 74.23
335 21.30 65.32 38.07 56.37 58.81
336 21.50 46.35 35.24 49.87 69.74
337 21.29 28.91 27.67 37.15 67.05
338 21.65 55.29 35.43 59.35 63.01
339 21.61 81.29 30.50 35.17 34.98
340 21.66 30.04 28.26 38.35 58.72
341 22.03 32.73 28.35 39.47 64.15
342 21.75 48.93 37.74 52.44 74.36
343 21.89 67.84 40.34 53.49 58.26
344 21.88 75.26 35.87 43.17 49.00
345 21.96 37.47 31.80 40.66 72.25
346 21.99 39.73 33.55 43.22 75.13
347 21.90 42.03 35.16 45.70 74.78
348 21.96 51.42 40.13 59.54 70.70
349 21.98 53.37 36.49 63.10 65.96
350 21.94 58.44 42.92 66.17 71.34
351 22.05 35.20 28.95 38.23 71.94
352 22.30 27.30 29.92 36.80 59.42
353 22.22 61.40 40.94 58.94 61.95
354 22.45 69.97 43.55 52.94 60.81
355 22.56 72.69 41.06 47.93 58.50
356 22.55 18.15 25.76 31.65 50.34
357 22.47 20.88 28.64 32.96 58.57
358 22.57 78.35 40.77 36.55 48.59
359 22.38 80.49 35.32 37.65 44.40
360 22.68 29.76 28.15 36.34 60.48
361 22.70 47.71 43.70 52.82 88.57
362 22.70 65.68 43.31 53.76 57.87
363 22.61 14.97 16.84 28.08 36.55
364 22.76 45.53 38.94 49.56 79.26
365 22.68 23.81 29.98 36.41 60.54
366 22.76 56.81 46.86 63.41 77.07
367 22.83 63.31 47.86 58.84 64.62
368 22.85 43.45 40.23 47.70 84.10
369 22.87 54.57 44.82 61.36 83.20
370 22.98 59.41 48.35 64.50 76.67
371 22.96 50.27 44.74 53.81 81.36
372 23.20 83.17 38.52 30.20 41.70
373 23.14 41.21 41.53 44.76 87.21
374 23.20 34.48 35.71 37.96 80.49
375 23.29 36.72 36.44 41.45 81.98
376 23.22 38.83 38.99 46.35 83.77
377 23.25 74.86 45.80 46.95 58.72
378 23.38 15.82 28.45 28.10 52.39
379 23.32 68.05 46.69 49.75 59.39
380 23.12 80.60 36.49 35.84 45.41
381 23.48 31.61 32.69 39.57 70.18
382 23.50 26.04 32.80 34.56 67.16
383 23.41 52.53 46.75 54.10 79.95
384 23.62 61.45 51.70 57.16 72.71
385 23.70 71.13 54.05 49.09 62.99
386 23.81 20.17 34.50 32.94 62.31
387 23.95 23.20 31.91 35.03 62.90
388 23.90 28.77 37.03 37.63 73.48
389 23.86 48.81 45.54 51.55 85.09
390 23.90 46.76 50.94 50.79 95.78
391 23.87 55.46 54.10 59.11 85.50
392 24.01 57.62 56.66 58.84 84.46
393 24.05 44.60 50.65 48.74 90.51
394 24.08 65.92 55.72 50.55 68.80
395 24.20 85.88 41.39 26.01 30.55
396 24.14 63.49 55.62 57.75 71.65
397 24.12 77.26 46.81 41.75 56.19
398 24.38 79.94 49.57 38.11 52.68
399 24.23 33.48 37.93 40.51 84.20
400 24.27 42.40 44.69 45.80 89.46
401 24.39 17.69 33.41 31.71 58.79
402 24.22 39.99 44.73 43.10 86.27
403 24.27 59.83 61.98 56.55 82.06
404 24.34 50.75 54.70 54.91 87.00
405 24.43 73.88 51.85 44.90 62.21
406 24.19 81.98 44.38 31.58 51.21
407 24.42 37.35 41.61 41.78 82.87
408 24.85 14.04 28.82 26.54 48.93
409 24.50 68.96 57.03 51.13 68.01
410 24.62 52.90 59.43 52.88 88.73
411 24.83 35.34 47.39 42.79 89.86
412 24.58 82.89 50.41 32.91 47.84
413 24.98 26.53 35.58 34.58 63.65
414 25.06 32.01 38.35 38.97 73.11
415 24.87 54.80 56.76 55.50 82.77
416 25.06 71.48 57.74 48.85 66.85
417 25.10 29.40 38.26 38.25 69.36
418 25.17 20.97 33.27 32.80 59.09
419 25.10 46.70 58.58 49.95 94.01
420 25.14 62.35 68.02 57.59 83.15
421 25.25 23.35 36.49 33.63 69.56
422 25.18 58.15 64.84 56.00 87.54
423 25.23 49.08 61.40 50.98 96.54
424 25.00 84.89 50.11 27.41 48.95
425 25.24 38.64 49.70 46.50 88.35
426 25.33 41.06 49.49 46.48 90.46
427 25.33 43.92 54.24 45.31 90.90
428 25.32 64.91 61.97 52.87 71.28
429 25.20 75.94 50.42 40.96 59.50
430 25.46 76.98 54.44 41.11 58.33
431 25.46 60.24 66.26 61.23 79.74
432 25.43 67.92 61.64 50.67 72.40
433 25.55 16.33 36.08 27.13 59.64
434 25.57 56.26 69.79 53.94 95.38
435 25.72 81.97 58.33 32.36 50.26
436 25.60 51.74 64.76 51.84 86.74
437 25.54 83.74 54.28 30.85 50.50
438 25.86 74.06 62.53 41.91 62.49
439 25.99 79.02 57.07 36.89 58.20
440 25.75 85.24 53.70 27.05 38.60
441 26.05 19.13 39.14 33.46 66.12
442 25.97 34.34 46.63 43.94 87.59
443 26.11 36.86 55.95 44.52 94.32
444 26.05 54.17 74.14 52.36 87.30
445 26.10 30.78 41.91 39.89 78.51
446 26.26 12.90 35.44 25.70 50.84
447 26.22 45.58 62.26 49.26 94.51
448 26.07 80.55 67.55 35.03 52.52
449 26.34 71.32 62.27 47.28 66.23
450 26.38 28.10 40.33 37.09 67.09
451 26.38 25.35 43.12 35.71 69.61
452 26.34 39.45 58.68 46.47 99.39
453 26.37 42.45 63.77 47.52 99.14
454 26.38 47.97 68.27 52.72 97.83
455 26.38 50.14 70.71 50.55 93.15
456 26.36 62.12 76.17 53.55 78.54
457 26.38 66.47 75.21 50.13 75.29
458 26.42 58.27 76.32 53.63 84.44
459 26.51 22.62 40.62 36.19 69.17
460 26.68 64.26 79.13 51.17 73.36
461 26.63 68.95 77.69 49.51 76.83
462 26.86 76.17 60.31 39.61 57.50
463 26.92 32.53 50.47 42.78 83.14
464 26.82 52.25 76.57 51.43 92.79
465 26.79 83.75 63.36 28.70 52.61
466 26.96 60.18 72.47 52.13 73.86
467 26.80 85.25 63.71 29.95 48.41
468 26.98 17.12 44.46 33.05 67.60
469 26.88 56.35 79.75 55.78 93.23
470 27.29 81.54 61.98 33.93 55.70
471 27.11 44.20 62.93 45.85 84.73
472 27.28 34.60 60.43 44.99 101.02
473 27.23 40.87 65.11 44.27 97.87
474 27.28 30.05 52.49 37.06 76.57
475 27.27 73.38 67.15 42.58 62.69
476 27.29 19.57 39.20 34.35 69.59
477 27.34 54.27 86.67 47.99 99.02
478 27.37 86.97 59.87 25.52 39.75
479 27.49 36.62 65.98 45.66 101.14
480 27.28 79.13 66.43 36.86 58.03
481 27.49 14.17 46.32 27.55 61.28
482 27.42 20.87 44.84 32.96 72.16
483 27.12 22.30 37.92 34.83 65.00
484 27.49 38.58 62.40 42.07 96.88
485 27.42 46.75 72.42 49.20 93.90
486 27.53 26.68 49.07 39.43 75.56
487 27.53 49.57 76.46 47.03 98.33
488 27.62 67.26 81.88 50.94 76.23
489 27.70 62.44 89.41 52.20 84.82
490 27.88 24.15 50.79 34.90 68.22
491 27.77 70.13 78.63 45.64 66.96
492 27.83 11.30 42.53 26.73 44.11
493 27.96 42.71 74.97 48.59 104.16
494 27.97 58.14 82.07 47.82 80.15
495 27.91 65.02 94.35 49.51 78.08
496 27.71 78.10 70.13 37.57 51.03
497 27.95 51.88 90.84 48.21 101.07
498 28.15 56.17 93.30 47.85 97.11
499 28.04 84.14 74.85 31.17 56.86
500 27.99 16.45 55.14 31.77 72.50
501 28.18 60.20 98.19 51.77 91.86
502 28.27 31.52 58.80 42.16 82.70
503 28.21 45.00 79.42 50.18 97.74
504 28.34 28.79 55.02 38.95 79.03
505 28.35 74.83 70.86 40.77 60.52
506 28.40 40.46 79.53 47.01 108.60
507 28.51 77.14 73.09 37.02 59.37
508 28.42 22.01 59.38 34.99 70.53
509 28.48 33.87 68.64 44.94 94.22
510 28.42 12.30 47.01 24.38 48.15
511 28.47 18.91 57.04 32.83 69.77
512 28.46 47.99 88.23 48.36 95.74
513 28.54 72.23 80.39 41.71 70.00
514 28.51 54.05 101.70 50.78 98.16
515 28.60 79.36 71.88 36.96 54.47
516 28.65 86.80 69.48 25.76 45.48
517 28.81 36.06 73.70 46.09 99.53
518 28.77 38.37 68.75 44.16 89.98
519 28.76 50.25 104.02 47.75 97.05
520 28.84 68.32 95.78 46.17 75.60
521 28.98 82.68 75.89 34.71 57.40
522 29.01 26.58 58.90 36.40 74.55
523 28.94 63.92 110.28 50.66 84.92
524 28.97 80.54 71.01 35.45 50.14
525 29.11 15.32 59.45 31.34 63.13
526 29.04 61.52 106.38 51.61 89.60
527 28.95 21.16 44.80 31.23 64.54
528 29.24 66.19 108.66 49.39 84.46
529 29.25 23.76 59.62 33.72 71.68
530 29.24 42.17 83.66 47.40 97.88
531 29.33 59.09 106.35 50.27 87.70
532 29.34 46.69 91.69 47.55 93.15
533 29.34 52.31 111.88 51.78 98.27
534 29.31 44.49 87.28 48.98 98.20
535 29.45 70.58 89.09 42.85 73.54
536 29.42 56.87 111.65 50.89 100.28
537 29.47 29.87 73.13 38.94 87.24
538 29.46 32.31 79.17 42.71 88.78
539 29.62 12.31 62.21 28.96 56.67
540 29.64 54.63 111.18 51.10 98.57
541 29.64 74.09 84.78 38.96 68.58
542 29.71 19.01 66.76 32.43 67.03
543 29.41 24.86 62.31 34.56 69.75
544 29.79 40.06 97.44 47.62 96.70
545 29.72 88.08 74.68 25.34 44.67
546 29.73 49.43 112.63 52.48 97.77
547 29.88 84.65 80.13 31.37 54.66
548 29.83 34.50 83.61 45.51 91.49
549 29.84 77.01 79.00 40.04 63.03
550 29.89 37.70 92.40 47.48 95.39
551 30.08 21.78 81.60 34.39 82.94
552 29.94 62.95 126.21 50.26 89.26
553 29.86 86.12 80.15 28.36 40.97
554 30.14 27.83 75.83 38.38 78.22
555 30.31 79.70 79.97 33.58 57.58
556 30.47 89.97 66.11 22.47 35.01
557 30.22 82.45 89.89 35.40 62.76
558 30.33 68.14 89.82 41.87 65.33
559 30.41 25.42 66.10 34.63 70.52
560 30.32 43.27 105.49 50.29 96.06
561 30.41 65.38 115.60 47.49 79.19
562 30.35 15.29 77.75 32.15 66.84
563 30.51 60.94 120.66 50.89 91.20
564 30.44 47.70 108.86 53.08 94.15
565 30.46 51.97 122.85 53.45 96.23
566 30.55 45.53 111.58 48.28 99.91
567 30.56 31.89 89.07 43.94 87.80
568 30.81 10.12 65.11 26.10 48.80
569 30.64 36.11 96.85 46.14 90.42
570 30.67 56.51 118.79 49.35 91.68
571 30.64 58.70 122.24 50.08 91.57
572 30.80 17.78 80.60 32.04 67.08
573 30.66 70.80 100.31 41.76 70.88
574 30.81 73.53 93.57 39.91 64.88
575 30.82 41.09 108.62 46.82 94.88
576 30.77 54.36 120.09 50.56 91.99
577 30.90 29.56 89.18 40.43 85.04
578 30.85 86.93 75.43 27.54 46.70
579 30.91 49.73 130.55 51.09 97.05
580 31.09 23.35 80.74 36.16 71.96
581 31.02 12.95 90.31 33.95 70.03
582 31.02 38.66 109.78 47.70 99.19
583 31.17 33.87 101.79 45.64 87.77
584 31.07 63.24 122.50 46.16 87.00
585 31.24 76.17 79.94 38.19 49.52
586 31.33 20.53 81.40 34.26 71.94
587 31.47 66.71 117.37 46.26 81.09
588 31.43 82.66 82.11 32.75 55.01
589 31.65 84.92 85.15 32.03 53.71
590 31.58 27.14 94.49 39.51 79.27
591 31.44 42.99 118.83 49.03 102.78
592 31.65 69.22 114.97 44.06 78.95
593 31.66 51.50 136.78 52.18 97.26
594 31.74 15.60 88.93 32.18 60.97
595 31.70 45.21 125.18 49.77 98.84
596 31.68 47.63 126.64 50.68 97.35
597 31.71 59.98 130.46 49.47 96.80
598 31.74 79.98 89.88 33.80 59.40
599 31.77 90.82 61.58 21.40 25.94
600 31.77 53.47 137.25 48.39 96.08
601 31.79 31.08 102.08 40.93 82.80
602 31.82 35.81 109.79 45.26 92.90
603 31.85 57.61 130.88 51.18 96.19
604 31.96 71.86 103.70 40.76 65.98
605 31.97 88.30 77.34 25.45 44.64
606 32.04 24.91 89.48 37.90 68.91
607 32.10 55.40 139.58 54.19 97.45
608 32.10 64.80 122.38 46.32 81.78
609 32.08 40.25 121.76 46.55 99.95
610 32.08 62.23 128.75 49.24 91.84
611 32.15 74.43 103.82 36.90 65.14
612 32.13 37.80 123.10 47.81 100.51
613 32.26 18.37 89.20 33.54 63.89
614 32.26 49.81 141.18 52.08 99.58
615 32.28 13.17 85.85 30.60 59.92
616 32.38 28.94 108.84 40.60 83.05
617 32.49 22.58 90.97 36.23 67.24
618 32.40 32.84 116.71 42.30 86.30
619 32.52 10.45 82.81 27.33 51.76
620 32.44 77.33 100.82 37.56 63.71
621 32.49 42.50 127.91 47.54 97.07
622 32.68 67.71 116.11 43.95 74.75
623 32.66 82.73 84.78 34.11 55.34
624 32.78 86.01 82.89 29.70 44.12
625 32.84 34.66 125.96 46.51 95.47
626 32.92 81.30 85.88 34.35 52.43
627 32.79 45.57 135.56 50.73 100.06
